accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
YP_498670.1,0.9084,0.0524,0.0001,0.039,0.0,0.0,NA,NA,0.426637,0.557534,0.015829
YP_498672.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_498673.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
YP_498674.1,0.0023,0.0039,0.0,0.9938,0.0,0.0,0.989597,0.010403,0.004572,0.995134,0.000294
YP_498678.1,0.0,0.0021,0.0001,0.9977,0.0,0.0,NA,NA,NA,NA,NA
YP_498685.1,0.0001,0.0196,0.0001,0.9802,0.0,0.0,NA,NA,NA,NA,NA
YP_498686.1,0.0004,0.2894,0.0001,0.71,0.0,0.0,NA,NA,NA,NA,NA
YP_498690.1,0.0,0.0007,0.0003,0.999,0.0,0.0,NA,NA,NA,NA,NA
YP_498691.1,0.0015,0.0477,0.1304,0.8204,0.0,0.0,NA,NA,NA,NA,NA
YP_498692.1,0.0,0.002,0.0,0.998,0.0,0.0,NA,NA,NA,NA,NA
YP_498693.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_498695.1,0.0216,0.9768,0.0001,0.0015,0.0,0.0,0.919945,0.080055,0.012373,0.986584,0.001043
YP_498699.1,0.0,0.0009,0.0,0.999,0.0,0.0,NA,NA,NA,NA,NA
YP_498702.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_498703.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
YP_498704.1,0.0,0.0144,0.0149,0.9707,0.0,0.0,NA,NA,NA,NA,NA
YP_498705.1,0.0004,0.0524,0.0001,0.9472,0.0,0.0,0.991114,0.008886,0.002443,0.997489,6.8e-05
YP_498706.1,0.0504,0.9471,0.0001,0.0025,0.0,0.0,0.873072,0.126928,0.019383,0.975618,0.005
YP_498711.1,0.0,0.0407,0.0002,0.9591,0.0,0.0,NA,NA,NA,NA,NA
YP_498714.1,0.0001,0.0009,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
YP_498717.1,0.0,0.0014,0.0005,0.998,0.0,0.0,NA,NA,NA,NA,NA
YP_498722.1,0.0007,0.0545,0.0278,0.917,0.0,0.0,NA,NA,NA,NA,NA
YP_498723.1,0.0,0.0044,0.0,0.9956,0.0,0.0,NA,NA,NA,NA,NA
YP_498724.1,0.0,0.0024,0.0,0.9976,0.0,0.0,NA,NA,NA,NA,NA
YP_498725.1,0.0003,0.0141,0.0144,0.9713,0.0,0.0,NA,NA,NA,NA,NA
YP_498726.1,0.0,0.0042,0.0016,0.9942,0.0,0.0,NA,NA,NA,NA,NA
YP_498727.1,0.0002,0.0171,0.0977,0.885,0.0,0.0,NA,NA,NA,NA,NA
YP_498731.1,0.0,0.0023,0.0,0.9976,0.0,0.0,NA,NA,NA,NA,NA
YP_498733.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
YP_498736.1,0.0001,0.0063,0.1679,0.8257,0.0,0.0,NA,NA,NA,NA,NA
YP_498737.1,0.004,0.3054,0.004,0.6866,0.0,0.0,0.908139,0.091861,0.034167,0.963712,0.002121
YP_498738.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_498742.1,0.0,0.0002,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
YP_498745.1,0.0,0.0004,0.0012,0.9983,0.0,0.0,NA,NA,NA,NA,NA
YP_498750.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_498754.1,0.0,0.0006,0.0002,0.9991,0.0,0.0,0.783611,0.216389,NA,NA,NA
YP_498757.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
YP_498759.1,0.0,0.0048,0.0002,0.995,0.0,0.0,NA,NA,NA,NA,NA
YP_498763.1,0.0012,0.4782,0.4702,0.0504,0.0,0.0,NA,NA,NA,NA,NA
YP_498764.1,0.0007,0.0171,0.1213,0.8609,0.0,0.0,NA,NA,NA,NA,NA
YP_498765.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_498766.1,0.0,0.0005,0.0,0.9995,0.0,0.0,NA,NA,NA,NA,NA
YP_498767.1,0.0259,0.283,0.0005,0.6907,0.0,0.0,0.993071,0.006929,0.000975,0.998938,8.7e-05
YP_498769.1,0.0001,0.063,0.0001,0.9368,0.0,0.0,0.780841,0.219159,0.121824,0.877049,0.001126
YP_498771.1,0.0004,0.423,0.0029,0.5737,0.0,0.0,NA,NA,NA,NA,NA
YP_498772.1,0.0001,0.1181,0.3697,0.512,0.0,0.0,NA,NA,NA,NA,NA
YP_498773.1,0.0034,0.0237,0.0,0.9729,0.0,0.0,0.985984,0.014016,0.013275,0.9866,0.000125
YP_498774.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
YP_498775.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
YP_498779.1,0.0,0.0053,0.0003,0.9944,0.0,0.0,NA,NA,NA,NA,NA
YP_498780.1,0.0,0.0008,0.0,0.9992,0.0,0.0,NA,NA,NA,NA,NA
YP_498782.1,0.0002,0.0048,0.0004,0.9946,0.0,0.0,NA,NA,NA,NA,NA
YP_498783.1,0.005,0.1506,0.0026,0.8419,0.0,0.0,0.991564,0.008436,0.002391,0.9976,9e-06
YP_498787.1,0.0,0.0007,0.0,0.9992,0.0,0.0,NA,NA,NA,NA,NA
YP_498788.1,0.0063,0.82,0.014,0.1598,0.0,0.0,NA,NA,NA,NA,NA
YP_498789.1,0.2965,0.702,0.0002,0.0013,0.0,0.0,0.917453,0.082547,0.045806,0.952179,0.002014
YP_498790.1,0.0001,0.2232,0.0207,0.756,0.0,0.0,NA,NA,NA,NA,NA
YP_498797.1,0.0,0.0042,0.0,0.9958,0.0,0.0,NA,NA,NA,NA,NA
YP_498798.1,0.0517,0.8494,0.0007,0.0982,0.0,0.0,NA,NA,NA,NA,NA
YP_498800.1,0.0002,0.03,0.0007,0.969,0.0,0.0,NA,NA,0.099453,0.891634,0.008913
YP_498805.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
YP_498810.1,NA,NA,NA,NA,NA,NA,NA,NA,0.136174,0.858489,0.005337
YP_498811.1,0.0,0.0011,0.0001,0.9989,0.0,0.0,NA,NA,NA,NA,NA
YP_498813.1,0.0,0.0318,0.0018,0.9664,0.0,0.0,NA,NA,NA,NA,NA
YP_498818.1,0.0009,0.0157,0.0242,0.9593,0.0,0.0,NA,NA,NA,NA,NA
YP_498819.1,0.0004,0.0054,0.1363,0.8579,0.0,0.0,NA,NA,NA,NA,NA
YP_498822.1,0.0008,0.0092,0.0151,0.9749,0.0,0.0,NA,NA,NA,NA,NA
YP_498825.1,0.0,0.0004,0.0014,0.9982,0.0,0.0,NA,NA,NA,NA,NA
YP_498827.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
YP_498828.1,0.0,0.0006,0.0001,0.9993,0.0,0.0,NA,NA,NA,NA,NA
YP_498832.1,0.0002,0.0037,0.4061,0.59,0.0,0.0,NA,NA,NA,NA,NA
YP_498836.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_498841.1,0.0,0.0011,0.0,0.9988,0.0,0.0,NA,NA,NA,NA,NA
YP_498843.1,0.0011,0.9989,0.0,0.0001,0.0,0.0,0.992216,0.007784,0.002205,0.997779,1.6e-05
YP_498845.1,0.0001,0.0119,0.0016,0.9863,0.0,0.0,NA,NA,NA,NA,NA
YP_498846.1,0.0001,0.0078,0.0019,0.9903,0.0,0.0,NA,NA,NA,NA,NA
YP_498847.1,0.0188,0.1657,0.0001,0.8155,0.0,0.0,NA,NA,NA,NA,NA
YP_498848.1,0.0,0.0236,0.0003,0.9761,0.0,0.0,NA,NA,NA,NA,NA
YP_498849.1,0.0,0.0009,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
YP_498850.1,0.0009,0.9991,0.0,0.0,0.0,0.0,0.993906,0.006094,0.007434,0.992528,3.8e-05
YP_498851.1,0.0012,0.9718,0.0247,0.0023,0.0,0.0,NA,NA,NA,NA,NA
YP_498852.1,0.0181,0.0719,0.0033,0.9068,0.0,0.0,NA,NA,NA,NA,NA
YP_498853.1,0.0055,0.0379,0.0002,0.9563,0.0,0.0,NA,NA,0.194884,0.798957,0.006159
YP_498855.1,0.0004,0.0309,0.0,0.9687,0.0,0.0,NA,NA,NA,NA,NA
YP_498856.1,0.0008,0.0033,0.0096,0.9864,0.0,0.0,NA,NA,NA,NA,NA
YP_498857.1,0.0017,0.6864,0.3082,0.0037,0.0,0.0,NA,NA,NA,NA,NA
YP_498858.1,0.0,0.9993,0.0002,0.0005,0.0,0.0,NA,NA,NA,NA,NA
YP_498859.1,0.0011,0.458,0.3189,0.222,0.0,0.0,NA,NA,NA,NA,NA
YP_498860.1,0.0002,0.9996,0.0,0.0002,0.0,0.0,NA,NA,NA,NA,NA
YP_498861.1,0.001,0.9982,0.0,0.0008,0.0,0.0,NA,NA,NA,NA,NA
YP_498863.1,0.0,0.0041,0.0001,0.9958,0.0,0.0,NA,NA,NA,NA,NA
YP_498864.1,0.0,0.0058,0.0,0.9941,0.0,0.0,NA,NA,NA,NA,NA
YP_498865.1,0.0002,0.3336,0.0001,0.666,0.0,0.0,NA,NA,NA,NA,NA
YP_498871.1,0.0023,0.2406,0.0,0.7571,0.0,0.0,0.993165,0.006835,0.000384,0.999591,2.5e-05
YP_498872.1,0.0002,0.3214,0.0001,0.6783,0.0,0.0,NA,NA,NA,NA,NA
YP_498873.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
YP_498874.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_498875.1,0.0054,0.9913,0.0,0.0033,0.0,0.0,0.816719,0.183281,0.145373,0.754191,0.100436
YP_498877.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_498878.1,0.0003,0.0433,0.1664,0.79,0.0,0.0,NA,NA,NA,NA,NA
YP_498880.1,0.0,0.003,0.0002,0.9968,0.0,0.0,NA,NA,NA,NA,NA
YP_498883.1,0.0,0.0008,0.0,0.9992,0.0,0.0,NA,NA,NA,NA,NA
YP_498884.1,0.0,0.0007,0.0,0.9993,0.0,0.0,NA,NA,NA,NA,NA
YP_498889.1,0.0,0.0009,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
YP_498890.1,0.0007,0.9989,0.0002,0.0002,0.0,0.0,NA,NA,NA,NA,NA
YP_498900.1,0.0,0.0007,0.0,0.9992,0.0,0.0,NA,NA,NA,NA,NA
YP_498905.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_498907.1,0.0,0.0009,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
YP_498911.1,0.0,0.0004,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
YP_498912.1,0.0002,0.6817,0.3179,0.0002,0.0,0.0,NA,NA,NA,NA,NA
YP_498914.1,0.0475,0.0995,0.0003,0.8526,0.0,0.0,0.993701,0.006299,0.0019,0.99807,3.1e-05
YP_498915.1,0.0038,0.5115,0.0249,0.4599,0.0,0.0,NA,NA,NA,NA,NA
YP_498916.1,0.0,0.0015,0.0,0.9985,0.0,0.0,0.674945,0.325055,0.093083,0.904805,0.002112
YP_498917.1,0.0,0.0007,0.0001,0.9992,0.0,0.0,NA,NA,NA,NA,NA
YP_498918.1,0.0,0.0059,0.0,0.9941,0.0,0.0,NA,NA,NA,NA,NA
YP_498921.1,0.0002,0.0083,0.0001,0.9914,0.0,0.0,NA,NA,NA,NA,NA
YP_498922.1,0.0004,0.0159,0.4406,0.5432,0.0,0.0,NA,NA,NA,NA,NA
YP_498923.1,0.0,0.0317,0.0,0.9682,0.0,0.0,NA,NA,NA,NA,NA
YP_498924.1,0.0,0.0009,0.0001,0.9991,0.0,0.0,NA,NA,NA,NA,NA
YP_498933.1,0.0,0.0096,0.0,0.9904,0.0,0.0,NA,NA,NA,NA,NA
YP_498943.1,0.0009,0.999,0.0,0.0001,0.0,0.0,NA,NA,NA,NA,NA
YP_498944.1,0.0005,0.2348,0.0,0.7647,0.0,0.0,NA,NA,0.370633,0.627531,0.001835
YP_498945.1,0.1136,0.2448,0.0007,0.6409,0.0,0.0,0.988922,0.011078,0.00387,0.995703,0.000427
YP_498947.1,0.0,0.0294,0.0002,0.9704,0.0,0.0,NA,NA,0.056469,0.89812,0.045411
YP_498950.1,0.0002,0.026,0.0003,0.9735,0.0,0.0,NA,NA,NA,NA,NA
YP_498951.1,0.0128,0.4539,0.0001,0.5333,0.0,0.0,0.992619,0.007381,0.002049,0.997706,0.000244
YP_498956.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_498962.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_498966.1,0.0058,0.6594,0.3036,0.0311,0.0,0.0,NA,NA,NA,NA,NA
YP_498969.1,0.0,0.0129,0.0001,0.987,0.0,0.0,NA,NA,NA,NA,NA
YP_498971.1,0.0147,0.9841,0.0,0.0012,0.0,0.0,0.926992,0.073008,0.071416,0.77129,0.157293
YP_498972.1,0.002,0.9967,0.0001,0.0012,0.0,0.0,0.981146,0.018854,0.006188,0.987596,0.006216
YP_498973.1,0.0461,0.9523,0.0002,0.0013,0.0,0.0,0.819463,0.180537,0.142247,0.816132,0.041621
YP_498975.1,0.0369,0.962,0.0001,0.001,0.0,0.0,0.718437,0.281563,0.027682,0.936325,0.035993
YP_498976.1,0.0264,0.9723,0.0,0.0012,0.0,0.0,0.907305,0.092695,0.05028,0.638514,0.311206
YP_498978.1,0.0472,0.9479,0.0001,0.0047,0.0,0.0,0.98863,0.01137,0.008473,0.986258,0.005269
YP_498979.1,0.059,0.9396,0.0001,0.0014,0.0,0.0,0.973293,0.026707,0.026002,0.966035,0.007963
YP_498980.1,0.0089,0.9686,0.0,0.0224,0.0,0.0,0.920319,0.079681,0.041609,0.954633,0.003758
YP_498981.1,0.0347,0.9529,0.0,0.0124,0.0,0.0,0.955488,0.044512,0.024264,0.964609,0.011127
YP_498982.1,0.0123,0.985,0.0,0.0026,0.0,0.0,0.904021,0.095979,0.020973,0.922498,0.056529
YP_498986.1,0.0029,0.9969,0.0,0.0002,0.0,0.0,0.918257,0.081743,0.066415,0.86976,0.063825
YP_498987.1,0.4824,0.4927,0.0081,0.0167,0.0,0.0,0.640141,0.359859,0.373849,0.624559,0.001591
YP_498988.1,0.1069,0.8923,0.0001,0.0007,0.0,0.0,0.910886,0.089114,0.016382,0.983029,0.000589
YP_498989.1,0.0017,0.3473,0.0001,0.6508,0.0,0.0,NA,NA,0.179955,0.819227,0.000818
YP_498990.1,0.0025,0.4676,0.0006,0.5293,0.0,0.0,0.980447,0.019553,0.001881,0.998101,1.8e-05
YP_498991.1,0.0023,0.8245,0.1405,0.0327,0.0,0.0,NA,NA,NA,NA,NA
YP_498992.1,0.0005,0.9992,0.0003,0.0001,0.0,0.0,NA,NA,NA,NA,NA
YP_498993.1,0.022,0.5756,0.349,0.0534,0.0,0.0,NA,NA,NA,NA,NA
YP_498995.1,0.0,0.0808,0.0,0.9191,0.0,0.0,NA,NA,NA,NA,NA
YP_498998.1,0.0,0.0006,0.0002,0.9992,0.0,0.0,NA,NA,NA,NA,NA
YP_499001.1,0.0001,0.0209,0.0006,0.9784,0.0,0.0,NA,NA,NA,NA,NA
YP_499002.1,0.0,0.0008,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
YP_499004.1,0.0004,0.5346,0.332,0.1331,0.0,0.0,NA,NA,NA,NA,NA
YP_499005.1,0.0,0.0004,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
YP_499008.1,0.001,0.0614,0.1792,0.7584,0.0,0.0,NA,NA,NA,NA,NA
YP_499009.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
YP_499010.1,0.0048,0.1158,0.0,0.8795,0.0,0.0,0.99557,0.00443,0.000223,0.999757,2e-05
YP_499011.1,0.0013,0.9987,0.0,0.0,0.0,0.0,0.856642,0.143358,0.030374,0.967588,0.002038
YP_499012.1,0.006,0.2747,0.0044,0.7149,0.0,0.0,NA,NA,NA,NA,NA
YP_499015.1,0.0,0.0,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_499016.1,0.0,0.0002,0.0001,0.9997,0.0,0.0,NA,NA,NA,NA,NA
YP_499020.1,0.0,0.001,0.0001,0.9989,0.0,0.0,NA,NA,NA,NA,NA
YP_499023.1,0.0001,0.3793,0.2379,0.3827,0.0,0.0,NA,NA,NA,NA,NA
YP_499028.1,0.0,0.4081,0.071,0.5209,0.0,0.0,NA,NA,0.01567,0.983914,0.000416
YP_499056.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
YP_499059.1,0.0,0.002,0.0,0.998,0.0,0.0,NA,NA,NA,NA,NA
YP_499063.1,0.0,0.0037,0.0,0.9963,0.0,0.0,NA,NA,NA,NA,NA
YP_499074.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
YP_499081.1,0.0001,0.0042,0.0008,0.9949,0.0,0.0,NA,NA,NA,NA,NA
YP_499089.2,0.0,0.0021,0.0,0.9979,0.0,0.0,NA,NA,NA,NA,NA
YP_499092.1,0.0,0.6525,0.3462,0.0013,0.0,0.0,NA,NA,NA,NA,NA
YP_499100.1,0.0002,0.6316,0.3674,0.0009,0.0,0.0,NA,NA,NA,NA,NA
YP_499117.1,0.9378,0.0396,0.0008,0.0218,0.0,0.0,NA,NA,NA,NA,NA
YP_499118.1,0.8827,0.1166,0.0,0.0007,0.0,0.0,NA,NA,NA,NA,NA
YP_499128.1,0.0,0.0005,0.0,0.9994,0.0,0.0,NA,NA,NA,NA,NA
YP_499137.1,0.0,0.0103,0.0001,0.9896,0.0,0.0,0.836291,0.163709,NA,NA,NA
YP_499138.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_499139.1,0.0,0.0012,0.0006,0.9981,0.0,0.0,NA,NA,NA,NA,NA
YP_499140.1,0.0,0.002,0.0012,0.9967,0.0,0.0,NA,NA,NA,NA,NA
YP_499150.1,NA,NA,NA,NA,NA,NA,NA,NA,0.059099,0.93719,0.003711
YP_499151.1,0.002,0.9729,0.0001,0.025,0.0,0.0,NA,NA,NA,NA,NA
YP_499152.1,0.0001,0.0362,0.0001,0.9636,0.0,0.0,NA,NA,NA,NA,NA
YP_499153.1,0.0001,0.0348,0.0008,0.9643,0.0,0.0,NA,NA,NA,NA,NA
YP_499154.1,0.0001,0.0156,0.0002,0.9841,0.0,0.0,NA,NA,NA,NA,NA
YP_499155.1,0.0003,0.0529,0.0006,0.9462,0.0,0.0,NA,NA,NA,NA,NA
YP_499157.1,0.0001,0.036,0.0002,0.9637,0.0,0.0,NA,NA,NA,NA,NA
YP_499158.1,0.0001,0.0408,0.0009,0.9583,0.0,0.0,NA,NA,NA,NA,NA
YP_499161.1,0.0002,0.0256,0.0004,0.9738,0.0,0.0,NA,NA,NA,NA,NA
YP_499162.1,0.0,0.0234,0.001,0.9755,0.0,0.0,NA,NA,NA,NA,NA
YP_499163.1,0.0002,0.0305,0.001,0.9682,0.0,0.0,NA,NA,NA,NA,NA
YP_499164.1,0.003,0.8244,0.075,0.0975,0.0,0.0,NA,NA,NA,NA,NA
YP_499165.1,0.0001,0.0415,0.0006,0.9578,0.0,0.0,NA,NA,NA,NA,NA
YP_499176.1,0.1001,0.8301,0.0572,0.0126,0.0,0.0,NA,NA,NA,NA,NA
YP_499177.1,0.0,0.0006,0.0003,0.9991,0.0,0.0,NA,NA,NA,NA,NA
YP_499180.1,0.0033,0.9963,0.0,0.0004,0.0,0.0,0.98143,0.01857,0.00173,0.997196,0.001074
YP_499181.1,0.0002,0.0111,0.0011,0.9877,0.0,0.0,NA,NA,NA,NA,NA
YP_499184.1,0.0,0.0002,0.0001,0.9996,0.0,0.0,NA,NA,NA,NA,NA
YP_499185.2,0.0189,0.7712,0.1752,0.0347,0.0,0.0,NA,NA,NA,NA,NA
YP_499187.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_499188.1,0.0,0.0004,0.0001,0.9995,0.0,0.0,NA,NA,NA,NA,NA
YP_499189.1,0.0,0.0006,0.0,0.9994,0.0,0.0,NA,NA,NA,NA,NA
YP_499190.1,0.0,0.0005,0.0001,0.9994,0.0,0.0,NA,NA,NA,NA,NA
YP_499191.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
YP_499193.1,0.0,0.0004,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
YP_499194.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_499195.1,0.0008,0.0019,0.0,0.9972,0.0,0.0,0.998199,0.001801,0.000864,0.999119,1.7e-05
YP_499196.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
YP_499197.1,0.0001,0.0151,0.3546,0.6302,0.0,0.0,NA,NA,NA,NA,NA
YP_499199.1,0.0,0.0033,0.0005,0.9962,0.0,0.0,NA,NA,NA,NA,NA
YP_499200.1,0.0003,0.0066,0.0725,0.9207,0.0,0.0,NA,NA,NA,NA,NA
YP_499201.1,0.0001,0.1828,0.1776,0.6395,0.0,0.0,NA,NA,NA,NA,NA
YP_499202.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_499204.1,0.0018,0.1242,0.3993,0.4747,0.0,0.0,NA,NA,NA,NA,NA
YP_499206.1,0.0009,0.0957,0.0002,0.9032,0.0,0.0,0.998741,0.001259,0.000313,0.999685,2e-06
YP_499207.1,0.0,0.0022,0.0,0.9978,0.0,0.0,NA,NA,NA,NA,NA
YP_499208.1,0.0,0.0003,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
YP_499209.1,0.0,0.5066,0.4852,0.0082,0.0,0.0,NA,NA,NA,NA,NA
YP_499210.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_499211.1,0.0,0.0009,0.1172,0.8819,0.0,0.0,NA,NA,NA,NA,NA
YP_499212.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_499213.1,0.0,0.0001,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_499218.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_499219.1,0.006,0.1592,0.0017,0.8331,0.0,0.0,NA,NA,NA,NA,NA
YP_499221.1,0.007,0.3925,0.3442,0.2563,0.0,0.0,NA,NA,NA,NA,NA
YP_499223.1,0.0005,0.0046,0.1103,0.8846,0.0,0.0,NA,NA,NA,NA,NA
YP_499225.1,0.0,0.0003,0.0003,0.9994,0.0,0.0,NA,NA,NA,NA,NA
YP_499226.1,0.0002,0.0066,0.06,0.9331,0.0,0.0,NA,NA,NA,NA,NA
YP_499227.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
YP_499229.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
YP_499230.1,0.057,0.9429,0.0,0.0,0.0,0.0,0.773021,0.226979,0.007266,0.992507,0.000227
YP_499231.1,0.0,0.0218,0.0,0.9782,0.0,0.0,NA,NA,NA,NA,NA
