,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
166,YP_498771.1,Cytoplasmic Membrane,0.0004,0.4230,0.0029,0.5737,0.0000,0.0000
167,YP_498772.1,Cytoplasmic Membrane,0.0001,0.1181,0.3697,0.5120,0.0000,0.0000
168,YP_498773.1,Cytoplasmic Membrane,0.0034,0.0237,0.0000,0.9729,0.0000,0.0000
169,YP_498774.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
170,YP_498775.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
174,YP_498779.1,Cytoplasmic Membrane,0.0000,0.0053,0.0003,0.9944,0.0000,0.0000
175,YP_498780.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9992,0.0000,0.0000
177,YP_498782.1,Cytoplasmic Membrane,0.0002,0.0048,0.0004,0.9946,0.0000,0.0000
178,YP_498783.1,Cytoplasmic Membrane,0.0050,0.1506,0.0026,0.8419,0.0000,0.0000
181,YP_498787.1,Cytoplasmic Membrane,0.0000,0.0007,0.0000,0.9992,0.0000,0.0000
182,YP_498788.1,Extracellular,0.0063,0.8200,0.0140,0.1598,0.0000,0.0000
183,YP_498789.1,Extracellular,0.2965,0.7020,0.0002,0.0013,0.0000,0.0000
184,YP_498790.1,Cytoplasmic Membrane,0.0001,0.2232,0.0207,0.7560,0.0000,0.0000
190,YP_498797.1,Cytoplasmic Membrane,0.0000,0.0042,0.0000,0.9958,0.0000,0.0000
191,YP_498798.1,Extracellular,0.0517,0.8494,0.0007,0.0982,0.0000,0.0000
193,YP_498800.1,Cytoplasmic Membrane,0.0002,0.0300,0.0007,0.9690,0.0000,0.0000
198,YP_498805.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
204,YP_498811.1,Cytoplasmic Membrane,0.0000,0.0011,0.0001,0.9989,0.0000,0.0000
206,YP_498813.1,Cytoplasmic Membrane,0.0000,0.0318,0.0018,0.9664,0.0000,0.0000
210,YP_498818.1,Cytoplasmic Membrane,0.0009,0.0157,0.0242,0.9593,0.0000,0.0000
211,YP_498819.1,Cytoplasmic Membrane,0.0004,0.0054,0.1363,0.8579,0.0000,0.0000
214,YP_498822.1,Cytoplasmic Membrane,0.0008,0.0092,0.0151,0.9749,0.0000,0.0000
217,YP_498825.1,Cytoplasmic Membrane,0.0000,0.0004,0.0014,0.9982,0.0000,0.0000
219,YP_498827.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
220,YP_498828.1,Cytoplasmic Membrane,0.0000,0.0006,0.0001,0.9993,0.0000,0.0000
224,YP_498832.1,Cytoplasmic Membrane,0.0002,0.0037,0.4061,0.5900,0.0000,0.0000
228,YP_498836.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
232,YP_498841.1,Cytoplasmic Membrane,0.0000,0.0011,0.0000,0.9988,0.0000,0.0000
234,YP_498843.1,Extracellular,0.0011,0.9989,0.0000,0.0001,0.0000,0.0000
236,YP_498845.1,Cytoplasmic Membrane,0.0001,0.0119,0.0016,0.9863,0.0000,0.0000
237,YP_498846.1,Cytoplasmic Membrane,0.0001,0.0078,0.0019,0.9903,0.0000,0.0000
238,YP_498847.1,Cytoplasmic Membrane,0.0188,0.1657,0.0001,0.8155,0.0000,0.0000
239,YP_498848.1,Cytoplasmic Membrane,0.0000,0.0236,0.0003,0.9761,0.0000,0.0000
240,YP_498849.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9991,0.0000,0.0000
241,YP_498850.1,Extracellular,0.0009,0.9991,0.0000,0.0000,0.0000,0.0000
242,YP_498851.1,Extracellular,0.0012,0.9718,0.0247,0.0023,0.0000,0.0000
243,YP_498852.1,Cytoplasmic Membrane,0.0181,0.0719,0.0033,0.9068,0.0000,0.0000
244,YP_498853.1,Cytoplasmic Membrane,0.0055,0.0379,0.0002,0.9563,0.0000,0.0000
246,YP_498855.1,Cytoplasmic Membrane,0.0004,0.0309,0.0000,0.9687,0.0000,0.0000
247,YP_498856.1,Cytoplasmic Membrane,0.0008,0.0033,0.0096,0.9864,0.0000,0.0000
248,YP_498857.1,Extracellular,0.0017,0.6864,0.3082,0.0037,0.0000,0.0000
249,YP_498858.1,Extracellular,0.0000,0.9993,0.0002,0.0005,0.0000,0.0000
250,YP_498859.1,Extracellular,0.0011,0.4580,0.3189,0.2220,0.0000,0.0000
251,YP_498860.1,Extracellular,0.0002,0.9996,0.0000,0.0002,0.0000,0.0000
252,YP_498861.1,Extracellular,0.0010,0.9982,0.0000,0.0008,0.0000,0.0000
254,YP_498863.1,Cytoplasmic Membrane,0.0000,0.0041,0.0001,0.9958,0.0000,0.0000
255,YP_498864.1,Cytoplasmic Membrane,0.0000,0.0058,0.0000,0.9941,0.0000,0.0000
256,YP_498865.1,Cytoplasmic Membrane,0.0002,0.3336,0.0001,0.6660,0.0000,0.0000
262,YP_498871.1,Cytoplasmic Membrane,0.0023,0.2406,0.0000,0.7571,0.0000,0.0000
263,YP_498872.1,Cytoplasmic Membrane,0.0002,0.3214,0.0001,0.6783,0.0000,0.0000
264,YP_498873.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
265,YP_498874.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
266,YP_498875.1,Extracellular,0.0054,0.9913,0.0000,0.0033,0.0000,0.0000
267,YP_498877.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
268,YP_498878.1,Cytoplasmic Membrane,0.0003,0.0433,0.1664,0.7900,0.0000,0.0000
270,YP_498880.1,Cytoplasmic Membrane,0.0000,0.0030,0.0002,0.9968,0.0000,0.0000
273,YP_498883.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9992,0.0000,0.0000
274,YP_498884.1,Cytoplasmic Membrane,0.0000,0.0007,0.0000,0.9993,0.0000,0.0000
279,YP_498889.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9991,0.0000,0.0000
280,YP_498890.1,Extracellular,0.0007,0.9989,0.0002,0.0002,0.0000,0.0000
290,YP_498900.1,Cytoplasmic Membrane,0.0000,0.0007,0.0000,0.9992,0.0000,0.0000
295,YP_498905.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
297,YP_498907.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9991,0.0000,0.0000
301,YP_498911.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
302,YP_498912.1,Extracellular,0.0002,0.6817,0.3179,0.0002,0.0000,0.0000
304,YP_498914.1,Cytoplasmic Membrane,0.0475,0.0995,0.0003,0.8526,0.0000,0.0000
305,YP_498915.1,Extracellular,0.0038,0.5115,0.0249,0.4599,0.0000,0.0000
306,YP_498916.1,Cytoplasmic Membrane,0.0000,0.0015,0.0000,0.9985,0.0000,0.0000
307,YP_498917.1,Cytoplasmic Membrane,0.0000,0.0007,0.0001,0.9992,0.0000,0.0000
308,YP_498918.1,Cytoplasmic Membrane,0.0000,0.0059,0.0000,0.9941,0.0000,0.0000
311,YP_498921.1,Cytoplasmic Membrane,0.0002,0.0083,0.0001,0.9914,0.0000,0.0000
312,YP_498922.1,Cytoplasmic Membrane,0.0004,0.0159,0.4406,0.5432,0.0000,0.0000
313,YP_498923.1,Cytoplasmic Membrane,0.0000,0.0317,0.0000,0.9682,0.0000,0.0000
314,YP_498924.1,Cytoplasmic Membrane,0.0000,0.0009,0.0001,0.9991,0.0000,0.0000
322,YP_498933.1,Cytoplasmic Membrane,0.0000,0.0096,0.0000,0.9904,0.0000,0.0000
332,YP_498943.1,Extracellular,0.0009,0.9990,0.0000,0.0001,0.0000,0.0000
333,YP_498944.1,Cytoplasmic Membrane,0.0005,0.2348,0.0000,0.7647,0.0000,0.0000
334,YP_498945.1,Cytoplasmic Membrane,0.1136,0.2448,0.0007,0.6409,0.0000,0.0000
336,YP_498947.1,Cytoplasmic Membrane,0.0000,0.0294,0.0002,0.9704,0.0000,0.0000
339,YP_498950.1,Cytoplasmic Membrane,0.0002,0.0260,0.0003,0.9735,0.0000,0.0000
340,YP_498951.1,Cytoplasmic Membrane,0.0128,0.4539,0.0001,0.5333,0.0000,0.0000
345,YP_498956.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
351,YP_498962.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
355,YP_498966.1,Extracellular,0.0058,0.6594,0.3036,0.0311,0.0000,0.0000
357,YP_498969.1,Cytoplasmic Membrane,0.0000,0.0129,0.0001,0.9870,0.0000,0.0000
359,YP_498971.1,Extracellular,0.0147,0.9841,0.0000,0.0012,0.0000,0.0000
360,YP_498972.1,Extracellular,0.0020,0.9967,0.0001,0.0012,0.0000,0.0000
361,YP_498973.1,Extracellular,0.0461,0.9523,0.0002,0.0013,0.0000,0.0000
363,YP_498975.1,Extracellular,0.0369,0.9620,0.0001,0.0010,0.0000,0.0000
364,YP_498976.1,Extracellular,0.0264,0.9723,0.0000,0.0012,0.0000,0.0000
365,YP_498978.1,Extracellular,0.0472,0.9479,0.0001,0.0047,0.0000,0.0000
366,YP_498979.1,Extracellular,0.0590,0.9396,0.0001,0.0014,0.0000,0.0000
367,YP_498980.1,Extracellular,0.0089,0.9686,0.0000,0.0224,0.0000,0.0000
368,YP_498981.1,Extracellular,0.0347,0.9529,0.0000,0.0124,0.0000,0.0000
369,YP_498982.1,Extracellular,0.0123,0.9850,0.0000,0.0026,0.0000,0.0000
373,YP_498986.1,Extracellular,0.0029,0.9969,0.0000,0.0002,0.0000,0.0000
374,YP_498987.1,Extracellular,0.4824,0.4927,0.0081,0.0167,0.0000,0.0000
375,YP_498988.1,Extracellular,0.1069,0.8923,0.0001,0.0007,0.0000,0.0000
376,YP_498989.1,Cytoplasmic Membrane,0.0017,0.3473,0.0001,0.6508,0.0000,0.0000
377,YP_498990.1,Cytoplasmic Membrane,0.0025,0.4676,0.0006,0.5293,0.0000,0.0000
378,YP_498991.1,Extracellular,0.0023,0.8245,0.1405,0.0327,0.0000,0.0000
379,YP_498992.1,Extracellular,0.0005,0.9992,0.0003,0.0001,0.0000,0.0000
380,YP_498993.1,Extracellular,0.0220,0.5756,0.3490,0.0534,0.0000,0.0000
382,YP_498995.1,Cytoplasmic Membrane,0.0000,0.0808,0.0000,0.9191,0.0000,0.0000
385,YP_498998.1,Cytoplasmic Membrane,0.0000,0.0006,0.0002,0.9992,0.0000,0.0000
388,YP_499001.1,Cytoplasmic Membrane,0.0001,0.0209,0.0006,0.9784,0.0000,0.0000
389,YP_499002.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9991,0.0000,0.0000
391,YP_499004.1,Extracellular,0.0004,0.5346,0.3320,0.1331,0.0000,0.0000
392,YP_499005.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
395,YP_499008.1,Cytoplasmic Membrane,0.0010,0.0614,0.1792,0.7584,0.0000,0.0000
396,YP_499009.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
397,YP_499010.1,Cytoplasmic Membrane,0.0048,0.1158,0.0000,0.8795,0.0000,0.0000
398,YP_499011.1,Extracellular,0.0013,0.9987,0.0000,0.0000,0.0000,0.0000
399,YP_499012.1,Cytoplasmic Membrane,0.0060,0.2747,0.0044,0.7149,0.0000,0.0000
402,YP_499015.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9999,0.0000,0.0000
403,YP_499016.1,Cytoplasmic Membrane,0.0000,0.0002,0.0001,0.9997,0.0000,0.0000
407,YP_499020.1,Cytoplasmic Membrane,0.0000,0.0010,0.0001,0.9989,0.0000,0.0000
410,YP_499023.1,Cytoplasmic Membrane,0.0001,0.3793,0.2379,0.3827,0.0000,0.0000
415,YP_499028.1,Cytoplasmic Membrane,0.0000,0.4081,0.0710,0.5209,0.0000,0.0000
441,YP_499056.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
444,YP_499059.1,Cytoplasmic Membrane,0.0000,0.0020,0.0000,0.9980,0.0000,0.0000
448,YP_499063.1,Cytoplasmic Membrane,0.0000,0.0037,0.0000,0.9963,0.0000,0.0000
459,YP_499074.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
465,YP_499081.1,Cytoplasmic Membrane,0.0001,0.0042,0.0008,0.9949,0.0000,0.0000
473,YP_499089.2,Cytoplasmic Membrane,0.0000,0.0021,0.0000,0.9979,0.0000,0.0000
476,YP_499092.1,Extracellular,0.0000,0.6525,0.3462,0.0013,0.0000,0.0000
484,YP_499100.1,Extracellular,0.0002,0.6316,0.3674,0.0009,0.0000,0.0000
501,YP_499117.1,Cell wall & surface,0.9378,0.0396,0.0008,0.0218,0.0000,0.0000
502,YP_499118.1,Cell wall & surface,0.8827,0.1166,0.0000,0.0007,0.0000,0.0000
512,YP_499128.1,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9994,0.0000,0.0000
521,YP_499137.1,Cytoplasmic Membrane,0.0000,0.0103,0.0001,0.9896,0.0000,0.0000
522,YP_499138.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
523,YP_499139.1,Cytoplasmic Membrane,0.0000,0.0012,0.0006,0.9981,0.0000,0.0000
524,YP_499140.1,Cytoplasmic Membrane,0.0000,0.0020,0.0012,0.9967,0.0000,0.0000
535,YP_499151.1,Extracellular,0.0020,0.9729,0.0001,0.0250,0.0000,0.0000
536,YP_499152.1,Cytoplasmic Membrane,0.0001,0.0362,0.0001,0.9636,0.0000,0.0000
537,YP_499153.1,Cytoplasmic Membrane,0.0001,0.0348,0.0008,0.9643,0.0000,0.0000
538,YP_499154.1,Cytoplasmic Membrane,0.0001,0.0156,0.0002,0.9841,0.0000,0.0000
539,YP_499155.1,Cytoplasmic Membrane,0.0003,0.0529,0.0006,0.9462,0.0000,0.0000
541,YP_499157.1,Cytoplasmic Membrane,0.0001,0.0360,0.0002,0.9637,0.0000,0.0000
542,YP_499158.1,Cytoplasmic Membrane,0.0001,0.0408,0.0009,0.9583,0.0000,0.0000
543,YP_499161.1,Cytoplasmic Membrane,0.0002,0.0256,0.0004,0.9738,0.0000,0.0000
544,YP_499162.1,Cytoplasmic Membrane,0.0000,0.0234,0.0010,0.9755,0.0000,0.0000
545,YP_499163.1,Cytoplasmic Membrane,0.0002,0.0305,0.0010,0.9682,0.0000,0.0000
546,YP_499164.1,Extracellular,0.0030,0.8244,0.0750,0.0975,0.0000,0.0000
547,YP_499165.1,Cytoplasmic Membrane,0.0001,0.0415,0.0006,0.9578,0.0000,0.0000
558,YP_499176.1,Extracellular,0.1001,0.8301,0.0572,0.0126,0.0000,0.0000
559,YP_499177.1,Cytoplasmic Membrane,0.0000,0.0006,0.0003,0.9991,0.0000,0.0000
562,YP_499180.1,Extracellular,0.0033,0.9963,0.0000,0.0004,0.0000,0.0000
563,YP_499181.1,Cytoplasmic Membrane,0.0002,0.0111,0.0011,0.9877,0.0000,0.0000
566,YP_499184.1,Cytoplasmic Membrane,0.0000,0.0002,0.0001,0.9996,0.0000,0.0000
567,YP_499185.2,Extracellular,0.0189,0.7712,0.1752,0.0347,0.0000,0.0000
569,YP_499187.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
570,YP_499188.1,Cytoplasmic Membrane,0.0000,0.0004,0.0001,0.9995,0.0000,0.0000
571,YP_499189.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9994,0.0000,0.0000
572,YP_499190.1,Cytoplasmic Membrane,0.0000,0.0005,0.0001,0.9994,0.0000,0.0000
573,YP_499191.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
574,YP_499193.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
575,YP_499194.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
576,YP_499195.1,Cytoplasmic Membrane,0.0008,0.0019,0.0000,0.9972,0.0000,0.0000
577,YP_499196.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
578,YP_499197.1,Cytoplasmic Membrane,0.0001,0.0151,0.3546,0.6302,0.0000,0.0000
580,YP_499199.1,Cytoplasmic Membrane,0.0000,0.0033,0.0005,0.9962,0.0000,0.0000
581,YP_499200.1,Cytoplasmic Membrane,0.0003,0.0066,0.0725,0.9207,0.0000,0.0000
582,YP_499201.1,Cytoplasmic Membrane,0.0001,0.1828,0.1776,0.6395,0.0000,0.0000
583,YP_499202.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
585,YP_499204.1,Cytoplasmic Membrane,0.0018,0.1242,0.3993,0.4747,0.0000,0.0000
587,YP_499206.1,Cytoplasmic Membrane,0.0009,0.0957,0.0002,0.9032,0.0000,0.0000
588,YP_499207.1,Cytoplasmic Membrane,0.0000,0.0022,0.0000,0.9978,0.0000,0.0000
589,YP_499208.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9996,0.0000,0.0000
590,YP_499209.1,Extracellular,0.0000,0.5066,0.4852,0.0082,0.0000,0.0000
591,YP_499210.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
592,YP_499211.1,Cytoplasmic Membrane,0.0000,0.0009,0.1172,0.8819,0.0000,0.0000
593,YP_499212.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
594,YP_499213.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9998,0.0000,0.0000
599,YP_499218.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
600,YP_499219.1,Cytoplasmic Membrane,0.0060,0.1592,0.0017,0.8331,0.0000,0.0000
601,YP_499221.1,Extracellular,0.0070,0.3925,0.3442,0.2563,0.0000,0.0000
603,YP_499223.1,Cytoplasmic Membrane,0.0005,0.0046,0.1103,0.8846,0.0000,0.0000
605,YP_499225.1,Cytoplasmic Membrane,0.0000,0.0003,0.0003,0.9994,0.0000,0.0000
606,YP_499226.1,Cytoplasmic Membrane,0.0002,0.0066,0.0600,0.9331,0.0000,0.0000
607,YP_499227.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
609,YP_499229.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
610,YP_499230.1,Extracellular,0.0570,0.9429,0.0000,0.0000,0.0000,0.0000
611,YP_499231.1,Cytoplasmic Membrane,0.0000,0.0218,0.0000,0.9782,0.0000,0.0000
612,YP_499232.1,Cytoplasmic Membrane,0.0026,0.2184,0.3713,0.4078,0.0000,0.0000
620,YP_499240.1,Cytoplasmic Membrane,0.0000,0.0011,0.0000,0.9989,0.0000,0.0000
621,YP_499241.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
622,YP_499242.1,Cytoplasmic Membrane,0.0000,0.0012,0.0003,0.9985,0.0000,0.0000
624,YP_499244.1,Cytoplasmic Membrane,0.0119,0.0434,0.0000,0.9446,0.0000,0.0000
629,YP_499249.1,Cytoplasmic Membrane,0.0091,0.3241,0.0088,0.6580,0.0000,0.0000
