# SignalP-5.0	Organism: gram+	Timestamp: 20260320163415
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
WP_000049923.1	OTHER	0.010951	0.000494	0.001853	0.986702	
WP_000050762.1	OTHER	0.003367	0.000205	0.000224	0.996204	
WP_000050973.1	OTHER	0.002928	0.000183	0.000244	0.996645	
WP_000051210.1	OTHER	0.006133	0.000874	0.001567	0.991425	
WP_000052076.1	OTHER	0.008667	0.000710	0.122172	0.868451	
WP_000052317.1	OTHER	0.005835	0.000446	0.000452	0.993267	
WP_000052590.1	OTHER	0.001198	0.000054	0.000176	0.998571	
WP_000052781.1	OTHER	0.012719	0.000229	0.000739	0.986313	
WP_000054609.1	OTHER	0.001449	0.000287	0.002918	0.995346	
WP_000055337.1	OTHER	0.001202	0.000369	0.000274	0.998156	
WP_000055860.1	OTHER	0.001478	0.000308	0.000296	0.997918	
WP_000057330.1	OTHER	0.013405	0.000561	0.001311	0.984723	
WP_000057543.1	OTHER	0.002106	0.000160	0.000200	0.997535	
WP_000057594.1	OTHER	0.003491	0.000228	0.000529	0.995752	
WP_000058389.1	OTHER	0.012323	0.003306	0.001611	0.982760	
WP_000059054.1	OTHER	0.042784	0.000334	0.007346	0.949536	
WP_000060780.1	OTHER	0.216295	0.018000	0.007659	0.758046	
WP_000061866.1	OTHER	0.005815	0.000242	0.000638	0.993306	
WP_000062407.1	OTHER	0.002305	0.004784	0.000628	0.992284	
WP_000063582.1	OTHER	0.010506	0.001671	0.003441	0.984383	
WP_000064078.1	OTHER	0.001191	0.000151	0.000213	0.998446	
WP_000064214.1	OTHER	0.058847	0.013865	0.021073	0.906215	
WP_000064778.1	OTHER	0.012697	0.000621	0.017980	0.968701	
WP_000065036.1	OTHER	0.005944	0.000207	0.001346	0.992502	
WP_000066020.1	OTHER	0.038527	0.007372	0.053786	0.900315	
WP_000066067.1	OTHER	0.002323	0.000294	0.000258	0.997125	
WP_000066094.1	OTHER	0.024670	0.000875	0.003451	0.971004	
WP_000066356.1	OTHER	0.002274	0.000452	0.000323	0.996951	
WP_000066378.1	OTHER	0.005725	0.000718	0.000643	0.992915	
WP_000066517.1	OTHER	0.009996	0.000463	0.004264	0.985277	
WP_000066900.1	OTHER	0.000785	0.000150	0.000157	0.998908	
WP_000066930.1	OTHER	0.018393	0.000523	0.001626	0.979458	
WP_000067112.1	OTHER	0.003594	0.000196	0.000357	0.995853	
WP_000067138.1	OTHER	0.003655	0.000167	0.000550	0.995628	
WP_000067350.1	OTHER	0.006678	0.000447	0.000277	0.992598	
WP_000068176.1	OTHER	0.004498	0.000165	0.000333	0.995004	
WP_000068628.1	OTHER	0.006334	0.000450	0.000740	0.992475	
WP_000069098.1	OTHER	0.002464	0.000230	0.000371	0.996936	
WP_000069296.1	OTHER	0.014107	0.084419	0.003534	0.897939	
WP_000070649.1	OTHER	0.114209	0.008754	0.121632	0.755404	
WP_000070814.1	OTHER	0.102583	0.005985	0.002548	0.888884	
WP_000070829.1	OTHER	0.105218	0.000937	0.005709	0.888136	
WP_000070866.1	OTHER	0.004322	0.000179	0.000538	0.994961	
WP_000070966.1	OTHER	0.010098	0.000713	0.016984	0.972205	
WP_000071351.1	OTHER	0.004735	0.000565	0.000817	0.993883	
WP_000071904.1	OTHER	0.022377	0.002178	0.016340	0.959105	
WP_000072145.1	OTHER	0.002684	0.000117	0.024803	0.972396	
WP_000072274.1	OTHER	0.005666	0.000411	0.000706	0.993218	
WP_000072388.1	OTHER	0.009070	0.000282	0.000849	0.989799	
WP_000072445.1	OTHER	0.003003	0.000257	0.001171	0.995569	
WP_000072566.1	OTHER	0.038696	0.001858	0.003359	0.956088	
WP_000072623.1	OTHER	0.043135	0.002275	0.003105	0.951485	
WP_000072681.1	OTHER	0.011612	0.001933	0.002290	0.984164	
WP_000072842.1	OTHER	0.031095	0.007229	0.052746	0.908930	
WP_000073182.1	OTHER	0.013793	0.001010	0.001581	0.983616	
WP_000073195.1	OTHER	0.001845	0.000122	0.000227	0.997806	
WP_000073352.1	OTHER	0.002012	0.000216	0.000358	0.997414	
WP_000074018.1	OTHER	0.004422	0.000282	0.000685	0.994611	
WP_000074048.1	OTHER	0.004067	0.000204	0.000498	0.995231	
WP_000075714.1	OTHER	0.004657	0.000608	0.000761	0.993974	
WP_000076036.1	OTHER	0.013678	0.001197	0.000946	0.984178	
WP_000076405.1	OTHER	0.006928	0.001034	0.001259	0.990779	
WP_000076661.1	OTHER	0.016738	0.001113	0.004887	0.977262	
WP_000076693.1	OTHER	0.014325	0.007821	0.002457	0.975397	
WP_000076920.1	OTHER	0.066023	0.024209	0.002925	0.906843	
WP_000077320.1	OTHER	0.011577	0.001511	0.002700	0.984212	
WP_000077351.1	OTHER	0.012615	0.001650	0.002115	0.983619	
WP_000077576.1	OTHER	0.001997	0.000547	0.000272	0.997184	
WP_000078092.1	OTHER	0.004142	0.000400	0.000402	0.995056	
WP_000079317.1	OTHER	0.184518	0.037838	0.006279	0.771364	
WP_000079447.1	OTHER	0.010288	0.000684	0.001655	0.987373	
WP_000080029.1	OTHER	0.001974	0.000101	0.000244	0.997681	
WP_000080559.1	OTHER	0.012252	0.000748	0.002033	0.984968	
WP_000081240.1	OTHER	0.036712	0.001296	0.007130	0.954863	
WP_000081602.1	OTHER	0.002049	0.000315	0.245105	0.752532	
WP_000082539.1	OTHER	0.035586	0.006403	0.001321	0.956689	
WP_000082557.1	OTHER	0.003495	0.000154	0.000415	0.995935	
WP_000082725.1	OTHER	0.002398	0.000410	0.000373	0.996819	
WP_000083807.1	OTHER	0.009005	0.001102	0.003247	0.986645	
WP_000084773.1	OTHER	0.072830	0.000468	0.013411	0.913291	
WP_000084829.1	OTHER	0.016832	0.000200	0.000493	0.982475	
WP_000085808.1	OTHER	0.002881	0.000138	0.000362	0.996618	
WP_000087110.1	OTHER	0.016788	0.017013	0.001153	0.965047	
WP_000087385.1	OTHER	0.002999	0.000255	0.000267	0.996479	
WP_000087561.1	OTHER	0.001444	0.000282	0.000314	0.997960	
WP_000088195.1	OTHER	0.007284	0.001377	0.001440	0.989899	
WP_000088431.1	OTHER	0.004126	0.000174	0.000299	0.995400	
WP_000088649.1	OTHER	0.016959	0.000883	0.004028	0.978130	
WP_000088737.1	OTHER	0.005967	0.000178	0.000377	0.993478	
WP_000089951.1	OTHER	0.008039	0.000858	0.000633	0.990470	
WP_000090315.1	OTHER	0.008820	0.001526	0.001261	0.988393	
WP_000090512.1	OTHER	0.016333	0.011778	0.010986	0.960903	
WP_000090796.1	OTHER	0.116633	0.010366	0.006245	0.866756	
WP_000091445.1	OTHER	0.017016	0.000300	0.010653	0.972031	
WP_000091975.1	OTHER	0.008363	0.000401	0.000857	0.990379	
WP_000093349.1	OTHER	0.004500	0.000579	0.000703	0.994219	
WP_000094582.1	OTHER	0.005044	0.002612	0.000366	0.991979	
WP_000094898.1	OTHER	0.005210	0.000162	0.007829	0.986799	
WP_000095327.1	OTHER	0.012079	0.000505	0.001896	0.985519	
WP_000097322.1	OTHER	0.004485	0.000119	0.000266	0.995130	
WP_000097457.1	OTHER	0.002140	0.000270	0.000521	0.997068	
WP_000098285.1	OTHER	0.008585	0.000154	0.048829	0.942432	
WP_000101538.1	OTHER	0.015444	0.004814	0.083446	0.896295	
WP_000101625.1	OTHER	0.045703	0.006344	0.001844	0.946109	
WP_000101976.1	OTHER	0.004145	0.000213	0.000302	0.995340	
WP_000102740.1	OTHER	0.010866	0.004874	0.000653	0.983607	
WP_000105070.1	OTHER	0.023101	0.000621	0.034757	0.941521	
WP_000106141.1	OTHER	0.056954	0.000955	0.002552	0.939539	
WP_000106185.1	OTHER	0.003010	0.000505	0.000686	0.995800	
WP_000106336.1	OTHER	0.107637	0.002509	0.015160	0.874694	
WP_000108667.1	OTHER	0.010218	0.000499	0.003792	0.985491	
WP_000109910.1	OTHER	0.016392	0.000978	0.000732	0.981899	
WP_000109972.1	OTHER	0.002926	0.000133	0.001011	0.995930	
WP_000110011.1	OTHER	0.009002	0.003688	0.001527	0.985783	
WP_000110023.1	OTHER	0.005610	0.000732	0.001403	0.992255	
WP_000110251.1	OTHER	0.018856	0.002425	0.002333	0.976387	
WP_000110600.1	OTHER	0.351133	0.001289	0.216154	0.431424	
WP_000111118.1	OTHER	0.406294	0.013929	0.034155	0.545621	
WP_000113262.1	OTHER	0.004202	0.000288	0.000318	0.995193	
WP_000113851.1	OTHER	0.010797	0.009728	0.001580	0.977895	
WP_000113974.1	OTHER	0.001928	0.000442	0.000371	0.997259	
WP_000114516.1	OTHER	0.008010	0.000583	0.001041	0.990366	
WP_000116229.1	OTHER	0.003911	0.000952	0.000795	0.994342	
WP_000118311.1	OTHER	0.005444	0.001518	0.001815	0.991222	
WP_000119691.1	OTHER	0.001583	0.000066	0.000679	0.997673	
WP_000120109.1	OTHER	0.002267	0.000434	0.001141	0.996158	
WP_000120309.1	SP(Sec/SPI)	0.990235	0.006169	0.002709	0.000887	CS pos: 32-33. VEA-KD. Pr: 0.9595
WP_000120368.1	OTHER	0.160057	0.001101	0.003457	0.835386	
WP_000120494.1	OTHER	0.005746	0.001573	0.000815	0.991866	
WP_000120549.1	OTHER	0.003385	0.000173	0.000560	0.995882	
WP_000121122.1	OTHER	0.068841	0.002422	0.004465	0.924272	
WP_000121875.1	OTHER	0.057189	0.002536	0.001642	0.938633	
WP_000122337.1	OTHER	0.013869	0.000535	0.004046	0.981550	
WP_000123164.1	OTHER	0.004062	0.000276	0.000429	0.995233	
WP_000123402.1	OTHER	0.019470	0.000353	0.002434	0.977743	
WP_000124353.1	OTHER	0.004765	0.002671	0.000909	0.991656	
WP_000125697.1	OTHER	0.005451	0.000247	0.000590	0.993712	
WP_000127573.1	OTHER	0.003665	0.000647	0.001578	0.994111	
WP_000127607.1	OTHER	0.002406	0.000119	0.000420	0.997056	
WP_000127997.1	OTHER	0.001519	0.000272	0.001285	0.996924	
WP_000128354.1	OTHER	0.090177	0.001479	0.034633	0.873711	
WP_000128656.1	OTHER	0.001597	0.000160	0.000179	0.998064	
WP_000128898.1	OTHER	0.003751	0.000247	0.000511	0.995491	
WP_000129068.1	OTHER	0.012827	0.007376	0.001406	0.978392	
WP_000129411.1	OTHER	0.001529	0.000088	0.000227	0.998156	
WP_000129653.1	OTHER	0.004344	0.000288	0.000819	0.994548	
WP_000130138.1	OTHER	0.004002	0.000185	0.000309	0.995504	
WP_000130461.1	OTHER	0.001611	0.000101	0.000350	0.997939	
WP_000130763.1	OTHER	0.024105	0.001433	0.010221	0.964241	
WP_000131845.1	OTHER	0.017611	0.000207	0.000838	0.981345	
WP_000132890.1	OTHER	0.003401	0.000162	0.000453	0.995984	
WP_000133304.1	OTHER	0.007295	0.000273	0.002101	0.990331	
WP_000133954.1	OTHER	0.021822	0.000535	0.000886	0.976757	
WP_000134232.1	OTHER	0.005134	0.000320	0.001326	0.993221	
WP_000134536.1	OTHER	0.018418	0.002570	0.002024	0.976987	
WP_000134765.1	OTHER	0.003811	0.000480	0.000587	0.995122	
WP_000134779.1	OTHER	0.001044	0.000215	0.000193	0.998549	
WP_000134963.1	OTHER	0.070319	0.032442	0.007824	0.889415	
WP_000136014.1	OTHER	0.008240	0.000383	0.001752	0.989625	
WP_000136166.1	OTHER	0.001766	0.000557	0.000344	0.997333	
WP_000136253.1	OTHER	0.003108	0.000177	0.000493	0.996222	
WP_000136500.1	OTHER	0.006282	0.000249	0.000611	0.992858	
WP_000136643.1	OTHER	0.083952	0.002049	0.133966	0.780033	
WP_000136950.1	OTHER	0.004024	0.000260	0.000268	0.995448	
WP_000137775.1	OTHER	0.003358	0.000556	0.000333	0.995753	
WP_000138213.1	OTHER	0.004428	0.000272	0.000783	0.994517	
WP_000138343.1	OTHER	0.001521	0.000338	0.022601	0.975541	
WP_000138403.1	OTHER	0.003906	0.001439	0.000649	0.994006	
WP_000138475.1	OTHER	0.046046	0.000691	0.001129	0.952134	
WP_000138487.1	OTHER	0.002571	0.000265	0.000366	0.996798	
WP_000138645.1	OTHER	0.061498	0.001630	0.002835	0.934037	
WP_000138932.1	OTHER	0.003419	0.000516	0.000463	0.995603	
WP_000139188.1	OTHER	0.011531	0.000275	0.003187	0.985007	
WP_000139712.1	OTHER	0.004685	0.000980	0.000969	0.993366	
WP_000140050.1	OTHER	0.011343	0.000757	0.000952	0.986948	
WP_000140176.1	OTHER	0.014981	0.017475	0.002169	0.965375	
WP_000140679.1	OTHER	0.005976	0.000520	0.002479	0.991025	
WP_000141113.1	OTHER	0.002278	0.000151	0.000409	0.997163	
WP_000141427.1	OTHER	0.007677	0.001512	0.001330	0.989481	
WP_000141964.1	OTHER	0.007508	0.000499	0.000689	0.991304	
WP_000141966.1	OTHER	0.008161	0.000482	0.000863	0.990494	
WP_000142063.1	OTHER	0.005033	0.000278	0.000532	0.994157	
WP_000142090.1	OTHER	0.006707	0.000527	0.000916	0.991850	
WP_000142122.1	OTHER	0.015893	0.001219	0.000700	0.982188	
WP_000142133.1	OTHER	0.004259	0.000270	0.000580	0.994891	
WP_000142136.1	OTHER	0.008025	0.000504	0.001055	0.990416	
WP_000142153.1	OTHER	0.012289	0.000689	0.001139	0.985883	
WP_000142189.1	OTHER	0.003255	0.000279	0.000562	0.995904	
WP_000143417.1	OTHER	0.000379	0.000142	0.013345	0.986134	
WP_000143496.1	OTHER	0.002506	0.000386	0.001511	0.995597	
WP_000143616.1	OTHER	0.007787	0.000247	0.002804	0.989161	
WP_000143655.1	OTHER	0.009921	0.000156	0.006009	0.983914	
WP_000144705.1	OTHER	0.010898	0.000797	0.003147	0.985158	
WP_000145163.1	OTHER	0.005284	0.000164	0.000659	0.993893	
WP_000145499.1	OTHER	0.016728	0.000528	0.007393	0.975351	
WP_000145511.1	OTHER	0.006254	0.001079	0.007243	0.985424	
WP_000145558.1	OTHER	0.001637	0.000153	0.000386	0.997823	
WP_000146744.1	OTHER	0.006522	0.000230	0.001467	0.991781	
WP_000147095.1	OTHER	0.025665	0.001729	0.012586	0.960020	
WP_000147103.1	OTHER	0.171987	0.007590	0.014954	0.805469	
WP_000148328.1	OTHER	0.007995	0.000465	0.000664	0.990877	
WP_000148605.1	OTHER	0.024611	0.005617	0.002075	0.967697	
WP_000148828.1	OTHER	0.001461	0.000095	0.000234	0.998210	
WP_000148855.1	OTHER	0.002130	0.000403	0.000235	0.997232	
WP_000149064.1	OTHER	0.001300	0.000210	0.074940	0.923550	
WP_000149256.1	OTHER	0.008656	0.000418	0.000551	0.990375	
WP_000149291.1	OTHER	0.007452	0.002648	0.000704	0.989196	
WP_000149344.1	OTHER	0.002662	0.000098	0.000616	0.996624	
WP_000149412.1	OTHER	0.005497	0.001617	0.001074	0.991812	
WP_000149423.1	OTHER	0.012131	0.001632	0.003928	0.982309	
WP_000149503.1	OTHER	0.002519	0.000160	0.000297	0.997024	
WP_000149686.1	OTHER	0.006109	0.000245	0.004608	0.989039	
WP_000150012.1	OTHER	0.001965	0.000074	0.000160	0.997801	
WP_000150169.1	OTHER	0.018125	0.001102	0.001738	0.979036	
WP_000151112.1	OTHER	0.001938	0.000193	0.000249	0.997620	
WP_000151982.1	OTHER	0.006327	0.000235	0.000473	0.992965	
WP_000152582.1	OTHER	0.002699	0.000213	0.065586	0.931503	
WP_000152859.1	OTHER	0.012837	0.000318	0.002971	0.983874	
WP_000153344.1	OTHER	0.008763	0.000838	0.000796	0.989604	
WP_000153469.1	OTHER	0.018816	0.001064	0.003198	0.976923	
WP_000153535.1	OTHER	0.006685	0.000295	0.000629	0.992390	
WP_000154116.1	OTHER	0.003906	0.000132	0.000493	0.995469	
WP_000154162.1	OTHER	0.004962	0.000522	0.000452	0.994064	
WP_000154236.1	OTHER	0.006634	0.001734	0.000867	0.990765	
WP_000154465.1	OTHER	0.002996	0.000292	0.002079	0.994633	
WP_000154532.1	OTHER	0.123262	0.007634	0.024673	0.844431	
WP_000154680.1	OTHER	0.003415	0.000211	0.026168	0.970206	
WP_000154931.1	OTHER	0.008816	0.000928	0.001407	0.988849	
WP_000155386.1	OTHER	0.022611	0.000350	0.001355	0.975684	
WP_000157345.1	OTHER	0.012365	0.000626	0.002649	0.984359	
WP_000157603.1	OTHER	0.013210	0.003220	0.001963	0.981607	
WP_000157643.1	OTHER	0.072800	0.003441	0.027913	0.895846	
WP_000157650.1	OTHER	0.008326	0.000684	0.001117	0.989872	
WP_000158375.1	OTHER	0.006877	0.000229	0.001457	0.991437	
WP_000158425.1	OTHER	0.014868	0.000543	0.002457	0.982132	
WP_000159026.1	OTHER	0.004950	0.000477	0.000561	0.994012	
WP_000159032.1	OTHER	0.006836	0.001589	0.015666	0.975909	
WP_000159577.1	OTHER	0.010895	0.001817	0.002516	0.984772	
WP_000159627.1	OTHER	0.004962	0.000219	0.001075	0.993745	
WP_000159750.1	OTHER	0.004499	0.000481	0.001048	0.993972	
WP_000159837.1	OTHER	0.012491	0.006230	0.002561	0.978718	
WP_000159865.1	OTHER	0.009855	0.035215	0.000826	0.954104	
WP_000159902.1	OTHER	0.219692	0.003703	0.027135	0.749471	
WP_000159960.1	OTHER	0.107719	0.010687	0.063485	0.818109	
WP_000160212.1	OTHER	0.020628	0.000459	0.001225	0.977688	
WP_000160304.1	OTHER	0.013157	0.000503	0.000946	0.985395	
WP_000160435.1	OTHER	0.003311	0.000513	0.000405	0.995771	
WP_000160455.1	OTHER	0.199482	0.015876	0.053230	0.731411	
WP_000160859.1	SP(Sec/SPI)	0.847946	0.055607	0.011802	0.084645	CS pos: 46-47. VNA-AT. Pr: 0.7236
WP_000160904.1	OTHER	0.310983	0.006498	0.013024	0.669495	
WP_000161286.1	OTHER	0.011881	0.000818	0.001435	0.985866	
WP_000161314.1	OTHER	0.009185	0.000323	0.006250	0.984241	
WP_000161355.1	OTHER	0.005879	0.000283	0.000481	0.993357	
WP_000161533.1	OTHER	0.008629	0.000563	0.001447	0.989361	
WP_000161666.1	OTHER	0.006431	0.000164	0.000732	0.992673	
WP_000161738.1	SP(Sec/SPI)	0.614414	0.005277	0.014003	0.366307	CS pos: 21-22. VLA-EN. Pr: 0.5386
WP_000161829.1	OTHER	0.030131	0.001482	0.004751	0.963636	
WP_000161942.1	OTHER	0.006631	0.000422	0.000559	0.992387	
WP_000162661.1	OTHER	0.095660	0.001248	0.006185	0.896907	
WP_000162810.1	LIPO(Sec/SPII)	0.001431	0.000084	0.998306	0.000179	CS pos: 18-19. LTA-CG. Pr: 0.9989
WP_000162881.1	OTHER	0.028909	0.000388	0.002130	0.968573	
WP_000163283.1	OTHER	0.010579	0.000386	0.000992	0.988043	
WP_000163416.1	OTHER	0.066744	0.002157	0.005834	0.925266	
WP_000163540.1	OTHER	0.015144	0.000449	0.001768	0.982639	
WP_000163627.1	OTHER	0.004206	0.000134	0.000496	0.995164	
WP_000163742.1	OTHER	0.013361	0.001038	0.001900	0.983702	
WP_000163809.1	OTHER	0.006148	0.000207	0.001100	0.992545	
WP_000163829.1	OTHER	0.204009	0.000552	0.039609	0.755830	
WP_000164010.1	OTHER	0.113346	0.020609	0.026636	0.839408	
WP_000164332.1	OTHER	0.002483	0.000119	0.000211	0.997187	
WP_000164421.1	OTHER	0.005651	0.000362	0.001327	0.992660	
WP_000164546.1	OTHER	0.002398	0.000128	0.000361	0.997113	
WP_000164957.1	OTHER	0.165406	0.001391	0.010809	0.822393	
WP_000165530.1	OTHER	0.004999	0.000234	0.000583	0.994183	
WP_000166059.1	OTHER	0.003441	0.000229	0.000313	0.996018	
WP_000166257.1	OTHER	0.012015	0.000445	0.001106	0.986434	
WP_000166801.1	OTHER	0.009038	0.000301	0.004974	0.985687	
WP_000166888.1	OTHER	0.002227	0.000229	0.016777	0.980767	
WP_000166919.1	OTHER	0.175253	0.000760	0.012064	0.811924	
WP_000167269.1	OTHER	0.019676	0.002441	0.003352	0.974530	
WP_000167314.1	OTHER	0.007347	0.000290	0.000678	0.991685	
WP_000167542.1	OTHER	0.117609	0.003309	0.047559	0.831524	
WP_000167873.1	OTHER	0.003493	0.000539	0.000604	0.995365	
WP_000167926.1	OTHER	0.012456	0.000403	0.000718	0.986422	
WP_000167974.1	OTHER	0.003243	0.000182	0.000330	0.996244	
