# SignalP-5.0	Organism: gram+	Timestamp: 20260320165125
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
WP_000022887.1	OTHER	0.006037	0.000144	0.000754	0.993066	
WP_000023338.1	OTHER	0.018155	0.001087	0.001722	0.979037	
WP_000024119.1	OTHER	0.017136	0.000966	0.390678	0.591219	
WP_000024395.1	OTHER	0.133028	0.145062	0.014687	0.707223	
WP_000024827.1	OTHER	0.005565	0.002315	0.000737	0.991383	
WP_000025268.1	OTHER	0.002121	0.000279	0.000228	0.997372	
WP_000025835.1	OTHER	0.001690	0.000231	0.023387	0.974693	
WP_000026196.1	OTHER	0.146458	0.001097	0.032710	0.819735	
WP_000026308.1	OTHER	0.003174	0.000223	0.000615	0.995988	
WP_000026854.1	OTHER	0.003025	0.000117	0.001269	0.995589	
WP_000027924.1	OTHER	0.002346	0.000217	0.000614	0.996823	
WP_000028651.1	OTHER	0.003066	0.000553	0.000660	0.995720	
WP_000029204.1	OTHER	0.047956	0.003449	0.032106	0.916488	
WP_000029532.1	OTHER	0.002383	0.000091	0.000260	0.997266	
WP_000030075.1	OTHER	0.007652	0.000330	0.000366	0.991653	
WP_000030811.1	OTHER	0.025668	0.024848	0.002504	0.946980	
WP_000031112.1	OTHER	0.030656	0.010625	0.007150	0.951569	
WP_000031266.1	OTHER	0.077335	0.001947	0.003600	0.917118	
WP_000031403.1	OTHER	0.010558	0.000988	0.002140	0.986314	
WP_000031508.1	OTHER	0.006136	0.000127	0.000452	0.993286	
WP_000031892.1	OTHER	0.001767	0.000214	0.000290	0.997730	
WP_000032657.1	OTHER	0.004186	0.000240	0.000509	0.995065	
WP_000032745.1	OTHER	0.011831	0.001013	0.002660	0.984496	
WP_000032836.1	LIPO(Sec/SPII)	0.000508	0.000057	0.998769	0.000666	CS pos: 19-20. LSG-CS. Pr: 0.9995
WP_000032847.1	OTHER	0.008448	0.000213	0.000450	0.990890	
WP_000033477.1	OTHER	0.007353	0.000184	0.005969	0.986494	
WP_000034519.1	OTHER	0.036072	0.001727	0.003037	0.959164	
WP_000034718.1	OTHER	0.019160	0.001154	0.025443	0.954243	
WP_000034728.1	OTHER	0.004504	0.001201	0.000466	0.993829	
WP_000034964.1	LIPO(Sec/SPII)	0.000598	0.000042	0.999204	0.000156	CS pos: 20-21. VTA-CG. Pr: 0.9997
WP_000034998.1	OTHER	0.008598	0.000407	0.001358	0.989636	
WP_000035058.1	OTHER	0.011423	0.000242	0.001170	0.987166	
WP_000035320.1	OTHER	0.000996	0.000080	0.000142	0.998782	
WP_000035771.1	OTHER	0.009707	0.000164	0.001291	0.988838	
WP_000036076.1	OTHER	0.004625	0.000187	0.000639	0.994550	
WP_000036335.1	LIPO(Sec/SPII)	0.026890	0.000371	0.846960	0.125779	CS pos: 19-20. AMT-CY. Pr: 0.8328
WP_000036633.1	OTHER	0.002553	0.000286	0.000243	0.996918	
WP_000037075.1	OTHER	0.015037	0.002293	0.002907	0.979762	
WP_000037319.1	OTHER	0.021296	0.003623	0.002909	0.972172	
WP_000037434.1	OTHER	0.152815	0.002626	0.088599	0.755959	
WP_000038243.1	OTHER	0.217563	0.001256	0.105785	0.675395	
WP_000038538.1	SP(Sec/SPI)	0.703659	0.002845	0.022967	0.270529	CS pos: 27-28. VYA-FF. Pr: 0.4302
WP_000038949.1	OTHER	0.251340	0.000869	0.010949	0.736843	
WP_000039763.1	OTHER	0.018075	0.000284	0.006295	0.975347	
WP_000040043.1	OTHER	0.011239	0.000505	0.002015	0.986241	
WP_000040063.1	OTHER	0.003202	0.000119	0.000368	0.996311	
WP_000040602.1	OTHER	0.095417	0.002698	0.055663	0.846222	
WP_000040871.1	OTHER	0.005328	0.002313	0.000556	0.991803	
WP_000042462.1	OTHER	0.006830	0.000308	0.000916	0.991946	
WP_000043237.1	OTHER	0.004111	0.000265	0.000429	0.995196	
WP_000043635.1	OTHER	0.008286	0.000488	0.000588	0.990637	
WP_000044360.1	OTHER	0.002111	0.000157	0.000184	0.997548	
WP_000044799.1	OTHER	0.004914	0.001285	0.001190	0.992610	
WP_000046022.1	OTHER	0.095780	0.008857	0.032947	0.862416	
WP_000046076.1	OTHER	0.159156	0.029488	0.008793	0.802563	
WP_000046614.1	OTHER	0.018228	0.001295	0.001594	0.978883	
WP_000047021.1	OTHER	0.003114	0.000468	0.000295	0.996124	
WP_000047118.1	OTHER	0.029752	0.009422	0.002931	0.957895	
WP_000047129.1	OTHER	0.009332	0.000706	0.001518	0.988444	
WP_000047349.1	OTHER	0.010009	0.000403	0.000698	0.988890	
WP_000047745.1	OTHER	0.020749	0.001038	0.002731	0.975482	
WP_000047817.1	OTHER	0.005517	0.000260	0.000345	0.993878	
WP_000048060.1	OTHER	0.017333	0.006243	0.010111	0.966312	
WP_000048712.1	OTHER	0.002006	0.000137	0.000193	0.997665	
WP_000049154.1	OTHER	0.016178	0.001639	0.129025	0.853158	
WP_000049480.1	OTHER	0.006474	0.000147	0.000767	0.992611	
WP_000049913.1	OTHER	0.010951	0.000494	0.001853	0.986702	
WP_000050767.1	OTHER	0.003367	0.000205	0.000224	0.996204	
WP_000050973.1	OTHER	0.002928	0.000183	0.000244	0.996645	
WP_000051207.1	OTHER	0.005408	0.000783	0.001415	0.992395	
WP_000051479.1	OTHER	0.001290	0.000115	0.000223	0.998372	
WP_000052076.1	OTHER	0.008667	0.000710	0.122172	0.868451	
WP_000052325.1	OTHER	0.007551	0.000535	0.000557	0.991357	
WP_000052590.1	OTHER	0.001198	0.000054	0.000176	0.998571	
WP_000052781.1	OTHER	0.012719	0.000229	0.000739	0.986313	
WP_000054604.1	OTHER	0.001449	0.000287	0.002918	0.995346	
WP_000055337.1	OTHER	0.001202	0.000369	0.000274	0.998156	
WP_000055844.1	OTHER	0.002658	0.001088	0.000529	0.995725	
WP_000057330.1	OTHER	0.013405	0.000561	0.001311	0.984723	
WP_000057564.1	OTHER	0.002305	0.000165	0.000214	0.997316	
WP_000057587.1	OTHER	0.003510	0.000222	0.000506	0.995761	
WP_000058377.1	OTHER	0.012323	0.003306	0.001611	0.982760	
WP_000060793.1	OTHER	0.277921	0.024457	0.012909	0.684713	
WP_000061866.1	OTHER	0.005815	0.000242	0.000638	0.993306	
WP_000062417.1	OTHER	0.002358	0.004180	0.000491	0.992971	
WP_000062639.1	OTHER	0.064683	0.000430	0.102466	0.832422	
WP_000063552.1	OTHER	0.013986	0.001448	0.004009	0.980556	
WP_000064078.1	OTHER	0.001191	0.000151	0.000213	0.998446	
WP_000064215.1	OTHER	0.061617	0.012336	0.020995	0.905053	
WP_000064778.1	OTHER	0.012697	0.000621	0.017980	0.968701	
WP_000065047.1	OTHER	0.005944	0.000207	0.001346	0.992502	
WP_000066011.1	OTHER	0.038634	0.007905	0.055447	0.898015	
WP_000066061.1	OTHER	0.002110	0.000260	0.000243	0.997388	
WP_000066097.1	OTHER	0.024670	0.000875	0.003451	0.971004	
WP_000066353.1	OTHER	0.002242	0.001165	0.000308	0.996285	
WP_000066379.1	OTHER	0.005725	0.000718	0.000643	0.992915	
WP_000066519.1	OTHER	0.009996	0.000463	0.004264	0.985277	
WP_000066896.1	OTHER	0.000770	0.000139	0.000155	0.998936	
WP_000066927.1	OTHER	0.023197	0.000458	0.001141	0.975204	
WP_000067111.1	OTHER	0.003330	0.000206	0.000318	0.996145	
WP_000067127.1	OTHER	0.003225	0.000137	0.000504	0.996134	
WP_000067360.1	OTHER	0.006678	0.000447	0.000277	0.992598	
WP_000068176.1	OTHER	0.004498	0.000165	0.000333	0.995004	
WP_000068604.1	OTHER	0.007504	0.000324	0.000797	0.991375	
WP_000069098.1	OTHER	0.002464	0.000230	0.000371	0.996936	
WP_000069285.1	OTHER	0.014107	0.084419	0.003534	0.897939	
WP_000070659.1	OTHER	0.114209	0.008754	0.121632	0.755404	
WP_000070809.1	OTHER	0.110478	0.008087	0.002237	0.879198	
WP_000070826.1	OTHER	0.105218	0.000937	0.005709	0.888136	
WP_000070865.1	OTHER	0.004322	0.000179	0.000538	0.994961	
WP_000070966.1	OTHER	0.010098	0.000713	0.016984	0.972205	
WP_000071351.1	OTHER	0.004735	0.000565	0.000817	0.993883	
WP_000071901.1	OTHER	0.022377	0.002178	0.016340	0.959105	
WP_000072155.1	OTHER	0.002623	0.000121	0.025367	0.971888	
WP_000072270.1	OTHER	0.005584	0.000401	0.000714	0.993300	
WP_000072439.1	OTHER	0.001869	0.000244	0.001172	0.996715	
WP_000072678.1	OTHER	0.009584	0.001190	0.001944	0.987281	
WP_000073185.1	OTHER	0.013681	0.001047	0.001556	0.983717	
WP_000073195.1	OTHER	0.001845	0.000122	0.000227	0.997806	
WP_000073352.1	OTHER	0.002012	0.000216	0.000358	0.997414	
WP_000074017.1	OTHER	0.004422	0.000282	0.000685	0.994611	
WP_000074048.1	OTHER	0.004067	0.000204	0.000498	0.995231	
WP_000075716.1	OTHER	0.004559	0.000630	0.000803	0.994008	
WP_000076040.1	OTHER	0.012027	0.001200	0.000859	0.985914	
WP_000076410.1	OTHER	0.006250	0.000920	0.001055	0.991775	
WP_000076661.1	OTHER	0.016738	0.001113	0.004887	0.977262	
WP_000076695.1	OTHER	0.014325	0.007821	0.002457	0.975397	
WP_000076927.1	OTHER	0.066023	0.024209	0.002925	0.906843	
WP_000077326.1	OTHER	0.011577	0.001511	0.002700	0.984212	
WP_000077350.1	OTHER	0.012615	0.001650	0.002115	0.983619	
WP_000077545.1	OTHER	0.001674	0.000310	0.000235	0.997780	
WP_000078092.1	OTHER	0.004142	0.000400	0.000402	0.995056	
WP_000079317.1	OTHER	0.184518	0.037838	0.006279	0.771364	
WP_000079445.1	OTHER	0.009769	0.000651	0.001603	0.987977	
WP_000080026.1	OTHER	0.001922	0.000099	0.000254	0.997726	
WP_000080558.1	OTHER	0.012252	0.000748	0.002033	0.984968	
WP_000081233.1	OTHER	0.036712	0.001296	0.007130	0.954863	
WP_000081595.1	OTHER	0.001866	0.000307	0.202300	0.795527	
WP_000082539.1	OTHER	0.035586	0.006403	0.001321	0.956689	
WP_000082549.1	OTHER	0.003216	0.000166	0.000400	0.996218	
WP_000082725.1	OTHER	0.002398	0.000410	0.000373	0.996819	
WP_000083799.1	OTHER	0.009005	0.001102	0.003247	0.986645	
WP_000084776.1	OTHER	0.072830	0.000468	0.013411	0.913291	
WP_000084824.1	OTHER	0.016832	0.000200	0.000493	0.982475	
WP_000087107.1	OTHER	0.016788	0.017013	0.001153	0.965047	
WP_000087385.1	OTHER	0.002999	0.000255	0.000267	0.996479	
WP_000087561.1	OTHER	0.001444	0.000282	0.000314	0.997960	
WP_000088195.1	OTHER	0.007284	0.001377	0.001440	0.989899	
WP_000088437.1	OTHER	0.004035	0.000177	0.000293	0.995495	
WP_000088649.1	OTHER	0.016959	0.000883	0.004028	0.978130	
WP_000088704.1	OTHER	0.004854	0.000181	0.000388	0.994577	
WP_000089932.1	OTHER	0.006709	0.000717	0.000537	0.992037	
WP_000090315.1	OTHER	0.008820	0.001526	0.001261	0.988393	
WP_000090512.1	OTHER	0.016333	0.011778	0.010986	0.960903	
WP_000090796.1	OTHER	0.116633	0.010366	0.006245	0.866756	
WP_000091443.1	OTHER	0.015346	0.000285	0.010573	0.973795	
WP_000091975.1	OTHER	0.008363	0.000401	0.000857	0.990379	
WP_000093355.1	OTHER	0.004500	0.000579	0.000703	0.994219	
WP_000093387.1	OTHER	0.003054	0.000310	0.001118	0.995518	
WP_000093391.1	OTHER	0.003054	0.000310	0.001118	0.995518	
WP_000093392.1	OTHER	0.003054	0.000310	0.001118	0.995518	
WP_000093394.1	OTHER	0.003054	0.000310	0.001118	0.995518	
WP_000093396.1	OTHER	0.003300	0.000320	0.001196	0.995184	
WP_000094586.1	OTHER	0.005044	0.002612	0.000366	0.991979	
WP_000094900.1	OTHER	0.007136	0.000177	0.008708	0.983979	
WP_000095334.1	OTHER	0.012079	0.000505	0.001896	0.985519	
WP_000095392.1	OTHER	0.013545	0.003589	0.001176	0.981690	
WP_000097322.1	OTHER	0.004485	0.000119	0.000266	0.995130	
WP_000097460.1	OTHER	0.002140	0.000270	0.000521	0.997068	
WP_000098285.1	OTHER	0.008585	0.000154	0.048829	0.942432	
WP_000101270.1	OTHER	0.003590	0.000275	0.000556	0.995579	
WP_000101566.1	OTHER	0.016653	0.006797	0.087001	0.889550	
WP_000101625.1	OTHER	0.045703	0.006344	0.001844	0.946109	
WP_000101976.1	OTHER	0.004145	0.000213	0.000302	0.995340	
WP_000102735.1	OTHER	0.010866	0.004874	0.000653	0.983607	
WP_000105070.1	OTHER	0.023101	0.000621	0.034757	0.941521	
WP_000106134.1	OTHER	0.056954	0.000955	0.002552	0.939539	
WP_000106184.1	OTHER	0.003010	0.000505	0.000686	0.995800	
WP_000106334.1	OTHER	0.087395	0.001793	0.025101	0.885710	
WP_000107170.1	OTHER	0.335003	0.007437	0.016279	0.641282	
WP_000108667.1	OTHER	0.010218	0.000499	0.003792	0.985491	
WP_000109189.1	OTHER	0.006684	0.000773	0.001205	0.991338	
WP_000109715.1	OTHER	0.002768	0.000122	0.001019	0.996091	
WP_000109899.1	OTHER	0.016392	0.000978	0.000732	0.981899	
WP_000110011.1	OTHER	0.009002	0.003688	0.001527	0.985783	
WP_000110023.1	OTHER	0.005610	0.000732	0.001403	0.992255	
WP_000110253.1	OTHER	0.018856	0.002425	0.002333	0.976387	
WP_000110600.1	OTHER	0.351133	0.001289	0.216154	0.431424	
WP_000111116.1	OTHER	0.386038	0.013470	0.031036	0.569456	
WP_000113261.1	OTHER	0.004202	0.000288	0.000318	0.995193	
WP_000113851.1	OTHER	0.010797	0.009728	0.001580	0.977895	
WP_000113975.1	OTHER	0.001928	0.000442	0.000371	0.997259	
WP_000116232.1	OTHER	0.003911	0.000952	0.000795	0.994342	
WP_000118307.1	OTHER	0.005444	0.001518	0.001815	0.991222	
WP_000120109.1	OTHER	0.002267	0.000434	0.001141	0.996158	
WP_000120317.1	SP(Sec/SPI)	0.990257	0.006461	0.002454	0.000829	CS pos: 32-33. VEA-KD. Pr: 0.9602
WP_000120370.1	OTHER	0.160057	0.001101	0.003457	0.835386	
WP_000120501.1	OTHER	0.005746	0.001573	0.000815	0.991866	
WP_000120549.1	OTHER	0.003385	0.000173	0.000560	0.995882	
WP_000121118.1	OTHER	0.068841	0.002422	0.004465	0.924272	
WP_000121875.1	OTHER	0.057189	0.002536	0.001642	0.938633	
WP_000122359.1	OTHER	0.015025	0.000558	0.004602	0.979815	
WP_000123170.1	OTHER	0.004062	0.000276	0.000429	0.995233	
WP_000123402.1	OTHER	0.019470	0.000353	0.002434	0.977743	
WP_000124353.1	OTHER	0.004765	0.002671	0.000909	0.991656	
WP_000125714.1	OTHER	0.006468	0.000275	0.000682	0.992575	
WP_000127572.1	OTHER	0.003665	0.000647	0.001578	0.994111	
WP_000127589.1	OTHER	0.002434	0.000132	0.000473	0.996960	
WP_000128005.1	OTHER	0.001428	0.000282	0.001508	0.996782	
WP_000128352.1	OTHER	0.090177	0.001479	0.034633	0.873711	
WP_000128656.1	OTHER	0.001597	0.000160	0.000179	0.998064	
WP_000128898.1	OTHER	0.003751	0.000247	0.000511	0.995491	
WP_000129068.1	OTHER	0.012827	0.007376	0.001406	0.978392	
WP_000129411.1	OTHER	0.001529	0.000088	0.000227	0.998156	
WP_000129647.1	OTHER	0.004344	0.000288	0.000819	0.994548	
WP_000130134.1	OTHER	0.004002	0.000185	0.000309	0.995504	
WP_000130458.1	OTHER	0.001541	0.000103	0.000337	0.998019	
WP_000130758.1	OTHER	0.024105	0.001433	0.010221	0.964241	
WP_000131377.1	OTHER	0.005839	0.000222	0.000368	0.993572	
WP_000131823.1	OTHER	0.014099	0.000242	0.000876	0.984784	
WP_000132055.1	OTHER	0.005232	0.001209	0.001710	0.991848	
WP_000132191.1	OTHER	0.003297	0.000280	0.000366	0.996057	
WP_000132890.1	OTHER	0.003401	0.000162	0.000453	0.995984	
WP_000133951.1	OTHER	0.021822	0.000535	0.000886	0.976757	
WP_000134232.1	OTHER	0.005134	0.000320	0.001326	0.993221	
WP_000134527.1	OTHER	0.012774	0.001948	0.001684	0.983595	
WP_000134542.1	OTHER	0.003453	0.000432	0.001526	0.994590	
WP_000134765.1	OTHER	0.003811	0.000480	0.000587	0.995122	
WP_000134779.1	OTHER	0.001044	0.000215	0.000193	0.998549	
WP_000134963.1	OTHER	0.070319	0.032442	0.007824	0.889415	
WP_000136027.1	OTHER	0.003790	0.000258	0.000954	0.994998	
WP_000136165.1	OTHER	0.001766	0.000557	0.000344	0.997333	
WP_000136256.1	OTHER	0.003082	0.000174	0.000481	0.996263	
WP_000136271.1	OTHER	0.004915	0.000622	0.000788	0.993675	
WP_000136493.1	OTHER	0.005565	0.000227	0.000590	0.993619	
WP_000136638.1	OTHER	0.029257	0.000776	0.016007	0.953960	
WP_000136939.1	OTHER	0.005839	0.000279	0.000309	0.993573	
WP_000137775.1	OTHER	0.003358	0.000556	0.000333	0.995753	
WP_000138218.1	OTHER	0.004428	0.000272	0.000783	0.994517	
WP_000138345.1	OTHER	0.001521	0.000338	0.022601	0.975541	
WP_000138400.1	OTHER	0.003761	0.001186	0.000622	0.994431	
WP_000138481.1	OTHER	0.046046	0.000691	0.001129	0.952134	
WP_000138487.1	OTHER	0.002571	0.000265	0.000366	0.996798	
WP_000138928.1	OTHER	0.003859	0.000727	0.000468	0.994947	
WP_000139185.1	OTHER	0.011531	0.000275	0.003187	0.985007	
WP_000140046.1	OTHER	0.011343	0.000757	0.000952	0.986948	
WP_000140172.1	OTHER	0.014981	0.017475	0.002169	0.965375	
WP_000140679.1	OTHER	0.005976	0.000520	0.002479	0.991025	
WP_000141112.1	OTHER	0.002278	0.000151	0.000409	0.997163	
WP_000141410.1	OTHER	0.007677	0.001512	0.001330	0.989481	
WP_000142001.1	OTHER	0.008034	0.000462	0.000618	0.990886	
WP_000142120.1	OTHER	0.006176	0.000364	0.000615	0.992845	
WP_000142182.1	OTHER	0.003246	0.000275	0.000533	0.995946	
WP_000143420.1	OTHER	0.000379	0.000142	0.013345	0.986134	
WP_000143486.1	OTHER	0.002508	0.000383	0.001395	0.995714	
WP_000143677.1	OTHER	0.008649	0.000159	0.005685	0.985507	
WP_000145163.1	OTHER	0.005284	0.000164	0.000659	0.993893	
WP_000145498.1	OTHER	0.016728	0.000528	0.007393	0.975351	
WP_000145570.1	OTHER	0.001637	0.000153	0.000386	0.997823	
WP_000146737.1	OTHER	0.005663	0.000199	0.001281	0.992857	
WP_000147094.1	OTHER	0.025665	0.001729	0.012586	0.960020	
WP_000147103.1	OTHER	0.171987	0.007590	0.014954	0.805469	
WP_000148299.1	OTHER	0.002388	0.000290	0.000595	0.996727	
WP_000148605.1	OTHER	0.024611	0.005617	0.002075	0.967697	
WP_000148828.1	OTHER	0.001461	0.000095	0.000234	0.998210	
WP_000148851.1	OTHER	0.002130	0.000403	0.000235	0.997232	
WP_000149064.1	OTHER	0.001300	0.000210	0.074940	0.923550	
WP_000149276.1	OTHER	0.008076	0.000541	0.000544	0.990839	
WP_000149294.1	OTHER	0.007452	0.002648	0.000704	0.989196	
WP_000149344.1	OTHER	0.002662	0.000098	0.000616	0.996624	
WP_000149414.1	OTHER	0.005308	0.001646	0.001077	0.991969	
WP_000149420.1	OTHER	0.008109	0.001310	0.003019	0.987562	
WP_000149686.1	OTHER	0.006109	0.000245	0.004608	0.989039	
WP_000150015.1	OTHER	0.001965	0.000074	0.000160	0.997801	
WP_000150161.1	OTHER	0.018125	0.001102	0.001738	0.979036	
WP_000150210.1	OTHER	0.008066	0.000242	0.001692	0.990000	
WP_000150936.1	OTHER	0.001081	0.000143	0.000143	0.998632	
WP_000151127.1	OTHER	0.002591	0.000188	0.000293	0.996928	
WP_000151986.1	OTHER	0.006327	0.000235	0.000473	0.992965	
WP_000152582.1	OTHER	0.002699	0.000213	0.065586	0.931503	
WP_000153345.1	OTHER	0.008763	0.000838	0.000796	0.989604	
WP_000153475.1	OTHER	0.018816	0.001064	0.003198	0.976923	
WP_000153535.1	OTHER	0.006685	0.000295	0.000629	0.992390	
WP_000153554.1	OTHER	0.009626	0.000293	0.002742	0.987339	
WP_000153732.1	OTHER	0.004711	0.000270	0.000345	0.994674	
WP_000154113.1	OTHER	0.003906	0.000132	0.000493	0.995469	
WP_000154162.1	OTHER	0.004962	0.000522	0.000452	0.994064	
WP_000154230.1	OTHER	0.006634	0.001734	0.000867	0.990765	
WP_000154459.1	OTHER	0.005012	0.000124	0.000553	0.994310	
WP_000154465.1	OTHER	0.002996	0.000292	0.002079	0.994633	
WP_000154534.1	OTHER	0.123262	0.007634	0.024673	0.844431	
WP_000154567.1	OTHER	0.005252	0.000912	0.000907	0.992929	
WP_000154682.1	OTHER	0.003759	0.000208	0.026738	0.969296	
WP_000154918.1	OTHER	0.008816	0.000928	0.001407	0.988849	
WP_000155383.1	OTHER	0.022611	0.000350	0.001355	0.975684	
WP_000157348.1	OTHER	0.011181	0.000679	0.002466	0.985674	
WP_000157603.1	OTHER	0.013210	0.003220	0.001963	0.981607	
WP_000157635.1	OTHER	0.077612	0.003932	0.028083	0.890373	
WP_000157650.1	OTHER	0.008326	0.000684	0.001117	0.989872	
WP_000158387.1	OTHER	0.005587	0.000175	0.001281	0.992958	
WP_000158432.1	OTHER	0.014868	0.000543	0.002457	0.982132	
WP_000159044.1	OTHER	0.007707	0.001272	0.023915	0.967105	
WP_000159577.1	OTHER	0.010895	0.001817	0.002516	0.984772	
WP_000159632.1	OTHER	0.005758	0.000285	0.001329	0.992628	
WP_000159764.1	OTHER	0.004499	0.000481	0.001048	0.993972	
WP_000159837.1	OTHER	0.012491	0.006230	0.002561	0.978718	
WP_000159865.1	OTHER	0.009855	0.035215	0.000826	0.954104	
WP_000159902.1	OTHER	0.219692	0.003703	0.027135	0.749471	
WP_000159960.1	OTHER	0.107719	0.010687	0.063485	0.818109	
WP_000160212.1	OTHER	0.020628	0.000459	0.001225	0.977688	
WP_000160303.1	OTHER	0.013157	0.000503	0.000946	0.985395	
WP_000160435.1	OTHER	0.003311	0.000513	0.000405	0.995771	
WP_000160445.1	OTHER	0.205000	0.015973	0.054798	0.724230	
WP_000160689.1	OTHER	0.003827	0.000163	0.000613	0.995398	
WP_000160858.1	SP(Sec/SPI)	0.847946	0.055607	0.011802	0.084645	CS pos: 46-47. VNA-AT. Pr: 0.7236
WP_000161219.1	SP(Sec/SPI)	0.931214	0.001001	0.023714	0.044071	CS pos: 28-29. VLA-DN. Pr: 0.8612
WP_000161285.1	OTHER	0.011881	0.000818	0.001435	0.985866	
WP_000161315.1	OTHER	0.009185	0.000323	0.006250	0.984241	
WP_000161373.1	OTHER	0.008111	0.000323	0.000661	0.990904	
WP_000161539.1	OTHER	0.009748	0.000599	0.001647	0.988005	
WP_000161679.1	OTHER	0.009209	0.000222	0.001099	0.989470	
WP_000161746.1	SP(Sec/SPI)	0.614414	0.005277	0.014003	0.366307	CS pos: 21-22. VLA-EN. Pr: 0.5386
WP_000161828.1	OTHER	0.030131	0.001482	0.004751	0.963636	
WP_000161927.1	OTHER	0.006731	0.000435	0.000587	0.992248	
WP_000162202.1	OTHER	0.147912	0.002245	0.075152	0.774691	
WP_000162661.1	OTHER	0.095660	0.001248	0.006185	0.896907	
WP_000162810.1	LIPO(Sec/SPII)	0.001431	0.000084	0.998306	0.000179	CS pos: 18-19. LTA-CG. Pr: 0.9989
WP_000162881.1	OTHER	0.028909	0.000388	0.002130	0.968573	
WP_000162901.1	OTHER	0.003674	0.000150	0.000362	0.995814	
WP_000163242.1	OTHER	0.040076	0.000708	0.018091	0.941125	
WP_000163283.1	OTHER	0.010579	0.000386	0.000992	0.988043	
WP_000163422.1	OTHER	0.061864	0.001969	0.004708	0.931460	
WP_000163522.1	OTHER	0.029399	0.000712	0.004181	0.965708	
WP_000163636.1	OTHER	0.004262	0.000129	0.000488	0.995121	
WP_000163742.1	OTHER	0.013361	0.001038	0.001900	0.983702	
WP_000163820.1	OTHER	0.006081	0.000203	0.001069	0.992647	
WP_000163826.1	OTHER	0.187880	0.000567	0.029718	0.781835	
WP_000163986.1	OTHER	0.111339	0.006057	0.021288	0.861316	
WP_000164332.1	OTHER	0.002483	0.000119	0.000211	0.997187	
WP_000164420.1	OTHER	0.005651	0.000362	0.001327	0.992660	
WP_000164551.1	OTHER	0.002398	0.000128	0.000361	0.997113	
WP_000165530.1	OTHER	0.004999	0.000234	0.000583	0.994183	
WP_000166066.1	OTHER	0.003527	0.000166	0.000263	0.996044	
WP_000166804.1	OTHER	0.008880	0.000288	0.004820	0.986012	
WP_000166892.1	OTHER	0.002227	0.000229	0.016777	0.980767	
WP_000166915.1	OTHER	0.175253	0.000760	0.012064	0.811924	
WP_000167262.1	OTHER	0.015393	0.001866	0.002854	0.979886	
WP_000167314.1	OTHER	0.007347	0.000290	0.000678	0.991685	
WP_000167555.1	OTHER	0.117609	0.003309	0.047559	0.831524	
