,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
506,WP_000215631.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
508,WP_000216725.1,Cytoplasmic Membrane,0.0020,0.3665,0.0009,0.6306,0.0000,0.0000
510,WP_000216874.1,Cytoplasmic Membrane,0.0001,0.0039,0.3065,0.6895,0.0000,0.0000
511,WP_000216885.1,Extracellular,0.0001,0.5331,0.4518,0.0150,0.0000,0.0000
514,WP_000217714.1,Cytoplasmic Membrane,0.0001,0.0316,0.0006,0.9676,0.0000,0.0000
522,WP_000222267.1,Extracellular,0.0069,0.9931,0.0000,0.0001,0.0000,0.0000
525,WP_000226108.1,Cytoplasmic Membrane,0.0001,0.0599,0.0002,0.9399,0.0000,0.0000
527,WP_000226989.1,Cytoplasmic Membrane,0.0000,0.0136,0.0003,0.9861,0.0000,0.0000
531,WP_000230292.1,Cytoplasmic Membrane,0.0000,0.0665,0.0003,0.9332,0.0000,0.0000
532,WP_000230358.1,Cytoplasmic Membrane,0.0000,0.0318,0.0018,0.9664,0.0000,0.0000
535,WP_000234068.1,Cytoplasmic Membrane,0.0000,0.0004,0.0001,0.9994,0.0000,0.0000
546,WP_000239610.1,Extracellular,0.0017,0.9976,0.0000,0.0007,0.0000,0.0000
547,WP_000239647.1,Cytoplasmic Membrane,0.0000,0.0023,0.0000,0.9977,0.0000,0.0000
550,WP_000240113.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9992,0.0000,0.0000
551,WP_000240338.1,Cytoplasmic Membrane,0.0004,0.0309,0.0000,0.9687,0.0000,0.0000
552,WP_000240580.1,Cytoplasmic Membrane,0.0000,0.0113,0.0000,0.9886,0.0000,0.0000
555,WP_000240855.1,Extracellular,0.0000,0.8331,0.1669,0.0000,0.0000,0.0000
556,WP_000240920.1,Cytoplasmic Membrane,0.0008,0.0092,0.0151,0.9749,0.0000,0.0000
558,WP_000241344.1,Cytoplasmic Membrane,0.0162,0.2152,0.1703,0.5983,0.0000,0.0000
562,WP_000244415.1,Cytoplasmic Membrane,0.0004,0.0069,0.0004,0.9924,0.0000,0.0000
563,WP_000244866.1,Cytoplasmic Membrane,0.0001,0.0109,0.0001,0.9889,0.0000,0.0000
564,WP_000245682.1,Cytoplasmic Membrane,0.0000,0.0009,0.0001,0.9990,0.0000,0.0000
565,WP_000246909.1,Cytoplasmic Membrane,0.0000,0.0049,0.0000,0.9951,0.0000,0.0000
576,WP_000255551.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
579,WP_000257598.1,Cytoplasmic Membrane,0.0007,0.0118,0.0000,0.9875,0.0000,0.0000
582,WP_000258150.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
583,WP_000258645.1,Cytoplasmic Membrane,0.0001,0.0034,0.0208,0.9757,0.0000,0.0000
588,WP_000261115.1,Cytoplasmic Membrane,0.0000,0.0048,0.0002,0.9951,0.0000,0.0000
595,WP_000266884.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
596,WP_000267034.1,Extracellular,0.0001,0.5348,0.0005,0.4646,0.0000,0.0000
599,WP_000268740.1,Extracellular,0.0007,0.7018,0.2776,0.0199,0.0000,0.0000
601,WP_000269923.1,Extracellular,0.0000,0.6326,0.3652,0.0022,0.0000,0.0000
605,WP_000273253.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
610,WP_000274029.1,Cytoplasmic Membrane,0.0000,0.0104,0.0001,0.9894,0.0000,0.0000
612,WP_000275727.1,Extracellular,0.0018,0.9517,0.0462,0.0003,0.0000,0.0000
613,WP_000276367.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
615,WP_000277419.1,Cytoplasmic Membrane,0.0001,0.0531,0.0782,0.8685,0.0000,0.0000
619,WP_000278088.1,Extracellular,0.0012,0.9972,0.0001,0.0015,0.0000,0.0000
621,WP_000278556.1,Cytoplasmic Membrane,0.0000,0.0015,0.0000,0.9985,0.0000,0.0000
622,WP_000279361.1,Cytoplasmic Membrane,0.0000,0.0012,0.0001,0.9988,0.0000,0.0000
626,WP_000282171.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
636,WP_000286875.1,Extracellular,0.0004,0.5323,0.4592,0.0081,0.0000,0.0000
639,WP_000287588.1,Cytoplasmic Membrane,0.0001,0.0104,0.0215,0.9680,0.0000,0.0000
647,WP_000290674.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
653,WP_000323161.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
663,WP_000340977.1,Cytoplasmic Membrane,0.0249,0.1545,0.0080,0.8127,0.0000,0.0000
664,WP_000342131.1,Cytoplasmic Membrane,0.0042,0.0255,0.0001,0.9702,0.0000,0.0000
665,WP_000342182.1,Cytoplasmic Membrane,0.0001,0.0073,0.0000,0.9926,0.0000,0.0000
669,WP_000347061.1,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9994,0.0000,0.0000
670,WP_000347896.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
674,WP_000349655.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
677,WP_000353630.1,Cytoplasmic Membrane,0.0000,0.0112,0.0004,0.9883,0.0000,0.0000
679,WP_000354088.1,Cytoplasmic Membrane,0.0000,0.0023,0.0008,0.9969,0.0000,0.0000
680,WP_000354114.1,Cytoplasmic Membrane,0.0000,0.0021,0.0000,0.9978,0.0000,0.0000
682,WP_000355845.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9994,0.0000,0.0000
685,WP_000356975.1,Cytoplasmic Membrane,0.0003,0.0647,0.0000,0.9350,0.0000,0.0000
687,WP_000358498.1,Cytoplasmic Membrane,0.0091,0.3241,0.0088,0.6580,0.0000,0.0000
699,WP_000365312.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
701,WP_000366163.1,Cytoplasmic Membrane,0.0014,0.0323,0.0007,0.9657,0.0000,0.0000
702,WP_000367062.1,Cytoplasmic Membrane,0.0000,0.0011,0.0000,0.9989,0.0000,0.0000
715,WP_000373073.1,Cytoplasmic Membrane,0.0000,0.0099,0.0000,0.9900,0.0000,0.0000
722,WP_000379098.1,Cytoplasmic Membrane,0.0000,0.0007,0.0002,0.9991,0.0000,0.0000
723,WP_000379821.1,Cytoplasmic Membrane,0.0001,0.0033,0.0000,0.9965,0.0000,0.0000
727,WP_000381269.1,Cytoplasmic Membrane,0.0000,0.0014,0.0000,0.9985,0.0000,0.0000
728,WP_000381849.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
731,WP_000383814.1,Cytoplasmic Membrane,0.0002,0.0009,0.0103,0.9886,0.0000,0.0000
733,WP_000384523.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9991,0.0000,0.0000
739,WP_000389658.1,Cytoplasmic Membrane,0.0004,0.0062,0.0800,0.9134,0.0000,0.0000
740,WP_000389759.1,Cytoplasmic Membrane,0.0000,0.1721,0.0001,0.8278,0.0000,0.0000
741,WP_000389956.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9992,0.0000,0.0000
749,WP_000394911.1,Cytoplasmic Membrane,0.0000,0.0061,0.0000,0.9939,0.0000,0.0000
750,WP_000395153.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
754,WP_000398672.1,Extracellular,0.0001,0.9899,0.0003,0.0097,0.0000,0.0000
755,WP_000398941.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
760,WP_000402171.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
761,WP_000402651.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
762,WP_000402803.1,Cytoplasmic Membrane,0.0000,0.0013,0.0001,0.9986,0.0000,0.0000
767,WP_000406612.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
770,WP_000410567.1,Cytoplasmic Membrane,0.0000,0.0621,0.0002,0.9376,0.0000,0.0000
771,WP_000410764.1,Cytoplasmic Membrane,0.0000,0.0016,0.0000,0.9984,0.0000,0.0000
776,WP_000412514.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
782,WP_000414629.1,Cytoplasmic Membrane,0.0005,0.2916,0.0001,0.7078,0.0000,0.0000
783,WP_000414695.1,Cytoplasmic Membrane,0.0000,0.0044,0.0000,0.9955,0.0000,0.0000
784,WP_000415665.1,Cytoplasmic Membrane,0.0002,0.3223,0.0001,0.6774,0.0000,0.0000
794,WP_000426696.1,Cytoplasmic Membrane,0.0000,0.0008,0.0001,0.9991,0.0000,0.0000
798,WP_000427767.1,Cytoplasmic Membrane,0.0003,0.0701,0.0825,0.8471,0.0000,0.0000
799,WP_000428172.1,Cytoplasmic Membrane,0.0700,0.0472,0.0299,0.8529,0.0000,0.0000
801,WP_000429674.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
802,WP_000431230.1,Cytoplasmic Membrane,0.0000,0.0019,0.0000,0.9981,0.0000,0.0000
803,WP_000431307.1,Cytoplasmic Membrane,0.0002,0.3336,0.0001,0.6660,0.0000,0.0000
806,WP_000432078.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
807,WP_000432352.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
808,WP_000432915.1,Cytoplasmic Membrane,0.0000,0.0006,0.0001,0.9993,0.0000,0.0000
810,WP_000433551.1,Cytoplasmic Membrane,0.0007,0.0534,0.1904,0.7554,0.0000,0.0000
812,WP_000434933.1,Extracellular,0.0003,0.8715,0.1255,0.0027,0.0000,0.0000
813,WP_000435046.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
819,WP_000436823.1,Cytoplasmic Membrane,0.0000,0.1569,0.0001,0.8430,0.0000,0.0000
825,WP_000446299.1,Cytoplasmic Membrane,0.0001,0.0009,0.0000,0.9991,0.0000,0.0000
839,WP_000450257.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
840,WP_000450297.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
841,WP_000450555.1,Extracellular,0.0002,0.8116,0.1351,0.0531,0.0000,0.0000
844,WP_000451828.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
