antigen180|P99070|CP002114.3|mhcii|seq4196	antigen180|P99070|CP002114.3|mhcii|seq4196
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq1398
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq2294
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3126
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq1399
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq2295
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3127
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq1400
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3128
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3928
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq1401
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3129
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3929
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq1402
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3034
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3930
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq1403
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3035
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3036
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3037
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3038
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq3039
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq4255
antigen180|P99070|CP002114.3|mhcii|seq4260	antigen180|P99070|CP002114.3|mhcii|seq4256
antigen180|P99070|CP002114.3|mhcii|seq389	antigen180|P99070|CP002114.3|mhcii|seq389
antigen180|P99070|CP002114.3|mhcii|seq389	antigen180|P99070|CP002114.3|mhcii|seq390
antigen180|P99070|CP002114.3|mhcii|seq581	antigen180|P99070|CP002114.3|mhcii|seq581
antigen180|P99070|CP002114.3|mhcii|seq581	antigen180|P99070|CP002114.3|mhcii|seq1499
antigen180|P99070|CP002114.3|mhcii|seq581	antigen180|P99070|CP002114.3|mhcii|seq1085
antigen180|P99070|CP002114.3|mhcii|seq581	antigen180|P99070|CP002114.3|mhcii|seq1086
antigen180|P99070|CP002114.3|mhcii|seq645	antigen180|P99070|CP002114.3|mhcii|seq645
antigen180|P99070|CP002114.3|mhcii|seq645	antigen180|P99070|CP002114.3|mhcii|seq644
antigen180|P99070|CP002114.3|mhcii|seq645	antigen180|P99070|CP002114.3|mhcii|seq31
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq773
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq769
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq738
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq770
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq3362
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq739
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq771
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq1443
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq3363
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq740
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq772
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq932
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq1444
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq3364
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq741
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq933
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq1445
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq3365
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq166
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq742
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq934
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq167
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq743
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq1191
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq40
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq168
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq1192
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq41
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq137
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq169
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq42
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq138
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq43
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq139
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq44
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq140
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq141
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq653
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq654
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq655
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq656
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq657
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq658
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq1813
antigen180|P99070|CP002114.3|mhcii|seq773	antigen180|P99070|CP002114.3|mhcii|seq768
antigen180|P99070|CP002114.3|mhcii|seq1829	antigen180|P99070|CP002114.3|mhcii|seq1829
antigen180|P99070|CP002114.3|mhcii|seq3706	antigen180|P99070|CP002114.3|mhcii|seq3706
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3738
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3679
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq744
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq745
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq746
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3736
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3737
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3678
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3739
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3680
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3740
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3681
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq669
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq3677
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq670
antigen180|P99070|CP002114.3|mhcii|seq3738	antigen180|P99070|CP002114.3|mhcii|seq671
antigen180|P99070|CP002114.3|mhcii|seq219	antigen180|P99070|CP002114.3|mhcii|seq219
antigen180|P99070|CP002114.3|mhcii|seq539	antigen180|P99070|CP002114.3|mhcii|seq539
antigen180|P99070|CP002114.3|mhcii|seq539	antigen180|P99070|CP002114.3|mhcii|seq540
antigen180|P99070|CP002114.3|mhcii|seq699	antigen180|P99070|CP002114.3|mhcii|seq699
antigen180|P99070|CP002114.3|mhcii|seq827	antigen180|P99070|CP002114.3|mhcii|seq827
antigen180|P99070|CP002114.3|mhcii|seq923	antigen180|P99070|CP002114.3|mhcii|seq923
antigen180|P99070|CP002114.3|mhcii|seq923	antigen180|P99070|CP002114.3|mhcii|seq924
antigen180|P99070|CP002114.3|mhcii|seq1563	antigen180|P99070|CP002114.3|mhcii|seq1563
antigen180|P99070|CP002114.3|mhcii|seq1563	antigen180|P99070|CP002114.3|mhcii|seq4123
antigen180|P99070|CP002114.3|mhcii|seq1563	antigen180|P99070|CP002114.3|mhcii|seq1564
antigen180|P99070|CP002114.3|mhcii|seq2267	antigen180|P99070|CP002114.3|mhcii|seq2267
antigen180|P99070|CP002114.3|mhcii|seq2267	antigen180|P99070|CP002114.3|mhcii|seq2266
antigen180|P99070|CP002114.3|mhcii|seq2267	antigen180|P99070|CP002114.3|mhcii|seq3145
antigen180|P99070|CP002114.3|mhcii|seq2267	antigen180|P99070|CP002114.3|mhcii|seq3146
antigen180|P99070|CP002114.3|mhcii|seq2267	antigen180|P99070|CP002114.3|mhcii|seq2862
antigen180|P99070|CP002114.3|mhcii|seq2267	antigen180|P99070|CP002114.3|mhcii|seq2860
antigen180|P99070|CP002114.3|mhcii|seq2267	antigen180|P99070|CP002114.3|mhcii|seq2861
antigen180|P99070|CP002114.3|mhcii|seq2267	antigen180|P99070|CP002114.3|mhcii|seq2863
antigen180|P99070|CP002114.3|mhcii|seq2267	antigen180|P99070|CP002114.3|mhcii|seq2864
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq2651
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq2650
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq2652
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq528
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq102
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq2372
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq2373
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq2374
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq2375
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq456
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq525
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq99
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq526
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq100
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq527
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq101
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq529
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq103
antigen180|P99070|CP002114.3|mhcii|seq2651	antigen180|P99070|CP002114.3|mhcii|seq541
antigen180|P99070|CP002114.3|mhcii|seq3291	antigen180|P99070|CP002114.3|mhcii|seq3291
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq3323
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq52
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq53
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq2297
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq2296
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq2298
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq2299
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq3321
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq314
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq3322
antigen180|P99070|CP002114.3|mhcii|seq3323	antigen180|P99070|CP002114.3|mhcii|seq3934
antigen180|P99070|CP002114.3|mhcii|seq3547	antigen180|P99070|CP002114.3|mhcii|seq3547
antigen180|P99070|CP002114.3|mhcii|seq3547	antigen180|P99070|CP002114.3|mhcii|seq3546
antigen180|P99070|CP002114.3|mhcii|seq3547	antigen180|P99070|CP002114.3|mhcii|seq2356
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq188
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1043
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1044
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq189
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq187
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1600
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1601
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1602
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1603
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq2565
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq2562
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq2563
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq2564
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq2566
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq2567
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq2568
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1198
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1195
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1196
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1197
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1199
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1200
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1201
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq3152
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq3153
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1045
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq190
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1046
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq191
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1597
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1598
antigen180|P99070|CP002114.3|mhcii|seq188	antigen180|P99070|CP002114.3|mhcii|seq1599
antigen180|P99070|CP002114.3|mhcii|seq284	antigen180|P99070|CP002114.3|mhcii|seq284
antigen180|P99070|CP002114.3|mhcii|seq668	antigen180|P99070|CP002114.3|mhcii|seq668
antigen180|P99070|CP002114.3|mhcii|seq668	antigen180|P99070|CP002114.3|mhcii|seq1283
antigen180|P99070|CP002114.3|mhcii|seq668	antigen180|P99070|CP002114.3|mhcii|seq203
antigen180|P99070|CP002114.3|mhcii|seq668	antigen180|P99070|CP002114.3|mhcii|seq202
antigen180|P99070|CP002114.3|mhcii|seq668	antigen180|P99070|CP002114.3|mhcii|seq666
antigen180|P99070|CP002114.3|mhcii|seq668	antigen180|P99070|CP002114.3|mhcii|seq667
antigen180|P99070|CP002114.3|mhcii|seq1596	antigen180|P99070|CP002114.3|mhcii|seq1596
antigen180|P99070|CP002114.3|mhcii|seq2236	antigen180|P99070|CP002114.3|mhcii|seq2236
antigen180|P99070|CP002114.3|mhcii|seq2236	antigen180|P99070|CP002114.3|mhcii|seq3517
antigen180|P99070|CP002114.3|mhcii|seq2236	antigen180|P99070|CP002114.3|mhcii|seq2237
antigen180|P99070|CP002114.3|mhcii|seq2236	antigen180|P99070|CP002114.3|mhcii|seq3518
antigen180|P99070|CP002114.3|mhcii|seq2620	antigen180|P99070|CP002114.3|mhcii|seq2620
antigen180|P99070|CP002114.3|mhcii|seq4156	antigen180|P99070|CP002114.3|mhcii|seq4156
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq4220
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq4217
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq4218
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq4219
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2177
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq3503
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2405
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2402
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2594
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2403
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2595
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2404
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq616
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq617
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq621
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq4225
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2596
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2597
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2406
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2598
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2407
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2408
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq2409
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq618
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq619
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq620
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq622
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq623
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq624
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq1465
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq1466
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq1467
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq1468
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq1469
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq4221
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq4222
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq4223
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq4224
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq1462
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq1461
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq1463
antigen180|P99070|CP002114.3|mhcii|seq4220	antigen180|P99070|CP002114.3|mhcii|seq1464
antigen180|P99070|CP002114.3|mhcii|seq157	antigen180|P99070|CP002114.3|mhcii|seq157
antigen180|P99070|CP002114.3|mhcii|seq157	antigen180|P99070|CP002114.3|mhcii|seq32
antigen180|P99070|CP002114.3|mhcii|seq157	antigen180|P99070|CP002114.3|mhcii|seq158
antigen180|P99070|CP002114.3|mhcii|seq157	antigen180|P99070|CP002114.3|mhcii|seq33
antigen180|P99070|CP002114.3|mhcii|seq893	antigen180|P99070|CP002114.3|mhcii|seq893
antigen180|P99070|CP002114.3|mhcii|seq2461	antigen180|P99070|CP002114.3|mhcii|seq2461
antigen180|P99070|CP002114.3|mhcii|seq2845	antigen180|P99070|CP002114.3|mhcii|seq2845
antigen180|P99070|CP002114.3|mhcii|seq2845	antigen180|P99070|CP002114.3|mhcii|seq3617
antigen180|P99070|CP002114.3|mhcii|seq2845	antigen180|P99070|CP002114.3|mhcii|seq2846
antigen180|P99070|CP002114.3|mhcii|seq2845	antigen180|P99070|CP002114.3|mhcii|seq3618
antigen180|P99070|CP002114.3|mhcii|seq2845	antigen180|P99070|CP002114.3|mhcii|seq2847
antigen180|P99070|CP002114.3|mhcii|seq2845	antigen180|P99070|CP002114.3|mhcii|seq3619
antigen180|P99070|CP002114.3|mhcii|seq2973	antigen180|P99070|CP002114.3|mhcii|seq2973
