antigen129|P63980|BA000018.3|mhci|seq1708	antigen129|P63980|BA000018.3|mhci|seq1708
antigen129|P63980|BX571857.1|mhci|seq904	antigen129|P63980|BX571857.1|mhci|seq904
antigen129|P63980|BX571857.1|mhci|seq1160	antigen129|P63980|BX571857.1|mhci|seq1160
antigen129|P63980|BX571857.1|mhci|seq1256	antigen129|P63980|BX571857.1|mhci|seq1256
antigen129|P63980|BX571857.1|mhci|seq1448	antigen129|P63980|BX571857.1|mhci|seq1448
antigen129|P63980|BX571857.1|mhci|seq1704	antigen129|P63980|BX571857.1|mhci|seq1704
antigen129|P63980|BX571857.1|mhci|seq1768	antigen129|P63980|BX571857.1|mhci|seq1768
antigen129|P63980|BA000018.3|mhci|seq82	antigen129|P63980|BA000018.3|mhci|seq82
antigen129|P63980|BA000018.3|mhci|seq306	antigen129|P63980|BA000018.3|mhci|seq306
antigen129|P63980|BA000018.3|mhci|seq626	antigen129|P63980|BA000018.3|mhci|seq626
antigen129|P63980|BA000018.3|mhci|seq658	antigen129|P63980|BA000018.3|mhci|seq658
antigen129|P63980|BA000018.3|mhci|seq1138	antigen129|P63980|BA000018.3|mhci|seq1138
antigen129|P63980|BA000018.3|mhci|seq1394	antigen129|P63980|BA000018.3|mhci|seq1394
antigen129|P63980|CP002114.3|mhci|seq956	antigen129|P63980|CP002114.3|mhci|seq956
antigen129|P63980|CP002114.3|mhci|seq1308	antigen129|P63980|CP002114.3|mhci|seq1308
antigen129|P63980|CP002114.3|mhci|seq1372	antigen129|P63980|CP002114.3|mhci|seq1372
antigen129|P63980|CP002114.3|mhci|seq1692	antigen129|P63980|CP002114.3|mhci|seq1692
antigen129|P63980|HE681097.1|mhci|seq21	antigen129|P63980|HE681097.1|mhci|seq21
antigen129|P63980|HE681097.1|mhci|seq85	antigen129|P63980|HE681097.1|mhci|seq85
antigen129|P63980|HE681097.1|mhci|seq437	antigen129|P63980|HE681097.1|mhci|seq437
antigen129|P63980|HE681097.1|mhci|seq533	antigen129|P63980|HE681097.1|mhci|seq533
antigen129|P63980|HE681097.1|mhci|seq565	antigen129|P63980|HE681097.1|mhci|seq565
antigen129|P63980|HE681097.1|mhci|seq757	antigen129|P63980|HE681097.1|mhci|seq757
antigen129|P63980|HE681097.1|mhci|seq1109	antigen129|P63980|HE681097.1|mhci|seq1109
antigen129|P63980|HE681097.1|mhci|seq1397	antigen129|P63980|HE681097.1|mhci|seq1397
antigen129|P63980|HE681097.1|mhci|seq1461	antigen129|P63980|HE681097.1|mhci|seq1461
antigen129|P63980|HE681097.1|mhci|seq1685	antigen129|P63980|HE681097.1|mhci|seq1685
antigen129|P63980|HE681097.1|mhci|seq1877	antigen129|P63980|HE681097.1|mhci|seq1877
antigen129|P63980|BX571857.1|mhci|seq329	antigen129|P63980|BX571857.1|mhci|seq329
antigen129|P63980|BX571857.1|mhci|seq425	antigen129|P63980|BX571857.1|mhci|seq425
antigen129|P63980|BX571857.1|mhci|seq521	antigen129|P63980|BX571857.1|mhci|seq521
antigen129|P63980|BX571857.1|mhci|seq553	antigen129|P63980|BX571857.1|mhci|seq553
antigen129|P63980|BX571857.1|mhci|seq905	antigen129|P63980|BX571857.1|mhci|seq905
antigen129|P63980|BX571857.1|mhci|seq1161	antigen129|P63980|BX571857.1|mhci|seq1161
antigen129|P63980|BX571857.1|mhci|seq1257	antigen129|P63980|BX571857.1|mhci|seq1257
antigen129|P63980|BX571857.1|mhci|seq1449	antigen129|P63980|BX571857.1|mhci|seq1449
antigen129|P63980|BA000018.3|mhci|seq83	antigen129|P63980|BA000018.3|mhci|seq83
antigen129|P63980|BA000018.3|mhci|seq627	antigen129|P63980|BA000018.3|mhci|seq627
antigen129|P63980|BA000018.3|mhci|seq659	antigen129|P63980|BA000018.3|mhci|seq659
antigen129|P63980|BA000018.3|mhci|seq1875	antigen129|P63980|BA000018.3|mhci|seq1875
antigen129|P63980|CP002114.3|mhci|seq93	antigen129|P63980|CP002114.3|mhci|seq93
antigen129|P63980|CP002114.3|mhci|seq573	antigen129|P63980|CP002114.3|mhci|seq573
antigen129|P63980|CP002114.3|mhci|seq637	antigen129|P63980|CP002114.3|mhci|seq637
antigen129|P63980|CP002114.3|mhci|seq957	antigen129|P63980|CP002114.3|mhci|seq957
antigen129|P63980|CP002114.3|mhci|seq1309	antigen129|P63980|CP002114.3|mhci|seq1309
antigen129|P63980|CP002114.3|mhci|seq1373	antigen129|P63980|CP002114.3|mhci|seq1373
antigen129|P63980|CP002114.3|mhci|seq1693	antigen129|P63980|CP002114.3|mhci|seq1693
antigen129|P63980|HE681097.1|mhci|seq22	antigen129|P63980|HE681097.1|mhci|seq22
antigen129|P63980|HE681097.1|mhci|seq86	antigen129|P63980|HE681097.1|mhci|seq86
antigen129|P63980|HE681097.1|mhci|seq438	antigen129|P63980|HE681097.1|mhci|seq438
antigen129|P63980|HE681097.1|mhci|seq534	antigen129|P63980|HE681097.1|mhci|seq534
antigen129|P63980|HE681097.1|mhci|seq566	antigen129|P63980|HE681097.1|mhci|seq566
antigen129|P63980|HE681097.1|mhci|seq1110	antigen129|P63980|HE681097.1|mhci|seq1110
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|HE681097.1|mhci|seq1270
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|HE681097.1|mhci|seq1271
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|BX571857.1|mhci|seq1270
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|CP000253.1|mhci|seq1270
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|CP002114.3|mhci|seq1270
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|BA000018.3|mhci|seq1266
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|BX571857.1|mhci|seq1271
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|CP000253.1|mhci|seq1271
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|CP002114.3|mhci|seq1271
antigen129|P63980|HE681097.1|mhci|seq1270	antigen129|P63980|BA000018.3|mhci|seq1267
antigen129|P63980|HE681097.1|mhci|seq1398	antigen129|P63980|HE681097.1|mhci|seq1398
antigen129|P63980|HE681097.1|mhci|seq1462	antigen129|P63980|HE681097.1|mhci|seq1462
antigen129|P63980|CP000253.1|mhci|seq800	antigen129|P63980|CP000253.1|mhci|seq800
antigen129|P63980|CP000253.1|mhci|seq1184	antigen129|P63980|CP000253.1|mhci|seq1184
antigen129|P63980|CP000253.1|mhci|seq1408	antigen129|P63980|CP000253.1|mhci|seq1408
antigen129|P63980|CP000253.1|mhci|seq1632	antigen129|P63980|CP000253.1|mhci|seq1632
antigen129|P63980|BX571857.1|mhci|seq330	antigen129|P63980|BX571857.1|mhci|seq330
antigen129|P63980|BX571857.1|mhci|seq426	antigen129|P63980|BX571857.1|mhci|seq426
antigen129|P63980|BX571857.1|mhci|seq554	antigen129|P63980|BX571857.1|mhci|seq554
antigen129|P63980|BA000018.3|mhci|seq756	antigen129|P63980|BA000018.3|mhci|seq756
antigen129|P63980|BA000018.3|mhci|seq1108	antigen129|P63980|BA000018.3|mhci|seq1108
antigen129|P63980|BA000018.3|mhci|seq1140	antigen129|P63980|BA000018.3|mhci|seq1140
antigen129|P63980|BA000018.3|mhci|seq1268	antigen129|P63980|BA000018.3|mhci|seq1268
antigen129|P63980|BA000018.3|mhci|seq1332	antigen129|P63980|BA000018.3|mhci|seq1332
antigen129|P63980|BA000018.3|mhci|seq1524	antigen129|P63980|BA000018.3|mhci|seq1524
antigen129|P63980|BA000018.3|mhci|seq1588	antigen129|P63980|BA000018.3|mhci|seq1588
antigen129|P63980|BA000018.3|mhci|seq1684	antigen129|P63980|BA000018.3|mhci|seq1684
antigen129|P63980|BA000018.3|mhci|seq1876	antigen129|P63980|BA000018.3|mhci|seq1876
antigen129|P63980|CP002114.3|mhci|seq574	antigen129|P63980|CP002114.3|mhci|seq574
antigen129|P63980|CP002114.3|mhci|seq638	antigen129|P63980|CP002114.3|mhci|seq638
antigen129|P63980|CP002114.3|mhci|seq1694	antigen129|P63980|CP002114.3|mhci|seq1694
antigen129|P63980|HE681097.1|mhci|seq87	antigen129|P63980|HE681097.1|mhci|seq87
antigen129|P63980|CP000253.1|mhci|seq97	antigen129|P63980|CP000253.1|mhci|seq97
antigen129|P63980|CP000253.1|mhci|seq257	antigen129|P63980|CP000253.1|mhci|seq257
antigen129|P63980|CP000253.1|mhci|seq289	antigen129|P63980|CP000253.1|mhci|seq289
antigen129|P63980|CP000253.1|mhci|seq321	antigen129|P63980|CP000253.1|mhci|seq321
antigen129|P63980|CP000253.1|mhci|seq385	antigen129|P63980|CP000253.1|mhci|seq385
antigen129|P63980|CP000253.1|mhci|seq449	antigen129|P63980|CP000253.1|mhci|seq449
antigen129|P63980|CP000253.1|mhci|seq481	antigen129|P63980|CP000253.1|mhci|seq481
antigen129|P63980|CP000253.1|mhci|seq673	antigen129|P63980|CP000253.1|mhci|seq673
antigen129|P63980|CP000253.1|mhci|seq801	antigen129|P63980|CP000253.1|mhci|seq801
antigen129|P63980|CP000253.1|mhci|seq1633	antigen129|P63980|CP000253.1|mhci|seq1633
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|BX571857.1|mhci|seq427
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|CP000253.1|mhci|seq427
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|CP000253.1|mhci|seq428
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|CP002114.3|mhci|seq428
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|HE681097.1|mhci|seq424
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|BA000018.3|mhci|seq424
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|BX571857.1|mhci|seq428
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|CP002114.3|mhci|seq427
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|HE681097.1|mhci|seq423
antigen129|P63980|BX571857.1|mhci|seq427	antigen129|P63980|BA000018.3|mhci|seq423
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|BX571857.1|mhci|seq555
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|CP000253.1|mhci|seq555
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|CP000253.1|mhci|seq556
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|CP002114.3|mhci|seq556
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|HE681097.1|mhci|seq552
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|BA000018.3|mhci|seq552
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|BX571857.1|mhci|seq556
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|CP002114.3|mhci|seq555
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|HE681097.1|mhci|seq551
antigen129|P63980|BX571857.1|mhci|seq555	antigen129|P63980|BA000018.3|mhci|seq551
antigen129|P63980|BX571857.1|mhci|seq1707	antigen129|P63980|BX571857.1|mhci|seq1707
antigen129|P63980|BX571857.1|mhci|seq1771	antigen129|P63980|BX571857.1|mhci|seq1771
antigen129|P63980|BA000018.3|mhci|seq21	antigen129|P63980|BA000018.3|mhci|seq21
antigen129|P63980|BA000018.3|mhci|seq341	antigen129|P63980|BA000018.3|mhci|seq341
antigen129|P63980|BA000018.3|mhci|seq437	antigen129|P63980|BA000018.3|mhci|seq437
antigen129|P63980|BA000018.3|mhci|seq533	antigen129|P63980|BA000018.3|mhci|seq533
antigen129|P63980|BA000018.3|mhci|seq565	antigen129|P63980|BA000018.3|mhci|seq565
antigen129|P63980|BA000018.3|mhci|seq757	antigen129|P63980|BA000018.3|mhci|seq757
antigen129|P63980|BA000018.3|mhci|seq1109	antigen129|P63980|BA000018.3|mhci|seq1109
