antigen193|P68821|BX571857.1|mhcii|seq2312	antigen193|P68821|BX571857.1|mhcii|seq2312
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq5682
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq4019
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq5683
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq4020
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq1269
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq4021
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq1270
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq1271
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq1272
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq1273
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq1274
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq3611
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq3612
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq3613
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq3614
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq3615
antigen193|P68821|BX571857.1|mhcii|seq3272	antigen193|P68821|BX571857.1|mhcii|seq3616
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq4008
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq4007
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq4009
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq4010
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq4011
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq866
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq3260
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq4684
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq3259
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq4683
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq3262
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq4686
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq3263
antigen193|P68821|BX571857.1|mhcii|seq4008	antigen193|P68821|BX571857.1|mhcii|seq4687
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq2921
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq311
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq3969
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq4759
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq3330
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq4972
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq3970
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq3331
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq4973
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq2917
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq307
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq1574
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq2918
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq308
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq1575
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq2919
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq309
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq1576
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq2920
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq310
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq5135
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq5136
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq955
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq1083
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq1084
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq3967
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq4757
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq3968
antigen193|P68821|BX571857.1|mhcii|seq2921	antigen193|P68821|BX571857.1|mhcii|seq4758
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3145
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq2785
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3173
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq336
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3142
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3174
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq337
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3878
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3143
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3175
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq338
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3879
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3144
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3176
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq339
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3880
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3177
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq340
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3881
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3146
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3178
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq341
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3882
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3147
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3179
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq342
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq3148
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq5488
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq5489
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq5490
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq2780
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq2781
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq2782
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq2783
antigen193|P68821|BX571857.1|mhcii|seq3145	antigen193|P68821|BX571857.1|mhcii|seq2784
antigen193|P68821|BX571857.1|mhcii|seq4457	antigen193|P68821|BX571857.1|mhcii|seq4457
antigen193|P68821|BX571857.1|mhcii|seq4457	antigen193|P68821|BX571857.1|mhcii|seq4458
antigen193|P68821|BX571857.1|mhcii|seq4841	antigen193|P68821|BX571857.1|mhcii|seq4841
antigen193|P68821|BX571857.1|mhcii|seq5065	antigen193|P68821|BX571857.1|mhcii|seq5065
antigen193|P68821|BX571857.1|mhcii|seq5065	antigen193|P68821|BX571857.1|mhcii|seq5066
antigen193|P68821|BX571857.1|mhcii|seq5545	antigen193|P68821|BX571857.1|mhcii|seq5545
antigen193|P68821|BX571857.1|mhcii|seq3274	antigen193|P68821|BX571857.1|mhcii|seq3274
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3306
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3304
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3305
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3307
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3308
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3682
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3681
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3683
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3684
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3679
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3680
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3024
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3021
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3022
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3023
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3025
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3026
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq3027
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq5335
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq5051
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq5050
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq2014
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq2017
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq2012
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq2013
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq2015
antigen193|P68821|BX571857.1|mhcii|seq3306	antigen193|P68821|BX571857.1|mhcii|seq2016
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq4298
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq2439
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq4295
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq2440
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq4296
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq4297
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq4146
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq4147
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq2108
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq2109
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq2110
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq5278
antigen193|P68821|BX571857.1|mhcii|seq4298	antigen193|P68821|BX571857.1|mhcii|seq5039
antigen193|P68821|BX571857.1|mhcii|seq4682	antigen193|P68821|BX571857.1|mhcii|seq4682
antigen193|P68821|BX571857.1|mhcii|seq4682	antigen193|P68821|BX571857.1|mhcii|seq1337
antigen193|P68821|BX571857.1|mhcii|seq4682	antigen193|P68821|BX571857.1|mhcii|seq1336
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq75
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq70
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq71
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq72
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq73
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq265
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq74
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq266
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq267
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq12
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq268
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq2636
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq13
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq269
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq2637
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq14
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq270
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq2638
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq3566
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq15
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq2639
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq3567
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq2640
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq3568
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq1713
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq2641
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq3569
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq3570
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq3571
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq1783
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq1784
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq1785
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq26
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq1786
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq4730
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq27
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq1787
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq4731
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq28
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq924
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq1788
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq4732
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq29
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq925
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq4733
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq30
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq4574
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq4734
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq4575
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq4735
antigen193|P68821|BX571857.1|mhcii|seq75	antigen193|P68821|BX571857.1|mhcii|seq4576
antigen193|P68821|BX571857.1|mhcii|seq331	antigen193|P68821|BX571857.1|mhcii|seq331
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq2821
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq2817
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq2818
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq355
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq2819
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq356
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq2820
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq357
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq358
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq359
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq360
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq4588
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq3821
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq4589
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq3822
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq4590
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq3791
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq3823
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq4591
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq3792
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq3824
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq3793
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq3825
antigen193|P68821|BX571857.1|mhcii|seq2821	antigen193|P68821|BX571857.1|mhcii|seq1074
