class combined
population/area	coverage	average_hit	pc90
World	169	0.0	81.81
World	170	0.0	81.81
World	171	0.0	81.81
World	172	0.0	81.81
World	173	0.0	81.81
World	174	9.19	81.81
World	175	0.0	72.62
World	176	0.0	72.62
World	177	0.0	72.62
World	178	0.0	72.62
World	179	0.0	72.62
World	180	0.0	72.62
World	181	0.0	72.62
World	182	0.0	72.62
World	183	0.0	72.62
World	184	0.0	72.62
World	185	0.0	72.62
World	186	0.0	72.62
World	187	0.0	72.62
World	188	0.0	72.62
World	189	0.0	72.62
World	190	0.0	72.62
World	191	0.0	72.62
World	192	0.0	72.62
World	193	0.0	72.62
World	194	0.0	72.62
World	195	0.0	72.62
World	196	0.0	72.62
World	197	0.0	72.62
World	198	0.0	72.62
World	199	0.0	72.62
World	200	0.0	72.62
World	201	0.0	72.62
World	202	0.0	72.62
World	203	0.0	72.62
World	204	0.0	72.62
World	205	0.0	72.62
World	206	0.0	72.62
World	207	0.0	72.62
World	208	0.0	72.62
World	209	0.0	72.62
World	210	0.0	72.62
World	211	0.0	72.62
World	212	0.0	72.62
World	213	0.0	72.62
World	214	0.0	72.62
World	215	0.0	72.62
World	216	0.0	72.62
World	217	0.0	72.62
World	218	0.0	72.62
World	219	0.0	72.62
World	220	0.0	72.62
World	221	0.0	72.62
World	222	0.0	72.62
World	223	0.0	72.62
World	224	0.0	72.62
World	225	0.0	72.62
World	226	0.0	72.62
World	227	0.0	72.62
World	228	0.0	72.62
World	229	0.0	72.62
World	230	0.0	72.62
World	231	0.0	72.62
World	232	0.0	72.62
World	233	0.0	72.62
World	234	0.0	72.62
World	235	0.0	72.62
World	236	0.0	72.62
World	237	0.0	72.62
World	238	0.0	72.62
World	239	0.0	72.62
World	240	0.0	72.62
World	241	0.0	72.62
World	242	0.0	72.62
World	243	0.0	72.62
World	244	0.0	72.62
World	245	0.0	72.62
World	246	0.0	72.62
World	247	0.0	72.62
World	248	0.0	72.62
World	249	0.0	72.62
World	250	0.0	72.62
World	251	0.0	72.62
World	252	0.0	72.62
World	253	0.0	72.62
World	254	0.0	72.62
World	255	0.0	72.62
World	256	0.0	72.62
World	257	0.0	72.62
World	258	0.0	72.62
World	259	0.0	72.62
World	260	0.0	72.62
World	261	0.0	72.62
World	262	0.0	72.62
World	263	0.0	72.62
World	264	0.0	72.62
World	265	0.0	72.62
World	266	0.0	72.62
World	267	0.0	72.62
World	268	0.0	72.62
World	269	0.0	72.62
World	270	0.0	72.62
World	271	0.0	72.62
World	272	0.0	72.62
World	273	0.0	72.62
World	274	0.0	72.62
World	275	0.0	72.62
World	276	0.0	72.62
World	277	0.0	72.62
World	278	0.0	72.62
World	279	0.0	72.62
World	280	0.0	72.62
World	281	0.0	72.62
World	282	0.0	72.62
World	283	0.0	72.62
World	284	0.0	72.62
World	285	0.0	72.62
World	286	0.0	72.62
World	287	0.0	72.62
World	288	0.0	72.62
World	289	0.0	72.62
World	290	0.0	72.62
World	291	0.0	72.62
World	292	0.0	72.62
World	293	0.0	72.62
World	294	0.0	72.62
World	295	0.0	72.62
World	296	0.0	72.62
World	297	0.0	72.62
World	298	0.0	72.62
World	299	0.0	72.62
World	300	0.0	72.62
World	301	0.0	72.62
World	302	0.0	72.62
World	303	0.0	72.62
World	304	0.0	72.62
World	305	0.0	72.62
World	306	0.0	72.62
World	307	0.0	72.62
World	308	0.0	72.62
World	309	0.0	72.62
World	310	0.0	72.62
World	311	0.0	72.62
World	312	0.0	72.62
World	313	0.0	72.62
World	314	0.0	72.62
World	315	0.0	72.62
World	316	0.0	72.62
World	317	5.42	72.62
World	318	0.0	67.2
World	319	0.0	67.2
World	320	0.0	67.2
World	321	0.0	67.2
World	322	0.0	67.2
World	323	0.0	67.2
World	324	0.0	67.2
World	325	0.0	67.2
World	326	0.0	67.2
World	327	0.0	67.2
World	328	0.0	67.2
World	329	0.0	67.2
World	330	0.0	67.2
World	331	0.0	67.2
World	332	0.0	67.2
World	333	0.0	67.2
World	334	0.0	67.2
World	335	0.0	67.2
World	336	0.0	67.2
World	337	0.0	67.2
World	338	0.0	67.2
World	339	0.0	67.2
World	340	0.0	67.2
World	341	0.0	67.2
World	342	0.0	67.2
World	343	0.0	67.2
World	344	0.0	67.2
World	345	0.0	67.2
World	346	0.0	67.2
World	347	0.0	67.2
World	348	0.0	67.2
World	349	0.0	67.2
World	350	0.0	67.2
World	351	0.0	67.2
World	352	0.0	67.2
World	353	1.98	67.2
World	354	0.0	65.22
World	355	0.0	65.22
World	356	0.0	65.22
World	357	0.0	65.22
World	358	0.0	65.22
World	359	0.0	65.22
World	360	0.0	65.22
World	361	0.0	65.22
World	362	0.0	65.22
World	363	0.0	65.22
World	364	3.02	65.22
World	365	0.0	62.2
World	366	0.0	62.2
World	367	0.0	62.2
World	368	9.08	62.2
World	369	0.0	53.11
World	370	0.0	53.11
World	371	0.0	53.11
World	372	0.0	53.11
World	373	0.0	53.11
World	374	0.0	53.11
World	375	0.0	53.11
World	376	0.0	53.11
World	377	0.0	53.11
World	378	0.0	53.11
World	379	0.0	53.11
World	380	0.0	53.11
World	381	0.0	53.11
World	382	0.0	53.11
World	383	0.0	53.11
World	384	8.86	53.11
World	385	0.0	44.26
World	386	0.0	44.26
World	387	0.0	44.26
World	388	0.0	44.26
World	389	0.0	44.26
World	390	0.0	44.26
World	391	0.0	44.26
World	392	0.0	44.26
World	393	0.0	44.26
World	394	0.0	44.26
World	395	0.0	44.26
World	396	0.0	44.26
World	397	0.0	44.26
World	398	0.0	44.26
World	399	0.0	44.26
World	400	0.0	44.26
World	401	0.0	44.26
World	402	0.0	44.26
World	403	0.0	44.26
World	404	5.26	44.26
World	405	0.0	39.0
World	406	0.0	39.0
World	407	0.0	39.0
World	408	0.0	39.0
World	409	0.0	39.0
World	410	0.0	39.0
World	411	0.0	39.0
World	412	0.0	39.0
World	413	0.0	39.0
World	414	0.0	39.0
World	415	0.0	39.0
World	416	0.0	39.0
World	417	0.0	39.0
World	418	0.0	39.0
World	419	0.0	39.0
World	420	0.0	39.0
World	421	0.0	39.0
World	422	0.0	39.0
World	423	0.0	39.0
World	424	0.0	39.0
World	425	0.0	39.0
World	426	0.0	39.0
World	427	0.0	39.0
World	428	0.0	39.0
World	429	0.0	39.0
World	430	0.0	39.0
World	431	2.88	39.0
World	432	0.0	36.12
World	433	0.0	36.12
World	434	0.0	36.12
World	435	0.0	36.12
World	436	0.0	36.12
World	437	0.0	36.12
World	438	0.0	36.12
World	439	4.91	36.12
World	440	0.0	31.2
World	441	0.0	31.2
World	442	0.0	31.2
World	443	0.0	31.2
World	444	0.0	31.2
World	445	0.0	31.2
World	446	1.01	31.2
World	447	0.0	30.19
World	448	0.0	30.19
World	449	0.0	30.19
World	450	0.0	30.19
World	451	0.0	30.19
World	452	0.0	30.19
World	453	0.0	30.19
World	454	0.0	30.19
World	455	0.0	30.19
World	456	0.0	30.19
World	457	0.0	30.19
World	458	0.0	30.19
World	459	0.0	30.19
World	460	0.0	30.19
World	461	0.0	30.19
World	462	0.0	30.19
World	463	0.0	30.19
World	464	0.0	30.19
World	465	0.0	30.19
World	466	0.0	30.19
World	467	0.0	30.19
World	468	0.0	30.19
World	469	0.0	30.19
World	470	0.0	30.19
World	471	0.0	30.19
World	472	0.0	30.19
World	473	0.0	30.19
World	474	0.0	30.19
World	475	0.0	30.19
World	476	0.0	30.19
World	477	0.0	30.19
World	478	0.0	30.19
World	479	0.0	30.19
World	480	0.0	30.19
World	481	0.0	30.19
World	482	0.0	30.19
World	483	0.0	30.19
World	484	0.0	30.19
World	485	0.0	30.19
World	486	0.0	30.19
World	487	0.0	30.19
World	488	0.0	30.19
World	489	0.0	30.19
World	490	0.0	30.19
World	491	1.15	30.19
World	492	0.0	29.04
World	493	0.0	29.04
World	494	0.0	29.04
World	495	0.0	29.04
World	496	0.0	29.04
World	497	0.0	29.04
World	498	0.0	29.04
World	499	0.0	29.04
World	500	0.0	29.04
World	501	0.0	29.04
World	502	0.0	29.04
World	503	0.0	29.04
World	504	0.0	29.04
World	505	0.0	29.04
World	506	0.0	29.04
World	507	0.0	29.04
World	508	0.0	29.04
World	509	0.0	29.04
World	510	0.0	29.04
World	511	0.0	29.04
World	512	0.0	29.04
World	513	0.0	29.04
World	514	0.0	29.04
World	515	0.0	29.04
World	516	0.0	29.04
World	517	0.0	29.04
World	518	0.0	29.04
World	519	0.0	29.04
World	520	0.0	29.04
World	521	0.0	29.04
World	522	0.0	29.04
World	523	0.0	29.04
World	524	0.0	29.04
World	525	0.0	29.04
World	526	0.0	29.04
World	527	0.44	29.04
World	528	0.0	28.6
World	529	0.0	28.6
World	530	0.0	28.6
World	531	0.0	28.6
World	532	0.0	28.6
World	533	0.0	28.6
World	534	0.0	28.6
World	535	0.0	28.6
World	536	0.0	28.6
World	537	0.0	28.6
World	538	0.66	28.6
World	539	0.0	27.94
World	540	0.0	27.94
World	541	0.0	27.94
World	542	1.85	27.94
World	543	0.0	26.09
World	544	0.0	26.09
World	545	0.0	26.09
World	546	0.0	26.09
World	547	0.0	26.09
World	548	0.0	26.09
World	549	0.0	26.09
World	550	0.0	26.09
World	551	0.0	26.09
World	552	0.0	26.09
World	553	0.0	26.09
World	554	0.0	26.09
World	555	0.0	26.09
World	556	0.0	26.09
World	557	0.0	26.09
World	558	1.81	26.09
World	559	0.0	24.28
World	560	0.0	24.28
World	561	0.0	24.28
World	562	0.0	24.28
World	563	0.0	24.28
World	564	0.0	24.28
World	565	0.0	24.28
World	566	0.0	24.28
World	567	0.0	24.28
World	568	0.0	24.28
World	569	0.0	24.28
World	570	0.0	24.28
World	571	0.0	24.28
World	572	0.0	24.28
World	573	0.0	24.28
World	574	0.0	24.28
World	575	0.0	24.28
World	576	0.0	24.28
World	577	0.0	24.28
World	578	1.12	24.28
World	579	0.0	23.16
World	580	0.0	23.16
World	581	0.0	23.16
World	582	0.0	23.16
World	583	0.0	23.16
World	584	0.0	23.16
World	585	0.0	23.16
World	586	0.0	23.16
World	587	0.0	23.16
World	588	0.0	23.16
World	589	0.0	23.16
World	590	0.0	23.16
World	591	0.0	23.16
World	592	0.0	23.16
World	593	0.0	23.16
World	594	0.0	23.16
World	595	0.0	23.16
World	596	0.0	23.16
World	597	0.0	23.16
World	598	0.0	23.16
World	599	0.0	23.16
World	600	0.0	23.16
World	601	0.0	23.16
World	602	0.0	23.16
World	603	0.0	23.16
World	604	0.0	23.16
World	605	0.63	23.16
World	606	0.0	22.54
World	607	0.0	22.54
World	608	0.0	22.54
World	609	0.0	22.54
World	610	0.0	22.54
World	611	0.0	22.54
World	612	0.0	22.54
World	613	1.05	22.54
World	614	0.0	21.49
World	615	0.0	21.49
World	616	0.0	21.49
World	617	0.0	21.49
World	618	0.0	21.49
World	619	0.0	21.49
World	620	0.23	21.49
World	621	0.0	21.26
World	622	0.0	21.26
World	623	0.0	21.26
World	624	0.0	21.26
World	625	0.0	21.26
World	626	0.0	21.26
World	627	0.0	21.26
World	628	0.0	21.26
World	629	0.0	21.26
World	630	0.0	21.26
World	631	0.0	21.26
World	632	0.0	21.26
World	633	0.0	21.26
World	634	0.0	21.26
World	635	0.0	21.26
World	636	0.0	21.26
World	637	0.0	21.26
World	638	0.0	21.26
World	639	0.0	21.26
World	640	0.0	21.26
World	641	0.0	21.26
World	642	0.0	21.26
World	643	0.0	21.26
World	644	0.0	21.26
World	645	0.0	21.26
World	646	0.0	21.26
World	647	0.0	21.26
World	648	0.0	21.26
World	649	0.0	21.26
World	650	0.0	21.26
World	651	0.0	21.26
World	652	0.0	21.26
World	653	0.0	21.26
World	654	0.0	21.26
World	655	0.0	21.26
World	656	0.0	21.26
World	657	0.0	21.26
World	658	0.0	21.26
World	659	0.0	21.26
World	660	0.0	21.26
World	661	0.0	21.26
World	662	0.0	21.26
World	663	0.0	21.26
World	664	0.0	21.26
World	665	0.0	21.26
World	666	0.0	21.26
World	667	0.0	21.26
World	668	0.0	21.26
World	669	0.0	21.26
World	670	0.27	21.26
World	671	0.0	20.99
World	672	0.0	20.99
World	673	0.0	20.99
World	674	0.0	20.99
World	675	0.0	20.99
World	676	0.0	20.99
World	677	0.0	20.99
World	678	0.0	20.99
World	679	0.0	20.99
World	680	0.0	20.99
World	681	0.4	20.99
World	682	0.0	20.59
World	683	0.0	20.59
World	684	0.0	20.59
World	685	1.14	20.59
World	686	0.0	19.45
World	687	0.0	19.45
World	688	0.0	19.45
World	689	0.0	19.45
World	690	0.0	19.45
World	691	0.0	19.45
World	692	0.0	19.45
World	693	0.0	19.45
World	694	0.0	19.45
World	695	0.0	19.45
World	696	0.0	19.45
World	697	0.0	19.45
World	698	0.0	19.45
World	699	0.0	19.45
World	700	0.0	19.45
World	701	1.11	19.45
World	702	0.0	18.34
World	703	0.0	18.34
World	704	0.0	18.34
World	705	0.0	18.34
World	706	0.0	18.34
World	707	0.0	18.34
World	708	0.0	18.34
World	709	0.0	18.34
World	710	0.0	18.34
World	711	0.0	18.34
World	712	0.0	18.34
World	713	0.0	18.34
World	714	0.0	18.34
World	715	0.0	18.34
World	716	0.0	18.34
World	717	0.15	18.34
World	718	0.0	18.18
World	719	0.0	18.18
World	720	0.0	18.18
World	721	1.12	18.18
World	722	0.0	17.06
World	723	0.0	17.06
World	724	0.0	17.06
World	725	0.0	17.06
World	726	0.0	17.06
World	727	0.0	17.06
World	728	0.0	17.06
World	729	0.0	17.06
World	730	0.0	17.06
World	731	0.0	17.06
World	732	0.65	17.06
World	733	0.0	16.41
World	734	0.0	16.41
World	735	0.0	16.41
World	736	0.0	16.41
World	737	0.42	16.41
World	738	0.0	15.99
World	739	0.0	15.99
World	740	0.0	15.99
World	741	0.0	15.99
World	742	0.0	15.99
World	743	0.0	15.99
World	744	0.0	15.99
World	745	0.0	15.99
World	746	0.0	15.99
World	747	0.0	15.99
World	748	1.02	15.99
World	749	1.32	14.96
World	750	0.0	13.65
World	751	0.0	13.65
World	752	1.79	13.65
World	753	0.0	11.85
World	754	0.0	11.85
World	755	0.0	11.85
World	756	0.64	11.85
World	757	0.26	11.21
World	758	0.0	10.95
World	759	0.0	10.95
World	760	0.0	10.95
World	761	0.0	10.95
World	762	0.0	10.95
World	763	0.14	10.95
World	764	0.0	10.81
World	765	0.0	10.81
World	766	0.0	10.81
World	767	0.0	10.81
World	768	0.39	10.81
World	769	0.0	10.42
World	770	0.0	10.42
World	771	0.0	10.42
World	772	1.11	10.42
World	773	0.0	9.31
World	774	0.0	9.31
World	775	0.0	9.31
World	776	0.0	9.31
World	777	0.0	9.31
World	778	0.0	9.31
World	779	0.0	9.31
World	780	0.0	9.31
World	781	0.0	9.31
World	782	0.0	9.31
World	783	0.0	9.31
World	784	0.15	9.31
World	785	0.0	9.16
World	786	0.0	9.16
World	787	0.0	9.16
World	788	1.08	9.16
World	789	0.0	8.08
World	790	0.0	8.08
World	791	0.0	8.08
World	792	0.24	8.08
World	793	0.0	7.84
World	794	0.0	7.84
World	795	0.22	7.84
World	796	0.0	7.62
World	797	0.0	7.62
World	798	0.0	7.62
World	799	0.68	7.62
World	800	0.0	6.94
World	801	0.0	6.94
World	802	0.0	6.94
World	803	0.37	6.94
World	804	0.0	6.57
World	805	0.0	6.57
World	806	0.0	6.57
World	807	1.04	6.57
World	808	0.0	5.53
World	809	0.0	5.53
World	810	0.08	5.53
World	811	0.0	5.45
World	812	0.0	5.45
World	813	0.0	5.45
World	814	0.22	5.45
World	815	0.61	5.23
World	816	0.0	4.62
World	817	0.0	4.62
World	818	0.0	4.62
World	819	0.0	4.62
World	820	0.0	4.62
World	821	0.0	4.62
World	822	0.0	4.62
World	823	1.01	4.62
World	824	0.0	3.61
World	825	0.0	3.61
World	826	0.0	3.61
World	827	0.0	3.61
World	828	0.0	3.61
World	829	0.0	3.61
World	830	0.22	3.61
World	831	0.0	3.39
World	832	0.0	3.39
World	833	0.0	3.39
World	834	0.0	3.39
World	835	0.38	3.39
World	836	0.0	3.01
World	837	0.0	3.01
World	838	0.0	3.01
World	839	0.0	3.01
World	840	0.0	3.01
World	841	0.0	3.01
World	842	0.0	3.01
World	843	0.63	3.01
World	844	0.0	2.39
World	845	0.0	2.39
World	846	0.0	2.39
World	847	0.0	2.39
World	848	0.0	2.39
World	849	0.0	2.39
World	850	0.14	2.39
World	851	0.0	2.25
World	852	0.0	2.25
World	853	0.0	2.25
World	854	0.0	2.25
World	855	0.0	2.25
World	856	0.0	2.25
World	857	0.0	2.25
World	858	0.0	2.25
World	859	0.0	2.25
World	860	0.0	2.25
World	861	0.0	2.25
World	862	0.0	2.25
World	863	0.0	2.25
World	864	0.0	2.25
World	865	0.0	2.25
World	866	0.0	2.25
World	867	0.0	2.25
World	868	0.0	2.25
World	869	0.0	2.25
World	870	0.35	2.25
World	871	0.0	1.9
World	872	0.0	1.9
World	873	0.0	1.9
World	874	0.0	1.9
World	875	0.0	1.9
World	876	0.0	1.9
World	877	0.08	1.9
World	878	0.0	1.82
World	879	0.0	1.82
World	880	0.0	1.82
World	881	0.0	1.82
World	882	0.0	1.82
World	883	0.0	1.82
World	884	0.0	1.82
World	885	0.13	1.82
World	886	0.0	1.7
World	887	0.0	1.7
World	888	0.0	1.7
World	889	0.0	1.7
World	890	0.0	1.7
World	891	0.0	1.7
World	892	0.0	1.7
World	893	0.0	1.7
World	894	0.0	1.7
World	895	0.0	1.7
World	896	0.0	1.7
World	897	0.0	1.7
World	898	0.0	1.7
World	899	0.0	1.7
World	900	0.0	1.7
World	901	0.0	1.7
World	902	0.0	1.7
World	903	0.0	1.7
World	904	0.0	1.7
World	905	0.0	1.7
World	906	0.0	1.7
World	907	0.0	1.7
World	908	0.0	1.7
World	909	0.0	1.7
World	910	0.0	1.7
World	911	0.0	1.7
World	912	0.0	1.7
World	913	0.0	1.7
World	914	0.0	1.7
World	915	0.0	1.7
World	916	0.0	1.7
World	917	0.0	1.7
World	918	0.0	1.7
World	919	0.0	1.7
World	920	0.0	1.7
World	921	0.0	1.7
World	922	0.0	1.7
World	923	0.29	1.7
World	924	0.0	1.4
World	925	0.0	1.4
World	926	0.0	1.4
World	927	0.0	1.4
World	928	0.0	1.4
World	929	0.0	1.4
World	930	0.0	1.4
World	931	0.0	1.4
World	932	0.0	1.4
World	933	0.0	1.4
World	934	0.0	1.4
World	935	0.0	1.4
World	936	0.0	1.4
World	937	0.0	1.4
World	938	0.0	1.4
World	939	0.0	1.4
World	940	0.0	1.4
World	941	0.0	1.4
World	942	0.0	1.4
World	943	0.0	1.4
World	944	0.0	1.4
World	945	0.0	1.4
World	946	0.0	1.4
World	947	0.0	1.4
World	948	0.0	1.4
World	949	0.0	1.4
World	950	0.0	1.4
World	951	0.0	1.4
World	952	0.0	1.4
World	953	0.0	1.4
World	954	0.0	1.4
World	955	0.0	1.4
World	956	0.0	1.4
World	957	0.0	1.4
World	958	0.0	1.4
World	959	0.0	1.4
World	960	0.0	1.4
World	961	0.0	1.4
World	962	0.0	1.4
World	963	0.0	1.4
World	964	0.0	1.4
World	965	0.0	1.4
World	966	0.0	1.4
World	967	0.0	1.4
World	968	0.0	1.4
World	969	0.0	1.4
World	970	0.0	1.4
World	971	0.0	1.4
World	972	0.0	1.4
World	973	0.0	1.4
World	974	0.0	1.4
World	975	0.0	1.4
World	976	0.0	1.4
World	977	0.0	1.4
World	978	0.0	1.4
World	979	0.0	1.4
World	980	0.0	1.4
World	981	0.0	1.4
World	982	0.0	1.4
World	983	0.0	1.4
World	984	0.0	1.4
World	985	0.0	1.4
World	986	0.0	1.4
World	987	0.0	1.4
World	988	0.0	1.4
World	989	0.0	1.4
World	990	0.0	1.4
World	991	0.0	1.4
World	992	0.0	1.4
World	993	0.0	1.4
World	994	0.0	1.4
World	995	0.0	1.4
World	996	0.0	1.4
World	997	0.0	1.4
World	998	0.0	1.4
World	999	0.0	1.4
World	1000	0.0	1.4
World	1001	0.0	1.4
World	1002	0.0	1.4
World	1003	0.0	1.4
World	1004	0.0	1.4
World	1005	0.0	1.4
World	1006	0.0	1.4
World	1007	0.0	1.4
World	1008	0.0	1.4
World	1009	0.0	1.4
World	1010	0.0	1.4
World	1011	0.0	1.4
World	1012	0.0	1.4
World	1013	0.0	1.4
World	1014	0.0	1.4
World	1015	0.0	1.4
World	1016	0.0	1.4
World	1017	0.0	1.4
World	1018	0.0	1.4
World	1019	0.0	1.4
World	1020	0.0	1.4
World	1021	0.0	1.4
World	1022	0.0	1.4
World	1023	0.0	1.4
World	1024	0.0	1.4
World	1025	0.0	1.4
World	1026	0.0	1.4
World	1027	0.0	1.4
World	1028	0.0	1.4
World	1029	0.0	1.4
World	1030	0.0	1.4
World	1031	0.0	1.4
World	1032	0.0	1.4
World	1033	0.0	1.4
World	1034	0.0	1.4
World	1035	0.0	1.4
World	1036	0.0	1.4
World	1037	0.0	1.4
World	1038	0.0	1.4
World	1039	0.0	1.4
World	1040	0.0	1.4
World	1041	0.0	1.4
World	1042	0.0	1.4
World	1043	0.0	1.4
World	1044	0.0	1.4
World	1045	0.0	1.4
World	1046	0.0	1.4
World	1047	0.0	1.4
World	1048	0.0	1.4
World	1049	0.0	1.4
World	1050	0.0	1.4
World	1051	0.0	1.4
World	1052	0.0	1.4
World	1053	0.0	1.4
World	1054	0.0	1.4
World	1055	0.0	1.4
World	1056	0.0	1.4
World	1057	0.0	1.4
World	1058	0.0	1.4
World	1059	0.0	1.4
World	1060	0.0	1.4
World	1061	0.0	1.4
World	1062	0.0	1.4
World	1063	0.0	1.4
World	1064	0.0	1.4
World	1065	0.0	1.4
World	1066	0.18	1.4
World	1067	0.0	1.22
World	1068	0.0	1.22
World	1069	0.0	1.22
World	1070	0.0	1.22
World	1071	0.0	1.22
World	1072	0.0	1.22
World	1073	0.0	1.22
World	1074	0.0	1.22
World	1075	0.0	1.22
World	1076	0.0	1.22
World	1077	0.0	1.22
World	1078	0.0	1.22
World	1079	0.0	1.22
World	1080	0.0	1.22
World	1081	0.0	1.22
World	1082	0.0	1.22
World	1083	0.0	1.22
World	1084	0.0	1.22
World	1085	0.0	1.22
World	1086	0.0	1.22
World	1087	0.0	1.22
World	1088	0.0	1.22
World	1089	0.0	1.22
World	1090	0.0	1.22
World	1091	0.0	1.22
World	1092	0.0	1.22
World	1093	0.0	1.22
World	1094	0.0	1.22
World	1095	0.0	1.22
World	1096	0.0	1.22
World	1097	0.0	1.22
World	1098	0.0	1.22
World	1099	0.0	1.22
World	1100	0.0	1.22
World	1101	0.0	1.22
World	1102	0.07	1.22
World	1103	0.0	1.15
World	1104	0.0	1.15
World	1105	0.0	1.15
World	1106	0.0	1.15
World	1107	0.0	1.15
World	1108	0.0	1.15
World	1109	0.0	1.15
World	1110	0.0	1.15
World	1111	0.0	1.15
World	1112	0.0	1.15
World	1113	0.1	1.15
World	1114	0.0	1.05
World	1115	0.0	1.05
World	1116	0.0	1.05
World	1117	0.29	1.05
World	1118	0.0	0.76
World	1119	0.0	0.76
World	1120	0.0	0.76
World	1121	0.0	0.76
World	1122	0.0	0.76
World	1123	0.0	0.76
World	1124	0.0	0.76
World	1125	0.0	0.76
World	1126	0.0	0.76
World	1127	0.0	0.76
World	1128	0.0	0.76
World	1129	0.0	0.76
World	1130	0.0	0.76
World	1131	0.0	0.76
World	1132	0.0	0.76
World	1133	0.28	0.76
World	1134	0.0	0.47
World	1135	0.0	0.47
World	1136	0.0	0.47
World	1137	0.0	0.47
World	1138	0.0	0.47
World	1139	0.0	0.47
World	1140	0.0	0.47
World	1141	0.0	0.47
World	1142	0.0	0.47
World	1143	0.0	0.47
