,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
25,WP_000018608.1,Cytoplasmic,0.0011,0.0258,0.9251,0.0480,0.0000,0.0000
26,WP_000019126.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
27,WP_000019688.1,Cytoplasmic,0.0004,0.1107,0.8824,0.0065,0.0000,0.0000
28,WP_000019744.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
29,WP_000020302.1,Cytoplasmic,0.0002,0.0022,0.9968,0.0008,0.0000,0.0000
30,WP_000020346.1,Cytoplasmic,0.0002,0.0020,0.9967,0.0011,0.0000,0.0000
31,WP_000020813.1,Extracellular,0.0014,0.9886,0.0001,0.0099,0.0000,0.0000
32,WP_000020853.1,Cytoplasmic,0.0000,0.0453,0.9533,0.0014,0.0000,0.0000
33,WP_000021445.1,Cytoplasmic,0.0000,0.0090,0.9908,0.0002,0.0000,0.0000
34,WP_000021865.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
35,WP_000022320.1,Cytoplasmic,0.0012,0.0296,0.6073,0.3619,0.0000,0.0000
36,WP_000022728.1,Cytoplasmic,0.0006,0.0472,0.9516,0.0007,0.0000,0.0000
37,WP_000022887.1,Cytoplasmic,0.0000,0.0469,0.9521,0.0010,0.0000,0.0000
38,WP_000023338.1,Cytoplasmic,0.0009,0.0139,0.7435,0.2417,0.0000,0.0000
39,WP_000024119.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
40,WP_000024395.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
41,WP_000024827.1,Extracellular,0.0002,0.6817,0.3165,0.0016,0.0000,0.0000
42,WP_000025268.1,Cytoplasmic,0.0006,0.1530,0.4782,0.3682,0.0000,0.0000
43,WP_000025835.1,Cytoplasmic Membrane,0.0000,0.0735,0.0000,0.9265,0.0000,0.0000
44,WP_000026196.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
45,WP_000026308.1,Cytoplasmic,0.0002,0.1288,0.8675,0.0035,0.0000,0.0000
46,WP_000026854.1,Cytoplasmic,0.0045,0.0324,0.7322,0.2309,0.0000,0.0000
47,WP_000027924.1,Cytoplasmic,0.0033,0.0737,0.9010,0.0220,0.0000,0.0000
48,WP_000028651.1,Cytoplasmic,0.0003,0.0045,0.9920,0.0032,0.0000,0.0000
49,WP_000029204.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
50,WP_000029532.1,Cytoplasmic Membrane,0.0048,0.0944,0.3617,0.5391,0.0000,0.0000
51,WP_000030075.1,Cytoplasmic,0.0001,0.0128,0.9811,0.0061,0.0000,0.0000
52,WP_000030811.1,Cytoplasmic,0.0002,0.0093,0.9879,0.0026,0.0000,0.0000
53,WP_000031112.1,Cytoplasmic,0.0023,0.0039,0.9930,0.0008,0.0000,0.0000
54,WP_000031266.1,Cytoplasmic Membrane,0.0002,0.0034,0.4713,0.5250,0.0000,0.0000
55,WP_000031403.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9995,0.0000,0.0000
56,WP_000031508.1,Cytoplasmic,0.0000,0.0019,0.9980,0.0001,0.0000,0.0000
57,WP_000031892.1,Cytoplasmic,0.0001,0.0056,0.9925,0.0019,0.0000,0.0000
58,WP_000032657.1,Cytoplasmic,0.0001,0.0299,0.9686,0.0014,0.0000,0.0000
59,WP_000032745.1,Cytoplasmic,0.0014,0.0486,0.8872,0.0628,0.0000,0.0000
60,WP_000032836.1,Cytoplasmic Membrane,0.0000,0.0025,0.0000,0.9975,0.0000,0.0000
61,WP_000032847.1,Cytoplasmic,0.0012,0.1054,0.8070,0.0863,0.0000,0.0000
62,WP_000033477.1,Cytoplasmic Membrane,0.0000,0.0035,0.0004,0.9960,0.0000,0.0000
63,WP_000034519.1,Cytoplasmic,0.0000,0.0027,0.9969,0.0003,0.0000,0.0000
64,WP_000034718.1,Cytoplasmic,0.0023,0.0396,0.9536,0.0046,0.0000,0.0000
65,WP_000034728.1,Cytoplasmic,0.0001,0.0506,0.6392,0.3101,0.0000,0.0000
66,WP_000034964.1,Cytoplasmic Membrane,0.0034,0.0257,0.0001,0.9709,0.0000,0.0000
67,WP_000034998.1,Cytoplasmic,0.0003,0.0048,0.9224,0.0724,0.0000,0.0000
68,WP_000035058.1,Cytoplasmic,0.0005,0.2020,0.7947,0.0027,0.0000,0.0000
69,WP_000035320.1,Cytoplasmic,0.0014,0.0775,0.8799,0.0412,0.0000,0.0000
70,WP_000035771.1,Cytoplasmic Membrane,0.0002,0.0037,0.0007,0.9954,0.0000,0.0000
71,WP_000036076.1,Cytoplasmic,0.0001,0.0628,0.9366,0.0005,0.0000,0.0000
72,WP_000036335.1,Cytoplasmic Membrane,0.0000,0.0013,0.0001,0.9986,0.0000,0.0000
73,WP_000036633.1,Cytoplasmic,0.0000,0.0003,0.9997,0.0001,0.0000,0.0000
74,WP_000037075.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
75,WP_000037319.1,Cytoplasmic,0.0010,0.0496,0.7532,0.1962,0.0000,0.0000
76,WP_000037434.1,Cytoplasmic Membrane,0.0018,0.4112,0.0002,0.5868,0.0000,0.0000
77,WP_000038243.1,Cytoplasmic Membrane,0.0015,0.3850,0.0006,0.6130,0.0000,0.0000
78,WP_000038538.1,Cytoplasmic Membrane,0.0191,0.1682,0.0001,0.8126,0.0000,0.0000
79,WP_000038949.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
80,WP_000039763.1,Cytoplasmic Membrane,0.0015,0.3731,0.0002,0.6252,0.0000,0.0000
81,WP_000040043.1,Cytoplasmic,0.0001,0.0130,0.9861,0.0009,0.0000,0.0000
82,WP_000040063.1,Cytoplasmic,0.0001,0.0382,0.9608,0.0008,0.0000,0.0000
83,WP_000040602.1,Cytoplasmic,0.0014,0.0200,0.8133,0.1653,0.0000,0.0000
84,WP_000040871.1,Cytoplasmic,0.0034,0.0086,0.9869,0.0011,0.0000,0.0000
85,WP_000042462.1,Extracellular,0.0005,0.9991,0.0003,0.0001,0.0000,0.0000
86,WP_000043237.1,Cytoplasmic,0.0001,0.0025,0.9968,0.0006,0.0000,0.0000
87,WP_000043635.1,Cytoplasmic,0.0000,0.0081,0.9910,0.0008,0.0000,0.0000
88,WP_000044360.1,Cytoplasmic,0.0005,0.0116,0.9829,0.0049,0.0000,0.0000
89,WP_000044799.1,Cytoplasmic,0.0000,0.0004,0.9996,0.0000,0.0000,0.0000
90,WP_000046022.1,Extracellular,0.0000,0.9987,0.0000,0.0012,0.0000,0.0000
91,WP_000046076.1,Cytoplasmic Membrane,0.0006,0.0576,0.3360,0.6058,0.0000,0.0000
92,WP_000046614.1,Cytoplasmic,0.0021,0.0469,0.8842,0.0667,0.0000,0.0000
93,WP_000047021.1,Cytoplasmic,0.0013,0.0250,0.9712,0.0025,0.0000,0.0000
94,WP_000047118.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
95,WP_000047129.1,Extracellular,0.0002,0.9998,0.0000,0.0000,0.0000,0.0000
96,WP_000047349.1,Cytoplasmic,0.0004,0.0048,0.9946,0.0003,0.0000,0.0000
97,WP_000047745.1,Extracellular,0.0018,0.8067,0.1880,0.0035,0.0000,0.0000
98,WP_000047817.1,Cytoplasmic,0.0004,0.0236,0.9565,0.0195,0.0000,0.0000
99,WP_000048060.1,Cytoplasmic,0.0000,0.4518,0.5478,0.0004,0.0000,0.0000
100,WP_000048712.1,Cytoplasmic,0.0001,0.0167,0.9784,0.0048,0.0000,0.0000
101,WP_000049154.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9991,0.0000,0.0000
102,WP_000049480.1,Cytoplasmic,0.0001,0.0076,0.9916,0.0007,0.0000,0.0000
103,WP_000049913.1,Cytoplasmic,0.0006,0.0037,0.9937,0.0019,0.0000,0.0000
104,WP_000050767.1,Cytoplasmic,0.0000,0.0005,0.9995,0.0000,0.0000,0.0000
105,WP_000050973.1,Cytoplasmic,0.0001,0.1950,0.8027,0.0023,0.0000,0.0000
106,WP_000051207.1,Cytoplasmic,0.0002,0.0687,0.9241,0.0070,0.0000,0.0000
107,WP_000051479.1,Cytoplasmic,0.0027,0.0658,0.9027,0.0288,0.0000,0.0000
108,WP_000052076.1,Cytoplasmic Membrane,0.0000,0.0015,0.0000,0.9985,0.0000,0.0000
109,WP_000052325.1,Cytoplasmic Membrane,0.0004,0.0426,0.2138,0.7432,0.0000,0.0000
110,WP_000052590.1,Cytoplasmic,0.0002,0.0676,0.8421,0.0900,0.0000,0.0000
111,WP_000052781.1,Cytoplasmic,0.0005,0.1329,0.8651,0.0015,0.0000,0.0000
112,WP_000054604.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
113,WP_000055337.1,Cytoplasmic,0.0001,0.0040,0.9663,0.0296,0.0000,0.0000
114,WP_000055844.1,Cytoplasmic,0.0001,0.0149,0.9592,0.0258,0.0000,0.0000
115,WP_000057330.1,Cytoplasmic,0.0000,0.0365,0.9446,0.0189,0.0000,0.0000
116,WP_000057564.1,Cytoplasmic,0.0084,0.0171,0.6115,0.3630,0.0000,0.0000
117,WP_000057587.1,Cytoplasmic,0.0002,0.0063,0.9919,0.0016,0.0000,0.0000
118,WP_000058377.1,Cytoplasmic,0.0005,0.2005,0.7836,0.0154,0.0000,0.0000
119,WP_000060793.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
120,WP_000061866.1,Cytoplasmic,0.0060,0.2911,0.5629,0.1400,0.0000,0.0000
121,WP_000062417.1,Cytoplasmic Membrane,0.0000,0.0007,0.0000,0.9993,0.0000,0.0000
122,WP_000062639.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
123,WP_000063552.1,Cytoplasmic Membrane,0.0001,0.0071,0.0004,0.9924,0.0000,0.0000
124,WP_000064078.1,Cytoplasmic,0.0001,0.0006,0.9923,0.0070,0.0000,0.0000
125,WP_000064215.1,Cytoplasmic,0.0072,0.0522,0.9402,0.0004,0.0000,0.0000
126,WP_000064778.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
127,WP_000065047.1,Cytoplasmic,0.0009,0.0049,0.9918,0.0024,0.0000,0.0000
128,WP_000066011.1,Cytoplasmic Membrane,0.0001,0.0454,0.0001,0.9545,0.0000,0.0000
129,WP_000066061.1,Cytoplasmic,0.0001,0.0106,0.9874,0.0019,0.0000,0.0000
130,WP_000066097.1,Cytoplasmic,0.0000,0.0073,0.9924,0.0003,0.0000,0.0000
131,WP_000066353.1,Cytoplasmic,0.0045,0.2470,0.6670,0.0814,0.0000,0.0000
132,WP_000066379.1,Cytoplasmic,0.0004,0.1393,0.8436,0.0168,0.0000,0.0000
133,WP_000066519.1,Cytoplasmic Membrane,0.0009,0.0210,0.0539,0.9242,0.0000,0.0000
134,WP_000066896.1,Cytoplasmic,0.0009,0.0341,0.9091,0.0560,0.0000,0.0000
135,WP_000066927.1,Cytoplasmic,0.0008,0.0054,0.9907,0.0031,0.0000,0.0000
136,WP_000067111.1,Cytoplasmic,0.0044,0.0039,0.9604,0.0313,0.0000,0.0000
137,WP_000067127.1,Extracellular,0.0206,0.9064,0.0665,0.0065,0.0000,0.0000
138,WP_000067360.1,Cytoplasmic Membrane,0.0008,0.0173,0.1251,0.8568,0.0000,0.0000
139,WP_000068176.1,Cytoplasmic,0.0002,0.0213,0.9680,0.0104,0.0000,0.0000
140,WP_000068604.1,Cytoplasmic,0.0010,0.0045,0.8834,0.1111,0.0000,0.0000
141,WP_000069098.1,Cytoplasmic,0.0000,0.0081,0.9873,0.0045,0.0000,0.0000
142,WP_000069285.1,Cytoplasmic Membrane,0.0083,0.1152,0.0014,0.8750,0.0000,0.0000
143,WP_000070659.1,Cytoplasmic Membrane,0.0001,0.4504,0.0000,0.5495,0.0000,0.0000
144,WP_000070809.1,Extracellular,0.0000,0.9999,0.0000,0.0001,0.0000,0.0000
145,WP_000070826.1,Cytoplasmic Membrane,0.0015,0.2918,0.0000,0.7067,0.0000,0.0000
146,WP_000070865.1,Cytoplasmic,0.0020,0.1851,0.8088,0.0041,0.0000,0.0000
147,WP_000070966.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9994,0.0000,0.0000
148,WP_000071351.1,Cytoplasmic,0.0000,0.0042,0.9952,0.0006,0.0000,0.0000
149,WP_000071901.1,Cytoplasmic,0.0000,0.0105,0.9884,0.0011,0.0000,0.0000
150,WP_000072155.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9993,0.0000,0.0000
151,WP_000072270.1,Cytoplasmic Membrane,0.0000,0.0007,0.0008,0.9984,0.0000,0.0000
152,WP_000072439.1,Cytoplasmic Membrane,0.0000,0.0052,0.0001,0.9946,0.0000,0.0000
153,WP_000072678.1,Cytoplasmic,0.0002,0.0283,0.9649,0.0065,0.0000,0.0000
154,WP_000073185.1,Cytoplasmic,0.0011,0.0031,0.9802,0.0155,0.0000,0.0000
155,WP_000073195.1,Cytoplasmic,0.0013,0.0131,0.9640,0.0217,0.0000,0.0000
156,WP_000073352.1,Cytoplasmic,0.0042,0.0066,0.9779,0.0113,0.0000,0.0000
157,WP_000074017.1,Cytoplasmic Membrane,0.0042,0.0288,0.0137,0.9533,0.0000,0.0000
158,WP_000074048.1,Cytoplasmic,0.0005,0.0152,0.9833,0.0009,0.0000,0.0000
159,WP_000075716.1,Cytoplasmic,0.0001,0.0181,0.9504,0.0315,0.0000,0.0000
160,WP_000076040.1,Cytoplasmic,0.0004,0.1244,0.8734,0.0017,0.0000,0.0000
161,WP_000076410.1,Cytoplasmic,0.0000,0.0698,0.9264,0.0038,0.0000,0.0000
162,WP_000076661.1,Cytoplasmic,0.0002,0.0186,0.9785,0.0028,0.0000,0.0000
163,WP_000076695.1,Cytoplasmic,0.0001,0.0052,0.9934,0.0013,0.0000,0.0000
164,WP_000076927.1,Cytoplasmic,0.0005,0.0012,0.9601,0.0381,0.0000,0.0000
165,WP_000077326.1,Cytoplasmic,0.0022,0.0112,0.9742,0.0123,0.0000,0.0000
166,WP_000077350.1,Cytoplasmic,0.0011,0.0016,0.9968,0.0005,0.0000,0.0000
167,WP_000077545.1,Cytoplasmic,0.0016,0.0792,0.8927,0.0265,0.0000,0.0000
168,WP_000078092.1,Cytoplasmic Membrane,0.0000,0.0144,0.0149,0.9707,0.0000,0.0000
169,WP_000079317.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
170,WP_000079445.1,Cytoplasmic Membrane,0.0002,0.0324,0.1294,0.8381,0.0000,0.0000
171,WP_000080026.1,Cytoplasmic,0.0001,0.0046,0.9788,0.0165,0.0000,0.0000
172,WP_000080558.1,Cytoplasmic,0.0210,0.1681,0.4345,0.3763,0.0000,0.0000
173,WP_000081233.1,Cytoplasmic,0.0002,0.0223,0.9601,0.0174,0.0000,0.0000
174,WP_000081595.1,Cytoplasmic Membrane,0.0000,0.0148,0.0000,0.9851,0.0000,0.0000
175,WP_000082539.1,Cytoplasmic,0.0006,0.3607,0.6375,0.0012,0.0000,0.0000
176,WP_000082549.1,Cytoplasmic,0.0004,0.0267,0.9312,0.0417,0.0000,0.0000
177,WP_000082725.1,Cytoplasmic,0.0029,0.0256,0.9643,0.0072,0.0000,0.0000
178,WP_000083799.1,Cytoplasmic Membrane,0.0000,0.0005,0.0001,0.9995,0.0000,0.0000
179,WP_000084776.1,Cytoplasmic Membrane,0.0001,0.0013,0.0001,0.9985,0.0000,0.0000
180,WP_000084824.1,Cytoplasmic,0.0000,0.0030,0.9967,0.0002,0.0000,0.0000
181,WP_000087107.1,Cytoplasmic,0.0008,0.0035,0.9952,0.0005,0.0000,0.0000
182,WP_000087385.1,Cytoplasmic,0.0001,0.0013,0.9978,0.0008,0.0000,0.0000
183,WP_000087561.1,Cytoplasmic,0.0010,0.2070,0.6493,0.1427,0.0000,0.0000
184,WP_000088195.1,Cytoplasmic,0.0002,0.0243,0.9684,0.0071,0.0000,0.0000
185,WP_000088437.1,Cytoplasmic,0.0002,0.2486,0.6882,0.0630,0.0000,0.0000
186,WP_000088649.1,Cytoplasmic,0.0000,0.0017,0.9978,0.0006,0.0000,0.0000
187,WP_000088704.1,Cytoplasmic,0.0028,0.0940,0.7214,0.1818,0.0000,0.0000
188,WP_000089932.1,Cytoplasmic,0.0004,0.0203,0.9303,0.0491,0.0000,0.0000
189,WP_000090315.1,Cytoplasmic,0.0000,0.0037,0.9961,0.0002,0.0000,0.0000
190,WP_000090512.1,Extracellular,0.0000,0.7459,0.2528,0.0013,0.0000,0.0000
191,WP_000090796.1,Cytoplasmic,0.0001,0.4731,0.5258,0.0010,0.0000,0.0000
192,WP_000091443.1,Cytoplasmic Membrane,0.0001,0.0240,0.0002,0.9757,0.0000,0.0000
193,WP_000091975.1,Extracellular,0.0003,0.7847,0.2113,0.0037,0.0000,0.0000
194,WP_000093355.1,Cytoplasmic,0.0001,0.0032,0.9961,0.0006,0.0000,0.0000
195,WP_000093387.1,Cytoplasmic,0.0003,0.0256,0.9480,0.0261,0.0000,0.0000
196,WP_000093391.1,Cytoplasmic,0.0003,0.0251,0.9521,0.0225,0.0000,0.0000
197,WP_000093392.1,Cytoplasmic,0.0002,0.0240,0.9492,0.0266,0.0000,0.0000
198,WP_000093394.1,Cytoplasmic,0.0003,0.2687,0.7055,0.0254,0.0000,0.0000
199,WP_000093396.1,Cytoplasmic,0.0002,0.0235,0.9491,0.0271,0.0000,0.0000
200,WP_000094586.1,Cytoplasmic,0.0018,0.0201,0.9637,0.0143,0.0000,0.0000
201,WP_000094900.1,Cytoplasmic Membrane,0.0001,0.0114,0.0001,0.9885,0.0000,0.0000
202,WP_000095334.1,Cytoplasmic,0.0002,0.0238,0.9751,0.0009,0.0000,0.0000
203,WP_000095392.1,Extracellular,0.0004,0.8716,0.1263,0.0016,0.0000,0.0000
204,WP_000097322.1,Cytoplasmic,0.0000,0.0042,0.9948,0.0010,0.0000,0.0000
205,WP_000097460.1,Cytoplasmic,0.0003,0.0546,0.9433,0.0018,0.0000,0.0000
206,WP_000098285.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9990,0.0000,0.0000
207,WP_000101270.1,Cytoplasmic,0.0005,0.0141,0.9813,0.0041,0.0000,0.0000
208,WP_000101566.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
209,WP_000101625.1,Cytoplasmic,0.0008,0.0728,0.9194,0.0069,0.0000,0.0000
210,WP_000101976.1,Cytoplasmic,0.0000,0.0019,0.9911,0.0070,0.0000,0.0000
211,WP_000102735.1,Cytoplasmic,0.0003,0.0415,0.9491,0.0091,0.0000,0.0000
212,WP_000105070.1,Cytoplasmic,0.0059,0.0539,0.9181,0.0221,0.0000,0.0000
213,WP_000106134.1,Cytoplasmic,0.0001,0.0828,0.9166,0.0005,0.0000,0.0000
214,WP_000106184.1,Cytoplasmic,0.0003,0.0153,0.8579,0.1264,0.0000,0.0000
215,WP_000106334.1,Cytoplasmic Membrane,0.0002,0.0170,0.0004,0.9824,0.0000,0.0000
216,WP_000107170.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
217,WP_000108667.1,Cytoplasmic,0.0002,0.0019,0.9895,0.0084,0.0000,0.0000
218,WP_000109189.1,Cytoplasmic,0.0004,0.0337,0.9603,0.0056,0.0000,0.0000
219,WP_000109715.1,Cytoplasmic,0.0009,0.0118,0.9812,0.0061,0.0000,0.0000
220,WP_000109899.1,Cytoplasmic,0.0012,0.2526,0.6092,0.1370,0.0000,0.0000
221,WP_000110011.1,Cytoplasmic,0.0003,0.1025,0.8939,0.0034,0.0000,0.0000
222,WP_000110023.1,Extracellular,0.0046,0.5833,0.3772,0.0349,0.0000,0.0000
223,WP_000110253.1,Cytoplasmic,0.0003,0.1136,0.8794,0.0067,0.0000,0.0000
224,WP_000110600.1,Cytoplasmic Membrane,0.0004,0.0041,0.0158,0.9797,0.0000,0.0000
225,WP_000111116.1,Cytoplasmic Membrane,0.0000,0.0036,0.0004,0.9959,0.0000,0.0000
226,WP_000113261.1,Cytoplasmic,0.0003,0.0941,0.9036,0.0020,0.0000,0.0000
227,WP_000113851.1,Cytoplasmic,0.0003,0.0716,0.9272,0.0009,0.0000,0.0000
228,WP_000113975.1,Cytoplasmic,0.0009,0.1369,0.8425,0.0197,0.0000,0.0000
229,WP_000116232.1,Cytoplasmic,0.0001,0.0688,0.9302,0.0009,0.0000,0.0000
230,WP_000118307.1,Cytoplasmic,0.0304,0.1048,0.7914,0.0734,0.0000,0.0000
231,WP_000120109.1,Cytoplasmic Membrane,0.0000,0.0011,0.0001,0.9988,0.0000,0.0000
232,WP_000120317.1,Cell wall & surface,0.5825,0.2053,0.0003,0.2119,0.0000,0.0000
233,WP_000120370.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
234,WP_000120501.1,Cytoplasmic,0.0002,0.1154,0.8832,0.0012,0.0000,0.0000
235,WP_000120549.1,Cytoplasmic,0.0013,0.0415,0.9116,0.0456,0.0000,0.0000
236,WP_000121118.1,Cytoplasmic Membrane,0.0000,0.0015,0.0000,0.9985,0.0000,0.0000
237,WP_000121875.1,Cytoplasmic,0.0001,0.0035,0.9855,0.0108,0.0000,0.0000
238,WP_000122359.1,Cytoplasmic,0.0001,0.2972,0.6933,0.0093,0.0000,0.0000
239,WP_000123170.1,Cytoplasmic,0.0010,0.0402,0.9564,0.0025,0.0000,0.0000
240,WP_000123402.1,Cytoplasmic,0.0013,0.0510,0.8727,0.0750,0.0000,0.0000
241,WP_000124353.1,Cytoplasmic,0.0004,0.0568,0.8863,0.0564,0.0000,0.0000
242,WP_000125714.1,Cytoplasmic,0.0000,0.0022,0.9977,0.0001,0.0000,0.0000
243,WP_000127572.1,Cytoplasmic,0.0001,0.0005,0.9993,0.0001,0.0000,0.0000
244,WP_000127589.1,Cytoplasmic,0.0000,0.0020,0.9978,0.0002,0.0000,0.0000
245,WP_000128005.1,Cytoplasmic Membrane,0.0002,0.0047,0.0004,0.9947,0.0000,0.0000
246,WP_000128352.1,Cytoplasmic,0.0052,0.1004,0.5956,0.2988,0.0000,0.0000
247,WP_000128656.1,Cytoplasmic,0.0004,0.0830,0.9048,0.0118,0.0000,0.0000
248,WP_000128898.1,Cytoplasmic,0.0007,0.2517,0.6267,0.1209,0.0000,0.0000
249,WP_000129068.1,Cytoplasmic,0.0000,0.0017,0.9963,0.0021,0.0000,0.0000
250,WP_000129411.1,Cytoplasmic,0.0004,0.0830,0.8828,0.0338,0.0000,0.0000
251,WP_000129647.1,Cytoplasmic,0.0001,0.0007,0.9968,0.0024,0.0000,0.0000
252,WP_000130134.1,Cytoplasmic,0.0002,0.0104,0.9154,0.0739,0.0000,0.0000
253,WP_000130458.1,Cytoplasmic,0.0002,0.0019,0.9420,0.0558,0.0000,0.0000
254,WP_000130758.1,Cytoplasmic Membrane,0.0000,0.0011,0.0000,0.9989,0.0000,0.0000
255,WP_000131377.1,Cytoplasmic,0.0004,0.0154,0.9724,0.0118,0.0000,0.0000
256,WP_000131823.1,Cytoplasmic Membrane,0.0017,0.1580,0.3012,0.5391,0.0000,0.0000
257,WP_000132055.1,Cytoplasmic Membrane,0.0000,0.0414,0.2950,0.6635,0.0000,0.0000
258,WP_000132191.1,Cytoplasmic,0.0005,0.0168,0.9733,0.0094,0.0000,0.0000
259,WP_000132890.1,Cytoplasmic,0.0004,0.0477,0.9491,0.0028,0.0000,0.0000
260,WP_000133951.1,Cytoplasmic,0.0003,0.0038,0.9937,0.0022,0.0000,0.0000
261,WP_000134232.1,Cytoplasmic,0.0001,0.1956,0.8013,0.0031,0.0000,0.0000
262,WP_000134527.1,Cytoplasmic,0.0001,0.0049,0.9948,0.0003,0.0000,0.0000
263,WP_000134542.1,Cytoplasmic,0.0006,0.1775,0.5063,0.3156,0.0000,0.0000
264,WP_000134765.1,Cytoplasmic,0.0000,0.0039,0.9833,0.0127,0.0000,0.0000
265,WP_000134779.1,Cytoplasmic,0.0000,0.0025,0.9972,0.0004,0.0000,0.0000
266,WP_000134963.1,Cytoplasmic,0.0001,0.0494,0.9429,0.0075,0.0000,0.0000
267,WP_000136027.1,Cytoplasmic,0.0036,0.1279,0.8517,0.0167,0.0000,0.0000
268,WP_000136165.1,Cytoplasmic,0.0000,0.0628,0.9366,0.0005,0.0000,0.0000
269,WP_000136256.1,Cytoplasmic,0.0002,0.1133,0.8859,0.0006,0.0000,0.0000
270,WP_000136271.1,Cytoplasmic,0.0003,0.0057,0.9938,0.0003,0.0000,0.0000
271,WP_000136493.1,Cytoplasmic,0.0000,0.0020,0.9979,0.0000,0.0000,0.0000
