# SignalP-5.0	Organism: gram+	Timestamp: 20260320162106
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
WP_000022329.1	OTHER	0.007644	0.000741	0.001336	0.990279	
WP_000022728.1	OTHER	0.003061	0.000246	0.000341	0.996353	
WP_000023330.1	OTHER	0.017826	0.001465	0.001600	0.979109	
WP_000024146.1	OTHER	0.016627	0.000960	0.385895	0.596518	
WP_000024292.1	OTHER	0.003334	0.000221	0.000255	0.996190	
WP_000024830.1	OTHER	0.005565	0.002315	0.000737	0.991383	
WP_000025279.1	OTHER	0.002221	0.000263	0.000222	0.997294	
WP_000025835.1	OTHER	0.001690	0.000231	0.023387	0.974693	
WP_000026190.1	OTHER	0.146458	0.001097	0.032710	0.819735	
WP_000026308.1	OTHER	0.003174	0.000223	0.000615	0.995988	
WP_000027924.1	OTHER	0.002346	0.000217	0.000614	0.996823	
WP_000028422.1	OTHER	0.002844	0.000157	0.001230	0.995770	
WP_000028587.1	OTHER	0.006464	0.001226	0.000969	0.991341	
WP_000028598.1	OTHER	0.002830	0.000514	0.000637	0.996019	
WP_000029204.1	OTHER	0.047956	0.003449	0.032106	0.916488	
WP_000029430.1	OTHER	0.256215	0.002539	0.025806	0.715440	
WP_000029546.1	OTHER	0.002583	0.000096	0.000285	0.997035	
WP_000030061.1	OTHER	0.007652	0.000330	0.000366	0.991653	
WP_000030814.1	OTHER	0.025668	0.024848	0.002504	0.946980	
WP_000031108.1	OTHER	0.027561	0.011381	0.007759	0.953299	
WP_000031265.1	OTHER	0.077335	0.001947	0.003600	0.917118	
WP_000031403.1	OTHER	0.010558	0.000988	0.002140	0.986314	
WP_000031892.1	OTHER	0.001767	0.000214	0.000290	0.997730	
WP_000032653.1	OTHER	0.003169	0.000189	0.000354	0.996288	
WP_000032734.1	OTHER	0.011831	0.001013	0.002660	0.984496	
WP_000032836.1	LIPO(Sec/SPII)	0.000508	0.000057	0.998769	0.000666	CS pos: 19-20. LSG-CS. Pr: 0.9995
WP_000032840.1	OTHER	0.008448	0.000213	0.000450	0.990890	
WP_000033477.1	OTHER	0.007353	0.000184	0.005969	0.986494	
WP_000034506.1	OTHER	0.036072	0.001727	0.003037	0.959164	
WP_000034716.1	OTHER	0.019160	0.001154	0.025443	0.954243	
WP_000034728.1	OTHER	0.004504	0.001201	0.000466	0.993829	
WP_000034978.1	LIPO(Sec/SPII)	0.000616	0.000046	0.999160	0.000179	CS pos: 20-21. VTA-CG. Pr: 0.9997
WP_000035000.1	OTHER	0.007365	0.000410	0.001254	0.990971	
WP_000035058.1	OTHER	0.011423	0.000242	0.001170	0.987166	
WP_000035325.1	OTHER	0.000996	0.000080	0.000142	0.998782	
WP_000035759.1	OTHER	0.009707	0.000164	0.001291	0.988838	
WP_000036076.1	OTHER	0.004625	0.000187	0.000639	0.994550	
WP_000036329.1	LIPO(Sec/SPII)	0.071450	0.000687	0.519882	0.407981	CS pos: 19-20. AMM-CY. Pr: 0.4768
WP_000036631.1	OTHER	0.002420	0.000266	0.000233	0.997081	
WP_000037085.1	OTHER	0.015037	0.002293	0.002907	0.979762	
WP_000037317.1	OTHER	0.021296	0.003623	0.002909	0.972172	
WP_000037500.1	OTHER	0.178480	0.001563	0.106191	0.713767	
WP_000038220.1	OTHER	0.149226	0.000964	0.083580	0.766230	
WP_000038530.1	SP(Sec/SPI)	0.703659	0.002845	0.022967	0.270529	CS pos: 27-28. VYA-FF. Pr: 0.4302
WP_000038955.1	OTHER	0.251340	0.000869	0.010949	0.736843	
WP_000040041.1	OTHER	0.011239	0.000505	0.002015	0.986241	
WP_000040067.1	OTHER	0.003196	0.000121	0.000365	0.996318	
WP_000040584.1	OTHER	0.090104	0.002864	0.055501	0.851531	
WP_000040861.1	OTHER	0.007114	0.005121	0.000848	0.986917	
WP_000043237.1	OTHER	0.004111	0.000265	0.000429	0.995196	
WP_000043642.1	OTHER	0.008286	0.000488	0.000588	0.990637	
WP_000044369.1	OTHER	0.002054	0.000118	0.000166	0.997661	
WP_000044796.1	OTHER	0.004914	0.001285	0.001190	0.992610	
WP_000046022.1	OTHER	0.095780	0.008857	0.032947	0.862416	
WP_000046076.1	OTHER	0.159156	0.029488	0.008793	0.802563	
WP_000046606.1	OTHER	0.018228	0.001295	0.001594	0.978883	
WP_000047012.1	OTHER	0.003114	0.000468	0.000295	0.996124	
WP_000047120.1	OTHER	0.016461	0.002061	0.002882	0.978596	
WP_000047355.1	OTHER	0.013677	0.000511	0.001063	0.984749	
WP_000047745.1	OTHER	0.020749	0.001038	0.002731	0.975482	
WP_000047828.1	OTHER	0.005517	0.000260	0.000345	0.993878	
WP_000048060.1	OTHER	0.017333	0.006243	0.010111	0.966312	
WP_000048712.1	OTHER	0.002006	0.000137	0.000193	0.997665	
WP_000049150.1	OTHER	0.016178	0.001639	0.129025	0.853158	
WP_000049495.1	OTHER	0.006457	0.000177	0.000822	0.992544	
WP_000049917.1	OTHER	0.010951	0.000494	0.001853	0.986702	
WP_000050762.1	OTHER	0.003367	0.000205	0.000224	0.996204	
WP_000050973.1	OTHER	0.002928	0.000183	0.000244	0.996645	
WP_000051210.1	OTHER	0.006133	0.000874	0.001567	0.991425	
WP_000052076.1	OTHER	0.008667	0.000710	0.122172	0.868451	
WP_000052330.1	OTHER	0.006995	0.000236	0.000680	0.992089	
WP_000052599.1	OTHER	0.001184	0.000053	0.000177	0.998586	
WP_000052781.1	OTHER	0.012719	0.000229	0.000739	0.986313	
WP_000054599.1	OTHER	0.001449	0.000287	0.002918	0.995346	
WP_000055337.1	OTHER	0.001202	0.000369	0.000274	0.998156	
WP_000055857.1	OTHER	0.001819	0.000834	0.000472	0.996875	
WP_000057330.1	OTHER	0.013405	0.000561	0.001311	0.984723	
WP_000057557.1	OTHER	0.002305	0.000165	0.000214	0.997316	
WP_000057594.1	OTHER	0.003491	0.000228	0.000529	0.995752	
WP_000058389.1	OTHER	0.012323	0.003306	0.001611	0.982760	
WP_000060783.1	OTHER	0.267168	0.023844	0.012810	0.696178	
WP_000061871.1	OTHER	0.005815	0.000242	0.000638	0.993306	
WP_000062404.1	OTHER	0.002305	0.004784	0.000628	0.992284	
WP_000062534.1	OTHER	0.012669	0.002332	0.003357	0.981642	
WP_000062636.1	OTHER	0.064683	0.000430	0.102466	0.832422	
WP_000063551.1	OTHER	0.013986	0.001448	0.004009	0.980556	
WP_000064078.1	OTHER	0.001191	0.000151	0.000213	0.998446	
WP_000064214.1	OTHER	0.058847	0.013865	0.021073	0.906215	
WP_000064778.1	OTHER	0.012697	0.000621	0.017980	0.968701	
WP_000065019.1	OTHER	0.004822	0.000228	0.001121	0.993828	
WP_000065345.1	OTHER	0.032471	0.000313	0.023094	0.944122	
WP_000066017.1	OTHER	0.043773	0.007323	0.047451	0.901453	
WP_000066056.1	OTHER	0.002110	0.000260	0.000243	0.997388	
WP_000066097.1	OTHER	0.024670	0.000875	0.003451	0.971004	
WP_000066177.1	OTHER	0.018438	0.003944	0.004834	0.972784	
WP_000066361.1	OTHER	0.002069	0.000244	0.000332	0.997355	
WP_000066379.1	OTHER	0.005725	0.000718	0.000643	0.992915	
WP_000066521.1	OTHER	0.009996	0.000463	0.004264	0.985277	
WP_000066900.1	OTHER	0.000785	0.000150	0.000157	0.998908	
WP_000067112.1	OTHER	0.003594	0.000196	0.000357	0.995853	
WP_000067145.1	OTHER	0.004151	0.000223	0.000666	0.994960	
WP_000067268.1	OTHER	0.018369	0.001233	0.001437	0.978960	
WP_000067363.1	OTHER	0.006678	0.000447	0.000277	0.992598	
WP_000068176.1	OTHER	0.004498	0.000165	0.000333	0.995004	
WP_000068621.1	OTHER	0.006334	0.000450	0.000740	0.992475	
WP_000069298.1	OTHER	0.014107	0.084419	0.003534	0.897939	
WP_000069452.1	OTHER	0.017476	0.000772	0.002268	0.979483	
WP_000070654.1	OTHER	0.114209	0.008754	0.121632	0.755404	
WP_000070826.1	OTHER	0.105218	0.000937	0.005709	0.888136	
WP_000070866.1	OTHER	0.004322	0.000179	0.000538	0.994961	
WP_000070967.1	OTHER	0.010098	0.000713	0.016984	0.972205	
WP_000071351.1	OTHER	0.004735	0.000565	0.000817	0.993883	
WP_000071899.1	OTHER	0.020764	0.002025	0.015526	0.961685	
WP_000072154.1	OTHER	0.002623	0.000121	0.025367	0.971888	
WP_000072295.1	OTHER	0.005306	0.000411	0.000671	0.993612	
WP_000072447.1	OTHER	0.003003	0.000257	0.001171	0.995569	
WP_000072622.1	OTHER	0.012969	0.001087	0.001067	0.984877	
WP_000072632.1	OTHER	0.017611	0.002525	0.001155	0.978708	
WP_000072681.1	OTHER	0.011612	0.001933	0.002290	0.984164	
WP_000073177.1	OTHER	0.013793	0.001010	0.001581	0.983616	
WP_000073195.1	OTHER	0.001845	0.000122	0.000227	0.997806	
WP_000073334.1	OTHER	0.002012	0.000216	0.000358	0.997414	
WP_000074001.1	OTHER	0.004422	0.000282	0.000685	0.994611	
WP_000075713.1	OTHER	0.004657	0.000608	0.000761	0.993974	
WP_000076025.1	OTHER	0.008765	0.000355	0.000610	0.990270	
WP_000076413.1	OTHER	0.006823	0.000916	0.001134	0.991127	
WP_000076662.1	OTHER	0.015617	0.001072	0.004780	0.978530	
WP_000076692.1	OTHER	0.014325	0.007821	0.002457	0.975397	
WP_000076914.1	OTHER	0.056544	0.012928	0.001866	0.928662	
WP_000077311.1	OTHER	0.012218	0.001371	0.002838	0.983573	
WP_000077342.1	OTHER	0.012615	0.001650	0.002115	0.983619	
WP_000077549.1	OTHER	0.002546	0.000655	0.000340	0.996459	
WP_000078278.1	OTHER	0.004705	0.000387	0.000437	0.994471	
WP_000079140.1	LIPO(Sec/SPII)	0.354195	0.001322	0.500730	0.143753	CS pos: 26-27. TSK-CV. Pr: 0.4079
WP_000079317.1	OTHER	0.184518	0.037838	0.006279	0.771364	
WP_000079448.1	OTHER	0.010288	0.000684	0.001655	0.987373	
WP_000080025.1	OTHER	0.001922	0.000099	0.000254	0.997726	
WP_000080571.1	OTHER	0.013525	0.000801	0.002599	0.983075	
WP_000081181.1	OTHER	0.031800	0.001300	0.006068	0.960831	
WP_000081597.1	OTHER	0.001871	0.000303	0.220432	0.777394	
WP_000082568.1	OTHER	0.003520	0.000158	0.000429	0.995894	
WP_000082722.1	OTHER	0.002398	0.000410	0.000373	0.996819	
WP_000083795.1	OTHER	0.009201	0.000988	0.003510	0.986300	
WP_000084775.1	OTHER	0.072830	0.000468	0.013411	0.913291	
WP_000084835.1	OTHER	0.016832	0.000200	0.000493	0.982475	
WP_000087104.1	OTHER	0.016788	0.017013	0.001153	0.965047	
WP_000087384.1	OTHER	0.003034	0.000399	0.000273	0.996294	
WP_000087561.1	OTHER	0.001444	0.000282	0.000314	0.997960	
WP_000088195.1	OTHER	0.007284	0.001377	0.001440	0.989899	
WP_000088437.1	OTHER	0.004035	0.000177	0.000293	0.995495	
WP_000088649.1	OTHER	0.016959	0.000883	0.004028	0.978130	
WP_000088715.1	OTHER	0.004720	0.000194	0.000364	0.994722	
WP_000089284.1	SP(Sec/SPI)	0.700353	0.010385	0.002925	0.286336	CS pos: 33-34. AWS-SL. Pr: 0.3861
WP_000089857.1	OTHER	0.039583	0.007773	0.001745	0.950899	
WP_000089941.1	OTHER	0.006709	0.000717	0.000537	0.992037	
WP_000090315.1	OTHER	0.008820	0.001526	0.001261	0.988393	
WP_000090514.1	OTHER	0.016333	0.011778	0.010986	0.960903	
WP_000090796.1	OTHER	0.116633	0.010366	0.006245	0.866756	
WP_000091444.1	OTHER	0.017016	0.000300	0.010653	0.972031	
WP_000091975.1	OTHER	0.008363	0.000401	0.000857	0.990379	
WP_000093347.1	OTHER	0.004500	0.000579	0.000703	0.994219	
WP_000094573.1	OTHER	0.005044	0.002612	0.000366	0.991979	
WP_000095328.1	OTHER	0.012079	0.000505	0.001896	0.985519	
WP_000095390.1	OTHER	0.009809	0.002871	0.000849	0.986471	
WP_000097322.1	OTHER	0.004485	0.000119	0.000266	0.995130	
WP_000097463.1	OTHER	0.002140	0.000270	0.000521	0.997068	
WP_000098285.1	OTHER	0.008585	0.000154	0.048829	0.942432	
WP_000101274.1	OTHER	0.003590	0.000275	0.000556	0.995579	
WP_000101538.1	OTHER	0.015444	0.004814	0.083446	0.896295	
WP_000101625.1	OTHER	0.045703	0.006344	0.001844	0.946109	
WP_000101976.1	OTHER	0.004145	0.000213	0.000302	0.995340	
WP_000102741.1	OTHER	0.010866	0.004874	0.000653	0.983607	
WP_000105070.1	OTHER	0.023101	0.000621	0.034757	0.941521	
WP_000106134.1	OTHER	0.056954	0.000955	0.002552	0.939539	
WP_000106185.1	OTHER	0.003010	0.000505	0.000686	0.995800	
WP_000106312.1	OTHER	0.085682	0.001574	0.020749	0.891995	
WP_000108671.1	OTHER	0.010218	0.000499	0.003792	0.985491	
WP_000109909.1	OTHER	0.016392	0.000978	0.000732	0.981899	
WP_000110011.1	OTHER	0.009002	0.003688	0.001527	0.985783	
WP_000110023.1	OTHER	0.005610	0.000732	0.001403	0.992255	
WP_000110252.1	OTHER	0.018856	0.002425	0.002333	0.976387	
WP_000110603.1	OTHER	0.351133	0.001289	0.216154	0.431424	
WP_000111116.1	OTHER	0.386038	0.013470	0.031036	0.569456	
WP_000113851.1	OTHER	0.010797	0.009728	0.001580	0.977895	
WP_000113974.1	OTHER	0.001928	0.000442	0.000371	0.997259	
WP_000115658.1	OTHER	0.005577	0.000202	0.001337	0.992884	
WP_000116227.1	OTHER	0.003911	0.000952	0.000795	0.994342	
WP_000118301.1	OTHER	0.005444	0.001518	0.001815	0.991222	
WP_000119405.1	OTHER	0.008393	0.002271	0.004586	0.984749	
WP_000120115.1	OTHER	0.002267	0.000434	0.001141	0.996158	
WP_000120330.1	SP(Sec/SPI)	0.982095	0.013142	0.003682	0.001080	CS pos: 33-34. VEA-KD. Pr: 0.9258
WP_000120368.1	OTHER	0.160057	0.001101	0.003457	0.835386	
WP_000120494.1	OTHER	0.005746	0.001573	0.000815	0.991866	
WP_000120549.1	OTHER	0.003385	0.000173	0.000560	0.995882	
WP_000120605.1	OTHER	0.026409	0.003411	0.093135	0.877045	
WP_000121112.1	OTHER	0.068841	0.002422	0.004465	0.924272	
WP_000121211.1	OTHER	0.009355	0.003388	0.003316	0.983941	
WP_000121213.1	OTHER	0.009355	0.003388	0.003316	0.983941	
WP_000121871.1	OTHER	0.047700	0.002210	0.001625	0.948466	
WP_000122332.1	OTHER	0.015694	0.000575	0.004131	0.979600	
WP_000123171.1	OTHER	0.004062	0.000276	0.000429	0.995233	
WP_000123402.1	OTHER	0.019470	0.000353	0.002434	0.977743	
WP_000124353.1	OTHER	0.004765	0.002671	0.000909	0.991656	
WP_000125075.1	OTHER	0.001126	0.000156	0.000184	0.998535	
WP_000125701.1	OTHER	0.006368	0.000286	0.000617	0.992730	
WP_000127572.1	OTHER	0.003665	0.000647	0.001578	0.994111	
WP_000127596.1	OTHER	0.002434	0.000132	0.000473	0.996960	
WP_000127979.1	OTHER	0.001519	0.000272	0.001285	0.996924	
WP_000128367.1	OTHER	0.090177	0.001479	0.034633	0.873711	
WP_000128656.1	OTHER	0.001597	0.000160	0.000179	0.998064	
WP_000128907.1	OTHER	0.003975	0.001213	0.000548	0.994265	
WP_000129072.1	OTHER	0.014521	0.006697	0.001095	0.977687	
WP_000129413.1	OTHER	0.001529	0.000088	0.000227	0.998156	
WP_000129645.1	OTHER	0.004344	0.000288	0.000819	0.994548	
WP_000130145.1	OTHER	0.004002	0.000185	0.000309	0.995504	
WP_000130451.1	OTHER	0.001541	0.000103	0.000337	0.998019	
WP_000131366.1	OTHER	0.004691	0.000216	0.000333	0.994760	
WP_000131820.1	OTHER	0.014099	0.000242	0.000876	0.984784	
WP_000132195.1	OTHER	0.004141	0.000328	0.000541	0.994990	
WP_000132893.1	OTHER	0.003626	0.000175	0.000457	0.995742	
WP_000133953.1	OTHER	0.021822	0.000535	0.000886	0.976757	
WP_000134231.1	OTHER	0.005134	0.000320	0.001326	0.993221	
WP_000134529.1	OTHER	0.019512	0.002523	0.002946	0.975018	
WP_000134548.1	OTHER	0.004854	0.000685	0.001329	0.993132	
WP_000134765.1	OTHER	0.003811	0.000480	0.000587	0.995122	
WP_000134779.1	OTHER	0.001044	0.000215	0.000193	0.998549	
WP_000134960.1	OTHER	0.070319	0.032442	0.007824	0.889415	
WP_000136022.1	OTHER	0.003790	0.000258	0.000954	0.994998	
WP_000136159.1	OTHER	0.001766	0.000557	0.000344	0.997333	
WP_000136257.1	OTHER	0.003082	0.000174	0.000481	0.996263	
WP_000136272.1	OTHER	0.005401	0.001403	0.000972	0.992224	
WP_000136482.1	OTHER	0.006641	0.000264	0.000957	0.992138	
WP_000136645.1	OTHER	0.039495	0.000888	0.032154	0.927463	
WP_000136948.1	OTHER	0.004024	0.000260	0.000268	0.995448	
WP_000137775.1	OTHER	0.003358	0.000556	0.000333	0.995753	
WP_000138218.1	OTHER	0.004428	0.000272	0.000783	0.994517	
WP_000138334.1	OTHER	0.001521	0.000338	0.022601	0.975541	
WP_000138413.1	OTHER	0.003906	0.001439	0.000649	0.994006	
WP_000138472.1	OTHER	0.046046	0.000691	0.001129	0.952134	
WP_000138487.1	OTHER	0.002571	0.000265	0.000366	0.996798	
WP_000138663.1	OTHER	0.055668	0.001295	0.002370	0.940668	
WP_000139200.1	OTHER	0.013450	0.000265	0.004015	0.982269	
WP_000139497.1	OTHER	0.000845	0.000099	0.000185	0.998871	
WP_000139709.1	OTHER	0.004045	0.000889	0.000799	0.994267	
WP_000140043.1	OTHER	0.010803	0.000751	0.000906	0.987540	
WP_000140179.1	OTHER	0.014981	0.017475	0.002169	0.965375	
WP_000140675.1	OTHER	0.006190	0.000743	0.003121	0.989945	
WP_000140784.1	OTHER	0.004415	0.000631	0.000707	0.994247	
WP_000140910.1	OTHER	0.005941	0.002509	0.000726	0.990824	
WP_000141110.1	OTHER	0.002278	0.000151	0.000409	0.997163	
WP_000142017.1	OTHER	0.006518	0.000382	0.000680	0.992420	
WP_000142078.1	OTHER	0.006985	0.000548	0.000618	0.991849	
WP_000142189.1	OTHER	0.003255	0.000279	0.000562	0.995904	
WP_000143418.1	OTHER	0.000379	0.000142	0.013345	0.986134	
WP_000143489.1	OTHER	0.002827	0.000404	0.001624	0.995145	
WP_000143673.1	OTHER	0.008649	0.000159	0.005685	0.985507	
WP_000145163.1	OTHER	0.005284	0.000164	0.000659	0.993893	
WP_000145507.1	OTHER	0.016728	0.000528	0.007393	0.975351	
WP_000145511.1	OTHER	0.006254	0.001079	0.007243	0.985424	
WP_000145567.1	OTHER	0.001637	0.000153	0.000386	0.997823	
WP_000147093.1	OTHER	0.025665	0.001729	0.012586	0.960020	
WP_000148605.1	OTHER	0.024611	0.005617	0.002075	0.967697	
WP_000148821.1	OTHER	0.001461	0.000095	0.000234	0.998210	
WP_000148855.1	OTHER	0.002130	0.000403	0.000235	0.997232	
WP_000149064.1	OTHER	0.001300	0.000210	0.074940	0.923550	
WP_000149267.1	OTHER	0.008868	0.000525	0.000513	0.990093	
WP_000149292.1	OTHER	0.007452	0.002648	0.000704	0.989196	
WP_000149344.1	OTHER	0.002662	0.000098	0.000616	0.996624	
WP_000149412.1	OTHER	0.005497	0.001617	0.001074	0.991812	
WP_000149426.1	OTHER	0.004472	0.000307	0.005674	0.989546	
WP_000149503.1	OTHER	0.002519	0.000160	0.000297	0.997024	
WP_000149686.1	OTHER	0.006109	0.000245	0.004608	0.989039	
WP_000150036.1	OTHER	0.001226	0.000053	0.000124	0.998596	
WP_000150173.1	OTHER	0.018125	0.001102	0.001738	0.979036	
WP_000150205.1	OTHER	0.006346	0.000261	0.001412	0.991981	
WP_000150936.1	OTHER	0.001081	0.000143	0.000143	0.998632	
WP_000151114.1	OTHER	0.001938	0.000193	0.000249	0.997620	
WP_000153340.1	OTHER	0.008763	0.000838	0.000796	0.989604	
WP_000153458.1	OTHER	0.019834	0.000828	0.004994	0.974343	
WP_000153535.1	OTHER	0.006685	0.000295	0.000629	0.992390	
WP_000153547.1	OTHER	0.011278	0.000308	0.003165	0.985249	
WP_000153717.1	OTHER	0.003522	0.000182	0.000537	0.995760	
WP_000153733.1	OTHER	0.005027	0.000306	0.000355	0.994311	
WP_000154164.1	OTHER	0.004962	0.000522	0.000452	0.994064	
WP_000154245.1	OTHER	0.006634	0.001734	0.000867	0.990765	
WP_000154465.1	OTHER	0.002996	0.000292	0.002079	0.994633	
WP_000154479.1	OTHER	0.004639	0.000213	0.030830	0.964317	
WP_000154506.1	OTHER	0.123262	0.007634	0.024673	0.844431	
WP_000154559.1	OTHER	0.005143	0.000931	0.000902	0.993024	
WP_000154950.1	OTHER	0.006379	0.000377	0.000870	0.992374	
WP_000157348.1	OTHER	0.011181	0.000679	0.002466	0.985674	
WP_000157603.1	OTHER	0.013210	0.003220	0.001963	0.981607	
WP_000157627.1	OTHER	0.084059	0.004089	0.029091	0.882761	
WP_000157647.1	OTHER	0.012377	0.000778	0.001316	0.985529	
WP_000158021.1	OTHER	0.002745	0.000217	0.065638	0.931400	
WP_000158375.1	OTHER	0.006877	0.000229	0.001457	0.991437	
WP_000158417.1	OTHER	0.013522	0.000503	0.002163	0.983812	
WP_000159047.1	OTHER	0.007707	0.001272	0.023915	0.967105	
WP_000159128.1	OTHER	0.010408	0.000255	0.000743	0.988594	
WP_000159577.1	OTHER	0.010895	0.001817	0.002516	0.984772	
WP_000159639.1	OTHER	0.006428	0.000312	0.001540	0.991720	
WP_000159755.1	OTHER	0.004499	0.000481	0.001048	0.993972	
WP_000159835.1	OTHER	0.012491	0.006230	0.002561	0.978718	
WP_000159866.1	OTHER	0.008929	0.035957	0.000884	0.954230	
WP_000159899.1	OTHER	0.248470	0.004154	0.028360	0.719015	
WP_000159960.1	OTHER	0.107719	0.010687	0.063485	0.818109	
WP_000160058.1	OTHER	0.007761	0.000133	0.000530	0.991576	
WP_000160212.1	OTHER	0.020628	0.000459	0.001225	0.977688	
WP_000160304.1	OTHER	0.013157	0.000503	0.000946	0.985395	
WP_000160430.1	OTHER	0.003311	0.000513	0.000405	0.995771	
WP_000160442.1	OTHER	0.190448	0.015240	0.053054	0.741259	
WP_000160688.1	OTHER	0.009007	0.000301	0.001028	0.989664	
WP_000160848.1	SP(Sec/SPI)	0.847946	0.055607	0.011802	0.084645	CS pos: 46-47. VNA-AT. Pr: 0.7236
WP_000160914.1	OTHER	0.279582	0.005252	0.013134	0.702032	
WP_000161291.1	OTHER	0.011881	0.000818	0.001435	0.985866	
WP_000161314.1	OTHER	0.009185	0.000323	0.006250	0.984241	
WP_000161364.1	OTHER	0.008111	0.000323	0.000661	0.990904	
WP_000161541.1	OTHER	0.009748	0.000599	0.001647	0.988005	
WP_000161659.1	OTHER	0.006431	0.000164	0.000732	0.992673	
WP_000161753.1	SP(Sec/SPI)	0.601849	0.005195	0.013688	0.379268	CS pos: 21-22. VLA-EN. Pr: 0.5269
WP_000161837.1	OTHER	0.030131	0.001482	0.004751	0.963636	
WP_000161933.1	OTHER	0.006631	0.000422	0.000559	0.992387	
WP_000162204.1	OTHER	0.147912	0.002245	0.075152	0.774691	
WP_000162591.1	OTHER	0.005530	0.000558	0.001076	0.992836	
WP_000162661.1	OTHER	0.095660	0.001248	0.006185	0.896907	
WP_000162804.1	LIPO(Sec/SPII)	0.001461	0.000083	0.998277	0.000179	CS pos: 18-19. LTA-CG. Pr: 0.9989
WP_000162890.1	OTHER	0.027741	0.000372	0.002039	0.969848	
WP_000163281.1	OTHER	0.009979	0.000363	0.000978	0.988680	
WP_000163414.1	OTHER	0.061877	0.002179	0.005442	0.930501	
WP_000163520.1	OTHER	0.029725	0.000786	0.004488	0.965001	
WP_000163621.1	OTHER	0.003707	0.000123	0.000454	0.995715	
WP_000163741.1	OTHER	0.013361	0.001038	0.001900	0.983702	
WP_000163803.1	OTHER	0.006148	0.000207	0.001100	0.992545	
WP_000163826.1	OTHER	0.187880	0.000567	0.029718	0.781835	
WP_000163983.1	OTHER	0.111339	0.006057	0.021288	0.861316	
WP_000164332.1	OTHER	0.002483	0.000119	0.000211	0.997187	
WP_000164421.1	OTHER	0.005651	0.000362	0.001327	0.992660	
WP_000164553.1	OTHER	0.002449	0.000130	0.000387	0.997034	
WP_000164963.1	OTHER	0.184203	0.001546	0.012286	0.801965	
WP_000165375.1	OTHER	0.035465	0.015883	0.000732	0.947920	
WP_000165530.1	OTHER	0.004999	0.000234	0.000583	0.994183	
WP_000166055.1	OTHER	0.003441	0.000229	0.000313	0.996018	
WP_000166793.1	OTHER	0.009038	0.000301	0.004974	0.985687	
WP_000166895.1	OTHER	0.002227	0.000229	0.016777	0.980767	
WP_000166911.1	OTHER	0.154239	0.000762	0.011494	0.833505	
WP_000167269.1	OTHER	0.019676	0.002441	0.003352	0.974530	
WP_000167321.1	OTHER	0.007347	0.000290	0.000678	0.991685	
WP_000167535.1	OTHER	0.117609	0.003309	0.047559	0.831524	
