# SignalP-5.0	Organism: gram+	Timestamp: 20260320164730
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
WP_000031260.1	OTHER	0.075434	0.004281	0.005033	0.915252	
WP_000031403.1	OTHER	0.010558	0.000988	0.002140	0.986314	
WP_000031514.1	OTHER	0.006136	0.000127	0.000452	0.993286	
WP_000031892.1	OTHER	0.001767	0.000214	0.000290	0.997730	
WP_000032649.1	OTHER	0.002956	0.000182	0.000360	0.996502	
WP_000032742.1	OTHER	0.011831	0.001013	0.002660	0.984496	
WP_000032836.1	LIPO(Sec/SPII)	0.000508	0.000057	0.998769	0.000666	CS pos: 19-20. LSG-CS. Pr: 0.9995
WP_000033477.1	OTHER	0.007353	0.000184	0.005969	0.986494	
WP_000034511.1	OTHER	0.036072	0.001727	0.003037	0.959164	
WP_000034716.1	OTHER	0.019160	0.001154	0.025443	0.954243	
WP_000034729.1	OTHER	0.004504	0.001201	0.000466	0.993829	
WP_000034972.1	LIPO(Sec/SPII)	0.000597	0.000041	0.999205	0.000157	CS pos: 20-21. VTA-CG. Pr: 0.9997
WP_000035058.1	OTHER	0.011423	0.000242	0.001170	0.987166	
WP_000035320.1	OTHER	0.000996	0.000080	0.000142	0.998782	
WP_000035764.1	OTHER	0.009707	0.000164	0.001291	0.988838	
WP_000036009.1	OTHER	0.009412	0.000467	0.001792	0.988329	
WP_000036076.1	OTHER	0.004625	0.000187	0.000639	0.994550	
WP_000036086.1	OTHER	0.044210	0.001917	0.006988	0.946885	
WP_000036325.1	LIPO(Sec/SPII)	0.034585	0.000368	0.598753	0.366295	CS pos: 19-20. AMM-CY. Pr: 0.5612
WP_000036631.1	OTHER	0.002420	0.000266	0.000233	0.997081	
WP_000037326.1	OTHER	0.021296	0.003623	0.002909	0.972172	
WP_000038224.1	OTHER	0.300050	0.001239	0.131865	0.566846	
WP_000038521.1	SP(Sec/SPI)	0.703659	0.002845	0.022967	0.270529	CS pos: 27-28. VYA-FF. Pr: 0.4302
WP_000038962.1	OTHER	0.251340	0.000869	0.010949	0.736843	
WP_000040052.1	OTHER	0.010447	0.000492	0.001810	0.987251	
WP_000040069.1	OTHER	0.003368	0.000125	0.000381	0.996126	
WP_000040605.1	OTHER	0.078291	0.004240	0.053789	0.863680	
WP_000040872.1	OTHER	0.005328	0.002313	0.000556	0.991803	
WP_000041872.1	OTHER	0.013439	0.000767	0.002058	0.983736	
WP_000043237.1	OTHER	0.004111	0.000265	0.000429	0.995196	
WP_000043646.1	OTHER	0.008141	0.000495	0.000586	0.990778	
WP_000044568.1	OTHER	0.014476	0.001399	0.001119	0.983006	
WP_000044799.1	OTHER	0.004914	0.001285	0.001190	0.992610	
WP_000046022.1	OTHER	0.095780	0.008857	0.032947	0.862416	
WP_000046076.1	OTHER	0.159156	0.029488	0.008793	0.802563	
WP_000046602.1	OTHER	0.018228	0.001295	0.001594	0.978883	
WP_000046620.1	OTHER	0.016089	0.006661	0.004164	0.973086	
WP_000047009.1	OTHER	0.003114	0.000468	0.000295	0.996124	
WP_000047254.1	OTHER	0.032439	0.005185	0.003054	0.959323	
WP_000047824.1	OTHER	0.005517	0.000260	0.000345	0.993878	
WP_000048060.1	OTHER	0.017333	0.006243	0.010111	0.966312	
WP_000048712.1	OTHER	0.002006	0.000137	0.000193	0.997665	
WP_000049146.1	OTHER	0.016178	0.001639	0.129025	0.853158	
WP_000049478.1	OTHER	0.008154	0.000166	0.000780	0.990901	
WP_000049916.1	OTHER	0.010951	0.000494	0.001853	0.986702	
WP_000050764.1	OTHER	0.003367	0.000205	0.000224	0.996204	
WP_000050973.1	OTHER	0.002928	0.000183	0.000244	0.996645	
WP_000051208.1	OTHER	0.006941	0.000940	0.001748	0.990371	
WP_000052076.1	OTHER	0.008667	0.000710	0.122172	0.868451	
WP_000052305.1	OTHER	0.017413	0.000280	0.000671	0.981636	
WP_000052590.1	OTHER	0.001198	0.000054	0.000176	0.998571	
WP_000052781.1	OTHER	0.012719	0.000229	0.000739	0.986313	
WP_000054607.1	OTHER	0.001449	0.000287	0.002918	0.995346	
WP_000055340.1	OTHER	0.001202	0.000369	0.000274	0.998156	
WP_000055852.1	OTHER	0.001759	0.000486	0.000281	0.997474	
WP_000056386.1	OTHER	0.015979	0.002323	0.003820	0.977878	
WP_000057330.1	OTHER	0.013405	0.000561	0.001311	0.984723	
WP_000057562.1	OTHER	0.002305	0.000165	0.000214	0.997316	
WP_000057594.1	OTHER	0.003491	0.000228	0.000529	0.995752	
WP_000058389.1	OTHER	0.012323	0.003306	0.001611	0.982760	
WP_000060762.1	OTHER	0.195660	0.016227	0.007429	0.780684	
WP_000061866.1	OTHER	0.005815	0.000242	0.000638	0.993306	
WP_000062407.1	OTHER	0.002305	0.004784	0.000628	0.992284	
WP_000062644.1	OTHER	0.064683	0.000430	0.102466	0.832422	
WP_000063550.1	OTHER	0.013986	0.001448	0.004009	0.980556	
WP_000064078.1	OTHER	0.001191	0.000151	0.000213	0.998446	
WP_000064214.1	OTHER	0.058847	0.013865	0.021073	0.906215	
WP_000064770.1	OTHER	0.012697	0.000621	0.017980	0.968701	
WP_000065020.1	OTHER	0.006656	0.000182	0.001561	0.991600	
WP_000066020.1	OTHER	0.038527	0.007372	0.053786	0.900315	
WP_000066053.1	OTHER	0.002110	0.000260	0.000243	0.997388	
WP_000066097.1	OTHER	0.024670	0.000875	0.003451	0.971004	
WP_000066368.1	OTHER	0.002295	0.000272	0.000359	0.997074	
WP_000066381.1	OTHER	0.005725	0.000718	0.000643	0.992915	
WP_000066528.1	OTHER	0.009996	0.000463	0.004264	0.985277	
WP_000066900.1	OTHER	0.000785	0.000150	0.000157	0.998908	
WP_000067117.1	OTHER	0.004181	0.000213	0.000410	0.995196	
WP_000067127.1	OTHER	0.003225	0.000137	0.000504	0.996134	
WP_000067246.1	OTHER	0.000857	0.000131	0.000164	0.998848	
WP_000067344.1	OTHER	0.007023	0.000548	0.000304	0.992124	
WP_000068176.1	OTHER	0.004498	0.000165	0.000333	0.995004	
WP_000068610.1	OTHER	0.006334	0.000450	0.000740	0.992475	
WP_000069091.1	OTHER	0.002464	0.000230	0.000371	0.996936	
WP_000069297.1	OTHER	0.014107	0.084419	0.003534	0.897939	
WP_000070637.1	OTHER	0.101560	0.007730	0.119115	0.771595	
WP_000070828.1	OTHER	0.105218	0.000937	0.005709	0.888136	
WP_000070865.1	OTHER	0.004322	0.000179	0.000538	0.994961	
WP_000070962.1	OTHER	0.012807	0.000994	0.024115	0.962084	
WP_000071351.1	OTHER	0.004735	0.000565	0.000817	0.993883	
WP_000071902.1	OTHER	0.022377	0.002178	0.016340	0.959105	
WP_000072151.1	OTHER	0.002623	0.000121	0.025367	0.971888	
WP_000072391.1	OTHER	0.009070	0.000282	0.000849	0.989799	
WP_000072467.1	OTHER	0.001600	0.000193	0.001416	0.996791	
WP_000072554.1	OTHER	0.006574	0.000284	0.000883	0.992260	
WP_000072616.1	OTHER	0.010188	0.002066	0.001751	0.985995	
WP_000072681.1	OTHER	0.011612	0.001933	0.002290	0.984164	
WP_000073178.1	OTHER	0.013793	0.001010	0.001581	0.983616	
WP_000073195.1	OTHER	0.001845	0.000122	0.000227	0.997806	
WP_000073342.1	OTHER	0.002012	0.000216	0.000358	0.997414	
WP_000074013.1	OTHER	0.004422	0.000282	0.000685	0.994611	
WP_000074048.1	OTHER	0.004067	0.000204	0.000498	0.995231	
WP_000075712.1	OTHER	0.004657	0.000608	0.000761	0.993974	
WP_000076033.1	OTHER	0.011080	0.001192	0.000768	0.986961	
WP_000076402.1	OTHER	0.006928	0.001034	0.001259	0.990779	
WP_000076662.1	OTHER	0.015617	0.001072	0.004780	0.978530	
WP_000076689.1	OTHER	0.014325	0.007821	0.002457	0.975397	
WP_000076925.1	OTHER	0.066023	0.024209	0.002925	0.906843	
WP_000077331.1	OTHER	0.011577	0.001511	0.002700	0.984212	
WP_000077355.1	OTHER	0.012700	0.001822	0.002108	0.983371	
WP_000077551.1	OTHER	0.002801	0.001185	0.000322	0.995692	
WP_000078097.1	OTHER	0.004094	0.000301	0.000383	0.995222	
WP_000079140.1	LIPO(Sec/SPII)	0.354195	0.001322	0.500730	0.143753	CS pos: 26-27. TSK-CV. Pr: 0.4079
WP_000079318.1	OTHER	0.184518	0.037838	0.006279	0.771364	
WP_000079444.1	OTHER	0.012825	0.000943	0.002058	0.984174	
WP_000080026.1	OTHER	0.001922	0.000099	0.000254	0.997726	
WP_000081240.1	OTHER	0.036712	0.001296	0.007130	0.954863	
WP_000081602.1	OTHER	0.002049	0.000315	0.245105	0.752532	
WP_000082534.1	OTHER	0.035586	0.006403	0.001321	0.956689	
WP_000082565.1	OTHER	0.003520	0.000158	0.000429	0.995894	
WP_000082737.1	OTHER	0.002524	0.000355	0.000369	0.996752	
WP_000083790.1	OTHER	0.009201	0.000988	0.003510	0.986300	
WP_000084781.1	OTHER	0.077608	0.000521	0.013730	0.908141	
WP_000084826.1	OTHER	0.016832	0.000200	0.000493	0.982475	
WP_000087113.1	OTHER	0.017513	0.016780	0.001282	0.964425	
WP_000087385.1	OTHER	0.002999	0.000255	0.000267	0.996479	
WP_000087561.1	OTHER	0.001444	0.000282	0.000314	0.997960	
WP_000088195.1	OTHER	0.007284	0.001377	0.001440	0.989899	
WP_000088437.1	OTHER	0.004035	0.000177	0.000293	0.995495	
WP_000088650.1	OTHER	0.016959	0.000883	0.004028	0.978130	
WP_000088727.1	OTHER	0.004492	0.000187	0.000391	0.994930	
WP_000089945.1	OTHER	0.006709	0.000717	0.000537	0.992037	
WP_000090315.1	OTHER	0.008820	0.001526	0.001261	0.988393	
WP_000090512.1	OTHER	0.016333	0.011778	0.010986	0.960903	
WP_000090796.1	OTHER	0.116633	0.010366	0.006245	0.866756	
WP_000091445.1	OTHER	0.017016	0.000300	0.010653	0.972031	
WP_000091975.1	OTHER	0.008363	0.000401	0.000857	0.990379	
WP_000093352.1	OTHER	0.004500	0.000579	0.000703	0.994219	
WP_000094093.1	OTHER	0.001537	0.000281	0.000259	0.997923	
WP_000094571.1	OTHER	0.005044	0.002612	0.000366	0.991979	
WP_000095333.1	OTHER	0.012079	0.000505	0.001896	0.985519	
WP_000095386.1	OTHER	0.013619	0.002343	0.001026	0.983012	
WP_000097322.1	OTHER	0.004485	0.000119	0.000266	0.995130	
WP_000097463.1	OTHER	0.002140	0.000270	0.000521	0.997068	
WP_000098286.1	OTHER	0.008585	0.000154	0.048829	0.942432	
WP_000101275.1	OTHER	0.003590	0.000275	0.000556	0.995579	
WP_000101538.1	OTHER	0.015444	0.004814	0.083446	0.896295	
WP_000101625.1	OTHER	0.045703	0.006344	0.001844	0.946109	
WP_000101976.1	OTHER	0.004145	0.000213	0.000302	0.995340	
WP_000102737.1	OTHER	0.010866	0.004874	0.000653	0.983607	
WP_000105077.1	OTHER	0.023101	0.000621	0.034757	0.941521	
WP_000106134.1	OTHER	0.056954	0.000955	0.002552	0.939539	
WP_000106185.1	OTHER	0.003010	0.000505	0.000686	0.995800	
WP_000106326.1	OTHER	0.087395	0.001793	0.025101	0.885710	
WP_000108669.1	OTHER	0.010218	0.000499	0.003792	0.985491	
WP_000109713.1	OTHER	0.002937	0.000126	0.001064	0.995873	
WP_000109904.1	OTHER	0.016392	0.000978	0.000732	0.981899	
WP_000110011.1	OTHER	0.009002	0.003688	0.001527	0.985783	
WP_000110022.1	OTHER	0.005610	0.000732	0.001403	0.992255	
WP_000110246.1	OTHER	0.018856	0.002425	0.002333	0.976387	
WP_000110603.1	OTHER	0.351133	0.001289	0.216154	0.431424	
WP_000111367.1	OTHER	0.404206	0.011331	0.033497	0.550966	
WP_000113263.1	OTHER	0.004673	0.000397	0.000323	0.994607	
WP_000113851.1	OTHER	0.010797	0.009728	0.001580	0.977895	
WP_000113974.1	OTHER	0.001928	0.000442	0.000371	0.997259	
WP_000114227.1	OTHER	0.003684	0.000882	0.000649	0.994786	
WP_000116242.1	OTHER	0.004048	0.001025	0.000855	0.994072	
WP_000118169.1	OTHER	0.001041	0.000079	0.021139	0.977741	
WP_000118298.1	OTHER	0.005444	0.001518	0.001815	0.991222	
WP_000119691.1	OTHER	0.001583	0.000066	0.000679	0.997673	
WP_000120115.1	OTHER	0.002267	0.000434	0.001141	0.996158	
WP_000120322.1	SP(Sec/SPI)	0.989881	0.005914	0.003394	0.000811	CS pos: 32-33. VEA-KD. Pr: 0.9560
WP_000120368.1	OTHER	0.160057	0.001101	0.003457	0.835386	
WP_000120494.1	OTHER	0.005746	0.001573	0.000815	0.991866	
WP_000120549.1	OTHER	0.003385	0.000173	0.000560	0.995882	
WP_000121122.1	OTHER	0.068841	0.002422	0.004465	0.924272	
WP_000121871.1	OTHER	0.047700	0.002210	0.001625	0.948466	
WP_000122351.1	OTHER	0.013869	0.000535	0.004046	0.981550	
WP_000122620.1	OTHER	0.009444	0.000595	0.003162	0.986799	
WP_000123175.1	OTHER	0.004062	0.000276	0.000429	0.995233	
WP_000123403.1	OTHER	0.019470	0.000353	0.002434	0.977743	
WP_000124353.1	OTHER	0.004765	0.002671	0.000909	0.991656	
WP_000125707.1	OTHER	0.006207	0.000287	0.000600	0.992906	
WP_000127572.1	OTHER	0.003665	0.000647	0.001578	0.994111	
WP_000127587.1	OTHER	0.003504	0.000154	0.000565	0.995777	
WP_000127986.1	OTHER	0.001519	0.000272	0.001285	0.996924	
WP_000128367.1	OTHER	0.090177	0.001479	0.034633	0.873711	
WP_000128658.1	OTHER	0.001597	0.000160	0.000179	0.998064	
WP_000129076.1	OTHER	0.010241	0.013270	0.002091	0.974398	
WP_000129407.1	OTHER	0.001560	0.000086	0.000232	0.998123	
WP_000129645.1	OTHER	0.004344	0.000288	0.000819	0.994548	
WP_000130135.1	OTHER	0.004002	0.000185	0.000309	0.995504	
WP_000130471.1	OTHER	0.002217	0.000119	0.000427	0.997238	
WP_000130759.1	OTHER	0.024105	0.001433	0.010221	0.964241	
WP_000131379.1	OTHER	0.006627	0.000237	0.000389	0.992747	
WP_000131833.1	OTHER	0.017611	0.000207	0.000838	0.981345	
WP_000132194.1	OTHER	0.006943	0.000438	0.000634	0.991985	
WP_000132890.1	OTHER	0.003401	0.000162	0.000453	0.995984	
WP_000133955.1	OTHER	0.021822	0.000535	0.000886	0.976757	
WP_000134232.1	OTHER	0.005134	0.000320	0.001326	0.993221	
WP_000134534.1	OTHER	0.019512	0.002523	0.002946	0.975018	
WP_000134765.1	OTHER	0.003811	0.000480	0.000587	0.995122	
WP_000134779.1	OTHER	0.001044	0.000215	0.000193	0.998549	
WP_000134963.1	OTHER	0.070319	0.032442	0.007824	0.889415	
WP_000136026.1	OTHER	0.003790	0.000258	0.000954	0.994998	
WP_000136160.1	OTHER	0.001766	0.000557	0.000344	0.997333	
WP_000136258.1	OTHER	0.003082	0.000174	0.000481	0.996263	
WP_000136490.1	OTHER	0.004805	0.000252	0.000639	0.994304	
WP_000136631.1	OTHER	0.027813	0.000786	0.015764	0.955637	
WP_000136920.1	OTHER	0.074350	0.008280	0.000770	0.916600	
WP_000136956.1	OTHER	0.005034	0.000299	0.000351	0.994316	
WP_000137775.1	OTHER	0.003358	0.000556	0.000333	0.995753	
WP_000137786.1	OTHER	0.011222	0.000694	0.002051	0.986032	
WP_000138218.1	OTHER	0.004428	0.000272	0.000783	0.994517	
WP_000138353.1	OTHER	0.001521	0.000338	0.022601	0.975541	
WP_000138416.1	OTHER	0.003906	0.001439	0.000649	0.994006	
WP_000138475.1	OTHER	0.046046	0.000691	0.001129	0.952134	
WP_000138487.1	OTHER	0.002571	0.000265	0.000366	0.996798	
WP_000138665.1	OTHER	0.047797	0.001302	0.002969	0.947932	
WP_000138934.1	OTHER	0.004162	0.000860	0.000515	0.994462	
WP_000139197.1	OTHER	0.013862	0.000280	0.004114	0.981743	
WP_000139712.1	OTHER	0.004685	0.000980	0.000969	0.993366	
WP_000140050.1	OTHER	0.011343	0.000757	0.000952	0.986948	
WP_000140168.1	OTHER	0.013405	0.011282	0.002030	0.973283	
WP_000140679.1	OTHER	0.005976	0.000520	0.002479	0.991025	
WP_000140912.1	OTHER	0.005941	0.002509	0.000726	0.990824	
WP_000141109.1	OTHER	0.002278	0.000151	0.000409	0.997163	
WP_000141180.1	OTHER	0.001380	0.000099	0.000204	0.998318	
WP_000141420.1	OTHER	0.007677	0.001512	0.001330	0.989481	
WP_000141929.1	OTHER	0.009313	0.000422	0.001054	0.989211	
WP_000142184.1	OTHER	0.003255	0.000279	0.000562	0.995904	
WP_000143248.1	OTHER	0.057383	0.001667	0.046178	0.894772	
WP_000143420.1	OTHER	0.000379	0.000142	0.013345	0.986134	
WP_000143503.1	OTHER	0.002678	0.000389	0.001608	0.995324	
WP_000143605.1	OTHER	0.007787	0.000247	0.002804	0.989161	
WP_000143640.1	OTHER	0.009697	0.000153	0.006183	0.983967	
WP_000145162.1	OTHER	0.005082	0.000152	0.000640	0.994125	
WP_000145499.1	OTHER	0.016728	0.000528	0.007393	0.975351	
WP_000145511.1	OTHER	0.006254	0.001079	0.007243	0.985424	
WP_000145570.1	OTHER	0.001637	0.000153	0.000386	0.997823	
WP_000146509.1	OTHER	0.001790	0.000214	0.000468	0.997528	
WP_000146742.1	OTHER	0.006216	0.000219	0.001399	0.992167	
WP_000147094.1	OTHER	0.025665	0.001729	0.012586	0.960020	
WP_000147103.1	OTHER	0.171987	0.007590	0.014954	0.805469	
WP_000148328.1	OTHER	0.007995	0.000465	0.000664	0.990877	
WP_000148605.1	OTHER	0.024611	0.005617	0.002075	0.967697	
WP_000148822.1	OTHER	0.001461	0.000095	0.000234	0.998210	
WP_000148855.1	OTHER	0.002130	0.000403	0.000235	0.997232	
WP_000149064.1	OTHER	0.001300	0.000210	0.074940	0.923550	
WP_000149282.1	OTHER	0.008040	0.000520	0.000534	0.990906	
WP_000149298.1	OTHER	0.008759	0.003359	0.000991	0.986891	
WP_000149344.1	OTHER	0.002662	0.000098	0.000616	0.996624	
WP_000149396.1	OTHER	0.005826	0.001559	0.001094	0.991521	
WP_000149428.1	OTHER	0.007994	0.001809	0.004086	0.986111	
WP_000149498.1	OTHER	0.002519	0.000160	0.000297	0.997024	
WP_000149686.1	OTHER	0.006109	0.000245	0.004608	0.989039	
WP_000150014.1	OTHER	0.001965	0.000074	0.000160	0.997801	
WP_000150169.1	OTHER	0.018125	0.001102	0.001738	0.979036	
WP_000150218.1	OTHER	0.008180	0.000245	0.001719	0.989856	
WP_000150936.1	OTHER	0.001081	0.000143	0.000143	0.998632	
WP_000150972.1	OTHER	0.004287	0.000390	0.001186	0.994137	
WP_000151123.1	OTHER	0.002452	0.000195	0.000331	0.997022	
WP_000151987.1	OTHER	0.006558	0.000259	0.000512	0.992671	
WP_000152587.1	OTHER	0.003186	0.000272	0.070867	0.925674	
WP_000153340.1	OTHER	0.008763	0.000838	0.000796	0.989604	
WP_000153462.1	OTHER	0.019834	0.000828	0.004994	0.974343	
WP_000153535.1	OTHER	0.006685	0.000295	0.000629	0.992390	
WP_000153540.1	OTHER	0.011278	0.000308	0.003165	0.985249	
WP_000153615.1	OTHER	0.003844	0.000122	0.000446	0.995588	
WP_000154162.1	OTHER	0.004962	0.000522	0.000452	0.994064	
WP_000154210.1	OTHER	0.006634	0.001734	0.000867	0.990765	
WP_000154461.1	OTHER	0.002559	0.000289	0.001958	0.995194	
WP_000154499.1	OTHER	0.111721	0.007113	0.024381	0.856785	
WP_000154561.1	OTHER	0.005143	0.000931	0.000902	0.993024	
WP_000154690.1	OTHER	0.003828	0.000231	0.028533	0.967409	
WP_000154939.1	OTHER	0.008816	0.000928	0.001407	0.988849	
WP_000155455.1	OTHER	0.015036	0.000304	0.001294	0.983365	
WP_000157345.1	OTHER	0.012365	0.000626	0.002649	0.984359	
WP_000157600.1	OTHER	0.013210	0.003220	0.001963	0.981607	
WP_000157623.1	OTHER	0.070905	0.003614	0.028872	0.896610	
WP_000157650.1	OTHER	0.008326	0.000684	0.001117	0.989872	
WP_000158376.1	OTHER	0.006877	0.000229	0.001457	0.991437	
WP_000158413.1	OTHER	0.013522	0.000503	0.002163	0.983812	
WP_000159020.1	OTHER	0.004950	0.000477	0.000561	0.994012	
WP_000159048.1	OTHER	0.007707	0.001272	0.023915	0.967105	
WP_000159573.1	OTHER	0.010895	0.001817	0.002516	0.984772	
WP_000159631.1	OTHER	0.005758	0.000285	0.001329	0.992628	
WP_000159758.1	OTHER	0.004499	0.000481	0.001048	0.993972	
WP_000159833.1	OTHER	0.013225	0.005043	0.002534	0.979198	
WP_000159865.1	OTHER	0.009855	0.035215	0.000826	0.954104	
WP_000159902.1	OTHER	0.219692	0.003703	0.027135	0.749471	
WP_000159960.1	OTHER	0.107719	0.010687	0.063485	0.818109	
WP_000160212.1	OTHER	0.020628	0.000459	0.001225	0.977688	
WP_000160304.1	OTHER	0.013157	0.000503	0.000946	0.985395	
WP_000160435.1	OTHER	0.003311	0.000513	0.000405	0.995771	
WP_000160469.1	OTHER	0.199482	0.015876	0.053230	0.731411	
WP_000160686.1	OTHER	0.003922	0.000149	0.000643	0.995285	
WP_000160868.1	SP(Sec/SPI)	0.868669	0.048983	0.010687	0.071660	CS pos: 46-47. VNA-AT. Pr: 0.7684
WP_000160911.1	OTHER	0.310983	0.006498	0.013024	0.669495	
WP_000161288.1	OTHER	0.011881	0.000818	0.001435	0.985866	
WP_000161306.1	OTHER	0.007183	0.000278	0.004558	0.987980	
WP_000161319.1	OTHER	0.008650	0.000599	0.001084	0.989666	
WP_000161360.1	OTHER	0.008111	0.000323	0.000661	0.990904	
WP_000161536.1	OTHER	0.009748	0.000599	0.001647	0.988005	
WP_000161655.1	OTHER	0.006431	0.000164	0.000732	0.992673	
WP_000161747.1	SP(Sec/SPI)	0.614414	0.005277	0.014003	0.366307	CS pos: 21-22. VLA-EN. Pr: 0.5386
WP_000161833.1	OTHER	0.030131	0.001482	0.004751	0.963636	
WP_000161957.1	OTHER	0.006697	0.000455	0.000589	0.992259	
WP_000161983.1	OTHER	0.019649	0.002016	0.003465	0.974869	
WP_000162195.1	OTHER	0.126258	0.001473	0.065761	0.806509	
WP_000162661.1	OTHER	0.095660	0.001248	0.006185	0.896907	
WP_000162814.1	LIPO(Sec/SPII)	0.001437	0.000088	0.998294	0.000182	CS pos: 18-19. LTA-CG. Pr: 0.9989
WP_000162883.1	OTHER	0.028909	0.000388	0.002130	0.968573	
WP_000163279.1	OTHER	0.011729	0.000426	0.001097	0.986747	
WP_000163431.1	OTHER	0.008321	0.001033	0.000563	0.990084	
WP_000163537.1	OTHER	0.032606	0.000872	0.004422	0.962100	
WP_000163622.1	OTHER	0.003707	0.000123	0.000454	0.995715	
WP_000163740.1	OTHER	0.013361	0.001038	0.001900	0.983702	
WP_000163806.1	OTHER	0.006148	0.000207	0.001100	0.992545	
WP_000163826.1	OTHER	0.187880	0.000567	0.029718	0.781835	
WP_000164332.1	OTHER	0.002483	0.000119	0.000211	0.997187	
WP_000164421.1	OTHER	0.005651	0.000362	0.001327	0.992660	
WP_000164547.1	OTHER	0.002398	0.000128	0.000361	0.997113	
WP_000164958.1	OTHER	0.165406	0.001391	0.010809	0.822393	
WP_000165531.1	OTHER	0.004999	0.000234	0.000583	0.994183	
WP_000166064.1	OTHER	0.003857	0.000189	0.000303	0.995650	
WP_000166793.1	OTHER	0.009038	0.000301	0.004974	0.985687	
WP_000166892.1	OTHER	0.002227	0.000229	0.016777	0.980767	
WP_000166909.1	OTHER	0.173823	0.000751	0.012364	0.813062	
WP_000167269.1	OTHER	0.019676	0.002441	0.003352	0.974530	
WP_000167316.1	OTHER	0.007347	0.000290	0.000678	0.991685	
