source_organism,host_organisms,antigen_name,gene_name,Uniprot_ID,source
pseudomonas aerugionsa,Homo sapiens,Vrg,,,literature
pseudomonas aerugionsa,Homo sapiens,Tssl,,,literature
pseudomonas aerugionsa,Homo sapiens,ArpA,,,literature
pseudomonas aerugionsa,Homo sapiens,PIV,,,literature
pseudomonas aerugionsa,Homo sapiens,ETA,,,literature
pseudomonas aerugionsa,Homo sapiens,Lipase,,,literature
pseudomonas aerugionsa,Homo sapiens,C12HSL,,,literature
pseudomonas aerugionsa,Homo sapiens,C4HSL,,,literature
pseudomonas aerugionsa,Homo sapiens,PQS,,,literature
pseudomonas aerugionsa,Homo sapiens,BamBDE,,,literature
pseudomonas aerugionsa,Homo sapiens,LptE,,,literature
pseudomonas aerugionsa,Homo sapiens,OprJ,,,literature
pseudomonas aerugionsa,Homo sapiens,OprM,,,literature
pseudomonas aerugionsa,Homo sapiens,OprN,,,literature
pseudomonas aerugionsa,Homo sapiens,OmpG,,,literature
pseudomonas aerugionsa,Homo sapiens,OmpB,,,literature
pseudomonas aerugionsa,Homo sapiens,OmpE,,,literature
pseudomonas aerugionsa,Homo sapiens,MEP,,,literature
pseudomonas aerugionsa,Homo sapiens,PASP,,,literature
pseudomonas aerugionsa,Homo sapiens,LepA,,,literature
pseudomonas aerugionsa,Homo sapiens,PAAP,,,literature
pseudomonas aerugionsa,Homo sapiens,MucD,,,literature
pseudomonas aerugionsa,Homo sapiens,LipA,,,literature
pseudomonas aerugionsa,Homo sapiens,EstA,,,literature
pseudomonas aerugionsa,Homo sapiens,KatA,,,literature
pseudomonas aerugionsa,Homo sapiens,LipC,,,literature
pseudomonas aerugionsa,Homo sapiens,Phospholipase C,,,literature
pseudomonas aerugionsa,Homo sapiens,Esterase A,,,literature
pseudomonas aerugionsa,Homo sapiens,KatB,,,literature
pseudomonas aerugionsa,Homo sapiens,KatE,,,literature
pseudomonas aerugionsa,Homo sapiens,Flagellum,,,literature
pseudomonas aerugionsa,Homo sapiens,Type 4 Pili,,,literature
pseudomonas aerugionsa,Homo sapiens,OprI,,,literature
pseudomonas aerugionsa,Homo sapiens,AlgE,,,literature
pseudomonas aerugionsa,Homo sapiens,OprL,,,literature
pseudomonas aerugionsa,Homo sapiens,Hcp1,,,literature
pseudomonas aerugionsa,Homo sapiens,PcrH,,,literature
pseudomonas aerugionsa,Homo sapiens,FoxA,,,literature
pseudomonas aerugionsa,Homo sapiens,HasR,,,literature
pseudomonas aerugionsa,Homo sapiens,HitA,,,literature
pseudomonas aerugionsa,Homo sapiens,flagellins,,,literature
pseudomonas aerugionsa,Homo sapiens,PilQ,,,literature
pseudomonas aerugionsa,Homo sapiens,Pili,,,literature
pseudomonas aerugionsa,Homo sapiens,Lipopolysaccharide,,,literature
pseudomonas aerugionsa,Homo sapiens,O-antigen,,,literature
pseudomonas aerugionsa,Homo sapiens,Pyoverdine,,,literature
pseudomonas aerugionsa,Homo sapiens,Protease IV,,,literature
pseudomonas aerugionsa,Homo sapiens,Elastase,,,literature
pseudomonas aerugionsa,Homo sapiens,acyl homoserine lactones,,,literature
pseudomonas aerugionsa,Homo sapiens,Rhamnolipids,,,literature
pseudomonas aerugionsa,Homo sapiens,O specific polysaccharide,,,literature
pseudomonas aerugionsa,Homo sapiens,2-amino-2-deoxyuronic acids,,,literature
pseudomonas aerugionsa,Homo sapiens,"2,3-diamino-2,3-dideoxyuronic acids",,,literature
pseudomonas aerugionsa,Homo sapiens,9-tetradeoxynonulosonic acid,,,literature
pseudomonas aerugionsa,Homo sapiens,7-diamino-3,,,literature
pseudomonas aerugionsa,Homo sapiens,"5,7-diamino-3,5,7,9-tetradeoxynonulosonic acid",,,literature
pseudomonas aerugionsa,Homo sapiens,7,,,literature
pseudomonas aerugionsa,Homo sapiens,CPA,,,literature
pseudomonas aerugionsa,Homo sapiens,OprC,,,literature
pseudomonas aerugionsa,Homo sapiens,esterase,,,literature
pseudomonas aerugionsa,Homo sapiens,OprD1,,,literature
pseudomonas aerugionsa,Homo sapiens,OprD2,,,literature
pseudomonas aerugionsa,Homo sapiens,OprE,,,literature
pseudomonas aerugionsa,Homo sapiens,OprH1,,,literature
pseudomonas aerugionsa,Homo sapiens,POprH2,,,literature
pseudomonas aerugionsa,Homo sapiens,IROMPs,,,literature
pseudomonas aerugionsa,Homo sapiens,Protease I,,,literature
pseudomonas aerugionsa,Homo sapiens,Protease III,,,literature
