,FEL_mean_alpha,FEL_mean_beta,FEL_mean_lrt,FUBAR_mean_alpha,FUBAR_mean_beta,FUBAR_mean_prob_neg,FUBAR_mean_prob_pos,ProtLearn_Amino acid composition,ProtLearn_Average volume of buried residue,ProtLearn_Hydropathy index,ProtLearn_Hydrophobicity,ProtLearn_Hydrophobicity index,ProtLearn_Polarity,ProtLearn_Relative mutability,ProtLearn_Volume,ProtLearn_length,ProtLearn_pK (-COOH),SLAC_mean_dN/dS,SLAC_mean_n,SLAC_mean_s,allergenicity_blast_score,allergenicity_hybrid_score,allergenicity_merci_score,bcell_avg_peptide_length,bcell_num_peptides,deeplocpro_prob_cytoplasmic,deeplocpro_prob_extracellular,deeplocpro_prob_periplasmic,deeptmhmm_proportion_outside,dssp_percent_helix,dssp_percent_loop,dssp_percent_sheet,ellipro_mean_discontinuous_score,ellipro_mean_linear_score,ellipro_med_discontinuous_score,ellipro_med_linear_score,ellipro_num_discontinuous_epitopes,ellipro_num_linear_epitopes,ifnepitope2_mean_ml_score,ifnepitope2_mean_total_score,ifnepitope2_med_ml_score,ifnepitope2_med_total_score,mhci_num_peptides,mhci_num_strong_binders,mhci_num_weak_binders,mhci_percentile,mhci_score,mhcii_num_peptides,mhcii_num_strong_binders,mhcii_num_weak_binders,mhcii_percentile,mhcii_score,rate4site_deeptmhmm_max_outside_scores,rate4site_deeptmhmm_mean_outside_scores,rate4site_deeptmhmm_nan,rate4site_max_per_site_score,rate4site_mean_per_site_score,rate4site_median_per_site_score,signalp_prob_other,signalp_prob_signalp,targetp_prob_SP,targetp_prob_mTP,targetp_prob_noTP
ProtLearn_pK (-COOH),-0.2062324550286222,-0.24951484965863452,-0.23436476752981095,-0.3915096623706582,-0.2869969699823072,-0.3568469773705131,-0.4395590328743197,0.9846261293781082,0.9967042197022349,0.04538155478047476,0.9851762252663835,0.15299295728809084,0.9957785175068326,0.9959215195858996,0.99129196955457,0.46446874659156684,1.0,-0.036866521249895264,-0.03465259243489207,-0.29278860238580084,0.08397024318605786,0.28608751669112675,0.2694269794093288,0.39446227317621635,0.2983015450959394,0.40990555005375945,0.17040230813035306,0.07067722920437361,0.24236696880982259,0.7335809744026477,0.8814577439727233,0.6305060518829048,0.9962934966891103,0.9962934966891103,0.9944226894047373,0.9944226894047373,0.7678865434747869,0.7678865434747869,0.9228311131621142,0.9228311131621142,0.9222533869843393,0.9222533869843393,0.5218029104279861,0.5168962488303454,0.5222151065198696,0.9213140750420657,0.9205025231779403,0.48209795516368775,0.4599364878205096,0.4836458127405621,0.8972019364972789,0.8945512193021506,0.40392177534908,0.1273136476768839,0.03444841439319181,0.4094983975125112,0.23703455931649917,0.018060512417272013,0.8067625466940054,0.18250697233944743,0.18967163649896135,0.13931584949670453,0.7805137236847169
SLAC_mean_dN/dS,-0.08979866724568267,-0.1076813811908469,0.21156133369212018,0.4251930922017568,0.141634979725276,0.48110383951407576,0.4298649121020757,-0.021764346544823145,-0.04129565495813679,-0.007102458068605388,-0.03391430357547861,-0.07586497168946578,-0.0325163019932038,-0.03907790931541873,-0.04796223094178104,0.01798025990858291,-0.03686652124989527,1.0,0.9647595221058463,0.39618765756597,0.027156096841249113,0.02073504359537208,-0.022395713356878517,-0.006018876276364863,0.03190104358709909,0.15391092181475227,0.11341833119173352,0.07964585872230942,0.04728139334875396,-0.044518940384522934,-0.019649695714230895,-0.0177715296388341,-0.037457496647601854,-0.037457496647601854,-0.03639385461833274,-0.03639385461833274,-0.023401931468691566,-0.023401931468691566,-0.010295574072017876,-0.010295574072017876,-0.010714993243196165,-0.010714993243196165,-0.033635153507039446,-0.03854391526149968,-0.03135428092734632,-0.007018749522839628,-0.02585955610775251,-0.016156697475609424,-0.01217667270437822,-0.016150399520034994,-0.014347954738717035,-0.016627484392920677,-0.03900211635174453,0.0045889317237092315,0.05716798919976492,-0.04594157837563818,-0.012702857593769525,0.04328432442424286,-0.020856525107272934,0.012780876877288573,0.010680543451303596,-0.007759566612756516,-0.019241914614132712
SLAC_mean_n,-0.08843209554710724,-0.11130368033338826,0.2355198682242809,0.4416510781463709,0.15484881138408665,0.5029190531359566,0.435337613833162,-0.020133361048008815,-0.03871109914763379,-0.014086033437895211,-0.03239244427850945,-0.0775118192055697,-0.02848702438380846,-0.0355724722205135,-0.04539423939744225,0.030635309476930796,-0.03465259243489206,0.9647595221058463,1.0,0.4241289451783098,0.0293455807085584,0.04283307139979473,-0.007742936478319036,0.003031809958650018,0.06565805306405956,0.14743980422193675,0.1371343016033509,0.07100177305982543,0.07573264620045951,-0.04301814032162488,-0.014353833160015815,-0.017664458917735076,-0.034920349966292924,-0.034920349966292924,-0.03419085284584493,-0.03419085284584493,-0.013176708349359087,-0.013176708349359087,-0.008567265883479542,-0.008567265883479542,-0.008998250286335264,-0.008998250286335264,-0.012217899166274979,-0.016706650092056706,-0.010203149687049808,-0.005133821305245623,-0.021340339587875085,0.01322248334632933,0.01820076741217943,0.012655675242608988,-0.009080503971602634,-0.015915836200429107,-0.03932671114388552,0.001842899827057039,0.06299624217076356,-0.046347578934029326,-0.015525554225723508,0.051007111445302386,-0.021616491984462645,0.02035656221824583,0.018415247564451856,-0.006596069634214331,-0.02050446800192056
SLAC_mean_s,0.21776832023989448,-0.15071412951415536,0.7437025293794861,0.7465265775075342,0.6739545969612387,0.8876456660219776,0.728042259985535,-0.2946938912425987,-0.2959340331999402,0.008651083802128059,-0.2949154355849568,-0.0994950145383033,-0.28795561803446607,-0.28193129646286275,-0.2970402363277344,-0.05656323319960171,-0.2927886023858009,0.39618765756597,0.4241289451783098,1.0,0.0501118750758718,-0.013031439679209108,-0.04339044308685909,-0.092194920125327,-0.014711929240315615,0.15871729993539077,0.15427087487142824,0.004871726450751339,-0.004675438506368562,-0.23295926530318176,-0.23860289055661582,-0.15135757545094222,-0.2936197794230762,-0.2936197794230762,-0.29185904278966596,-0.29185904278966596,-0.16943445521410377,-0.16943445521410377,-0.2625511813491992,-0.2625511813491992,-0.26177275594989924,-0.26177275594989924,-0.07198377084231905,-0.07315275454210049,-0.07129188050383735,-0.2539440190966396,-0.26071888869979165,-0.036311138716563635,-0.02699478411101512,-0.0381810098416533,-0.24887602308631834,-0.24812092106770692,-0.06020350757583137,-0.002634916723808885,0.01747058431204554,-0.06783460221431617,-0.04096688463486591,0.019726319652823468,-0.23284168962755852,-0.03518226183512351,-0.04676510901841418,-0.06672313890980384,-0.2174131047975244
allergenicity_blast_score,0.008716475109352625,-0.028466880678378666,0.05887922055475219,0.0059305532486473534,0.007620888413529079,0.037146537953098205,0.005246090739564091,0.09014749583511884,0.07923077154674259,-0.013454742301986023,0.0850487796645567,-0.03511696709471449,0.08702112267524904,0.08961550042110807,0.0753244034940091,0.07152005729530479,0.08397024318605785,0.027156096841249113,0.0293455807085584,0.05011187507587181,1.0,0.5120007838182165,0.04918737052643762,0.07268614337622191,0.12745667094165034,0.041777607275100354,0.17202528464500033,0.02784713233585811,0.15312898457414925,0.0011859103656126839,0.12233080979318137,0.09985504341719677,0.08122838849902214,0.08122838849902214,0.08033865926725257,0.08033865926725257,0.09208524561945829,0.09208524561945829,0.08605611769933942,0.08605611769933942,0.08538475857175493,0.08538475857175493,0.07074292822180789,0.06802028323806819,0.07170678830054641,0.08914106097200516,0.09157124043557408,0.09272638135934697,0.08644025322291228,0.0933731335947226,0.09165745305388932,0.08554892868939594,0.03537150058339368,-0.0004466918605681544,0.006548926696375631,0.033095834909848264,0.0008688382078073011,0.020408808704778462,0.05004293326467988,0.07665703193342299,0.0708514121351352,-0.0029742928240964594,0.050927976825563694
allergenicity_hybrid_score,-0.060734779727314954,-0.07968922807825293,-0.015657016998700472,-0.06148414547879197,-0.027382061635757533,-0.024772261538573793,-0.08351406446262451,0.2915077537178513,0.2737658271182909,-0.016844238966034413,0.2717925004380884,-0.020808813903378836,0.2936369795792153,0.3000201066627674,0.261942798783937,0.22277560669972185,0.2860875166911267,0.020735043595372076,0.04283307139979474,-0.01303143967920911,0.5120007838182166,1.0,0.44803472487708784,0.29210147529278196,0.37455305847605236,0.013461055191971395,0.2447517929424543,0.09152865790495582,0.38891937455384734,0.08563896058855937,0.3419195232952972,0.275370087126656,0.28525467723445896,0.28525467723445896,0.28090712874772916,0.28090712874772916,0.27414703010147795,0.27414703010147795,0.309036805681559,0.309036805681559,0.30806346726302053,0.30806346726302053,0.19947447419994463,0.1951551816503666,0.20074131757745645,0.3179964754965879,0.3063099994430361,0.25207393214175683,0.25967379351897985,0.24759653968106493,0.2955377763766771,0.2961814040889259,0.14973899370965485,0.07333884663071419,0.04764664108262883,0.14317465032394042,0.06968930895911475,0.07871680527522744,0.17642166110145913,0.25674447584523696,0.26268394882134083,0.03703897667731995,0.1598540175206723
allergenicity_merci_score,-0.06774330530648481,-0.08093046882033998,-0.015691754204226513,-0.1015841933804574,-0.05505500875314066,-0.06303204020709618,-0.11873760180603089,0.2683280203811608,0.26278696957868447,0.006982178239040838,0.25845571898197833,0.049346250118501404,0.26814499390195784,0.2734569864402336,0.25645265311090104,0.29164719400343575,0.26942697940932886,-0.02239571335687852,-0.007742936478319036,-0.04339044308685909,0.04918737052643762,0.4480347248770878,1.0,0.2133738140674056,0.20602140483960946,0.052597727965613024,0.054888395409637726,0.02461204994857347,0.13152946490574952,0.2090286628976695,0.2625751034584258,0.17524473734173746,0.26578311319759457,0.26578311319759457,0.2638120637668982,0.2638120637668982,0.32507681373322694,0.32507681373322694,0.2902155513644408,0.2902155513644408,0.28980004415892546,0.28980004415892546,0.36891996446082986,0.3645339527171667,0.36955513953957364,0.2905942254254163,0.29008339533210326,0.35648991483198583,0.3399013769250453,0.35782935477482536,0.2918180167611999,0.27964677090398776,0.1702502720555201,0.06774083472855105,0.019158360957086725,0.16450881904031406,0.08881538233969823,0.0619994358933283,0.24174852785446413,0.08148162682140685,0.06827241881861171,0.023960599711770822,0.24341277844887466
bcell_avg_peptide_length,-0.09161803515014917,-0.08686659312926921,-0.06876700926811181,-0.13010731936500056,-0.07046230840477193,-0.104615403987275,-0.16974748194191872,0.38309928115379976,0.3898929607038469,-0.03585668551829363,0.37700241720780936,0.015713074912957384,0.40618941417342164,0.40384713369176617,0.38212466270922885,0.22553344223284758,0.39446227317621635,-0.006018876276364863,0.003031809958650018,-0.09219492012532698,0.07268614337622191,0.29210147529278196,0.2133738140674056,1.0,0.44447879760098163,0.01726443939634141,0.23922102063294093,0.05897820576758406,0.34742464939742795,0.16688445415339734,0.4594988019833383,0.31420965912311843,0.3976847163909283,0.3976847163909283,0.39196102482270617,0.39196102482270617,0.3590298840245066,0.3590298840245066,0.41062274431580775,0.41062274431580775,0.4107012957973289,0.4107012957973289,0.27029716610127114,0.2673520497633538,0.2706144736751204,0.4121757762611736,0.41173388289770124,0.28775157561525394,0.29344987432918396,0.28358163422544963,0.388036545862369,0.395889588076119,0.22085562677897658,0.05618814848711965,0.04200499412789929,0.21263249264905185,0.11951388235546707,0.047115518426330175,0.2862073191165942,0.2322030702489311,0.23620141288391333,0.09442386621075388,0.2644638619500877
bcell_num_peptides,-0.05753124509397014,-0.06571213666746853,-0.009451208182580134,-0.07498126605240085,-0.023007884022948837,-0.01738004780599404,-0.10435020584517013,0.28720045383052095,0.28752563713745505,-0.04113262361072515,0.25899230444809485,-0.07207670200767788,0.31112088878957406,0.31551751845542547,0.2742678968627088,0.3757759809139441,0.2983015450959394,0.031901043587099095,0.06565805306405956,-0.014711929240315615,0.12745667094165034,0.37455305847605236,0.20602140483960943,0.44447879760098163,1.0,-0.08474206239636513,0.37056146587096034,0.06726122198192638,0.4860730595616284,0.04452937858446473,0.43266489199949526,0.3060182198414534,0.2986132345067794,0.2986132345067794,0.290355246402372,0.290355246402372,0.44390573552268214,0.44390573552268214,0.30198690309250414,0.30198690309250414,0.3016962997981647,0.3016962997981647,0.45647006075517804,0.4495872142607698,0.4579178052278172,0.311193582523116,0.30971119322668883,0.5323151918207797,0.5364270044768492,0.5261255494416543,0.29429707449719344,0.30418469924489855,0.1951489883947871,0.08343309728296619,0.1562987119739277,0.1895490594757156,0.09638703728934428,0.16020382162328023,0.13744973321146595,0.33150066892772767,0.32553242917967506,0.02611690113294184,0.12591813099876809
deeplocpro_prob_cytoplasmic,-0.033345355211359506,-0.09963380941894398,0.12069355441889286,0.09152711009259278,0.08777851602034982,0.12403596744998178,0.060786347074690335,0.39543456381070413,0.4146908841001767,-0.06609490646561969,0.4106737192286822,-0.10251871957980661,0.42132684748285676,0.4125985430688344,0.41748791792623663,0.16483873912885938,0.40990555005375945,0.15391092181475224,0.14743980422193675,0.15871729993539077,0.041777607275100354,0.013461055191971395,0.052597727965613024,0.01726443939634141,-0.08474206239636513,1.0,-0.12156404273669172,-0.06205705190124272,-0.2796955915041132,0.30873047029599254,0.33936061139074725,0.2791069995721225,0.3969263177667431,0.3969263177667431,0.40231934131179664,0.40231934131179664,0.31277165306745247,0.31277165306745247,0.39722218670278925,0.39722218670278925,0.3959793162165479,0.3959793162165479,0.207929992925733,0.21231221741164769,0.205184790365355,0.3948136760704995,0.40343721892166534,0.20506387701686532,0.18192556905849486,0.20955583980661815,0.3926470554132574,0.39313474501179274,0.16582251004824416,0.06578726879442538,0.01840128773862476,0.17350853676332673,0.12244596148775809,-0.0074122844045849895,0.49853605961724795,-0.21893205342010894,-0.21624384177003153,0.016987242305098415,0.5037729135230744
deeplocpro_prob_extracellular,-0.023081220449029806,-0.025784883898989017,0.09542365237180767,0.1114488547275697,0.07003615958734226,0.14791829355727198,0.11422451000254813,0.1701202329259952,0.1642001822003925,-0.026495369731614097,0.14684547143829263,-0.07207173389036398,0.1824067202743992,0.18743589515165796,0.15768257196392177,0.15286515713756788,0.1704023081303531,0.11341833119173352,0.1371343016033509,0.15427087487142824,0.17202528464500033,0.24475179294245428,0.054888395409637726,0.23922102063294093,0.37056146587096034,-0.12156404273669172,1.0,0.026453480537761646,0.4643009865572798,-0.017473598730214764,0.261088533963244,0.19222182535695934,0.17403563885000442,0.17403563885000442,0.17075355113731888,0.17075355113731888,0.17006974038321704,0.17006974038321704,0.16471934315305703,0.16471934315305703,0.16591123198020571,0.16591123198020571,0.09203292829658873,0.09258987702003517,0.09152427245112267,0.17216316396869896,0.1698006064019423,0.13782194326303307,0.14911326019335974,0.1338752175930618,0.1607026074281397,0.1588020829082244,0.04857631916630876,-0.0072259221043620685,-0.004607821387320151,0.049357878154667266,0.014284296585989,0.004812395088604459,0.06519908832906711,0.20483334820295368,0.2084566087206019,0.050255399193379284,0.04976825115888366
deeplocpro_prob_periplasmic,-0.02595589226759467,-0.022796765559004686,0.000505277878559741,-0.007682260418644042,-0.02130142907600058,0.013793532953825478,0.00422864054788482,0.0699527065203278,0.06598576749902949,-0.011378015547934264,0.07154382081870804,-0.0348401397145221,0.07208122702634492,0.06945739086202168,0.05987977202134497,0.08465325042104242,0.07067722920437361,0.07964585872230942,0.07100177305982543,0.004871726450751338,0.027847132335858112,0.09152865790495582,0.02461204994857347,0.05897820576758405,0.06726122198192638,-0.06205705190124272,0.026453480537761646,1.0,0.24192005701525474,0.02427646203843704,0.09413203620300296,0.05391743843422409,0.07001583121132532,0.07001583121132532,0.06713444428884108,0.06713444428884108,0.06295295374953366,0.06295295374953366,0.07621664574042455,0.07621664574042455,0.07563498582157534,0.07563498582157534,0.014619408573892862,0.011302636505635004,0.016050637808466835,0.07912114025521881,0.0678866624751021,0.0374122101078649,0.04939977063481992,0.03352851792268645,0.0642851582836431,0.08180573286589517,0.022445833704222873,0.011189149032519259,-0.007192114270496823,0.02109613980898166,-0.0016194462552237621,-0.0037491323746897684,-0.05372816378071303,0.2519726173725931,0.25290336333214575,0.043639358895789494,-0.06881154693417718
deeptmhmm_proportion_outside,-0.05712406470313056,-0.061736642171362405,-0.014306849279829439,-0.06644840202139625,-0.029207988464464943,-0.0038222366188111726,-0.07765445133946725,0.24179686899953454,0.22955120522253156,0.00851639680285299,0.21914369887363092,0.017648253247248825,0.2452594530783065,0.2553573951206006,0.2169815335052434,0.22171471643634533,0.2423669688098226,0.04728139334875397,0.07573264620045951,-0.004675438506368563,0.15312898457414925,0.3889193745538474,0.13152946490574954,0.34742464939742795,0.4860730595616284,-0.27969559150411316,0.4643009865572798,0.24192005701525474,1.0,0.035204801252055065,0.3445397067770588,0.24173889232332024,0.24849083309251305,0.24849083309251305,0.24201128595003285,0.24201128595003285,0.27391287601013703,0.27391287601013703,0.24388130418811607,0.24388130418811607,0.2434335264688899,0.2434335264688899,0.20585575034997952,0.2031995672713509,0.20632963003153645,0.2522574305800582,0.2471961841156626,0.24960734524173997,0.2676956210186398,0.24273455284363363,0.2325556434322312,0.23379393386998779,0.16527990576921095,0.07471900772500598,0.06071898641521289,0.16037415396303725,0.04083745483626258,0.08116883083289414,-0.055902379458262826,0.6008905242727792,0.610848328934693,0.04145153085927914,-0.08784046502649119
dssp_percent_helix,-0.14826391225887386,-0.1923269250215762,-0.1666652461565353,-0.30632955209864077,-0.2182085881837986,-0.28233008990315744,-0.34562078958963066,0.7246985362986994,0.7413629831196386,0.16549248092111754,0.7260539823024749,0.3273119037092486,0.7094404501487209,0.7212926221436168,0.7502902573293818,0.3224321778362723,0.7335809744026477,-0.044518940384522934,-0.04301814032162488,-0.23295926530318176,0.001185910365612684,0.08563896058855938,0.2090286628976695,0.16688445415339734,0.044529378584464735,0.30873047029599254,-0.017473598730214764,0.024276462038437044,0.035204801252055065,0.9999999999999998,0.40745865954906085,0.02138006194569255,0.7403344902054234,0.7403344902054234,0.7434400742054585,0.7434400742054585,0.5246801415941427,0.5246801415941427,0.67283459687942,0.67283459687942,0.672893260558872,0.672893260558872,0.43057882028663585,0.42452988440919487,0.4318868279276694,0.6735189151720661,0.6684528354351378,0.29885922921251873,0.25677689611779453,0.3073457552188829,0.6732762077394407,0.6320786804188827,0.32535168621547483,0.07147959234270015,0.007811266042395248,0.3309395145911869,0.19303556354808507,-0.013909198854344277,0.6321284698840678,0.04258603763611724,0.03215186947057164,0.07417122247825471,0.6281359806375388
dssp_percent_loop,-0.18457465111640523,-0.2093842735366755,-0.2044971003160817,-0.3316412862138405,-0.23346326754651317,-0.2868768648070558,-0.3758345831936902,0.8671393427061165,0.871580363877964,-0.05174217506157814,0.8594743107844304,-0.002858183589725865,0.8936124580821121,0.8863784780935815,0.8554904394932482,0.49134594543634863,0.8814577439727233,-0.019649695714230895,-0.014353833160015815,-0.23860289055661582,0.12233080979318137,0.34191952329529723,0.2625751034584258,0.4594988019833383,0.4326648919994953,0.33936061139074725,0.261088533963244,0.09413203620300296,0.34453970677705886,0.40745865954906085,0.9999999999999998,0.6803408604100017,0.8713003232464752,0.8713003232464752,0.8646014313080377,0.8646014313080377,0.7667940142121346,0.7667940142121346,0.8182913165140937,0.8182913165140937,0.8178675652207927,0.8178675652207927,0.4915113707348228,0.4863001769786451,0.49214026759576057,0.816467794795996,0.8139573349470044,0.5106496365136346,0.5014542911942552,0.5090665299918147,0.7891194287617697,0.7986430399239068,0.3515892754313925,0.13599484350998423,0.06962738379133444,0.35583321993825695,0.20104244478220196,0.056754066683860314,0.6793186724284358,0.23258733904039053,0.24562925325377738,0.1406402216476948,0.647718228761251
dssp_percent_sheet,-0.13600470699588743,-0.15806541159242676,-0.13065807037196772,-0.22652583275142105,-0.16507581431597482,-0.19825198876290454,-0.25501156353383225,0.6202657624585737,0.6200572880715992,-0.08086256529735927,0.6304449270589771,-0.1090985853309314,0.6452975885582551,0.6369961271253928,0.6066975971824636,0.3381985130093581,0.6305060518829047,-0.0177715296388341,-0.017664458917735076,-0.1513575754509422,0.09985504341719675,0.275370087126656,0.17524473734173746,0.31420965912311843,0.3060182198414534,0.2791069995721225,0.19222182535695936,0.05391743843422409,0.24173889232332021,0.021380061945692554,0.6803408604100017,1.0,0.6230271916582347,0.6230271916582347,0.6212671087517017,0.6212671087517017,0.5423605958896206,0.5423605958896206,0.5861865190524289,0.5861865190524289,0.5846972842739213,0.5846972842739213,0.33575733961616966,0.33721359639307025,0.33385064633545586,0.5829205511782778,0.595681616584071,0.40624802068987864,0.4147403890925319,0.3996689437129309,0.560310774375011,0.5968094353440497,0.24602961029453102,0.12185684454094231,0.010679160909132766,0.24779089770259222,0.13398779200917682,0.011709678046704055,0.480535761459073,0.18803298704574165,0.19742720762884539,0.09032575892269494,0.4584255998683918
ellipro_mean_discontinuous_score,-0.20595626382376056,-0.24818902168433973,-0.2365267458422011,-0.3894192911812094,-0.2870396268199756,-0.3575787669486168,-0.4378170234614188,0.9827436341803419,0.9948577185850266,0.05384100273593214,0.9825867051481773,0.1616879643105492,0.9929856782975186,0.9938350139908839,0.9898427649279868,0.4548162071874446,0.9962934966891103,-0.037457496647601854,-0.03492034996629293,-0.2936197794230762,0.08122838849902214,0.28525467723445896,0.2657831131975946,0.3976847163909283,0.2986132345067794,0.39692631776674303,0.17403563885000442,0.07001583121132533,0.24849083309251305,0.7403344902054234,0.8713003232464751,0.6230271916582347,1.0,1.0,0.9981021036045529,0.9981021036045529,0.7570135569473122,0.7570135569473122,0.9195575719830019,0.9195575719830019,0.9190964814777134,0.9190964814777134,0.512499651769086,0.5073137350084678,0.5130804686638094,0.919250078682042,0.9170045284762242,0.471043374007311,0.4500688589165337,0.47237904507103406,0.8952544665733838,0.891195637936468,0.4006463768909168,0.12900823785888604,0.03436804138747409,0.40654874906717564,0.23392842246606285,0.017371712032975703,0.8013590861330404,0.18777904046185537,0.19462174306623276,0.13793701667898206,0.7752608701470298
ellipro_mean_linear_score,-0.20595626382376056,-0.24818902168433973,-0.2365267458422011,-0.3894192911812094,-0.2870396268199756,-0.3575787669486168,-0.4378170234614188,0.9827436341803419,0.9948577185850266,0.05384100273593214,0.9825867051481773,0.1616879643105492,0.9929856782975186,0.9938350139908839,0.9898427649279868,0.4548162071874446,0.9962934966891103,-0.037457496647601854,-0.03492034996629293,-0.2936197794230762,0.08122838849902214,0.28525467723445896,0.2657831131975946,0.3976847163909283,0.2986132345067794,0.39692631776674303,0.17403563885000442,0.07001583121132533,0.24849083309251305,0.7403344902054234,0.8713003232464751,0.6230271916582347,1.0,1.0,0.9981021036045529,0.9981021036045529,0.7570135569473122,0.7570135569473122,0.9195575719830019,0.9195575719830019,0.9190964814777134,0.9190964814777134,0.512499651769086,0.5073137350084678,0.5130804686638094,0.919250078682042,0.9170045284762242,0.471043374007311,0.4500688589165337,0.47237904507103406,0.8952544665733838,0.891195637936468,0.4006463768909168,0.12900823785888604,0.03436804138747409,0.40654874906717564,0.23392842246606285,0.017371712032975703,0.8013590861330404,0.18777904046185537,0.19462174306623276,0.13793701667898206,0.7752608701470298
ellipro_med_discontinuous_score,-0.20422775230142837,-0.24859331142261853,-0.23403461595163283,-0.3885731974943899,-0.28647339364602437,-0.35666869043054067,-0.43702249569225216,0.9808820303117759,0.9930673900606741,0.05704200865886983,0.9808995660233489,0.16400180794359157,0.9908449544689336,0.9917110990572992,0.9882632813590161,0.452359295013117,0.9944226894047373,-0.036393854618332735,-0.03419085284584493,-0.29185904278966596,0.08033865926725257,0.2809071287477292,0.2638120637668982,0.39196102482270617,0.29035524640237204,0.4023193413117967,0.17075355113731885,0.06713444428884108,0.24201128595003285,0.7434400742054585,0.8646014313080376,0.6212671087517017,0.9981021036045528,0.9981021036045528,1.0,1.0,0.7526881237649136,0.7526881237649136,0.9185926659092966,0.9185926659092966,0.918008645105926,0.918008645105926,0.5134697396542831,0.5081387077862832,0.5141077073532561,0.9178327891751407,0.9159559961726539,0.47065050265211517,0.449182976443976,0.4720620981353764,0.8938479692831356,0.8894308794131802,0.3983151088203224,0.12598489461362766,0.032070358277886145,0.4041602794361753,0.23096476621625708,0.013888480153289771,0.8033908499535121,0.181337014107395,0.18836204874926968,0.1375300611666205,0.7774787857304136
ellipro_med_linear_score,-0.20422775230142837,-0.24859331142261853,-0.23403461595163283,-0.3885731974943899,-0.28647339364602437,-0.35666869043054067,-0.43702249569225216,0.9808820303117759,0.9930673900606741,0.05704200865886983,0.9808995660233489,0.16400180794359157,0.9908449544689336,0.9917110990572992,0.9882632813590161,0.452359295013117,0.9944226894047373,-0.036393854618332735,-0.03419085284584493,-0.29185904278966596,0.08033865926725257,0.2809071287477292,0.2638120637668982,0.39196102482270617,0.29035524640237204,0.4023193413117967,0.17075355113731885,0.06713444428884108,0.24201128595003285,0.7434400742054585,0.8646014313080376,0.6212671087517017,0.9981021036045528,0.9981021036045528,1.0,1.0,0.7526881237649136,0.7526881237649136,0.9185926659092966,0.9185926659092966,0.918008645105926,0.918008645105926,0.5134697396542831,0.5081387077862832,0.5141077073532561,0.9178327891751407,0.9159559961726539,0.47065050265211517,0.449182976443976,0.4720620981353764,0.8938479692831356,0.8894308794131802,0.3983151088203224,0.12598489461362766,0.032070358277886145,0.4041602794361753,0.23096476621625708,0.013888480153289771,0.8033908499535121,0.181337014107395,0.18836204874926968,0.1375300611666205,0.7774787857304136
ellipro_num_discontinuous_epitopes,-0.15175371412793923,-0.18936962151805217,-0.12700409241491986,-0.2785428851136857,-0.15037315612673638,-0.2090099244368795,-0.33696705699639223,0.7490630870894364,0.760411908829311,-0.017649139571782366,0.7552715183153444,0.038042714445615765,0.7694088048752645,0.7699334594268062,0.7501826932449582,0.7602008985827411,0.7678865434747868,-0.023401931468691566,-0.013176708349359089,-0.16943445521410377,0.0920852456194583,0.27414703010147795,0.32507681373322694,0.3590298840245066,0.44390573552268214,0.31277165306745247,0.17006974038321704,0.06295295374953366,0.27391287601013703,0.5246801415941426,0.7667940142121347,0.5423605958896206,0.7570135569473122,0.7570135569473122,0.7526881237649136,0.7526881237649136,1.0,1.0,0.7086560833074926,0.7086560833074926,0.7078451492288979,0.7078451492288979,0.6974509186383417,0.6918535678907071,0.6975093086262436,0.7067651729907942,0.7107728677627592,0.6835767425567625,0.6543602397864143,0.6849860670402047,0.695222202383967,0.6912732851305192,0.37112782106245584,0.17015859201796396,0.07703590517191636,0.37339546536117924,0.19029618790805966,0.09266069879685784,0.5979682560299009,0.18619745618192088,0.17728271951386326,0.09466638436957765,0.5854070576912893
ellipro_num_linear_epitopes,-0.15175371412793923,-0.18936962151805217,-0.12700409241491986,-0.2785428851136857,-0.15037315612673638,-0.2090099244368795,-0.33696705699639223,0.7490630870894364,0.760411908829311,-0.017649139571782366,0.7552715183153444,0.038042714445615765,0.7694088048752645,0.7699334594268062,0.7501826932449582,0.7602008985827411,0.7678865434747868,-0.023401931468691566,-0.013176708349359089,-0.16943445521410377,0.0920852456194583,0.27414703010147795,0.32507681373322694,0.3590298840245066,0.44390573552268214,0.31277165306745247,0.17006974038321704,0.06295295374953366,0.27391287601013703,0.5246801415941426,0.7667940142121347,0.5423605958896206,0.7570135569473122,0.7570135569473122,0.7526881237649136,0.7526881237649136,1.0,1.0,0.7086560833074926,0.7086560833074926,0.7078451492288979,0.7078451492288979,0.6974509186383417,0.6918535678907071,0.6975093086262436,0.7067651729907942,0.7107728677627592,0.6835767425567625,0.6543602397864143,0.6849860670402047,0.695222202383967,0.6912732851305192,0.37112782106245584,0.17015859201796396,0.07703590517191636,0.37339546536117924,0.19029618790805966,0.09266069879685784,0.5979682560299009,0.18619745618192088,0.17728271951386326,0.09466638436957765,0.5854070576912893
