accession,FEL_mean_alpha,FEL_mean_beta,FEL_mean_lrt,FUBAR_mean_alpha,FUBAR_mean_beta,FUBAR_mean_prob_neg,FUBAR_mean_prob_pos,ProtLearn_Amino acid composition,ProtLearn_Average flexibility indices,ProtLearn_Average volume of buried residue,ProtLearn_Composition,ProtLearn_Hydropathy index,ProtLearn_Hydrophobicity,ProtLearn_Hydrophobicity index,ProtLearn_Polarity,ProtLearn_Relative mutability,ProtLearn_Volume,ProtLearn_length,ProtLearn_pK (-COOH),SLAC_mean_dN/dS,SLAC_mean_n,SLAC_mean_s,allergenicity_blast_score,allergenicity_hybrid_score,allergenicity_merci_score,bcell_avg_peptide_length,bcell_num_peptides,deeplocpro_prob_cytoplasmic,deeplocpro_prob_extracellular,deeplocpro_prob_periplasmic,deeptmhmm_proportion_outside,dssp_percent_helix,dssp_percent_loop,dssp_percent_sheet,ellipro_mean_discontinuous_score,ellipro_mean_linear_score,ellipro_med_discontinuous_score,ellipro_med_linear_score,ellipro_num_discontinuous_epitopes,ellipro_num_linear_epitopes,ifnepitope2_mean_blast_score,ifnepitope2_mean_ml_score,ifnepitope2_mean_total_score,ifnepitope2_med_blast_score,ifnepitope2_med_ml_score,ifnepitope2_med_total_score,mhci_num_peptides,mhci_num_strong_binders,mhci_num_weak_binders,mhci_percentile,mhci_score,mhcii_num_peptides,mhcii_num_strong_binders,mhcii_num_weak_binders,mhcii_percentile,mhcii_score,rate4site_deeptmhmm_max_outside_scores,rate4site_deeptmhmm_mean_outside_scores,rate4site_deeptmhmm_min_outside_scores,rate4site_deeptmhmm_nan,rate4site_max_per_site_score,rate4site_mean_per_site_score,rate4site_median_per_site_score,rate4site_min_per_site_score,signalp_prob_other,signalp_prob_signalp,targetp_prob_SP,targetp_prob_mTP,targetp_prob_noTP,prob_antigen
Q5HDD7,188.9771241010249,0.8475811223264099,2.514391194464758,4.648477546951405,9.021501525060414,0.6869759075968404,0.2463357036403275,5.0,0.0,147.0,0.0,0.0,1.0,0.0,9.0,82.0,81.0,436.0,2.0,0.1132108361243613,0.3454861111111111,1.144097222222222,0.0,0.316,0.0,9.142857142857142,7.0,0.0,0.9722500000000001,0.0,0.93348623853211,0.6637168141592921,0.3030973451327434,0.0,0.7088235294117647,0.7088235294117647,0.73,0.73,17.0,17.0,0.0,0.5790420560747663,0.5790420560747663,0.0,0.58,0.58,568.0,186.0,382.0,0.8958485915492957,0.3470054419014085,215.0,63.0,152.0,2.2930232558139534,0.4197989162790698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125182,0.874818,0.882342,0.006025,0.111633,0.778
P14738,343.0376301085616,194.46833429611783,1.3227208945311804,3.671517324673459,7.984256605177829,0.6838929222976636,0.2493345548170633,5.0,0.0,142.0,0.0,-0.2857142857142857,1.0,0.0,8.142857142857142,77.28571428571429,75.28571428571429,413.57142857142856,2.0,0.4736122822787422,1.2578988941548184,1.0406793048973142,0.0,0.20550000000000002,0.0,12.319548872180452,20.0,0.00015000000000000001,0.41345,0.0,0.9411764705882352,0.022202883938288186,0.4019065268251007,0.5271648552372297,0.7071591596526079,0.7071591596526079,0.71375,0.71375,19.166666666666668,19.166666666666668,0.0,0.5578323699421965,0.5578323699421965,0.0,0.57,0.57,552.0,172.0,380.0,0.8962445652173914,0.34623982065217396,318.0,66.0,252.0,2.4656006332871563,0.3743156281614882,3.983,9.48766603415034e-06,-0.258,-0.258,3.983,9.48766603415034e-06,-0.258,-0.258,0.515232,0.484768,0.6339695,0.0071255,0.358904,0.778
A0A0H3KAV8,279.2415842562374,1.5283514453293443,1.777070205241904,3.705982673063707,9.179943799400752,0.6954377527099596,0.2520725553672457,5.0,0.0,148.0,0.0,0.0,1.0,0.0,8.0,76.0,85.0,231.0,2.0,0.1205732165111579,0.2960526315789473,1.0460526315789471,0.1,0.3044,0.0,11.934999999999999,9.8,0.12546,0.8276,0.00023,0.9217321869987828,0.1434262948207171,0.4262948207171315,0.3545816733067729,0.6782857142857143,0.6782857142857143,0.688,0.688,14.0,14.0,0.0,0.5693219745730655,0.5693219745730655,0.0,0.578,0.578,298.8,96.8,202.0,0.8964556401350352,0.3418675301873987,109.6,16.2,93.4,2.8092595399471385,0.3523524098072806,5.4446,0.010311239717667819,-0.5377,-0.29618,5.4446,4.761904761916273e-06,-0.3193,-0.5377,0.41526300000000005,0.584737,0.5587500000000001,0.0263374,0.41491259999999996,0.766
Q2FXB0,87.75295154828328,0.4128898155283504,1.761696688110742,2.925780360269533,7.229576868592967,0.6935878842059959,0.2558816312524163,5.0,0.0,142.44444444444446,0.0,0.0,1.0,0.0,8.0,79.55555555555556,75.55555555555556,432.6666666666667,2.0,0.41366176723424,1.5573951434878586,1.0916114790286977,-0.5,-0.2496,0.0,9.996666666666666,5.4,0.0001,0.9981500000000001,0.00014,0.9357859531772575,0.03744501099757359,0.37301498971561603,0.5383544263436696,0.6952946410615528,0.6952946410615528,0.71275,0.71275,18.0,18.0,0.0,0.5635979130609277,0.5635979130609277,0.0,0.577,0.577,389.0,122.4,266.6,0.9086110256123637,0.32497810465323546,193.8,36.2,157.6,2.5747073470039337,0.3747131316630886,5.8767,0.0035826110258899285,-0.6278,-0.31194,5.8767,-1.9063545150518457e-05,-0.3223,-0.6278,0.7475668,0.25243319999999997,0.6744956,0.05550379999999999,0.2700012,0.764
A0A0H3KAV3,792.7912975483056,0.5597100905026884,2.173825201784649,3.111307881931519,5.196104437054711,0.7174762401380027,0.2271765116429665,5.0,0.0,146.0,0.0,0.0,1.0,0.0,8.0,81.0,81.0,226.0,2.0,0.1616978219808057,0.5793650793650794,1.1984126984126984,0.16666666666666666,0.3695,0.0,9.85976430976431,9.166666666666666,0.06386666666666667,0.8252166666666666,0.00018333333333333334,0.7231977662206295,0.1422764227642276,0.4430894308943089,0.3373983739837398,0.6832142857142858,0.6832142857142858,0.663,0.663,14.0,14.0,0.0,0.5739679624645863,0.5739679624645863,0.0,0.5758333333333333,0.5758333333333333,271.1666666666667,88.83333333333333,182.33333333333334,0.8924885992351936,0.34495371090558086,92.5,14.333333333333334,78.16666666666667,2.6185240824494223,0.34732765365161006,6.407900000000001,-0.017663296314670267,-0.6755,-0.3177,6.4079,1.1403508771931656e-05,-0.31745,-0.6755,0.19963699999999998,0.8003629999999999,0.7278446666666666,0.07470933333333334,0.19744566666666666,0.76
Q2FVK3,11.193835801576002,0.2489251161394355,3.3409122389247363,3.277041031617388,7.251654073488583,0.6977731400380762,0.2543835425477849,5.0,0.0,145.0,0.0,0.0,1.0,0.0,8.0,80.0,79.0,309.0,2.0,0.0,0.0,1.0810810810810811,-0.5,-0.2712,0.0,11.26,4.8,6.000000000000001e-05,0.99855,0.00011,0.9113707067543586,0.0338461538461538,0.3938461538461538,0.5230769230769231,0.7442666666666666,0.7442666666666666,0.727,0.727,15.0,15.0,0.0,0.5653787815449605,0.5653787815449605,0.0,0.578,0.578,408.2,128.4,279.8,0.9079083047332158,0.3251814185942691,200.6,37.6,163.0,2.576897505055555,0.37688972769079176,5.7973,0.00023186913883029817,-0.664,-0.32073999999999997,5.7973,-1.5533980582536365e-05,-0.3271,-0.664,0.1582942,0.8417058,0.9489164000000001,0.012403,0.038680599999999996,0.754
P64108,5.126672477497258,5471.735798693833,0.2995332594028106,4.13916951975315,8.543476379639346,0.5526158282694646,0.3975771346857583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7529577464788733
A0A0H2XIH9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,147.0,0.0,0.0,1.0,0.0,8.0,79.0,81.0,165.0,2.0,0.0,0.0,0.0,0.0,0.28150000000000003,0.0,20.25,3.25,0.025150000000000002,0.79975,0.0,0.6032976827094474,0.3135135135135135,0.4594594594594595,0.1297297297297297,0.7,0.7,0.653,0.653,9.0,9.0,0.0,0.5962155807075034,0.5962155807075034,0.0,0.5966666666666667,0.5966666666666667,151.16666666666666,51.5,99.66666666666667,0.9076069711472795,0.3338775613681857,44.166666666666664,12.666666666666666,31.5,2.4693634687318897,0.40301822563458195,3.7542333333333335,-0.09377939026922498,-0.4774,-0.4774,3.8852,1.2727272727279767e-05,-0.4774,-0.4774,0.3783103333333333,0.6216896666666667,0.663824,0.050803999999999995,0.285372,0.752
E2FYX5,10.388362588464393,1.3346299400215007,2.334806144561685,4.111267440075945,13.14021725014357,0.761335723640171,0.1867380212450829,5.0,0.0,145.5,0.0,0.0,1.0,0.0,8.5,81.5,80.0,308.0,2.0,0.2461980963727959,1.0142045454545454,1.2471590909090908,0.0,0.13933333333333334,0.0,15.766137566137566,9.333333333333334,0.0021,0.9533666666666667,0.0,0.9534859708193041,0.5242718446601942,0.4368932038834951,0.0097087378640776,0.7146666666666667,0.7146666666666667,0.6975,0.6975,24.0,24.0,0.0,0.5481814854417234,0.5481814854417234,0.0,0.5533333333333333,0.5533333333333333,318.0,97.33333333333333,220.66666666666666,0.9245331683910631,0.3226919721370247,123.0,18.333333333333332,104.66666666666667,2.5928982766439908,0.38046988006235827,2.5422,-0.003097250353132675,-0.575,-0.3936,2.5422,-1.709401709401287e-05,-0.3936,-0.575,0.37136966666666665,0.6286303333333333,0.6483363333333333,0.0011306666666666668,0.35053266666666666,0.742
A0A2S1FUJ1,506.5435573779912,8.180199519626608,2.457208238311253,5.390860725236305,13.861737497430408,0.7230046967931466,0.2247397357691918,5.5,0.0,129.5,0.0,-0.5,0.5,0.0,8.5,80.0,61.0,121.0,2.0,0.1924685139219981,0.7180365296803652,1.2408675799086757,0.16666666666666666,0.36633333333333334,0.0,12.351346801346802,9.0,0.11748333333333334,0.8436916666666666,1.6666666666666667e-05,0.72892893361904,0.150197628458498,0.4505928853754941,0.3201581027667984,0.6759166666666667,0.6759166666666667,0.6445000000000001,0.6445000000000001,12.0,12.0,0.0,0.5636322056062569,0.5636322056062569,0.0,0.5650000000000001,0.5650000000000001,282.5,88.0,194.5,0.9058463828160033,0.33353348011660033,107.83333333333333,20.166666666666668,87.66666666666667,2.550438766854883,0.36526850915446435,3.4374,0.036835123378780234,-0.498,-0.34076666666666666,3.4374,-3.571428571434164e-06,-0.3692,-0.498,0.21259766666666666,0.7874023333333334,0.7537258333333333,0.07243416666666667,0.17384033333333335,0.726
Q6GBS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,134.0,0.0,-1.0,0.0,0.0,9.0,88.0,68.0,1365.0,2.0,0.0,0.0,0.0,-0.5,0.22799999999999998,0.5,6.514957264957266,15.5,0.0,0.12415,0.0,0.9621798177754857,0.0181028240405503,0.6900796524257784,0.280231716147719,0.6785416666666667,0.6785416666666667,0.651,0.651,24.0,24.0,0.0,0.5638988455995406,0.5638988455995406,0.0,0.565,0.565,1047.5,302.0,745.5,0.960310430290026,0.31861724518993245,627.0,141.5,485.5,2.3960003358710256,0.36058785537953425,4.1618,-2.5494505494504457e-05,-0.2488,-0.2488,4.1618,-2.5494505494504457e-05,-0.2488,-0.2488,0.996427,0.003573,0.001849,0.030516500000000002,0.967634,0.722
A0A0H3K7M3,3.066249416967836,2.648936246885018,1.3554355108090927,1.9487074507346016,4.4519972723866745,0.7170893448586074,0.2280606291661315,5.0,0.0,145.0,0.0,0.0,1.0,0.0,8.0,82.0,79.0,241.0,2.0,0.2848141431621937,0.8361581920903955,1.0451977401129944,0.16666666666666666,0.49266666666666664,0.08333333333333333,8.777898027898027,7.333333333333333,0.1296,0.7612083333333334,0.0002833333333333333,0.9623487123487123,0.1417624521072797,0.4597701149425287,0.3256704980842911,0.6929090909090909,0.6929090909090909,0.708,0.708,11.0,11.0,0.0,0.5623351116015868,0.5623351116015868,0.0,0.5691666666666667,0.5691666666666667,241.66666666666666,75.33333333333333,166.33333333333334,0.9195520133588603,0.3262759268978735,82.16666666666667,13.166666666666666,69.0,2.6811391925086347,0.34883131684018,2.4594,0.0019950010896812,-0.5446,-0.4391833333333333,2.4594,1.851851851857816e-06,-0.4391,-0.5446,0.9097633333333333,0.09023666666666667,0.11443550000000001,0.0036255000000000003,0.881939,0.716
Q2FJ77,387.54518218104346,1.219501086655938,3.154701147638378,2.952068650676851,4.261503784334711,0.6034717904006561,0.3356658846761274,5.0,0.0,135.0,0.0,-1.0,0.0,0.0,9.0,88.0,68.0,1154.0,2.0,0.1637857457979643,0.5443840579710145,1.1983695652173914,-0.5,0.1825,0.5,11.363636363636363,22.0,0.0001,0.097925,0.0,0.9544259421560036,0.0145299145299145,0.711965811965812,0.2598290598290598,0.6741724137931034,0.6741724137931034,0.651,0.651,29.0,29.0,0.0,0.5527537511032656,0.5527537511032656,0.0,0.56,0.56,922.0,287.0,635.0,0.9322662689804773,0.3282687836225596,459.5,101.5,358.0,2.4025679542203147,0.36977627251560885,7.1287,-4.592462751970602e-05,-0.1402,-0.1402,7.1287,-4.592462751970602e-05,-0.1402,-0.1402,0.996195,0.003805,0.001072,0.000816,0.998112,0.71
Q2G034,41.93246212248025,23.482371800182108,0.6592205019608901,3.336289087931733,5.221162840385839,0.5084744501511336,0.4398851453492304,5.0,0.0,144.0,0.0,-1.0,0.0,0.0,9.0,87.0,75.0,209.0,2.0,0.0,0.0,1.0,0.0,0.646,0.5,28.666666666666668,3.0,0.0,0.29505000000000003,0.0,0.7942583732057417,0.3466666666666667,0.5822222222222222,0.0,0.7320666666666666,0.7320666666666666,0.727,0.727,15.0,15.0,0.0,0.6524875621890547,0.6524875621890547,0.0,0.64,0.64,108.0,21.0,87.0,1.0349814814814815,0.2877711574074074,42.0,8.0,34.0,2.329285714285714,0.3940048809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998913,0.001087,2.3e-05,8e-06,0.999969,0.696
Q6GH52,18.41846984227108,11.517870904996128,1.0757136207613,4.377117689954424,18.9428978924916,0.8140305905231657,0.1410713304932857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694
