accession,FEL_mean_alpha,FEL_mean_beta,FEL_mean_lrt,FUBAR_mean_alpha,FUBAR_mean_beta,FUBAR_mean_prob_neg,FUBAR_mean_prob_pos,ProtLearn_Amino acid composition,ProtLearn_Average flexibility indices,ProtLearn_Average volume of buried residue,ProtLearn_Composition,ProtLearn_Hydropathy index,ProtLearn_Hydrophobicity,ProtLearn_Hydrophobicity index,ProtLearn_Polarity,ProtLearn_Relative mutability,ProtLearn_Volume,ProtLearn_length,ProtLearn_pK (-COOH),SLAC_mean_dN/dS,SLAC_mean_n,SLAC_mean_s,allergenicity_blast_score,allergenicity_hybrid_score,allergenicity_merci_score,bcell_avg_peptide_length,bcell_num_peptides,cluster_num_clusters,cluster_percent_identity/num_strain,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_extracellular,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,deeptmhmm_proportion_outside,discotope_max_calibrated_score,discotope_max_discotope_score,discotope_max_rsa,discotope_mean_calibrated_score,discotope_mean_discotope_score,discotope_mean_rsa,discotope_median_calibrated_score,discotope_median_discotope_score,discotope_median_rsa,discotope_min_calibrated_score,discotope_min_discotope_score,discotope_min_rsa,discotope_num_epitope_peptides,dssp_percent_helix,dssp_percent_loop,dssp_percent_sheet,ellipro_mean_discontinuous_score,ellipro_mean_linear_score,ellipro_med_discontinuous_score,ellipro_med_linear_score,ellipro_num_discontinuous_epitopes,ellipro_num_linear_epitopes,ifnepitope2_mean_blast_score,ifnepitope2_mean_ml_score,ifnepitope2_mean_total_score,ifnepitope2_med_blast_score,ifnepitope2_med_ml_score,ifnepitope2_med_total_score,mhci_num_peptides,mhci_num_strong_binders,mhci_num_weak_binders,mhci_percentile,mhci_score,mhcii_num_peptides,mhcii_num_strong_binders,mhcii_num_weak_binders,mhcii_percentile,mhcii_score,rate4site_deeptmhmm_max_outside_scores,rate4site_deeptmhmm_mean_outside_scores,rate4site_deeptmhmm_min_outside_scores,rate4site_deeptmhmm_nan,rate4site_max_per_site_score,rate4site_mean_per_site_score,rate4site_median_per_site_score,rate4site_min_per_site_score,signalp_prob_other,signalp_prob_signalp,targetp_prob_SP,targetp_prob_mTP,targetp_prob_noTP,prob_antigen
A0A0D6H3T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,143.0,0.0,0.0,1.0,0.0,9.0,79.0,80.0,260.0,2.0,0.0,0.0,0.0,-0.5,-0.17633333333333334,0.0,9.583333333333334,4.0,1.0,0.988,0.009733333333333333,0.0,0.8261333333333333,0.033683333333333336,0.1304,0.0,0.9269230769230768,2.65512,0.45959,0.90358,1.3916546511627907,0.316996511627907,0.5795583720930233,1.27189,0.30348,0.58347,0.90152,0.26168,0.12603,43.0,0.3214285714285714,0.3857142857142857,0.225,0.6864,0.6864,0.645,0.645,15.0,15.0,0.0,0.5746891534391535,0.5746891534391535,0.0,0.58,0.58,303.5,115.0,188.5,0.8235156963765108,0.37293245777835765,181.0,31.666666666666668,149.33333333333334,2.525357923497268,0.35931004133272615,6.4939,-7.692307692390112e-07,-0.1534,-0.1534,6.4939,-7.692307692390112e-07,-0.1534,-0.1534,0.006159,0.9938410000000001,0.9991105,5.95e-05,0.00083,1.0
A0A0D6H7X3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,144.0,0.0,0.0,1.0,0.0,9.0,82.0,79.0,807.0,2.0,0.0,0.0,0.0,-0.5,-0.39666666666666667,0.0,9.261243386243386,7.5,1.0,0.9405,0.007050000000000001,0.0,0.0001,0.9915333333333334,0.0012166666666666667,0.00015,0.9504438023012991,5.19729,0.41864,1.1183,1.8092482183908043,0.1795037931034482,0.607161091954023,1.576485,0.163075,0.62001,0.906,0.11575,0.04462,174.0,0.3349455864570738,0.4123337363966142,0.2297460701330108,0.7100869565217391,0.7100869565217391,0.71,0.71,23.0,23.0,0.0,0.5517104251303323,0.5517104251303323,0.0,0.5566666666666668,0.5566666666666668,935.0,295.0,640.0,0.9087759197670399,0.34272143754163736,351.6666666666667,61.666666666666664,290.0,2.6865044317016245,0.3405320544211319,3.6783,2.750717997052973e-05,-0.3396,-0.3396,3.6783,4.177997527811226e-05,-0.3396,-0.3396,0.3798455,0.6201545,0.4558438333333333,0.012545,0.531611,1.0
E2GAH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,148.0,0.0,-1.0,1.0,0.0,9.0,82.0,82.0,508.0,2.0,0.0,0.0,0.0,0.0,0.24866666666666667,0.16666666666666666,20.453968253968252,10.166666666666666,2.0,0.5,0.06601666666666667,0.04646666666666666,0.004066666666666666,0.8755833333333333,0.007883333333333334,0.0,0.798906461227539,5.56186,0.44493,1.13772,1.7883676237623762,0.1944220792079208,0.6672927722772277,1.43525,0.17098,0.69562,0.90668,0.13589,0.20604,101.0,0.5229007633587787,0.4408396946564885,0.0095419847328244,0.7254166666666667,0.7254166666666667,0.7004999999999999,0.7004999999999999,24.0,24.0,0.0,0.567231276071881,0.567231276071881,0.0,0.5733333333333334,0.5733333333333334,367.1666666666667,112.83333333333333,254.33333333333334,0.9161202313351167,0.3240970489210692,152.5,32.666666666666664,119.83333333333333,2.4641772938293407,0.4043910456039912,5.6724,0.04177485786061585,-0.6711,-0.1372,5.6724,-6.199999999997943e-06,-0.1372,-0.6711,0.348152,0.651848,0.6609066666666666,0.0011358333333333333,0.33795766666666666,1.0
P60158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,130.0,0.0,0.0,0.0,0.0,8.0,86.0,64.0,233.0,2.0,0.0,0.0,0.0,0.0,0.40416666666666673,0.0,12.083333333333334,7.5,1.0,0.9955,0.011733333333333333,0.0,0.00065,0.9866,0.0008833333333333333,0.0001,0.8755364806866953,3.71002,0.58346,0.9762,1.3915459375,0.327164375,0.662326875,1.21271,0.307395,0.690985,0.91333,0.2743,0.19434,32.0,0.2650602409638554,0.5582329317269076,0.1124497991967871,0.6873846153846154,0.6873846153846154,0.636,0.636,13.0,13.0,0.0,0.6021111111111112,0.6021111111111112,0.0,0.6116666666666667,0.6116666666666667,219.5,72.83333333333333,146.66666666666666,0.8520488526454318,0.3582900223505485,102.66666666666667,20.666666666666668,82.0,2.4421757887221807,0.37591585768852265,10.724,4.806866952790504e-05,-0.0928,-0.0928,10.724,4.806866952790504e-05,-0.0928,-0.0928,0.03376166666666667,0.9662383333333334,0.995273,5.7333333333333336e-05,0.004669666666666667,1.0
A0A0G3D1I8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,148.0,0.0,0.0,1.0,0.0,8.0,79.0,81.0,322.0,2.0,0.0,0.0,0.0,0.0,0.04133333333333333,0.0,0.0,0.0,1.0,0.9905,0.004433333333333333,0.0026333333333333334,0.8416833333333332,0.15003333333333332,0.0012,0.0,0.9472049689440992,2.06793,0.35897,1.02045,1.3365682,0.2791666,0.5959288,1.254075,0.270165,0.5629649999999999,0.90394,0.23196,0.18745,50.0,0.3771929824561403,0.3859649122807017,0.1783625730994152,0.7168888888888889,0.7168888888888889,0.694,0.694,18.0,18.0,0.0,0.5792781316348196,0.5792781316348196,0.0,0.59,0.59,377.3333333333333,101.33333333333333,276.0,0.9314060389853164,0.3149961271254896,213.5,54.166666666666664,159.33333333333334,2.3631357979544174,0.41538010368154077,7.2459,-1.9254658385097254e-05,-0.1376,-0.1376,7.2459,-1.9254658385097254e-05,-0.1376,-0.1376,0.009127333333333333,0.9908726666666667,0.997426,1.1166666666666668e-05,0.0025629999999999997,1.0
A0A0E8J2S9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,131.0,0.0,0.0,0.0,0.0,8.0,86.0,64.0,231.0,2.0,0.0,0.0,0.0,0.0,0.2895,0.0,16.41071428571429,7.666666666666667,1.0,0.987,0.08561666666666667,0.00011666666666666667,0.0004166666666666667,0.9109833333333334,0.0026,0.00023333333333333333,0.8831168831168831,1.95693,0.39103,1.07161,1.2122117647058823,0.3086011764705882,0.6851255882352941,1.11941,0.29833,0.75267,0.90023,0.27407,0.13536,34.0,0.2231075697211155,0.5936254980079682,0.1075697211155378,0.6902,0.6902,0.734,0.734,10.0,10.0,0.0,0.6168535127055307,0.6168535127055307,0.0,0.61,0.61,186.16666666666666,52.0,134.16666666666666,0.9925508412100793,0.3032079564020484,74.66666666666667,9.166666666666666,65.5,2.713349704924705,0.32010104798636546,6.1105,4.545454545455703e-05,-0.1629,-0.1629,6.1105,4.545454545455703e-05,-0.1629,-0.1629,0.02238633333333333,0.9776136666666666,0.9962363333333334,3.7e-05,0.0037268333333333333,1.0
A0AAJ5CRW3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,145.0,0.0,0.0,1.0,0.0,9.0,81.0,80.0,302.0,2.0,0.0,0.0,0.0,0.0,0.5826666666666667,0.3333333333333333,10.177777777777777,3.8333333333333335,1.0,0.878,0.021566666666666665,0.004966666666666667,0.25111666666666665,0.7126833333333332,0.009616666666666667,0.0001,0.9449776220120142,2.70192,0.44537,1.03353,1.6823590909090909,0.33076,0.6171265454545455,1.55524,0.31647,0.59386,0.91091,0.24404,0.13012,55.0,0.3540372670807453,0.3881987577639751,0.1956521739130435,0.7111764705882353,0.7111764705882353,0.681,0.681,17.0,17.0,0.0,0.5377368404806724,0.5377368404806724,0.0,0.5441666666666667,0.5441666666666667,339.6666666666667,99.83333333333333,239.83333333333334,0.9061147468007387,0.3255738125659113,130.33333333333334,32.666666666666664,97.66666666666667,2.3978858778057224,0.4003471983398867,3.7824,2.7737226277351174e-05,-0.4272,-0.4272,3.7824,2.7737226277351174e-05,-0.4272,-0.4272,0.18091466666666667,0.8190853333333333,0.8810126666666668,0.0006270000000000001,0.11836033333333333,1.0
A0AAJ4YYP0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,144.0,0.0,0.0,1.0,0.0,8.0,77.0,80.0,317.0,2.0,0.0,0.0,0.0,0.0,0.7628333333333334,0.5,10.357142857142858,7.0,1.0,0.995,0.008333333333333333,0.0005,0.914,0.026883333333333332,0.050199999999999995,0.00013333333333333334,0.9433063880126182,3.48498,0.51254,1.06288,1.5625218867924529,0.304483396226415,0.6538018867924529,1.40208,0.28712,0.67019,0.91042,0.23391,0.25941,53.0,0.2403560830860534,0.4896142433234421,0.2106824925816023,0.7024090909090909,0.7024090909090909,0.6645000000000001,0.6645000000000001,22.0,22.0,0.0,0.5815769438220895,0.5815769438220895,0.0,0.59,0.59,365.5,106.83333333333333,258.6666666666667,0.9593378394708459,0.30711390980685543,166.33333333333334,36.666666666666664,129.66666666666666,2.386225103925247,0.3973940148810399,10.2145,-9.148264984240394e-06,-0.0976,-0.0976,10.2145,-9.148264984240394e-06,-0.0976,-0.0976,0.017532833333333334,0.9824671666666666,0.9977406666666667,9.933333333333333e-05,0.0021598333333333335,1.0
A0AAJ4YVZ0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,149.0,0.0,-1.0,1.0,0.0,9.0,82.0,84.0,242.0,2.0,0.0,0.0,0.0,0.0,0.1698,0.0,11.701515151515151,9.2,1.0,0.9935,0.041139999999999996,0.0001,0.19563999999999998,0.76216,0.0010199999999999999,0.0,0.9297520661157023,3.39284,0.56772,0.92022,1.7446408695652174,0.3738389130434782,0.5411619565217392,1.47385,0.341985,0.5656950000000001,0.92328,0.27722,0.13012,46.0,0.2786259541984733,0.3854961832061068,0.2595419847328244,0.6791111111111111,0.6791111111111111,0.637,0.637,18.0,18.0,0.0,0.5664444444444444,0.5664444444444444,0.0,0.567,0.567,194.4,67.4,127.0,0.8950646964059759,0.35580948277038116,123.6,31.0,92.6,2.292760164686011,0.38489080060012865,8.9072,5.785123966940078e-06,-0.1118,-0.1118,8.9072,5.785123966940078e-06,-0.1118,-0.1118,0.017574399999999997,0.9824256,0.992856,0.0003718,0.006772200000000001,1.0
A0AAJ5CRM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,146.0,0.0,0.0,1.0,0.0,8.0,80.0,81.0,301.0,2.0,0.0,0.0,0.0,0.0,0.6756666666666667,0.4166666666666667,8.847222222222223,4.5,1.0,0.9715,0.0228,0.00265,0.22116666666666665,0.7474166666666666,0.005883333333333333,8.333333333333333e-05,0.9468926877597776,3.0881,0.48836,0.94938,1.6954275862068966,0.3321884482758621,0.5392044827586207,1.67426,0.3298149999999999,0.539555,0.90008,0.243,0.11683,58.0,0.3582554517133956,0.3831775700934579,0.1962616822429906,0.6991666666666667,0.6991666666666667,0.6825000000000001,0.6825000000000001,12.0,12.0,0.0,0.5410923879728271,0.5410923879728271,0.0,0.5483333333333333,0.5483333333333333,351.0,101.5,249.5,0.9109478521030185,0.32340686582101863,139.66666666666666,34.5,105.16666666666667,2.3405858371064956,0.4078932500128653,4.0883,4.551495016612085e-05,-0.2442,-0.2442,4.0883,4.551495016612085e-05,-0.2442,-0.2442,0.17875983333333334,0.8212401666666667,0.8813749999999999,0.0005771666666666667,0.11804816666666666,1.0
A0AAJ4YZC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,142.0,0.0,-1.0,1.0,0.0,9.0,83.0,78.0,190.0,2.0,0.0,0.0,0.0,0.0,0.2363333333333333,0.0,11.6,5.0,1.0,0.997,0.103,0.0006666666666666666,0.6546333333333333,0.19304999999999997,0.048633333333333334,0.0,0.9048454469507101,2.27745,0.50312,0.9894,1.3574151515151516,0.3812230303030303,0.576330606060606,1.37837,0.384,0.50618,0.90363,0.3211,0.15472,33.0,0.1476190476190476,0.4238095238095238,0.3333333333333333,0.6715454545454546,0.6715454545454546,0.626,0.626,11.0,11.0,0.0,0.5874920567462004,0.5874920567462004,0.0,0.5783333333333333,0.5783333333333333,180.0,56.333333333333336,123.66666666666667,0.9126673277433636,0.3326561423654129,105.33333333333333,25.833333333333332,79.5,2.347240176576625,0.4053872201916809,13.675,3.915343915344218e-05,-0.0727,-0.0727,13.675,3.915343915344218e-05,-0.0727,-0.0727,0.011078,0.988922,0.9959978333333334,0.00044316666666666663,0.003559,1.0
