accession,feature_subfeature,value
A0A022P4P8,signalp_prob_signalp,0.0018905001
A0A022P4P8,targetp_prob_SP,0.0017551667
A0A022P4P8,targetp_prob_mTP,0.10444183
A0A022P4P8,targetp_prob_noTP,0.89380294
A0A023WGH4,FEL_mean_alpha,10.859719
A0A023WGH4,FEL_mean_beta,1.0499257
A0A023WGH4,FEL_mean_lrt,2.2596714
A0A023WGH4,FUBAR_mean_alpha,5.580893
A0A023WGH4,FUBAR_mean_beta,14.560935
A0A023WGH4,FUBAR_mean_prob_neg,0.7079223
A0A023WGH4,FUBAR_mean_prob_pos,0.23920153
A0A023WGH4,ProtLearn_Amino acid composition,5.0
A0A023WGH4,ProtLearn_Average flexibility indices,0.0
A0A023WGH4,ProtLearn_Average volume of buried residue,140.0
A0A023WGH4,ProtLearn_Composition,0.0
A0A023WGH4,ProtLearn_Hydropathy index,0.0
A0A023WGH4,ProtLearn_Hydrophobicity,1.0
A0A023WGH4,ProtLearn_Hydrophobicity index,0.0
A0A023WGH4,ProtLearn_Polarity,8.0
A0A023WGH4,ProtLearn_Relative mutability,77.0
A0A023WGH4,ProtLearn_Volume,73.0
A0A023WGH4,ProtLearn_length,382.0
A0A023WGH4,ProtLearn_pK (-COOH),2.0
A0A023WGH4,SLAC_mean_dN/dS,0.035707507
A0A023WGH4,SLAC_mean_n,0.2520576
A0A023WGH4,SLAC_mean_s,0.99485594
A0A023WGH4,allergenicity_blast_score,0.0
A0A023WGH4,allergenicity_hybrid_score,0.33466664
A0A023WGH4,allergenicity_merci_score,0.0
A0A023WGH4,bcell_avg_peptide_length,9.214286
A0A023WGH4,bcell_num_peptides,7.8333335
A0A023WGH4,cluster_num_clusters,1.0
A0A023WGH4,cluster_percent_identity/num_strain,0.0101666665
A0A023WGH4,deeplocpro_prob_cell_wall_surface,0.0
A0A023WGH4,deeplocpro_prob_cytoplasmic,0.0
A0A023WGH4,deeplocpro_prob_cytoplasmic_membrane,0.0
A0A023WGH4,deeplocpro_prob_extracellular,0.0
A0A023WGH4,deeplocpro_prob_outer_membrane,1.0
A0A023WGH4,deeplocpro_prob_periplasmic,0.0
A0A023WGH4,deeptmhmm_proportion_outside,0.41705433
A0A023WGH4,discotope_max_calibrated_score,5.53879
A0A023WGH4,discotope_max_discotope_score,0.60793
A0A023WGH4,discotope_max_rsa,1.03948
A0A023WGH4,discotope_mean_calibrated_score,2.3014266
A0A023WGH4,discotope_mean_discotope_score,0.31700948
A0A023WGH4,discotope_mean_rsa,0.504206
A0A023WGH4,discotope_median_calibrated_score,1.9164
A0A023WGH4,discotope_median_discotope_score,0.28241
A0A023WGH4,discotope_median_rsa,0.49256
A0A023WGH4,discotope_min_calibrated_score,0.93046
A0A023WGH4,discotope_min_discotope_score,0.19381
A0A023WGH4,discotope_min_rsa,0.09104
A0A023WGH4,discotope_num_epitope_peptides,77.0
A0A023WGH4,dssp_percent_helix,0.03217822
A0A023WGH4,dssp_percent_loop,0.36633664
A0A023WGH4,dssp_percent_sheet,0.54950494
A0A023WGH4,ellipro_mean_discontinuous_score,0.7049091
A0A023WGH4,ellipro_mean_linear_score,0.7049091
A0A023WGH4,ellipro_med_discontinuous_score,0.709
A0A023WGH4,ellipro_med_linear_score,0.709
A0A023WGH4,ellipro_num_discontinuous_epitopes,11.0
A0A023WGH4,ellipro_num_linear_epitopes,11.0
A0A023WGH4,ifnepitope2_mean_blast_score,0.0
A0A023WGH4,ifnepitope2_mean_ml_score,0.5825796
A0A023WGH4,ifnepitope2_mean_total_score,0.5825796
A0A023WGH4,ifnepitope2_med_blast_score,0.0
A0A023WGH4,ifnepitope2_med_ml_score,0.5883333
A0A023WGH4,ifnepitope2_med_total_score,0.5883333
A0A023WGH4,mhci_num_peptides,452.83334
A0A023WGH4,mhci_num_strong_binders,136.16667
A0A023WGH4,mhci_num_weak_binders,316.66666
A0A023WGH4,mhci_percentile,0.94108564
A0A023WGH4,mhci_score,0.32928196
A0A023WGH4,mhcii_num_peptides,238.0
A0A023WGH4,mhcii_num_strong_binders,66.0
A0A023WGH4,mhcii_num_weak_binders,172.0
A0A023WGH4,mhcii_percentile,2.1924677
A0A023WGH4,mhcii_score,0.41710553
A0A023WGH4,rate4site_deeptmhmm_max_outside_scores,5.4634995
A0A023WGH4,rate4site_deeptmhmm_mean_outside_scores,0.0020951554
A0A023WGH4,rate4site_deeptmhmm_min_outside_scores,-0.5401
A0A023WGH4,rate4site_deeptmhmm_nan,-0.2625
A0A023WGH4,rate4site_max_per_site_score,5.4635
A0A023WGH4,rate4site_mean_per_site_score,-1.2315271e-06
A0A023WGH4,rate4site_median_per_site_score,-0.2634
A0A023WGH4,rate4site_min_per_site_score,-0.5401
A0A023WGH4,signalp_prob_other,0.36980465
A0A023WGH4,signalp_prob_signalp,0.6301953
A0A023WGH4,targetp_prob_SP,0.662389
A0A023WGH4,targetp_prob_mTP,0.000372
A0A023WGH4,targetp_prob_noTP,0.33723903
A0A059T9M1,FEL_mean_alpha,105.74736
A0A059T9M1,FEL_mean_beta,0.94120216
A0A059T9M1,FEL_mean_lrt,1.9836152
A0A059T9M1,FUBAR_mean_alpha,3.6480167
A0A059T9M1,FUBAR_mean_beta,8.272906
A0A059T9M1,FUBAR_mean_prob_neg,0.6714331
A0A059T9M1,FUBAR_mean_prob_pos,0.2731127
A0A059T9M1,ProtLearn_Amino acid composition,6.0
A0A059T9M1,ProtLearn_Average flexibility indices,0.0
A0A059T9M1,ProtLearn_Average volume of buried residue,146.0
A0A059T9M1,ProtLearn_Composition,0.0
A0A059T9M1,ProtLearn_Hydropathy index,-1.0
A0A059T9M1,ProtLearn_Hydrophobicity,1.0
A0A059T9M1,ProtLearn_Hydrophobicity index,0.0
A0A059T9M1,ProtLearn_Polarity,9.0
A0A059T9M1,ProtLearn_Relative mutability,80.0
A0A059T9M1,ProtLearn_Volume,80.0
A0A059T9M1,ProtLearn_length,338.0
A0A059T9M1,ProtLearn_pK (-COOH),2.0
A0A059T9M1,SLAC_mean_dN/dS,0.18589711
A0A059T9M1,SLAC_mean_n,0.5833333
A0A059T9M1,SLAC_mean_s,1.2202381
A0A059T9M1,allergenicity_blast_score,0.0
A0A059T9M1,allergenicity_hybrid_score,0.5305
A0A059T9M1,allergenicity_merci_score,0.0
A0A059T9M1,bcell_avg_peptide_length,10.863889
A0A059T9M1,bcell_num_peptides,7.6666665
A0A059T9M1,cluster_num_clusters,2.0
A0A059T9M1,cluster_percent_identity/num_strain,0.010069819
A0A059T9M1,deeplocpro_prob_cell_wall_surface,0.0023
A0A059T9M1,deeplocpro_prob_cytoplasmic,0.65776664
A0A059T9M1,deeplocpro_prob_cytoplasmic_membrane,0.00016666665
A0A059T9M1,deeplocpro_prob_extracellular,0.16506667
A0A059T9M1,deeplocpro_prob_outer_membrane,0.17456667
A0A059T9M1,deeplocpro_prob_periplasmic,1e-04
A0A059T9M1,deeptmhmm_proportion_outside,0.0
A0A059T9M1,discotope_max_calibrated_score,2.29916
A0A059T9M1,discotope_max_discotope_score,0.28496
A0A059T9M1,discotope_max_rsa,1.09621
A0A059T9M1,discotope_mean_calibrated_score,1.4126997
A0A059T9M1,discotope_mean_discotope_score,0.22400483
A0A059T9M1,discotope_mean_rsa,0.7334223
A0A059T9M1,discotope_median_calibrated_score,1.31897
A0A059T9M1,discotope_median_discotope_score,0.21756
A0A059T9M1,discotope_median_rsa,0.72395
A0A059T9M1,discotope_min_calibrated_score,0.95438
A0A059T9M1,discotope_min_discotope_score,0.19249
A0A059T9M1,discotope_min_rsa,0.505
A0A059T9M1,discotope_num_epitope_peptides,31.0
A0A059T9M1,dssp_percent_helix,0.20555556
A0A059T9M1,dssp_percent_loop,0.73333335
A0A059T9M1,dssp_percent_sheet,0.0
A0A059T9M1,ellipro_mean_discontinuous_score,0.7237143
A0A059T9M1,ellipro_mean_linear_score,0.7237143
A0A059T9M1,ellipro_med_discontinuous_score,0.7245
A0A059T9M1,ellipro_med_linear_score,0.7245
A0A059T9M1,ellipro_num_discontinuous_epitopes,14.0
A0A059T9M1,ellipro_num_linear_epitopes,14.0
A0A059T9M1,ifnepitope2_mean_blast_score,0.0
A0A059T9M1,ifnepitope2_mean_ml_score,0.6534484
A0A059T9M1,ifnepitope2_mean_total_score,0.6534484
A0A059T9M1,ifnepitope2_med_blast_score,0.0
A0A059T9M1,ifnepitope2_med_ml_score,0.6483333
A0A059T9M1,ifnepitope2_med_total_score,0.6483333
A0A059T9M1,mhci_num_peptides,111.0
A0A059T9M1,mhci_num_strong_binders,27.166666
A0A059T9M1,mhci_num_weak_binders,83.833336
A0A059T9M1,mhci_percentile,1.0001521
A0A059T9M1,mhci_score,0.29185575
A0A059T9M1,mhcii_num_peptides,72.166664
A0A059T9M1,mhcii_num_strong_binders,19.166666
A0A059T9M1,mhcii_num_weak_binders,53.0
A0A059T9M1,mhcii_percentile,2.5775173
A0A059T9M1,mhcii_score,0.4146984
A0A059T9M1,rate4site_deeptmhmm_max_outside_scores,5.6489
A0A059T9M1,rate4site_deeptmhmm_mean_outside_scores,-0.08275529
A0A059T9M1,rate4site_deeptmhmm_min_outside_scores,-0.5242
A0A059T9M1,rate4site_deeptmhmm_nan,-0.5242
A0A059T9M1,rate4site_max_per_site_score,5.6489
A0A059T9M1,rate4site_mean_per_site_score,-9.615385e-07
A0A059T9M1,rate4site_median_per_site_score,-0.5242
A0A059T9M1,rate4site_min_per_site_score,-0.5242
A0A059T9M1,signalp_prob_other,0.9995923
A0A059T9M1,signalp_prob_signalp,0.00040766667
A0A059T9M1,targetp_prob_SP,5.8333335e-06
A0A059T9M1,targetp_prob_mTP,0.000112
A0A059T9M1,targetp_prob_noTP,0.9998823
A0A059VJN5,ProtLearn_Amino acid composition,6.0
A0A059VJN5,ProtLearn_Average flexibility indices,0.0
A0A059VJN5,ProtLearn_Average volume of buried residue,136.0
A0A059VJN5,ProtLearn_Composition,0.0
A0A059VJN5,ProtLearn_Hydropathy index,0.0
A0A059VJN5,ProtLearn_Hydrophobicity,1.0
A0A059VJN5,ProtLearn_Hydrophobicity index,0.0
A0A059VJN5,ProtLearn_Polarity,8.0
A0A059VJN5,ProtLearn_Relative mutability,80.0
A0A059VJN5,ProtLearn_Volume,70.0
A0A059VJN5,ProtLearn_length,158.0
A0A059VJN5,ProtLearn_pK (-COOH),2.0
A0A059VJN5,allergenicity_blast_score,0.0
A0A059VJN5,allergenicity_hybrid_score,0.332
A0A059VJN5,allergenicity_merci_score,0.0
A0A059VJN5,bcell_avg_peptide_length,7.4
A0A059VJN5,bcell_num_peptides,1.0
A0A059VJN5,cluster_num_clusters,2.0
A0A059VJN5,cluster_percent_identity/num_strain,0.00464684
A0A059VJN5,deeplocpro_prob_cell_wall_surface,0.00018
A0A059VJN5,deeplocpro_prob_cytoplasmic,9.999999e-05
A0A059VJN5,deeplocpro_prob_cytoplasmic_membrane,0.01004
A0A059VJN5,deeplocpro_prob_extracellular,0.0013599999
A0A059VJN5,deeplocpro_prob_outer_membrane,0.98784
A0A059VJN5,deeplocpro_prob_periplasmic,0.00058000005
A0A059VJN5,deeptmhmm_proportion_outside,0.31893045
A0A059VJN5,discotope_max_calibrated_score,3.07979
A0A059VJN5,discotope_max_discotope_score,0.74126
A0A059VJN5,discotope_max_rsa,1.06917
A0A059VJN5,discotope_mean_calibrated_score,1.4726529
A0A059VJN5,discotope_mean_discotope_score,0.4747629
A0A059VJN5,discotope_mean_rsa,0.58914
A0A059VJN5,discotope_median_calibrated_score,1.38923
A0A059VJN5,discotope_median_discotope_score,0.46093
A0A059VJN5,discotope_median_rsa,0.61016
A0A059VJN5,discotope_min_calibrated_score,0.9028
A0A059VJN5,discotope_min_discotope_score,0.38027
A0A059VJN5,discotope_min_rsa,0.24986
A0A059VJN5,discotope_num_epitope_peptides,38.0
A0A059VJN5,dssp_percent_helix,0.028089888
A0A059VJN5,dssp_percent_loop,0.43820226
A0A059VJN5,dssp_percent_sheet,0.4213483
A0A059VJN5,ellipro_mean_discontinuous_score,0.67627275
A0A059VJN5,ellipro_mean_linear_score,0.67627275
A0A059VJN5,ellipro_med_discontinuous_score,0.693
A0A059VJN5,ellipro_med_linear_score,0.693
A0A059VJN5,ellipro_num_discontinuous_epitopes,11.0
A0A059VJN5,ellipro_num_linear_epitopes,11.0
A0A059VJN5,ifnepitope2_mean_blast_score,0.0
A0A059VJN5,ifnepitope2_mean_ml_score,0.6142153
A0A059VJN5,ifnepitope2_mean_total_score,0.6142153
A0A059VJN5,ifnepitope2_med_blast_score,0.0
A0A059VJN5,ifnepitope2_med_ml_score,0.61
A0A059VJN5,ifnepitope2_med_total_score,0.61
A0A059VJN5,mhci_num_peptides,142.2
A0A059VJN5,mhci_num_strong_binders,34.0
A0A059VJN5,mhci_num_weak_binders,108.2
A0A059VJN5,mhci_percentile,0.97881615
A0A059VJN5,mhci_score,0.29476014
A0A059VJN5,mhcii_num_peptides,50.0
A0A059VJN5,mhcii_num_strong_binders,8.2
A0A059VJN5,mhcii_num_weak_binders,41.8
A0A059VJN5,mhcii_percentile,2.9597557
A0A059VJN5,mhcii_score,0.30635875
A0A059VJN5,rate4site_deeptmhmm_max_outside_scores,12.4902
A0A059VJN5,rate4site_deeptmhmm_mean_outside_scores,0.0061392183
A0A059VJN5,rate4site_deeptmhmm_min_outside_scores,-0.0796
A0A059VJN5,rate4site_deeptmhmm_nan,-0.0796
A0A059VJN5,rate4site_max_per_site_score,12.4902
A0A059VJN5,rate4site_mean_per_site_score,-4.4303797e-05
A0A059VJN5,rate4site_median_per_site_score,-0.0796
A0A059VJN5,rate4site_min_per_site_score,-0.0796
A0A059VJN5,signalp_prob_other,0.0043946
A0A059VJN5,signalp_prob_signalp,0.99560535
A0A059VJN5,targetp_prob_SP,0.9997532
A0A059VJN5,targetp_prob_mTP,8.4600004e-05
A0A059VJN5,targetp_prob_noTP,0.0001622
A0A060CUG4,FEL_mean_alpha,812.53033
A0A060CUG4,FEL_mean_beta,6.520523
A0A060CUG4,FEL_mean_lrt,1.0387714
A0A060CUG4,FUBAR_mean_alpha,6.478716
A0A060CUG4,FUBAR_mean_beta,9.780249
A0A060CUG4,FUBAR_mean_prob_neg,0.6116646
A0A060CUG4,FUBAR_mean_prob_pos,0.33865622
A0A060CUG4,ProtLearn_Amino acid composition,5.0
A0A060CUG4,ProtLearn_Average flexibility indices,0.0
A0A060CUG4,ProtLearn_Average volume of buried residue,147.0
A0A060CUG4,ProtLearn_Composition,0.0
A0A060CUG4,ProtLearn_Hydropathy index,0.0
A0A060CUG4,ProtLearn_Hydrophobicity,1.0
A0A060CUG4,ProtLearn_Hydrophobicity index,0.0
A0A060CUG4,ProtLearn_Polarity,8.0
A0A060CUG4,ProtLearn_Relative mutability,82.0
A0A060CUG4,ProtLearn_Volume,81.0
A0A060CUG4,ProtLearn_length,461.0
A0A060CUG4,ProtLearn_pK (-COOH),2.0
A0A060CUG4,SLAC_mean_dN/dS,0.5597722
A0A060CUG4,SLAC_mean_n,1.3579749
A0A060CUG4,SLAC_mean_s,0.79793906
A0A060CUG4,allergenicity_blast_score,0.0
A0A060CUG4,allergenicity_hybrid_score,0.33949998
A0A060CUG4,allergenicity_merci_score,0.25
A0A060CUG4,bcell_avg_peptide_length,7.95
A0A060CUG4,bcell_num_peptides,3.5
A0A060CUG4,cluster_num_clusters,1.0
A0A060CUG4,cluster_percent_identity/num_strain,0.019954128
A0A060CUG4,deeplocpro_prob_cell_wall_surface,0.0003
A0A060CUG4,deeplocpro_prob_cytoplasmic,0.0018249999
A0A060CUG4,deeplocpro_prob_cytoplasmic_membrane,0.00195
A0A060CUG4,deeplocpro_prob_extracellular,0.730175
A0A060CUG4,deeplocpro_prob_outer_membrane,0.2636
A0A060CUG4,deeplocpro_prob_periplasmic,0.0021249999
A0A060CUG4,deeptmhmm_proportion_outside,0.970017
A0A060CUG4,discotope_max_calibrated_score,4.28559
A0A060CUG4,discotope_max_discotope_score,0.30759
A0A060CUG4,discotope_max_rsa,1.04141
A0A060CUG4,discotope_mean_calibrated_score,1.7616874
A0A060CUG4,discotope_mean_discotope_score,0.17691937
A0A060CUG4,discotope_mean_rsa,0.70663935
A0A060CUG4,discotope_median_calibrated_score,1.64021
A0A060CUG4,discotope_median_discotope_score,0.17063
A0A060CUG4,discotope_median_rsa,0.73226
A0A060CUG4,discotope_min_calibrated_score,0.92188
A0A060CUG4,discotope_min_discotope_score,0.13344
A0A060CUG4,discotope_min_rsa,0.11806
A0A060CUG4,discotope_num_epitope_peptides,80.0
A0A060CUG4,dssp_percent_helix,0.66528064
A0A060CUG4,dssp_percent_loop,0.25987527
A0A060CUG4,dssp_percent_sheet,0.033264033
A0A060CUG4,ellipro_mean_discontinuous_score,0.754125
A0A060CUG4,ellipro_mean_linear_score,0.754125
A0A060CUG4,ellipro_med_discontinuous_score,0.7155
A0A060CUG4,ellipro_med_linear_score,0.7155
A0A060CUG4,ellipro_num_discontinuous_epitopes,24.0
A0A060CUG4,ellipro_num_linear_epitopes,24.0
A0A060CUG4,ifnepitope2_mean_blast_score,0.0
A0A060CUG4,ifnepitope2_mean_ml_score,0.58957636
A0A060CUG4,ifnepitope2_mean_total_score,0.58957636
A0A060CUG4,ifnepitope2_med_blast_score,0.0
A0A060CUG4,ifnepitope2_med_ml_score,0.5875
A0A060CUG4,ifnepitope2_med_total_score,0.5875
A0A060CUG4,mhci_num_peptides,515.0
A0A060CUG4,mhci_num_strong_binders,155.75
A0A060CUG4,mhci_num_weak_binders,359.25
A0A060CUG4,mhci_percentile,0.94535166
A0A060CUG4,mhci_score,0.32285568
A0A060CUG4,mhcii_num_peptides,183.25
A0A060CUG4,mhcii_num_strong_binders,32.75
A0A060CUG4,mhcii_num_weak_binders,150.5
A0A060CUG4,mhcii_percentile,2.7090487
A0A060CUG4,mhcii_score,0.34224737
A0A060CUG4,rate4site_deeptmhmm_max_outside_scores,3.1094
A0A060CUG4,rate4site_deeptmhmm_mean_outside_scores,-0.027704282
A0A060CUG4,rate4site_deeptmhmm_min_outside_scores,-0.5941
A0A060CUG4,rate4site_deeptmhmm_nan,-0.4166625
A0A060CUG4,rate4site_max_per_site_score,3.1094
A0A060CUG4,rate4site_mean_per_site_score,4.5822103e-06
A0A060CUG4,rate4site_median_per_site_score,-0.4157
A0A060CUG4,rate4site_min_per_site_score,-0.5941
A0A060CUG4,signalp_prob_other,0.51360327
A0A060CUG4,signalp_prob_signalp,0.48639673
A0A060CUG4,targetp_prob_SP,0.49446425
A0A060CUG4,targetp_prob_mTP,0.00028500002
A0A060CUG4,targetp_prob_noTP,0.5052505
A0A060PRJ6,FEL_mean_alpha,723.92224
A0A060PRJ6,FEL_mean_beta,195.40398
A0A060PRJ6,FEL_mean_lrt,0.97422904
A0A060PRJ6,FUBAR_mean_alpha,5.105316
A0A060PRJ6,FUBAR_mean_beta,9.252479
A0A060PRJ6,FUBAR_mean_prob_neg,0.65199894
A0A060PRJ6,FUBAR_mean_prob_pos,0.2930659
A0A060PRJ6,ProtLearn_Amino acid composition,5.0
A0A060PRJ6,ProtLearn_Average flexibility indices,0.0
A0A060PRJ6,ProtLearn_Average volume of buried residue,137.0
A0A060PRJ6,ProtLearn_Composition,0.0
A0A060PRJ6,ProtLearn_Hydropathy index,0.0
A0A060PRJ6,ProtLearn_Hydrophobicity,1.0
A0A060PRJ6,ProtLearn_Hydrophobicity index,0.0
A0A060PRJ6,ProtLearn_Polarity,8.0
A0A060PRJ6,ProtLearn_Relative mutability,85.0
A0A060PRJ6,ProtLearn_Volume,70.666664
A0A060PRJ6,ProtLearn_length,895.0
A0A060PRJ6,ProtLearn_pK (-COOH),2.0
A0A060PRJ6,SLAC_mean_dN/dS,0.73376465
A0A060PRJ6,SLAC_mean_n,1.8858696
A0A060PRJ6,SLAC_mean_s,0.92391306
A0A060PRJ6,allergenicity_blast_score,0.0
A0A060PRJ6,allergenicity_hybrid_score,0.66066664
A0A060PRJ6,allergenicity_merci_score,0.5
A0A060PRJ6,bcell_avg_peptide_length,20.232738
A0A060PRJ6,bcell_num_peptides,6.5
A0A060PRJ6,cluster_num_clusters,1.0
A0A060PRJ6,cluster_percent_identity/num_strain,0.039431192
A0A060PRJ6,deeplocpro_prob_cell_wall_surface,0.00038333333
A0A060PRJ6,deeplocpro_prob_cytoplasmic,0.0
A0A060PRJ6,deeplocpro_prob_cytoplasmic_membrane,8.3333325e-05
A0A060PRJ6,deeplocpro_prob_extracellular,0.93628335
A0A060PRJ6,deeplocpro_prob_outer_membrane,0.055449996
A0A060PRJ6,deeplocpro_prob_periplasmic,0.0077500003
A0A060PRJ6,deeptmhmm_proportion_outside,0.94566566
A0A060PRJ6,discotope_max_calibrated_score,4.83568
A0A060PRJ6,discotope_max_discotope_score,0.65271
A0A060PRJ6,discotope_max_rsa,1.24213
A0A060PRJ6,discotope_mean_calibrated_score,1.5658131
A0A060PRJ6,discotope_mean_discotope_score,0.27398
A0A060PRJ6,discotope_mean_rsa,0.5770621
A0A060PRJ6,discotope_median_calibrated_score,1.35561
A0A060PRJ6,discotope_median_discotope_score,0.24311
A0A060PRJ6,discotope_median_rsa,0.558235
A0A060PRJ6,discotope_min_calibrated_score,0.90832
A0A060PRJ6,discotope_min_discotope_score,0.18279
A0A060PRJ6,discotope_min_rsa,0.11544
A0A060PRJ6,discotope_num_epitope_peptides,350.0
A0A060PRJ6,dssp_percent_helix,0.47557464
A0A060PRJ6,dssp_percent_loop,0.3492266
A0A060PRJ6,dssp_percent_sheet,0.14603156
A0A060PRJ6,ellipro_mean_discontinuous_score,0.7315455
A0A060PRJ6,ellipro_mean_linear_score,0.7315455
A0A060PRJ6,ellipro_med_discontinuous_score,0.73116666
A0A060PRJ6,ellipro_med_linear_score,0.73116666
A0A060PRJ6,ellipro_num_discontinuous_epitopes,21.666666
A0A060PRJ6,ellipro_num_linear_epitopes,21.666666
A0A060PRJ6,ifnepitope2_mean_blast_score,0.0
A0A060PRJ6,ifnepitope2_mean_ml_score,0.61682075
A0A060PRJ6,ifnepitope2_mean_total_score,0.61682075
A0A060PRJ6,ifnepitope2_med_blast_score,0.0
A0A060PRJ6,ifnepitope2_med_ml_score,0.62333333
A0A060PRJ6,ifnepitope2_med_total_score,0.62333333
A0A060PRJ6,mhci_num_peptides,350.5
A0A060PRJ6,mhci_num_strong_binders,101.166664
A0A060PRJ6,mhci_num_weak_binders,249.33333
A0A060PRJ6,mhci_percentile,0.92784023
A0A060PRJ6,mhci_score,0.32016805
A0A060PRJ6,mhcii_num_peptides,121.333336
A0A060PRJ6,mhcii_num_strong_binders,28.5
A0A060PRJ6,mhcii_num_weak_binders,92.833336
A0A060PRJ6,mhcii_percentile,2.3750818
A0A060PRJ6,mhcii_score,0.3801305
A0A060PRJ6,rate4site_deeptmhmm_max_outside_scores,6.5124
A0A060PRJ6,rate4site_deeptmhmm_mean_outside_scores,-0.0020326865
A0A060PRJ6,rate4site_deeptmhmm_min_outside_scores,-0.5182
A0A060PRJ6,rate4site_deeptmhmm_nan,-0.5182
A0A060PRJ6,rate4site_max_per_site_score,6.5124
A0A060PRJ6,rate4site_mean_per_site_score,8.78553e-06
A0A060PRJ6,rate4site_median_per_site_score,-0.5182
A0A060PRJ6,rate4site_min_per_site_score,-0.5182
A0A060PRJ6,signalp_prob_other,0.0073966663
A0A060PRJ6,signalp_prob_signalp,0.9926033
A0A060PRJ6,targetp_prob_SP,0.99468106
A0A060PRJ6,targetp_prob_mTP,2.1666667e-05
A0A060PRJ6,targetp_prob_noTP,0.0052973335
A0A060PT92,FEL_mean_alpha,75.005
A0A060PT92,FEL_mean_beta,0.1627453
A0A060PT92,FEL_mean_lrt,1.7437148
A0A060PT92,FUBAR_mean_alpha,2.0084836
A0A060PT92,FUBAR_mean_beta,4.0139055
A0A060PT92,FUBAR_mean_prob_neg,0.692128
A0A060PT92,FUBAR_mean_prob_pos,0.25715443
A0A060PT92,ProtLearn_Amino acid composition,6.0
A0A060PT92,ProtLearn_Average flexibility indices,0.0
A0A060PT92,ProtLearn_Average volume of buried residue,142.0
A0A060PT92,ProtLearn_Composition,0.0
A0A060PT92,ProtLearn_Hydropathy index,0.0
A0A060PT92,ProtLearn_Hydrophobicity,1.0
A0A060PT92,ProtLearn_Hydrophobicity index,0.0
A0A060PT92,ProtLearn_Polarity,8.0
A0A060PT92,ProtLearn_Relative mutability,79.5
A0A060PT92,ProtLearn_Volume,77.5
A0A060PT92,ProtLearn_length,316.0
A0A060PT92,ProtLearn_pK (-COOH),2.0
A0A060PT92,SLAC_mean_dN/dS,0.70215434
A0A060PT92,SLAC_mean_n,1.507752
A0A060PT92,SLAC_mean_s,1.0736434
A0A060PT92,allergenicity_blast_score,0.0
A0A060PT92,allergenicity_hybrid_score,0.6978333
A0A060PT92,allergenicity_merci_score,0.5
A0A060PT92,bcell_avg_peptide_length,7.5
A0A060PT92,bcell_num_peptides,4.0
A0A060PT92,cluster_num_clusters,1.0
A0A060PT92,cluster_percent_identity/num_strain,0.054990824
A0A060PT92,deeplocpro_prob_cell_wall_surface,0.0
A0A060PT92,deeplocpro_prob_cytoplasmic,0.0
