,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
66,WP_000034961.1,Cytoplasmic Membrane,0.0034,0.0237,0.0000,0.9729,0.0000,0.0000
69,WP_000035773.1,Cytoplasmic Membrane,0.0002,0.0036,0.0006,0.9956,0.0000,0.0000
72,WP_000036086.1,Extracellular,0.0009,0.8980,0.0954,0.0058,0.0000,0.0000
73,WP_000036329.1,Cytoplasmic Membrane,0.0000,0.0010,0.0001,0.9989,0.0000,0.0000
75,WP_000037091.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
77,WP_000037433.1,Cytoplasmic Membrane,0.0011,0.2492,0.0000,0.7497,0.0000,0.0000
78,WP_000038238.1,Cytoplasmic Membrane,0.0013,0.3720,0.0005,0.6263,0.0000,0.0000
79,WP_000038541.1,Cytoplasmic Membrane,0.0218,0.1573,0.0001,0.8208,0.0000,0.0000
80,WP_000038951.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
85,WP_000041898.1,Extracellular,0.0001,0.9994,0.0000,0.0004,0.0000,0.0000
88,WP_000044589.1,Cell wall & surface,0.8622,0.1351,0.0000,0.0026,0.0000,0.0000
90,WP_000046023.1,Extracellular,0.0000,0.9993,0.0000,0.0006,0.0000,0.0000
91,WP_000046075.1,Cytoplasmic Membrane,0.0007,0.0555,0.3175,0.6263,0.0000,0.0000
94,WP_000047255.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
99,WP_000049154.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9991,0.0000,0.0000
105,WP_000052076.1,Cytoplasmic Membrane,0.0000,0.0015,0.0000,0.9985,0.0000,0.0000
106,WP_000052317.1,Cytoplasmic Membrane,0.0006,0.0344,0.1974,0.7677,0.0000,0.0000
109,WP_000054609.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
116,WP_000059054.1,Cytoplasmic Membrane,0.0001,0.0113,0.0000,0.9886,0.0000,0.0000
117,WP_000060780.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
119,WP_000062407.1,Cytoplasmic Membrane,0.0000,0.0007,0.0000,0.9992,0.0000,0.0000
120,WP_000063582.1,Cytoplasmic Membrane,0.0001,0.0080,0.0004,0.9916,0.0000,0.0000
123,WP_000064778.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
125,WP_000066020.1,Cytoplasmic Membrane,0.0001,0.0462,0.0001,0.9536,0.0000,0.0000
130,WP_000066517.1,Cytoplasmic Membrane,0.0010,0.0235,0.0545,0.9210,0.0000,0.0000
134,WP_000067138.1,Extracellular,0.0170,0.9186,0.0595,0.0050,0.0000,0.0000
135,WP_000067350.1,Cytoplasmic Membrane,0.0007,0.0175,0.1213,0.8605,0.0000,0.0000
139,WP_000069296.1,Cytoplasmic Membrane,0.0104,0.1089,0.0014,0.8793,0.0000,0.0000
140,WP_000070649.1,Cytoplasmic Membrane,0.0001,0.4436,0.0000,0.5563,0.0000,0.0000
141,WP_000070814.1,Extracellular,0.0000,0.9999,0.0000,0.0001,0.0000,0.0000
142,WP_000070829.1,Cytoplasmic Membrane,0.0017,0.2988,0.0000,0.6995,0.0000,0.0000
144,WP_000070966.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9994,0.0000,0.0000
147,WP_000072145.1,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9995,0.0000,0.0000
148,WP_000072274.1,Cytoplasmic Membrane,0.0000,0.0007,0.0009,0.9984,0.0000,0.0000
150,WP_000072445.1,Cytoplasmic Membrane,0.0000,0.0020,0.0001,0.9979,0.0000,0.0000
154,WP_000072842.1,Cytoplasmic Membrane,0.0001,0.0383,0.0001,0.9616,0.0000,0.0000
158,WP_000074018.1,Cytoplasmic Membrane,0.0047,0.0316,0.0156,0.9482,0.0000,0.0000
169,WP_000078092.1,Cytoplasmic Membrane,0.0000,0.0144,0.0149,0.9707,0.0000,0.0000
170,WP_000079317.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
171,WP_000079447.1,Cytoplasmic Membrane,0.0002,0.0346,0.1268,0.8385,0.0000,0.0000
175,WP_000081602.1,Cytoplasmic Membrane,0.0000,0.0218,0.0000,0.9782,0.0000,0.0000
179,WP_000083807.1,Cytoplasmic Membrane,0.0000,0.0005,0.0001,0.9994,0.0000,0.0000
180,WP_000084773.1,Cytoplasmic Membrane,0.0001,0.0015,0.0001,0.9982,0.0000,0.0000
192,WP_000090512.1,Extracellular,0.0000,0.7459,0.2528,0.0013,0.0000,0.0000
194,WP_000091445.1,Cytoplasmic Membrane,0.0001,0.0184,0.0001,0.9814,0.0000,0.0000
195,WP_000091975.1,Extracellular,0.0003,0.7847,0.2113,0.0037,0.0000,0.0000
198,WP_000094898.1,Cytoplasmic Membrane,0.0001,0.0203,0.0001,0.9795,0.0000,0.0000
202,WP_000098285.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9990,0.0000,0.0000
203,WP_000101538.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
210,WP_000106336.1,Cytoplasmic Membrane,0.0003,0.0207,0.0005,0.9785,0.0000,0.0000
215,WP_000110023.1,Extracellular,0.0046,0.5833,0.3772,0.0349,0.0000,0.0000
217,WP_000110600.1,Cytoplasmic Membrane,0.0004,0.0041,0.0158,0.9797,0.0000,0.0000
218,WP_000111118.1,Cytoplasmic Membrane,0.0000,0.0044,0.0006,0.9949,0.0000,0.0000
226,WP_000120109.1,Cytoplasmic Membrane,0.0000,0.0011,0.0001,0.9988,0.0000,0.0000
227,WP_000120309.1,Cell wall & surface,0.5753,0.2021,0.0002,0.2223,0.0000,0.0000
228,WP_000120368.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
231,WP_000121122.1,Cytoplasmic Membrane,0.0000,0.0018,0.0000,0.9982,0.0000,0.0000
240,WP_000127997.1,Cytoplasmic Membrane,0.0002,0.0048,0.0004,0.9946,0.0000,0.0000
249,WP_000130763.1,Cytoplasmic Membrane,0.0000,0.0013,0.0000,0.9987,0.0000,0.0000
250,WP_000131845.1,Cytoplasmic Membrane,0.0017,0.1818,0.3337,0.4828,0.0000,0.0000
263,WP_000136643.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
264,WP_000136950.1,Cytoplasmic Membrane,0.0045,0.0653,0.4365,0.4937,0.0000,0.0000
267,WP_000138343.1,Cytoplasmic Membrane,0.0001,0.0653,0.0000,0.9346,0.0000,0.0000
271,WP_000138645.1,Cytoplasmic Membrane,0.0001,0.0042,0.1221,0.8736,0.0000,0.0000
273,WP_000139188.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
274,WP_000139712.1,Cytoplasmic Membrane,0.0000,0.0403,0.3113,0.6484,0.0000,0.0000
275,WP_000140050.1,Cytoplasmic Membrane,0.0003,0.0559,0.1156,0.8282,0.0000,0.0000
277,WP_000140679.1,Cytoplasmic Membrane,0.0000,0.0019,0.0000,0.9981,0.0000,0.0000
289,WP_000143417.1,Cytoplasmic Membrane,0.0000,0.0008,0.0007,0.9984,0.0000,0.0000
290,WP_000143496.1,Cytoplasmic Membrane,0.0001,0.0033,0.0011,0.9955,0.0000,0.0000
291,WP_000143616.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
292,WP_000143655.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
295,WP_000145499.1,Cytoplasmic Membrane,0.0001,0.0332,0.0000,0.9667,0.0000,0.0000
299,WP_000147095.1,Cytoplasmic Membrane,0.0000,0.0043,0.0006,0.9951,0.0000,0.0000
300,WP_000147103.1,Extracellular,0.0012,0.9418,0.0051,0.0519,0.0000,0.0000
305,WP_000149064.1,Cytoplasmic Membrane,0.0000,0.0013,0.0002,0.9984,0.0000,0.0000
310,WP_000149423.1,Cytoplasmic Membrane,0.0000,0.0071,0.0000,0.9928,0.0000,0.0000
317,WP_000152582.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
323,WP_000154162.1,Cytoplasmic Membrane,0.0008,0.0024,0.1720,0.8248,0.0000,0.0000
325,WP_000154465.1,Cytoplasmic Membrane,0.0000,0.0009,0.0001,0.9991,0.0000,0.0000
327,WP_000154680.1,Cytoplasmic Membrane,0.0000,0.0004,0.0001,0.9995,0.0000,0.0000
329,WP_000155386.1,Cytoplasmic Membrane,0.0007,0.0015,0.2496,0.7482,0.0000,0.0000
332,WP_000157643.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
336,WP_000159026.1,Extracellular,0.0009,0.9984,0.0000,0.0007,0.0000,0.0000
340,WP_000159750.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
341,WP_000159837.1,Cytoplasmic Membrane,0.0000,0.0041,0.0000,0.9958,0.0000,0.0000
345,WP_000160212.1,Extracellular,0.0000,0.8388,0.1611,0.0000,0.0000,0.0000
348,WP_000160455.1,Cytoplasmic Membrane,0.0001,0.0059,0.0772,0.9169,0.0000,0.0000
349,WP_000160859.1,Cell wall & surface,0.7325,0.1382,0.0000,0.1292,0.0000,0.0000
350,WP_000160904.1,Cytoplasmic Membrane,0.0015,0.0158,0.1231,0.8596,0.0000,0.0000
359,WP_000162661.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
360,WP_000162810.1,Cytoplasmic Membrane,0.0012,0.0155,0.0000,0.9832,0.0000,0.0000
368,WP_000163829.1,Cytoplasmic Membrane,0.0078,0.3123,0.0074,0.6725,0.0000,0.0000
377,WP_000166801.1,Cytoplasmic Membrane,0.0001,0.0012,0.0000,0.9986,0.0000,0.0000
378,WP_000166888.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
379,WP_000166919.1,Cytoplasmic Membrane,0.0004,0.4052,0.0028,0.5916,0.0000,0.0000
385,WP_000167974.1,Cytoplasmic Membrane,0.0015,0.0092,0.0373,0.9520,0.0000,0.0000
387,WP_000169042.1,Extracellular,0.0189,0.7712,0.1752,0.0347,0.0000,0.0000
388,WP_000169127.1,Cell wall & surface,0.9222,0.0623,0.0094,0.0062,0.0000,0.0000
391,WP_000170408.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9991,0.0000,0.0000
395,WP_000171798.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
396,WP_000171859.1,Cytoplasmic Membrane,0.0001,0.0166,0.0005,0.9828,0.0000,0.0000
402,WP_000173862.1,Cytoplasmic Membrane,0.0005,0.0281,0.1777,0.7938,0.0000,0.0000
403,WP_000173904.1,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9995,0.0000,0.0000
407,WP_000175723.1,Extracellular,0.0002,0.9995,0.0000,0.0002,0.0000,0.0000
412,WP_000178003.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
416,WP_000179860.1,Extracellular,0.0877,0.6012,0.3074,0.0037,0.0000,0.0000
419,WP_000180416.1,Cytoplasmic Membrane,0.0000,0.0029,0.0001,0.9970,0.0000,0.0000
422,WP_000180991.1,Cytoplasmic Membrane,0.0001,0.0021,0.0000,0.9978,0.0000,0.0000
426,WP_000181404.1,Extracellular,0.0001,0.5638,0.4347,0.0015,0.0000,0.0000
437,WP_000184234.1,Cytoplasmic Membrane,0.0002,0.0576,0.0002,0.9420,0.0000,0.0000
438,WP_000184370.1,Cytoplasmic Membrane,0.0002,0.1476,0.0000,0.8522,0.0000,0.0000
441,WP_000184413.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9999,0.0000,0.0000
442,WP_000184752.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
444,WP_000185319.1,Extracellular,0.0089,0.9860,0.0018,0.0034,0.0000,0.0000
449,WP_000186215.1,Extracellular,0.0038,0.5213,0.0249,0.4500,0.0000,0.0000
454,WP_000191089.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
459,WP_000193751.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
460,WP_000193961.1,Cytoplasmic Membrane,0.2563,0.0471,0.0485,0.6481,0.0000,0.0000
465,WP_000197023.1,Cytoplasmic Membrane,0.0434,0.0902,0.0003,0.8661,0.0000,0.0000
468,WP_000197635.1,Cytoplasmic Membrane,0.0000,0.0016,0.0000,0.9983,0.0000,0.0000
470,WP_000197961.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
471,WP_000198504.1,Extracellular,0.0070,0.3925,0.3442,0.2563,0.0000,0.0000
474,WP_000200682.1,Cytoplasmic Membrane,0.0000,0.0017,0.0003,0.9980,0.0000,0.0000
475,WP_000200943.1,Cytoplasmic Membrane,0.0000,0.0025,0.0022,0.9953,0.0000,0.0000
479,WP_000202029.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
482,WP_000202439.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9995,0.0000,0.0000
483,WP_000204625.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
485,WP_000205305.1,Cytoplasmic Membrane,0.0000,0.0069,0.0000,0.9931,0.0000,0.0000
488,WP_000206114.1,Cytoplasmic Membrane,0.0001,0.2451,0.0001,0.7547,0.0000,0.0000
491,WP_000207110.1,Cytoplasmic Membrane,0.0000,0.0016,0.0002,0.9982,0.0000,0.0000
494,WP_000208418.1,Cytoplasmic Membrane,0.0000,0.0049,0.0001,0.9949,0.0000,0.0000
495,WP_000208556.1,Cytoplasmic Membrane,0.0017,0.1680,0.0003,0.8300,0.0000,0.0000
496,WP_000208737.1,Cytoplasmic Membrane,0.0001,0.0005,0.0003,0.9992,0.0000,0.0000
498,WP_000209553.1,Cytoplasmic Membrane,0.0004,0.0085,0.4561,0.5350,0.0000,0.0000
500,WP_000211366.1,Cytoplasmic Membrane,0.0002,0.2554,0.2160,0.5284,0.0000,0.0000
502,WP_000211596.1,Extracellular,0.0092,0.8154,0.0135,0.1620,0.0000,0.0000
504,WP_000213883.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9999,0.0000,0.0000
512,WP_000215388.1,Cytoplasmic Membrane,0.0003,0.0066,0.0725,0.9207,0.0000,0.0000
514,WP_000215641.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
516,WP_000216728.1,Cytoplasmic Membrane,0.0018,0.3479,0.0007,0.6496,0.0000,0.0000
518,WP_000216877.1,Cytoplasmic Membrane,0.0001,0.0039,0.2829,0.7131,0.0000,0.0000
521,WP_000217712.1,Cytoplasmic Membrane,0.0002,0.0206,0.0005,0.9788,0.0000,0.0000
528,WP_000222233.1,Extracellular,0.0063,0.9936,0.0000,0.0001,0.0000,0.0000
531,WP_000226108.1,Cytoplasmic Membrane,0.0001,0.0599,0.0002,0.9399,0.0000,0.0000
536,WP_000230294.1,Cytoplasmic Membrane,0.0000,0.0641,0.0004,0.9355,0.0000,0.0000
537,WP_000230358.1,Cytoplasmic Membrane,0.0000,0.0318,0.0018,0.9664,0.0000,0.0000
540,WP_000234074.1,Cytoplasmic Membrane,0.0000,0.0004,0.0001,0.9995,0.0000,0.0000
549,WP_000239610.1,Extracellular,0.0017,0.9976,0.0000,0.0007,0.0000,0.0000
551,WP_000239820.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
553,WP_000240104.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9993,0.0000,0.0000
554,WP_000240338.1,Cytoplasmic Membrane,0.0004,0.0309,0.0000,0.9687,0.0000,0.0000
555,WP_000240580.1,Cytoplasmic Membrane,0.0000,0.0113,0.0000,0.9886,0.0000,0.0000
558,WP_000240855.1,Extracellular,0.0000,0.8331,0.1669,0.0000,0.0000,0.0000
559,WP_000240920.1,Cytoplasmic Membrane,0.0008,0.0092,0.0151,0.9749,0.0000,0.0000
561,WP_000241344.1,Cytoplasmic Membrane,0.0162,0.2152,0.1703,0.5983,0.0000,0.0000
565,WP_000244415.1,Cytoplasmic Membrane,0.0004,0.0069,0.0004,0.9924,0.0000,0.0000
566,WP_000244865.1,Cytoplasmic Membrane,0.0001,0.0109,0.0001,0.9890,0.0000,0.0000
567,WP_000245682.1,Cytoplasmic Membrane,0.0000,0.0009,0.0001,0.9990,0.0000,0.0000
569,WP_000246909.1,Cytoplasmic Membrane,0.0000,0.0049,0.0000,0.9951,0.0000,0.0000
579,WP_000255544.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
582,WP_000257598.1,Cytoplasmic Membrane,0.0007,0.0118,0.0000,0.9875,0.0000,0.0000
585,WP_000258151.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
586,WP_000258650.1,Cytoplasmic Membrane,0.0001,0.0033,0.0230,0.9736,0.0000,0.0000
591,WP_000261115.1,Cytoplasmic Membrane,0.0000,0.0048,0.0002,0.9951,0.0000,0.0000
596,WP_000265252.1,Cytoplasmic Membrane,0.0013,0.2727,0.0015,0.7245,0.0000,0.0000
599,WP_000266878.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
600,WP_000267034.1,Extracellular,0.0001,0.5348,0.0005,0.4646,0.0000,0.0000
604,WP_000269923.1,Extracellular,0.0000,0.6326,0.3652,0.0022,0.0000,0.0000
608,WP_000273252.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
613,WP_000274029.1,Cytoplasmic Membrane,0.0000,0.0104,0.0001,0.9894,0.0000,0.0000
615,WP_000275058.1,Extracellular,0.0004,0.8069,0.0250,0.1677,0.0000,0.0000
616,WP_000275710.1,Extracellular,0.0016,0.9321,0.0661,0.0003,0.0000,0.0000
617,WP_000276362.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
618,WP_000277419.1,Cytoplasmic Membrane,0.0001,0.0531,0.0782,0.8685,0.0000,0.0000
623,WP_000278558.1,Cytoplasmic Membrane,0.0000,0.0016,0.0000,0.9984,0.0000,0.0000
624,WP_000279365.1,Cytoplasmic Membrane,0.0000,0.0011,0.0001,0.9988,0.0000,0.0000
629,WP_000282171.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
640,WP_000286878.1,Extracellular,0.0002,0.5425,0.4471,0.0103,0.0000,0.0000
643,WP_000287588.1,Cytoplasmic Membrane,0.0001,0.0104,0.0215,0.9680,0.0000,0.0000
651,WP_000290674.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
655,WP_000291505.1,Extracellular,0.0004,0.5474,0.4304,0.0218,0.0000,0.0000
656,WP_000291838.1,Cytoplasmic Membrane,0.0007,0.1867,0.3952,0.4174,0.0000,0.0000
659,WP_000323164.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
663,WP_000333465.1,Extracellular,0.0016,0.6526,0.2670,0.0789,0.0000,0.0000
669,WP_000339144.1,Cytoplasmic Membrane,0.0007,0.0836,0.0023,0.9133,0.0000,0.0000
672,WP_000340977.1,Cytoplasmic Membrane,0.0249,0.1545,0.0080,0.8127,0.0000,0.0000
673,WP_000342126.1,Cytoplasmic Membrane,0.0045,0.0248,0.0001,0.9705,0.0000,0.0000
674,WP_000342192.1,Cytoplasmic Membrane,0.0001,0.0062,0.0000,0.9936,0.0000,0.0000
678,WP_000347058.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
679,WP_000347896.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
682,WP_000349655.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
684,WP_000351243.1,Cytoplasmic Membrane,0.0000,0.0551,0.0001,0.9449,0.0000,0.0000
686,WP_000353634.1,Cytoplasmic Membrane,0.0000,0.0107,0.0004,0.9889,0.0000,0.0000
688,WP_000354088.1,Cytoplasmic Membrane,0.0000,0.0023,0.0008,0.9969,0.0000,0.0000
689,WP_000354114.1,Cytoplasmic Membrane,0.0000,0.0021,0.0000,0.9978,0.0000,0.0000
691,WP_000355844.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9994,0.0000,0.0000
693,WP_000356975.1,Cytoplasmic Membrane,0.0003,0.0647,0.0000,0.9350,0.0000,0.0000
695,WP_000358498.1,Cytoplasmic Membrane,0.0091,0.3241,0.0088,0.6580,0.0000,0.0000
706,WP_000365299.1,Cytoplasmic Membrane,0.0000,0.0083,0.0002,0.9915,0.0000,0.0000
707,WP_000365324.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
709,WP_000366158.1,Cytoplasmic Membrane,0.0013,0.0309,0.0006,0.9672,0.0000,0.0000
710,WP_000367064.1,Cytoplasmic Membrane,0.0000,0.0011,0.0000,0.9989,0.0000,0.0000
723,WP_000375477.1,Cytoplasmic Membrane,0.0000,0.0070,0.0000,0.9930,0.0000,0.0000
730,WP_000379098.1,Cytoplasmic Membrane,0.0000,0.0007,0.0002,0.9991,0.0000,0.0000
731,WP_000379821.1,Cytoplasmic Membrane,0.0001,0.0033,0.0000,0.9965,0.0000,0.0000
734,WP_000381268.1,Cytoplasmic Membrane,0.0000,0.0014,0.0000,0.9986,0.0000,0.0000
735,WP_000381849.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
737,WP_000382903.1,Cytoplasmic Membrane,0.0011,0.0064,0.2741,0.7183,0.0000,0.0000
739,WP_000383814.1,Cytoplasmic Membrane,0.0002,0.0009,0.0103,0.9886,0.0000,0.0000
741,WP_000384466.1,Extracellular,0.0149,0.8795,0.0574,0.0482,0.0000,0.0000
742,WP_000384523.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9991,0.0000,0.0000
746,WP_000387808.1,Cytoplasmic Membrane,0.0002,0.0107,0.0003,0.9888,0.0000,0.0000
749,WP_000389676.1,Cytoplasmic Membrane,0.0005,0.0052,0.0908,0.9035,0.0000,0.0000
750,WP_000389956.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9992,0.0000,0.0000
758,WP_000394917.1,Cytoplasmic Membrane,0.0000,0.0053,0.0000,0.9946,0.0000,0.0000
759,WP_000395164.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
764,WP_000398672.1,Extracellular,0.0001,0.9899,0.0003,0.0097,0.0000,0.0000
765,WP_000398679.1,Cytoplasmic Membrane,0.0000,0.1639,0.0001,0.8360,0.0000,0.0000
766,WP_000398941.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
771,WP_000402172.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
772,WP_000402658.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
773,WP_000402803.1,Cytoplasmic Membrane,0.0000,0.0013,0.0001,0.9986,0.0000,0.0000
778,WP_000406611.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
781,WP_000410568.1,Cytoplasmic Membrane,0.0000,0.0486,0.0002,0.9512,0.0000,0.0000
785,WP_000412522.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
791,WP_000414635.1,Cytoplasmic Membrane,0.0003,0.3276,0.0001,0.6720,0.0000,0.0000
792,WP_000414683.1,Cytoplasmic Membrane,0.0000,0.0051,0.0000,0.9949,0.0000,0.0000
793,WP_000415663.1,Cytoplasmic Membrane,0.0002,0.2745,0.0001,0.7252,0.0000,0.0000
795,WP_000416756.1,Extracellular,0.0038,0.7139,0.0001,0.2822,0.0000,0.0000
796,WP_000416759.1,Extracellular,0.0071,0.8804,0.0001,0.1124,0.0000,0.0000
806,WP_000426696.1,Cytoplasmic Membrane,0.0000,0.0008,0.0001,0.9991,0.0000,0.0000
809,WP_000427769.1,Cytoplasmic Membrane,0.0003,0.0444,0.0767,0.8785,0.0000,0.0000
810,WP_000428172.1,Cytoplasmic Membrane,0.0700,0.0472,0.0299,0.8529,0.0000,0.0000
812,WP_000429552.1,Extracellular,0.0248,0.6601,0.2800,0.0351,0.0000,0.0000
813,WP_000429673.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
815,WP_000431229.1,Cytoplasmic Membrane,0.0000,0.0019,0.0000,0.9981,0.0000,0.0000
818,WP_000432076.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
819,WP_000432348.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
