accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000079444.1,0.0002,0.0384,0.1403,0.8211,0.0,0.0,NA,NA,NA,NA,NA
WP_000081602.1,0.0,0.0218,0.0,0.9782,0.0,0.0,NA,NA,NA,NA,NA
WP_000083790.1,0.0,0.0007,0.0001,0.9992,0.0,0.0,NA,NA,NA,NA,NA
WP_000084781.1,0.0001,0.0015,0.0001,0.9983,0.0,0.0,NA,NA,NA,NA,NA
WP_000090512.1,0.0,0.7459,0.2528,0.0013,0.0,0.0,NA,NA,NA,NA,NA
WP_000091445.1,0.0001,0.0184,0.0001,0.9814,0.0,0.0,NA,NA,NA,NA,NA
WP_000091975.1,0.0003,0.7847,0.2113,0.0037,0.0,0.0,NA,NA,NA,NA,NA
WP_000095386.1,0.0003,0.7533,0.2445,0.0019,0.0,0.0,NA,NA,NA,NA,NA
WP_000098286.1,0.0,0.0009,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
WP_000101538.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
WP_000106326.1,0.0002,0.0163,0.0004,0.9831,0.0,0.0,NA,NA,NA,NA,NA
WP_000110022.1,0.0049,0.6083,0.3539,0.0329,0.0,0.0,NA,NA,NA,NA,NA
WP_000110603.1,0.0004,0.0041,0.0143,0.9811,0.0,0.0,0.602578,0.397422,0.377853,0.619415,0.002732
WP_000111367.1,0.0001,0.0037,0.0002,0.996,0.0,0.0,0.649441,0.350559,0.001341,0.998659,0.0
WP_000114227.1,0.0064,0.614,0.3271,0.0525,0.0,0.0,NA,NA,NA,NA,NA
WP_000118169.1,0.0,0.0011,0.0,0.9988,0.0,0.0,NA,NA,NA,NA,NA
WP_000120115.1,0.0,0.0011,0.0001,0.9989,0.0,0.0,NA,NA,NA,NA,NA
WP_000120322.1,0.638,0.1638,0.0003,0.1979,0.0,0.0,0.877898,0.122102,0.052028,0.947249,0.000722
WP_000120368.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000121122.1,0.0,0.0018,0.0,0.9982,0.0,0.0,NA,NA,NA,NA,NA
WP_000127986.1,0.0002,0.005,0.0003,0.9945,0.0,0.0,NA,NA,NA,NA,NA
WP_000130759.1,0.0,0.0011,0.0,0.9989,0.0,0.0,NA,NA,NA,NA,NA
WP_000131833.1,0.0018,0.1873,0.3,0.5109,0.0,0.0,NA,NA,NA,NA,NA
WP_000136631.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000136956.1,0.0046,0.0594,0.4618,0.4742,0.0,0.0,NA,NA,NA,NA,NA
WP_000138353.1,0.0001,0.0674,0.0,0.9325,0.0,0.0,NA,NA,NA,NA,NA
WP_000138665.1,0.0001,0.0053,0.1187,0.8759,0.0,0.0,NA,NA,NA,NA,NA
WP_000139197.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000139712.1,0.0,0.0403,0.3113,0.6484,0.0,0.0,NA,NA,NA,NA,NA
WP_000140050.1,0.0003,0.0559,0.1156,0.8282,0.0,0.0,NA,NA,NA,NA,NA
WP_000140679.1,0.0,0.0019,0.0,0.9981,0.0,0.0,NA,NA,NA,NA,NA
WP_000143248.1,0.002,0.0436,0.0007,0.9537,0.0,0.0,NA,NA,NA,NA,NA
WP_000143420.1,0.0,0.0007,0.0007,0.9986,0.0,0.0,NA,NA,NA,NA,NA
WP_000143503.1,0.0001,0.0033,0.001,0.9956,0.0,0.0,NA,NA,NA,NA,NA
WP_000143605.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000143640.1,0.0,0.0006,0.0,0.9993,0.0,0.0,NA,NA,NA,NA,NA
WP_000145499.1,0.0001,0.0332,0.0,0.9667,0.0,0.0,NA,NA,NA,NA,NA
WP_000147094.1,0.0,0.0044,0.0006,0.995,0.0,0.0,NA,NA,NA,NA,NA
WP_000147103.1,0.0012,0.9418,0.0051,0.0519,0.0,0.0,NA,NA,NA,NA,NA
WP_000149064.1,0.0,0.0013,0.0002,0.9984,0.0,0.0,NA,NA,NA,NA,NA
WP_000149428.1,0.0,0.0052,0.0,0.9947,0.0,0.0,NA,NA,NA,NA,NA
WP_000152587.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000154162.1,0.0008,0.0024,0.172,0.8248,0.0,0.0,NA,NA,NA,NA,NA
WP_000154461.1,0.0,0.001,0.0001,0.999,0.0,0.0,NA,NA,NA,NA,NA
WP_000154561.1,0.0091,0.6849,0.3057,0.0003,0.0,0.0,NA,NA,NA,NA,NA
WP_000154690.1,0.0,0.0004,0.0001,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000155455.1,0.0008,0.0014,0.2501,0.7478,0.0,0.0,NA,NA,NA,NA,NA
WP_000157623.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
WP_000159020.1,0.0007,0.9987,0.0,0.0005,0.0,0.0,NA,NA,NA,NA,NA
WP_000159758.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
WP_000159833.1,0.0,0.004,0.0,0.9959,0.0,0.0,NA,NA,NA,NA,NA
WP_000160212.1,0.0,0.8388,0.1611,0.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000160469.1,0.0001,0.0062,0.0858,0.908,0.0,0.0,NA,NA,NA,NA,NA
WP_000160868.1,0.7416,0.1269,0.0,0.1314,0.0,0.0,NA,NA,NA,NA,NA
WP_000160911.1,0.0013,0.0158,0.1178,0.8651,0.0,0.0,NA,NA,NA,NA,NA
WP_000161983.1,0.0013,0.9969,0.0013,0.0005,0.0,0.0,NA,NA,NA,NA,NA
WP_000162195.1,0.0021,0.3859,0.0001,0.6119,0.0,0.0,NA,NA,NA,NA,NA
WP_000162661.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000162814.1,0.0012,0.0157,0.0,0.9831,0.0,0.0,0.995775,0.004225,0.004742,0.995019,0.000239
WP_000163826.1,0.0056,0.2248,0.0053,0.7643,0.0,0.0,NA,NA,NA,NA,NA
WP_000166793.1,0.0001,0.0012,0.0,0.9986,0.0,0.0,NA,NA,NA,NA,NA
WP_000166892.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000166909.1,0.0004,0.4071,0.0023,0.5902,0.0,0.0,NA,NA,NA,NA,NA
WP_000169003.1,0.0015,0.0082,0.0335,0.9568,0.0,0.0,NA,NA,NA,NA,NA
WP_000169042.1,0.0189,0.7712,0.1752,0.0347,0.0,0.0,NA,NA,NA,NA,NA
WP_000169127.1,0.9222,0.0623,0.0094,0.0062,0.0,0.0,NA,NA,NA,NA,NA
WP_000170406.1,0.0,0.001,0.0,0.999,0.0,0.0,NA,NA,NA,NA,NA
WP_000171802.1,0.0,0.0004,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
WP_000171863.1,0.0001,0.0157,0.0005,0.9836,0.0,0.0,NA,NA,NA,NA,NA
WP_000173859.1,0.0005,0.0125,0.2314,0.7555,0.0,0.0,NA,NA,NA,NA,NA
WP_000173891.1,0.0,0.0005,0.0,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000175722.1,0.0002,0.9996,0.0,0.0002,0.0,0.0,NA,NA,NA,NA,NA
WP_000177999.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000179865.1,0.0539,0.6319,0.3104,0.0038,0.0,0.0,NA,NA,NA,NA,NA
WP_000180420.1,0.0,0.0038,0.0001,0.9961,0.0,0.0,NA,NA,NA,NA,NA
WP_000180999.1,0.0001,0.0022,0.0,0.9977,0.0,0.0,NA,NA,NA,NA,NA
WP_000181404.1,0.0001,0.5638,0.4347,0.0015,0.0,0.0,NA,NA,NA,NA,NA
WP_000184223.1,0.0002,0.0514,0.0002,0.9482,0.0,0.0,NA,NA,NA,NA,NA
WP_000184337.1,0.0001,0.4528,0.3552,0.192,0.0,0.0,NA,NA,NA,NA,NA
WP_000184370.1,0.0002,0.1476,0.0,0.8522,0.0,0.0,NA,NA,NA,NA,NA
WP_000184743.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000185197.1,0.0,0.0004,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
WP_000185325.1,0.0089,0.9863,0.0016,0.0032,0.0,0.0,0.798258,0.201742,0.091114,0.892185,0.0167
WP_000186232.1,0.0046,0.533,0.0246,0.4378,0.0,0.0,NA,NA,NA,NA,NA
WP_000191090.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000191466.1,0.0001,0.0086,0.0011,0.9903,0.0,0.0,NA,NA,NA,NA,NA
WP_000193751.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
WP_000197102.1,0.0542,0.1529,0.0003,0.7926,0.0,0.0,0.987661,0.012339,0.000581,0.999392,2.7e-05
WP_000197557.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000197640.1,0.0,0.0017,0.0001,0.9982,0.0,0.0,NA,NA,NA,NA,NA
WP_000198500.1,0.0064,0.3789,0.3479,0.2667,0.0,0.0,NA,NA,NA,NA,NA
WP_000200684.1,0.0,0.0017,0.0003,0.998,0.0,0.0,NA,NA,NA,NA,NA
WP_000200959.1,0.0,0.0015,0.001,0.9975,0.0,0.0,NA,NA,NA,NA,NA
WP_000200987.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000202435.1,0.0,0.0005,0.0,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000204625.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000205307.1,0.0,0.0103,0.0,0.9897,0.0,0.0,NA,NA,0.122198,0.862556,0.015246
WP_000206116.1,0.0002,0.2663,0.0001,0.7335,0.0,0.0,NA,NA,NA,NA,NA
WP_000207097.1,0.0,0.0012,0.0002,0.9986,0.0,0.0,NA,NA,NA,NA,NA
WP_000208406.1,0.0,0.0044,0.0001,0.9954,0.0,0.0,NA,NA,NA,NA,NA
WP_000208578.1,0.0025,0.2056,0.0003,0.7917,0.0,0.0,NA,NA,NA,NA,NA
WP_000208737.1,0.0001,0.0005,0.0003,0.9992,0.0,0.0,NA,NA,NA,NA,NA
WP_000211370.1,0.0002,0.2588,0.2145,0.5264,0.0,0.0,NA,NA,NA,NA,NA
WP_000211608.1,0.0123,0.7454,0.0237,0.2186,0.0,0.0,NA,NA,NA,NA,NA
WP_000213900.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000214292.1,NA,NA,NA,NA,NA,NA,0.939651,0.060349,0.017631,0.981779,0.000591
WP_000215393.1,0.0003,0.0069,0.0765,0.9164,0.0,0.0,NA,NA,NA,NA,NA
WP_000215638.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000216721.1,0.0016,0.3359,0.0008,0.6617,0.0,0.0,NA,NA,0.393818,0.605513,0.000669
WP_000216874.1,0.0001,0.0039,0.3065,0.6895,0.0,0.0,NA,NA,NA,NA,NA
WP_000217724.1,0.0001,0.0306,0.0005,0.9688,0.0,0.0,NA,NA,NA,NA,NA
WP_000220903.1,0.0,0.0094,0.0,0.9906,0.0,0.0,NA,NA,0.290804,0.667562,0.041634
WP_000221415.1,0.0052,0.9948,0.0,0.0,0.0,0.0,0.667716,0.332284,NA,NA,NA
WP_000222263.1,0.006,0.994,0.0,0.0001,0.0,0.0,0.533011,0.466989,NA,NA,NA
WP_000226108.1,0.0001,0.0599,0.0002,0.9399,0.0,0.0,NA,NA,NA,NA,NA
WP_000226606.1,0.0,1.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000230358.1,0.0,0.0318,0.0018,0.9664,0.0,0.0,NA,NA,NA,NA,NA
WP_000234064.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000234072.1,0.0,0.0004,0.0001,0.9994,0.0,0.0,NA,NA,NA,NA,NA
WP_000239545.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.876798,0.123202,0.037347,0.951945,0.010709
WP_000239610.1,0.0017,0.9976,0.0,0.0007,0.0,0.0,0.76104,0.23896,0.043837,0.954277,0.001886
WP_000240112.1,0.0,0.0006,0.0,0.9993,0.0,0.0,NA,NA,NA,NA,NA
WP_000240344.1,0.0003,0.0301,0.0,0.9696,0.0,0.0,NA,NA,NA,NA,NA
WP_000240581.1,0.0,0.0092,0.0,0.9907,0.0,0.0,NA,NA,NA,NA,NA
WP_000240855.1,0.0,0.8331,0.1669,0.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000240920.1,0.0008,0.0092,0.0151,0.9749,0.0,0.0,NA,NA,NA,NA,NA
WP_000241344.1,0.0162,0.2152,0.1703,0.5983,0.0,0.0,NA,NA,NA,NA,NA
WP_000244415.1,0.0004,0.0069,0.0004,0.9924,0.0,0.0,NA,NA,NA,NA,NA
WP_000244865.1,0.0001,0.0109,0.0001,0.989,0.0,0.0,NA,NA,NA,NA,NA
WP_000246909.1,0.0,0.0049,0.0,0.9951,0.0,0.0,NA,NA,0.243109,0.753541,0.00335
WP_000255556.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000257598.1,0.0007,0.0118,0.0,0.9875,0.0,0.0,NA,NA,NA,NA,NA
WP_000258151.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000258650.1,0.0001,0.0033,0.023,0.9736,0.0,0.0,NA,NA,NA,NA,NA
WP_000261111.1,0.0,0.006,0.0002,0.9938,0.0,0.0,NA,NA,NA,NA,NA
WP_000262457.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000265041.1,0.0025,0.4131,0.0079,0.5765,0.0,0.0,0.944158,0.055842,0.001323,0.998654,2.3e-05
WP_000265252.1,0.0013,0.2727,0.0015,0.7245,0.0,0.0,NA,NA,0.022707,0.977106,0.000187
WP_000266894.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000267034.1,0.0001,0.5348,0.0005,0.4646,0.0,0.0,NA,NA,0.282483,0.657076,0.06044
WP_000268733.1,0.0009,0.7069,0.267,0.0252,0.0,0.0,NA,NA,NA,NA,NA
WP_000269923.1,0.0,0.6326,0.3652,0.0022,0.0,0.0,NA,NA,NA,NA,NA
WP_000273256.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000274034.1,0.0001,0.0101,0.0001,0.9897,0.0,0.0,NA,NA,NA,NA,NA
WP_000275058.1,0.0004,0.8069,0.025,0.1677,0.0,0.0,NA,NA,NA,NA,NA
WP_000275715.1,0.0024,0.9308,0.0666,0.0003,0.0,0.0,NA,NA,NA,NA,NA
WP_000276352.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000277418.1,0.0002,0.0537,0.0758,0.8703,0.0,0.0,NA,NA,NA,NA,NA
WP_000278564.1,0.0,0.0015,0.0,0.9985,0.0,0.0,NA,NA,NA,NA,NA
WP_000279377.1,0.0,0.0009,0.0001,0.9991,0.0,0.0,NA,NA,NA,NA,NA
WP_000282174.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000286870.1,0.0002,0.5307,0.4587,0.0104,0.0,0.0,NA,NA,NA,NA,NA
WP_000287588.1,0.0001,0.0104,0.0215,0.968,0.0,0.0,NA,NA,NA,NA,NA
WP_000290674.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000339146.1,0.0009,0.0777,0.0026,0.9188,0.0,0.0,0.748544,0.251456,0.039075,0.960113,0.000812
WP_000342147.1,0.0041,0.02,0.0001,0.9757,0.0,0.0,NA,NA,NA,NA,NA
WP_000342203.1,0.0001,0.0082,0.0,0.9916,0.0,0.0,NA,NA,NA,NA,NA
WP_000347072.1,0.0,0.0005,0.0,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000347896.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000349657.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000351243.1,0.0,0.0551,0.0001,0.9449,0.0,0.0,NA,NA,0.32788,0.67207,5e-05
WP_000353634.1,0.0,0.0107,0.0004,0.9889,0.0,0.0,NA,NA,NA,NA,NA
WP_000354094.1,0.0,0.0023,0.0008,0.9969,0.0,0.0,NA,NA,NA,NA,NA
WP_000354112.1,0.0,0.0023,0.0,0.9977,0.0,0.0,NA,NA,NA,NA,NA
WP_000356975.1,0.0003,0.0647,0.0,0.935,0.0,0.0,NA,NA,NA,NA,NA
WP_000358507.1,0.0094,0.3205,0.0086,0.6616,0.0,0.0,NA,NA,NA,NA,NA
WP_000365324.1,0.0,0.0004,0.0,0.9996,0.0,0.0,0.524511,0.475489,NA,NA,NA
WP_000366165.1,0.0016,0.0345,0.0007,0.9632,0.0,0.0,NA,NA,NA,NA,NA
WP_000367068.1,0.0,0.0013,0.0,0.9987,0.0,0.0,NA,NA,NA,NA,NA
WP_000375476.1,0.0,0.0049,0.0,0.9951,0.0,0.0,NA,NA,NA,NA,NA
WP_000379099.1,0.0,0.0007,0.0002,0.9991,0.0,0.0,NA,NA,NA,NA,NA
WP_000379820.1,0.0002,0.0034,0.0,0.9964,0.0,0.0,NA,NA,NA,NA,NA
WP_000381264.1,0.0,0.0012,0.0,0.9987,0.0,0.0,NA,NA,NA,NA,NA
WP_000381849.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000383665.1,0.0011,0.0059,0.29,0.7029,0.0,0.0,NA,NA,NA,NA,NA
WP_000383814.1,0.0002,0.0009,0.0103,0.9886,0.0,0.0,NA,NA,NA,NA,NA
WP_000384474.1,0.0169,0.8588,0.0622,0.0621,0.0,0.0,NA,NA,NA,NA,NA
WP_000384523.1,0.0,0.0008,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
WP_000387806.1,0.0003,0.0111,0.0003,0.9884,0.0,0.0,NA,NA,NA,NA,NA
WP_000388066.1,0.0001,0.4476,0.323,0.2293,0.0,0.0,NA,NA,NA,NA,NA
WP_000389666.1,0.0004,0.0057,0.089,0.905,0.0,0.0,NA,NA,NA,NA,NA
WP_000389771.1,0.0,0.1005,0.0001,0.8993,0.0,0.0,NA,NA,NA,NA,NA
WP_000389954.1,0.0,0.0008,0.0,0.9992,0.0,0.0,NA,NA,NA,NA,NA
WP_000395160.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
WP_000398672.1,0.0001,0.9899,0.0003,0.0097,0.0,0.0,NA,NA,NA,NA,NA
WP_000398941.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000402172.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000402632.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000402803.1,0.0,0.0013,0.0001,0.9986,0.0,0.0,NA,NA,NA,NA,NA
WP_000403078.1,0.0,0.0397,0.0002,0.96,0.0,0.0,NA,NA,NA,NA,NA
WP_000406614.1,0.0,0.0005,0.0,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000412518.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000413392.1,0.0004,0.6866,0.1603,0.1526,0.0,0.0,NA,NA,NA,NA,NA
WP_000414692.1,0.0,0.0038,0.0,0.9962,0.0,0.0,NA,NA,NA,NA,NA
WP_000415672.1,0.0002,0.2745,0.0001,0.7252,0.0,0.0,NA,NA,NA,NA,NA
WP_000421231.1,0.0,0.012,0.0001,0.9879,0.0,0.0,NA,NA,NA,NA,NA
WP_000426693.1,0.0,0.0007,0.0001,0.9992,0.0,0.0,NA,NA,NA,NA,NA
WP_000428173.1,0.0701,0.0449,0.031,0.854,0.0,0.0,NA,NA,0.403568,0.569434,0.026998
WP_000429558.1,0.0215,0.653,0.2912,0.0343,0.0,0.0,NA,NA,NA,NA,NA
WP_000429669.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000431235.1,0.0,0.002,0.0,0.998,0.0,0.0,NA,NA,NA,NA,NA
WP_000431307.1,0.0002,0.3336,0.0001,0.666,0.0,0.0,NA,NA,NA,NA,NA
WP_000432266.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000432359.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000432890.1,0.0,0.0005,0.0001,0.9994,0.0,0.0,NA,NA,NA,NA,NA
WP_000433551.1,0.0007,0.0534,0.1904,0.7554,0.0,0.0,NA,NA,NA,NA,NA
