,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
119,WP_000062644.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
120,WP_000063550.1,Cytoplasmic Membrane,0.0001,0.0068,0.0004,0.9928,0.0000,0.0000
123,WP_000064770.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
125,WP_000066020.1,Cytoplasmic Membrane,0.0001,0.0462,0.0001,0.9536,0.0000,0.0000
130,WP_000066528.1,Cytoplasmic Membrane,0.0011,0.0224,0.0544,0.9221,0.0000,0.0000
133,WP_000067127.1,Extracellular,0.0206,0.9064,0.0665,0.0065,0.0000,0.0000
135,WP_000067344.1,Cytoplasmic Membrane,0.0007,0.0171,0.1132,0.8689,0.0000,0.0000
139,WP_000069297.1,Cytoplasmic Membrane,0.0081,0.1070,0.0012,0.8837,0.0000,0.0000
140,WP_000070637.1,Cytoplasmic Membrane,0.0002,0.4535,0.0000,0.5463,0.0000,0.0000
141,WP_000070828.1,Cytoplasmic Membrane,0.0016,0.2911,0.0000,0.7072,0.0000,0.0000
143,WP_000070962.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9993,0.0000,0.0000
146,WP_000072151.1,Cytoplasmic Membrane,0.0000,0.0007,0.0000,0.9992,0.0000,0.0000
148,WP_000072467.1,Cytoplasmic Membrane,0.0000,0.0041,0.0002,0.9957,0.0000,0.0000
155,WP_000074013.1,Cytoplasmic Membrane,0.0033,0.0219,0.0100,0.9648,0.0000,0.0000
166,WP_000078097.1,Cytoplasmic Membrane,0.0000,0.0141,0.0150,0.9709,0.0000,0.0000
167,WP_000079140.1,Cytoplasmic Membrane,0.0000,0.0162,0.0003,0.9834,0.0000,0.0000
168,WP_000079318.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9999,0.0000,0.0000
169,WP_000079444.1,Cytoplasmic Membrane,0.0002,0.0384,0.1403,0.8211,0.0000,0.0000
172,WP_000081602.1,Cytoplasmic Membrane,0.0000,0.0218,0.0000,0.9782,0.0000,0.0000
176,WP_000083790.1,Cytoplasmic Membrane,0.0000,0.0007,0.0001,0.9992,0.0000,0.0000
177,WP_000084781.1,Cytoplasmic Membrane,0.0001,0.0015,0.0001,0.9983,0.0000,0.0000
188,WP_000090512.1,Extracellular,0.0000,0.7459,0.2528,0.0013,0.0000,0.0000
190,WP_000091445.1,Cytoplasmic Membrane,0.0001,0.0184,0.0001,0.9814,0.0000,0.0000
191,WP_000091975.1,Extracellular,0.0003,0.7847,0.2113,0.0037,0.0000,0.0000
196,WP_000095386.1,Extracellular,0.0003,0.7533,0.2445,0.0019,0.0000,0.0000
199,WP_000098286.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9991,0.0000,0.0000
201,WP_000101538.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
208,WP_000106326.1,Cytoplasmic Membrane,0.0002,0.0163,0.0004,0.9831,0.0000,0.0000
213,WP_000110022.1,Extracellular,0.0049,0.6083,0.3539,0.0329,0.0000,0.0000
215,WP_000110603.1,Cytoplasmic Membrane,0.0004,0.0041,0.0143,0.9811,0.0000,0.0000
216,WP_000111367.1,Cytoplasmic Membrane,0.0001,0.0037,0.0002,0.9960,0.0000,0.0000
220,WP_000114227.1,Extracellular,0.0064,0.6140,0.3271,0.0525,0.0000,0.0000
222,WP_000118169.1,Cytoplasmic Membrane,0.0000,0.0011,0.0000,0.9988,0.0000,0.0000
225,WP_000120115.1,Cytoplasmic Membrane,0.0000,0.0011,0.0001,0.9989,0.0000,0.0000
226,WP_000120322.1,Cell wall & surface,0.6380,0.1638,0.0003,0.1979,0.0000,0.0000
227,WP_000120368.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
230,WP_000121122.1,Cytoplasmic Membrane,0.0000,0.0018,0.0000,0.9982,0.0000,0.0000
240,WP_000127986.1,Cytoplasmic Membrane,0.0002,0.0050,0.0003,0.9945,0.0000,0.0000
248,WP_000130759.1,Cytoplasmic Membrane,0.0000,0.0011,0.0000,0.9989,0.0000,0.0000
250,WP_000131833.1,Cytoplasmic Membrane,0.0018,0.1873,0.3000,0.5109,0.0000,0.0000
263,WP_000136631.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
265,WP_000136956.1,Cytoplasmic Membrane,0.0046,0.0594,0.4618,0.4742,0.0000,0.0000
269,WP_000138353.1,Cytoplasmic Membrane,0.0001,0.0674,0.0000,0.9325,0.0000,0.0000
273,WP_000138665.1,Cytoplasmic Membrane,0.0001,0.0053,0.1187,0.8759,0.0000,0.0000
275,WP_000139197.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
276,WP_000139712.1,Cytoplasmic Membrane,0.0000,0.0403,0.3113,0.6484,0.0000,0.0000
277,WP_000140050.1,Cytoplasmic Membrane,0.0003,0.0559,0.1156,0.8282,0.0000,0.0000
279,WP_000140679.1,Cytoplasmic Membrane,0.0000,0.0019,0.0000,0.9981,0.0000,0.0000
286,WP_000143248.1,Cytoplasmic Membrane,0.0020,0.0436,0.0007,0.9537,0.0000,0.0000
287,WP_000143420.1,Cytoplasmic Membrane,0.0000,0.0007,0.0007,0.9986,0.0000,0.0000
288,WP_000143503.1,Cytoplasmic Membrane,0.0001,0.0033,0.0010,0.9956,0.0000,0.0000
289,WP_000143605.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
290,WP_000143640.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9993,0.0000,0.0000
292,WP_000145499.1,Cytoplasmic Membrane,0.0001,0.0332,0.0000,0.9667,0.0000,0.0000
297,WP_000147094.1,Cytoplasmic Membrane,0.0000,0.0044,0.0006,0.9950,0.0000,0.0000
298,WP_000147103.1,Extracellular,0.0012,0.9418,0.0051,0.0519,0.0000,0.0000
303,WP_000149064.1,Cytoplasmic Membrane,0.0000,0.0013,0.0002,0.9984,0.0000,0.0000
308,WP_000149428.1,Cytoplasmic Membrane,0.0000,0.0052,0.0000,0.9947,0.0000,0.0000
318,WP_000152587.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
324,WP_000154162.1,Cytoplasmic Membrane,0.0008,0.0024,0.1720,0.8248,0.0000,0.0000
326,WP_000154461.1,Cytoplasmic Membrane,0.0000,0.0010,0.0001,0.9990,0.0000,0.0000
328,WP_000154561.1,Extracellular,0.0091,0.6849,0.3057,0.0003,0.0000,0.0000
329,WP_000154690.1,Cytoplasmic Membrane,0.0000,0.0004,0.0001,0.9995,0.0000,0.0000
331,WP_000155455.1,Cytoplasmic Membrane,0.0008,0.0014,0.2501,0.7478,0.0000,0.0000
334,WP_000157623.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
338,WP_000159020.1,Extracellular,0.0007,0.9987,0.0000,0.0005,0.0000,0.0000
342,WP_000159758.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
343,WP_000159833.1,Cytoplasmic Membrane,0.0000,0.0040,0.0000,0.9959,0.0000,0.0000
347,WP_000160212.1,Extracellular,0.0000,0.8388,0.1611,0.0000,0.0000,0.0000
350,WP_000160469.1,Cytoplasmic Membrane,0.0001,0.0062,0.0858,0.9080,0.0000,0.0000
352,WP_000160868.1,Cell wall & surface,0.7416,0.1269,0.0000,0.1314,0.0000,0.0000
353,WP_000160911.1,Cytoplasmic Membrane,0.0013,0.0158,0.1178,0.8651,0.0000,0.0000
363,WP_000161983.1,Extracellular,0.0013,0.9969,0.0013,0.0005,0.0000,0.0000
364,WP_000162195.1,Cytoplasmic Membrane,0.0021,0.3859,0.0001,0.6119,0.0000,0.0000
365,WP_000162661.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
366,WP_000162814.1,Cytoplasmic Membrane,0.0012,0.0157,0.0000,0.9831,0.0000,0.0000
374,WP_000163826.1,Cytoplasmic Membrane,0.0056,0.2248,0.0053,0.7643,0.0000,0.0000
381,WP_000166793.1,Cytoplasmic Membrane,0.0001,0.0012,0.0000,0.9986,0.0000,0.0000
382,WP_000166892.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
383,WP_000166909.1,Cytoplasmic Membrane,0.0004,0.4071,0.0023,0.5902,0.0000,0.0000
390,WP_000169003.1,Cytoplasmic Membrane,0.0015,0.0082,0.0335,0.9568,0.0000,0.0000
391,WP_000169042.1,Extracellular,0.0189,0.7712,0.1752,0.0347,0.0000,0.0000
392,WP_000169127.1,Cell wall & surface,0.9222,0.0623,0.0094,0.0062,0.0000,0.0000
395,WP_000170406.1,Cytoplasmic Membrane,0.0000,0.0010,0.0000,0.9990,0.0000,0.0000
399,WP_000171802.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
400,WP_000171863.1,Cytoplasmic Membrane,0.0001,0.0157,0.0005,0.9836,0.0000,0.0000
405,WP_000173859.1,Cytoplasmic Membrane,0.0005,0.0125,0.2314,0.7555,0.0000,0.0000
406,WP_000173891.1,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9995,0.0000,0.0000
409,WP_000175722.1,Extracellular,0.0002,0.9996,0.0000,0.0002,0.0000,0.0000
415,WP_000177999.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
418,WP_000179865.1,Extracellular,0.0539,0.6319,0.3104,0.0038,0.0000,0.0000
422,WP_000180420.1,Cytoplasmic Membrane,0.0000,0.0038,0.0001,0.9961,0.0000,0.0000
425,WP_000180999.1,Cytoplasmic Membrane,0.0001,0.0022,0.0000,0.9977,0.0000,0.0000
429,WP_000181404.1,Extracellular,0.0001,0.5638,0.4347,0.0015,0.0000,0.0000
442,WP_000184223.1,Cytoplasmic Membrane,0.0002,0.0514,0.0002,0.9482,0.0000,0.0000
443,WP_000184337.1,Extracellular,0.0001,0.4528,0.3552,0.1920,0.0000,0.0000
444,WP_000184370.1,Cytoplasmic Membrane,0.0002,0.1476,0.0000,0.8522,0.0000,0.0000
446,WP_000184743.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
448,WP_000185197.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
449,WP_000185325.1,Extracellular,0.0089,0.9863,0.0016,0.0032,0.0000,0.0000
455,WP_000186232.1,Extracellular,0.0046,0.5330,0.0246,0.4378,0.0000,0.0000
461,WP_000191090.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
462,WP_000191466.1,Cytoplasmic Membrane,0.0001,0.0086,0.0011,0.9903,0.0000,0.0000
467,WP_000193751.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
474,WP_000197102.1,Cytoplasmic Membrane,0.0542,0.1529,0.0003,0.7926,0.0000,0.0000
476,WP_000197557.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
477,WP_000197640.1,Cytoplasmic Membrane,0.0000,0.0017,0.0001,0.9982,0.0000,0.0000
479,WP_000198500.1,Extracellular,0.0064,0.3789,0.3479,0.2667,0.0000,0.0000
482,WP_000200684.1,Cytoplasmic Membrane,0.0000,0.0017,0.0003,0.9980,0.0000,0.0000
483,WP_000200959.1,Cytoplasmic Membrane,0.0000,0.0015,0.0010,0.9975,0.0000,0.0000
484,WP_000200987.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
488,WP_000202435.1,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9995,0.0000,0.0000
489,WP_000204625.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
491,WP_000205307.1,Cytoplasmic Membrane,0.0000,0.0103,0.0000,0.9897,0.0000,0.0000
494,WP_000206116.1,Cytoplasmic Membrane,0.0002,0.2663,0.0001,0.7335,0.0000,0.0000
496,WP_000207097.1,Cytoplasmic Membrane,0.0000,0.0012,0.0002,0.9986,0.0000,0.0000
499,WP_000208406.1,Cytoplasmic Membrane,0.0000,0.0044,0.0001,0.9954,0.0000,0.0000
500,WP_000208578.1,Cytoplasmic Membrane,0.0025,0.2056,0.0003,0.7917,0.0000,0.0000
501,WP_000208737.1,Cytoplasmic Membrane,0.0001,0.0005,0.0003,0.9992,0.0000,0.0000
505,WP_000211370.1,Cytoplasmic Membrane,0.0002,0.2588,0.2145,0.5264,0.0000,0.0000
507,WP_000211608.1,Extracellular,0.0123,0.7454,0.0237,0.2186,0.0000,0.0000
508,WP_000213900.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
515,WP_000215393.1,Cytoplasmic Membrane,0.0003,0.0069,0.0765,0.9164,0.0000,0.0000
517,WP_000215638.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
519,WP_000216721.1,Cytoplasmic Membrane,0.0016,0.3359,0.0008,0.6617,0.0000,0.0000
521,WP_000216874.1,Cytoplasmic Membrane,0.0001,0.0039,0.3065,0.6895,0.0000,0.0000
524,WP_000217724.1,Cytoplasmic Membrane,0.0001,0.0306,0.0005,0.9688,0.0000,0.0000
527,WP_000220903.1,Cytoplasmic Membrane,0.0000,0.0094,0.0000,0.9906,0.0000,0.0000
530,WP_000221415.1,Extracellular,0.0052,0.9948,0.0000,0.0000,0.0000,0.0000
532,WP_000222263.1,Extracellular,0.0060,0.9940,0.0000,0.0001,0.0000,0.0000
535,WP_000226108.1,Cytoplasmic Membrane,0.0001,0.0599,0.0002,0.9399,0.0000,0.0000
536,WP_000226606.1,Extracellular,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
540,WP_000230358.1,Cytoplasmic Membrane,0.0000,0.0318,0.0018,0.9664,0.0000,0.0000
544,WP_000234064.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
545,WP_000234072.1,Cytoplasmic Membrane,0.0000,0.0004,0.0001,0.9994,0.0000,0.0000
557,WP_000239545.1,Extracellular,0.0001,0.9998,0.0000,0.0000,0.0000,0.0000
558,WP_000239610.1,Extracellular,0.0017,0.9976,0.0000,0.0007,0.0000,0.0000
561,WP_000240112.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9993,0.0000,0.0000
562,WP_000240344.1,Cytoplasmic Membrane,0.0003,0.0301,0.0000,0.9696,0.0000,0.0000
563,WP_000240581.1,Cytoplasmic Membrane,0.0000,0.0092,0.0000,0.9907,0.0000,0.0000
567,WP_000240855.1,Extracellular,0.0000,0.8331,0.1669,0.0000,0.0000,0.0000
568,WP_000240920.1,Cytoplasmic Membrane,0.0008,0.0092,0.0151,0.9749,0.0000,0.0000
570,WP_000241344.1,Cytoplasmic Membrane,0.0162,0.2152,0.1703,0.5983,0.0000,0.0000
574,WP_000244415.1,Cytoplasmic Membrane,0.0004,0.0069,0.0004,0.9924,0.0000,0.0000
575,WP_000244865.1,Cytoplasmic Membrane,0.0001,0.0109,0.0001,0.9890,0.0000,0.0000
577,WP_000246909.1,Cytoplasmic Membrane,0.0000,0.0049,0.0000,0.9951,0.0000,0.0000
588,WP_000255556.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
592,WP_000257598.1,Cytoplasmic Membrane,0.0007,0.0118,0.0000,0.9875,0.0000,0.0000
595,WP_000258151.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
596,WP_000258650.1,Cytoplasmic Membrane,0.0001,0.0033,0.0230,0.9736,0.0000,0.0000
601,WP_000261111.1,Cytoplasmic Membrane,0.0000,0.0060,0.0002,0.9938,0.0000,0.0000
602,WP_000262457.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
608,WP_000265041.1,Cytoplasmic Membrane,0.0025,0.4131,0.0079,0.5765,0.0000,0.0000
609,WP_000265252.1,Cytoplasmic Membrane,0.0013,0.2727,0.0015,0.7245,0.0000,0.0000
612,WP_000266894.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
613,WP_000267034.1,Extracellular,0.0001,0.5348,0.0005,0.4646,0.0000,0.0000
616,WP_000268733.1,Extracellular,0.0009,0.7069,0.2670,0.0252,0.0000,0.0000
618,WP_000269923.1,Extracellular,0.0000,0.6326,0.3652,0.0022,0.0000,0.0000
622,WP_000273256.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
626,WP_000274034.1,Cytoplasmic Membrane,0.0001,0.0101,0.0001,0.9897,0.0000,0.0000
628,WP_000275058.1,Extracellular,0.0004,0.8069,0.0250,0.1677,0.0000,0.0000
629,WP_000275715.1,Extracellular,0.0024,0.9308,0.0666,0.0003,0.0000,0.0000
630,WP_000276352.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
631,WP_000277418.1,Cytoplasmic Membrane,0.0002,0.0537,0.0758,0.8703,0.0000,0.0000
639,WP_000278564.1,Cytoplasmic Membrane,0.0000,0.0015,0.0000,0.9985,0.0000,0.0000
640,WP_000279377.1,Cytoplasmic Membrane,0.0000,0.0009,0.0001,0.9991,0.0000,0.0000
644,WP_000282174.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
656,WP_000286870.1,Extracellular,0.0002,0.5307,0.4587,0.0104,0.0000,0.0000
659,WP_000287588.1,Cytoplasmic Membrane,0.0001,0.0104,0.0215,0.9680,0.0000,0.0000
667,WP_000290674.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
682,WP_000339146.1,Cytoplasmic Membrane,0.0009,0.0777,0.0026,0.9188,0.0000,0.0000
685,WP_000342147.1,Cytoplasmic Membrane,0.0041,0.0200,0.0001,0.9757,0.0000,0.0000
686,WP_000342203.1,Cytoplasmic Membrane,0.0001,0.0082,0.0000,0.9916,0.0000,0.0000
690,WP_000347072.1,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9995,0.0000,0.0000
691,WP_000347896.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
694,WP_000349657.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
695,WP_000351243.1,Cytoplasmic Membrane,0.0000,0.0551,0.0001,0.9449,0.0000,0.0000
697,WP_000353634.1,Cytoplasmic Membrane,0.0000,0.0107,0.0004,0.9889,0.0000,0.0000
699,WP_000354094.1,Cytoplasmic Membrane,0.0000,0.0023,0.0008,0.9969,0.0000,0.0000
700,WP_000354112.1,Cytoplasmic Membrane,0.0000,0.0023,0.0000,0.9977,0.0000,0.0000
703,WP_000356975.1,Cytoplasmic Membrane,0.0003,0.0647,0.0000,0.9350,0.0000,0.0000
705,WP_000358507.1,Cytoplasmic Membrane,0.0094,0.3205,0.0086,0.6616,0.0000,0.0000
716,WP_000365324.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
718,WP_000366165.1,Cytoplasmic Membrane,0.0016,0.0345,0.0007,0.9632,0.0000,0.0000
720,WP_000367068.1,Cytoplasmic Membrane,0.0000,0.0013,0.0000,0.9987,0.0000,0.0000
734,WP_000375476.1,Cytoplasmic Membrane,0.0000,0.0049,0.0000,0.9951,0.0000,0.0000
741,WP_000379099.1,Cytoplasmic Membrane,0.0000,0.0007,0.0002,0.9991,0.0000,0.0000
742,WP_000379820.1,Cytoplasmic Membrane,0.0002,0.0034,0.0000,0.9964,0.0000,0.0000
745,WP_000381264.1,Cytoplasmic Membrane,0.0000,0.0012,0.0000,0.9987,0.0000,0.0000
746,WP_000381849.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
750,WP_000383665.1,Cytoplasmic Membrane,0.0011,0.0059,0.2900,0.7029,0.0000,0.0000
751,WP_000383814.1,Cytoplasmic Membrane,0.0002,0.0009,0.0103,0.9886,0.0000,0.0000
754,WP_000384474.1,Extracellular,0.0169,0.8588,0.0622,0.0621,0.0000,0.0000
755,WP_000384523.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9991,0.0000,0.0000
758,WP_000387806.1,Cytoplasmic Membrane,0.0003,0.0111,0.0003,0.9884,0.0000,0.0000
759,WP_000388066.1,Extracellular,0.0001,0.4476,0.3230,0.2293,0.0000,0.0000
762,WP_000389666.1,Cytoplasmic Membrane,0.0004,0.0057,0.0890,0.9050,0.0000,0.0000
763,WP_000389771.1,Cytoplasmic Membrane,0.0000,0.1005,0.0001,0.8993,0.0000,0.0000
764,WP_000389954.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9992,0.0000,0.0000
774,WP_000395160.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
779,WP_000398672.1,Extracellular,0.0001,0.9899,0.0003,0.0097,0.0000,0.0000
780,WP_000398941.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
785,WP_000402172.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
786,WP_000402632.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
787,WP_000402803.1,Cytoplasmic Membrane,0.0000,0.0013,0.0001,0.9986,0.0000,0.0000
789,WP_000403078.1,Cytoplasmic Membrane,0.0000,0.0397,0.0002,0.9600,0.0000,0.0000
792,WP_000406614.1,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9995,0.0000,0.0000
799,WP_000412518.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
801,WP_000413392.1,Extracellular,0.0004,0.6866,0.1603,0.1526,0.0000,0.0000
807,WP_000414692.1,Cytoplasmic Membrane,0.0000,0.0038,0.0000,0.9962,0.0000,0.0000
808,WP_000415672.1,Cytoplasmic Membrane,0.0002,0.2745,0.0001,0.7252,0.0000,0.0000
812,WP_000421231.1,Cytoplasmic Membrane,0.0000,0.0120,0.0001,0.9879,0.0000,0.0000
818,WP_000426693.1,Cytoplasmic Membrane,0.0000,0.0007,0.0001,0.9992,0.0000,0.0000
821,WP_000428173.1,Cytoplasmic Membrane,0.0701,0.0449,0.0310,0.8540,0.0000,0.0000
823,WP_000429558.1,Extracellular,0.0215,0.6530,0.2912,0.0343,0.0000,0.0000
824,WP_000429669.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
826,WP_000431235.1,Cytoplasmic Membrane,0.0000,0.0020,0.0000,0.9980,0.0000,0.0000
827,WP_000431307.1,Cytoplasmic Membrane,0.0002,0.3336,0.0001,0.6660,0.0000,0.0000
830,WP_000432266.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
831,WP_000432359.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
832,WP_000432890.1,Cytoplasmic Membrane,0.0000,0.0005,0.0001,0.9994,0.0000,0.0000
