# SignalP-5.0	Organism: gram+	Timestamp: 20260324090102
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
antigen_73|A0A0D6W4S3||WP_000274040.1|tpos:1-104	LIPO(Sec/SPII)	0.021827	0.001531	0.781392	0.195251	CS pos: 23-24. IQA-CA. Pr: 0.7581
antigen_74|A0A166MPJ8||WP_000274040.1|tpos:1-104	LIPO(Sec/SPII)	0.021827	0.001531	0.781392	0.195251	CS pos: 23-24. IQA-CA. Pr: 0.7581
antigen_75|D2J6U4||WP_000277154.1|tpos:1-477	SP(Sec/SPI)	0.988146	0.001157	0.002182	0.008516	CS pos: 25-26. TFA-EG. Pr: 0.8304
antigen_755|A0AAX2MJ33||WP_001227718.1|tpos:1-681	SP(Sec/SPI)	0.626278	0.029869	0.043036	0.300817	CS pos: 40-41. GEA-LQ. Pr: 0.3525
antigen_571|A0AAJ4Z045|Poly-beta-1,6-N-acetyl-D-glucosamine|WP_000877367.1|tpos:1-290	SP(Sec/SPI)	0.986092	0.001183	0.005599	0.007126	CS pos: 30-31. ANA-DD. Pr: 0.9308
antigen_673|Q6GB45|Clumping|WP_001056313.1|tpos:1-1029	SP(Sec/SPI)	0.956633	0.012634	0.025491	0.005242	CS pos: 39-40. ADA-SE. Pr: 0.9012
antigen_599|A0A641AA65|triacylglycerol|WP_000943842.1|tpos:1-691	SP(Sec/SPI)	0.975430	0.015598	0.001761	0.007211	CS pos: 37-38. AQA-SE. Pr: 0.9520
antigen_600|Q79SZ7|triacylglycerol|WP_000943842.1|tpos:1-691	SP(Sec/SPI)	0.975430	0.015598	0.001761	0.007211	CS pos: 37-38. AQA-SE. Pr: 0.9520
antigen_644|A0A0Z0X9F2|Serine|WP_001038766.1|tpos:1-238	SP(Sec/SPI)	0.924092	0.007434	0.041061	0.027413	CS pos: 36-37. AKA-EH. Pr: 0.6750
antigen_192|A0A641A9L3||WP_000668994.1|tpos:1-226	SP(Sec/SPI)	0.991622	0.003874	0.003380	0.001124	CS pos: 30-31. VQA-KT. Pr: 0.9505
antigen_193|A0A390ZN89||WP_000668994.1|tpos:1-226	SP(Sec/SPI)	0.991622	0.003874	0.003380	0.001124	CS pos: 30-31. VQA-KT. Pr: 0.9505
antigen_194|A0A641A4M0||WP_000669038.1|tpos:1-208	LIPO(Sec/SPII)	0.000404	0.000047	0.999409	0.000140	CS pos: 18-19. LTA-CG. Pr: 0.9998
antigen_385|A0A391ERX3||WP_000752015.1|tpos:1-231	SP(Sec/SPI)	0.978110	0.003969	0.015816	0.002105	CS pos: 27-28. AQA-SE. Pr: 0.8676
antigen_643|A0A5Q2QJY5|Serine|WP_001038734.1|tpos:1-238	SP(Sec/SPI)	0.935241	0.006363	0.023735	0.034661	CS pos: 36-37. AKA-EH. Pr: 0.6905
antigen_697|A0A166Q5A2||WP_001081338.1|tpos:1-319	LIPO(Sec/SPII)	0.000488	0.000075	0.999192	0.000245	CS pos: 21-22. VAG-CG. Pr: 0.9998
antigen_853|A0A6B2IY43||WP_000750406.1|tpos:4-257	SP(Sec/SPI)	0.834480	0.005453	0.055757	0.104310	CS pos: 21-22. VNG-SE. Pr: 0.5984
antigen_52|A0A641A8R9||WP_000208581.1|tpos:1-497	SP(Sec/SPI)	0.461930	0.001668	0.089464	0.446938	CS pos: 33-34. TKT-RL. Pr: 0.0532
antigen_53|A0AAE2ZZ06||WP_000208581.1|tpos:1-497	SP(Sec/SPI)	0.461930	0.001668	0.089464	0.446938	CS pos: 33-34. TKT-RL. Pr: 0.0532
antigen_572|A0A2X3QG95|Poly-beta-1,6-N-acetyl-D-glucosamine|WP_000877367.1|tpos:1-290	SP(Sec/SPI)	0.986092	0.001183	0.005599	0.007126	CS pos: 30-31. ANA-DD. Pr: 0.9308
antigen_710|A0AAE8P9T6||WP_001106663.1|tpos:1-189	SP(Sec/SPI)	0.930578	0.007451	0.020985	0.040986	CS pos: 27-28. TIA-DN. Pr: 0.8461
antigen_496|A0A166JMZ6||WP_000819679.1|tpos:1-357	SP(Sec/SPI)	0.499370	0.004282	0.241175	0.255173	CS pos: 33-34. VHT-NQ. Pr: 0.1597
antigen_497|A0A390B6L2||WP_000819679.1|tpos:1-357	SP(Sec/SPI)	0.499370	0.004282	0.241175	0.255173	CS pos: 33-34. VHT-NQ. Pr: 0.1597
antigen_532|A0A2S6DNW9||WP_000831691.1|tpos:1-399	LIPO(Sec/SPII)	0.000545	0.000098	0.999003	0.000354	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_615|A0A5N5IQ84||WP_000977788.1|tpos:1-256	LIPO(Sec/SPII)	0.000975	0.000089	0.998690	0.000246	CS pos: 24-25. TAG-CG. Pr: 0.9992
antigen_616|A0AAE8TKI7||WP_000977788.1|tpos:1-255	LIPO(Sec/SPII)	0.000975	0.000089	0.998690	0.000246	CS pos: 24-25. TAG-CG. Pr: 0.9992
antigen_668|W8TWS4|Ribonuclease|WP_001050913.1|tpos:1-519	OTHER	0.328428	0.004027	0.063802	0.603744	
antigen_782|A0A389NBE8|Lipoprotein|WP_000825947.1|tpos:1-44	LIPO(Sec/SPII)	0.000469	0.000032	0.999405	0.000095	CS pos: 17-18. LSA-CG. Pr: 0.9995
antigen_831|A0A2I7Y9L9|Holin-like|WP_073392962.1|tpos:1-34	OTHER	0.081899	0.019619	0.057390	0.841092	
antigen_832|A0A0D1IYZ2||WP_031788442.1|tpos:1-35	OTHER	0.145116	0.007155	0.058889	0.788840	
antigen_861|A0AAE2ZSL6||WP_001814080.1|tpos:1-259	LIPO(Sec/SPII)	0.000532	0.000050	0.999224	0.000194	CS pos: 22-23. VAG-CG. Pr: 0.9997
antigen_902|A0A0D3Q4F9||WP_000778481.1|tpos:1-231	SP(Sec/SPI)	0.958060	0.003705	0.033837	0.004398	CS pos: 30-31. VNA-KV. Pr: 0.6410
antigen_928|A0A0D6HSN6|Iron-regulated|WP_001041573.1|tpos:1-652	SP(Sec/SPI)	0.975722	0.020904	0.001494	0.001880	CS pos: 40-41. AKA-AE. Pr: 0.9573
antigen_61|A0A389UAT8||WP_000079140.1|tpos:1-60	LIPO(Sec/SPII)	0.354195	0.001322	0.500730	0.143753	CS pos: 26-27. TSK-CV. Pr: 0.4079
antigen_62|A0A0D3QAT6||WP_000079140.1|tpos:1-60	LIPO(Sec/SPII)	0.354195	0.001322	0.500730	0.143753	CS pos: 26-27. TSK-CV. Pr: 0.4079
antigen_63|B1Q017||WP_000916697.1|tpos:1-315	SP(Sec/SPI)	0.981326	0.014970	0.000805	0.002899	CS pos: 29-30. AKA-AN. Pr: 0.9624
antigen_64|A0A513Q6V6||WP_000239619.1|tpos:1-65	SP(Sec/SPI)	0.891452	0.020476	0.017931	0.070141	CS pos: 34-35. AKA-ES. Pr: 0.8517
antigen_65|A0A641AAZ3||WP_000521533.1|tpos:3-302	OTHER	0.370527	0.005878	0.009184	0.614410	
antigen_777|Q8KQR2||WP_001246693.1|tpos:1-358	SP(Sec/SPI)	0.982735	0.001838	0.001376	0.014051	CS pos: 32-33. VLA-DE. Pr: 0.9673
antigen_790|A0A0C6ERT7||WP_000265043.1|tpos:1-66	LIPO(Sec/SPII)	0.390369	0.000699	0.507199	0.101733	CS pos: 15-16. LLV-CI. Pr: 0.4579
antigen_199|A0A0D1H8K9||WP_000669514.1|tpos:1-102	SP(Sec/SPI)	0.945033	0.001062	0.040005	0.013900	CS pos: 29-30. ADA-KV. Pr: 0.6717
antigen_200|A0AAE8TIW2||WP_000669514.1|tpos:1-102	SP(Sec/SPI)	0.945033	0.001062	0.040005	0.013900	CS pos: 29-30. ADA-KV. Pr: 0.6717
antigen_201|A0A2L2E3D0||WP_000669514.1|tpos:1-102	SP(Sec/SPI)	0.945033	0.001062	0.040005	0.013900	CS pos: 29-30. ADA-KV. Pr: 0.6717
antigen_202|A0A0D6WG27|Staphylococcal|WP_000669541.1|tpos:1-116	SP(Sec/SPI)	0.907634	0.001920	0.078931	0.011515	CS pos: 31-32. ADA-SS. Pr: 0.6556
antigen_203|A0A166EPD7|Staphylococcal|WP_000669541.1|tpos:1-116	SP(Sec/SPI)	0.907634	0.001920	0.078931	0.011515	CS pos: 31-32. ADA-SS. Pr: 0.6556
antigen_204|A0A6K1K184||WP_000669664.1|tpos:1-491	LIPO(Sec/SPII)	0.002882	0.000098	0.996693	0.000327	CS pos: 18-19. LSG-CG. Pr: 0.9974
antigen_648|A0AAX2JZY5||WP_001039406.1|tpos:1-1183	SP(Sec/SPI)	0.971802	0.009009	0.001232	0.017957	CS pos: 29-30. AFA-AR. Pr: 0.9226
antigen_521|A0A5C8X6J1||WP_000826658.1|tpos:1-324	LIPO(Sec/SPII)	0.001458	0.000207	0.997525	0.000810	CS pos: 17-18. ITG-CD. Pr: 0.9988
antigen_522|A0A641A794||WP_000737711.1|tpos:1-209	LIPO(Sec/SPII)	0.000387	0.000047	0.999426	0.000141	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_523|A0A0D1HKW8||WP_000737711.1|tpos:1-209	LIPO(Sec/SPII)	0.000387	0.000047	0.999426	0.000141	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_481|A0AAE2ZVL7|Immunoglobulin-binding|WP_000792567.1|tpos:1-435	SP(Sec/SPI)	0.989464	0.003750	0.005096	0.001691	CS pos: 29-30. AKA-SE. Pr: 0.9454
antigen_482|A0A181GKX6||WP_000793051.1|tpos:1-431	SP(Sec/SPI)	0.998666	0.000407	0.000617	0.000311	CS pos: 24-25. AQA-AN. Pr: 0.9569
antigen_483|A0AAJ5CSS1||WP_000793051.1|tpos:1-431	SP(Sec/SPI)	0.998666	0.000407	0.000617	0.000311	CS pos: 24-25. AQA-AN. Pr: 0.9569
antigen_529|A0A641A3T5||WP_000827736.1|tpos:1-388	SP(Sec/SPI)	0.994393	0.002104	0.002309	0.001193	CS pos: 25-26. ANA-ES. Pr: 0.9120
antigen_912|Q83TG5||WP_001093552.1|tpos:1-146	LIPO(Sec/SPII)	0.000738	0.000108	0.998910	0.000244	CS pos: 20-21. LGA-CG. Pr: 0.9994
antigen_990|A0A0D6GUP8||WP_001228158.1|tpos:1-322	OTHER	0.224571	0.004058	0.162038	0.609333	
antigen_130|A0A131K2A0||WP_000549234.1|tpos:1-374	LIPO(Sec/SPII)	0.001371	0.000073	0.998361	0.000195	CS pos: 20-21. LYS-CS. Pr: 0.9985
antigen_131|A0AAE3D6E5||WP_000549234.1|tpos:1-374	LIPO(Sec/SPII)	0.001371	0.000073	0.998361	0.000195	CS pos: 20-21. LYS-CS. Pr: 0.9985
antigen_259|A0A113XPM5||WP_000719346.1|tpos:1-289	SP(Sec/SPI)	0.696127	0.002030	0.018319	0.283524	CS pos: 31-32. RQA-QT. Pr: 0.4068
antigen_471|A0A641A4E5||WP_000791402.1|tpos:1-351	SP(Sec/SPI)	0.690723	0.000609	0.307887	0.000780	CS pos: 29-30. ANS-AN. Pr: 0.3136
antigen_621|A0AAE2ZZJ5||WP_001002795.1|tpos:1-31	LIPO(Sec/SPII)	0.027923	0.001887	0.669487	0.300704	CS pos: 15-16. ISG-CL. Pr: 0.6441
antigen_622|A0A641A4T7|Serine|WP_001039022.1|tpos:1-239	SP(Sec/SPI)	0.963993	0.008524	0.016261	0.011222	CS pos: 36-37. AKA-EK. Pr: 0.5565
antigen_623|A0A641A7D5|Iron-regulated|WP_001041573.1|tpos:126-463	OTHER	0.012711	0.001428	0.003158	0.982702	
antigen_838|A0A641ABA5||WP_001814080.1|tpos:1-257	LIPO(Sec/SPII)	0.000532	0.000050	0.999224	0.000194	CS pos: 22-23. VAG-CG. Pr: 0.9997
antigen_734|A0AAX2MJJ6||WP_001208900.1|tpos:1-495	SP(Sec/SPI)	0.991439	0.003101	0.002777	0.002683	CS pos: 32-33. AEA-SE. Pr: 0.8732
antigen_306|A0AAE8PAL3|Lipoprotein|WP_000732338.1|tpos:1-273	LIPO(Sec/SPII)	0.000536	0.000065	0.999264	0.000136	CS pos: 19-20. LAA-CG. Pr: 0.9997
antigen_307|A0A6B5KXH1|Lipoprotein|WP_000732338.1|tpos:1-273	LIPO(Sec/SPII)	0.000536	0.000065	0.999264	0.000136	CS pos: 19-20. LAA-CG. Pr: 0.9997
antigen_308|A0A162FG49|Lipoprotein|WP_000732338.1|tpos:1-273	LIPO(Sec/SPII)	0.000536	0.000065	0.999264	0.000136	CS pos: 19-20. LAA-CG. Pr: 0.9997
antigen_309|P00807|Beta-lactamase|WP_000733283.1|tpos:1-281	LIPO(Sec/SPII)	0.033339	0.000123	0.966298	0.000240	CS pos: 16-17. LSA-CN. Pr: 0.9681
antigen_310|Q1XG18|Beta-lactamase|WP_000733283.1|tpos:1-281	LIPO(Sec/SPII)	0.033339	0.000123	0.966298	0.000240	CS pos: 16-17. LSA-CN. Pr: 0.9681
antigen_311|Q2FC27|Beta-lactamase|WP_000733283.1|tpos:1-281	LIPO(Sec/SPII)	0.033339	0.000123	0.966298	0.000240	CS pos: 16-17. LSA-CN. Pr: 0.9681
antigen_374|A0A1J0J3G8||WP_000751209.1|tpos:1-297	SP(Sec/SPI)	0.997000	0.001300	0.001265	0.000434	CS pos: 24-25. AQA-YT. Pr: 0.9654
antigen_886|A0A0D3Q467|Type|WP_000728940.1|tpos:1-1009	SP(Sec/SPI)	0.475242	0.000917	0.051651	0.472191	CS pos: 32-33. KYG-DQ. Pr: 0.0925
antigen_143|A0A3A5LL43||WP_000592290.1|tpos:1-1055	SP(Sec/SPI)	0.797306	0.004700	0.024130	0.173864	CS pos: 32-33. ASA-KL. Pr: 0.3970
antigen_90|Q6GJM8|Uncharacterized|WP_000455735.1|tpos:1-272	LIPO(Sec/SPII)	0.000413	0.000056	0.999261	0.000271	CS pos: 22-23. IGG-CG. Pr: 0.9998
antigen_91|A0AAE3D3N5||WP_000875613.1|tpos:1-143	SP(Sec/SPI)	0.915263	0.002212	0.057889	0.024635	CS pos: 35-36. SHA-AV. Pr: 0.7294
antigen_92|W8U332||WP_000875613.1|tpos:1-143	SP(Sec/SPI)	0.915263	0.002212	0.057889	0.024635	CS pos: 35-36. SHA-AV. Pr: 0.7294
antigen_120|A0A6B2IZR7||WP_000669664.1|tpos:160-481	OTHER	0.045500	0.000373	0.001191	0.952937	
antigen_548|A0A390ZLD1||WP_000794580.1|tpos:1-965	SP(Sec/SPI)	0.905243	0.007991	0.067783	0.018983	CS pos: 37-38. AAA-SE. Pr: 0.7646
antigen_144|A0AAX2JYZ4||WP_000592290.1|tpos:1-1055	SP(Sec/SPI)	0.797306	0.004700	0.024130	0.173864	CS pos: 32-33. ASA-KL. Pr: 0.3970
antigen_145|A0AAE2ZUJ5||WP_000594517.1|tpos:1-309	SP(Sec/SPI)	0.937213	0.014534	0.003492	0.044761	CS pos: 29-30. SKA-EN. Pr: 0.8418
antigen_536|A0AAJ5CTI4||WP_000835979.1|tpos:1-264	LIPO(Sec/SPII)	0.001329	0.000041	0.998479	0.000150	CS pos: 22-23. VTS-CD. Pr: 0.9989
antigen_537|A0AAE2ZWJ3||WP_000837114.1|tpos:1-322	LIPO(Sec/SPII)	0.000791	0.000114	0.998701	0.000394	CS pos: 17-18. LSA-CT. Pr: 0.9996
antigen_627|Q99WS0||WP_001033875.1|tpos:1-296	SP(Sec/SPI)	0.955558	0.021208	0.015906	0.007328	CS pos: 31-32. AFA-KS. Pr: 0.6720
antigen_524|A0A391A4W5||WP_000737711.1|tpos:1-209	LIPO(Sec/SPII)	0.000387	0.000047	0.999426	0.000141	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_525|A0AAE8P9H8||WP_000737711.1|tpos:1-209	LIPO(Sec/SPII)	0.000387	0.000047	0.999426	0.000141	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_526|A0AAJ4YZF6||WP_000827736.1|tpos:1-388	SP(Sec/SPI)	0.994393	0.002104	0.002309	0.001193	CS pos: 25-26. ANA-ES. Pr: 0.9120
antigen_754|A0A1M3SHT7||WP_001227718.1|tpos:1-681	SP(Sec/SPI)	0.626278	0.029869	0.043036	0.300817	CS pos: 40-41. GEA-LQ. Pr: 0.3525
antigen_176|A0AAE8TKC7||WP_000645753.1|tpos:1-772	SP(Sec/SPI)	0.983890	0.002750	0.010118	0.003242	CS pos: 27-28. SSA-AE. Pr: 0.6287
antigen_23|A0A131HYC7||WP_000089284.1|tpos:1-267	SP(Sec/SPI)	0.700353	0.010385	0.002925	0.286336	CS pos: 33-34. AWS-SL. Pr: 0.3861
antigen_24|A0A2W3XW02||WP_000110603.1|tpos:1-232	OTHER	0.351133	0.001289	0.216154	0.431424	
antigen_25|X5DST2||WP_000110603.1|tpos:1-232	OTHER	0.351133	0.001289	0.216154	0.431424	
antigen_26|A0A162H7Z8||WP_000111116.1|tpos:1-56	OTHER	0.386038	0.013470	0.031036	0.569456	
antigen_27|A0A3A3AKD2||WP_000111116.1|tpos:1-56	OTHER	0.386038	0.013470	0.031036	0.569456	
antigen_28|X5DWZ3||WP_000111116.1|tpos:1-56	OTHER	0.386038	0.013470	0.031036	0.569456	
antigen_384|A0AAE8PB46||WP_000752015.1|tpos:1-231	SP(Sec/SPI)	0.978110	0.003969	0.015816	0.002105	CS pos: 27-28. AQA-SE. Pr: 0.8676
antigen_162|A0AAX2JYJ2||WP_000610336.1|tpos:1-1137	SP(Sec/SPI)	0.819879	0.062746	0.003456	0.113918	CS pos: 52-53. AKA-AE. Pr: 0.8447
antigen_163|A0A9P2YY90||WP_000610336.1|tpos:1-1137	SP(Sec/SPI)	0.819879	0.062746	0.003456	0.113918	CS pos: 52-53. AKA-AE. Pr: 0.8447
antigen_712|A0A0D6WBT7||WP_001106663.1|tpos:1-189	SP(Sec/SPI)	0.930578	0.007451	0.020985	0.040986	CS pos: 27-28. TIA-DN. Pr: 0.8461
antigen_348|A0A2U0IR43|FPRL1|WP_029265411.1|tpos:10-135	SP(Sec/SPI)	0.823542	0.004658	0.013062	0.158737	CS pos: 27-28. AKA-FF. Pr: 0.7288
