# SignalP-5.0	Organism: gram+	Timestamp: 20260324085610
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
antigen_405|A0AAE2ZYQ6||WP_000764690.1|tpos:1-256	LIPO(Sec/SPII)	0.348695	0.001295	0.496178	0.153833	CS pos: 13-14. VKS-CS. Pr: 0.3004
antigen_169|A0A0D1GAM5|Probable|WP_000625899.1|tpos:1-338	LIPO(Sec/SPII)	0.012833	0.002319	0.974579	0.010268	CS pos: 24-25. FLG-CT. Pr: 0.9739
antigen_382|A0AAJ4YYP0||WP_000751697.1|tpos:1-317	LIPO(Sec/SPII)	0.000742	0.000067	0.998951	0.000240	CS pos: 18-19. VAG-CS. Pr: 0.9993
antigen_654|A0A3A5LJL8|Iron-regulated|WP_001032763.1|tpos:320-658	OTHER	0.008040	0.001506	0.000986	0.989468	
antigen_755|A0AAX2MJ33||WP_001227728.1|tpos:1-681	SP(Sec/SPI)	0.573742	0.028485	0.075145	0.322629	CS pos: 38-39. MQG-ES. Pr: 0.2044
antigen_46|A0A641AA31||WP_000197013.1|tpos:1-551	LIPO(Sec/SPII)	0.000807	0.000113	0.998667	0.000412	CS pos: 20-21. LSG-CA. Pr: 0.9996
antigen_277|B0I1V8||WP_075583734.1|tpos:4-90	SP(Sec/SPI)	0.927370	0.011954	0.022984	0.037693	CS pos: 17-18. AYA-ST. Pr: 0.5325
antigen_278|A0A391A4D9|Chemotaxis|WP_000727649.1|tpos:1-149	SP(Sec/SPI)	0.985782	0.002222	0.010792	0.001203	CS pos: 28-29. AKA-FT. Pr: 0.9512
antigen_279|A0A068A6G0|Chemotaxis|WP_000727649.1|tpos:1-149	SP(Sec/SPI)	0.985782	0.002222	0.010792	0.001203	CS pos: 28-29. AKA-FT. Pr: 0.9512
antigen_280|A0A1K8I4B4||WP_000727760.1|tpos:1-516	LIPO(Sec/SPII)	0.000620	0.000068	0.999149	0.000162	CS pos: 20-21. LAA-CG. Pr: 0.9997
antigen_677|A0A390AFP1||WP_000702717.1|tpos:1-341	SP(Sec/SPI)	0.985713	0.006494	0.005766	0.002026	CS pos: 30-31. ANA-EV. Pr: 0.8187
antigen_759|A0A659I881||WP_001228168.1|tpos:1-322	OTHER	0.224571	0.004058	0.162038	0.609333	
antigen_883|B2NJ60||WP_000744058.1|tpos:1-656	SP(Sec/SPI)	0.978444	0.002075	0.002086	0.017395	CS pos: 26-27. ADA-IV. Pr: 0.9123
antigen_961|A0A6B5S7D5|Chemotaxis|WP_000727649.1|tpos:1-149	SP(Sec/SPI)	0.985782	0.002222	0.010792	0.001203	CS pos: 28-29. AKA-FT. Pr: 0.9512
antigen_996|A0AAN1H0Q7|Neutral|WP_001225042.1|tpos:12-509	SP(Sec/SPI)	0.573038	0.012365	0.074189	0.340407	CS pos: 16-17. ALA-SD. Pr: 0.4722
antigen_90|Q6GJM8|Uncharacterized|WP_025174571.1|tpos:1-267	LIPO(Sec/SPII)	0.000513	0.000056	0.999172	0.000259	CS pos: 22-23. IGG-CG. Pr: 0.9997
antigen_4|W8TMQ6|Probable|WP_000032836.1|tpos:1-366	LIPO(Sec/SPII)	0.000508	0.000057	0.998769	0.000666	CS pos: 19-20. LSG-CS. Pr: 0.9995
antigen_848|A0AAX2MJ47||WP_014667744.1|tpos:1-63	OTHER	0.016218	0.000275	0.079713	0.903794	
antigen_849|A0A2L2F4N6||WP_001205664.1|tpos:5-261	LIPO(Sec/SPII)	0.000429	0.000049	0.999368	0.000155	CS pos: 18-19. IIG-CN. Pr: 0.9998
antigen_896|A0A0D6GBK0||WP_000782836.1|tpos:1-233	SP(Sec/SPI)	0.990023	0.001852	0.005863	0.002263	CS pos: 30-31. VHA-EN. Pr: 0.9711
antigen_38|A0A0D1HWZ3||WP_000162810.1|tpos:1-199	LIPO(Sec/SPII)	0.001431	0.000084	0.998306	0.000179	CS pos: 18-19. LTA-CG. Pr: 0.9989
antigen_39|A0AAJ4YVQ1||WP_000222252.1|tpos:1-808	SP(Sec/SPI)	0.602413	0.008508	0.061886	0.327193	CS pos: 40-41. AVA-DT. Pr: 0.2855
antigen_674|A0A9P3DMY9||WP_001056238.1|tpos:1-937	SP(Sec/SPI)	0.954974	0.010739	0.028823	0.005465	CS pos: 39-40. ADA-SE. Pr: 0.8949
antigen_675|A0AAX2JXW1||WP_001056238.1|tpos:1-937	SP(Sec/SPI)	0.954974	0.010739	0.028823	0.005465	CS pos: 39-40. ADA-SE. Pr: 0.8949
antigen_843|A0AAE3D5M3||WP_010956599.1|tpos:1-35	OTHER	0.089105	0.008267	0.031270	0.871358	
antigen_431|A0A166NT33||WP_000773992.1|tpos:1-57	OTHER	0.159795	0.000809	0.072403	0.766993	
antigen_432|W8U713||WP_000773992.1|tpos:1-57	OTHER	0.159795	0.000809	0.072403	0.766993	
antigen_433|A0AAE8TIP2||WP_000773992.1|tpos:1-57	OTHER	0.159795	0.000809	0.072403	0.766993	
antigen_434|A0A641A9M4||WP_000778498.1|tpos:1-227	SP(Sec/SPI)	0.975318	0.005250	0.009116	0.010315	CS pos: 25-26. TEA-YS. Pr: 0.4691
antigen_435|Q9ZFS4||WP_000778501.1|tpos:1-232	SP(Sec/SPI)	0.976172	0.007224	0.011683	0.004921	CS pos: 30-31. VHA-KV. Pr: 0.7295
antigen_436|A0AAE8PBN0||WP_000778498.1|tpos:1-227	SP(Sec/SPI)	0.975318	0.005250	0.009116	0.010315	CS pos: 25-26. TEA-YS. Pr: 0.4691
antigen_452|A0AAE2ZU14||WP_000782836.1|tpos:1-233	SP(Sec/SPI)	0.990023	0.001852	0.005863	0.002263	CS pos: 30-31. VHA-EN. Pr: 0.9711
antigen_615|A0A5N5IQ84||WP_000977793.1|tpos:1-256	LIPO(Sec/SPII)	0.001082	0.000083	0.998603	0.000232	CS pos: 24-25. TAG-CG. Pr: 0.9991
antigen_768|A0A641A7M4||WP_001237522.1|tpos:1-447	SP(Sec/SPI)	0.439518	0.000742	0.163980	0.395760	CS pos: 29-30. SLA-LP. Pr: 0.2810
antigen_937|A0A2I7YBL5||WP_000432068.1|tpos:23-518	SP(Sec/SPI)	0.846276	0.005028	0.034606	0.114091	CS pos: 21-22. AGA-YS. Pr: 0.3698
antigen_367|A0AAJ4YW98||WP_000749381.1|tpos:1-279	SP(Sec/SPI)	0.997259	0.000708	0.001120	0.000913	CS pos: 24-25. AHA-QQ. Pr: 0.9787
antigen_612|A0A390B4P9||WP_000977793.1|tpos:1-256	LIPO(Sec/SPII)	0.001082	0.000083	0.998603	0.000232	CS pos: 24-25. TAG-CG. Pr: 0.9991
antigen_762|A0A389UFR6||WP_001229093.1|tpos:1-532	LIPO(Sec/SPII)	0.000447	0.000088	0.999166	0.000299	CS pos: 20-21. LTG-CG. Pr: 0.9998
antigen_986|Q2FVC5|Uncharacterized|WP_000972273.1|tpos:1-261	SP(Sec/SPI)	0.668522	0.001487	0.080654	0.249337	CS pos: 33-34. SRS-AQ. Pr: 0.3351
antigen_987|Q2G2B2|Surface|WP_075583711.1|tpos:5-54	SP(Sec/SPI)	0.984142	0.007714	0.007281	0.000863	CS pos: 30-31. AQA-AE. Pr: 0.9730
antigen_507|A0A391DHU9||WP_000824488.1|tpos:1-173	SP(Sec/SPI)	0.992204	0.001628	0.002439	0.003729	CS pos: 26-27. ANA-LV. Pr: 0.9336
antigen_508|A0AAE8TIR2||WP_000824488.1|tpos:1-173	SP(Sec/SPI)	0.992204	0.001628	0.002439	0.003729	CS pos: 26-27. ANA-LV. Pr: 0.9336
antigen_551|A0A2U0ITW0|triacylglycerol|WP_075583711.1|tpos:1-680	SP(Sec/SPI)	0.983985	0.005100	0.010084	0.000831	CS pos: 34-35. AQA-AE. Pr: 0.9716
antigen_552|W8UB74||WP_000842277.1|tpos:1-163	SP(Sec/SPI)	0.879749	0.014507	0.003793	0.101951	CS pos: 32-33. VKA-AP. Pr: 0.8741
antigen_657|A0A3M9GHA5|Probable|WP_001041672.1|tpos:1-372	SP(Sec/SPI)	0.994665	0.003738	0.000806	0.000790	CS pos: 38-39. AYA-DE. Pr: 0.9957
antigen_658|A0AAE8PC88|Probable|WP_001041672.1|tpos:1-372	SP(Sec/SPI)	0.994665	0.003738	0.000806	0.000790	CS pos: 38-39. AYA-DE. Pr: 0.9957
antigen_659|Q9LAB5|Immunodominant|WP_001077099.1|tpos:1-175	SP(Sec/SPI)	0.946639	0.030937	0.015789	0.006635	CS pos: 36-37. TQA-AT. Pr: 0.7398
antigen_660|O87491||WP_001045111.1|tpos:1-330	LIPO(Sec/SPII)	0.000361	0.000102	0.999306	0.000231	CS pos: 20-21. LAG-CS. Pr: 0.9999
antigen_865|A0A641A5U9||WP_012840523.1|tpos:1-151	LIPO(Sec/SPII)	0.001232	0.000159	0.996205	0.002403	CS pos: 15-16. LSS-CG. Pr: 0.9974
antigen_866|A0AAE2ZV88|triacylglycerol|WP_075583711.1|tpos:1-680	SP(Sec/SPI)	0.983985	0.005100	0.010084	0.000831	CS pos: 34-35. AQA-AE. Pr: 0.9716
antigen_448|Q70MK4||WP_000782742.1|tpos:1-260	LIPO(Sec/SPII)	0.000280	0.000041	0.999548	0.000132	CS pos: 19-20. LAG-CS. Pr: 1.0000
antigen_449|A0A166PFD1||WP_000782742.1|tpos:1-260	LIPO(Sec/SPII)	0.000280	0.000041	0.999548	0.000132	CS pos: 19-20. LAG-CS. Pr: 1.0000
antigen_450|A0AAE8P9U8||WP_000782742.1|tpos:1-260	LIPO(Sec/SPII)	0.000280	0.000041	0.999548	0.000132	CS pos: 19-20. LAG-CS. Pr: 1.0000
antigen_451|A0A162GR70||WP_000782836.1|tpos:1-233	SP(Sec/SPI)	0.990023	0.001852	0.005863	0.002263	CS pos: 30-31. VHA-EN. Pr: 0.9711
antigen_624|Q99TD3|Iron-regulated|WP_001032763.1|tpos:1-895	SP(Sec/SPI)	0.990402	0.008094	0.000828	0.000675	CS pos: 40-41. AQA-AE. Pr: 0.9895
antigen_502|A0AAE8PD09||WP_000821657.1|tpos:1-239	SP(Sec/SPI)	0.975241	0.000720	0.010489	0.013549	CS pos: 22-23. ATA-DV. Pr: 0.9117
antigen_503|A0A389VJ56||WP_000821657.1|tpos:1-239	SP(Sec/SPI)	0.975241	0.000720	0.010489	0.013549	CS pos: 22-23. ATA-DV. Pr: 0.9117
antigen_504|A0A2C9TL89||WP_000822171.1|tpos:1-124	LIPO(Sec/SPII)	0.000304	0.000049	0.999449	0.000197	CS pos: 17-18. LAG-CS. Pr: 1.0000
antigen_505|A0AAE8PAW7||WP_000822171.1|tpos:1-124	LIPO(Sec/SPII)	0.000304	0.000049	0.999449	0.000197	CS pos: 17-18. LAG-CS. Pr: 1.0000
antigen_506|A0A641A5V3||WP_000824488.1|tpos:1-173	SP(Sec/SPI)	0.992204	0.001628	0.002439	0.003729	CS pos: 26-27. ANA-LV. Pr: 0.9336
antigen_845|H9BRQ6||WP_014373780.1|tpos:1-21	OTHER	0.181418	0.021005	0.101509	0.696068	
antigen_846|H9BRQ5||WP_014373781.1|tpos:1-21	OTHER	0.179334	0.019163	0.091004	0.710500	
antigen_910|Q8VQS9||WP_000737653.1|tpos:1-309	LIPO(Sec/SPII)	0.000794	0.000059	0.999024	0.000124	CS pos: 17-18. VAA-CG. Pr: 0.9988
antigen_911|A0A1S6D4V8||WP_000793061.1|tpos:1-431	SP(Sec/SPI)	0.998666	0.000407	0.000617	0.000311	CS pos: 24-25. AQA-AN. Pr: 0.9569
antigen_951|A0A0E7RZY7|Serine|WP_000676573.1|tpos:104-279	OTHER	0.022763	0.001422	0.004397	0.971417	
antigen_234|A0AAE2ZTI9|Staphylococcal|WP_000694543.1|tpos:1-116	SP(Sec/SPI)	0.971924	0.001480	0.022527	0.004069	CS pos: 31-32. AEA-SS. Pr: 0.8686
antigen_235|A0A4T9YI84|Staphylococcal|WP_000702263.1|tpos:1-116	SP(Sec/SPI)	0.966405	0.009268	0.009014	0.015313	CS pos: 31-32. AQA-ST. Pr: 0.8237
antigen_236|A0A0H2DUF0|Staphylococcal|WP_000702263.1|tpos:1-116	SP(Sec/SPI)	0.966405	0.009268	0.009014	0.015313	CS pos: 31-32. AQA-ST. Pr: 0.8237
antigen_237|A0A166JT38||WP_000702717.1|tpos:1-343	SP(Sec/SPI)	0.985713	0.006494	0.005766	0.002026	CS pos: 30-31. ANA-EV. Pr: 0.8187
antigen_238|A0AAE2ZX53||WP_000702717.1|tpos:1-343	SP(Sec/SPI)	0.985713	0.006494	0.005766	0.002026	CS pos: 30-31. ANA-EV. Pr: 0.8187
antigen_239|A0AAE2ZW53||WP_000702720.1|tpos:1-234	SP(Sec/SPI)	0.995824	0.001203	0.002575	0.000398	CS pos: 30-31. VNA-SE. Pr: 0.9439
antigen_474|P0C6P2|Fibrinogen-binding|WP_000739208.1|tpos:54-109	OTHER	0.010859	0.007368	0.004302	0.977470	
antigen_614|A0AAE2ZZ67||WP_000977793.1|tpos:1-256	LIPO(Sec/SPII)	0.001082	0.000083	0.998603	0.000232	CS pos: 24-25. TAG-CG. Pr: 0.9991
antigen_884|A0A2C9TV59|Glycyl-glycine|WP_000736787.1|tpos:1-315	SP(Sec/SPI)	0.997962	0.001237	0.000539	0.000262	CS pos: 25-26. ADA-AE. Pr: 0.9703
antigen_992|A0A133QA85||WP_075583722.1|tpos:1-55	OTHER	0.254961	0.000860	0.061800	0.682379	
antigen_681|A0A131K5I5||WP_001060140.1|tpos:1-444	SP(Sec/SPI)	0.534722	0.001371	0.014319	0.449587	CS pos: 36-37. ANV-DN. Pr: 0.1601
antigen_765|Q6YCN3||WP_001236362.1|tpos:1-251	SP(Sec/SPI)	0.988593	0.000317	0.002995	0.008095	CS pos: 24-25. VNA-EV. Pr: 0.9722
antigen_890|A0A2G4VM73||WP_000683715.1|tpos:11-570	SP(Sec/SPI)	0.619710	0.013055	0.046230	0.321005	CS pos: 20-21. AAA-QQ. Pr: 0.4858
antigen_966|Q7DIE8|Delta-hemolysin|WP_000046022.1|tpos:1-26	OTHER	0.095780	0.008857	0.032947	0.862416	
antigen_967|A0AAW4Y4U5||WP_001048246.1|tpos:1-2438	SP(Sec/SPI)	0.962206	0.033752	0.001432	0.002610	CS pos: 38-39. ASA-AE. Pr: 0.9114
antigen_941|A0A0D6HLH7||WP_001805732.1|tpos:1-301	LIPO(Sec/SPII)	0.000895	0.000042	0.998907	0.000157	CS pos: 17-18. LSG-CS. Pr: 0.9993
antigen_354|C4B852||WP_000744058.1|tpos:1-656	SP(Sec/SPI)	0.978444	0.002075	0.002086	0.017395	CS pos: 26-27. ADA-IV. Pr: 0.9123
antigen_355|C4B818||WP_000744058.1|tpos:1-656	SP(Sec/SPI)	0.978444	0.002075	0.002086	0.017395	CS pos: 26-27. ADA-IV. Pr: 0.9123
antigen_605|A0A2W2YHU2||WP_014667744.1|tpos:1-63	OTHER	0.016218	0.000275	0.079713	0.903794	
antigen_606|A0A0C2LBT4||WP_014667744.1|tpos:1-63	OTHER	0.016218	0.000275	0.079713	0.903794	
antigen_607|A0AAE2ZYH5||WP_000972273.1|tpos:1-261	SP(Sec/SPI)	0.668522	0.001487	0.080654	0.249337	CS pos: 33-34. SRS-AQ. Pr: 0.3351
antigen_880|A0A2C9TSC4||WP_000725582.1|tpos:1-514	SP(Sec/SPI)	0.984004	0.005240	0.002917	0.007840	CS pos: 27-28. SLA-IT. Pr: 0.8428
antigen_881|A0A2C9TVL9||WP_000826671.1|tpos:1-324	LIPO(Sec/SPII)	0.000636	0.000175	0.998548	0.000642	CS pos: 17-18. ITG-CD. Pr: 0.9996
antigen_419|A0A0D1IQA4||WP_000769692.1|tpos:1-144	SP(Sec/SPI)	0.980137	0.002502	0.016076	0.001285	CS pos: 30-31. VSA-AE. Pr: 0.7460
antigen_836|A0A2U0ITS3|Glycosyl-4,4'-diaponeurosporenoate|WP_078064694.1|tpos:1-162	OTHER	0.229254	0.001885	0.084545	0.684316	
antigen_900|A0A0D6GBP6||WP_000769157.1|tpos:1-227	SP(Sec/SPI)	0.989377	0.006339	0.002822	0.001462	CS pos: 30-31. VKA-ST. Pr: 0.8579
antigen_901|Q9RN32||WP_000769824.1|tpos:1-231	SP(Sec/SPI)	0.987025	0.003123	0.006653	0.003199	CS pos: 30-31. VKA-AE. Pr: 0.8550
antigen_947|A0A0D6HDR3||WP_000669029.1|tpos:1-208	LIPO(Sec/SPII)	0.000400	0.000049	0.999409	0.000143	CS pos: 18-19. LTA-CG. Pr: 0.9998
antigen_974|Q9EYL5||WP_000162810.1|tpos:1-199	LIPO(Sec/SPII)	0.001431	0.000084	0.998306	0.000179	CS pos: 18-19. LTA-CG. Pr: 0.9989
antigen_99|Q6GA99|Heme|WP_000467123.1|tpos:1-303	SP(Sec/SPI)	0.833133	0.017571	0.045928	0.103367	CS pos: 34-35. GSA-DG. Pr: 0.3680
antigen_100|W8TW02|ComG|WP_000472256.1|tpos:1-103	OTHER	0.259280	0.002582	0.008511	0.729628	
antigen_850|A0A641A666|Sensor|WP_075583655.1|tpos:1-553	SP(Sec/SPI)	0.594169	0.004119	0.009753	0.391958	CS pos: 28-29. IHA-SI. Pr: 0.3558
antigen_52|A0A641A8R9||WP_000208572.1|tpos:1-498	SP(Sec/SPI)	0.461930	0.001668	0.089464	0.446938	CS pos: 33-34. TKT-RL. Pr: 0.0532
antigen_895|A0A0D6GBL1||WP_000669003.1|tpos:1-226	SP(Sec/SPI)	0.986286	0.008919	0.003831	0.000964	CS pos: 30-31. VQA-KA. Pr: 0.5014
antigen_939|Q2FYJ6|Extracellular|WP_001050580.1|tpos:815-1501	OTHER	0.019187	0.006260	0.003454	0.971098	
antigen_214|A0A391DGG2|Serine|WP_000676573.1|tpos:1-354	SP(Sec/SPI)	0.968085	0.027093	0.003929	0.000893	CS pos: 29-30. ANA-LS. Pr: 0.6972
antigen_215|Q6GI34|Glutamyl|WP_000676573.1|tpos:1-354	SP(Sec/SPI)	0.968085	0.027093	0.003929	0.000893	CS pos: 29-30. ANA-LS. Pr: 0.6972
antigen_216|A0AAE2ZZ37|Serine|WP_000676573.1|tpos:1-354	SP(Sec/SPI)	0.968085	0.027093	0.003929	0.000893	CS pos: 29-30. ANA-LS. Pr: 0.6972
antigen_368|W8UA89|Multifunctional|WP_000749795.1|tpos:1-759	SP(Sec/SPI)	0.427618	0.001660	0.373685	0.197037	CS pos: 22-23. GMA-AT. Pr: 0.1458
antigen_835|A0AAE2ZZC2||WP_001805732.1|tpos:1-302	LIPO(Sec/SPII)	0.000895	0.000042	0.998907	0.000157	CS pos: 17-18. LSG-CS. Pr: 0.9993
antigen_906|A0A2C9TYK2||WP_001670268.1|tpos:1-265	LIPO(Sec/SPII)	0.009067	0.000355	0.990095	0.000483	CS pos: 22-23. IIG-CD. Pr: 0.9910
antigen_944|Q2FXH4|LPXTG-anchored|WP_001050580.1|tpos:1-2189	SP(Sec/SPI)	0.992938	0.003360	0.000795	0.002906	CS pos: 37-38. AQA-LT. Pr: 0.9714
antigen_538|A0A0G3D1I8||WP_000837100.1|tpos:1-322	LIPO(Sec/SPII)	0.001220	0.000118	0.998238	0.000423	CS pos: 17-18. LSA-CA. Pr: 0.9990
antigen_536|A0AAJ5CTI4||WP_001670268.1|tpos:1-265	LIPO(Sec/SPII)	0.009067	0.000355	0.990095	0.000483	CS pos: 22-23. IIG-CD. Pr: 0.9910
antigen_537|A0AAE2ZWJ3||WP_000837100.1|tpos:1-322	LIPO(Sec/SPII)	0.001220	0.000118	0.998238	0.000423	CS pos: 17-18. LSA-CA. Pr: 0.9990
antigen_563|A0A0D6GUE2|4,4'-diaponeurosporenoate|WP_000871736.1|tpos:1-375	LIPO(Sec/SPII)	0.019820	0.003109	0.939713	0.037358	CS pos: 17-18. SMA-CG. Pr: 0.9422
antigen_564|A0AAE2ZW93|4,4'-diaponeurosporenoate|WP_000871736.1|tpos:1-375	LIPO(Sec/SPII)	0.019820	0.003109	0.939713	0.037358	CS pos: 17-18. SMA-CG. Pr: 0.9422
antigen_625|A0A6B3INW0||WP_000821657.1|tpos:6-235	OTHER	0.063444	0.000613	0.007932	0.928012	
antigen_666|Q7WS91||WP_001050580.1|tpos:1-2189	SP(Sec/SPI)	0.992938	0.003360	0.000795	0.002906	CS pos: 37-38. AQA-LT. Pr: 0.9714
antigen_297|A0A169E8V2||WP_000731644.1|tpos:1-265	SP(Sec/SPI)	0.982953	0.004467	0.002627	0.009953	CS pos: 25-26. AQA-ST. Pr: 0.9495
antigen_298|W8USR6||WP_000731644.1|tpos:1-265	SP(Sec/SPI)	0.982953	0.004467	0.002627	0.009953	CS pos: 25-26. AQA-ST. Pr: 0.9495
antigen_299|A0A2S6DP54||WP_000731972.1|tpos:1-33	OTHER	0.370109	0.005737	0.095273	0.528881	
antigen_300|A0A2U0ITP4||WP_000731972.1|tpos:1-33	OTHER	0.370109	0.005737	0.095273	0.528881	
antigen_915|Q2G015|Clumping|WP_001056238.1|tpos:1-937	SP(Sec/SPI)	0.954974	0.010739	0.028823	0.005465	CS pos: 39-40. ADA-SE. Pr: 0.8949
antigen_120|A0A6B2IZR7||WP_000517164.1|tpos:1-571	LIPO(Sec/SPII)	0.000500	0.000099	0.999139	0.000262	CS pos: 20-21. LSA-CG. Pr: 0.9997
antigen_121|A0A391DGH4||WP_000517164.1|tpos:1-571	LIPO(Sec/SPII)	0.000500	0.000099	0.999139	0.000262	CS pos: 20-21. LSA-CG. Pr: 0.9997
antigen_129|A0A641A9B4||WP_000549236.1|tpos:1-374	LIPO(Sec/SPII)	0.001276	0.000074	0.998447	0.000203	CS pos: 20-21. LYS-CS. Pr: 0.9986
antigen_155|A0A2U0IPK5||WP_000977793.1|tpos:1-256	LIPO(Sec/SPII)	0.001082	0.000083	0.998603	0.000232	CS pos: 24-25. TAG-CG. Pr: 0.9991
antigen_634|O54462||WP_000669003.1|tpos:113-205	OTHER	0.006164	0.000171	0.001293	0.992372	
antigen_761|A0A641A8N9||WP_001229093.1|tpos:1-532	LIPO(Sec/SPII)	0.000447	0.000088	0.999166	0.000299	CS pos: 20-21. LTG-CG. Pr: 0.9998
antigen_960|A0A2C9TU38||WP_000669724.1|tpos:1-580	SP(Sec/SPI)	0.883651	0.004150	0.108088	0.004111	CS pos: 30-31. ASA-AA. Pr: 0.5769
antigen_181|X5E0B5||WP_000649910.1|tpos:1-485	SP(Sec/SPI)	0.995819	0.001914	0.001537	0.000730	CS pos: 28-29. AHA-EQ. Pr: 0.9908
antigen_414|A0A3A5M257||WP_000769157.1|tpos:1-227	SP(Sec/SPI)	0.989377	0.006339	0.002822	0.001462	CS pos: 30-31. VKA-ST. Pr: 0.8579
antigen_415|A0A9P3DMJ7|Protein|WP_000769423.1|tpos:1-391	SP(Sec/SPI)	0.457578	0.006872	0.114889	0.420661	CS pos: 33-34. VNE-KT. Pr: 0.0498
antigen_255|A0A518QF20||WP_000717388.1|tpos:1-269	SP(Sec/SPI)	0.998381	0.000739	0.000657	0.000222	CS pos: 27-28. AHA-SE. Pr: 0.9903
antigen_256|A0A2S6D3A1||WP_000717388.1|tpos:1-269	SP(Sec/SPI)	0.998381	0.000739	0.000657	0.000222	CS pos: 27-28. AHA-SE. Pr: 0.9903
antigen_257|Q6GED5|Staphylococcal|WP_000717388.1|tpos:1-269	SP(Sec/SPI)	0.998381	0.000739	0.000657	0.000222	CS pos: 27-28. AHA-SE. Pr: 0.9903
antigen_258|A0A2Y1M5T3||WP_000719329.1|tpos:1-289	SP(Sec/SPI)	0.717020	0.001863	0.032482	0.248635	CS pos: 31-32. RQA-QT. Pr: 0.3992
antigen_259|A0A113XPM5||WP_000719329.1|tpos:1-289	SP(Sec/SPI)	0.717020	0.001863	0.032482	0.248635	CS pos: 31-32. RQA-QT. Pr: 0.3992
antigen_260|A0A0D6GGQ7||WP_000720814.1|tpos:1-591	LIPO(Sec/SPII)	0.000616	0.000057	0.999159	0.000168	CS pos: 18-19. LSG-CG. Pr: 0.9997
