# SignalP-5.0	Organism: gram+	Timestamp: 20260324090103
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
antigen_970|Q9RQG6||YP_500990.1|tpos:1-1055	SP(Sec/SPI)	0.802545	0.004497	0.022605	0.170353	CS pos: 32-33. ASA-KL. Pr: 0.4027
antigen_971|A0A0D6H3T6||YP_501011.1|tpos:1-260	LIPO(Sec/SPII)	0.000270	0.000040	0.999568	0.000122	CS pos: 19-20. LAG-CS. Pr: 1.0000
antigen_972|A0A0D6H001||YP_501112.1|tpos:1-209	LIPO(Sec/SPII)	0.000394	0.000051	0.999411	0.000144	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_644|A0A0Z0X9F2|Serine|YP_500437.1|tpos:1-238	SP(Sec/SPI)	0.930491	0.005732	0.026139	0.037639	CS pos: 36-37. AKA-EH. Pr: 0.6736
antigen_992|A0A133QA85||YP_501324.1|tpos:1-55	OTHER	0.197730	0.001333	0.077303	0.723633	
antigen_993|A0A0D3QB03||YP_501408.1|tpos:1-66	OTHER	0.257112	0.001775	0.196041	0.545072	
antigen_994|H6UH57||YP_501410.1|tpos:1-474	SP(Sec/SPI)	0.991774	0.003916	0.002577	0.001733	CS pos: 30-31. AIA-QS. Pr: 0.8454
antigen_995|Q2FUY2|Clumping|YP_501414.1|tpos:1-877	SP(Sec/SPI)	0.899149	0.068120	0.003061	0.029670	CS pos: 44-45. AQA-SE. Pr: 0.9420
antigen_581|A0AAE8P9W0||YP_501171.1|tpos:1-315	SP(Sec/SPI)	0.979314	0.014863	0.000865	0.004959	CS pos: 29-30. AKA-AN. Pr: 0.9608
antigen_233|A0A0D6HEZ2|Leader|YP_500448.1|tpos:1-457	SP(Sec/SPI)	0.997615	0.000491	0.001085	0.000809	CS pos: 27-28. ASA-SE. Pr: 0.9602
antigen_234|A0AAE2ZTI9|Staphylococcal|YP_499659.1|tpos:1-116	SP(Sec/SPI)	0.922255	0.002250	0.046518	0.028977	CS pos: 31-32. ADA-SS. Pr: 0.6778
antigen_235|A0A4T9YI84|Staphylococcal|YP_500655.1|tpos:1-116	SP(Sec/SPI)	0.966405	0.009268	0.009014	0.015313	CS pos: 31-32. AQA-ST. Pr: 0.8237
antigen_739|A0A641A761||YP_500900.1|tpos:1-327	LIPO(Sec/SPII)	0.000692	0.000148	0.998858	0.000301	CS pos: 21-22. VAA-CG. Pr: 0.9994
antigen_740|A0AAE8PAM7|High-affinity|YP_499630.1|tpos:2-282	OTHER	0.062411	0.004378	0.050173	0.883038	
antigen_741|W8U4R2|High-affinity|YP_499630.1|tpos:2-282	OTHER	0.062411	0.004378	0.050173	0.883038	
antigen_742|Q6GHV3|High-affinity|YP_499630.1|tpos:2-282	OTHER	0.062411	0.004378	0.050173	0.883038	
antigen_428|A0AAE8PBR8||YP_498979.1|tpos:1-231	SP(Sec/SPI)	0.985190	0.002363	0.008670	0.003777	CS pos: 30-31. VQA-KE. Pr: 0.8054
antigen_429|Q9ZFS5||YP_498979.1|tpos:1-231	SP(Sec/SPI)	0.985190	0.002363	0.008670	0.003777	CS pos: 30-31. VQA-KE. Pr: 0.8054
antigen_430|A0A641A9C5||YP_498979.1|tpos:1-231	SP(Sec/SPI)	0.985190	0.002363	0.008670	0.003777	CS pos: 30-31. VQA-KE. Pr: 0.8054
antigen_548|A0A390ZLD1||YP_501261.1|tpos:1-917	OTHER	0.063431	0.011240	0.018570	0.906759	
antigen_549|Q6GDD3|Lipase|YP_501455.1|tpos:1-680	SP(Sec/SPI)	0.983985	0.005100	0.010084	0.000831	CS pos: 34-35. AQA-AE. Pr: 0.9716
antigen_100|W8TW02|ComG|YP_500153.1|tpos:1-103	OTHER	0.259280	0.002582	0.008511	0.729628	
antigen_101|A0A115HMG3|ComG|YP_500153.1|tpos:1-103	OTHER	0.259280	0.002582	0.008511	0.729628	
antigen_102|A0AAE8PD83|Enterotoxin-like|YP_498943.1|tpos:1-203	SP(Sec/SPI)	0.819885	0.029227	0.013965	0.136923	CS pos: 35-36. ADA-ST. Pr: 0.7459
antigen_103|A0A2C6MVP5||YP_500454.1|tpos:1-301	OTHER	0.165711	0.015294	0.007220	0.811774	
antigen_104|A0A641A990|Enterotoxin-like|YP_498943.1|tpos:1-203	SP(Sec/SPI)	0.819885	0.029227	0.013965	0.136923	CS pos: 35-36. ADA-ST. Pr: 0.7459
antigen_551|A0A2U0ITW0|triacylglycerol|YP_501455.1|tpos:1-680	SP(Sec/SPI)	0.983985	0.005100	0.010084	0.000831	CS pos: 34-35. AQA-AE. Pr: 0.9716
antigen_923|X5ELF6||YP_499484.1|tpos:1-320	SP(Sec/SPI)	0.517601	0.001512	0.035073	0.445814	CS pos: 27-28. SLA-II. Pr: 0.1516
antigen_924|A0A299MG40||YP_499519.1|tpos:1-35	OTHER	0.061469	0.006384	0.024163	0.907985	
antigen_925|A0A2C9TXC9||YP_499540.1|tpos:1-393	SP(Sec/SPI)	0.953122	0.014080	0.023049	0.009748	CS pos: 36-37. AKA-DS. Pr: 0.7703
antigen_60|A0A0Z0MT78||YP_500931.1|tpos:1-807	SP(Sec/SPI)	0.641661	0.005709	0.167847	0.184783	CS pos: 40-41. AVA-DT. Pr: 0.3142
antigen_806|A0A2C9TZA1||YP_500347.1|tpos:1-30	OTHER	0.287595	0.005919	0.086384	0.620102	
antigen_807|A0A2C9TVS3||YP_498790.1|tpos:1-35	OTHER	0.137447	0.007315	0.022906	0.832332	
antigen_808|A0A133QBS3||YP_498634.1|tpos:1-44	OTHER	0.125408	0.000582	0.015424	0.858587	
antigen_809|A0A2I7YAT0||YP_501324.1|tpos:1-55	OTHER	0.197730	0.001333	0.077303	0.723633	
antigen_810|Q8VVS0||YP_501184.1|tpos:6-29	OTHER	0.178992	0.022524	0.162247	0.636238	
antigen_334|W8TNQ9||YP_499195.1|tpos:1-312	LIPO(Sec/SPII)	0.000794	0.000059	0.999024	0.000124	CS pos: 17-18. VAA-CG. Pr: 0.9988
antigen_335|W8UXH5||YP_500141.1|tpos:1-193	LIPO(Sec/SPII)	0.000578	0.000055	0.999143	0.000223	CS pos: 16-17. LAG-CG. Pr: 0.9997
antigen_336|A0A2S6DCI1||YP_501037.1|tpos:1-166	SP(Sec/SPI)	0.996663	0.001506	0.001376	0.000455	CS pos: 27-28. ADA-AE. Pr: 0.9730
antigen_337|A0AAJ4YX04||YP_501037.1|tpos:1-166	SP(Sec/SPI)	0.996663	0.001506	0.001376	0.000455	CS pos: 27-28. ADA-AE. Pr: 0.9730
antigen_338|W8TR90||YP_501037.1|tpos:1-166	SP(Sec/SPI)	0.996663	0.001506	0.001376	0.000455	CS pos: 27-28. ADA-AE. Pr: 0.9730
antigen_339|A0AAJ5CSZ5||YP_501112.1|tpos:1-209	LIPO(Sec/SPII)	0.000394	0.000051	0.999411	0.000144	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_340|A0A166Q7R0|Fibrinogen-binding|YP_499654.1|tpos:1-109	SP(Sec/SPI)	0.986025	0.002738	0.009899	0.001338	CS pos: 29-30. SHA-QT. Pr: 0.8070
antigen_341|A0A2W3TG75|Fibrinogen-binding|YP_499654.1|tpos:1-109	SP(Sec/SPI)	0.986025	0.002738	0.009899	0.001338	CS pos: 29-30. SHA-QT. Pr: 0.8070
antigen_582|A0A166QIC8||YP_501171.1|tpos:1-315	SP(Sec/SPI)	0.979314	0.014863	0.000865	0.004959	CS pos: 29-30. AKA-AN. Pr: 0.9608
antigen_776|A0A3A5LSJ0||YP_499629.1|tpos:1-358	SP(Sec/SPI)	0.983168	0.001823	0.001339	0.013670	CS pos: 32-33. VLA-DE. Pr: 0.9680
antigen_777|Q8KQR2||YP_499629.1|tpos:1-358	SP(Sec/SPI)	0.983168	0.001823	0.001339	0.013670	CS pos: 32-33. VLA-DE. Pr: 0.9680
antigen_778|A0A641AAJ6||YP_499629.1|tpos:1-358	SP(Sec/SPI)	0.983168	0.001823	0.001339	0.013670	CS pos: 32-33. VLA-DE. Pr: 0.9680
antigen_779|A0AAE2ZWU2||YP_499629.1|tpos:1-358	SP(Sec/SPI)	0.983168	0.001823	0.001339	0.013670	CS pos: 32-33. VLA-DE. Pr: 0.9680
antigen_955|A0A0D6HEH5||YP_500475.1|tpos:1-374	OTHER	0.066344	0.001417	0.042124	0.890116	
antigen_956|A0A4P7P380||YP_500514.1|tpos:1-36	OTHER	0.107598	0.006164	0.148144	0.738094	
antigen_957|A0A123DH54||YP_500545.1|tpos:1-48	SP(Sec/SPI)	0.550896	0.002648	0.113674	0.332782	CS pos: 22-23. LQA-EQ. Pr: 0.4685
antigen_958|A0A0D6HBZ8||YP_500612.1|tpos:1-399	LIPO(Sec/SPII)	0.000545	0.000098	0.999003	0.000354	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_164|A0AAJ4YWK2||YP_498670.1|tpos:477-515	OTHER	0.102263	0.034899	0.150815	0.712024	
antigen_165|W8TV02||YP_500660.1|tpos:1-84	SP(Sec/SPI)	0.892490	0.003745	0.008390	0.095374	CS pos: 31-32. AKA-IG. Pr: 0.7707
antigen_516|A0A166LM76||YP_501161.1|tpos:1-259	LIPO(Sec/SPII)	0.000389	0.000032	0.999467	0.000112	CS pos: 17-18. LAA-CG. Pr: 0.9999
antigen_864|A0A2I7YBQ7|Glycosyl-4,4'-diaponeurosporenoate|YP_501336.1|tpos:1-162	OTHER	0.224674	0.001771	0.081329	0.692226	
antigen_865|A0A641A5U9||YP_500418.1|tpos:1-151	LIPO(Sec/SPII)	0.000990	0.000148	0.997394	0.001468	CS pos: 15-16. LSS-CS. Pr: 0.9985
antigen_866|A0AAE2ZV88|triacylglycerol|YP_501455.1|tpos:1-680	SP(Sec/SPI)	0.983985	0.005100	0.010084	0.000831	CS pos: 34-35. AQA-AE. Pr: 0.9716
antigen_139|W8U0F6||YP_499408.1|tpos:1-346	SP(Sec/SPI)	0.647135	0.007514	0.160860	0.184491	CS pos: 23-24. ALT-AA. Pr: 0.2311
antigen_140|A0A0D3Q629||YP_499408.1|tpos:1-346	SP(Sec/SPI)	0.647135	0.007514	0.160860	0.184491	CS pos: 23-24. ALT-AA. Pr: 0.2311
antigen_141|A0AAJ4YX07||YP_500990.1|tpos:1-1055	SP(Sec/SPI)	0.802545	0.004497	0.022605	0.170353	CS pos: 32-33. ASA-KL. Pr: 0.4027
antigen_720|A0AAE8PDZ2||YP_501429.1|tpos:1-619	SP(Sec/SPI)	0.993540	0.004521	0.001352	0.000587	CS pos: 27-28. AYA-DT. Pr: 0.9885
antigen_721|A0A0Y9RFD4||YP_501429.1|tpos:1-619	SP(Sec/SPI)	0.993540	0.004521	0.001352	0.000587	CS pos: 27-28. AYA-DT. Pr: 0.9885
antigen_722|A0A641A9X6||YP_501431.1|tpos:1-635	SP(Sec/SPI)	0.935075	0.014940	0.003542	0.046444	CS pos: 37-38. AQA-AS. Pr: 0.8917
antigen_917|A0A0D6I082||YP_499372.1|tpos:1-156	SP(Sec/SPI)	0.989266	0.002182	0.002696	0.005857	CS pos: 26-27. ANA-LV. Pr: 0.9185
antigen_464|A0A380E1J8|Iron-regulated|YP_499628.1|tpos:1-227	SP(Sec/SPI)	0.998468	0.000645	0.000521	0.000367	CS pos: 28-29. ANA-AD. Pr: 0.9892
antigen_465|W8TMJ4|Iron-regulated|YP_499628.1|tpos:1-227	SP(Sec/SPI)	0.998468	0.000645	0.000521	0.000367	CS pos: 28-29. ANA-AD. Pr: 0.9892
antigen_466|A0A166DWI7||YP_498706.1|tpos:1-514	SP(Sec/SPI)	0.987636	0.004184	0.005656	0.002524	CS pos: 27-28. SLA-IT. Pr: 0.8530
antigen_671|A0AAE2ZWD6||YP_501322.1|tpos:1-822	SP(Sec/SPI)	0.713169	0.006206	0.045188	0.235438	CS pos: 31-32. TNA-PK. Pr: 0.2643
antigen_672|A0A7U7EWK0||YP_501322.1|tpos:1-822	SP(Sec/SPI)	0.713169	0.006206	0.045188	0.235438	CS pos: 31-32. TNA-PK. Pr: 0.2643
antigen_2|A0A0D1GC10|NERD|YP_499847.1|tpos:1-284	OTHER	0.384471	0.001530	0.039319	0.574680	
antigen_487|Q99RD2|Fibronectin-binding|YP_501262.1|tpos:1-990	OTHER	0.033546	0.013820	0.013625	0.939009	
antigen_488|A0AAX2K2C1||YP_501262.1|tpos:1-990	OTHER	0.033546	0.013820	0.013625	0.939009	
antigen_437|A0A390F740||YP_498981.1|tpos:1-232	SP(Sec/SPI)	0.922105	0.003753	0.064595	0.009547	CS pos: 30-31. GHA-KV. Pr: 0.5279
antigen_702|A0A641A9A1||YP_499540.1|tpos:1-393	SP(Sec/SPI)	0.953122	0.014080	0.023049	0.009748	CS pos: 36-37. AKA-DS. Pr: 0.7703
antigen_703|A0A389VJ67||YP_500444.1|tpos:1-188	SP(Sec/SPI)	0.799020	0.021448	0.045217	0.134315	CS pos: 42-43. AKA-EE. Pr: 0.3268
antigen_704|A0A166EAB0||YP_499276.1|tpos:1-146	LIPO(Sec/SPII)	0.000760	0.000110	0.998886	0.000244	CS pos: 20-21. LGA-CG. Pr: 0.9994
antigen_705|A0A9Q3MR89||YP_499276.1|tpos:1-146	LIPO(Sec/SPII)	0.000760	0.000110	0.998886	0.000244	CS pos: 20-21. LGA-CG. Pr: 0.9994
antigen_706|A0A227LZW5||YP_499276.1|tpos:1-146	LIPO(Sec/SPII)	0.000760	0.000110	0.998886	0.000244	CS pos: 20-21. LGA-CG. Pr: 0.9994
antigen_707|A0A2L2E2K2||YP_499276.1|tpos:1-146	LIPO(Sec/SPII)	0.000760	0.000110	0.998886	0.000244	CS pos: 20-21. LGA-CG. Pr: 0.9994
antigen_708|Q53643||YP_500744.1|tpos:1-46	OTHER	0.099540	0.007564	0.117094	0.775801	
antigen_369|A0A0U1MMC4|Multifunctional|YP_500252.2|tpos:1-759	SP(Sec/SPI)	0.427618	0.001660	0.373685	0.197037	CS pos: 22-23. GMA-AT. Pr: 0.1458
antigen_370|A0AAJ4YUY7|Multifunctional|YP_500252.2|tpos:1-759	SP(Sec/SPI)	0.427618	0.001660	0.373685	0.197037	CS pos: 22-23. GMA-AT. Pr: 0.1458
antigen_768|A0A641A7M4||YP_500892.1|tpos:1-447	SP(Sec/SPI)	0.481061	0.000733	0.150295	0.367911	CS pos: 29-30. SLA-LP. Pr: 0.2959
antigen_769|X5EK28||YP_500892.1|tpos:1-447	SP(Sec/SPI)	0.481061	0.000733	0.150295	0.367911	CS pos: 29-30. SLA-LP. Pr: 0.2959
antigen_58|A0AAE8P9H1||YP_500931.1|tpos:1-807	SP(Sec/SPI)	0.641661	0.005709	0.167847	0.184783	CS pos: 40-41. AVA-DT. Pr: 0.3142
antigen_59|A0A389XYY8||YP_500931.1|tpos:1-807	SP(Sec/SPI)	0.641661	0.005709	0.167847	0.184783	CS pos: 40-41. AVA-DT. Pr: 0.3142
antigen_713|A0AAJ4YVY6||YP_499377.1|tpos:1-189	SP(Sec/SPI)	0.931027	0.007444	0.018888	0.042641	CS pos: 27-28. TIA-DN. Pr: 0.8438
antigen_966|Q7DIE8|Delta-hemolysin|YP_500742.1|tpos:1-44	OTHER	0.098909	0.001539	0.021637	0.877916	
antigen_967|A0AAW4Y4U5||YP_500880.1|tpos:1-2478	SP(Sec/SPI)	0.958021	0.037917	0.001836	0.002226	CS pos: 38-39. ASA-AE. Pr: 0.9061
antigen_882|Q2G1F3|Uncharacterized|YP_498769.1|tpos:1-257	SP(Sec/SPI)	0.465262	0.001453	0.129551	0.403734	CS pos: 28-29. FLA-MK. Pr: 0.2087
antigen_883|B2NJ60||YP_498789.1|tpos:1-636	SP(Sec/SPI)	0.982814	0.001993	0.001993	0.013199	CS pos: 26-27. ADA-IV. Pr: 0.9133
antigen_884|A0A2C9TV59|Glycyl-glycine|YP_498843.1|tpos:1-316	SP(Sec/SPI)	0.998013	0.001202	0.000529	0.000255	CS pos: 25-26. ADA-AE. Pr: 0.9721
