# SignalP-5.0	Organism: gram+	Timestamp: 20260324085610
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
antigen_707|A0A2L2E2K2||WP_001093562.1|tpos:1-146	LIPO(Sec/SPII)	0.000794	0.000101	0.998882	0.000223	CS pos: 20-21. LGA-CG. Pr: 0.9993
antigen_708|Q53643||WP_000735197.1|tpos:1-46	OTHER	0.063074	0.001213	0.015083	0.920630	
antigen_709|O33586||WP_000735197.1|tpos:1-46	OTHER	0.063074	0.001213	0.015083	0.920630	
antigen_710|A0AAE8P9T6||WP_001106654.1|tpos:1-189	SP(Sec/SPI)	0.931027	0.007444	0.018888	0.042641	CS pos: 27-28. TIA-DN. Pr: 0.8438
antigen_827|A0A4U2KHW9||WP_001801861.1|tpos:1-31	LIPO(Sec/SPII)	0.014185	0.001478	0.892212	0.092125	CS pos: 15-16. ISG-CA. Pr: 0.8754
antigen_828|E2D9B8||WP_000919777.1|tpos:222-651	OTHER	0.012151	0.000848	0.005294	0.981707	
antigen_288|A0A3A2ILB4||WP_000728062.1|tpos:1-340	SP(Sec/SPI)	0.995377	0.000634	0.002833	0.001156	CS pos: 26-27. AKA-SV. Pr: 0.9450
antigen_289|A0A7U7ET86|Immunoglobulin|WP_000728751.1|tpos:1-492	SP(Sec/SPI)	0.986537	0.008981	0.003804	0.000678	CS pos: 36-37. ANA-AQ. Pr: 0.9494
antigen_290|P0A015|Immunoglobulin|WP_000728751.1|tpos:1-492	SP(Sec/SPI)	0.986537	0.008981	0.003804	0.000678	CS pos: 36-37. ANA-AQ. Pr: 0.9494
antigen_48|A0A641A7E2||WP_000205305.1|tpos:1-61	OTHER	0.055458	0.000856	0.060385	0.883302	
antigen_49|W8TR80||WP_000205305.1|tpos:1-61	OTHER	0.055458	0.000856	0.060385	0.883302	
antigen_50|A0A390WCR0||WP_000208418.1|tpos:1-227	LIPO(Sec/SPII)	0.002322	0.000272	0.506073	0.491333	CS pos: 29-30. LFS-CL. Pr: 0.4962
antigen_51|A0A641A9B3||WP_000208418.1|tpos:1-227	LIPO(Sec/SPII)	0.002322	0.000272	0.506073	0.491333	CS pos: 29-30. LFS-CL. Pr: 0.4962
antigen_52|A0A641A8R9||WP_000208556.1|tpos:1-498	SP(Sec/SPI)	0.638005	0.002551	0.078763	0.280681	CS pos: 29-30. LNS-NT. Pr: 0.1119
antigen_522|A0A641A794||WP_000826997.1|tpos:1-204	LIPO(Sec/SPII)	0.000394	0.000051	0.999411	0.000144	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_647|A0A163QKA2|Serine|WP_001038859.1|tpos:1-239	SP(Sec/SPI)	0.980847	0.005241	0.007505	0.006407	CS pos: 36-37. ANA-EK. Pr: 0.4895
antigen_906|A0A2C9TYK2||WP_000540315.1|tpos:5-265	LIPO(Sec/SPII)	0.000617	0.000041	0.999217	0.000125	CS pos: 18-19. IIG-CD. Pr: 0.9996
antigen_949|A0A0D6HF55|Serine|WP_001038709.1|tpos:1-239	SP(Sec/SPI)	0.935380	0.004916	0.022786	0.036918	CS pos: 36-37. AKA-EN. Pr: 0.7810
antigen_950|A0A0D6HF50|Serine|WP_001038709.1|tpos:1-239	SP(Sec/SPI)	0.935380	0.004916	0.022786	0.036918	CS pos: 36-37. AKA-EN. Pr: 0.7810
antigen_692|Q6GAG0|Bifunctional|WP_001074541.1|tpos:1-1250	SP(Sec/SPI)	0.997209	0.001289	0.001006	0.000496	CS pos: 29-30. VQA-AE. Pr: 0.9829
antigen_693|A0A162H218|Immunodominant|WP_001044560.1|tpos:1-175	SP(Sec/SPI)	0.982133	0.005618	0.008531	0.003717	CS pos: 36-37. AQA-AI. Pr: 0.8629
antigen_701|A0A2Y1RIG2||WP_001089097.1|tpos:1-393	SP(Sec/SPI)	0.961517	0.009676	0.019170	0.009637	CS pos: 36-37. AKA-DS. Pr: 0.7838
antigen_702|A0A641A9A1||WP_001089097.1|tpos:1-393	SP(Sec/SPI)	0.961517	0.009676	0.019170	0.009637	CS pos: 36-37. AKA-DS. Pr: 0.7838
antigen_703|A0A389VJ67||WP_001092767.1|tpos:1-188	SP(Sec/SPI)	0.787416	0.021098	0.047108	0.144379	CS pos: 42-43. AKA-EE. Pr: 0.3194
antigen_419|A0A0D1IQA4||WP_000769689.1|tpos:1-144	SP(Sec/SPI)	0.973909	0.003194	0.020514	0.002384	CS pos: 30-31. VSA-AE. Pr: 0.7117
antigen_527|A0A389PZW7||WP_000827761.1|tpos:1-388	SP(Sec/SPI)	0.995337	0.001515	0.002374	0.000775	CS pos: 25-26. ANA-ES. Pr: 0.9164
antigen_613|A0A0E1XCS8||WP_000977774.1|tpos:1-255	LIPO(Sec/SPII)	0.001260	0.000082	0.998425	0.000233	CS pos: 24-25. TAG-CG. Pr: 0.9990
antigen_614|A0AAE2ZZ67||WP_000977774.1|tpos:1-255	LIPO(Sec/SPII)	0.001260	0.000082	0.998425	0.000233	CS pos: 24-25. TAG-CG. Pr: 0.9990
antigen_624|Q99TD3|Iron-regulated|WP_001032759.1|tpos:1-895	SP(Sec/SPI)	0.989447	0.008951	0.000876	0.000726	CS pos: 40-41. AQA-AE. Pr: 0.9890
antigen_162|A0AAX2JYJ2||WP_000610231.1|tpos:1-1141	SP(Sec/SPI)	0.833570	0.075298	0.002832	0.088300	CS pos: 52-53. AKA-AE. Pr: 0.8729
antigen_163|A0A9P2YY90||WP_000610231.1|tpos:1-1141	SP(Sec/SPI)	0.833570	0.075298	0.002832	0.088300	CS pos: 52-53. AKA-AE. Pr: 0.8729
antigen_913|X5E526||WP_000753321.1|tpos:1-279	SP(Sec/SPI)	0.997300	0.000650	0.001121	0.000929	CS pos: 24-25. AHA-QQ. Pr: 0.9792
antigen_958|A0A0D6HBZ8||WP_000831697.1|tpos:1-399	LIPO(Sec/SPII)	0.000545	0.000098	0.999003	0.000354	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_959|A0A0E8JWI2||WP_000827761.1|tpos:1-388	SP(Sec/SPI)	0.995337	0.001515	0.002374	0.000775	CS pos: 25-26. ANA-ES. Pr: 0.9164
antigen_468|A0AAJ5CU40||WP_000791417.1|tpos:1-350	SP(Sec/SPI)	0.777224	0.000942	0.221220	0.000614	CS pos: 29-30. ANS-AH. Pr: 0.3464
antigen_469|A0A389PZU7||WP_000791417.1|tpos:1-350	SP(Sec/SPI)	0.777224	0.000942	0.221220	0.000614	CS pos: 29-30. ANS-AH. Pr: 0.3464
antigen_470|A0AAE8PCH5||WP_000791417.1|tpos:1-350	SP(Sec/SPI)	0.777224	0.000942	0.221220	0.000614	CS pos: 29-30. ANS-AH. Pr: 0.3464
antigen_507|A0A391DHU9||WP_000824464.1|tpos:1-173	SP(Sec/SPI)	0.988506	0.002148	0.002958	0.006388	CS pos: 26-27. ANA-LV. Pr: 0.8983
antigen_756|A0AAJ5CS60||WP_001228169.1|tpos:1-322	OTHER	0.224571	0.004058	0.162038	0.609333	
antigen_451|A0A162GR70||WP_000782839.1|tpos:1-231	SP(Sec/SPI)	0.923795	0.003026	0.065122	0.008057	CS pos: 30-31. VHA-EK. Pr: 0.8855
antigen_335|W8UXH5||WP_000737686.1|tpos:1-193	LIPO(Sec/SPII)	0.000578	0.000055	0.999143	0.000223	CS pos: 16-17. LAG-CG. Pr: 0.9997
antigen_336|A0A2S6DCI1||WP_000737705.1|tpos:1-166	SP(Sec/SPI)	0.996663	0.001506	0.001376	0.000455	CS pos: 27-28. ADA-AE. Pr: 0.9730
antigen_337|A0AAJ4YX04||WP_000737705.1|tpos:1-166	SP(Sec/SPI)	0.996663	0.001506	0.001376	0.000455	CS pos: 27-28. ADA-AE. Pr: 0.9730
antigen_338|W8TR90||WP_000737705.1|tpos:1-166	SP(Sec/SPI)	0.996663	0.001506	0.001376	0.000455	CS pos: 27-28. ADA-AE. Pr: 0.9730
antigen_19|A0A641AAA6||WP_000038541.1|tpos:1-507	SP(Sec/SPI)	0.722857	0.002646	0.022673	0.251823	CS pos: 27-28. VYA-FF. Pr: 0.4437
antigen_20|A0A391DPH1||WP_000041898.1|tpos:1-238	SP(Sec/SPI)	0.809367	0.009674	0.029593	0.151366	CS pos: 31-32. VFS-FY. Pr: 0.3442
antigen_21|A0A641AC27||WP_000041898.1|tpos:1-238	SP(Sec/SPI)	0.809367	0.009674	0.029593	0.151366	CS pos: 31-32. VFS-FY. Pr: 0.3442
antigen_298|W8USR6||WP_000731641.1|tpos:1-265	SP(Sec/SPI)	0.982953	0.004467	0.002627	0.009953	CS pos: 25-26. AQA-ST. Pr: 0.9495
antigen_417|A0AAE8PBX8|Protein|WP_000769416.1|tpos:1-391	SP(Sec/SPI)	0.459943	0.007007	0.115123	0.417927	CS pos: 33-34. VNE-KT. Pr: 0.0477
antigen_750|P81177|Zinc|WP_001225025.1|tpos:1-509	SP(Sec/SPI)	0.983808	0.013368	0.002057	0.000766	CS pos: 27-28. ALA-ID. Pr: 0.9552
antigen_751|A8QKE0|Neutral|WP_001225025.1|tpos:1-509	SP(Sec/SPI)	0.983808	0.013368	0.002057	0.000766	CS pos: 27-28. ALA-ID. Pr: 0.9552
antigen_752|A0A3A3ACW7||WP_001227724.1|tpos:1-681	SP(Sec/SPI)	0.573742	0.028485	0.075145	0.322629	CS pos: 38-39. MQG-ES. Pr: 0.2044
antigen_488|A0AAX2K2C1||WP_000794648.1|tpos:1-1015	SP(Sec/SPI)	0.880889	0.008227	0.095173	0.015710	CS pos: 37-38. AAA-SE. Pr: 0.7400
antigen_489|A0A7K3N1M9||WP_000794648.1|tpos:1-1015	SP(Sec/SPI)	0.880889	0.008227	0.095173	0.015710	CS pos: 37-38. AAA-SE. Pr: 0.7400
antigen_566|A0A090N182||WP_000873930.1|tpos:1-106	OTHER	0.359864	0.000757	0.030079	0.609299	
antigen_567|A0A641AA78||WP_000873930.1|tpos:1-106	OTHER	0.359864	0.000757	0.030079	0.609299	
antigen_568|A0AAJ4YV78||WP_000455861.1|tpos:1-143	SP(Sec/SPI)	0.832771	0.003345	0.121390	0.042494	CS pos: 35-36. SHA-AV. Pr: 0.5959
antigen_569|A0A1M4RHY1|Poly-beta-1,6-N-acetyl-D-glucosamine|WP_000877317.1|tpos:1-290	SP(Sec/SPI)	0.983646	0.001645	0.006414	0.008295	CS pos: 30-31. ANA-DD. Pr: 0.9296
antigen_575|Q9ZAI5||WP_000894032.1|tpos:1-310	SP(Sec/SPI)	0.846006	0.002594	0.022810	0.128590	CS pos: 28-29. VFG-NI. Pr: 0.7728
antigen_576|A0AAX2MGZ5|Cell|WP_000911041.1|tpos:1-280	SP(Sec/SPI)	0.795076	0.001816	0.137729	0.065380	CS pos: 32-33. SQS-QS. Pr: 0.5493
antigen_577|W8TVQ4|Cell|WP_000911041.1|tpos:1-280	SP(Sec/SPI)	0.795076	0.001816	0.137729	0.065380	CS pos: 32-33. SQS-QS. Pr: 0.5493
antigen_578|A0AAJ5CRM5||WP_000476866.1|tpos:1-301	LIPO(Sec/SPII)	0.000340	0.000055	0.999441	0.000164	CS pos: 17-18. LSG-CS. Pr: 0.9999
antigen_579|A0A9P2YV90||WP_000476339.1|tpos:1-304	LIPO(Sec/SPII)	0.000331	0.000057	0.999432	0.000179	CS pos: 17-18. LSG-CS. Pr: 0.9999
antigen_659|Q9LAB5|Immunodominant|WP_001044560.1|tpos:1-175	SP(Sec/SPI)	0.982133	0.005618	0.008531	0.003717	CS pos: 36-37. AQA-AI. Pr: 0.8629
antigen_816|A0A6B2IT51||WP_001793363.1|tpos:1-41	OTHER	0.042447	0.001418	0.018778	0.937356	
antigen_817|A0A641A5G3||WP_001793444.1|tpos:1-216	LIPO(Sec/SPII)	0.037534	0.016485	0.725248	0.220733	CS pos: 53-54. LSA-CS. Pr: 0.6178
antigen_818|A0A641ABQ3||WP_001793476.1|tpos:1-302	LIPO(Sec/SPII)	0.001018	0.000065	0.998631	0.000287	CS pos: 17-18. LGG-CS. Pr: 0.9991
antigen_819|A0A641A7L2|Thermonuclease|WP_001793574.1|tpos:1-228	SP(Sec/SPI)	0.488675	0.047176	0.082828	0.381320	CS pos: 60-61. ANA-SQ. Pr: 0.4331
antigen_883|B2NJ60||WP_000744067.1|tpos:1-633	SP(Sec/SPI)	0.990024	0.001649	0.001362	0.006965	CS pos: 26-27. ADA-IV. Pr: 0.9240
antigen_519|A0A166LCE3||WP_000826671.1|tpos:1-324	LIPO(Sec/SPII)	0.000636	0.000175	0.998548	0.000642	CS pos: 17-18. ITG-CD. Pr: 0.9996
antigen_674|A0A9P3DMY9||WP_001056174.1|tpos:1-928	SP(Sec/SPI)	0.955997	0.010304	0.029148	0.004551	CS pos: 39-40. ADA-SE. Pr: 0.8951
antigen_611|A0A2Y9TLP4||WP_000977774.1|tpos:1-256	LIPO(Sec/SPII)	0.001260	0.000082	0.998425	0.000233	CS pos: 24-25. TAG-CG. Pr: 0.9990
antigen_612|A0A390B4P9||WP_000977774.1|tpos:1-255	LIPO(Sec/SPII)	0.001260	0.000082	0.998425	0.000233	CS pos: 24-25. TAG-CG. Pr: 0.9990
antigen_358|A0A2U0ITG8||WP_000745818.1|tpos:1-905	SP(Sec/SPI)	0.899149	0.068120	0.003061	0.029670	CS pos: 44-45. AQA-SE. Pr: 0.9420
antigen_933|A0A0D3Q6S2|Fibrinogen-binding|WP_000791580.1|tpos:1-165	SP(Sec/SPI)	0.992009	0.003402	0.003964	0.000626	CS pos: 29-30. ADA-SE. Pr: 0.9035
antigen_125|A0A166N8V6||WP_000540916.1|tpos:1-256	LIPO(Sec/SPII)	0.000740	0.000066	0.998989	0.000204	CS pos: 22-23. VTS-CG. Pr: 0.9994
antigen_126|A0AAJ5CTK1||WP_000540916.1|tpos:1-256	LIPO(Sec/SPII)	0.000740	0.000066	0.998989	0.000204	CS pos: 22-23. VTS-CG. Pr: 0.9994
antigen_127|A0A641A9N0||WP_000540916.1|tpos:1-256	LIPO(Sec/SPII)	0.000740	0.000066	0.998989	0.000204	CS pos: 22-23. VTS-CG. Pr: 0.9994
antigen_607|A0AAE2ZYH5||WP_000972284.1|tpos:1-267	SP(Sec/SPI)	0.902772	0.001205	0.029414	0.066609	CS pos: 31-32. ANG-QN. Pr: 0.5818
antigen_928|A0A0D6HSN6|Iron-regulated|WP_001041585.1|tpos:1-645	SP(Sec/SPI)	0.958209	0.037585	0.001797	0.002409	CS pos: 40-41. AQA-AA. Pr: 0.6565
antigen_985|A0A0D3QB23||WP_000972284.1|tpos:1-273	SP(Sec/SPI)	0.902772	0.001205	0.029414	0.066609	CS pos: 31-32. ANG-QN. Pr: 0.5818
antigen_120|A0A6B2IZR7||WP_000517176.1|tpos:1-571	LIPO(Sec/SPII)	0.000502	0.000094	0.999163	0.000241	CS pos: 20-21. LSA-CG. Pr: 0.9997
antigen_121|A0A391DGH4||WP_000517176.1|tpos:1-571	LIPO(Sec/SPII)	0.000502	0.000094	0.999163	0.000241	CS pos: 20-21. LSA-CG. Pr: 0.9997
antigen_242|A0A641A8M2||WP_000705630.1|tpos:1-315	SP(Sec/SPI)	0.981594	0.008422	0.008580	0.001404	CS pos: 30-31. ANA-TT. Pr: 0.5636
antigen_243|A0A389VE54||WP_000705630.1|tpos:1-315	SP(Sec/SPI)	0.981594	0.008422	0.008580	0.001404	CS pos: 30-31. ANA-TT. Pr: 0.5636
antigen_391|A0AAE2ZRY0||WP_000754443.1|tpos:1-342	LIPO(Sec/SPII)	0.000351	0.000056	0.999451	0.000143	CS pos: 18-19. LAA-CG. Pr: 0.9999
antigen_392|A0AAJ4YXI7||WP_000754443.1|tpos:1-342	LIPO(Sec/SPII)	0.000351	0.000056	0.999451	0.000143	CS pos: 18-19. LAA-CG. Pr: 0.9999
antigen_915|Q2G015|Clumping|WP_001056174.1|tpos:1-928	SP(Sec/SPI)	0.955997	0.010304	0.029148	0.004551	CS pos: 39-40. ADA-SE. Pr: 0.8951
antigen_216|A0AAE2ZZ37|Serine|WP_000676532.1|tpos:1-333	SP(Sec/SPI)	0.968856	0.025625	0.004571	0.000948	CS pos: 29-30. ANA-LS. Pr: 0.6907
antigen_307|A0A6B5KXH1|Lipoprotein|WP_000732329.1|tpos:1-273	LIPO(Sec/SPII)	0.000463	0.000066	0.999326	0.000145	CS pos: 19-20. LAA-CG. Pr: 0.9998
antigen_625|A0A6B3INW0||WP_001033320.1|tpos:1-242	SP(Sec/SPI)	0.988519	0.001950	0.000661	0.008869	CS pos: 26-27. AYA-DV. Pr: 0.9835
antigen_755|A0AAX2MJ33||WP_001227724.1|tpos:1-681	SP(Sec/SPI)	0.573742	0.028485	0.075145	0.322629	CS pos: 38-39. MQG-ES. Pr: 0.2044
antigen_945|A0A2I7YBH6||WP_072419835.1|tpos:1-151	LIPO(Sec/SPII)	0.001204	0.000156	0.996378	0.002261	CS pos: 15-16. LSS-CG. Pr: 0.9976
antigen_946|A0A133Q1H1||WP_001793444.1|tpos:1-216	LIPO(Sec/SPII)	0.037534	0.016485	0.725248	0.220733	CS pos: 53-54. LSA-CS. Pr: 0.6178
antigen_947|A0A0D6HDR3||WP_000669017.1|tpos:1-208	LIPO(Sec/SPII)	0.000420	0.000045	0.999400	0.000135	CS pos: 18-19. LTA-CG. Pr: 0.9998
antigen_547|A0A641A7V7||WP_000841390.1|tpos:1-957	SP(Sec/SPI)	0.877606	0.011504	0.094311	0.016579	CS pos: 37-38. AAA-SE. Pr: 0.7075
antigen_564|A0AAE2ZW93|4,4'-diaponeurosporenoate|WP_000871731.1|tpos:1-375	LIPO(Sec/SPII)	0.019225	0.003522	0.936878	0.040375	CS pos: 17-18. SMA-CG. Pr: 0.9397
antigen_565|A0A391DD44|4,4'-diaponeurosporenoate|WP_000871731.1|tpos:1-375	LIPO(Sec/SPII)	0.019225	0.003522	0.936878	0.040375	CS pos: 17-18. SMA-CG. Pr: 0.9397
antigen_597|A0A9P3DMH0||WP_000934439.1|tpos:1-1365	SP(Sec/SPI)	0.812615	0.093189	0.002787	0.091408	CS pos: 52-53. AKA-AE. Pr: 0.8678
antigen_452|A0AAE2ZU14||WP_000782839.1|tpos:1-231	SP(Sec/SPI)	0.923795	0.003026	0.065122	0.008057	CS pos: 30-31. VHA-EK. Pr: 0.8855
antigen_758|A0AAE8TK32||WP_001228169.1|tpos:1-322	OTHER	0.224571	0.004058	0.162038	0.609333	
antigen_813|A0A5N5IPI7||WP_001796738.1|tpos:1-55	OTHER	0.171738	0.000747	0.049638	0.777878	
antigen_814|A0A659I612||WP_001790034.1|tpos:1-56	OTHER	0.067270	0.003150	0.020752	0.908828	
antigen_815|A0A641A7W2||WP_001793247.1|tpos:1-254	LIPO(Sec/SPII)	0.001051	0.000109	0.998530	0.000311	CS pos: 22-23. IGG-CG. Pr: 0.9991
antigen_953|A0A0E8IUH3|Serine|WP_001005059.1|tpos:1-235	SP(Sec/SPI)	0.735481	0.023772	0.021676	0.219071	CS pos: 35-36. AKA-EK. Pr: 0.5250
antigen_954|A0A0D6HDD7||WP_001092767.1|tpos:1-188	SP(Sec/SPI)	0.787416	0.021098	0.047108	0.144379	CS pos: 42-43. AKA-EE. Pr: 0.3194
antigen_955|A0A0D6HEH5||WP_000992521.1|tpos:1-374	OTHER	0.066344	0.001417	0.042124	0.890116	
antigen_969|A0A0D6H7X3||WP_000222233.1|tpos:1-806	SP(Sec/SPI)	0.556281	0.003956	0.178604	0.261158	CS pos: 40-41. AVA-DT. Pr: 0.2450
antigen_292|A0AAE2ZWR5|Type|WP_000728972.1|tpos:1-1009	OTHER	0.453671	0.000994	0.052010	0.493325	
antigen_293|A0A3A5LV46|Type|WP_000728972.1|tpos:1-1009	OTHER	0.453671	0.000994	0.052010	0.493325	
antigen_22|A0A0D1IH94||WP_000230294.1|tpos:1-60	LIPO(Sec/SPII)	0.330076	0.002463	0.473076	0.194385	CS pos: 26-27. TSK-CV. Pr: 0.3587
antigen_24|A0A2W3XW02||WP_000110600.1|tpos:1-232	OTHER	0.351133	0.001289	0.216154	0.431424	
antigen_25|X5DST2||WP_000110600.1|tpos:1-232	OTHER	0.351133	0.001289	0.216154	0.431424	
antigen_26|A0A162H7Z8||WP_000111118.1|tpos:1-56	OTHER	0.406294	0.013929	0.034155	0.545621	
antigen_27|A0A3A3AKD2||WP_000111118.1|tpos:1-56	OTHER	0.406294	0.013929	0.034155	0.545621	
antigen_28|X5DWZ3||WP_000111118.1|tpos:1-56	OTHER	0.406294	0.013929	0.034155	0.545621	
antigen_511|A0A2W3PXW4|Lipoprotein|WP_000825527.1|tpos:1-280	LIPO(Sec/SPII)	0.000461	0.000068	0.999288	0.000183	CS pos: 17-18. LAA-CG. Pr: 0.9998
antigen_711|A0A8G2HYY2||WP_001106654.1|tpos:1-189	SP(Sec/SPI)	0.931027	0.007444	0.018888	0.042641	CS pos: 27-28. TIA-DN. Pr: 0.8438
antigen_712|A0A0D6WBT7||WP_001106654.1|tpos:1-189	SP(Sec/SPI)	0.931027	0.007444	0.018888	0.042641	CS pos: 27-28. TIA-DN. Pr: 0.8438
antigen_713|A0AAJ4YVY6||WP_001106654.1|tpos:1-189	SP(Sec/SPI)	0.931027	0.007444	0.018888	0.042641	CS pos: 27-28. TIA-DN. Pr: 0.8438
antigen_714|A0AB74Q154||WP_001108547.1|tpos:1-250	LIPO(Sec/SPII)	0.008228	0.000365	0.515518	0.475889	CS pos: 24-25. VAA-CY. Pr: 0.5202
antigen_763|A0AAE2ZWA6||WP_001229084.1|tpos:1-532	LIPO(Sec/SPII)	0.000447	0.000088	0.999166	0.000299	CS pos: 20-21. LTG-CG. Pr: 0.9998
antigen_129|A0A641A9B4||WP_000549222.1|tpos:1-374	LIPO(Sec/SPII)	0.001313	0.000073	0.998424	0.000190	CS pos: 20-21. LYS-CS. Pr: 0.9986
antigen_130|A0A131K2A0||WP_000549222.1|tpos:1-374	LIPO(Sec/SPII)	0.001313	0.000073	0.998424	0.000190	CS pos: 20-21. LYS-CS. Pr: 0.9986
antigen_765|Q6YCN3||WP_078055703.1|tpos:1-100	OTHER	0.016739	0.000702	0.004588	0.977971	
antigen_876|A0A266CN08||WP_000977774.1|tpos:2-255	LIPO(Sec/SPII)	0.001141	0.000089	0.998553	0.000217	CS pos: 23-24. TAG-CG. Pr: 0.9991
antigen_877|A0A0D6GLP7||WP_000036329.1|tpos:1-157	LIPO(Sec/SPII)	0.071450	0.000687	0.519882	0.407981	CS pos: 19-20. AMM-CY. Pr: 0.4768
antigen_878|P02976|Immunoglobulin|WP_000728751.1|tpos:1-492	SP(Sec/SPI)	0.986537	0.008981	0.003804	0.000678	CS pos: 36-37. ANA-AQ. Pr: 0.9494
antigen_976|A0A0D3QAF5|Immunoglobulin-binding|WP_000792571.1|tpos:1-437	SP(Sec/SPI)	0.989464	0.003750	0.005096	0.001691	CS pos: 29-30. AKA-SE. Pr: 0.9454
antigen_153|A0AAE8TK97||WP_000595401.1|tpos:1-338	SP(Sec/SPI)	0.984323	0.004380	0.004180	0.007116	CS pos: 29-30. SYA-KI. Pr: 0.8417
antigen_154|A0AAJ5CU77||WP_000595401.1|tpos:1-338	SP(Sec/SPI)	0.984323	0.004380	0.004180	0.007116	CS pos: 29-30. SYA-KI. Pr: 0.8417
antigen_155|A0A2U0IPK5||WP_000977774.1|tpos:1-255	LIPO(Sec/SPII)	0.001260	0.000082	0.998425	0.000233	CS pos: 24-25. TAG-CG. Pr: 0.9990
antigen_305|A0A390BBS7|Lipoprotein|WP_000732329.1|tpos:1-273	LIPO(Sec/SPII)	0.000463	0.000066	0.999326	0.000145	CS pos: 19-20. LAA-CG. Pr: 0.9998
antigen_411|A0A641A8Q3||WP_000769141.1|tpos:1-230	SP(Sec/SPI)	0.990525	0.004867	0.003163	0.001446	CS pos: 30-31. VKA-IE. Pr: 0.8960
antigen_76|P0A0L5|Enterotoxin|WP_001033320.1|tpos:74-237	OTHER	0.090144	0.002037	0.021233	0.886587	
antigen_790|A0A0C6ERT7||WP_001570807.1|tpos:1-66	LIPO(Sec/SPII)	0.396073	0.000727	0.502785	0.100416	CS pos: 15-16. LLV-CI. Pr: 0.4536
antigen_791|A0A3A3ALI8||WP_001793247.1|tpos:27-247	OTHER	0.004292	0.000228	0.000485	0.994994	
antigen_792|A0A389QCM1||WP_014936986.1|tpos:5-269	LIPO(Sec/SPII)	0.000354	0.000039	0.999435	0.000173	CS pos: 18-19. IGG-CG. Pr: 0.9999
