,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
60,WP_000032836.1,Cytoplasmic Membrane,0.0000,0.0025,0.0000,0.9975,0.0000,0.0000
61,WP_000032852.1,Cytoplasmic,0.0012,0.1134,0.8112,0.0743,0.0000,0.0000
62,WP_000033477.1,Cytoplasmic Membrane,0.0000,0.0035,0.0004,0.9960,0.0000,0.0000
63,WP_000034506.1,Cytoplasmic,0.0000,0.0030,0.9967,0.0003,0.0000,0.0000
64,WP_000034716.1,Cytoplasmic,0.0024,0.0419,0.9510,0.0047,0.0000,0.0000
65,WP_000034728.1,Cytoplasmic,0.0001,0.0506,0.6392,0.3101,0.0000,0.0000
66,WP_000034961.1,Cytoplasmic Membrane,0.0034,0.0237,0.0000,0.9729,0.0000,0.0000
67,WP_000035058.1,Cytoplasmic,0.0005,0.2020,0.7947,0.0027,0.0000,0.0000
68,WP_000035320.1,Cytoplasmic,0.0014,0.0775,0.8799,0.0412,0.0000,0.0000
69,WP_000035773.1,Cytoplasmic Membrane,0.0002,0.0036,0.0006,0.9956,0.0000,0.0000
70,WP_000036005.1,Cytoplasmic,0.0004,0.0055,0.9090,0.0852,0.0000,0.0000
71,WP_000036076.1,Cytoplasmic,0.0001,0.0628,0.9366,0.0005,0.0000,0.0000
72,WP_000036086.1,Extracellular,0.0009,0.8980,0.0954,0.0058,0.0000,0.0000
73,WP_000036329.1,Cytoplasmic Membrane,0.0000,0.0010,0.0001,0.9989,0.0000,0.0000
74,WP_000036631.1,Cytoplasmic,0.0000,0.0004,0.9995,0.0001,0.0000,0.0000
75,WP_000037091.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
76,WP_000037328.1,Cytoplasmic,0.0010,0.0435,0.7432,0.2123,0.0000,0.0000
77,WP_000037433.1,Cytoplasmic Membrane,0.0011,0.2492,0.0000,0.7497,0.0000,0.0000
78,WP_000038238.1,Cytoplasmic Membrane,0.0013,0.3720,0.0005,0.6263,0.0000,0.0000
79,WP_000038541.1,Cytoplasmic Membrane,0.0218,0.1573,0.0001,0.8208,0.0000,0.0000
80,WP_000038951.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
81,WP_000040052.1,Cytoplasmic,0.0001,0.0123,0.9868,0.0008,0.0000,0.0000
82,WP_000040069.1,Cytoplasmic,0.0001,0.0376,0.9615,0.0008,0.0000,0.0000
83,WP_000040600.1,Cytoplasmic,0.0014,0.0216,0.8065,0.1705,0.0000,0.0000
84,WP_000040866.1,Cytoplasmic,0.0034,0.0085,0.9869,0.0011,0.0000,0.0000
85,WP_000041898.1,Extracellular,0.0001,0.9994,0.0000,0.0004,0.0000,0.0000
86,WP_000043237.1,Cytoplasmic,0.0001,0.0025,0.9968,0.0006,0.0000,0.0000
87,WP_000043632.1,Cytoplasmic,0.0000,0.0080,0.9912,0.0008,0.0000,0.0000
88,WP_000044589.1,Cell wall & surface,0.8622,0.1351,0.0000,0.0026,0.0000,0.0000
89,WP_000044799.1,Cytoplasmic,0.0000,0.0004,0.9996,0.0000,0.0000,0.0000
90,WP_000046023.1,Extracellular,0.0000,0.9993,0.0000,0.0006,0.0000,0.0000
91,WP_000046075.1,Cytoplasmic Membrane,0.0007,0.0555,0.3175,0.6263,0.0000,0.0000
92,WP_000046597.1,Cytoplasmic,0.0021,0.0500,0.8811,0.0668,0.0000,0.0000
93,WP_000047015.1,Cytoplasmic,0.0013,0.0211,0.9752,0.0024,0.0000,0.0000
94,WP_000047255.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
95,WP_000047344.1,Cytoplasmic,0.0003,0.0061,0.9933,0.0003,0.0000,0.0000
96,WP_000047810.1,Cytoplasmic,0.0005,0.0176,0.9602,0.0218,0.0000,0.0000
97,WP_000048060.1,Cytoplasmic,0.0000,0.4518,0.5478,0.0004,0.0000,0.0000
98,WP_000048712.1,Cytoplasmic,0.0001,0.0167,0.9784,0.0048,0.0000,0.0000
99,WP_000049154.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9991,0.0000,0.0000
100,WP_000049484.1,Cytoplasmic,0.0002,0.0075,0.9913,0.0010,0.0000,0.0000
101,WP_000049923.1,Cytoplasmic,0.0006,0.0040,0.9932,0.0021,0.0000,0.0000
102,WP_000050762.1,Cytoplasmic,0.0000,0.0004,0.9995,0.0000,0.0000,0.0000
103,WP_000050973.1,Cytoplasmic,0.0001,0.1950,0.8027,0.0023,0.0000,0.0000
104,WP_000051210.1,Cytoplasmic,0.0003,0.0735,0.9188,0.0075,0.0000,0.0000
105,WP_000052076.1,Cytoplasmic Membrane,0.0000,0.0015,0.0000,0.9985,0.0000,0.0000
106,WP_000052317.1,Cytoplasmic Membrane,0.0006,0.0344,0.1974,0.7677,0.0000,0.0000
107,WP_000052590.1,Cytoplasmic,0.0002,0.0676,0.8421,0.0900,0.0000,0.0000
108,WP_000052781.1,Cytoplasmic,0.0005,0.1329,0.8651,0.0015,0.0000,0.0000
109,WP_000054609.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
110,WP_000055337.1,Cytoplasmic,0.0001,0.0040,0.9663,0.0296,0.0000,0.0000
111,WP_000055860.1,Cytoplasmic,0.0001,0.0201,0.9476,0.0322,0.0000,0.0000
112,WP_000057330.1,Cytoplasmic,0.0000,0.0365,0.9446,0.0189,0.0000,0.0000
113,WP_000057543.1,Cytoplasmic,0.0086,0.0164,0.6243,0.3507,0.0000,0.0000
114,WP_000057594.1,Cytoplasmic,0.0002,0.0062,0.9920,0.0016,0.0000,0.0000
115,WP_000058389.1,Cytoplasmic,0.0005,0.1963,0.7877,0.0155,0.0000,0.0000
116,WP_000059054.1,Cytoplasmic Membrane,0.0001,0.0113,0.0000,0.9886,0.0000,0.0000
117,WP_000060780.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
118,WP_000061866.1,Cytoplasmic,0.0060,0.2911,0.5629,0.1400,0.0000,0.0000
119,WP_000062407.1,Cytoplasmic Membrane,0.0000,0.0007,0.0000,0.9992,0.0000,0.0000
120,WP_000063582.1,Cytoplasmic Membrane,0.0001,0.0080,0.0004,0.9916,0.0000,0.0000
121,WP_000064078.1,Cytoplasmic,0.0001,0.0006,0.9923,0.0070,0.0000,0.0000
122,WP_000064214.1,Cytoplasmic,0.0245,0.1349,0.8401,0.0005,0.0000,0.0000
123,WP_000064778.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
124,WP_000065036.1,Cytoplasmic,0.0009,0.0043,0.9920,0.0028,0.0000,0.0000
125,WP_000066020.1,Cytoplasmic Membrane,0.0001,0.0462,0.0001,0.9536,0.0000,0.0000
126,WP_000066067.1,Cytoplasmic,0.0001,0.0110,0.9872,0.0017,0.0000,0.0000
127,WP_000066094.1,Cytoplasmic,0.0000,0.0073,0.9923,0.0003,0.0000,0.0000
128,WP_000066356.1,Cytoplasmic,0.0058,0.3236,0.5874,0.0832,0.0000,0.0000
129,WP_000066378.1,Cytoplasmic,0.0003,0.1367,0.8473,0.0156,0.0000,0.0000
130,WP_000066517.1,Cytoplasmic Membrane,0.0010,0.0235,0.0545,0.9210,0.0000,0.0000
131,WP_000066900.1,Cytoplasmic,0.0009,0.0326,0.9120,0.0545,0.0000,0.0000
132,WP_000066930.1,Cytoplasmic,0.0006,0.0056,0.9908,0.0030,0.0000,0.0000
133,WP_000067112.1,Cytoplasmic,0.0037,0.0042,0.9601,0.0320,0.0000,0.0000
134,WP_000067138.1,Extracellular,0.0170,0.9186,0.0595,0.0050,0.0000,0.0000
135,WP_000067350.1,Cytoplasmic Membrane,0.0007,0.0175,0.1213,0.8605,0.0000,0.0000
136,WP_000068176.1,Cytoplasmic,0.0002,0.0213,0.9680,0.0104,0.0000,0.0000
137,WP_000068628.1,Cytoplasmic,0.0009,0.0043,0.9075,0.0873,0.0000,0.0000
138,WP_000069098.1,Cytoplasmic,0.0000,0.0081,0.9873,0.0045,0.0000,0.0000
139,WP_000069296.1,Cytoplasmic Membrane,0.0104,0.1089,0.0014,0.8793,0.0000,0.0000
140,WP_000070649.1,Cytoplasmic Membrane,0.0001,0.4436,0.0000,0.5563,0.0000,0.0000
141,WP_000070814.1,Extracellular,0.0000,0.9999,0.0000,0.0001,0.0000,0.0000
142,WP_000070829.1,Cytoplasmic Membrane,0.0017,0.2988,0.0000,0.6995,0.0000,0.0000
143,WP_000070866.1,Cytoplasmic,0.0017,0.1783,0.8161,0.0039,0.0000,0.0000
144,WP_000070966.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9994,0.0000,0.0000
145,WP_000071351.1,Cytoplasmic,0.0000,0.0042,0.9952,0.0006,0.0000,0.0000
146,WP_000071904.1,Cytoplasmic,0.0000,0.0148,0.9838,0.0013,0.0000,0.0000
147,WP_000072145.1,Cytoplasmic Membrane,0.0000,0.0005,0.0000,0.9995,0.0000,0.0000
148,WP_000072274.1,Cytoplasmic Membrane,0.0000,0.0007,0.0009,0.9984,0.0000,0.0000
149,WP_000072388.1,Cytoplasmic,0.0009,0.2358,0.6515,0.1117,0.0000,0.0000
150,WP_000072445.1,Cytoplasmic Membrane,0.0000,0.0020,0.0001,0.9979,0.0000,0.0000
151,WP_000072566.1,Cytoplasmic,0.0008,0.1973,0.7833,0.0186,0.0000,0.0000
152,WP_000072623.1,Cytoplasmic,0.0009,0.1673,0.8267,0.0051,0.0000,0.0000
153,WP_000072681.1,Cytoplasmic,0.0002,0.0280,0.9660,0.0058,0.0000,0.0000
154,WP_000072842.1,Cytoplasmic Membrane,0.0001,0.0383,0.0001,0.9616,0.0000,0.0000
155,WP_000073182.1,Cytoplasmic,0.0012,0.0038,0.9808,0.0143,0.0000,0.0000
156,WP_000073195.1,Cytoplasmic,0.0013,0.0131,0.9640,0.0217,0.0000,0.0000
157,WP_000073352.1,Cytoplasmic,0.0042,0.0066,0.9779,0.0113,0.0000,0.0000
158,WP_000074018.1,Cytoplasmic Membrane,0.0047,0.0316,0.0156,0.9482,0.0000,0.0000
159,WP_000074048.1,Cytoplasmic,0.0005,0.0152,0.9833,0.0009,0.0000,0.0000
160,WP_000075714.1,Cytoplasmic,0.0001,0.0173,0.9512,0.0314,0.0000,0.0000
161,WP_000076036.1,Cytoplasmic,0.0003,0.1224,0.8758,0.0015,0.0000,0.0000
162,WP_000076405.1,Cytoplasmic,0.0000,0.0675,0.9295,0.0029,0.0000,0.0000
163,WP_000076661.1,Cytoplasmic,0.0002,0.0186,0.9785,0.0028,0.0000,0.0000
164,WP_000076693.1,Cytoplasmic,0.0001,0.0053,0.9933,0.0013,0.0000,0.0000
165,WP_000076920.1,Cytoplasmic,0.0004,0.0012,0.9620,0.0364,0.0000,0.0000
166,WP_000077320.1,Cytoplasmic,0.0022,0.0100,0.9761,0.0118,0.0000,0.0000
167,WP_000077351.1,Cytoplasmic,0.0010,0.0019,0.9967,0.0005,0.0000,0.0000
168,WP_000077576.1,Cytoplasmic,0.0015,0.0839,0.8878,0.0269,0.0000,0.0000
169,WP_000078092.1,Cytoplasmic Membrane,0.0000,0.0144,0.0149,0.9707,0.0000,0.0000
170,WP_000079317.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
171,WP_000079447.1,Cytoplasmic Membrane,0.0002,0.0346,0.1268,0.8385,0.0000,0.0000
172,WP_000080029.1,Cytoplasmic,0.0001,0.0051,0.9795,0.0153,0.0000,0.0000
173,WP_000080559.1,Cytoplasmic,0.0209,0.1660,0.4385,0.3746,0.0000,0.0000
174,WP_000081240.1,Cytoplasmic,0.0002,0.0214,0.9616,0.0168,0.0000,0.0000
175,WP_000081602.1,Cytoplasmic Membrane,0.0000,0.0218,0.0000,0.9782,0.0000,0.0000
176,WP_000082539.1,Cytoplasmic,0.0006,0.3607,0.6375,0.0012,0.0000,0.0000
177,WP_000082557.1,Cytoplasmic,0.0004,0.0249,0.9330,0.0418,0.0000,0.0000
178,WP_000082725.1,Cytoplasmic,0.0029,0.0256,0.9643,0.0072,0.0000,0.0000
179,WP_000083807.1,Cytoplasmic Membrane,0.0000,0.0005,0.0001,0.9994,0.0000,0.0000
180,WP_000084773.1,Cytoplasmic Membrane,0.0001,0.0015,0.0001,0.9982,0.0000,0.0000
181,WP_000084829.1,Cytoplasmic,0.0000,0.0026,0.9971,0.0003,0.0000,0.0000
182,WP_000085808.1,Cytoplasmic,0.0003,0.1694,0.8169,0.0134,0.0000,0.0000
183,WP_000087110.1,Cytoplasmic,0.0007,0.0031,0.9957,0.0005,0.0000,0.0000
184,WP_000087385.1,Cytoplasmic,0.0001,0.0013,0.9978,0.0008,0.0000,0.0000
185,WP_000087561.1,Cytoplasmic,0.0010,0.2070,0.6493,0.1427,0.0000,0.0000
186,WP_000088195.1,Cytoplasmic,0.0002,0.0243,0.9684,0.0071,0.0000,0.0000
187,WP_000088431.1,Cytoplasmic,0.0002,0.2397,0.6902,0.0699,0.0000,0.0000
188,WP_000088649.1,Cytoplasmic,0.0000,0.0017,0.9978,0.0006,0.0000,0.0000
189,WP_000088737.1,Cytoplasmic,0.0029,0.1032,0.7113,0.1827,0.0000,0.0000
190,WP_000089951.1,Cytoplasmic,0.0005,0.0237,0.9143,0.0615,0.0000,0.0000
191,WP_000090315.1,Cytoplasmic,0.0000,0.0037,0.9961,0.0002,0.0000,0.0000
192,WP_000090512.1,Extracellular,0.0000,0.7459,0.2528,0.0013,0.0000,0.0000
193,WP_000090796.1,Cytoplasmic,0.0001,0.4731,0.5258,0.0010,0.0000,0.0000
194,WP_000091445.1,Cytoplasmic Membrane,0.0001,0.0184,0.0001,0.9814,0.0000,0.0000
195,WP_000091975.1,Extracellular,0.0003,0.7847,0.2113,0.0037,0.0000,0.0000
196,WP_000093349.1,Cytoplasmic,0.0001,0.0042,0.9952,0.0006,0.0000,0.0000
197,WP_000094582.1,Cytoplasmic,0.0018,0.0220,0.9638,0.0124,0.0000,0.0000
198,WP_000094898.1,Cytoplasmic Membrane,0.0001,0.0203,0.0001,0.9795,0.0000,0.0000
199,WP_000095327.1,Cytoplasmic,0.0002,0.0259,0.9731,0.0008,0.0000,0.0000
200,WP_000097322.1,Cytoplasmic,0.0000,0.0042,0.9948,0.0010,0.0000,0.0000
201,WP_000097457.1,Cytoplasmic,0.0003,0.0562,0.9418,0.0016,0.0000,0.0000
202,WP_000098285.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9990,0.0000,0.0000
203,WP_000101538.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
204,WP_000101625.1,Cytoplasmic,0.0008,0.0728,0.9194,0.0069,0.0000,0.0000
205,WP_000101976.1,Cytoplasmic,0.0000,0.0019,0.9911,0.0070,0.0000,0.0000
206,WP_000102740.1,Cytoplasmic,0.0003,0.0396,0.9511,0.0090,0.0000,0.0000
207,WP_000105070.1,Cytoplasmic,0.0059,0.0539,0.9181,0.0221,0.0000,0.0000
208,WP_000106141.1,Cytoplasmic,0.0001,0.1001,0.8993,0.0005,0.0000,0.0000
209,WP_000106185.1,Cytoplasmic,0.0003,0.0127,0.8798,0.1072,0.0000,0.0000
210,WP_000106336.1,Cytoplasmic Membrane,0.0003,0.0207,0.0005,0.9785,0.0000,0.0000
211,WP_000108667.1,Cytoplasmic,0.0002,0.0019,0.9895,0.0084,0.0000,0.0000
212,WP_000109910.1,Cytoplasmic,0.0012,0.2547,0.6085,0.1355,0.0000,0.0000
213,WP_000109972.1,Cytoplasmic,0.0013,0.0090,0.9777,0.0120,0.0000,0.0000
214,WP_000110011.1,Cytoplasmic,0.0003,0.1025,0.8939,0.0034,0.0000,0.0000
215,WP_000110023.1,Extracellular,0.0046,0.5833,0.3772,0.0349,0.0000,0.0000
216,WP_000110251.1,Cytoplasmic,0.0003,0.1190,0.8738,0.0069,0.0000,0.0000
217,WP_000110600.1,Cytoplasmic Membrane,0.0004,0.0041,0.0158,0.9797,0.0000,0.0000
218,WP_000111118.1,Cytoplasmic Membrane,0.0000,0.0044,0.0006,0.9949,0.0000,0.0000
219,WP_000113262.1,Cytoplasmic,0.0002,0.0782,0.9196,0.0020,0.0000,0.0000
220,WP_000113851.1,Cytoplasmic,0.0003,0.0716,0.9272,0.0009,0.0000,0.0000
221,WP_000113974.1,Cytoplasmic,0.0008,0.1350,0.8391,0.0252,0.0000,0.0000
222,WP_000114516.1,Cytoplasmic,0.0075,0.1228,0.8421,0.0276,0.0000,0.0000
223,WP_000116229.1,Cytoplasmic,0.0001,0.0728,0.9264,0.0008,0.0000,0.0000
224,WP_000118311.1,Cytoplasmic,0.0307,0.0949,0.7943,0.0801,0.0000,0.0000
225,WP_000119691.1,Cytoplasmic,0.0000,0.1607,0.8386,0.0006,0.0000,0.0000
226,WP_000120109.1,Cytoplasmic Membrane,0.0000,0.0011,0.0001,0.9988,0.0000,0.0000
227,WP_000120309.1,Cell wall & surface,0.5753,0.2021,0.0002,0.2223,0.0000,0.0000
228,WP_000120368.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
229,WP_000120494.1,Cytoplasmic,0.0001,0.1069,0.8918,0.0012,0.0000,0.0000
230,WP_000120549.1,Cytoplasmic,0.0013,0.0415,0.9116,0.0456,0.0000,0.0000
231,WP_000121122.1,Cytoplasmic Membrane,0.0000,0.0018,0.0000,0.9982,0.0000,0.0000
232,WP_000121875.1,Cytoplasmic,0.0001,0.0035,0.9855,0.0108,0.0000,0.0000
233,WP_000122337.1,Cytoplasmic,0.0001,0.2774,0.7138,0.0086,0.0000,0.0000
234,WP_000123164.1,Cytoplasmic,0.0009,0.0402,0.9567,0.0022,0.0000,0.0000
235,WP_000123402.1,Cytoplasmic,0.0013,0.0510,0.8727,0.0750,0.0000,0.0000
236,WP_000124353.1,Cytoplasmic,0.0004,0.0568,0.8863,0.0564,0.0000,0.0000
237,WP_000125697.1,Cytoplasmic,0.0000,0.0021,0.9978,0.0001,0.0000,0.0000
238,WP_000127573.1,Cytoplasmic,0.0001,0.0005,0.9993,0.0001,0.0000,0.0000
239,WP_000127607.1,Cytoplasmic,0.0000,0.0018,0.9980,0.0002,0.0000,0.0000
240,WP_000127997.1,Cytoplasmic Membrane,0.0002,0.0048,0.0004,0.9946,0.0000,0.0000
241,WP_000128354.1,Cytoplasmic,0.0051,0.0970,0.5899,0.3080,0.0000,0.0000
242,WP_000128656.1,Cytoplasmic,0.0004,0.0830,0.9048,0.0118,0.0000,0.0000
243,WP_000128898.1,Cytoplasmic,0.0007,0.2517,0.6267,0.1209,0.0000,0.0000
244,WP_000129068.1,Cytoplasmic,0.0000,0.0017,0.9963,0.0021,0.0000,0.0000
245,WP_000129411.1,Cytoplasmic,0.0004,0.0830,0.8828,0.0338,0.0000,0.0000
246,WP_000129653.1,Cytoplasmic,0.0001,0.0005,0.9972,0.0021,0.0000,0.0000
247,WP_000130138.1,Cytoplasmic,0.0003,0.0102,0.9131,0.0764,0.0000,0.0000
248,WP_000130461.1,Cytoplasmic,0.0002,0.0024,0.9375,0.0599,0.0000,0.0000
249,WP_000130763.1,Cytoplasmic Membrane,0.0000,0.0013,0.0000,0.9987,0.0000,0.0000
250,WP_000131845.1,Cytoplasmic Membrane,0.0017,0.1818,0.3337,0.4828,0.0000,0.0000
251,WP_000132890.1,Cytoplasmic,0.0004,0.0477,0.9491,0.0028,0.0000,0.0000
252,WP_000133304.1,Cytoplasmic,0.0013,0.0522,0.9147,0.0317,0.0000,0.0000
253,WP_000133954.1,Cytoplasmic,0.0002,0.0044,0.9931,0.0022,0.0000,0.0000
254,WP_000134232.1,Cytoplasmic,0.0001,0.1956,0.8013,0.0031,0.0000,0.0000
255,WP_000134536.1,Cytoplasmic,0.0001,0.0055,0.9942,0.0003,0.0000,0.0000
256,WP_000134765.1,Cytoplasmic,0.0000,0.0039,0.9833,0.0127,0.0000,0.0000
257,WP_000134779.1,Cytoplasmic,0.0000,0.0025,0.9972,0.0004,0.0000,0.0000
258,WP_000134963.1,Cytoplasmic,0.0001,0.0494,0.9429,0.0075,0.0000,0.0000
259,WP_000136014.1,Cytoplasmic,0.0034,0.1251,0.8563,0.0153,0.0000,0.0000
260,WP_000136166.1,Cytoplasmic,0.0000,0.0587,0.9408,0.0005,0.0000,0.0000
261,WP_000136253.1,Cytoplasmic,0.0002,0.1521,0.8472,0.0006,0.0000,0.0000
262,WP_000136500.1,Cytoplasmic,0.0000,0.0022,0.9977,0.0001,0.0000,0.0000
263,WP_000136643.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
264,WP_000136950.1,Cytoplasmic Membrane,0.0045,0.0653,0.4365,0.4937,0.0000,0.0000
265,WP_000137775.1,Cytoplasmic,0.0002,0.0007,0.8940,0.1051,0.0000,0.0000
266,WP_000138213.1,Cytoplasmic,0.0002,0.0165,0.9447,0.0385,0.0000,0.0000
267,WP_000138343.1,Cytoplasmic Membrane,0.0001,0.0653,0.0000,0.9346,0.0000,0.0000
268,WP_000138403.1,Cytoplasmic,0.0008,0.0044,0.8973,0.0975,0.0000,0.0000
269,WP_000138475.1,Cytoplasmic,0.0036,0.2893,0.7063,0.0008,0.0000,0.0000
270,WP_000138487.1,Cytoplasmic,0.0002,0.0301,0.9672,0.0026,0.0000,0.0000
271,WP_000138645.1,Cytoplasmic Membrane,0.0001,0.0042,0.1221,0.8736,0.0000,0.0000
