,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
23,WP_000011718.1,Cytoplasmic Membrane,0.0023,0.1976,0.0039,0.7962,0.0000,0.0000
24,WP_000015645.1,Cytoplasmic,0.0000,0.0004,0.9990,0.0006,0.0000,0.0000
25,WP_000017736.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
26,WP_000018608.1,Cytoplasmic,0.0011,0.0258,0.9251,0.0480,0.0000,0.0000
27,WP_000019121.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
28,WP_000019682.1,Cytoplasmic,0.0004,0.1360,0.8573,0.0063,0.0000,0.0000
29,WP_000019744.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
30,WP_000020295.1,Cytoplasmic,0.0003,0.0023,0.9964,0.0010,0.0000,0.0000
31,WP_000020359.1,Cytoplasmic,0.0002,0.0021,0.9964,0.0013,0.0000,0.0000
32,WP_000020793.1,Extracellular,0.0012,0.9757,0.0001,0.0231,0.0000,0.0000
33,WP_000020853.1,Cytoplasmic,0.0000,0.0453,0.9533,0.0014,0.0000,0.0000
34,WP_000021445.1,Cytoplasmic,0.0000,0.0090,0.9908,0.0002,0.0000,0.0000
35,WP_000021865.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
36,WP_000022326.1,Cytoplasmic,0.0011,0.0261,0.6096,0.3632,0.0000,0.0000
37,WP_000022728.1,Cytoplasmic,0.0006,0.0472,0.9516,0.0007,0.0000,0.0000
38,WP_000023328.1,Cytoplasmic,0.0010,0.0128,0.7350,0.2513,0.0000,0.0000
39,WP_000024135.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
40,WP_000024500.1,Cytoplasmic,0.0000,0.0057,0.9943,0.0000,0.0000,0.0000
41,WP_000024827.1,Extracellular,0.0002,0.6817,0.3165,0.0016,0.0000,0.0000
42,WP_000025274.1,Cytoplasmic,0.0007,0.1327,0.4936,0.3730,0.0000,0.0000
43,WP_000025835.1,Cytoplasmic Membrane,0.0000,0.0735,0.0000,0.9265,0.0000,0.0000
44,WP_000026189.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
45,WP_000026308.1,Cytoplasmic,0.0002,0.1288,0.8675,0.0035,0.0000,0.0000
46,WP_000027069.1,Cytoplasmic,0.0001,0.2383,0.7516,0.0100,0.0000,0.0000
47,WP_000027928.1,Cytoplasmic,0.0033,0.0718,0.9020,0.0229,0.0000,0.0000
48,WP_000028424.1,Cytoplasmic,0.0012,0.2216,0.7607,0.0165,0.0000,0.0000
49,WP_000028594.1,Cytoplasmic,0.0004,0.0056,0.9908,0.0032,0.0000,0.0000
50,WP_000028608.1,Cytoplasmic,0.0005,0.0052,0.9902,0.0042,0.0000,0.0000
51,WP_000029200.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
52,WP_000029540.1,Cytoplasmic Membrane,0.0052,0.0954,0.3735,0.5258,0.0000,0.0000
53,WP_000030058.1,Cytoplasmic,0.0001,0.0124,0.9819,0.0056,0.0000,0.0000
54,WP_000030820.1,Cytoplasmic,0.0002,0.0089,0.9883,0.0026,0.0000,0.0000
55,WP_000031108.1,Cytoplasmic,0.0017,0.0024,0.9955,0.0005,0.0000,0.0000
56,WP_000031260.1,Cytoplasmic Membrane,0.0002,0.0045,0.4531,0.5422,0.0000,0.0000
57,WP_000031403.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9995,0.0000,0.0000
58,WP_000031514.1,Cytoplasmic,0.0001,0.0020,0.9979,0.0001,0.0000,0.0000
59,WP_000031892.1,Cytoplasmic,0.0001,0.0056,0.9925,0.0019,0.0000,0.0000
60,WP_000032649.1,Cytoplasmic,0.0001,0.0326,0.9662,0.0011,0.0000,0.0000
61,WP_000032742.1,Cytoplasmic,0.0016,0.0520,0.8821,0.0643,0.0000,0.0000
62,WP_000032836.1,Cytoplasmic Membrane,0.0000,0.0025,0.0000,0.9975,0.0000,0.0000
63,WP_000033477.1,Cytoplasmic Membrane,0.0000,0.0035,0.0004,0.9960,0.0000,0.0000
64,WP_000034511.1,Cytoplasmic,0.0000,0.0038,0.9958,0.0003,0.0000,0.0000
65,WP_000034716.1,Cytoplasmic,0.0024,0.0419,0.9510,0.0047,0.0000,0.0000
66,WP_000034729.1,Cytoplasmic,0.0001,0.0496,0.6487,0.3017,0.0000,0.0000
67,WP_000034972.1,Cytoplasmic Membrane,0.0042,0.0275,0.0001,0.9683,0.0000,0.0000
68,WP_000035058.1,Cytoplasmic,0.0005,0.2020,0.7947,0.0027,0.0000,0.0000
69,WP_000035320.1,Cytoplasmic,0.0014,0.0775,0.8799,0.0412,0.0000,0.0000
70,WP_000035764.1,Cytoplasmic Membrane,0.0002,0.0036,0.0006,0.9956,0.0000,0.0000
71,WP_000036009.1,Cytoplasmic,0.0003,0.0056,0.9153,0.0787,0.0000,0.0000
72,WP_000036076.1,Cytoplasmic,0.0001,0.0628,0.9366,0.0005,0.0000,0.0000
73,WP_000036086.1,Extracellular,0.0009,0.8980,0.0954,0.0058,0.0000,0.0000
74,WP_000036325.1,Cytoplasmic Membrane,0.0000,0.0014,0.0001,0.9985,0.0000,0.0000
75,WP_000036631.1,Cytoplasmic,0.0000,0.0004,0.9995,0.0001,0.0000,0.0000
76,WP_000037326.1,Cytoplasmic,0.0008,0.0517,0.7613,0.1863,0.0000,0.0000
77,WP_000038224.1,Cytoplasmic Membrane,0.0015,0.2607,0.0001,0.7377,0.0000,0.0000
78,WP_000038521.1,Cytoplasmic Membrane,0.0176,0.1631,0.0001,0.8193,0.0000,0.0000
79,WP_000038962.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
80,WP_000040052.1,Cytoplasmic,0.0001,0.0123,0.9868,0.0008,0.0000,0.0000
81,WP_000040069.1,Cytoplasmic,0.0001,0.0376,0.9615,0.0008,0.0000,0.0000
82,WP_000040605.1,Cytoplasmic,0.0018,0.0245,0.7322,0.2415,0.0000,0.0000
83,WP_000040872.1,Cytoplasmic,0.0036,0.0082,0.9869,0.0013,0.0000,0.0000
84,WP_000041872.1,Extracellular,0.0066,0.6387,0.3249,0.0298,0.0000,0.0000
85,WP_000043237.1,Cytoplasmic,0.0001,0.0025,0.9968,0.0006,0.0000,0.0000
86,WP_000043646.1,Cytoplasmic,0.0000,0.0082,0.9910,0.0008,0.0000,0.0000
87,WP_000044568.1,Cell wall & surface,0.8584,0.1398,0.0000,0.0018,0.0000,0.0000
88,WP_000044799.1,Cytoplasmic,0.0000,0.0004,0.9996,0.0000,0.0000,0.0000
89,WP_000046022.1,Extracellular,0.0000,0.9987,0.0000,0.0012,0.0000,0.0000
90,WP_000046076.1,Cytoplasmic Membrane,0.0006,0.0576,0.3360,0.6058,0.0000,0.0000
91,WP_000046602.1,Cytoplasmic,0.0022,0.0473,0.8855,0.0650,0.0000,0.0000
92,WP_000046620.1,Cytoplasmic,0.0000,0.0457,0.9073,0.0470,0.0000,0.0000
93,WP_000047009.1,Cytoplasmic,0.0012,0.0227,0.9737,0.0024,0.0000,0.0000
94,WP_000047254.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
95,WP_000047824.1,Cytoplasmic,0.0004,0.0204,0.9572,0.0220,0.0000,0.0000
96,WP_000048060.1,Cytoplasmic,0.0000,0.4518,0.5478,0.0004,0.0000,0.0000
97,WP_000048712.1,Cytoplasmic,0.0001,0.0167,0.9784,0.0048,0.0000,0.0000
98,WP_000049146.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9992,0.0000,0.0000
99,WP_000049478.1,Cytoplasmic,0.0007,0.0423,0.9543,0.0027,0.0000,0.0000
100,WP_000049916.1,Cytoplasmic,0.0007,0.0037,0.9933,0.0024,0.0000,0.0000
101,WP_000050764.1,Cytoplasmic,0.0000,0.0005,0.9995,0.0000,0.0000,0.0000
102,WP_000050973.1,Cytoplasmic,0.0001,0.1950,0.8027,0.0023,0.0000,0.0000
103,WP_000051208.1,Cytoplasmic,0.0003,0.0648,0.9238,0.0111,0.0000,0.0000
104,WP_000052076.1,Cytoplasmic Membrane,0.0000,0.0015,0.0000,0.9985,0.0000,0.0000
105,WP_000052305.1,Cytoplasmic Membrane,0.0002,0.0491,0.1647,0.7860,0.0000,0.0000
106,WP_000052590.1,Cytoplasmic,0.0002,0.0676,0.8421,0.0900,0.0000,0.0000
107,WP_000052781.1,Cytoplasmic,0.0005,0.1329,0.8651,0.0015,0.0000,0.0000
108,WP_000054607.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
109,WP_000055340.1,Cytoplasmic,0.0001,0.0040,0.9670,0.0289,0.0000,0.0000
110,WP_000055852.1,Cytoplasmic,0.0001,0.0126,0.9594,0.0279,0.0000,0.0000
111,WP_000056386.1,Extracellular,0.0008,0.9990,0.0002,0.0000,0.0000,0.0000
112,WP_000057330.1,Cytoplasmic,0.0000,0.0365,0.9446,0.0189,0.0000,0.0000
113,WP_000057562.1,Cytoplasmic,0.0082,0.0161,0.6253,0.3504,0.0000,0.0000
114,WP_000057594.1,Cytoplasmic,0.0002,0.0062,0.9920,0.0016,0.0000,0.0000
115,WP_000058389.1,Cytoplasmic,0.0005,0.1963,0.7877,0.0155,0.0000,0.0000
116,WP_000060762.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
117,WP_000061866.1,Cytoplasmic,0.0060,0.2911,0.5629,0.1400,0.0000,0.0000
118,WP_000062407.1,Cytoplasmic Membrane,0.0000,0.0007,0.0000,0.9992,0.0000,0.0000
119,WP_000062644.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
120,WP_000063550.1,Cytoplasmic Membrane,0.0001,0.0068,0.0004,0.9928,0.0000,0.0000
121,WP_000064078.1,Cytoplasmic,0.0001,0.0006,0.9923,0.0070,0.0000,0.0000
122,WP_000064214.1,Cytoplasmic,0.0245,0.1349,0.8401,0.0005,0.0000,0.0000
123,WP_000064770.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
124,WP_000065020.1,Cytoplasmic,0.0007,0.0033,0.9935,0.0025,0.0000,0.0000
125,WP_000066020.1,Cytoplasmic Membrane,0.0001,0.0462,0.0001,0.9536,0.0000,0.0000
126,WP_000066053.1,Cytoplasmic,0.0001,0.0106,0.9877,0.0016,0.0000,0.0000
127,WP_000066097.1,Cytoplasmic,0.0000,0.0073,0.9924,0.0003,0.0000,0.0000
128,WP_000066368.1,Cytoplasmic,0.0049,0.3088,0.6098,0.0765,0.0000,0.0000
129,WP_000066381.1,Cytoplasmic,0.0003,0.1474,0.8352,0.0171,0.0000,0.0000
130,WP_000066528.1,Cytoplasmic Membrane,0.0011,0.0224,0.0544,0.9221,0.0000,0.0000
131,WP_000066900.1,Cytoplasmic,0.0009,0.0326,0.9120,0.0545,0.0000,0.0000
132,WP_000067117.1,Cytoplasmic,0.0037,0.0069,0.9534,0.0360,0.0000,0.0000
133,WP_000067127.1,Extracellular,0.0206,0.9064,0.0665,0.0065,0.0000,0.0000
134,WP_000067246.1,Cytoplasmic,0.0002,0.4755,0.5048,0.0195,0.0000,0.0000
135,WP_000067344.1,Cytoplasmic Membrane,0.0007,0.0171,0.1132,0.8689,0.0000,0.0000
136,WP_000068176.1,Cytoplasmic,0.0002,0.0213,0.9680,0.0104,0.0000,0.0000
137,WP_000068610.1,Cytoplasmic,0.0011,0.0034,0.8846,0.1110,0.0000,0.0000
138,WP_000069091.1,Cytoplasmic,0.0000,0.0073,0.9885,0.0042,0.0000,0.0000
139,WP_000069297.1,Cytoplasmic Membrane,0.0081,0.1070,0.0012,0.8837,0.0000,0.0000
140,WP_000070637.1,Cytoplasmic Membrane,0.0002,0.4535,0.0000,0.5463,0.0000,0.0000
141,WP_000070828.1,Cytoplasmic Membrane,0.0016,0.2911,0.0000,0.7072,0.0000,0.0000
142,WP_000070865.1,Cytoplasmic,0.0020,0.1851,0.8088,0.0041,0.0000,0.0000
143,WP_000070962.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9993,0.0000,0.0000
144,WP_000071351.1,Cytoplasmic,0.0000,0.0042,0.9952,0.0006,0.0000,0.0000
145,WP_000071902.1,Cytoplasmic,0.0000,0.0111,0.9877,0.0011,0.0000,0.0000
146,WP_000072151.1,Cytoplasmic Membrane,0.0000,0.0007,0.0000,0.9992,0.0000,0.0000
147,WP_000072391.1,Cytoplasmic,0.0009,0.2440,0.6407,0.1144,0.0000,0.0000
148,WP_000072467.1,Cytoplasmic Membrane,0.0000,0.0041,0.0002,0.9957,0.0000,0.0000
149,WP_000072554.1,Cytoplasmic,0.0015,0.1944,0.7953,0.0087,0.0000,0.0000
150,WP_000072616.1,Cytoplasmic,0.0026,0.3622,0.6279,0.0073,0.0000,0.0000
151,WP_000072681.1,Cytoplasmic,0.0002,0.0280,0.9660,0.0058,0.0000,0.0000
152,WP_000073178.1,Cytoplasmic,0.0009,0.0022,0.9852,0.0116,0.0000,0.0000
153,WP_000073195.1,Cytoplasmic,0.0013,0.0131,0.9640,0.0217,0.0000,0.0000
154,WP_000073342.1,Cytoplasmic,0.0039,0.0055,0.9791,0.0115,0.0000,0.0000
155,WP_000074013.1,Cytoplasmic Membrane,0.0033,0.0219,0.0100,0.9648,0.0000,0.0000
156,WP_000074048.1,Cytoplasmic,0.0005,0.0152,0.9833,0.0009,0.0000,0.0000
157,WP_000075712.1,Cytoplasmic,0.0001,0.0174,0.9503,0.0323,0.0000,0.0000
158,WP_000076033.1,Cytoplasmic,0.0003,0.1241,0.8740,0.0015,0.0000,0.0000
159,WP_000076402.1,Cytoplasmic,0.0000,0.0679,0.9288,0.0032,0.0000,0.0000
160,WP_000076662.1,Cytoplasmic,0.0002,0.0194,0.9782,0.0022,0.0000,0.0000
161,WP_000076689.1,Cytoplasmic,0.0001,0.0056,0.9930,0.0013,0.0000,0.0000
162,WP_000076925.1,Cytoplasmic,0.0006,0.0013,0.9537,0.0445,0.0000,0.0000
163,WP_000077331.1,Cytoplasmic,0.0019,0.0097,0.9767,0.0117,0.0000,0.0000
164,WP_000077355.1,Cytoplasmic,0.0009,0.0022,0.9965,0.0005,0.0000,0.0000
165,WP_000077551.1,Cytoplasmic,0.0016,0.0907,0.8761,0.0316,0.0000,0.0000
166,WP_000078097.1,Cytoplasmic Membrane,0.0000,0.0141,0.0150,0.9709,0.0000,0.0000
167,WP_000079140.1,Cytoplasmic Membrane,0.0000,0.0162,0.0003,0.9834,0.0000,0.0000
168,WP_000079318.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9999,0.0000,0.0000
169,WP_000079444.1,Cytoplasmic Membrane,0.0002,0.0384,0.1403,0.8211,0.0000,0.0000
170,WP_000080026.1,Cytoplasmic,0.0001,0.0046,0.9788,0.0165,0.0000,0.0000
171,WP_000081240.1,Cytoplasmic,0.0002,0.0214,0.9616,0.0168,0.0000,0.0000
172,WP_000081602.1,Cytoplasmic Membrane,0.0000,0.0218,0.0000,0.9782,0.0000,0.0000
173,WP_000082534.1,Cytoplasmic,0.0006,0.3778,0.6203,0.0012,0.0000,0.0000
174,WP_000082565.1,Cytoplasmic,0.0003,0.0205,0.9500,0.0291,0.0000,0.0000
175,WP_000082737.1,Cytoplasmic,0.0030,0.0263,0.9633,0.0075,0.0000,0.0000
176,WP_000083790.1,Cytoplasmic Membrane,0.0000,0.0007,0.0001,0.9992,0.0000,0.0000
177,WP_000084781.1,Cytoplasmic Membrane,0.0001,0.0015,0.0001,0.9983,0.0000,0.0000
178,WP_000084826.1,Cytoplasmic,0.0000,0.0025,0.9972,0.0002,0.0000,0.0000
179,WP_000087113.1,Cytoplasmic,0.0006,0.0033,0.9958,0.0004,0.0000,0.0000
180,WP_000087385.1,Cytoplasmic,0.0001,0.0013,0.9978,0.0008,0.0000,0.0000
181,WP_000087561.1,Cytoplasmic,0.0010,0.2070,0.6493,0.1427,0.0000,0.0000
182,WP_000088195.1,Cytoplasmic,0.0002,0.0243,0.9684,0.0071,0.0000,0.0000
183,WP_000088437.1,Cytoplasmic,0.0002,0.2486,0.6882,0.0630,0.0000,0.0000
184,WP_000088650.1,Cytoplasmic,0.0000,0.0019,0.9975,0.0006,0.0000,0.0000
185,WP_000088727.1,Cytoplasmic,0.0026,0.1145,0.7282,0.1547,0.0000,0.0000
186,WP_000089945.1,Cytoplasmic,0.0005,0.0232,0.9174,0.0589,0.0000,0.0000
187,WP_000090315.1,Cytoplasmic,0.0000,0.0037,0.9961,0.0002,0.0000,0.0000
188,WP_000090512.1,Extracellular,0.0000,0.7459,0.2528,0.0013,0.0000,0.0000
189,WP_000090796.1,Cytoplasmic,0.0001,0.4731,0.5258,0.0010,0.0000,0.0000
190,WP_000091445.1,Cytoplasmic Membrane,0.0001,0.0184,0.0001,0.9814,0.0000,0.0000
191,WP_000091975.1,Extracellular,0.0003,0.7847,0.2113,0.0037,0.0000,0.0000
192,WP_000093352.1,Cytoplasmic,0.0001,0.0050,0.9944,0.0005,0.0000,0.0000
193,WP_000094093.1,Cytoplasmic,0.0003,0.0265,0.9723,0.0009,0.0000,0.0000
194,WP_000094571.1,Cytoplasmic,0.0016,0.0217,0.9641,0.0126,0.0000,0.0000
195,WP_000095333.1,Cytoplasmic,0.0002,0.0211,0.9780,0.0008,0.0000,0.0000
196,WP_000095386.1,Extracellular,0.0003,0.7533,0.2445,0.0019,0.0000,0.0000
197,WP_000097322.1,Cytoplasmic,0.0000,0.0042,0.9948,0.0010,0.0000,0.0000
198,WP_000097463.1,Cytoplasmic,0.0003,0.0578,0.9401,0.0017,0.0000,0.0000
199,WP_000098286.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9991,0.0000,0.0000
200,WP_000101275.1,Cytoplasmic,0.0004,0.0140,0.9821,0.0035,0.0000,0.0000
201,WP_000101538.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
202,WP_000101625.1,Cytoplasmic,0.0008,0.0728,0.9194,0.0069,0.0000,0.0000
203,WP_000101976.1,Cytoplasmic,0.0000,0.0019,0.9911,0.0070,0.0000,0.0000
204,WP_000102737.1,Cytoplasmic,0.0003,0.0518,0.9382,0.0097,0.0000,0.0000
205,WP_000105077.1,Cytoplasmic,0.0065,0.0647,0.9066,0.0222,0.0000,0.0000
206,WP_000106134.1,Cytoplasmic,0.0001,0.0828,0.9166,0.0005,0.0000,0.0000
207,WP_000106185.1,Cytoplasmic,0.0003,0.0127,0.8798,0.1072,0.0000,0.0000
208,WP_000106326.1,Cytoplasmic Membrane,0.0002,0.0163,0.0004,0.9831,0.0000,0.0000
209,WP_000108669.1,Cytoplasmic,0.0002,0.0019,0.9902,0.0077,0.0000,0.0000
210,WP_000109713.1,Cytoplasmic,0.0010,0.0109,0.9801,0.0079,0.0000,0.0000
211,WP_000109904.1,Cytoplasmic,0.0012,0.2327,0.6286,0.1375,0.0000,0.0000
212,WP_000110011.1,Cytoplasmic,0.0003,0.1025,0.8939,0.0034,0.0000,0.0000
213,WP_000110022.1,Extracellular,0.0049,0.6083,0.3539,0.0329,0.0000,0.0000
214,WP_000110246.1,Cytoplasmic,0.0002,0.1091,0.8842,0.0065,0.0000,0.0000
215,WP_000110603.1,Cytoplasmic Membrane,0.0004,0.0041,0.0143,0.9811,0.0000,0.0000
216,WP_000111367.1,Cytoplasmic Membrane,0.0001,0.0037,0.0002,0.9960,0.0000,0.0000
217,WP_000113263.1,Cytoplasmic,0.0002,0.0771,0.9210,0.0016,0.0000,0.0000
218,WP_000113851.1,Cytoplasmic,0.0003,0.0716,0.9272,0.0009,0.0000,0.0000
219,WP_000113974.1,Cytoplasmic,0.0008,0.1350,0.8391,0.0252,0.0000,0.0000
220,WP_000114227.1,Extracellular,0.0064,0.6140,0.3271,0.0525,0.0000,0.0000
221,WP_000116242.1,Cytoplasmic,0.0000,0.0895,0.9097,0.0008,0.0000,0.0000
222,WP_000118169.1,Cytoplasmic Membrane,0.0000,0.0011,0.0000,0.9988,0.0000,0.0000
223,WP_000118298.1,Cytoplasmic,0.0244,0.0945,0.8081,0.0729,0.0000,0.0000
224,WP_000119691.1,Cytoplasmic,0.0000,0.1607,0.8386,0.0006,0.0000,0.0000
225,WP_000120115.1,Cytoplasmic Membrane,0.0000,0.0011,0.0001,0.9989,0.0000,0.0000
226,WP_000120322.1,Cell wall & surface,0.6380,0.1638,0.0003,0.1979,0.0000,0.0000
227,WP_000120368.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
228,WP_000120494.1,Cytoplasmic,0.0001,0.1069,0.8918,0.0012,0.0000,0.0000
229,WP_000120549.1,Cytoplasmic,0.0013,0.0415,0.9116,0.0456,0.0000,0.0000
230,WP_000121122.1,Cytoplasmic Membrane,0.0000,0.0018,0.0000,0.9982,0.0000,0.0000
231,WP_000121871.1,Cytoplasmic,0.0001,0.0045,0.9851,0.0103,0.0000,0.0000
232,WP_000122351.1,Cytoplasmic,0.0001,0.2762,0.7141,0.0096,0.0000,0.0000
233,WP_000122620.1,Cytoplasmic,0.0006,0.0370,0.9206,0.0419,0.0000,0.0000
234,WP_000123175.1,Cytoplasmic,0.0009,0.0374,0.9594,0.0023,0.0000,0.0000
235,WP_000123403.1,Cytoplasmic,0.0014,0.0498,0.8748,0.0741,0.0000,0.0000
236,WP_000124353.1,Cytoplasmic,0.0004,0.0568,0.8863,0.0564,0.0000,0.0000
237,WP_000125707.1,Cytoplasmic,0.0000,0.0023,0.9977,0.0001,0.0000,0.0000
238,WP_000127572.1,Cytoplasmic,0.0001,0.0005,0.9993,0.0001,0.0000,0.0000
239,WP_000127587.1,Cytoplasmic,0.0000,0.0023,0.9975,0.0001,0.0000,0.0000
240,WP_000127986.1,Cytoplasmic Membrane,0.0002,0.0050,0.0003,0.9945,0.0000,0.0000
241,WP_000128367.1,Cytoplasmic,0.0053,0.1013,0.5914,0.3021,0.0000,0.0000
242,WP_000128658.1,Cytoplasmic,0.0005,0.0828,0.9023,0.0144,0.0000,0.0000
243,WP_000129076.1,Cytoplasmic,0.0000,0.0020,0.9951,0.0028,0.0000,0.0000
244,WP_000129407.1,Cytoplasmic,0.0004,0.0876,0.8762,0.0358,0.0000,0.0000
245,WP_000129645.1,Cytoplasmic,0.0001,0.0006,0.9972,0.0020,0.0000,0.0000
246,WP_000130135.1,Cytoplasmic,0.0003,0.0102,0.9183,0.0713,0.0000,0.0000
247,WP_000130471.1,Cytoplasmic,0.0003,0.0025,0.9397,0.0574,0.0000,0.0000
248,WP_000130759.1,Cytoplasmic Membrane,0.0000,0.0011,0.0000,0.9989,0.0000,0.0000
249,WP_000131379.1,Cytoplasmic,0.0005,0.0165,0.9719,0.0110,0.0000,0.0000
250,WP_000131833.1,Cytoplasmic Membrane,0.0018,0.1873,0.3000,0.5109,0.0000,0.0000
251,WP_000132194.1,Cytoplasmic,0.0006,0.0160,0.9665,0.0169,0.0000,0.0000
252,WP_000132890.1,Cytoplasmic,0.0004,0.0477,0.9491,0.0028,0.0000,0.0000
253,WP_000133955.1,Cytoplasmic,0.0002,0.0044,0.9929,0.0024,0.0000,0.0000
254,WP_000134232.1,Cytoplasmic,0.0001,0.1956,0.8013,0.0031,0.0000,0.0000
255,WP_000134534.1,Cytoplasmic,0.0001,0.0058,0.9936,0.0004,0.0000,0.0000
256,WP_000134765.1,Cytoplasmic,0.0000,0.0039,0.9833,0.0127,0.0000,0.0000
257,WP_000134779.1,Cytoplasmic,0.0000,0.0025,0.9972,0.0004,0.0000,0.0000
258,WP_000134963.1,Cytoplasmic,0.0001,0.0494,0.9429,0.0075,0.0000,0.0000
259,WP_000136026.1,Cytoplasmic,0.0031,0.1050,0.8779,0.0140,0.0000,0.0000
260,WP_000136160.1,Cytoplasmic,0.0000,0.0632,0.9363,0.0005,0.0000,0.0000
261,WP_000136258.1,Cytoplasmic,0.0002,0.1289,0.8703,0.0006,0.0000,0.0000
262,WP_000136490.1,Cytoplasmic,0.0000,0.0018,0.9981,0.0000,0.0000,0.0000
263,WP_000136631.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
264,WP_000136920.1,Cytoplasmic,0.0007,0.2585,0.7054,0.0354,0.0000,0.0000
265,WP_000136956.1,Cytoplasmic Membrane,0.0046,0.0594,0.4618,0.4742,0.0000,0.0000
266,WP_000137775.1,Cytoplasmic,0.0002,0.0007,0.8940,0.1051,0.0000,0.0000
267,WP_000137786.1,Cytoplasmic,0.0038,0.0696,0.9256,0.0009,0.0000,0.0000
268,WP_000138218.1,Cytoplasmic,0.0002,0.0157,0.9463,0.0378,0.0000,0.0000
269,WP_000138353.1,Cytoplasmic Membrane,0.0001,0.0674,0.0000,0.9325,0.0000,0.0000
270,WP_000138416.1,Cytoplasmic,0.0008,0.0045,0.9001,0.0946,0.0000,0.0000
271,WP_000138475.1,Cytoplasmic,0.0036,0.2893,0.7063,0.0008,0.0000,0.0000
