accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000482651.1,0.0,0.092,0.0005,0.9075,0.0,0.0,0.037531,0.962469,0.099842,0.395425,0.504733
WP_000499652.1,0.0022,0.9883,0.0,0.0095,0.0,0.0,0.48465,0.51535,0.386535,0.599502,0.013963
WP_000527389.1,0.0062,0.292,0.0005,0.7014,0.0,0.0,0.916002,0.083998,0.018806,0.981074,0.000121
WP_000549218.1,0.0048,0.1104,0.0002,0.8846,0.0,0.0,0.9825,0.0175,0.016255,0.983686,5.9e-05
WP_000556760.1,0.0,0.0037,0.0,0.9963,0.0,0.0,0.1388,0.8612,0.49072,0.508869,0.000411
WP_000581882.1,0.0008,0.1947,0.0,0.8045,0.0,0.0,0.324389,0.675611,0.242676,0.755352,0.001971
WP_000582320.1,0.0,0.0005,0.0001,0.9994,0.0,0.0,0.881381,0.118619,0.281161,0.717992,0.000847
WP_000592299.1,0.0,0.0,0.0,1.0,0.0,0.0,0.37601,0.62399,0.247429,0.742542,0.010029
WP_000594513.1,0.0005,0.9991,0.0001,0.0003,0.0,0.0,0.804704,0.195296,0.047007,0.936897,0.016096
WP_000595021.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.574939,0.425061,0.077612,0.843481,0.078907
WP_000595263.1,0.0,0.0466,0.0109,0.9424,0.0,0.0,0.321532,0.678468,0.181348,0.818286,0.000366
WP_000595265.1,0.0,0.051,0.0129,0.9361,0.0,0.0,0.353027,0.646973,0.116164,0.883607,0.000229
WP_000603755.1,0.0,0.002,0.0001,0.9979,0.0,0.0,0.674594,0.325406,0.844435,0.122502,0.033063
WP_000604726.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.390349,0.609651,0.356924,0.642771,0.000305
WP_000611512.1,0.0008,0.0282,0.0009,0.9701,0.0,0.0,0.764401,0.235599,0.059394,0.939149,0.001457
WP_000645778.1,0.7411,0.1768,0.0005,0.0816,0.0,0.0,0.973069,0.026931,0.014219,0.985628,0.000154
WP_000648118.1,0.0351,0.1684,0.0204,0.7761,0.0,0.0,0.571459,0.428541,0.127275,0.822757,0.049968
WP_000649319.1,0.0003,0.2027,0.0003,0.7967,0.0,0.0,0.277218,0.722782,0.369562,0.622072,0.008367
WP_000649909.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.979898,0.020102,0.004262,0.995364,0.000374
WP_000668337.1,0.0661,0.0437,0.0,0.8902,0.0,0.0,0.954979,0.045021,0.030134,0.968063,0.001803
WP_000668628.1,0.0005,0.1377,0.0001,0.8617,0.0,0.0,0.705493,0.294507,0.008343,0.99147,0.000187
WP_000669040.1,0.0617,0.4317,0.0027,0.5039,0.0,0.0,0.993287,0.006713,0.006117,0.99378,0.000103
WP_000669339.1,0.0131,0.9693,0.0,0.0176,0.0,0.0,0.974998,0.025002,0.002746,0.997189,6.5e-05
WP_000669519.1,0.1069,0.8923,0.0001,0.0007,0.0,0.0,0.910886,0.089114,0.016382,0.983029,0.000589
WP_000669540.1,0.01,0.99,0.0,0.0001,0.0,0.0,0.941834,0.058166,0.005099,0.993078,0.001823
WP_000669700.1,0.0065,0.1378,0.0,0.8557,0.0,0.0,0.97834,0.02166,0.003591,0.985467,0.010943
WP_000675410.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.506832,0.493168,0.929346,0.069798,0.000856
WP_000676526.1,0.0129,0.9869,0.0001,0.0001,0.0,0.0,0.807279,0.192721,0.019009,0.950285,0.030706
WP_000681975.1,0.0001,0.0188,0.0,0.9811,0.0,0.0,0.049667,0.950333,0.433299,0.566592,0.000109
WP_000682089.1,0.0,0.0007,0.0,0.9992,0.0,0.0,0.462594,0.537406,0.158098,0.841805,9.7e-05
WP_000686182.1,0.0008,0.0229,0.1566,0.8197,0.0,0.0,0.595265,0.404735,0.145845,0.704541,0.149614
WP_000702263.1,0.0071,0.9928,0.0,0.0001,0.0,0.0,0.887039,0.112961,0.005917,0.987633,0.00645
WP_000703299.1,0.0229,0.2769,0.0004,0.6999,0.0,0.0,0.922718,0.077282,0.020389,0.979213,0.000399
WP_000703668.1,0.0014,0.3595,0.0041,0.635,0.0,0.0,0.366941,0.633059,0.373845,0.62474,0.001416
WP_000710579.1,0.0,1.0,0.0,0.0,0.0,0.0,0.981576,0.018424,0.00101,0.998944,4.5e-05
WP_000713067.1,0.0029,0.1008,0.0004,0.896,0.0,0.0,0.519848,0.480152,0.621972,0.376635,0.001393
WP_000713598.1,0.0005,0.0532,0.0001,0.9463,0.0,0.0,0.993013,0.006987,0.002564,0.997377,5.9e-05
WP_000717389.1,0.0042,0.9958,0.0,0.0,0.0,0.0,0.98732,0.01268,0.001717,0.998222,6.1e-05
WP_000720826.1,0.0264,0.2965,0.0005,0.6766,0.0,0.0,0.993071,0.006929,0.000954,0.998963,8.3e-05
WP_000721556.1,0.0007,0.0135,0.0,0.9857,0.0,0.0,0.975227,0.024773,0.002499,0.996017,0.001485
WP_000724888.1,0.008,0.0695,0.0001,0.9224,0.0,0.0,0.951416,0.048584,0.036038,0.963873,8.9e-05
WP_000725215.1,0.0057,0.9943,0.0,0.0,0.0,0.0,0.993977,0.006023,0.001206,0.99879,4e-06
WP_000725617.1,0.0408,0.9574,0.0001,0.0018,0.0,0.0,0.876018,0.123982,0.025903,0.969196,0.004901
WP_000725802.1,0.0,0.0014,0.0,0.9986,0.0,0.0,0.977334,0.022666,0.072056,0.92777,0.000174
WP_000726502.1,0.0002,0.9998,0.0,0.0,0.0,0.0,0.944757,0.055243,0.00495,0.994994,5.6e-05
WP_000727649.1,0.0015,0.9976,0.0,0.0008,0.0,0.0,0.94669,0.05331,0.004044,0.988907,0.007049
WP_000727720.1,0.6075,0.3923,0.0001,0.0001,0.0,0.0,0.920015,0.079985,0.034757,0.953337,0.011905
WP_000727756.1,0.0731,0.0697,0.0007,0.8565,0.0,0.0,0.997288,0.002712,0.00917,0.990751,7.9e-05
WP_000728750.1,0.9029,0.0564,0.0001,0.0406,0.0,0.0,0.494866,0.505134,0.426637,0.557534,0.015829
WP_000731415.1,0.0009,0.239,0.0,0.7601,0.0,0.0,0.745849,0.254151,0.052409,0.947076,0.000515
WP_000731644.1,0.057,0.9429,0.0,0.0,0.0,0.0,0.773021,0.226979,0.007266,0.992507,0.000227
WP_000731976.1,0.0016,0.3363,0.0004,0.6618,0.0,0.0,0.324635,0.675365,0.000677,0.995428,0.003894
WP_000732087.1,0.0073,0.201,0.0,0.7917,0.0,0.0,0.99664,0.00336,0.001471,0.998463,6.6e-05
WP_000732334.1,0.0075,0.0245,0.0,0.9679,0.0,0.0,0.994107,0.005893,0.000586,0.999371,4.3e-05
WP_000733289.1,0.006,0.6867,0.0001,0.3072,0.0,0.0,0.999147,0.000853,0.000608,0.999359,3.3e-05
WP_000733446.1,0.0506,0.0344,0.0,0.915,0.0,0.0,0.984923,0.015077,0.032337,0.967636,2.7e-05
WP_000734796.1,0.0017,0.6033,0.0,0.3949,0.0,0.0,0.758845,0.241155,0.40737,0.592598,3.2e-05
WP_000735038.1,0.0031,0.0016,0.0,0.9953,0.0,0.0,0.99733,0.00267,0.00068,0.999305,1.5e-05
WP_000735554.1,0.004,0.9957,0.0,0.0003,0.0,0.0,0.984842,0.015158,0.000792,0.998226,0.000981
WP_000736791.1,0.0009,0.9991,0.0,0.0001,0.0,0.0,0.992216,0.007784,0.002298,0.997685,1.8e-05
WP_000737203.1,0.0536,0.0841,0.0003,0.862,0.0,0.0,0.993701,0.006299,0.002067,0.997903,3e-05
WP_000737654.1,0.001,0.0014,0.0,0.9976,0.0,0.0,0.998199,0.001801,0.000863,0.999119,1.8e-05
WP_000737686.1,0.0317,0.3354,0.0001,0.6328,0.0,0.0,0.992311,0.007689,0.006152,0.99356,0.000288
WP_000737705.1,0.0011,0.9989,0.0,0.0,0.0,0.0,0.968284,0.031716,0.008158,0.991423,0.000419
WP_000739214.1,0.0634,0.9362,0.0,0.0004,0.0,0.0,0.774353,0.225647,0.056331,0.911993,0.031676
WP_000739536.1,0.0004,0.9987,0.0001,0.0008,0.0,0.0,0.97719,0.02281,0.009828,0.984088,0.006085
WP_000739583.1,0.0007,0.9991,0.0,0.0002,0.0,0.0,0.580276,0.419724,0.141096,0.831033,0.027872
WP_000744105.1,0.3085,0.6893,0.0003,0.0018,0.0,0.0,0.939433,0.060567,0.027651,0.970348,0.002001
WP_000746686.1,0.0119,0.4723,0.0001,0.5157,0.0,0.0,0.992619,0.007381,0.002059,0.997696,0.000245
WP_000747793.1,0.001,0.3142,0.0001,0.6847,0.0,0.0,0.232218,0.767782,0.467046,0.531061,0.001893
WP_000749392.1,0.0794,0.9201,0.0,0.0004,0.0,0.0,0.996038,0.003962,0.002269,0.997048,0.000682
WP_000749796.1,0.0,0.0003,0.0,0.9997,0.0,0.0,0.911152,0.088848,0.010784,0.988821,0.000395
WP_000751216.1,0.001,0.999,0.0,0.0,0.0,0.0,0.992613,0.007387,0.009969,0.98996,7.1e-05
WP_000751275.1,0.0131,0.9863,0.0,0.0006,0.0,0.0,0.970203,0.029797,0.002396,0.997575,2.9e-05
WP_000751714.1,0.0093,0.0567,0.0004,0.9336,0.0,0.0,0.982934,0.017066,0.001808,0.998123,6.8e-05
WP_000752003.1,0.0867,0.9127,0.0001,0.0005,0.0,0.0,0.977533,0.022467,0.003537,0.996421,4.3e-05
WP_000754450.1,0.0037,0.019,0.0,0.9773,0.0,0.0,0.993479,0.006521,0.00213,0.997851,1.8e-05
WP_000755718.1,0.1298,0.4226,0.006,0.4416,0.0,0.0,0.994356,0.005644,0.003381,0.996611,8e-06
WP_000755990.1,0.5668,0.3518,0.0004,0.0811,0.0,0.0,0.998909,0.001091,0.000556,0.999442,2e-06
WP_000759225.1,0.0317,0.0887,0.0004,0.8791,0.0,0.0,0.898325,0.101675,0.059435,0.938944,0.001621
WP_000759359.1,0.0018,0.0546,0.0001,0.9436,0.0,0.0,0.495416,0.504584,0.302425,0.694214,0.00336
WP_000765183.1,0.0,0.0103,0.0001,0.9896,0.0,0.0,0.836291,0.163709,0.80684,0.190181,0.002979
WP_000769142.1,0.0024,0.9975,0.0,0.0001,0.0,0.0,0.9137,0.0863,0.056312,0.89035,0.053338
WP_000769690.1,0.0233,0.9754,0.0,0.0013,0.0,0.0,0.987526,0.012474,0.000794,0.997942,0.001264
WP_000769722.1,0.1114,0.2416,0.0007,0.6464,0.0,0.0,0.988922,0.011078,0.003687,0.995883,0.00043
WP_000769805.1,0.0362,0.9605,0.0001,0.0033,0.0,0.0,0.984246,0.015754,0.016288,0.973736,0.009975
WP_000769842.1,0.072,0.9261,0.0001,0.0018,0.0,0.0,0.974625,0.025375,0.024868,0.965257,0.009875
WP_000773986.1,0.0002,0.035,0.0007,0.9641,0.0,0.0,0.192578,0.807422,0.179853,0.805319,0.014829
WP_000778480.1,0.0194,0.9787,0.0,0.0019,0.0,0.0,0.755706,0.244294,0.052524,0.883398,0.064078
WP_000778485.1,0.0113,0.9853,0.0,0.0033,0.0,0.0,0.981243,0.018757,0.01347,0.981943,0.004588
WP_000782129.1,0.023,0.2669,0.0001,0.71,0.0,0.0,0.972988,0.027012,0.053515,0.937725,0.00876
WP_000782474.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.994677,0.005323,0.009816,0.98937,0.000815
WP_000782743.1,0.0086,0.1532,0.0,0.8382,0.0,0.0,0.993619,0.006381,0.000876,0.999061,6.3e-05
WP_000782831.1,0.0053,0.9931,0.0,0.0015,0.0,0.0,0.976814,0.023186,0.005631,0.985067,0.009302
WP_000783432.1,0.0001,0.9998,0.0,0.0001,0.0,0.0,0.988342,0.011658,0.004517,0.99443,0.001053
WP_000784261.1,0.0131,0.9858,0.0,0.0011,0.0,0.0,0.947078,0.052922,0.03166,0.861556,0.106784
WP_000784618.1,0.0423,0.9556,0.0001,0.0021,0.0,0.0,0.897815,0.102185,0.02347,0.964629,0.011902
WP_000784620.1,0.0767,0.9223,0.0001,0.0009,0.0,0.0,0.822789,0.177211,0.020009,0.941653,0.038338
WP_000789526.1,0.0,0.0977,0.0002,0.9021,0.0,0.0,0.074544,0.925456,0.357006,0.642634,0.00036
WP_000789816.1,0.1997,0.2133,0.0001,0.587,0.0,0.0,0.987742,0.012258,0.008377,0.991543,8e-05
WP_000791414.1,0.0003,0.9994,0.0,0.0003,0.0,0.0,0.966876,0.033124,0.016502,0.98297,0.000528
WP_000791576.1,0.2074,0.7921,0.0,0.0004,0.0,0.0,0.970911,0.029089,0.010604,0.95024,0.039156
WP_000791724.1,0.0567,0.9267,0.0116,0.0051,0.0,0.0,0.97277,0.02723,0.007792,0.990303,0.001905
WP_000792582.1,0.0139,0.9854,0.0,0.0007,0.0,0.0,0.873348,0.126652,0.11262,0.881128,0.006252
WP_000793052.1,0.001,0.084,0.0002,0.9148,0.0,0.0,0.999209,0.000791,0.000328,0.99967,2e-06
WP_000808817.1,0.0001,0.0033,0.0004,0.9962,0.0,0.0,0.36096,0.63904,0.16179,0.83497,0.00324
WP_000819682.1,0.0016,0.0939,0.0003,0.9043,0.0,0.0,0.535485,0.464515,0.17955,0.812049,0.008402
WP_000819843.1,0.0056,0.1391,0.0007,0.8546,0.0,0.0,0.982342,0.017658,0.000918,0.999074,8e-06
WP_000822170.1,0.0045,0.158,0.0001,0.8375,0.0,0.0,0.994995,0.005005,0.000242,0.999732,2.6e-05
WP_000824463.1,0.0039,0.9951,0.0,0.001,0.0,0.0,0.946497,0.053503,0.019671,0.978088,0.002241
WP_000825526.1,0.004,0.1182,0.0,0.8778,0.0,0.0,0.995909,0.004091,0.000371,0.999595,3.5e-05
WP_000825929.1,0.0086,0.0155,0.0001,0.9758,0.0,0.0,0.997082,0.002918,0.000785,0.999196,1.9e-05
WP_000826663.1,0.0058,0.343,0.0058,0.6453,0.0,0.0,0.948509,0.051491,0.012779,0.985609,0.001612
WP_000827006.1,0.0375,0.1874,0.0002,0.775,0.0,0.0,0.997091,0.002909,0.004991,0.995005,4e-06
WP_000827766.1,0.0003,0.9997,0.0,0.0,0.0,0.0,0.996309,0.003691,0.001277,0.99863,9.3e-05
WP_000831610.1,0.0005,0.2017,0.0001,0.7977,0.0,0.0,0.431404,0.568596,0.125102,0.868327,0.006571
WP_000831695.1,0.0184,0.0868,0.0004,0.8944,0.0,0.0,0.986096,0.013904,0.001518,0.998472,1e-05
WP_000835985.1,0.0028,0.2923,0.001,0.7039,0.0,0.0,0.945936,0.054064,0.005747,0.993808,0.000445
WP_000835995.1,0.0004,0.7899,0.0002,0.2095,0.0,0.0,0.980716,0.019284,0.006634,0.992113,0.001253
WP_000837103.1,0.005,0.1463,0.0025,0.8461,0.0,0.0,0.991564,0.008436,0.002288,0.997703,9e-06
WP_000841354.1,0.0026,0.3739,0.0005,0.6229,0.0,0.0,0.710901,0.289099,0.393359,0.573931,0.03271
WP_000844413.1,0.0001,0.0952,0.0015,0.9031,0.0,0.0,0.124303,0.875697,0.465081,0.532504,0.002415
WP_000849157.1,0.0007,0.282,0.0,0.7173,0.0,0.0,0.608607,0.391393,0.092303,0.906426,0.001271
WP_000857485.1,0.0001,0.9998,0.0,0.0001,0.0,0.0,0.996994,0.003006,0.004635,0.99435,0.001015
WP_000862543.1,0.0,0.0141,0.0001,0.9858,0.0,0.0,0.328234,0.671766,0.101141,0.898764,9.5e-05
WP_000871745.1,0.0,0.0009,0.0063,0.9928,0.0,0.0,0.665409,0.334591,0.106359,0.786917,0.106724
WP_000877362.1,0.0014,0.9882,0.0002,0.0102,0.0,0.0,0.986617,0.013383,0.003981,0.99592,9.9e-05
WP_000894032.1,0.0005,0.0005,0.0001,0.9989,0.0,0.0,0.86803,0.13197,0.064607,0.933915,0.001478
WP_000911041.1,0.0005,0.0221,0.0009,0.9765,0.0,0.0,0.363134,0.636866,0.41478,0.527203,0.058017
WP_000913242.1,0.0366,0.739,0.0027,0.2217,0.0,0.0,0.986633,0.013367,0.002033,0.997579,0.000388
WP_000916718.1,0.0002,0.9998,0.0,0.0001,0.0,0.0,0.878335,0.121665,0.053391,0.912916,0.033693
WP_000916726.1,0.0054,0.3787,0.374,0.2419,0.0,0.0,0.00198,0.99802,0.439878,0.002812,0.55731
WP_000919350.1,0.0712,0.7818,0.0002,0.1468,0.0,0.0,0.995257,0.004743,0.001782,0.998002,0.000216
WP_000928935.1,0.0055,0.0379,0.0002,0.9563,0.0,0.0,0.428132,0.571868,0.194884,0.798957,0.006159
WP_000953737.1,0.0015,0.9975,0.0,0.001,0.0,0.0,0.768212,0.231788,0.045198,0.850871,0.103931
WP_000971980.1,0.0,0.0013,0.0001,0.9986,0.0,0.0,0.149041,0.850959,0.184405,0.745727,0.069868
WP_000972658.1,0.0057,0.0729,0.0003,0.921,0.0,0.0,0.863991,0.136009,0.006571,0.993309,0.00012
WP_000977785.1,0.0045,0.1432,0.0009,0.8514,0.0,0.0,0.90494,0.09506,0.012051,0.987474,0.000475
WP_000992528.1,0.0002,0.0005,0.0092,0.9902,0.0,0.0,0.212173,0.787827,0.2435,0.752602,0.003897
WP_001032779.1,0.8788,0.0956,0.0013,0.0242,0.0,0.0,0.590099,0.409901,0.635917,0.316573,0.04751
WP_001033881.1,0.005,0.9924,0.0,0.0027,0.0,0.0,0.831306,0.168694,0.139577,0.74691,0.113512
WP_001037807.1,0.0001,0.0037,0.0002,0.996,0.0,0.0,0.667954,0.332046,0.891563,0.106451,0.001987
WP_001037831.1,0.0159,0.9796,0.0,0.0044,0.0,0.0,0.828172,0.171828,0.007447,0.980431,0.012122
WP_001038720.1,0.0009,0.9991,0.0,0.0,0.0,0.0,0.665019,0.334981,0.070891,0.871803,0.057306
WP_001038767.1,0.0014,0.9986,0.0,0.0,0.0,0.0,0.735869,0.264131,0.044214,0.895517,0.060269
WP_001039018.1,0.0022,0.9977,0.0,0.0001,0.0,0.0,0.69289,0.30711,0.066363,0.922244,0.011392
WP_001039439.1,0.0024,0.9976,0.0,0.0,0.0,0.0,0.752417,0.247583,0.079607,0.876441,0.043952
WP_001041596.1,0.8764,0.0542,0.0001,0.0693,0.0,0.0,0.585125,0.414875,0.53885,0.459843,0.001306
WP_001041654.1,0.0006,0.9994,0.0,0.0,0.0,0.0,0.653769,0.346231,0.399183,0.581975,0.018841
WP_001044558.1,0.0039,0.9957,0.0,0.0004,0.0,0.0,0.958136,0.041864,0.018364,0.980262,0.001374
WP_001045111.1,0.0023,0.0039,0.0,0.9938,0.0,0.0,0.989597,0.010403,0.004572,0.995134,0.000294
WP_001048816.1,0.0,0.0414,0.0002,0.9584,0.0,0.0,0.255027,0.744973,0.002475,0.636874,0.36065
WP_001050557.1,0.8483,0.1444,0.0039,0.0034,0.0,0.0,0.568242,0.431758,0.416384,0.583065,0.000551
WP_001050913.1,0.0007,0.0273,0.0135,0.9585,0.0,0.0,0.619763,0.380237,0.162219,0.828676,0.009105
WP_001074530.1,0.1128,0.8868,0.0,0.0004,0.0,0.0,0.859994,0.140006,0.241205,0.755508,0.003286
WP_001081339.1,0.0068,0.0487,0.0001,0.9444,0.0,0.0,0.970151,0.029849,0.012816,0.986547,0.000636
WP_001088786.1,0.0017,0.9981,0.0,0.0003,0.0,0.0,0.698676,0.301324,0.171241,0.807503,0.021256
WP_001093224.1,0.0068,0.9921,0.0,0.0011,0.0,0.0,0.689557,0.310443,0.104908,0.880536,0.014555
WP_001093557.1,0.0025,0.1445,0.0,0.853,0.0,0.0,0.933148,0.066852,0.004017,0.995361,0.000623
WP_001103747.1,0.0,0.0057,0.0001,0.9942,0.0,0.0,0.52942,0.47058,0.802386,0.194149,0.003465
WP_001106649.1,0.0,1.0,0.0,0.0,0.0,0.0,0.95767,0.04233,0.003558,0.996238,0.000204
WP_001125627.1,0.0004,0.9995,0.0,0.0001,0.0,0.0,0.957326,0.042674,0.071688,0.928234,7.7e-05
WP_001160682.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.243621,0.756379,0.312166,0.670989,0.016845
WP_001170267.1,0.0014,0.9986,0.0,0.0,0.0,0.0,0.856642,0.143358,0.030374,0.967588,0.002038
WP_001191924.1,0.0,0.0008,0.0,0.9992,0.0,0.0,0.540825,0.459175,0.990897,0.008859,0.000244
WP_001208924.1,0.4205,0.5583,0.0024,0.0188,0.0,0.0,0.598673,0.401327,0.353406,0.645888,0.000706
WP_001211498.1,0.0047,0.2879,0.0001,0.7073,0.0,0.0,0.933083,0.066917,0.02295,0.975796,0.001254
WP_001214648.1,0.0037,0.0026,0.0,0.9937,0.0,0.0,0.963306,0.036694,0.017102,0.982422,0.000476
WP_001220207.1,0.0014,0.0698,0.0001,0.9287,0.0,0.0,0.992294,0.007706,0.003482,0.992409,0.004109
WP_001221404.1,0.0008,0.5015,0.0009,0.4968,0.0,0.0,0.733483,0.266517,0.002202,0.997739,5.9e-05
WP_001225027.1,0.0076,0.9922,0.0,0.0002,0.0,0.0,0.955321,0.044679,0.003406,0.991188,0.005405
WP_001228172.1,0.0126,0.1086,0.0966,0.7823,0.0,0.0,0.696367,0.303633,0.02573,0.968868,0.005402
WP_001229069.1,0.0654,0.4262,0.0001,0.5083,0.0,0.0,0.947519,0.052481,0.010981,0.982628,0.006391
WP_001232141.1,0.0002,0.9994,0.0,0.0004,0.0,0.0,0.981261,0.018739,0.008193,0.986056,0.005751
WP_001233387.1,0.0006,0.9928,0.0002,0.0064,0.0,0.0,0.989899,0.010101,0.001046,0.998949,5e-06
WP_001236371.1,0.0,0.0002,0.0002,0.9996,0.0,0.0,0.604872,0.395128,0.891913,0.101943,0.006143
WP_001237501.1,0.0,0.0006,0.0,0.9994,0.0,0.0,0.567034,0.432966,0.956915,0.042446,0.000638
WP_001242424.1,0.0077,0.1547,0.0001,0.8374,0.0,0.0,0.051301,0.948699,0.485675,0.508797,0.005528
WP_001276571.1,0.0001,0.004,0.0005,0.9954,0.0,0.0,0.157816,0.842184,0.252523,0.746563,0.000915
WP_001549802.1,0.0,0.0362,0.0,0.9638,0.0,0.0,0.21007,0.78993,0.024667,0.973111,0.002222
WP_001791613.1,0.0,0.0265,0.0001,0.9734,0.0,0.0,0.365644,0.634356,0.006077,0.836882,0.15704
WP_001801861.1,0.0,0.0414,0.0001,0.9585,0.0,0.0,0.179927,0.820073,0.042086,0.675228,0.282686
WP_001827022.1,0.0,0.0517,0.0007,0.9476,0.0,0.0,0.962792,0.037208,0.237688,0.761013,0.001299
WP_014373781.1,0.0,0.9998,0.0,0.0002,0.0,0.0,0.027602,0.972398,0.334622,0.184736,0.480642
WP_014532738.1,0.0,0.9998,0.0001,0.0002,0.0,0.0,0.024519,0.975481,0.322195,0.060513,0.617293
WP_014532745.1,0.0431,0.767,0.0001,0.1899,0.0,0.0,0.98276,0.01724,0.007064,0.99257,0.000366
WP_014532750.1,0.0483,0.1353,0.0001,0.8162,0.0,0.0,0.236024,0.763976,0.415856,0.556925,0.027219
WP_014532781.1,0.3959,0.604,0.0,0.0001,0.0,0.0,0.971929,0.028071,0.002205,0.99528,0.002515
WP_014532799.1,0.0117,0.9855,0.0012,0.0016,0.0,0.0,0.956985,0.043015,0.149616,0.848482,0.001902
