accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_tat,signalp_prob_lipo,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
YP_499263.1,0.002,0.3725,0.001,0.6245,0.0,0.0,0.770928,0.009975,0.049243,0.169854,0.388684,0.610683,0.000633
YP_499276.1,0.0089,0.1921,0.0001,0.7989,0.0,0.0,0.00076,0.00011,0.998886,0.000244,0.007181,0.991848,0.000971
YP_499309.1,0.0027,0.0206,0.0,0.9767,0.0,0.0,0.000351,5.6e-05,0.999451,0.000143,0.002256,0.997727,1.7e-05
YP_499313.1,0.0091,0.0664,0.0001,0.9245,0.0,0.0,0.000634,5.1e-05,0.999117,0.000198,0.036038,0.963873,8.9e-05
YP_499330.1,0.0666,0.933,0.0,0.0004,0.0,0.0,0.997259,0.000708,0.00112,0.000913,0.002314,0.997137,0.000548
YP_499357.2,0.0,0.0037,0.0,0.9963,0.0,0.0,0.07348,0.00059,0.060001,0.865929,0.49072,0.508869,0.000411
YP_499364.1,0.0428,0.7603,0.0001,0.1969,0.0,0.0,0.000938,7.4e-05,0.998709,0.000279,0.006694,0.992931,0.000375
YP_499368.1,0.894,0.1034,0.0,0.0027,0.0,0.0,0.955997,0.010304,0.029148,0.004551,0.823119,0.176828,5.3e-05
YP_499371.1,0.613,0.3869,0.0001,0.0,0.0,0.0,0.99514,0.000591,0.003019,0.001249,0.03316,0.955296,0.011544
YP_499372.1,0.0051,0.9945,0.0,0.0004,0.0,0.0,0.989266,0.002182,0.002696,0.005857,0.022168,0.974118,0.003713
YP_499373.1,0.0001,0.5175,0.0,0.4823,0.0,0.0,0.459588,0.030054,0.092442,0.417915,0.877644,0.111478,0.010878
YP_499377.1,0.0,1.0,0.0,0.0,0.0,0.0,0.931027,0.007444,0.018888,0.042641,0.003551,0.996233,0.000217
YP_499391.1,0.0,0.225,0.1432,0.6318,0.0,0.0,0.097188,0.001803,0.029528,0.871481,0.089843,0.869269,0.040888
YP_499398.1,0.0073,0.0305,0.0,0.9622,0.0,0.0,0.000463,6.6e-05,0.999326,0.000145,0.000617,0.999347,3.6e-05
YP_499407.1,0.0,0.0104,0.0001,0.9894,0.0,0.0,0.020046,0.001283,0.780004,0.198667,0.591614,0.401384,0.007002
YP_499408.1,0.0,0.0007,0.0001,0.9992,0.0,0.0,0.647135,0.007514,0.16086,0.184491,0.27545,0.723701,0.000849
YP_499425.1,0.0028,0.1414,0.0003,0.8554,0.0,0.0,0.459943,0.007007,0.115123,0.417927,0.635448,0.362539,0.002012
YP_499450.1,0.0089,0.986,0.0018,0.0034,0.0,0.0,0.828547,0.163998,0.002972,0.004483,0.091697,0.890188,0.018116
YP_499472.1,0.0,0.0007,0.0,0.9992,0.0,0.0,0.173747,0.001081,0.111387,0.713784,0.158098,0.841805,9.7e-05
YP_499480.1,0.0474,0.0934,0.0003,0.8589,0.0,0.0,0.000807,0.000113,0.998667,0.000412,0.000203,0.99977,2.7e-05
YP_499481.1,0.0155,0.2324,0.0002,0.7519,0.0,0.0,0.000481,8.3e-05,0.99921,0.000226,0.003443,0.996529,2.8e-05
YP_499484.1,0.0,0.0,0.0,1.0,0.0,0.0,0.517601,0.001512,0.035073,0.445814,0.906301,0.092616,0.001083
YP_499519.1,0.0,0.0385,0.0001,0.9614,0.0,0.0,0.061469,0.006384,0.024163,0.907985,0.227239,0.658214,0.114547
YP_499522.1,0.0003,0.1425,0.0001,0.8571,0.0,0.0,0.316143,0.000827,0.041367,0.641662,0.008303,0.991581,0.000117
YP_499540.1,0.0014,0.9984,0.0,0.0002,0.0,0.0,0.953122,0.01408,0.023049,0.009748,0.068721,0.926688,0.00459
YP_499541.1,0.0084,0.9915,0.0,0.0001,0.0,0.0,0.969793,0.025019,0.004285,0.000902,0.020654,0.960327,0.01902
YP_499546.1,0.1044,0.8952,0.0,0.0004,0.0,0.0,0.997209,0.001289,0.001006,0.000496,0.252266,0.745218,0.002516
YP_499554.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.000508,5.7e-05,0.998769,0.000666,0.589233,0.410397,0.000369
YP_499556.1,0.0159,0.9796,0.0,0.0044,0.0,0.0,0.972948,0.020365,0.002926,0.003761,0.007447,0.980431,0.012122
YP_499588.1,0.0592,0.0435,0.0,0.8972,0.0,0.0,0.000447,6.5e-05,0.999242,0.000245,0.033087,0.964957,0.001956
YP_499598.1,0.0021,0.0976,0.0003,0.9,0.0,0.0,0.49937,0.004282,0.241175,0.255173,0.182086,0.809868,0.008045
YP_499626.1,0.8805,0.0539,0.0001,0.0656,0.0,0.0,0.958209,0.037585,0.001797,0.002409,0.594398,0.404261,0.001341
YP_499627.1,0.7325,0.1382,0.0,0.1292,0.0,0.0,0.847946,0.055607,0.011802,0.084645,0.957237,0.041267,0.001496
YP_499628.1,0.215,0.2396,0.0001,0.5454,0.0,0.0,0.998468,0.000645,0.000521,0.000367,0.007476,0.992456,6.8e-05
YP_499629.1,0.0529,0.1517,0.0001,0.7953,0.0,0.0,0.983168,0.001823,0.001339,0.01367,0.415555,0.556143,0.028302
YP_499633.1,0.007,0.1555,0.0001,0.8374,0.0,0.0,0.309695,0.000617,0.021892,0.667796,0.491181,0.504005,0.004815
YP_499635.1,0.0001,0.5431,0.1458,0.3111,0.0,0.0,0.090938,0.007192,0.030216,0.871654,0.425091,0.522795,0.052114
YP_499648.1,0.0001,0.0704,0.4608,0.4687,0.0,0.0,0.583697,0.035658,0.011556,0.369089,0.731618,0.263384,0.004998
YP_499654.1,0.0994,0.9,0.0,0.0006,0.0,0.0,0.986025,0.002738,0.009899,0.001338,0.032987,0.948824,0.018189
YP_499656.1,0.0016,0.9976,0.0001,0.0007,0.0,0.0,0.959873,0.002874,0.006357,0.030896,0.240349,0.727514,0.032137
YP_499658.1,0.1773,0.8221,0.0,0.0005,0.0,0.0,0.991978,0.003351,0.004114,0.000556,0.013305,0.923993,0.062702
YP_499659.1,0.0236,0.9757,0.0,0.0006,0.0,0.0,0.922255,0.00225,0.046518,0.028977,0.00502,0.993484,0.001496
YP_499665.1,0.0001,0.9997,0.0,0.0001,0.0,0.0,0.997425,0.00165,0.000505,0.00042,0.004635,0.99435,0.001015
YP_499666.1,0.0,0.0683,0.0001,0.9316,0.0,0.0,0.158429,0.000547,0.060819,0.780205,0.103701,0.896283,1.6e-05
YP_499668.1,0.0001,0.9995,0.0,0.0004,0.0,0.0,0.809367,0.009674,0.029593,0.151366,0.074213,0.914395,0.011392
YP_499669.1,0.0004,0.9995,0.0,0.0001,0.0,0.0,0.69993,0.006631,0.265755,0.027684,0.010058,0.987218,0.002725
YP_499670.1,0.0005,0.9987,0.0,0.0008,0.0,0.0,0.877821,0.005262,0.073188,0.043728,0.017949,0.974657,0.007394
YP_499673.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.846276,0.005028,0.034606,0.114091,0.092149,0.905689,0.002162
YP_499719.1,0.0078,0.0816,0.0005,0.9101,0.0,0.0,0.000755,6.8e-05,0.998936,0.000241,0.002249,0.997645,0.000106
YP_499755.1,0.0005,0.9995,0.0,0.0,0.0,0.0,0.994665,0.003738,0.000806,0.00079,0.405295,0.575854,0.018851
YP_499796.1,0.0007,0.0273,0.0135,0.9585,0.0,0.0,0.328428,0.004027,0.063802,0.603744,0.162219,0.828676,0.009105
YP_499804.1,0.0,0.0007,0.0002,0.9991,0.0,0.0,0.879749,0.014507,0.003793,0.101951,0.845912,0.15031,0.003778
YP_499846.1,0.0038,0.2896,0.0005,0.7061,0.0,0.0,0.576138,0.002296,0.041752,0.379814,0.329404,0.647921,0.022674
YP_499847.1,0.0028,0.1995,0.0032,0.7945,0.0,0.0,0.384471,0.00153,0.039319,0.57468,0.446483,0.548113,0.005404
YP_499864.1,0.0022,0.9232,0.0001,0.0745,0.0,0.0,0.949776,0.004907,0.027163,0.018154,0.541652,0.445875,0.012473
YP_499916.1,0.0324,0.0879,0.0005,0.8793,0.0,0.0,0.000881,0.0001,0.998765,0.000255,0.059721,0.93864,0.001639
YP_499969.1,0.0006,0.9961,0.0028,0.0005,0.0,0.0,0.989827,0.008321,0.000673,0.001178,0.78213,0.215719,0.002151
YP_499978.1,0.001,0.139,0.0,0.86,0.0,0.0,0.337021,0.00133,0.351467,0.310182,0.897379,0.091946,0.010675
YP_499995.1,0.0,0.0517,0.0007,0.9476,0.0,0.0,0.424153,0.003077,0.081213,0.491557,0.237688,0.761013,0.001299
YP_500002.1,0.0,0.1041,0.0002,0.8956,0.0,0.0,0.012898,0.000115,0.026918,0.96007,0.404271,0.595614,0.000115
YP_500025.1,0.0147,0.7605,0.0037,0.2211,0.0,0.0,0.000374,5.5e-05,0.999384,0.000187,0.004733,0.994361,0.000906
YP_500028.1,0.0263,0.7442,0.0038,0.2258,0.0,0.0,0.000287,4.7e-05,0.999526,0.00014,0.002051,0.997458,0.000492
YP_500033.1,0.0007,0.0836,0.0023,0.9133,0.0,0.0,0.387011,0.003022,0.037432,0.572534,0.039094,0.960091,0.000815
YP_500064.1,0.0015,0.279,0.0013,0.7182,0.0,0.0,0.529099,0.00246,0.191734,0.276708,0.028542,0.971229,0.000229
YP_500141.1,0.0317,0.3354,0.0001,0.6328,0.0,0.0,0.000578,5.5e-05,0.999143,0.000223,0.006152,0.99356,0.000288
YP_500144.1,0.0001,0.004,0.0005,0.9954,0.0,0.0,0.311086,0.001625,0.009856,0.677433,0.252523,0.746563,0.000915
YP_500153.1,0.0001,0.0224,0.0006,0.9769,0.0,0.0,0.25928,0.002582,0.008511,0.729628,0.451962,0.54502,0.003019
YP_500185.1,0.0004,0.0041,0.0143,0.9811,0.0,0.0,0.351133,0.001289,0.216154,0.431424,0.377853,0.619415,0.002732
YP_500252.2,0.0,0.0003,0.0,0.9997,0.0,0.0,0.427618,0.00166,0.373685,0.197037,0.010784,0.988821,0.000395
YP_500253.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.382752,0.002452,0.015131,0.599665,0.312166,0.670989,0.016845
YP_500264.1,0.0005,0.0221,0.0009,0.9765,0.0,0.0,0.795076,0.001816,0.137729,0.06538,0.41478,0.527203,0.058017
YP_500275.1,0.0001,0.6938,0.0756,0.2305,0.0,0.0,0.212417,0.021656,0.109041,0.656885,0.447612,0.55,0.002388
YP_500303.1,0.0001,0.0024,0.0001,0.9974,0.0,0.0,0.595768,0.004057,0.009455,0.390719,0.771982,0.226128,0.00189
YP_500347.1,0.0001,0.0935,0.0287,0.8777,0.0,0.0,0.287595,0.005919,0.086384,0.620102,0.002557,0.982867,0.014576
YP_500348.1,0.8925,0.0795,0.0013,0.0268,0.0,0.0,0.990402,0.008094,0.000828,0.000675,0.629495,0.321185,0.04932
YP_500376.1,0.8475,0.1449,0.0041,0.0035,0.0,0.0,0.99241,0.003234,0.000883,0.003472,0.359749,0.639526,0.000725
YP_500418.1,0.0005,0.9203,0.0205,0.0588,0.0,0.0,0.00099,0.000148,0.997394,0.001468,0.003092,0.996883,2.5e-05
YP_500419.1,0.0,0.6408,0.0,0.3591,0.0,0.0,0.043276,0.0134,0.689809,0.253515,0.999709,0.000283,7e-06
YP_500421.1,0.0773,0.4097,0.0035,0.5095,0.0,0.0,0.000404,4.7e-05,0.999409,0.00014,0.004666,0.995245,8.9e-05
YP_500431.1,0.002,0.4581,0.0004,0.5395,0.0,0.0,0.088222,0.002009,0.024678,0.885091,0.162524,0.837321,0.000156
YP_500436.1,0.0014,0.9986,0.0,0.0,0.0,0.0,0.954299,0.005688,0.014517,0.025496,0.079074,0.880906,0.04002
YP_500437.1,0.0012,0.9988,0.0,0.0,0.0,0.0,0.930491,0.005732,0.026139,0.037639,0.03872,0.882573,0.078708
YP_500439.1,0.0019,0.998,0.0,0.0001,0.0,0.0,0.92206,0.005592,0.024453,0.047896,0.054632,0.911134,0.034234
YP_500440.1,0.0038,0.9961,0.0,0.0001,0.0,0.0,0.980234,0.004245,0.00665,0.008871,0.009596,0.986965,0.003438
YP_500441.1,0.0032,0.9968,0.0,0.0,0.0,0.0,0.947043,0.008645,0.012863,0.031449,0.058695,0.919011,0.022294
YP_500442.1,0.0016,0.9983,0.0,0.0001,0.0,0.0,0.917726,0.012326,0.019476,0.050472,0.027538,0.967526,0.004936
YP_500444.1,0.0024,0.9972,0.0,0.0005,0.0,0.0,0.79902,0.021448,0.045217,0.134315,0.13508,0.851294,0.013627
YP_500448.1,0.0045,0.9917,0.0,0.0037,0.0,0.0,0.997615,0.000491,0.001085,0.000809,0.001163,0.998774,6.3e-05
YP_500452.1,0.0038,0.7139,0.0001,0.2822,0.0,0.0,0.672435,0.004359,0.015974,0.307232,0.621949,0.37703,0.001021
YP_500453.1,0.0001,0.9998,0.0,0.0001,0.0,0.0,0.995468,0.000385,0.003085,0.001062,0.007512,0.991989,0.000499
YP_500467.1,0.0351,0.1684,0.0204,0.7761,0.0,0.0,0.285764,0.011934,0.562317,0.139985,0.127275,0.822757,0.049968
YP_500469.1,0.024,0.2595,0.0001,0.7164,0.0,0.0,0.01518,0.000182,0.984206,0.000432,0.053479,0.937941,0.008581
YP_500475.1,0.0002,0.0006,0.0078,0.9914,0.0,0.0,0.066344,0.001417,0.042124,0.890116,0.236375,0.75982,0.003805
YP_500488.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.995819,0.001914,0.001537,0.00073,0.004262,0.995364,0.000374
YP_500499.1,0.0002,0.3351,0.0841,0.5805,0.0,0.0,0.084216,0.01882,0.040984,0.85598,0.301399,0.075179,0.623423
YP_500503.1,0.0,0.0007,0.0002,0.9991,0.0,0.0,0.523054,0.035885,0.016515,0.424546,0.983002,0.016339,0.000659
YP_500514.1,0.0,0.0081,0.0003,0.9916,0.0,0.0,0.107598,0.006164,0.148144,0.738094,0.076911,0.914329,0.00876
YP_500545.1,0.0002,0.0431,0.0022,0.9546,0.0,0.0,0.550896,0.002648,0.113674,0.332782,0.006691,0.993274,3.5e-05
YP_500587.1,0.07,0.0472,0.0299,0.8529,0.0,0.0,0.490585,0.043363,0.076147,0.389905,0.435751,0.543349,0.0209
YP_500612.1,0.018,0.0872,0.0004,0.8944,0.0,0.0,0.000545,9.8e-05,0.999003,0.000354,0.001518,0.998472,1e-05
YP_500618.1,0.0003,0.9996,0.0,0.0,0.0,0.0,0.994703,0.001864,0.002483,0.000949,0.002704,0.99709,0.000206
YP_500626.1,0.0,0.2073,0.0331,0.7596,0.0,0.0,0.14571,0.009628,0.065456,0.779206,0.006734,0.961818,0.031449
YP_500635.1,0.0001,0.5348,0.0005,0.4646,0.0,0.0,0.384612,0.007845,0.041173,0.56637,0.282483,0.657076,0.06044
YP_500646.1,0.0001,0.0218,0.0,0.9781,0.0,0.0,0.082012,0.001183,0.06066,0.856144,0.422677,0.577215,0.000107
YP_500650.1,0.3838,0.6161,0.0,0.0001,0.0,0.0,0.8373,0.003408,0.153715,0.005577,0.003999,0.993237,0.002764
YP_500655.1,0.0071,0.9927,0.0,0.0002,0.0,0.0,0.966405,0.009268,0.009014,0.015313,0.006378,0.986497,0.007125
YP_500656.1,0.0016,0.9974,0.0,0.001,0.0,0.0,0.985316,0.002334,0.011088,0.001262,0.003971,0.989346,0.006683
YP_500658.1,0.052,0.7999,0.0002,0.1479,0.0,0.0,0.977036,0.001878,0.019402,0.001684,0.001674,0.998096,0.000229
YP_500660.1,0.0008,0.0282,0.0009,0.9701,0.0,0.0,0.89249,0.003745,0.00839,0.095374,0.059394,0.939149,0.001457
YP_500687.1,0.0,0.051,0.0129,0.9361,0.0,0.0,0.145512,0.002227,0.019447,0.832814,0.116164,0.883607,0.000229
YP_500716.1,0.0,0.0566,0.0001,0.9433,0.0,0.0,0.040414,0.000677,0.124727,0.834182,0.312627,0.687315,5.8e-05
YP_500725.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.982212,0.00438,0.004586,0.008822,0.116652,0.785822,0.097525
YP_500726.1,0.0003,0.9995,0.0,0.0003,0.0,0.0,0.774577,0.00088,0.223907,0.000635,0.016935,0.982577,0.000488
YP_500729.1,0.0027,0.0282,0.0,0.9691,0.0,0.0,0.000952,8.8e-05,0.998672,0.000288,0.001592,0.997937,0.000471
YP_500739.1,0.5761,0.2062,0.0002,0.2175,0.0,0.0,0.990235,0.006169,0.002709,0.000887,0.062944,0.9361,0.000957
YP_500742.1,0.0001,0.9602,0.0025,0.0371,0.0,0.0,0.098909,0.001539,0.021637,0.877916,0.426547,0.530723,0.04273
YP_500744.1,0.0001,0.7811,0.02,0.1988,0.0,0.0,0.09954,0.007564,0.117094,0.775801,0.212393,0.783651,0.003955
YP_500806.1,0.0,0.0014,0.0,0.9986,0.0,0.0,0.000365,6.6e-05,0.999252,0.000316,0.072056,0.92777,0.000174
YP_500812.1,0.0747,0.9248,0.0001,0.0004,0.0,0.0,0.986312,0.003284,0.008779,0.001626,0.003762,0.996204,3.4e-05
YP_500825.1,0.0,0.0414,0.0002,0.9584,0.0,0.0,0.064922,0.003265,0.180633,0.75118,0.002475,0.636874,0.36065
YP_500861.1,0.0001,0.0033,0.0004,0.9962,0.0,0.0,0.112464,0.005356,0.103092,0.779089,0.16179,0.83497,0.00324
YP_500868.1,0.0001,0.1038,0.0002,0.896,0.0,0.0,0.083031,0.019664,0.057199,0.840106,0.407959,0.421924,0.170117
YP_500880.1,0.9226,0.0743,0.0009,0.0023,0.0,0.0,0.958021,0.037917,0.001836,0.002226,0.584629,0.407343,0.008029
YP_500882.1,0.0005,0.0005,0.0001,0.9989,0.0,0.0,0.846006,0.002594,0.02281,0.12859,0.064607,0.933915,0.001478
YP_500892.1,0.0,0.0006,0.0,0.9994,0.0,0.0,0.481061,0.000733,0.150295,0.367911,0.956915,0.042446,0.000638
YP_500900.1,0.002,0.0035,0.0,0.9946,0.0,0.0,0.000692,0.000148,0.998858,0.000301,0.007959,0.99175,0.000291
