accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_tat,signalp_prob_lipo,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000031508.1,0.0,0.0019,0.998,0.0001,0.0,0.0,0.006136,0.000127,0.000452,0.993286,0.999958,2e-05,2.1e-05
WP_000031892.1,0.0001,0.0056,0.9925,0.0019,0.0,0.0,0.001767,0.000214,0.00029,0.99773,0.999161,0.000109,0.00073
WP_000032657.1,0.0001,0.0299,0.9686,0.0014,0.0,0.0,0.004186,0.00024,0.000509,0.995065,0.999979,9e-06,1.2e-05
WP_000032745.1,0.0014,0.0486,0.8872,0.0628,0.0,0.0,0.011831,0.001013,0.00266,0.984496,0.99995,4.3e-05,7e-06
WP_000032836.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.000508,5.7e-05,0.998769,0.000666,0.589233,0.410397,0.000369
WP_000032847.1,0.0012,0.1054,0.807,0.0863,0.0,0.0,0.008448,0.000213,0.00045,0.99089,0.997789,0.000543,0.001668
WP_000033477.1,0.0,0.0035,0.0004,0.996,0.0,0.0,0.007353,0.000184,0.005969,0.986494,0.999875,0.000106,1.9e-05
WP_000034519.1,0.0,0.0027,0.9969,0.0003,0.0,0.0,0.036072,0.001727,0.003037,0.959164,0.985725,0.012535,0.00174
WP_000034718.1,0.0023,0.0396,0.9536,0.0046,0.0,0.0,0.01916,0.001154,0.025443,0.954243,0.999661,0.000271,6.7e-05
WP_000034728.1,0.0001,0.0506,0.6392,0.3101,0.0,0.0,0.004504,0.001201,0.000466,0.993829,0.999786,0.000131,8.3e-05
WP_000034964.1,0.0034,0.0257,0.0001,0.9709,0.0,0.0,0.000598,4.2e-05,0.999204,0.000156,0.013226,0.986642,0.000131
WP_000034998.1,0.0003,0.0048,0.9224,0.0724,0.0,0.0,0.008598,0.000407,0.001358,0.989636,0.998736,0.000658,0.000606
WP_000035058.1,0.0005,0.202,0.7947,0.0027,0.0,0.0,0.011423,0.000242,0.00117,0.987166,0.999894,4.7e-05,6e-05
WP_000035320.1,0.0014,0.0775,0.8799,0.0412,0.0,0.0,0.000996,8e-05,0.000142,0.998782,0.999971,2e-05,9e-06
WP_000035771.1,0.0002,0.0037,0.0007,0.9954,0.0,0.0,0.009707,0.000164,0.001291,0.988838,0.999982,1.2e-05,5e-06
WP_000036076.1,0.0001,0.0628,0.9366,0.0005,0.0,0.0,0.004625,0.000187,0.000639,0.99455,0.999903,2.7e-05,7e-05
WP_000036335.1,0.0,0.0013,0.0001,0.9986,0.0,0.0,0.02689,0.000371,0.84696,0.125779,0.851502,0.146174,0.002324
WP_000036633.1,0.0,0.0003,0.9997,0.0001,0.0,0.0,0.002553,0.000286,0.000243,0.996918,0.999973,2.2e-05,4e-06
WP_000037075.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.015037,0.002293,0.002907,0.979762,0.999996,3e-06,1e-06
WP_000037319.1,0.001,0.0496,0.7532,0.1962,0.0,0.0,0.021296,0.003623,0.002909,0.972172,0.99972,1.9e-05,0.000261
WP_000037434.1,0.0018,0.4112,0.0002,0.5868,0.0,0.0,0.152815,0.002626,0.088599,0.755959,0.474892,0.523602,0.001506
WP_000038243.1,0.0015,0.385,0.0006,0.613,0.0,0.0,0.217563,0.001256,0.105785,0.675395,0.528252,0.470173,0.001575
WP_000038538.1,0.0191,0.1682,0.0001,0.8126,0.0,0.0,0.703659,0.002845,0.022967,0.270529,0.521856,0.477193,0.000951
WP_000038949.1,0.0,0.0,0.0,1.0,0.0,0.0,0.25134,0.000869,0.010949,0.736843,0.994931,0.004806,0.000263
WP_000039763.1,0.0015,0.3731,0.0002,0.6252,0.0,0.0,0.018075,0.000284,0.006295,0.975347,0.994687,0.004883,0.00043
WP_000040043.1,0.0001,0.013,0.9861,0.0009,0.0,0.0,0.011239,0.000505,0.002015,0.986241,0.999367,0.000458,0.000175
WP_000040063.1,0.0001,0.0382,0.9608,0.0008,0.0,0.0,0.003202,0.000119,0.000368,0.996311,0.990759,0.004214,0.005027
WP_000040602.1,0.0014,0.02,0.8133,0.1653,0.0,0.0,0.095417,0.002698,0.055663,0.846222,0.970063,0.025195,0.004742
WP_000040871.1,0.0034,0.0086,0.9869,0.0011,0.0,0.0,0.005328,0.002313,0.000556,0.991803,0.999927,5.8e-05,1.5e-05
WP_000042462.1,0.0005,0.9991,0.0003,0.0001,0.0,0.0,0.00683,0.000308,0.000916,0.991946,0.999972,2.2e-05,7e-06
WP_000043237.1,0.0001,0.0025,0.9968,0.0006,0.0,0.0,0.004111,0.000265,0.000429,0.995196,0.99996,8e-06,3.2e-05
WP_000043635.1,0.0,0.0081,0.991,0.0008,0.0,0.0,0.008286,0.000488,0.000588,0.990637,0.999994,1e-06,5e-06
WP_000044360.1,0.0005,0.0116,0.9829,0.0049,0.0,0.0,0.002111,0.000157,0.000184,0.997548,0.999934,5e-05,1.7e-05
WP_000044799.1,0.0,0.0004,0.9996,0.0,0.0,0.0,0.004914,0.001285,0.00119,0.99261,0.999387,0.000438,0.000175
WP_000046022.1,0.0,0.9987,0.0,0.0012,0.0,0.0,0.09578,0.008857,0.032947,0.862416,0.863412,0.129697,0.006891
WP_000046076.1,0.0006,0.0576,0.336,0.6058,0.0,0.0,0.159156,0.029488,0.008793,0.802563,0.995004,0.003782,0.001214
WP_000046614.1,0.0021,0.0469,0.8842,0.0667,0.0,0.0,0.018228,0.001295,0.001594,0.978883,0.998205,0.000451,0.001345
WP_000047021.1,0.0013,0.025,0.9712,0.0025,0.0,0.0,0.003114,0.000468,0.000295,0.996124,0.999927,9e-06,6.4e-05
WP_000047118.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.029752,0.009422,0.002931,0.957895,1.0,0.0,0.0
WP_000047129.1,0.0002,0.9998,0.0,0.0,0.0,0.0,0.009332,0.000706,0.001518,0.988444,0.999796,3.2e-05,0.000172
WP_000047349.1,0.0004,0.0048,0.9946,0.0003,0.0,0.0,0.010009,0.000403,0.000698,0.98889,0.999915,7.5e-05,1e-05
WP_000047745.1,0.0018,0.8067,0.188,0.0035,0.0,0.0,0.020749,0.001038,0.002731,0.975482,0.840139,0.134713,0.025148
WP_000047817.1,0.0004,0.0236,0.9565,0.0195,0.0,0.0,0.005517,0.00026,0.000345,0.993878,0.999958,3e-05,1.2e-05
WP_000048060.1,0.0,0.4518,0.5478,0.0004,0.0,0.0,0.017333,0.006243,0.010111,0.966312,0.99429,4e-05,0.00567
WP_000048712.1,0.0001,0.0167,0.9784,0.0048,0.0,0.0,0.002006,0.000137,0.000193,0.997665,0.999822,0.000118,6e-05
WP_000049154.1,0.0,0.0009,0.0,0.9991,0.0,0.0,0.016178,0.001639,0.129025,0.853158,0.999987,1e-06,1.2e-05
WP_000049480.1,0.0001,0.0076,0.9916,0.0007,0.0,0.0,0.006474,0.000147,0.000767,0.992611,0.999963,3.5e-05,1e-06
WP_000049913.1,0.0006,0.0037,0.9937,0.0019,0.0,0.0,0.010951,0.000494,0.001853,0.986702,0.99976,3.5e-05,0.000205
WP_000050767.1,0.0,0.0005,0.9995,0.0,0.0,0.0,0.003367,0.000205,0.000224,0.996204,0.999822,0.000133,4.6e-05
WP_000050973.1,0.0001,0.195,0.8027,0.0023,0.0,0.0,0.002928,0.000183,0.000244,0.996645,0.999708,6.8e-05,0.000224
WP_000051207.1,0.0002,0.0687,0.9241,0.007,0.0,0.0,0.005408,0.000783,0.001415,0.992395,0.977021,0.003049,0.01993
WP_000051479.1,0.0027,0.0658,0.9027,0.0288,0.0,0.0,0.00129,0.000115,0.000223,0.998372,0.999937,5e-06,5.8e-05
WP_000052076.1,0.0,0.0015,0.0,0.9985,0.0,0.0,0.008667,0.00071,0.122172,0.868451,0.860865,0.126906,0.012229
WP_000052325.1,0.0004,0.0426,0.2138,0.7432,0.0,0.0,0.007551,0.000535,0.000557,0.991357,0.999846,6.9e-05,8.5e-05
WP_000052590.1,0.0002,0.0676,0.8421,0.09,0.0,0.0,0.001198,5.4e-05,0.000176,0.998571,0.999805,0.000112,8.3e-05
WP_000052781.1,0.0005,0.1329,0.8651,0.0015,0.0,0.0,0.012719,0.000229,0.000739,0.986313,0.99713,0.00178,0.00109
WP_000054604.1,0.0,0.0,0.0,1.0,0.0,0.0,0.001449,0.000287,0.002918,0.995346,0.999721,0.000193,8.5e-05
WP_000055337.1,0.0001,0.004,0.9663,0.0296,0.0,0.0,0.001202,0.000369,0.000274,0.998156,0.997844,7.1e-05,0.002085
WP_000055844.1,0.0001,0.0149,0.9592,0.0258,0.0,0.0,0.002658,0.001088,0.000529,0.995725,0.998459,4.6e-05,0.001495
WP_000057330.1,0.0,0.0365,0.9446,0.0189,0.0,0.0,0.013405,0.000561,0.001311,0.984723,0.999149,0.000172,0.000679
WP_000057564.1,0.0084,0.0171,0.6115,0.363,0.0,0.0,0.002305,0.000165,0.000214,0.997316,0.999978,1.3e-05,9e-06
WP_000057587.1,0.0002,0.0063,0.9919,0.0016,0.0,0.0,0.00351,0.000222,0.000506,0.995761,0.999959,2.9e-05,1.2e-05
WP_000058377.1,0.0005,0.2005,0.7836,0.0154,0.0,0.0,0.012323,0.003306,0.001611,0.98276,0.99976,8.3e-05,0.000157
WP_000060793.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.277921,0.024457,0.012909,0.684713,0.992278,0.007118,0.000604
WP_000061866.1,0.006,0.2911,0.5629,0.14,0.0,0.0,0.005815,0.000242,0.000638,0.993306,0.999952,5e-06,4.3e-05
WP_000062417.1,0.0,0.0007,0.0,0.9993,0.0,0.0,0.002358,0.00418,0.000491,0.992971,0.999985,5e-06,1e-05
WP_000062639.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.064683,0.00043,0.102466,0.832422,0.887887,0.10655,0.005562
WP_000063552.1,0.0001,0.0071,0.0004,0.9924,0.0,0.0,0.013986,0.001448,0.004009,0.980556,0.999986,4e-06,1e-05
WP_000064078.1,0.0001,0.0006,0.9923,0.007,0.0,0.0,0.001191,0.000151,0.000213,0.998446,0.999993,4e-06,3e-06
WP_000064215.1,0.0072,0.0522,0.9402,0.0004,0.0,0.0,0.061617,0.012336,0.020995,0.905053,0.996845,0.000619,0.002535
WP_000064778.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.012697,0.000621,0.01798,0.968701,0.99967,0.000284,4.6e-05
WP_000065047.1,0.0009,0.0049,0.9918,0.0024,0.0,0.0,0.005944,0.000207,0.001346,0.992502,0.999381,0.000509,0.00011
WP_000066011.1,0.0001,0.0454,0.0001,0.9545,0.0,0.0,0.038634,0.007905,0.055447,0.898015,0.837173,0.160919,0.001908
WP_000066061.1,0.0001,0.0106,0.9874,0.0019,0.0,0.0,0.00211,0.00026,0.000243,0.997388,0.999981,1.1e-05,8e-06
WP_000066097.1,0.0,0.0073,0.9924,0.0003,0.0,0.0,0.02467,0.000875,0.003451,0.971004,0.999816,0.000144,4e-05
WP_000066353.1,0.0045,0.247,0.667,0.0814,0.0,0.0,0.002242,0.001165,0.000308,0.996285,0.999898,5e-06,9.7e-05
WP_000066379.1,0.0004,0.1393,0.8436,0.0168,0.0,0.0,0.005725,0.000718,0.000643,0.992915,0.999692,4.1e-05,0.000267
WP_000066519.1,0.0009,0.021,0.0539,0.9242,0.0,0.0,0.009996,0.000463,0.004264,0.985277,0.999859,0.000114,2.7e-05
WP_000066896.1,0.0009,0.0341,0.9091,0.056,0.0,0.0,0.00077,0.000139,0.000155,0.998936,0.999809,2.7e-05,0.000164
WP_000066927.1,0.0008,0.0054,0.9907,0.0031,0.0,0.0,0.023197,0.000458,0.001141,0.975204,0.999977,1.1e-05,1.1e-05
WP_000067111.1,0.0044,0.0039,0.9604,0.0313,0.0,0.0,0.00333,0.000206,0.000318,0.996145,0.999688,0.000186,0.000126
WP_000067127.1,0.0206,0.9064,0.0665,0.0065,0.0,0.0,0.003225,0.000137,0.000504,0.996134,0.999969,2e-05,1.2e-05
WP_000067360.1,0.0008,0.0173,0.1251,0.8568,0.0,0.0,0.006678,0.000447,0.000277,0.992598,0.999923,2.9e-05,4.8e-05
WP_000068176.1,0.0002,0.0213,0.968,0.0104,0.0,0.0,0.004498,0.000165,0.000333,0.995004,0.999958,2.6e-05,1.7e-05
WP_000068604.1,0.001,0.0045,0.8834,0.1111,0.0,0.0,0.007504,0.000324,0.000797,0.991375,0.999941,3.4e-05,2.5e-05
WP_000069098.1,0.0,0.0081,0.9873,0.0045,0.0,0.0,0.002464,0.00023,0.000371,0.996936,0.99975,5.5e-05,0.000195
WP_000069285.1,0.0083,0.1152,0.0014,0.875,0.0,0.0,0.014107,0.084419,0.003534,0.897939,0.999999,0.0,1e-06
WP_000070659.1,0.0001,0.4504,0.0,0.5495,0.0,0.0,0.114209,0.008754,0.121632,0.755404,0.999817,8.9e-05,9.4e-05
WP_000070809.1,0.0,0.9999,0.0,0.0001,0.0,0.0,0.110478,0.008087,0.002237,0.879198,0.999869,0.000118,1.2e-05
WP_000070826.1,0.0015,0.2918,0.0,0.7067,0.0,0.0,0.105218,0.000937,0.005709,0.888136,0.999968,2.3e-05,9e-06
WP_000070865.1,0.002,0.1851,0.8088,0.0041,0.0,0.0,0.004322,0.000179,0.000538,0.994961,0.999849,2.9e-05,0.000122
WP_000070966.1,0.0,0.0006,0.0,0.9994,0.0,0.0,0.010098,0.000713,0.016984,0.972205,0.999499,6.8e-05,0.000433
WP_000071351.1,0.0,0.0042,0.9952,0.0006,0.0,0.0,0.004735,0.000565,0.000817,0.993883,0.999852,1.6e-05,0.000132
WP_000071901.1,0.0,0.0105,0.9884,0.0011,0.0,0.0,0.022377,0.002178,0.01634,0.959105,0.997642,0.000715,0.001644
WP_000072155.1,0.0,0.0006,0.0,0.9993,0.0,0.0,0.002623,0.000121,0.025367,0.971888,0.992374,0.006968,0.000657
WP_000072270.1,0.0,0.0007,0.0008,0.9984,0.0,0.0,0.005584,0.000401,0.000714,0.9933,0.999866,3.6e-05,9.9e-05
WP_000072439.1,0.0,0.0052,0.0001,0.9946,0.0,0.0,0.001869,0.000244,0.001172,0.996715,1.0,0.0,0.0
WP_000072678.1,0.0002,0.0283,0.9649,0.0065,0.0,0.0,0.009584,0.00119,0.001944,0.987281,0.992958,0.000497,0.006545
WP_000073185.1,0.0011,0.0031,0.9802,0.0155,0.0,0.0,0.013681,0.001047,0.001556,0.983717,0.999527,0.000385,8.9e-05
WP_000073195.1,0.0013,0.0131,0.964,0.0217,0.0,0.0,0.001845,0.000122,0.000227,0.997806,0.999979,1.1e-05,1e-05
WP_000073352.1,0.0042,0.0066,0.9779,0.0113,0.0,0.0,0.002012,0.000216,0.000358,0.997414,0.999954,3.3e-05,1.2e-05
WP_000074017.1,0.0042,0.0288,0.0137,0.9533,0.0,0.0,0.004422,0.000282,0.000685,0.994611,0.999516,0.000108,0.000376
WP_000074048.1,0.0005,0.0152,0.9833,0.0009,0.0,0.0,0.004067,0.000204,0.000498,0.995231,0.999599,1.9e-05,0.000381
WP_000075716.1,0.0001,0.0181,0.9504,0.0315,0.0,0.0,0.004559,0.00063,0.000803,0.994008,0.99919,0.000748,6.2e-05
WP_000076040.1,0.0004,0.1244,0.8734,0.0017,0.0,0.0,0.012027,0.0012,0.000859,0.985914,0.99985,2.7e-05,0.000123
WP_000076410.1,0.0,0.0698,0.9264,0.0038,0.0,0.0,0.00625,0.00092,0.001055,0.991775,0.999979,1.2e-05,1e-05
WP_000076661.1,0.0002,0.0186,0.9785,0.0028,0.0,0.0,0.016738,0.001113,0.004887,0.977262,0.996656,0.002453,0.000891
WP_000076695.1,0.0001,0.0052,0.9934,0.0013,0.0,0.0,0.014325,0.007821,0.002457,0.975397,0.999637,8.8e-05,0.000275
WP_000076927.1,0.0005,0.0012,0.9601,0.0381,0.0,0.0,0.066023,0.024209,0.002925,0.906843,0.999356,0.000263,0.000381
WP_000077326.1,0.0022,0.0112,0.9742,0.0123,0.0,0.0,0.011577,0.001511,0.0027,0.984212,0.999521,0.000363,0.000116
WP_000077350.1,0.0011,0.0016,0.9968,0.0005,0.0,0.0,0.012615,0.00165,0.002115,0.983619,0.993978,0.00385,0.002172
WP_000077545.1,0.0016,0.0792,0.8927,0.0265,0.0,0.0,0.001674,0.00031,0.000235,0.99778,0.999956,2.3e-05,2.1e-05
WP_000078092.1,0.0,0.0144,0.0149,0.9707,0.0,0.0,0.004142,0.0004,0.000402,0.995056,0.999849,1.3e-05,0.000138
WP_000079317.1,0.0,0.0,0.0,1.0,0.0,0.0,0.184518,0.037838,0.006279,0.771364,0.999693,0.000106,0.000201
WP_000079445.1,0.0002,0.0324,0.1294,0.8381,0.0,0.0,0.009769,0.000651,0.001603,0.987977,0.999614,6.8e-05,0.000317
WP_000080026.1,0.0001,0.0046,0.9788,0.0165,0.0,0.0,0.001922,9.9e-05,0.000254,0.997726,0.999986,1.2e-05,2e-06
WP_000080558.1,0.021,0.1681,0.4345,0.3763,0.0,0.0,0.012252,0.000748,0.002033,0.984968,0.97371,0.025994,0.000295
WP_000081233.1,0.0002,0.0223,0.9601,0.0174,0.0,0.0,0.036712,0.001296,0.00713,0.954863,0.997378,0.002334,0.000288
WP_000081595.1,0.0,0.0148,0.0,0.9851,0.0,0.0,0.001866,0.000307,0.2023,0.795527,0.999995,0.0,5e-06
WP_000082539.1,0.0006,0.3607,0.6375,0.0012,0.0,0.0,0.035586,0.006403,0.001321,0.956689,0.999803,5.5e-05,0.000142
WP_000082549.1,0.0004,0.0267,0.9312,0.0417,0.0,0.0,0.003216,0.000166,0.0004,0.996218,0.999355,0.000403,0.000242
WP_000082725.1,0.0029,0.0256,0.9643,0.0072,0.0,0.0,0.002398,0.00041,0.000373,0.996819,0.999985,3e-06,1.2e-05
WP_000083799.1,0.0,0.0005,0.0001,0.9995,0.0,0.0,0.009005,0.001102,0.003247,0.986645,0.999869,0.0001,3.2e-05
WP_000084776.1,0.0001,0.0013,0.0001,0.9985,0.0,0.0,0.07283,0.000468,0.013411,0.913291,0.996704,0.003247,4.8e-05
WP_000084824.1,0.0,0.003,0.9967,0.0002,0.0,0.0,0.016832,0.0002,0.000493,0.982475,0.999975,2.1e-05,4e-06
WP_000087107.1,0.0008,0.0035,0.9952,0.0005,0.0,0.0,0.016788,0.017013,0.001153,0.965047,0.990469,5.2e-05,0.009479
WP_000087385.1,0.0001,0.0013,0.9978,0.0008,0.0,0.0,0.002999,0.000255,0.000267,0.996479,0.999875,3.8e-05,8.6e-05
WP_000087561.1,0.001,0.207,0.6493,0.1427,0.0,0.0,0.001444,0.000282,0.000314,0.99796,0.997993,0.000481,0.001527
WP_000088195.1,0.0002,0.0243,0.9684,0.0071,0.0,0.0,0.007284,0.001377,0.00144,0.989899,0.995686,0.002708,0.001605
WP_000088437.1,0.0002,0.2486,0.6882,0.063,0.0,0.0,0.004035,0.000177,0.000293,0.995495,0.999858,0.000107,3.5e-05
WP_000088649.1,0.0,0.0017,0.9978,0.0006,0.0,0.0,0.016959,0.000883,0.004028,0.97813,0.855049,0.03014,0.11481
