accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_tat,signalp_prob_lipo,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000021445.1,0.0,0.009,0.9908,0.0002,0.0,0.0,0.002975,0.000161,0.000482,0.996381,0.999961,5e-06,3.4e-05
WP_000021865.1,0.0,0.0,0.0,1.0,0.0,0.0,0.056074,0.000646,0.001979,0.941302,0.99752,0.001551,0.000929
WP_000022326.1,0.0011,0.0261,0.6096,0.3632,0.0,0.0,0.007644,0.000741,0.001336,0.990279,0.995675,0.003762,0.000562
WP_000022728.1,0.0006,0.0472,0.9516,0.0007,0.0,0.0,0.003061,0.000246,0.000341,0.996353,0.999103,0.00061,0.000287
WP_000023328.1,0.001,0.0128,0.735,0.2513,0.0,0.0,0.017826,0.001465,0.0016,0.979109,0.984245,0.00674,0.009015
WP_000024135.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.017136,0.000966,0.390678,0.591219,0.999169,0.000794,3.7e-05
WP_000024500.1,0.0,0.0057,0.9943,0.0,0.0,0.0,0.049256,0.003151,0.034117,0.913476,0.796775,0.172824,0.030402
WP_000024827.1,0.0002,0.6817,0.3165,0.0016,0.0,0.0,0.005565,0.002315,0.000737,0.991383,0.999948,8e-06,4.4e-05
WP_000025274.1,0.0007,0.1327,0.4936,0.373,0.0,0.0,0.002221,0.000263,0.000222,0.997294,0.999937,3.8e-05,2.5e-05
WP_000025835.1,0.0,0.0735,0.0,0.9265,0.0,0.0,0.00169,0.000231,0.023387,0.974693,0.847488,0.142161,0.010352
WP_000026189.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.146458,0.001097,0.03271,0.819735,0.984516,0.015232,0.000252
WP_000026308.1,0.0002,0.1288,0.8675,0.0035,0.0,0.0,0.003174,0.000223,0.000615,0.995988,0.992509,0.006,0.001491
WP_000027069.1,0.0001,0.2383,0.7516,0.01,0.0,0.0,0.027761,0.004087,0.005666,0.962487,0.961494,0.003928,0.034578
WP_000027928.1,0.0033,0.0718,0.902,0.0229,0.0,0.0,0.002346,0.000217,0.000614,0.996823,0.999858,8.8e-05,5.4e-05
WP_000028424.1,0.0012,0.2216,0.7607,0.0165,0.0,0.0,0.007121,0.000231,0.002519,0.990129,0.955554,0.039145,0.005302
WP_000028594.1,0.0004,0.0056,0.9908,0.0032,0.0,0.0,0.00283,0.000514,0.000637,0.996019,0.999928,2.3e-05,4.9e-05
WP_000028608.1,0.0005,0.0052,0.9902,0.0042,0.0,0.0,0.00283,0.000514,0.000637,0.996019,0.999925,2.4e-05,5.1e-05
WP_000029200.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.047956,0.003449,0.032106,0.916488,0.978339,0.010091,0.01157
WP_000029540.1,0.0052,0.0954,0.3735,0.5258,0.0,0.0,0.002383,9.1e-05,0.00026,0.997266,0.9999,7.8e-05,2.2e-05
WP_000030058.1,0.0001,0.0124,0.9819,0.0056,0.0,0.0,0.007652,0.00033,0.000366,0.991653,0.99992,4.4e-05,3.6e-05
WP_000030820.1,0.0002,0.0089,0.9883,0.0026,0.0,0.0,0.025668,0.024848,0.002504,0.94698,0.999833,8.3e-05,8.5e-05
WP_000031108.1,0.0017,0.0024,0.9955,0.0005,0.0,0.0,0.027561,0.011381,0.007759,0.953299,0.981576,5.4e-05,0.018369
WP_000031260.1,0.0002,0.0045,0.4531,0.5422,0.0,0.0,0.075434,0.004281,0.005033,0.915252,0.996184,0.001221,0.002595
WP_000031403.1,0.0,0.0004,0.0,0.9995,0.0,0.0,0.010558,0.000988,0.00214,0.986314,0.999783,3.4e-05,0.000183
WP_000031514.1,0.0001,0.002,0.9979,0.0001,0.0,0.0,0.006136,0.000127,0.000452,0.993286,0.999958,2e-05,2.1e-05
WP_000031892.1,0.0001,0.0056,0.9925,0.0019,0.0,0.0,0.001767,0.000214,0.00029,0.99773,0.999161,0.000109,0.00073
WP_000032649.1,0.0001,0.0326,0.9662,0.0011,0.0,0.0,0.002956,0.000182,0.00036,0.996502,0.99998,9e-06,1.1e-05
WP_000032742.1,0.0016,0.052,0.8821,0.0643,0.0,0.0,0.011831,0.001013,0.00266,0.984496,0.99995,4.3e-05,7e-06
WP_000032836.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.000508,5.7e-05,0.998769,0.000666,0.589233,0.410397,0.000369
WP_000033477.1,0.0,0.0035,0.0004,0.996,0.0,0.0,0.007353,0.000184,0.005969,0.986494,0.999875,0.000106,1.9e-05
WP_000034511.1,0.0,0.0038,0.9958,0.0003,0.0,0.0,0.036072,0.001727,0.003037,0.959164,0.985466,0.012755,0.001779
WP_000034716.1,0.0024,0.0419,0.951,0.0047,0.0,0.0,0.01916,0.001154,0.025443,0.954243,0.999661,0.000271,6.7e-05
WP_000034729.1,0.0001,0.0496,0.6487,0.3017,0.0,0.0,0.004504,0.001201,0.000466,0.993829,0.999786,0.000131,8.3e-05
WP_000034972.1,0.0042,0.0275,0.0001,0.9683,0.0,0.0,0.000597,4.1e-05,0.999205,0.000157,0.010963,0.988922,0.000115
WP_000035058.1,0.0005,0.202,0.7947,0.0027,0.0,0.0,0.011423,0.000242,0.00117,0.987166,0.999894,4.7e-05,6e-05
WP_000035320.1,0.0014,0.0775,0.8799,0.0412,0.0,0.0,0.000996,8e-05,0.000142,0.998782,0.999971,2e-05,9e-06
WP_000035764.1,0.0002,0.0036,0.0006,0.9956,0.0,0.0,0.009707,0.000164,0.001291,0.988838,0.99998,1.4e-05,5e-06
WP_000036009.1,0.0003,0.0056,0.9153,0.0787,0.0,0.0,0.009412,0.000467,0.001792,0.988329,0.998576,0.000815,0.00061
WP_000036076.1,0.0001,0.0628,0.9366,0.0005,0.0,0.0,0.004625,0.000187,0.000639,0.99455,0.999903,2.7e-05,7e-05
WP_000036086.1,0.0009,0.898,0.0954,0.0058,0.0,0.0,0.04421,0.001917,0.006988,0.946885,0.544547,0.429239,0.026214
WP_000036325.1,0.0,0.0014,0.0001,0.9985,0.0,0.0,0.034585,0.000368,0.598753,0.366295,0.960688,0.038684,0.000628
WP_000036631.1,0.0,0.0004,0.9995,0.0001,0.0,0.0,0.00242,0.000266,0.000233,0.997081,0.999973,2.2e-05,5e-06
WP_000037326.1,0.0008,0.0517,0.7613,0.1863,0.0,0.0,0.021296,0.003623,0.002909,0.972172,0.999751,1.7e-05,0.000232
WP_000038224.1,0.0015,0.2607,0.0001,0.7377,0.0,0.0,0.30005,0.001239,0.131865,0.566846,0.274838,0.724182,0.000979
WP_000038521.1,0.0176,0.1631,0.0001,0.8193,0.0,0.0,0.703659,0.002845,0.022967,0.270529,0.524012,0.475037,0.000951
WP_000038962.1,0.0,0.0,0.0,1.0,0.0,0.0,0.25134,0.000869,0.010949,0.736843,0.994889,0.004849,0.000262
WP_000040052.1,0.0001,0.0123,0.9868,0.0008,0.0,0.0,0.010447,0.000492,0.00181,0.987251,0.999336,0.00048,0.000184
WP_000040069.1,0.0001,0.0376,0.9615,0.0008,0.0,0.0,0.003368,0.000125,0.000381,0.996126,0.990493,0.004298,0.00521
WP_000040605.1,0.0018,0.0245,0.7322,0.2415,0.0,0.0,0.078291,0.00424,0.053789,0.86368,0.980474,0.015065,0.004461
WP_000040872.1,0.0036,0.0082,0.9869,0.0013,0.0,0.0,0.005328,0.002313,0.000556,0.991803,0.999926,5.8e-05,1.5e-05
WP_000041872.1,0.0066,0.6387,0.3249,0.0298,0.0,0.0,0.013439,0.000767,0.002058,0.983736,0.996769,3.2e-05,0.003199
WP_000043237.1,0.0001,0.0025,0.9968,0.0006,0.0,0.0,0.004111,0.000265,0.000429,0.995196,0.99996,8e-06,3.2e-05
WP_000043646.1,0.0,0.0082,0.991,0.0008,0.0,0.0,0.008141,0.000495,0.000586,0.990778,0.999996,1e-06,4e-06
WP_000044568.1,0.8584,0.1398,0.0,0.0018,0.0,0.0,0.014476,0.001399,0.001119,0.983006,0.999985,1.1e-05,4e-06
WP_000044799.1,0.0,0.0004,0.9996,0.0,0.0,0.0,0.004914,0.001285,0.00119,0.99261,0.999387,0.000438,0.000175
WP_000046022.1,0.0,0.9987,0.0,0.0012,0.0,0.0,0.09578,0.008857,0.032947,0.862416,0.863412,0.129697,0.006891
WP_000046076.1,0.0006,0.0576,0.336,0.6058,0.0,0.0,0.159156,0.029488,0.008793,0.802563,0.995004,0.003782,0.001214
WP_000046602.1,0.0022,0.0473,0.8855,0.065,0.0,0.0,0.018228,0.001295,0.001594,0.978883,0.998267,0.000433,0.0013
WP_000046620.1,0.0,0.0457,0.9073,0.047,0.0,0.0,0.016089,0.006661,0.004164,0.973086,0.999839,6.4e-05,9.6e-05
WP_000047009.1,0.0012,0.0227,0.9737,0.0024,0.0,0.0,0.003114,0.000468,0.000295,0.996124,0.999927,9e-06,6.4e-05
WP_000047254.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.032439,0.005185,0.003054,0.959323,0.999999,0.0,1e-06
WP_000047824.1,0.0004,0.0204,0.9572,0.022,0.0,0.0,0.005517,0.00026,0.000345,0.993878,0.999958,3e-05,1.2e-05
WP_000048060.1,0.0,0.4518,0.5478,0.0004,0.0,0.0,0.017333,0.006243,0.010111,0.966312,0.99429,4e-05,0.00567
WP_000048712.1,0.0001,0.0167,0.9784,0.0048,0.0,0.0,0.002006,0.000137,0.000193,0.997665,0.999822,0.000118,6e-05
WP_000049146.1,0.0,0.0008,0.0,0.9992,0.0,0.0,0.016178,0.001639,0.129025,0.853158,0.999987,1e-06,1.2e-05
WP_000049478.1,0.0007,0.0423,0.9543,0.0027,0.0,0.0,0.008154,0.000166,0.00078,0.990901,0.999973,2.5e-05,2e-06
WP_000049916.1,0.0007,0.0037,0.9933,0.0024,0.0,0.0,0.010951,0.000494,0.001853,0.986702,0.99976,3.5e-05,0.000205
WP_000050764.1,0.0,0.0005,0.9995,0.0,0.0,0.0,0.003367,0.000205,0.000224,0.996204,0.999829,0.000125,4.6e-05
WP_000050973.1,0.0001,0.195,0.8027,0.0023,0.0,0.0,0.002928,0.000183,0.000244,0.996645,0.999708,6.8e-05,0.000224
WP_000051208.1,0.0003,0.0648,0.9238,0.0111,0.0,0.0,0.006941,0.00094,0.001748,0.990371,0.979452,0.002611,0.017938
WP_000052076.1,0.0,0.0015,0.0,0.9985,0.0,0.0,0.008667,0.00071,0.122172,0.868451,0.860865,0.126906,0.012229
WP_000052305.1,0.0002,0.0491,0.1647,0.786,0.0,0.0,0.017413,0.00028,0.000671,0.981636,0.99939,0.000112,0.000497
WP_000052590.1,0.0002,0.0676,0.8421,0.09,0.0,0.0,0.001198,5.4e-05,0.000176,0.998571,0.999805,0.000112,8.3e-05
WP_000052781.1,0.0005,0.1329,0.8651,0.0015,0.0,0.0,0.012719,0.000229,0.000739,0.986313,0.99713,0.00178,0.00109
WP_000054607.1,0.0,0.0,0.0,1.0,0.0,0.0,0.001449,0.000287,0.002918,0.995346,0.999721,0.000193,8.5e-05
WP_000055340.1,0.0001,0.004,0.967,0.0289,0.0,0.0,0.001202,0.000369,0.000274,0.998156,0.997837,7.1e-05,0.002092
WP_000055852.1,0.0001,0.0126,0.9594,0.0279,0.0,0.0,0.001759,0.000486,0.000281,0.997474,0.997681,4.7e-05,0.002272
WP_000056386.1,0.0008,0.999,0.0002,0.0,0.0,0.0,0.015979,0.002323,0.00382,0.977878,0.999958,2e-05,2.2e-05
WP_000057330.1,0.0,0.0365,0.9446,0.0189,0.0,0.0,0.013405,0.000561,0.001311,0.984723,0.999149,0.000172,0.000679
WP_000057562.1,0.0082,0.0161,0.6253,0.3504,0.0,0.0,0.002305,0.000165,0.000214,0.997316,0.999978,1.3e-05,9e-06
WP_000057594.1,0.0002,0.0062,0.992,0.0016,0.0,0.0,0.003491,0.000228,0.000529,0.995752,0.999862,8.3e-05,5.4e-05
WP_000058389.1,0.0005,0.1963,0.7877,0.0155,0.0,0.0,0.012323,0.003306,0.001611,0.98276,0.999761,8.3e-05,0.000156
WP_000060762.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.19566,0.016227,0.007429,0.780684,0.973803,0.024816,0.001381
WP_000061866.1,0.006,0.2911,0.5629,0.14,0.0,0.0,0.005815,0.000242,0.000638,0.993306,0.999952,5e-06,4.3e-05
WP_000062407.1,0.0,0.0007,0.0,0.9992,0.0,0.0,0.002305,0.004784,0.000628,0.992284,0.999984,6e-06,1.1e-05
WP_000062644.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.064683,0.00043,0.102466,0.832422,0.886784,0.107311,0.005905
WP_000063550.1,0.0001,0.0068,0.0004,0.9928,0.0,0.0,0.013986,0.001448,0.004009,0.980556,0.999986,4e-06,1e-05
WP_000064078.1,0.0001,0.0006,0.9923,0.007,0.0,0.0,0.001191,0.000151,0.000213,0.998446,0.999993,4e-06,3e-06
WP_000064214.1,0.0245,0.1349,0.8401,0.0005,0.0,0.0,0.058847,0.013865,0.021073,0.906215,0.994992,0.000755,0.004253
WP_000064770.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.012697,0.000621,0.01798,0.968701,0.999745,0.000214,4.2e-05
WP_000065020.1,0.0007,0.0033,0.9935,0.0025,0.0,0.0,0.006656,0.000182,0.001561,0.9916,0.99941,0.000492,9.8e-05
WP_000066020.1,0.0001,0.0462,0.0001,0.9536,0.0,0.0,0.038527,0.007372,0.053786,0.900315,0.873837,0.123613,0.00255
WP_000066053.1,0.0001,0.0106,0.9877,0.0016,0.0,0.0,0.00211,0.00026,0.000243,0.997388,0.999981,1.1e-05,8e-06
WP_000066097.1,0.0,0.0073,0.9924,0.0003,0.0,0.0,0.02467,0.000875,0.003451,0.971004,0.999816,0.000144,4e-05
WP_000066368.1,0.0049,0.3088,0.6098,0.0765,0.0,0.0,0.002295,0.000272,0.000359,0.997074,0.999929,5e-06,6.6e-05
WP_000066381.1,0.0003,0.1474,0.8352,0.0171,0.0,0.0,0.005725,0.000718,0.000643,0.992915,0.999708,4e-05,0.000252
WP_000066528.1,0.0011,0.0224,0.0544,0.9221,0.0,0.0,0.009996,0.000463,0.004264,0.985277,0.999859,0.000114,2.7e-05
WP_000066900.1,0.0009,0.0326,0.912,0.0545,0.0,0.0,0.000785,0.00015,0.000157,0.998908,0.999799,2.8e-05,0.000173
WP_000067117.1,0.0037,0.0069,0.9534,0.036,0.0,0.0,0.004181,0.000213,0.00041,0.995196,0.999742,0.000131,0.000127
WP_000067127.1,0.0206,0.9064,0.0665,0.0065,0.0,0.0,0.003225,0.000137,0.000504,0.996134,0.999969,2e-05,1.2e-05
WP_000067246.1,0.0002,0.4755,0.5048,0.0195,0.0,0.0,0.000857,0.000131,0.000164,0.998848,0.999974,1.2e-05,1.3e-05
WP_000067344.1,0.0007,0.0171,0.1132,0.8689,0.0,0.0,0.007023,0.000548,0.000304,0.992124,0.999913,3.5e-05,5.2e-05
WP_000068176.1,0.0002,0.0213,0.968,0.0104,0.0,0.0,0.004498,0.000165,0.000333,0.995004,0.999958,2.6e-05,1.7e-05
WP_000068610.1,0.0011,0.0034,0.8846,0.111,0.0,0.0,0.006334,0.00045,0.00074,0.992475,0.999971,1.2e-05,1.7e-05
WP_000069091.1,0.0,0.0073,0.9885,0.0042,0.0,0.0,0.002464,0.00023,0.000371,0.996936,0.999754,5.5e-05,0.000192
WP_000069297.1,0.0081,0.107,0.0012,0.8837,0.0,0.0,0.014107,0.084419,0.003534,0.897939,0.999999,0.0,1e-06
WP_000070637.1,0.0002,0.4535,0.0,0.5463,0.0,0.0,0.10156,0.00773,0.119115,0.771595,0.999833,8.1e-05,8.6e-05
WP_000070828.1,0.0016,0.2911,0.0,0.7072,0.0,0.0,0.105218,0.000937,0.005709,0.888136,0.999969,2.2e-05,9e-06
WP_000070865.1,0.002,0.1851,0.8088,0.0041,0.0,0.0,0.004322,0.000179,0.000538,0.994961,0.999849,2.9e-05,0.000122
WP_000070962.1,0.0,0.0006,0.0,0.9993,0.0,0.0,0.012807,0.000994,0.024115,0.962084,0.999483,7.3e-05,0.000444
WP_000071351.1,0.0,0.0042,0.9952,0.0006,0.0,0.0,0.004735,0.000565,0.000817,0.993883,0.999852,1.6e-05,0.000132
WP_000071902.1,0.0,0.0111,0.9877,0.0011,0.0,0.0,0.022377,0.002178,0.01634,0.959105,0.99752,0.000776,0.001703
WP_000072151.1,0.0,0.0007,0.0,0.9992,0.0,0.0,0.002623,0.000121,0.025367,0.971888,0.992604,0.006758,0.000638
WP_000072391.1,0.0009,0.244,0.6407,0.1144,0.0,0.0,0.00907,0.000282,0.000849,0.989799,0.99976,0.000148,9.3e-05
WP_000072467.1,0.0,0.0041,0.0002,0.9957,0.0,0.0,0.0016,0.000193,0.001416,0.996791,1.0,0.0,0.0
WP_000072554.1,0.0015,0.1944,0.7953,0.0087,0.0,0.0,0.006574,0.000284,0.000883,0.99226,0.999984,3e-06,1.3e-05
WP_000072616.1,0.0026,0.3622,0.6279,0.0073,0.0,0.0,0.010188,0.002066,0.001751,0.985995,0.999974,9e-06,1.6e-05
WP_000072681.1,0.0002,0.028,0.966,0.0058,0.0,0.0,0.011612,0.001933,0.00229,0.984164,0.989552,0.000659,0.009789
WP_000073178.1,0.0009,0.0022,0.9852,0.0116,0.0,0.0,0.013793,0.00101,0.001581,0.983616,0.999578,0.000342,7.9e-05
WP_000073195.1,0.0013,0.0131,0.964,0.0217,0.0,0.0,0.001845,0.000122,0.000227,0.997806,0.999979,1.1e-05,1e-05
WP_000073342.1,0.0039,0.0055,0.9791,0.0115,0.0,0.0,0.002012,0.000216,0.000358,0.997414,0.999955,3.2e-05,1.2e-05
WP_000074013.1,0.0033,0.0219,0.01,0.9648,0.0,0.0,0.004422,0.000282,0.000685,0.994611,0.999581,9.6e-05,0.000322
WP_000074048.1,0.0005,0.0152,0.9833,0.0009,0.0,0.0,0.004067,0.000204,0.000498,0.995231,0.999599,1.9e-05,0.000381
WP_000075712.1,0.0001,0.0174,0.9503,0.0323,0.0,0.0,0.004657,0.000608,0.000761,0.993974,0.999268,0.000694,3.7e-05
WP_000076033.1,0.0003,0.1241,0.874,0.0015,0.0,0.0,0.01108,0.001192,0.000768,0.986961,0.999859,2.7e-05,0.000114
WP_000076402.1,0.0,0.0679,0.9288,0.0032,0.0,0.0,0.006928,0.001034,0.001259,0.990779,0.999975,1.5e-05,1.1e-05
WP_000076662.1,0.0002,0.0194,0.9782,0.0022,0.0,0.0,0.015617,0.001072,0.00478,0.97853,0.996937,0.00211,0.000953
WP_000076689.1,0.0001,0.0056,0.993,0.0013,0.0,0.0,0.014325,0.007821,0.002457,0.975397,0.999637,8.8e-05,0.000275
WP_000076925.1,0.0006,0.0013,0.9537,0.0445,0.0,0.0,0.066023,0.024209,0.002925,0.906843,0.999356,0.000263,0.000381
WP_000077331.1,0.0019,0.0097,0.9767,0.0117,0.0,0.0,0.011577,0.001511,0.0027,0.984212,0.999486,0.00039,0.000123
WP_000077355.1,0.0009,0.0022,0.9965,0.0005,0.0,0.0,0.0127,0.001822,0.002108,0.983371,0.993836,0.003725,0.00244
WP_000077551.1,0.0016,0.0907,0.8761,0.0316,0.0,0.0,0.002801,0.001185,0.000322,0.995692,0.999978,1.7e-05,4e-06
WP_000078097.1,0.0,0.0141,0.015,0.9709,0.0,0.0,0.004094,0.000301,0.000383,0.995222,0.999842,1.5e-05,0.000143
WP_000079140.1,0.0,0.0162,0.0003,0.9834,0.0,0.0,0.354195,0.001322,0.50073,0.143753,0.002863,0.996994,0.000143
WP_000079318.1,0.0,0.0,0.0,0.9999,0.0,0.0,0.184518,0.037838,0.006279,0.771364,0.999692,0.000106,0.000202
WP_000079444.1,0.0002,0.0384,0.1403,0.8211,0.0,0.0,0.012825,0.000943,0.002058,0.984174,0.999813,4.9e-05,0.000138
WP_000080026.1,0.0001,0.0046,0.9788,0.0165,0.0,0.0,0.001922,9.9e-05,0.000254,0.997726,0.999986,1.2e-05,2e-06
WP_000081240.1,0.0002,0.0214,0.9616,0.0168,0.0,0.0,0.036712,0.001296,0.00713,0.954863,0.997567,0.002106,0.000327
WP_000081602.1,0.0,0.0218,0.0,0.9782,0.0,0.0,0.002049,0.000315,0.245105,0.752532,0.999996,0.0,4e-06
WP_000082534.1,0.0006,0.3778,0.6203,0.0012,0.0,0.0,0.035586,0.006403,0.001321,0.956689,0.999803,5.5e-05,0.000142
WP_000082565.1,0.0003,0.0205,0.95,0.0291,0.0,0.0,0.00352,0.000158,0.000429,0.995894,0.999395,0.000429,0.000176
WP_000082737.1,0.003,0.0263,0.9633,0.0075,0.0,0.0,0.002524,0.000355,0.000369,0.996752,0.999986,4e-06,1e-05
WP_000083790.1,0.0,0.0007,0.0001,0.9992,0.0,0.0,0.009201,0.000988,0.00351,0.9863,0.999867,0.000102,3.1e-05
WP_000084781.1,0.0001,0.0015,0.0001,0.9983,0.0,0.0,0.077608,0.000521,0.01373,0.908141,0.996206,0.003746,4.8e-05
WP_000084826.1,0.0,0.0025,0.9972,0.0002,0.0,0.0,0.016832,0.0002,0.000493,0.982475,0.999977,2e-05,4e-06
WP_000087113.1,0.0006,0.0033,0.9958,0.0004,0.0,0.0,0.017513,0.01678,0.001282,0.964425,0.989973,5.2e-05,0.009975
WP_000087385.1,0.0001,0.0013,0.9978,0.0008,0.0,0.0,0.002999,0.000255,0.000267,0.996479,0.999875,3.8e-05,8.6e-05
WP_000087561.1,0.001,0.207,0.6493,0.1427,0.0,0.0,0.001444,0.000282,0.000314,0.99796,0.997993,0.000481,0.001527
WP_000088195.1,0.0002,0.0243,0.9684,0.0071,0.0,0.0,0.007284,0.001377,0.00144,0.989899,0.995686,0.002708,0.001605
WP_000088437.1,0.0002,0.2486,0.6882,0.063,0.0,0.0,0.004035,0.000177,0.000293,0.995495,0.999858,0.000107,3.5e-05
WP_000088650.1,0.0,0.0019,0.9975,0.0006,0.0,0.0,0.016959,0.000883,0.004028,0.97813,0.851682,0.029821,0.118498
WP_000088727.1,0.0026,0.1145,0.7282,0.1547,0.0,0.0,0.004492,0.000187,0.000391,0.99493,0.998999,0.000101,0.0009
WP_000089945.1,0.0005,0.0232,0.9174,0.0589,0.0,0.0,0.006709,0.000717,0.000537,0.992037,0.998483,7.6e-05,0.00144
