accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000594516.1,0.0004,0.9994,0.0001,0.0002,0.0,0.0,0.804704,0.195296,0.048618,0.936095,0.015287
WP_000595265.1,0.0,0.051,0.0129,0.9361,0.0,0.0,0.353027,0.646973,0.116164,0.883607,0.000229
WP_000595402.1,0.0001,0.9999,0.0,0.0,0.0,0.0,0.51711,0.48289,0.141538,0.769132,0.089329
WP_000603755.1,0.0,0.002,0.0001,0.9979,0.0,0.0,0.674594,0.325406,0.844435,0.122502,0.033063
WP_000604723.1,0.0,0.0046,0.0,0.9954,0.0,0.0,0.442733,0.557267,0.264961,0.734614,0.000425
WP_000611512.1,0.0008,0.0282,0.0009,0.9701,0.0,0.0,0.764401,0.235599,0.059394,0.939149,0.001457
WP_000643618.1,0.0001,0.088,0.0001,0.9118,0.0,0.0,0.29286,0.70714,0.381735,0.612699,0.005566
WP_000645763.1,0.7753,0.1135,0.0007,0.1105,0.0,0.0,0.975325,0.024675,0.011943,0.987864,0.000193
WP_000648118.1,0.0351,0.1684,0.0204,0.7761,0.0,0.0,0.571459,0.428541,0.127275,0.822757,0.049968
WP_000649910.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.979898,0.020102,0.004262,0.995364,0.000374
WP_000668342.1,0.0543,0.0534,0.0,0.8922,0.0,0.0,0.954979,0.045021,0.033865,0.964182,0.001953
WP_000668623.1,0.0003,0.1425,0.0001,0.8571,0.0,0.0,0.716106,0.283894,0.008303,0.991581,0.000117
WP_000669003.1,0.0186,0.9784,0.0001,0.003,0.0,0.0,0.948543,0.051457,0.052259,0.831351,0.116391
WP_000669029.1,0.0508,0.4534,0.0023,0.4935,0.0,0.0,0.993728,0.006272,0.006189,0.993682,0.00013
WP_000669523.1,0.0663,0.933,0.0001,0.0006,0.0,0.0,0.922946,0.077054,0.006486,0.993068,0.000446
WP_000669659.1,0.0067,0.3182,0.0001,0.6751,0.0,0.0,0.968125,0.031875,0.007341,0.964377,0.028283
WP_000669724.1,0.4126,0.5873,0.0,0.0001,0.0,0.0,0.969578,0.030422,0.001735,0.996323,0.001942
WP_000675402.1,0.0,0.0003,0.0,0.9997,0.0,0.0,0.506832,0.493168,0.924781,0.074328,0.000891
WP_000676573.1,0.0092,0.9906,0.0001,0.0001,0.0,0.0,0.767394,0.232606,0.024987,0.952795,0.022218
WP_000681155.1,0.0001,0.0625,0.0,0.9374,0.0,0.0,0.992934,0.007066,0.096883,0.902862,0.000255
WP_000681967.1,0.0001,0.033,0.0001,0.9669,0.0,0.0,0.050277,0.949723,0.411587,0.588354,6e-05
WP_000682088.1,0.0,0.0008,0.0001,0.9992,0.0,0.0,0.421688,0.578312,0.230521,0.769353,0.000126
WP_000683715.1,0.0,0.0015,0.0,0.9984,0.0,0.0,0.878937,0.121063,0.118096,0.871875,0.010029
WP_000686192.1,0.0007,0.0224,0.1701,0.8068,0.0,0.0,0.60917,0.39083,0.154472,0.715251,0.130276
WP_000694543.1,0.0037,0.9962,0.0,0.0001,0.0,0.0,0.919055,0.080945,0.011646,0.981164,0.00719
WP_000702263.1,0.0071,0.9928,0.0,0.0001,0.0,0.0,0.887039,0.112961,0.005917,0.987633,0.00645
WP_000702717.1,0.033,0.964,0.0002,0.0028,0.0,0.0,0.76608,0.23392,0.191292,0.77194,0.036768
WP_000702720.1,0.0155,0.9827,0.0,0.0017,0.0,0.0,0.975384,0.024616,0.025527,0.86696,0.107513
WP_000705125.1,0.0002,0.9996,0.0,0.0002,0.0,0.0,0.993526,0.006474,0.001161,0.997842,0.000997
WP_000710558.1,0.0,1.0,0.0,0.0,0.0,0.0,0.986394,0.013606,0.000942,0.999024,3.4e-05
WP_000713068.1,0.0029,0.1026,0.0004,0.894,0.0,0.0,0.519848,0.480152,0.620641,0.378053,0.001306
WP_000713843.1,0.0005,0.9984,0.0002,0.0009,0.0,0.0,0.99304,0.00696,0.002121,0.997852,2.7e-05
WP_000714021.1,0.0018,0.4838,0.0,0.5144,0.0,0.0,0.780062,0.219938,0.421438,0.578544,1.7e-05
WP_000717388.1,0.0052,0.9948,0.0,0.0,0.0,0.0,0.98732,0.01268,0.001717,0.998222,6.1e-05
WP_000720814.1,0.0256,0.2901,0.0005,0.6839,0.0,0.0,0.993071,0.006929,0.000975,0.998938,8.7e-05
WP_000721549.1,0.0013,0.0142,0.0001,0.9845,0.0,0.0,0.972098,0.027902,0.003353,0.994524,0.002123
WP_000724887.1,0.0091,0.0664,0.0001,0.9245,0.0,0.0,0.951416,0.048584,0.036038,0.963873,8.9e-05
WP_000725226.1,0.0038,0.9962,0.0,0.0,0.0,0.0,0.994924,0.005076,0.000864,0.999132,4e-06
WP_000725582.1,0.0326,0.9663,0.0,0.0011,0.0,0.0,0.870437,0.129563,0.042494,0.950301,0.007205
WP_000725802.1,0.0,0.0014,0.0,0.9986,0.0,0.0,0.977334,0.022666,0.072056,0.92777,0.000174
WP_000727649.1,0.0015,0.9976,0.0,0.0008,0.0,0.0,0.94669,0.05331,0.004044,0.988907,0.007049
WP_000727760.1,0.0735,0.0731,0.0008,0.8526,0.0,0.0,0.997288,0.002712,0.00925,0.990671,7.9e-05
WP_000728058.1,0.6232,0.3766,0.0002,0.0001,0.0,0.0,0.951344,0.048656,0.027429,0.956543,0.016028
WP_000731644.1,0.057,0.9429,0.0,0.0,0.0,0.0,0.773021,0.226979,0.007266,0.992507,0.000227
WP_000731972.1,0.0011,0.3846,0.0003,0.614,0.0,0.0,0.344386,0.655614,0.001306,0.985714,0.01298
WP_000732088.1,0.0068,0.1927,0.0,0.8005,0.0,0.0,0.996833,0.003167,0.001409,0.998523,6.8e-05
WP_000732328.1,0.0077,0.0396,0.0,0.9527,0.0,0.0,0.993957,0.006043,0.000617,0.999347,3.6e-05
WP_000733435.1,0.0122,0.041,0.0,0.9468,0.0,0.0,0.988399,0.011601,0.027063,0.972881,5.6e-05
WP_000733621.1,0.0059,0.7793,0.0001,0.2148,0.0,0.0,0.999147,0.000853,0.000705,0.999206,8.9e-05
WP_000735038.1,0.0031,0.0016,0.0,0.9953,0.0,0.0,0.99733,0.00267,0.00068,0.999305,1.5e-05
WP_000735558.1,0.0033,0.9963,0.0,0.0004,0.0,0.0,0.98143,0.01857,0.00173,0.997196,0.001074
WP_000736712.1,0.0056,0.9579,0.0045,0.0321,0.0,0.0,0.982388,0.017612,0.004679,0.995249,7.2e-05
WP_000736787.1,0.0009,0.999,0.0,0.0001,0.0,0.0,0.9917,0.0083,0.00174,0.998246,1.4e-05
WP_000737196.1,0.0475,0.0995,0.0003,0.8526,0.0,0.0,0.993701,0.006299,0.0019,0.99807,3.1e-05
WP_000737653.1,0.0008,0.0014,0.0,0.9978,0.0,0.0,0.998199,0.001801,0.000863,0.999119,1.8e-05
WP_000737686.1,0.0317,0.3354,0.0001,0.6328,0.0,0.0,0.992311,0.007689,0.006152,0.99356,0.000288
WP_000737699.1,0.0011,0.9989,0.0,0.0,0.0,0.0,0.97418,0.02582,0.006385,0.993238,0.000378
WP_000739208.1,0.078,0.9213,0.0,0.0006,0.0,0.0,0.908442,0.091558,0.024943,0.959486,0.01557
WP_000739529.1,0.0004,0.999,0.0,0.0006,0.0,0.0,0.978068,0.021932,0.009178,0.985924,0.004898
WP_000739555.1,0.0004,0.9992,0.0,0.0003,0.0,0.0,0.976882,0.023118,0.006982,0.991291,0.001727
WP_000739573.1,0.0014,0.9982,0.0,0.0003,0.0,0.0,0.514723,0.485277,0.211689,0.765835,0.022476
WP_000739584.1,0.0002,0.998,0.0005,0.0013,0.0,0.0,0.988753,0.011247,0.006087,0.992369,0.001544
WP_000744058.1,0.3399,0.6577,0.0005,0.0019,0.0,0.0,0.884653,0.115347,0.018457,0.980178,0.001365
WP_000746679.1,0.016,0.3654,0.0001,0.6186,0.0,0.0,0.994974,0.005026,0.00111,0.998739,0.000151
WP_000749061.1,0.0388,0.0607,0.0001,0.9004,0.0,0.0,0.994758,0.005242,0.001587,0.998404,1e-05
WP_000749381.1,0.0702,0.9293,0.0,0.0004,0.0,0.0,0.996038,0.003962,0.00233,0.997107,0.000563
WP_000749795.1,0.0,0.0003,0.0,0.9997,0.0,0.0,0.911152,0.088848,0.010784,0.988821,0.000395
WP_000751200.1,0.0012,0.9988,0.0,0.0,0.0,0.0,0.993573,0.006427,0.006659,0.993306,3.4e-05
WP_000751274.1,0.0135,0.9859,0.0,0.0005,0.0,0.0,0.970203,0.029797,0.002396,0.997575,2.9e-05
WP_000751697.1,0.0079,0.0832,0.0005,0.9084,0.0,0.0,0.981883,0.018117,0.002202,0.997693,0.000105
WP_000752002.1,0.089,0.9104,0.0001,0.0004,0.0,0.0,0.977533,0.022467,0.003957,0.996002,4.1e-05
WP_000754457.1,0.0038,0.0357,0.0,0.9605,0.0,0.0,0.992518,0.007482,0.002667,0.997308,2.5e-05
WP_000755987.1,0.4789,0.3751,0.0007,0.1453,0.0,0.0,0.998909,0.001091,0.000736,0.999261,3e-06
WP_000759232.1,0.0324,0.0879,0.0005,0.8793,0.0,0.0,0.897024,0.102976,0.059721,0.93864,0.001639
WP_000759360.1,0.0017,0.0561,0.0001,0.9421,0.0,0.0,0.495416,0.504584,0.29454,0.702244,0.003215
WP_000764690.1,0.0005,0.9635,0.0165,0.0195,0.0,0.0,0.866124,0.133876,0.015796,0.984077,0.000127
WP_000765183.1,0.0,0.0103,0.0001,0.9896,0.0,0.0,0.836291,0.163709,0.80684,0.190181,0.002979
WP_000765702.1,0.0,0.03,0.0001,0.9698,0.0,0.0,0.306316,0.693684,0.096424,0.903409,0.000167
WP_000769157.1,0.0098,0.9901,0.0,0.0001,0.0,0.0,0.92043,0.07957,0.057471,0.874434,0.068096
WP_000769692.1,0.0237,0.9749,0.0,0.0013,0.0,0.0,0.987366,0.012634,0.000945,0.997903,0.001152
WP_000769708.1,0.0141,0.9844,0.0,0.0015,0.0,0.0,0.9975,0.0025,0.000131,0.999805,6.4e-05
WP_000769722.1,0.1114,0.2416,0.0007,0.6464,0.0,0.0,0.988922,0.011078,0.003687,0.995883,0.00043
WP_000769824.1,0.0981,0.8993,0.0001,0.0025,0.0,0.0,0.969286,0.030714,0.03051,0.956694,0.012796
WP_000773992.1,0.0002,0.025,0.0008,0.974,0.0,0.0,0.34363,0.65637,0.116781,0.873844,0.009375
WP_000778498.1,0.0151,0.9816,0.0,0.0033,0.0,0.0,0.912169,0.087831,0.021717,0.914969,0.063314
WP_000778501.1,0.0111,0.9853,0.0001,0.0035,0.0,0.0,0.951262,0.048738,0.033629,0.937335,0.029037
WP_000782119.1,0.0222,0.2637,0.0001,0.714,0.0,0.0,0.972988,0.027012,0.053479,0.937941,0.008581
WP_000782742.1,0.0092,0.1714,0.0,0.8194,0.0,0.0,0.994131,0.005869,0.000864,0.999076,5.9e-05
WP_000782836.1,0.0144,0.9831,0.0002,0.0024,0.0,0.0,0.980269,0.019731,0.005473,0.991016,0.003511
WP_000787672.1,0.0004,0.0524,0.0001,0.9472,0.0,0.0,0.991114,0.008886,0.002443,0.997489,6.8e-05
WP_000789525.1,0.0,0.099,0.0002,0.9008,0.0,0.0,0.081157,0.918843,0.330659,0.668971,0.000371
WP_000789821.1,0.215,0.2396,0.0001,0.5454,0.0,0.0,0.987742,0.012258,0.007476,0.992456,6.8e-05
WP_000791416.1,0.0004,0.9993,0.0,0.0003,0.0,0.0,0.965881,0.034119,0.015455,0.984066,0.000479
WP_000791703.1,0.1405,0.8388,0.0184,0.0024,0.0,0.0,0.991958,0.008042,0.005762,0.993148,0.001091
WP_000792575.1,0.0233,0.976,0.0,0.0007,0.0,0.0,0.874818,0.125182,0.111633,0.882342,0.006025
WP_000793061.1,0.0011,0.0831,0.0003,0.9155,0.0,0.0,0.999209,0.000791,0.000333,0.999665,2e-06
WP_000808817.1,0.0001,0.0033,0.0004,0.9962,0.0,0.0,0.36096,0.63904,0.16179,0.83497,0.00324
WP_000810440.1,0.0021,0.0424,0.0001,0.9554,0.0,0.0,0.370014,0.629986,0.390998,0.605571,0.00343
WP_000819697.1,0.0021,0.1174,0.0004,0.8801,0.0,0.0,0.521988,0.478012,0.205409,0.780911,0.01368
WP_000819843.1,0.0056,0.1391,0.0007,0.8546,0.0,0.0,0.982342,0.017658,0.000918,0.999074,8e-06
WP_000821657.1,0.0012,0.9928,0.0007,0.0052,0.0,0.0,0.998157,0.001843,0.004349,0.995549,0.000102
WP_000822171.1,0.0037,0.1807,0.0001,0.8156,0.0,0.0,0.994686,0.005314,0.000266,0.999708,2.6e-05
WP_000824488.1,0.0039,0.9957,0.0,0.0004,0.0,0.0,0.959783,0.040217,0.009623,0.989098,0.001279
WP_000825510.1,0.0027,0.0282,0.0,0.9691,0.0,0.0,0.996724,0.003276,0.001592,0.997937,0.000471
WP_000825530.1,0.0041,0.1088,0.0,0.8871,0.0,0.0,0.995909,0.004091,0.000371,0.999594,3.5e-05
WP_000825547.1,0.0007,0.8083,0.0002,0.1907,0.0,0.0,0.956157,0.043843,0.001398,0.998121,0.00048
WP_000825938.1,0.0094,0.035,0.0001,0.9555,0.0,0.0,0.996914,0.003086,0.000588,0.999396,1.5e-05
WP_000826671.1,0.0052,0.3386,0.0043,0.6519,0.0,0.0,0.935916,0.064084,0.012581,0.985918,0.001501
WP_000827012.1,0.0394,0.1805,0.0002,0.7799,0.0,0.0,0.997107,0.002893,0.004916,0.99508,4e-06
WP_000827758.1,0.0003,0.9997,0.0,0.0,0.0,0.0,0.993949,0.006051,0.002036,0.9978,0.000164
WP_000831695.1,0.0184,0.0868,0.0004,0.8944,0.0,0.0,0.986096,0.013904,0.001518,0.998472,1e-05
WP_000837100.1,0.0043,0.1517,0.0022,0.8418,0.0,0.0,0.991728,0.008272,0.002252,0.997739,9e-06
WP_000841351.1,0.0038,0.2896,0.0005,0.7061,0.0,0.0,0.745881,0.254119,0.329404,0.647921,0.022674
WP_000844413.1,0.0001,0.0952,0.0015,0.9031,0.0,0.0,0.124303,0.875697,0.465081,0.532504,0.002415
WP_000849173.1,0.0005,0.2809,0.0,0.7186,0.0,0.0,0.442634,0.557366,0.302224,0.696433,0.001344
WP_000857474.1,0.0001,0.9998,0.0,0.0001,0.0,0.0,0.996966,0.003034,0.004413,0.994562,0.001025
WP_000871736.1,0.0,0.0006,0.0049,0.9944,0.0,0.0,0.675291,0.324709,0.132527,0.75225,0.115223
WP_000877372.1,0.0011,0.9913,0.0001,0.0075,0.0,0.0,0.985373,0.014627,0.004516,0.995394,9.1e-05
WP_000894032.1,0.0005,0.0005,0.0001,0.9989,0.0,0.0,0.86803,0.13197,0.064607,0.933915,0.001478
WP_000911037.1,0.0005,0.0232,0.0009,0.9753,0.0,0.0,0.363134,0.636866,0.410679,0.528173,0.061148
WP_000916694.1,0.0001,0.9998,0.0,0.0001,0.0,0.0,0.864034,0.135966,0.052246,0.906585,0.041169
WP_000916730.1,0.0049,0.4312,0.3251,0.2388,0.0,0.0,0.00198,0.99802,0.468996,0.003108,0.527895
WP_000919349.1,0.0644,0.8055,0.0002,0.1298,0.0,0.0,0.995257,0.004743,0.001792,0.997991,0.000218
WP_000928935.1,0.0055,0.0379,0.0002,0.9563,0.0,0.0,0.428132,0.571868,0.194884,0.798957,0.006159
WP_000953731.1,0.0016,0.9969,0.0,0.0015,0.0,0.0,0.768889,0.231111,0.045703,0.860372,0.093925
WP_000977793.1,0.0059,0.1927,0.0014,0.8,0.0,0.0,0.883137,0.116863,0.021525,0.977177,0.001298
WP_000977806.1,0.0056,0.1637,0.0011,0.8296,0.0,0.0,0.895096,0.104904,0.02001,0.978646,0.001344
WP_000992530.1,0.0002,0.0006,0.0099,0.9893,0.0,0.0,0.212173,0.787827,0.234215,0.761828,0.003958
WP_001032763.1,0.8979,0.0708,0.0012,0.03,0.0,0.0,0.590099,0.409901,0.629495,0.321185,0.04932
WP_001033882.1,0.0051,0.9919,0.0,0.0029,0.0,0.0,0.831306,0.168694,0.139577,0.74691,0.113512
WP_001036002.1,0.0015,0.252,0.0002,0.7462,0.0,0.0,0.116471,0.883529,0.342476,0.65705,0.000475
WP_001037805.1,0.0001,0.0036,0.0002,0.9961,0.0,0.0,0.657439,0.342561,0.894346,0.10366,0.001993
WP_001037831.1,0.0159,0.9796,0.0,0.0044,0.0,0.0,0.828172,0.171828,0.007447,0.980431,0.012122
WP_001039379.1,0.7127,0.119,0.0944,0.0739,0.0,0.0,0.910597,0.089403,0.075598,0.922267,0.002135
WP_001041672.1,0.0004,0.9996,0.0,0.0,0.0,0.0,0.653769,0.346231,0.404809,0.576438,0.018753
WP_001045111.1,0.0023,0.0039,0.0,0.9938,0.0,0.0,0.989597,0.010403,0.004572,0.995134,0.000294
WP_001048816.1,0.0,0.0414,0.0002,0.9584,0.0,0.0,0.255027,0.744973,0.002475,0.636874,0.36065
WP_001050580.1,0.7907,0.1971,0.0099,0.0023,0.0,0.0,0.572525,0.427475,0.508953,0.490642,0.000405
WP_001050913.1,0.0007,0.0273,0.0135,0.9585,0.0,0.0,0.619763,0.380237,0.162219,0.828676,0.009105
WP_001056916.1,0.0001,0.9998,0.0,0.0001,0.0,0.0,0.98962,0.01038,0.002966,0.996566,0.000468
WP_001074525.1,0.1224,0.8771,0.0,0.0004,0.0,0.0,0.859994,0.140006,0.241255,0.754726,0.004019
WP_001077099.1,0.0032,0.9966,0.0,0.0002,0.0,0.0,0.927533,0.072467,0.013394,0.982516,0.00409
WP_001089094.1,0.0015,0.9983,0.0,0.0002,0.0,0.0,0.818927,0.181073,0.105488,0.884193,0.010319
WP_001093556.1,0.0087,0.1248,0.0,0.8665,0.0,0.0,0.952312,0.047688,0.002026,0.997511,0.000463
WP_001093929.1,0.0001,0.7811,0.02,0.1988,0.0,0.0,0.045863,0.954137,0.212393,0.783651,0.003955
WP_001106646.1,0.0,1.0,0.0,0.0,0.0,0.0,0.958834,0.041166,0.003661,0.996094,0.000244
WP_001125630.1,0.0004,0.9995,0.0,0.0001,0.0,0.0,0.955426,0.044574,0.068034,0.931902,6.4e-05
WP_001160682.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.243621,0.756379,0.312166,0.670989,0.016845
WP_001170272.1,0.0017,0.9983,0.0,0.0,0.0,0.0,0.856642,0.143358,0.03456,0.963614,0.001826
WP_001191976.1,0.0,0.001,0.0,0.999,0.0,0.0,0.519034,0.480966,0.990637,0.009123,0.00024
WP_001205664.1,0.0022,0.4158,0.0001,0.5819,0.0,0.0,0.872807,0.127193,0.08269,0.915699,0.00161
WP_001208914.1,0.4512,0.5313,0.0051,0.0123,0.0,0.0,0.60743,0.39257,0.351628,0.646182,0.002189
WP_001214649.1,0.0031,0.0031,0.0,0.9938,0.0,0.0,0.968862,0.031138,0.014333,0.985249,0.000417
WP_001220197.1,0.0015,0.0667,0.0001,0.9317,0.0,0.0,0.992294,0.007706,0.003283,0.992309,0.004408
WP_001221406.1,0.0008,0.4947,0.0009,0.5036,0.0,0.0,0.739989,0.260011,0.00315,0.996794,5.6e-05
WP_001225042.1,0.0046,0.9953,0.0,0.0001,0.0,0.0,0.95665,0.04335,0.003431,0.98788,0.008689
WP_001228168.1,0.0109,0.1055,0.094,0.7896,0.0,0.0,0.700299,0.299701,0.020653,0.975522,0.003825
WP_001229093.1,0.0681,0.4078,0.0001,0.5241,0.0,0.0,0.970367,0.029633,0.00518,0.992257,0.002563
WP_001236362.1,0.0012,0.998,0.0001,0.0007,0.0,0.0,0.98803,0.01197,0.000977,0.998939,8.4e-05
WP_001242418.1,0.009,0.1571,0.0002,0.8337,0.0,0.0,0.051301,0.948699,0.488513,0.505873,0.005614
WP_001246704.1,0.0563,0.1373,0.0001,0.8062,0.0,0.0,0.247998,0.752002,0.416162,0.55547,0.028367
WP_001255379.1,0.0019,0.1509,0.0001,0.8471,0.0,0.0,0.989755,0.010245,0.000212,0.999783,5e-06
WP_001276571.1,0.0001,0.004,0.0005,0.9954,0.0,0.0,0.157816,0.842184,0.252523,0.746563,0.000915
WP_001549802.1,0.0,0.0362,0.0,0.9638,0.0,0.0,0.21007,0.78993,0.024667,0.973111,0.002222
WP_001670268.1,0.0016,0.4415,0.0001,0.5568,0.0,0.0,0.761455,0.238545,0.152041,0.843046,0.004913
WP_001670285.1,0.0,0.0002,0.0001,0.9997,0.0,0.0,0.52308,0.47692,0.995099,0.004328,0.000573
WP_001670353.1,0.0302,0.7093,0.007,0.2536,0.0,0.0,0.906646,0.093354,0.012161,0.987412,0.000427
WP_001788970.1,0.0001,0.6938,0.0756,0.2305,0.0,0.0,0.047818,0.952182,0.447612,0.55,0.002388
WP_001789457.1,0.0005,0.3581,0.0765,0.5648,0.0,0.0,0.01213,0.98787,0.40251,0.594538,0.002953
WP_001789987.1,0.0001,0.0935,0.0287,0.8777,0.0,0.0,0.488504,0.511496,0.002557,0.982867,0.014576
WP_001791878.1,0.0002,0.3351,0.0841,0.5805,0.0,0.0,0.011951,0.988049,0.301399,0.075179,0.623423
WP_001801861.1,0.0,0.0414,0.0001,0.9585,0.0,0.0,0.179927,0.820073,0.042086,0.675228,0.282686
WP_001802312.1,0.0,0.2073,0.0331,0.7596,0.0,0.0,0.350621,0.649379,0.006734,0.961818,0.031449
WP_001805565.1,0.0001,0.1923,0.2671,0.5405,0.0,0.0,0.124499,0.875501,0.1366,0.819977,0.043423
WP_001805730.1,0.0038,0.7085,0.0006,0.2872,0.0,0.0,0.967674,0.032326,0.003187,0.9966,0.000213
WP_001805732.1,0.0314,0.5516,0.0011,0.4159,0.0,0.0,0.997832,0.002168,0.000408,0.999531,6.1e-05
WP_001827022.1,0.0,0.0517,0.0007,0.9476,0.0,0.0,0.962792,0.037208,0.237688,0.761013,0.001299
WP_010922839.1,0.003,0.9967,0.0,0.0002,0.0,0.0,0.989295,0.010705,0.004744,0.995207,4.8e-05
WP_010956599.1,0.0001,0.4176,0.2346,0.3477,0.0,0.0,0.022301,0.977699,0.43146,0.512783,0.055757
WP_012840523.1,0.0003,0.9009,0.0166,0.0821,0.0,0.0,0.9838,0.0162,0.002593,0.997382,2.5e-05
WP_014373780.1,0.0,0.9996,0.0002,0.0002,0.0,0.0,0.025302,0.974698,0.381258,0.124954,0.493788
WP_014373781.1,0.0,0.9998,0.0,0.0002,0.0,0.0,0.027602,0.972398,0.334622,0.184736,0.480642
WP_014667714.1,0.0477,0.6116,0.0016,0.3391,0.0,0.0,0.996612,0.003388,0.000387,0.99952,9.3e-05
WP_014667727.1,0.0,0.0002,0.0002,0.9996,0.0,0.0,0.604872,0.395128,0.893099,0.100917,0.005984
WP_014667744.1,0.0,0.0014,0.0,0.9986,0.0,0.0,0.309501,0.690499,0.104373,0.85297,0.042657
WP_024937088.1,0.0,0.0455,0.007,0.9475,0.0,0.0,0.278307,0.721693,0.176423,0.823369,0.000209
WP_025174571.1,0.0118,0.1993,0.0002,0.7886,0.0,0.0,0.84077,0.15923,0.114895,0.884492,0.000613
