accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_tat,signalp_prob_lipo,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000011688.1,0.0001,0.1365,0.4373,0.4261,0.0,0.0,0.001381,9.7e-05,0.000271,0.998251,0.998011,0.000128,0.001861
WP_000011823.1,0.0028,0.1995,0.0032,0.7945,0.0,0.0,0.384471,0.00153,0.039319,0.57468,0.446483,0.548113,0.005404
WP_000017736.1,0.0,0.0004,0.0,0.9996,0.0,0.0,0.005078,0.000723,0.001671,0.992528,1.0,0.0,0.0
WP_000018608.1,0.0011,0.0258,0.9251,0.048,0.0,0.0,0.014794,0.003857,0.002859,0.97849,0.999901,6e-05,3.9e-05
WP_000019127.1,0.0,0.0,0.0,1.0,0.0,0.0,0.249376,0.01015,0.002296,0.738178,0.992566,0.006942,0.000493
WP_000019687.1,0.0004,0.1164,0.8761,0.0071,0.0,0.0,0.003023,0.000738,0.000537,0.995702,0.999968,1.3e-05,1.9e-05
WP_000019743.1,0.0,0.0,0.0,1.0,0.0,0.0,0.027321,0.000219,0.000909,0.97155,0.99998,1.5e-05,5e-06
WP_000020211.1,0.0004,0.0109,0.9668,0.0219,0.0,0.0,0.008988,0.000257,0.00227,0.988485,0.999845,0.000104,5.1e-05
WP_000020302.1,0.0002,0.0022,0.9968,0.0008,0.0,0.0,0.009464,0.000641,0.00128,0.988616,0.999986,6e-06,8e-06
WP_000020361.1,0.0002,0.0018,0.9967,0.0012,0.0,0.0,0.030419,0.000964,0.010134,0.958482,0.967071,0.025233,0.007696
WP_000020817.1,0.0021,0.964,0.0001,0.0338,0.0,0.0,0.006062,0.001162,0.000873,0.991902,0.999736,4.5e-05,0.000219
WP_000020853.1,0.0,0.0453,0.9533,0.0014,0.0,0.0,0.023325,0.001962,0.004847,0.969866,0.91047,0.073456,0.016074
WP_000021445.1,0.0,0.009,0.9908,0.0002,0.0,0.0,0.002975,0.000161,0.000482,0.996381,0.999961,5e-06,3.4e-05
WP_000021864.1,0.0,0.0,0.0,1.0,0.0,0.0,0.056074,0.000646,0.001979,0.941302,0.99752,0.001551,0.000929
WP_000022323.1,0.0012,0.0265,0.6177,0.3546,0.0,0.0,0.007644,0.000741,0.001336,0.990279,0.995531,0.003871,0.000598
WP_000022732.1,0.0004,0.0503,0.9488,0.0005,0.0,0.0,0.003061,0.000246,0.000341,0.996353,0.999311,0.000429,0.00026
WP_000022887.1,0.0,0.0469,0.9521,0.001,0.0,0.0,0.006037,0.000144,0.000754,0.993066,0.999534,4.7e-05,0.000419
WP_000023324.1,0.0009,0.0118,0.7861,0.2011,0.0,0.0,0.012772,0.000647,0.001074,0.985507,0.989704,0.00424,0.006056
WP_000024129.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.017136,0.000966,0.390678,0.591219,0.999183,0.000781,3.6e-05
WP_000024827.1,0.0002,0.6817,0.3165,0.0016,0.0,0.0,0.005565,0.002315,0.000737,0.991383,0.999948,8e-06,4.4e-05
WP_000025835.1,0.0,0.0735,0.0,0.9265,0.0,0.0,0.00169,0.000231,0.023387,0.974693,0.847488,0.142161,0.010352
WP_000026194.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.146458,0.001097,0.03271,0.819735,0.984612,0.015137,0.000251
WP_000026308.1,0.0002,0.1288,0.8675,0.0035,0.0,0.0,0.003174,0.000223,0.000615,0.995988,0.992509,0.006,0.001491
WP_000027399.1,0.0001,0.1854,0.8086,0.0059,0.0,0.0,0.03,0.005371,0.006643,0.957986,0.948977,0.003001,0.048022
WP_000027917.1,0.0031,0.084,0.8913,0.0216,0.0,0.0,0.002346,0.000217,0.000614,0.996823,0.999864,8.4e-05,5.2e-05
WP_000028610.1,0.0004,0.0037,0.9931,0.0029,0.0,0.0,0.00292,0.000667,0.000649,0.995764,0.999927,2.4e-05,4.9e-05
WP_000028669.1,0.0004,0.0053,0.9906,0.0036,0.0,0.0,0.003066,0.000553,0.00066,0.99572,0.999923,2.4e-05,5.3e-05
WP_000029204.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.047956,0.003449,0.032106,0.916488,0.977763,0.010399,0.011838
WP_000029536.1,0.0052,0.0972,0.369,0.5286,0.0,0.0,0.002383,9.1e-05,0.00026,0.997266,0.999899,7.9e-05,2.2e-05
WP_000030062.1,0.0001,0.0125,0.9821,0.0054,0.0,0.0,0.007652,0.00033,0.000366,0.991653,0.999924,4.1e-05,3.4e-05
WP_000030823.1,0.0002,0.0088,0.9884,0.0026,0.0,0.0,0.025668,0.024848,0.002504,0.94698,0.999845,7.6e-05,7.9e-05
WP_000031108.1,0.0017,0.0024,0.9955,0.0005,0.0,0.0,0.027561,0.011381,0.007759,0.953299,0.981576,5.4e-05,0.018369
WP_000031274.1,0.0002,0.0029,0.4046,0.5923,0.0,0.0,0.077335,0.001947,0.0036,0.917118,0.998671,0.000436,0.000892
WP_000031403.1,0.0,0.0004,0.0,0.9995,0.0,0.0,0.010558,0.000988,0.00214,0.986314,0.999783,3.4e-05,0.000183
WP_000031502.1,0.0,0.0018,0.998,0.0001,0.0,0.0,0.006136,0.000127,0.000452,0.993286,0.999957,2.1e-05,2.2e-05
WP_000031892.1,0.0001,0.0056,0.9925,0.0019,0.0,0.0,0.001767,0.000214,0.00029,0.99773,0.999161,0.000109,0.00073
WP_000032525.1,0.0015,0.5901,0.4059,0.0025,0.0,0.0,0.003964,0.000292,0.000362,0.995382,0.999976,1.7e-05,7e-06
WP_000032650.1,0.0001,0.0323,0.9662,0.0013,0.0,0.0,0.004405,0.00024,0.000572,0.994784,0.999981,8e-06,1.1e-05
WP_000032727.1,0.0014,0.0496,0.8876,0.0614,0.0,0.0,0.011831,0.001013,0.00266,0.984496,0.999948,4.4e-05,7e-06
WP_000032836.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.000508,5.7e-05,0.998769,0.000666,0.589233,0.410397,0.000369
WP_000032852.1,0.0012,0.1134,0.8112,0.0743,0.0,0.0,0.009089,0.000213,0.000468,0.99023,0.997855,0.000572,0.001573
WP_000033477.1,0.0,0.0035,0.0004,0.996,0.0,0.0,0.007353,0.000184,0.005969,0.986494,0.999875,0.000106,1.9e-05
WP_000034506.1,0.0,0.003,0.9967,0.0003,0.0,0.0,0.036072,0.001727,0.003037,0.959164,0.985466,0.012755,0.001779
WP_000034716.1,0.0024,0.0419,0.951,0.0047,0.0,0.0,0.01916,0.001154,0.025443,0.954243,0.999661,0.000271,6.7e-05
WP_000034728.1,0.0001,0.0506,0.6392,0.3101,0.0,0.0,0.004504,0.001201,0.000466,0.993829,0.999786,0.000131,8.3e-05
WP_000034961.1,0.0034,0.0237,0.0,0.9729,0.0,0.0,0.000598,4.2e-05,0.999204,0.000156,0.013275,0.9866,0.000125
WP_000035058.1,0.0005,0.202,0.7947,0.0027,0.0,0.0,0.011423,0.000242,0.00117,0.987166,0.999894,4.7e-05,6e-05
WP_000035320.1,0.0014,0.0775,0.8799,0.0412,0.0,0.0,0.000996,8e-05,0.000142,0.998782,0.999971,2e-05,9e-06
WP_000035773.1,0.0002,0.0036,0.0006,0.9956,0.0,0.0,0.009707,0.000164,0.001291,0.988838,0.999982,1.2e-05,5e-06
WP_000036005.1,0.0004,0.0055,0.909,0.0852,0.0,0.0,0.007365,0.00041,0.001254,0.990971,0.99878,0.000638,0.000582
WP_000036076.1,0.0001,0.0628,0.9366,0.0005,0.0,0.0,0.004625,0.000187,0.000639,0.99455,0.999903,2.7e-05,7e-05
WP_000036086.1,0.0009,0.898,0.0954,0.0058,0.0,0.0,0.04421,0.001917,0.006988,0.946885,0.544547,0.429239,0.026214
WP_000036329.1,0.0,0.001,0.0001,0.9989,0.0,0.0,0.07145,0.000687,0.519882,0.407981,0.941418,0.057604,0.000978
WP_000036631.1,0.0,0.0004,0.9995,0.0001,0.0,0.0,0.00242,0.000266,0.000233,0.997081,0.999973,2.2e-05,5e-06
WP_000037091.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.01455,0.002148,0.00298,0.980323,0.999993,5e-06,3e-06
WP_000037328.1,0.001,0.0435,0.7432,0.2123,0.0,0.0,0.021296,0.003623,0.002909,0.972172,0.999759,1.7e-05,0.000224
WP_000037433.1,0.0011,0.2492,0.0,0.7497,0.0,0.0,0.137122,0.002269,0.079409,0.781199,0.487492,0.510372,0.002136
WP_000038238.1,0.0013,0.372,0.0005,0.6263,0.0,0.0,0.217056,0.001216,0.093628,0.6881,0.557805,0.440322,0.001872
WP_000038541.1,0.0218,0.1573,0.0001,0.8208,0.0,0.0,0.722857,0.002646,0.022673,0.251823,0.540776,0.458218,0.001006
WP_000038951.1,0.0,0.0,0.0,1.0,0.0,0.0,0.25134,0.000869,0.010949,0.736843,0.994889,0.004849,0.000262
WP_000040052.1,0.0001,0.0123,0.9868,0.0008,0.0,0.0,0.010447,0.000492,0.00181,0.987251,0.999336,0.00048,0.000184
WP_000040069.1,0.0001,0.0376,0.9615,0.0008,0.0,0.0,0.003368,0.000125,0.000381,0.996126,0.990493,0.004298,0.00521
WP_000040600.1,0.0014,0.0216,0.8065,0.1705,0.0,0.0,0.090104,0.002864,0.055501,0.851531,0.970379,0.02498,0.004641
WP_000040866.1,0.0034,0.0085,0.9869,0.0011,0.0,0.0,0.005328,0.002313,0.000556,0.991803,0.999927,5.8e-05,1.5e-05
WP_000041898.1,0.0001,0.9994,0.0,0.0004,0.0,0.0,0.809367,0.009674,0.029593,0.151366,0.070669,0.917008,0.012322
WP_000043237.1,0.0001,0.0025,0.9968,0.0006,0.0,0.0,0.004111,0.000265,0.000429,0.995196,0.99996,8e-06,3.2e-05
WP_000043632.1,0.0,0.008,0.9912,0.0008,0.0,0.0,0.008286,0.000488,0.000588,0.990637,0.999994,1e-06,5e-06
WP_000044589.1,0.8622,0.1351,0.0,0.0026,0.0,0.0,0.014796,0.001906,0.001277,0.982021,0.999988,8e-06,3e-06
WP_000044799.1,0.0,0.0004,0.9996,0.0,0.0,0.0,0.004914,0.001285,0.00119,0.99261,0.999387,0.000438,0.000175
WP_000046023.1,0.0,0.9993,0.0,0.0006,0.0,0.0,0.090091,0.008981,0.02915,0.871778,0.882067,0.110305,0.007628
WP_000046075.1,0.0007,0.0555,0.3175,0.6263,0.0,0.0,0.159156,0.029488,0.008793,0.802563,0.995004,0.003782,0.001214
WP_000046597.1,0.0021,0.05,0.8811,0.0668,0.0,0.0,0.018228,0.001295,0.001594,0.978883,0.99833,0.000426,0.001244
WP_000047015.1,0.0013,0.0211,0.9752,0.0024,0.0,0.0,0.003114,0.000468,0.000295,0.996124,0.999927,9e-06,6.4e-05
WP_000047255.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.028901,0.004755,0.002572,0.963773,0.999999,0.0,1e-06
WP_000047344.1,0.0003,0.0061,0.9933,0.0003,0.0,0.0,0.00889,0.000367,0.000642,0.990101,0.999919,6.9e-05,1.2e-05
WP_000047810.1,0.0005,0.0176,0.9602,0.0218,0.0,0.0,0.00374,0.000241,0.000259,0.99576,0.999971,2.3e-05,6e-06
WP_000048060.1,0.0,0.4518,0.5478,0.0004,0.0,0.0,0.017333,0.006243,0.010111,0.966312,0.99429,4e-05,0.00567
WP_000048712.1,0.0001,0.0167,0.9784,0.0048,0.0,0.0,0.002006,0.000137,0.000193,0.997665,0.999822,0.000118,6e-05
WP_000049154.1,0.0,0.0009,0.0,0.9991,0.0,0.0,0.016178,0.001639,0.129025,0.853158,0.999987,1e-06,1.2e-05
WP_000049484.1,0.0002,0.0075,0.9913,0.001,0.0,0.0,0.004005,0.000127,0.000639,0.995229,0.999971,2.7e-05,1e-06
WP_000049923.1,0.0006,0.004,0.9932,0.0021,0.0,0.0,0.010951,0.000494,0.001853,0.986702,0.99976,3.5e-05,0.000205
WP_000050762.1,0.0,0.0004,0.9995,0.0,0.0,0.0,0.003367,0.000205,0.000224,0.996204,0.999827,0.000129,4.4e-05
WP_000050973.1,0.0001,0.195,0.8027,0.0023,0.0,0.0,0.002928,0.000183,0.000244,0.996645,0.999708,6.8e-05,0.000224
WP_000051210.1,0.0003,0.0735,0.9188,0.0075,0.0,0.0,0.006133,0.000874,0.001567,0.991425,0.981927,0.002828,0.015245
WP_000052076.1,0.0,0.0015,0.0,0.9985,0.0,0.0,0.008667,0.00071,0.122172,0.868451,0.860865,0.126906,0.012229
WP_000052317.1,0.0006,0.0344,0.1974,0.7677,0.0,0.0,0.005835,0.000446,0.000452,0.993267,0.999853,7.8e-05,6.9e-05
WP_000052590.1,0.0002,0.0676,0.8421,0.09,0.0,0.0,0.001198,5.4e-05,0.000176,0.998571,0.999805,0.000112,8.3e-05
WP_000052781.1,0.0005,0.1329,0.8651,0.0015,0.0,0.0,0.012719,0.000229,0.000739,0.986313,0.99713,0.00178,0.00109
WP_000054609.1,0.0,0.0,0.0,1.0,0.0,0.0,0.001449,0.000287,0.002918,0.995346,0.999721,0.000193,8.5e-05
WP_000055337.1,0.0001,0.004,0.9663,0.0296,0.0,0.0,0.001202,0.000369,0.000274,0.998156,0.997844,7.1e-05,0.002085
WP_000055860.1,0.0001,0.0201,0.9476,0.0322,0.0,0.0,0.001478,0.000308,0.000296,0.997918,0.999031,4.4e-05,0.000925
WP_000057330.1,0.0,0.0365,0.9446,0.0189,0.0,0.0,0.013405,0.000561,0.001311,0.984723,0.999149,0.000172,0.000679
WP_000057543.1,0.0086,0.0164,0.6243,0.3507,0.0,0.0,0.002106,0.00016,0.0002,0.997535,0.999981,1.2e-05,8e-06
WP_000057594.1,0.0002,0.0062,0.992,0.0016,0.0,0.0,0.003491,0.000228,0.000529,0.995752,0.999862,8.3e-05,5.4e-05
WP_000058389.1,0.0005,0.1963,0.7877,0.0155,0.0,0.0,0.012323,0.003306,0.001611,0.98276,0.999761,8.3e-05,0.000156
WP_000059054.1,0.0001,0.0113,0.0,0.9886,0.0,0.0,0.042784,0.000334,0.007346,0.949536,0.999476,0.000177,0.000347
WP_000060780.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.216295,0.018,0.007659,0.758046,0.971968,0.026509,0.001523
WP_000061866.1,0.006,0.2911,0.5629,0.14,0.0,0.0,0.005815,0.000242,0.000638,0.993306,0.999952,5e-06,4.3e-05
WP_000062407.1,0.0,0.0007,0.0,0.9992,0.0,0.0,0.002305,0.004784,0.000628,0.992284,0.999984,6e-06,1.1e-05
WP_000063582.1,0.0001,0.008,0.0004,0.9916,0.0,0.0,0.010506,0.001671,0.003441,0.984383,0.999988,3e-06,8e-06
WP_000064078.1,0.0001,0.0006,0.9923,0.007,0.0,0.0,0.001191,0.000151,0.000213,0.998446,0.999993,4e-06,3e-06
WP_000064214.1,0.0245,0.1349,0.8401,0.0005,0.0,0.0,0.058847,0.013865,0.021073,0.906215,0.994992,0.000755,0.004253
WP_000064778.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.012697,0.000621,0.01798,0.968701,0.99967,0.000284,4.6e-05
WP_000065036.1,0.0009,0.0043,0.992,0.0028,0.0,0.0,0.005944,0.000207,0.001346,0.992502,0.999359,0.000513,0.000128
WP_000066020.1,0.0001,0.0462,0.0001,0.9536,0.0,0.0,0.038527,0.007372,0.053786,0.900315,0.873837,0.123613,0.00255
WP_000066067.1,0.0001,0.011,0.9872,0.0017,0.0,0.0,0.002323,0.000294,0.000258,0.997125,0.99998,1.2e-05,8e-06
WP_000066094.1,0.0,0.0073,0.9923,0.0003,0.0,0.0,0.02467,0.000875,0.003451,0.971004,0.999816,0.000144,4e-05
WP_000066356.1,0.0058,0.3236,0.5874,0.0832,0.0,0.0,0.002274,0.000452,0.000323,0.996951,0.999913,4e-06,8.3e-05
WP_000066378.1,0.0003,0.1367,0.8473,0.0156,0.0,0.0,0.005725,0.000718,0.000643,0.992915,0.999692,4.1e-05,0.000267
WP_000066517.1,0.001,0.0235,0.0545,0.921,0.0,0.0,0.009996,0.000463,0.004264,0.985277,0.999859,0.000114,2.7e-05
WP_000066900.1,0.0009,0.0326,0.912,0.0545,0.0,0.0,0.000785,0.00015,0.000157,0.998908,0.999799,2.8e-05,0.000173
WP_000066930.1,0.0006,0.0056,0.9908,0.003,0.0,0.0,0.018393,0.000523,0.001626,0.979458,0.999981,9e-06,1e-05
WP_000067112.1,0.0037,0.0042,0.9601,0.032,0.0,0.0,0.003594,0.000196,0.000357,0.995853,0.999778,0.000116,0.000106
WP_000067138.1,0.017,0.9186,0.0595,0.005,0.0,0.0,0.003655,0.000167,0.00055,0.995628,0.999965,2.2e-05,1.3e-05
WP_000067350.1,0.0007,0.0175,0.1213,0.8605,0.0,0.0,0.006678,0.000447,0.000277,0.992598,0.999919,3e-05,5.1e-05
WP_000068176.1,0.0002,0.0213,0.968,0.0104,0.0,0.0,0.004498,0.000165,0.000333,0.995004,0.999958,2.6e-05,1.7e-05
WP_000068628.1,0.0009,0.0043,0.9075,0.0873,0.0,0.0,0.006334,0.00045,0.00074,0.992475,0.999972,1.1e-05,1.7e-05
WP_000069098.1,0.0,0.0081,0.9873,0.0045,0.0,0.0,0.002464,0.00023,0.000371,0.996936,0.99975,5.5e-05,0.000195
WP_000069296.1,0.0104,0.1089,0.0014,0.8793,0.0,0.0,0.014107,0.084419,0.003534,0.897939,0.999999,0.0,1e-06
WP_000070649.1,0.0001,0.4436,0.0,0.5563,0.0,0.0,0.114209,0.008754,0.121632,0.755404,0.999806,9.5e-05,9.9e-05
WP_000070814.1,0.0,0.9999,0.0,0.0001,0.0,0.0,0.102583,0.005985,0.002548,0.888884,0.99969,0.000296,1.4e-05
WP_000070829.1,0.0017,0.2988,0.0,0.6995,0.0,0.0,0.105218,0.000937,0.005709,0.888136,0.999968,2.2e-05,9e-06
WP_000070866.1,0.0017,0.1783,0.8161,0.0039,0.0,0.0,0.004322,0.000179,0.000538,0.994961,0.99986,2.9e-05,0.000112
WP_000070966.1,0.0,0.0006,0.0,0.9994,0.0,0.0,0.010098,0.000713,0.016984,0.972205,0.999499,6.8e-05,0.000433
WP_000071351.1,0.0,0.0042,0.9952,0.0006,0.0,0.0,0.004735,0.000565,0.000817,0.993883,0.999852,1.6e-05,0.000132
WP_000071904.1,0.0,0.0148,0.9838,0.0013,0.0,0.0,0.022377,0.002178,0.01634,0.959105,0.997202,0.000857,0.001941
WP_000072145.1,0.0,0.0005,0.0,0.9995,0.0,0.0,0.002684,0.000117,0.024803,0.972396,0.994819,0.004536,0.000645
WP_000072274.1,0.0,0.0007,0.0009,0.9984,0.0,0.0,0.005666,0.000411,0.000706,0.993218,0.999871,3.6e-05,9.3e-05
WP_000072388.1,0.0009,0.2358,0.6515,0.1117,0.0,0.0,0.00907,0.000282,0.000849,0.989799,0.999748,0.000156,9.7e-05
WP_000072445.1,0.0,0.002,0.0001,0.9979,0.0,0.0,0.003003,0.000257,0.001171,0.995569,0.999999,0.0,0.0
WP_000072566.1,0.0008,0.1973,0.7833,0.0186,0.0,0.0,0.038696,0.001858,0.003359,0.956088,0.999963,7e-06,2.9e-05
WP_000072623.1,0.0009,0.1673,0.8267,0.0051,0.0,0.0,0.043135,0.002275,0.003105,0.951485,0.999959,1e-05,3.1e-05
WP_000072681.1,0.0002,0.028,0.966,0.0058,0.0,0.0,0.011612,0.001933,0.00229,0.984164,0.989552,0.000659,0.009789
WP_000072842.1,0.0001,0.0383,0.0001,0.9616,0.0,0.0,0.031095,0.007229,0.052746,0.90893,0.887331,0.111755,0.000913
WP_000073182.1,0.0012,0.0038,0.9808,0.0143,0.0,0.0,0.013793,0.00101,0.001581,0.983616,0.999567,0.000355,7.8e-05
WP_000073195.1,0.0013,0.0131,0.964,0.0217,0.0,0.0,0.001845,0.000122,0.000227,0.997806,0.999979,1.1e-05,1e-05
WP_000073352.1,0.0042,0.0066,0.9779,0.0113,0.0,0.0,0.002012,0.000216,0.000358,0.997414,0.999954,3.3e-05,1.2e-05
WP_000074018.1,0.0047,0.0316,0.0156,0.9482,0.0,0.0,0.004422,0.000282,0.000685,0.994611,0.999516,0.000108,0.000376
WP_000074048.1,0.0005,0.0152,0.9833,0.0009,0.0,0.0,0.004067,0.000204,0.000498,0.995231,0.999599,1.9e-05,0.000381
WP_000075714.1,0.0001,0.0173,0.9512,0.0314,0.0,0.0,0.004657,0.000608,0.000761,0.993974,0.999268,0.000694,3.7e-05
WP_000076036.1,0.0003,0.1224,0.8758,0.0015,0.0,0.0,0.013678,0.001197,0.000946,0.984178,0.999857,2.7e-05,0.000116
WP_000076405.1,0.0,0.0675,0.9295,0.0029,0.0,0.0,0.006928,0.001034,0.001259,0.990779,0.999975,1.4e-05,1e-05
WP_000076661.1,0.0002,0.0186,0.9785,0.0028,0.0,0.0,0.016738,0.001113,0.004887,0.977262,0.996656,0.002453,0.000891
WP_000076693.1,0.0001,0.0053,0.9933,0.0013,0.0,0.0,0.014325,0.007821,0.002457,0.975397,0.999637,8.8e-05,0.000275
WP_000076920.1,0.0004,0.0012,0.962,0.0364,0.0,0.0,0.066023,0.024209,0.002925,0.906843,0.999369,0.000258,0.000373
WP_000077320.1,0.0022,0.01,0.9761,0.0118,0.0,0.0,0.011577,0.001511,0.0027,0.984212,0.999521,0.000363,0.000116
WP_000077351.1,0.001,0.0019,0.9967,0.0005,0.0,0.0,0.012615,0.00165,0.002115,0.983619,0.993978,0.00385,0.002172
WP_000077576.1,0.0015,0.0839,0.8878,0.0269,0.0,0.0,0.001997,0.000547,0.000272,0.997184,0.999977,1.8e-05,5e-06
WP_000078092.1,0.0,0.0144,0.0149,0.9707,0.0,0.0,0.004142,0.0004,0.000402,0.995056,0.999849,1.3e-05,0.000138
WP_000079317.1,0.0,0.0,0.0,1.0,0.0,0.0,0.184518,0.037838,0.006279,0.771364,0.999693,0.000106,0.000201
WP_000079447.1,0.0002,0.0346,0.1268,0.8385,0.0,0.0,0.010288,0.000684,0.001655,0.987373,0.999599,7.4e-05,0.000327
WP_000080029.1,0.0001,0.0051,0.9795,0.0153,0.0,0.0,0.001974,0.000101,0.000244,0.997681,0.999986,1.3e-05,2e-06
WP_000080559.1,0.0209,0.166,0.4385,0.3746,0.0,0.0,0.012252,0.000748,0.002033,0.984968,0.97371,0.025994,0.000295
WP_000081240.1,0.0002,0.0214,0.9616,0.0168,0.0,0.0,0.036712,0.001296,0.00713,0.954863,0.997567,0.002106,0.000327
WP_000081602.1,0.0,0.0218,0.0,0.9782,0.0,0.0,0.002049,0.000315,0.245105,0.752532,0.999996,0.0,4e-06
WP_000082539.1,0.0006,0.3607,0.6375,0.0012,0.0,0.0,0.035586,0.006403,0.001321,0.956689,0.999803,5.5e-05,0.000142
WP_000082557.1,0.0004,0.0249,0.933,0.0418,0.0,0.0,0.003495,0.000154,0.000415,0.995935,0.999487,0.000337,0.000176
WP_000082725.1,0.0029,0.0256,0.9643,0.0072,0.0,0.0,0.002398,0.00041,0.000373,0.996819,0.999985,3e-06,1.2e-05
WP_000083807.1,0.0,0.0005,0.0001,0.9994,0.0,0.0,0.009005,0.001102,0.003247,0.986645,0.999888,8.4e-05,2.8e-05
WP_000084773.1,0.0001,0.0015,0.0001,0.9982,0.0,0.0,0.07283,0.000468,0.013411,0.913291,0.996531,0.003422,4.7e-05
WP_000084829.1,0.0,0.0026,0.9971,0.0003,0.0,0.0,0.016832,0.0002,0.000493,0.982475,0.999976,2.1e-05,4e-06
WP_000085808.1,0.0003,0.1694,0.8169,0.0134,0.0,0.0,0.002881,0.000138,0.000362,0.996618,0.999867,5.5e-05,7.8e-05
WP_000087110.1,0.0007,0.0031,0.9957,0.0005,0.0,0.0,0.016788,0.017013,0.001153,0.965047,0.99047,5.2e-05,0.009478
WP_000087385.1,0.0001,0.0013,0.9978,0.0008,0.0,0.0,0.002999,0.000255,0.000267,0.996479,0.999875,3.8e-05,8.6e-05
WP_000087561.1,0.001,0.207,0.6493,0.1427,0.0,0.0,0.001444,0.000282,0.000314,0.99796,0.997993,0.000481,0.001527
WP_000088195.1,0.0002,0.0243,0.9684,0.0071,0.0,0.0,0.007284,0.001377,0.00144,0.989899,0.995686,0.002708,0.001605
WP_000088431.1,0.0002,0.2397,0.6902,0.0699,0.0,0.0,0.004126,0.000174,0.000299,0.9954,0.999857,0.000109,3.4e-05
