accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_tat,signalp_prob_lipo,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000006551.1,0.0005,0.0082,0.9682,0.0231,0.0,0.0,0.003018,0.000921,0.000446,0.995615,0.999964,1.4e-05,2.3e-05
WP_000007678.1,0.0006,0.037,0.6815,0.281,0.0,0.0,0.00662,0.001643,0.002106,0.989632,0.999781,2e-06,0.000217
WP_000007967.1,0.0,0.0001,0.0003,0.9996,0.0,0.0,0.000821,0.000108,0.004293,0.994777,0.999926,1.3e-05,6.1e-05
WP_000008673.1,0.0087,0.1457,0.829,0.0167,0.0,0.0,0.011924,0.00069,0.002167,0.985219,0.99881,0.000157,0.001034
WP_000009069.1,0.0,0.0015,0.0001,0.9983,0.0,0.0,0.017029,0.00038,0.006208,0.976383,0.99989,1.6e-05,9.5e-05
WP_000009238.1,0.0052,0.1015,0.8931,0.0002,0.0,0.0,0.104333,0.008115,0.018002,0.869551,0.972786,0.023153,0.004061
WP_000011542.1,0.0,0.0026,0.0002,0.9971,0.0,0.0,0.002146,9.7e-05,0.00602,0.991737,0.959784,0.004178,0.036038
WP_000011687.1,0.0001,0.1321,0.4554,0.4125,0.0,0.0,0.005104,0.000649,0.000932,0.993315,0.955522,0.031416,0.013062
WP_000011688.1,0.0001,0.1365,0.4373,0.4261,0.0,0.0,0.001381,9.7e-05,0.000271,0.998251,0.998011,0.000128,0.001861
WP_000011826.1,0.0024,0.1841,0.0031,0.8104,0.0,0.0,0.384471,0.00153,0.039319,0.57468,0.447837,0.54715,0.005013
WP_000017736.1,0.0,0.0004,0.0,0.9996,0.0,0.0,0.005078,0.000723,0.001671,0.992528,1.0,0.0,0.0
WP_000018608.1,0.0011,0.0258,0.9251,0.048,0.0,0.0,0.014794,0.003857,0.002859,0.97849,0.999901,6e-05,3.9e-05
WP_000019127.1,0.0,0.0,0.0,1.0,0.0,0.0,0.249376,0.01015,0.002296,0.738178,0.992566,0.006942,0.000493
WP_000019691.1,0.0005,0.1204,0.8701,0.009,0.0,0.0,0.003023,0.000738,0.000537,0.995702,0.999968,1.3e-05,1.9e-05
WP_000019734.1,0.0,0.0,0.0,1.0,0.0,0.0,0.027348,0.000197,0.000988,0.971467,0.999973,2e-05,6e-06
WP_000020304.1,0.0002,0.0021,0.9969,0.0007,0.0,0.0,0.009464,0.000641,0.00128,0.988616,0.999986,6e-06,8e-06
WP_000020347.1,0.0001,0.002,0.9968,0.0011,0.0,0.0,0.030419,0.000964,0.010134,0.958482,0.967786,0.024699,0.007516
WP_000020814.1,0.0012,0.9921,0.0001,0.0067,0.0,0.0,0.006641,0.001543,0.000945,0.990871,0.999723,4.7e-05,0.000229
WP_000020853.1,0.0,0.0453,0.9533,0.0014,0.0,0.0,0.023325,0.001962,0.004847,0.969866,0.91047,0.073456,0.016074
WP_000021445.1,0.0,0.009,0.9908,0.0002,0.0,0.0,0.002975,0.000161,0.000482,0.996381,0.999961,5e-06,3.4e-05
WP_000021865.1,0.0,0.0,0.0,1.0,0.0,0.0,0.056074,0.000646,0.001979,0.941302,0.99752,0.001551,0.000929
WP_000022323.1,0.0012,0.0265,0.6177,0.3546,0.0,0.0,0.007644,0.000741,0.001336,0.990279,0.995531,0.003871,0.000598
WP_000023319.1,0.0008,0.0119,0.7781,0.2092,0.0,0.0,0.01566,0.001269,0.001332,0.981738,0.980416,0.008604,0.01098
WP_000024139.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.016686,0.000988,0.399123,0.583203,0.99916,0.0008,4e-05
WP_000024827.1,0.0002,0.6817,0.3165,0.0016,0.0,0.0,0.005565,0.002315,0.000737,0.991383,0.999948,8e-06,4.4e-05
WP_000025274.1,0.0007,0.1327,0.4936,0.373,0.0,0.0,0.002221,0.000263,0.000222,0.997294,0.999937,3.8e-05,2.5e-05
WP_000025835.1,0.0,0.0735,0.0,0.9265,0.0,0.0,0.00169,0.000231,0.023387,0.974693,0.847488,0.142161,0.010352
WP_000026189.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.146458,0.001097,0.03271,0.819735,0.984516,0.015232,0.000252
WP_000026308.1,0.0002,0.1288,0.8675,0.0035,0.0,0.0,0.003174,0.000223,0.000615,0.995988,0.992509,0.006,0.001491
WP_000027919.1,0.003,0.0845,0.8904,0.0221,0.0,0.0,0.002346,0.000217,0.000614,0.996823,0.999868,8.1e-05,5.1e-05
WP_000028663.1,0.0004,0.0049,0.9909,0.0038,0.0,0.0,0.003066,0.000553,0.00066,0.99572,0.999923,2.4e-05,5.3e-05
WP_000028669.1,0.0004,0.0053,0.9906,0.0036,0.0,0.0,0.003066,0.000553,0.00066,0.99572,0.999923,2.4e-05,5.3e-05
WP_000029196.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.047956,0.003449,0.032106,0.916488,0.977912,0.010159,0.011929
WP_000029430.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.256215,0.002539,0.025806,0.71544,0.873331,0.124366,0.002303
WP_000029536.1,0.0052,0.0972,0.369,0.5286,0.0,0.0,0.002383,9.1e-05,0.00026,0.997266,0.999899,7.9e-05,2.2e-05
WP_000030072.1,0.0001,0.0128,0.982,0.0052,0.0,0.0,0.007652,0.00033,0.000366,0.991653,0.999923,4.1e-05,3.5e-05
WP_000030811.1,0.0002,0.0093,0.9879,0.0026,0.0,0.0,0.025668,0.024848,0.002504,0.94698,0.999833,8.3e-05,8.5e-05
WP_000031108.1,0.0017,0.0024,0.9955,0.0005,0.0,0.0,0.027561,0.011381,0.007759,0.953299,0.981576,5.4e-05,0.018369
WP_000031262.1,0.0002,0.0027,0.4925,0.5045,0.0,0.0,0.077335,0.001947,0.0036,0.917118,0.998724,0.000427,0.000849
WP_000031401.1,0.0,0.0004,0.0,0.9996,0.0,0.0,0.008034,0.0009,0.002076,0.988991,0.999798,2e-05,0.000183
WP_000031490.1,0.0,0.0017,0.9982,0.0001,0.0,0.0,0.006136,0.000127,0.000452,0.993286,0.999959,2.1e-05,2e-05
WP_000031892.1,0.0001,0.0056,0.9925,0.0019,0.0,0.0,0.001767,0.000214,0.00029,0.99773,0.999161,0.000109,0.00073
WP_000032657.1,0.0001,0.0299,0.9686,0.0014,0.0,0.0,0.004186,0.00024,0.000509,0.995065,0.999979,9e-06,1.2e-05
WP_000032740.1,0.0014,0.051,0.8829,0.0648,0.0,0.0,0.011831,0.001013,0.00266,0.984496,0.99995,4.3e-05,7e-06
WP_000032836.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.000508,5.7e-05,0.998769,0.000666,0.589233,0.410397,0.000369
WP_000032848.1,0.0013,0.1086,0.8103,0.0799,0.0,0.0,0.008448,0.000213,0.00045,0.99089,0.997799,0.000537,0.001664
WP_000033477.1,0.0,0.0035,0.0004,0.996,0.0,0.0,0.007353,0.000184,0.005969,0.986494,0.999875,0.000106,1.9e-05
WP_000034497.1,0.0,0.0031,0.9967,0.0003,0.0,0.0,0.034204,0.00158,0.002898,0.961318,0.985182,0.013084,0.001734
WP_000034716.1,0.0024,0.0419,0.951,0.0047,0.0,0.0,0.01916,0.001154,0.025443,0.954243,0.999661,0.000271,6.7e-05
WP_000034728.1,0.0001,0.0506,0.6392,0.3101,0.0,0.0,0.004504,0.001201,0.000466,0.993829,0.999786,0.000131,8.3e-05
WP_000034846.1,0.0015,0.9964,0.0,0.0021,0.0,0.0,0.494503,0.001092,0.501455,0.00295,0.003795,0.996079,0.000126
WP_000034961.1,0.0034,0.0237,0.0,0.9729,0.0,0.0,0.000598,4.2e-05,0.999204,0.000156,0.013275,0.9866,0.000125
WP_000035058.1,0.0005,0.202,0.7947,0.0027,0.0,0.0,0.011423,0.000242,0.00117,0.987166,0.999894,4.7e-05,6e-05
WP_000035320.1,0.0014,0.0775,0.8799,0.0412,0.0,0.0,0.000996,8e-05,0.000142,0.998782,0.999971,2e-05,9e-06
WP_000035746.1,0.0002,0.004,0.0006,0.9952,0.0,0.0,0.008424,0.000165,0.001279,0.990132,0.999976,1.8e-05,6e-06
WP_000036002.1,0.0004,0.006,0.9007,0.093,0.0,0.0,0.007365,0.00041,0.001254,0.990971,0.998778,0.000637,0.000585
WP_000036076.1,0.0001,0.0628,0.9366,0.0005,0.0,0.0,0.004625,0.000187,0.000639,0.99455,0.999903,2.7e-05,7e-05
WP_000036086.1,0.0009,0.898,0.0954,0.0058,0.0,0.0,0.04421,0.001917,0.006988,0.946885,0.544547,0.429239,0.026214
WP_000036330.1,0.0,0.0011,0.0001,0.9988,0.0,0.0,0.07145,0.000687,0.519882,0.407981,0.94018,0.058841,0.000979
WP_000036633.1,0.0,0.0003,0.9997,0.0001,0.0,0.0,0.002553,0.000286,0.000243,0.996918,0.999973,2.2e-05,4e-06
WP_000037075.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.015037,0.002293,0.002907,0.979762,0.999996,3e-06,1e-06
WP_000037322.1,0.001,0.0474,0.7615,0.1901,0.0,0.0,0.021296,0.003623,0.002909,0.972172,0.999745,2.4e-05,0.000231
WP_000038240.1,0.0012,0.3879,0.0006,0.6103,0.0,0.0,0.20685,0.001211,0.102674,0.689265,0.573041,0.425587,0.001372
WP_000038527.1,0.0167,0.1632,0.0001,0.8201,0.0,0.0,0.703659,0.002845,0.022967,0.270529,0.524012,0.475037,0.000951
WP_000038968.1,0.0,0.0,0.0,1.0,0.0,0.0,0.25134,0.000869,0.010949,0.736843,0.9949,0.004836,0.000265
WP_000040051.1,0.0001,0.0121,0.987,0.0008,0.0,0.0,0.010447,0.000492,0.00181,0.987251,0.999336,0.00048,0.000184
WP_000040063.1,0.0001,0.0382,0.9608,0.0008,0.0,0.0,0.003202,0.000119,0.000368,0.996311,0.990759,0.004214,0.005027
WP_000040588.1,0.0017,0.0184,0.8156,0.1643,0.0,0.0,0.090104,0.002864,0.055501,0.851531,0.971844,0.023591,0.004565
WP_000040866.1,0.0034,0.0085,0.9869,0.0011,0.0,0.0,0.005328,0.002313,0.000556,0.991803,0.999927,5.8e-05,1.5e-05
WP_000041880.1,0.0053,0.6657,0.3013,0.0277,0.0,0.0,0.012686,0.00092,0.002004,0.98439,0.997043,3.3e-05,0.002924
WP_000041897.1,0.0002,0.9993,0.0,0.0005,0.0,0.0,0.809367,0.009674,0.029593,0.151366,0.073357,0.915442,0.011202
WP_000043237.1,0.0001,0.0025,0.9968,0.0006,0.0,0.0,0.004111,0.000265,0.000429,0.995196,0.99996,8e-06,3.2e-05
WP_000043635.1,0.0,0.0081,0.991,0.0008,0.0,0.0,0.008286,0.000488,0.000588,0.990637,0.999994,1e-06,5e-06
WP_000044362.1,0.0006,0.0129,0.981,0.0055,0.0,0.0,0.002111,0.000157,0.000184,0.997548,0.999934,4.9e-05,1.7e-05
WP_000044547.1,0.8587,0.1387,0.0,0.0025,0.0,0.0,0.01278,0.001466,0.001104,0.98465,0.999953,2.4e-05,2.2e-05
WP_000044799.1,0.0,0.0004,0.9996,0.0,0.0,0.0,0.004914,0.001285,0.00119,0.99261,0.999387,0.000438,0.000175
WP_000046022.1,0.0,0.9987,0.0,0.0012,0.0,0.0,0.09578,0.008857,0.032947,0.862416,0.863412,0.129697,0.006891
WP_000046076.1,0.0006,0.0576,0.336,0.6058,0.0,0.0,0.159156,0.029488,0.008793,0.802563,0.995004,0.003782,0.001214
WP_000046602.1,0.0022,0.0473,0.8855,0.065,0.0,0.0,0.018228,0.001295,0.001594,0.978883,0.998267,0.000433,0.0013
WP_000047009.1,0.0012,0.0227,0.9737,0.0024,0.0,0.0,0.003114,0.000468,0.000295,0.996124,0.999927,9e-06,6.4e-05
WP_000047255.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.028901,0.004755,0.002572,0.963773,0.999999,0.0,1e-06
WP_000047343.1,0.0003,0.0064,0.993,0.0003,0.0,0.0,0.00889,0.000367,0.000642,0.990101,0.999919,6.9e-05,1.2e-05
WP_000047811.1,0.0005,0.017,0.961,0.0215,0.0,0.0,0.00374,0.000241,0.000259,0.99576,0.999971,2.3e-05,6e-06
WP_000048060.1,0.0,0.4518,0.5478,0.0004,0.0,0.0,0.017333,0.006243,0.010111,0.966312,0.99429,4e-05,0.00567
WP_000048129.1,0.0001,0.0575,0.0001,0.9423,0.0,0.0,0.056089,0.008022,0.053651,0.882239,0.880922,0.11833,0.000747
WP_000048712.1,0.0001,0.0167,0.9784,0.0048,0.0,0.0,0.002006,0.000137,0.000193,0.997665,0.999822,0.000118,6e-05
WP_000049145.1,0.0,0.0008,0.0,0.9991,0.0,0.0,0.016178,0.001639,0.129025,0.853158,0.999987,1e-06,1.2e-05
WP_000049484.1,0.0002,0.0075,0.9913,0.001,0.0,0.0,0.004005,0.000127,0.000639,0.995229,0.999971,2.7e-05,1e-06
WP_000049921.1,0.0006,0.0038,0.9933,0.0023,0.0,0.0,0.010951,0.000494,0.001853,0.986702,0.99976,3.5e-05,0.000205
WP_000050760.1,0.0,0.0005,0.9995,0.0,0.0,0.0,0.003367,0.000205,0.000224,0.996204,0.999828,0.000126,4.7e-05
WP_000051210.1,0.0003,0.0735,0.9188,0.0075,0.0,0.0,0.006133,0.000874,0.001567,0.991425,0.981927,0.002828,0.015245
WP_000052076.1,0.0,0.0015,0.0,0.9985,0.0,0.0,0.008667,0.00071,0.122172,0.868451,0.860865,0.126906,0.012229
WP_000052315.1,0.0005,0.0396,0.2371,0.7227,0.0,0.0,0.008211,0.000388,0.000749,0.990652,0.999894,6.3e-05,4.4e-05
WP_000052590.1,0.0002,0.0676,0.8421,0.09,0.0,0.0,0.001198,5.4e-05,0.000176,0.998571,0.999805,0.000112,8.3e-05
WP_000052781.1,0.0005,0.1329,0.8651,0.0015,0.0,0.0,0.012719,0.000229,0.000739,0.986313,0.99713,0.00178,0.00109
WP_000054612.1,0.0,0.0,0.0,1.0,0.0,0.0,0.001449,0.000287,0.002918,0.995346,0.999721,0.000193,8.5e-05
WP_000055337.1,0.0001,0.004,0.9663,0.0296,0.0,0.0,0.001202,0.000369,0.000274,0.998156,0.997844,7.1e-05,0.002085
WP_000055856.1,0.0001,0.014,0.9585,0.0274,0.0,0.0,0.00139,0.000342,0.000248,0.998021,0.998963,4.5e-05,0.000991
WP_000057330.1,0.0,0.0365,0.9446,0.0189,0.0,0.0,0.013405,0.000561,0.001311,0.984723,0.999149,0.000172,0.000679
WP_000057543.1,0.0086,0.0164,0.6243,0.3507,0.0,0.0,0.002106,0.00016,0.0002,0.997535,0.999981,1.2e-05,8e-06
WP_000057594.1,0.0002,0.0062,0.992,0.0016,0.0,0.0,0.003491,0.000228,0.000529,0.995752,0.999862,8.3e-05,5.4e-05
WP_000058389.1,0.0005,0.1963,0.7877,0.0155,0.0,0.0,0.012323,0.003306,0.001611,0.98276,0.999761,8.3e-05,0.000156
WP_000059051.1,0.0001,0.0116,0.0,0.9883,0.0,0.0,0.044467,0.000337,0.007655,0.947541,0.999514,0.000167,0.000319
WP_000060771.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.216295,0.018,0.007659,0.758046,0.971882,0.026597,0.001521
WP_000062407.1,0.0,0.0007,0.0,0.9992,0.0,0.0,0.002305,0.004784,0.000628,0.992284,0.999984,6e-06,1.1e-05
WP_000063580.1,0.0001,0.0077,0.0004,0.9919,0.0,0.0,0.006544,0.000561,0.005955,0.98694,0.999991,2e-06,7e-06
WP_000064078.1,0.0001,0.0006,0.9923,0.007,0.0,0.0,0.001191,0.000151,0.000213,0.998446,0.999993,4e-06,3e-06
WP_000064214.1,0.0245,0.1349,0.8401,0.0005,0.0,0.0,0.058847,0.013865,0.021073,0.906215,0.994992,0.000755,0.004253
WP_000064778.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.012697,0.000621,0.01798,0.968701,0.99967,0.000284,4.6e-05
WP_000065030.1,0.0009,0.0042,0.9925,0.0025,0.0,0.0,0.005944,0.000207,0.001346,0.992502,0.999376,0.000524,0.0001
WP_000066053.1,0.0001,0.0106,0.9877,0.0016,0.0,0.0,0.00211,0.00026,0.000243,0.997388,0.999981,1.1e-05,8e-06
WP_000066097.1,0.0,0.0073,0.9924,0.0003,0.0,0.0,0.02467,0.000875,0.003451,0.971004,0.999816,0.000144,4e-05
WP_000066369.1,0.0047,0.27,0.6457,0.0797,0.0,0.0,0.002138,0.000293,0.000348,0.997221,0.999913,4e-06,8.3e-05
WP_000066378.1,0.0003,0.1367,0.8473,0.0156,0.0,0.0,0.005725,0.000718,0.000643,0.992915,0.999692,4.1e-05,0.000267
WP_000066521.1,0.001,0.0224,0.0543,0.9224,0.0,0.0,0.009996,0.000463,0.004264,0.985277,0.999859,0.000114,2.7e-05
WP_000066900.1,0.0009,0.0326,0.912,0.0545,0.0,0.0,0.000785,0.00015,0.000157,0.998908,0.999799,2.8e-05,0.000173
WP_000066931.1,0.0006,0.0048,0.992,0.0025,0.0,0.0,0.018393,0.000523,0.001626,0.979458,0.999984,8e-06,8e-06
WP_000067116.1,0.0042,0.0049,0.9524,0.0385,0.0,0.0,0.003576,0.000194,0.000358,0.995871,0.999766,0.000121,0.000113
WP_000067268.1,0.0001,0.006,0.9872,0.0067,0.0,0.0,0.018369,0.001233,0.001437,0.97896,0.994063,0.00384,0.002097
WP_000067352.1,0.0007,0.0169,0.1216,0.8607,0.0,0.0,0.006678,0.000447,0.000277,0.992598,0.999915,3.1e-05,5.5e-05
WP_000068176.1,0.0002,0.0213,0.968,0.0104,0.0,0.0,0.004498,0.000165,0.000333,0.995004,0.999958,2.6e-05,1.7e-05
WP_000068617.1,0.001,0.0039,0.8891,0.1059,0.0,0.0,0.006334,0.00045,0.00074,0.992475,0.999972,1.1e-05,1.7e-05
WP_000069098.1,0.0,0.0081,0.9873,0.0045,0.0,0.0,0.002464,0.00023,0.000371,0.996936,0.99975,5.5e-05,0.000195
WP_000069289.1,0.0093,0.1039,0.0013,0.8855,0.0,0.0,0.014107,0.084419,0.003534,0.897939,0.999999,0.0,1e-06
WP_000070642.1,0.0002,0.4454,0.0,0.5544,0.0,0.0,0.104474,0.008977,0.118517,0.768032,0.999767,0.000122,0.000112
WP_000070831.1,0.0014,0.297,0.0,0.7015,0.0,0.0,0.105218,0.000937,0.005709,0.888136,0.999969,2.3e-05,8e-06
WP_000070866.1,0.0017,0.1783,0.8161,0.0039,0.0,0.0,0.004322,0.000179,0.000538,0.994961,0.99986,2.9e-05,0.000112
WP_000070966.1,0.0,0.0006,0.0,0.9994,0.0,0.0,0.010098,0.000713,0.016984,0.972205,0.999499,6.8e-05,0.000433
WP_000071351.1,0.0,0.0042,0.9952,0.0006,0.0,0.0,0.004735,0.000565,0.000817,0.993883,0.999852,1.6e-05,0.000132
WP_000071904.1,0.0,0.0148,0.9838,0.0013,0.0,0.0,0.022377,0.002178,0.01634,0.959105,0.997202,0.000857,0.001941
WP_000072149.1,0.0,0.0004,0.0,0.9996,0.0,0.0,0.002719,0.000117,0.024769,0.972395,0.994232,0.005179,0.000589
WP_000072278.1,0.0,0.0008,0.001,0.9982,0.0,0.0,0.005666,0.000411,0.000706,0.993218,0.999871,3.6e-05,9.3e-05
WP_000072461.1,0.0,0.0009,0.0001,0.999,0.0,0.0,0.003003,0.000257,0.001171,0.995569,0.999999,0.0,0.0
WP_000072584.1,0.0075,0.3818,0.5779,0.0328,0.0,0.0,0.00574,0.000973,0.00056,0.992727,0.999945,1.4e-05,4.2e-05
WP_000072627.1,0.0066,0.2019,0.7744,0.0171,0.0,0.0,0.043135,0.002275,0.003105,0.951485,0.999961,1.1e-05,2.9e-05
WP_000072681.1,0.0002,0.028,0.966,0.0058,0.0,0.0,0.011612,0.001933,0.00229,0.984164,0.989552,0.000659,0.009789
WP_000073180.1,0.0013,0.0044,0.9766,0.0177,0.0,0.0,0.013793,0.00101,0.001581,0.983616,0.99962,0.000308,7.2e-05
WP_000073195.1,0.0013,0.0131,0.964,0.0217,0.0,0.0,0.001845,0.000122,0.000227,0.997806,0.999979,1.1e-05,1e-05
WP_000073352.1,0.0042,0.0066,0.9779,0.0113,0.0,0.0,0.002012,0.000216,0.000358,0.997414,0.999954,3.3e-05,1.2e-05
WP_000074011.1,0.0032,0.0255,0.0146,0.9567,0.0,0.0,0.004422,0.000282,0.000685,0.994611,0.999689,8.9e-05,0.000222
WP_000074049.1,0.0005,0.0134,0.9851,0.001,0.0,0.0,0.003947,0.000216,0.000514,0.995323,0.999462,2.5e-05,0.000513
WP_000075704.1,0.0001,0.0165,0.9505,0.0329,0.0,0.0,0.004533,0.000577,0.00074,0.99415,0.999152,0.000809,4e-05
WP_000076036.1,0.0003,0.1224,0.8758,0.0015,0.0,0.0,0.013678,0.001197,0.000946,0.984178,0.999857,2.7e-05,0.000116
WP_000076404.1,0.0,0.0638,0.9331,0.003,0.0,0.0,0.006928,0.001034,0.001259,0.990779,0.999975,1.4e-05,1e-05
WP_000076661.1,0.0002,0.0186,0.9785,0.0028,0.0,0.0,0.016738,0.001113,0.004887,0.977262,0.996656,0.002453,0.000891
WP_000076690.1,0.0001,0.0052,0.9934,0.0013,0.0,0.0,0.014325,0.007821,0.002457,0.975397,0.999637,8.8e-05,0.000275
WP_000076930.1,0.0004,0.0014,0.9611,0.0371,0.0,0.0,0.066023,0.024209,0.002925,0.906843,0.999306,0.000294,0.0004
WP_000077317.1,0.0021,0.0106,0.975,0.0122,0.0,0.0,0.011577,0.001511,0.0027,0.984212,0.999521,0.000363,0.000116
WP_000077358.1,0.0009,0.0018,0.9969,0.0005,0.0,0.0,0.015184,0.001671,0.002533,0.980611,0.994157,0.004057,0.001786
WP_000077571.1,0.0015,0.0841,0.8878,0.0267,0.0,0.0,0.001997,0.000547,0.000272,0.997184,0.999977,1.8e-05,5e-06
WP_000078092.1,0.0,0.0144,0.0149,0.9707,0.0,0.0,0.004142,0.0004,0.000402,0.995056,0.999849,1.3e-05,0.000138
WP_000079317.1,0.0,0.0,0.0,1.0,0.0,0.0,0.184518,0.037838,0.006279,0.771364,0.999693,0.000106,0.000201
WP_000079447.1,0.0002,0.0346,0.1268,0.8385,0.0,0.0,0.010288,0.000684,0.001655,0.987373,0.999599,7.4e-05,0.000327
WP_000080028.1,0.0001,0.005,0.9791,0.0158,0.0,0.0,0.001974,0.000101,0.000244,0.997681,0.999985,1.3e-05,2e-06
WP_000080564.1,0.0204,0.1656,0.4239,0.39,0.0,0.0,0.012252,0.000769,0.002083,0.984896,0.971197,0.028494,0.000309
WP_000081231.1,0.0002,0.0224,0.9595,0.0178,0.0,0.0,0.036712,0.001296,0.00713,0.954863,0.997567,0.002107,0.000326
WP_000081602.1,0.0,0.0218,0.0,0.9782,0.0,0.0,0.002049,0.000315,0.245105,0.752532,0.999996,0.0,4e-06
WP_000082539.1,0.0006,0.3607,0.6375,0.0012,0.0,0.0,0.035586,0.006403,0.001321,0.956689,0.999803,5.5e-05,0.000142
WP_000082559.1,0.0003,0.0248,0.9393,0.0356,0.0,0.0,0.003495,0.000154,0.000415,0.995935,0.999483,0.000346,0.00017
WP_000082725.1,0.0029,0.0256,0.9643,0.0072,0.0,0.0,0.002398,0.00041,0.000373,0.996819,0.999985,3e-06,1.2e-05
WP_000083807.1,0.0,0.0005,0.0001,0.9994,0.0,0.0,0.009005,0.001102,0.003247,0.986645,0.999888,8.4e-05,2.8e-05
WP_000084769.1,0.0001,0.0017,0.0001,0.998,0.0,0.0,0.074671,0.000454,0.014098,0.910776,0.996267,0.003692,4.1e-05
WP_000084830.1,0.0,0.0027,0.997,0.0003,0.0,0.0,0.016832,0.0002,0.000493,0.982475,0.999976,2.1e-05,4e-06
WP_000087103.1,0.0007,0.0031,0.9958,0.0004,0.0,0.0,0.016788,0.017013,0.001153,0.965047,0.99056,5.2e-05,0.009389
WP_000087385.1,0.0001,0.0013,0.9978,0.0008,0.0,0.0,0.002999,0.000255,0.000267,0.996479,0.999875,3.8e-05,8.6e-05
WP_000087561.1,0.001,0.207,0.6493,0.1427,0.0,0.0,0.001444,0.000282,0.000314,0.99796,0.997993,0.000481,0.001527
WP_000088195.1,0.0002,0.0243,0.9684,0.0071,0.0,0.0,0.007284,0.001377,0.00144,0.989899,0.995686,0.002708,0.001605
WP_000088431.1,0.0002,0.2397,0.6902,0.0699,0.0,0.0,0.004126,0.000174,0.000299,0.9954,0.999857,0.000109,3.4e-05
WP_000088649.1,0.0,0.0017,0.9978,0.0006,0.0,0.0,0.016959,0.000883,0.004028,0.97813,0.855049,0.03014,0.11481
WP_000089941.1,0.0004,0.0224,0.9185,0.0586,0.0,0.0,0.006709,0.000717,0.000537,0.992037,0.998483,7.6e-05,0.00144
WP_000090315.1,0.0,0.0037,0.9961,0.0002,0.0,0.0,0.00882,0.001526,0.001261,0.988393,0.999261,0.000138,0.000601
WP_000090512.1,0.0,0.7459,0.2528,0.0013,0.0,0.0,0.016333,0.011778,0.010986,0.960903,0.924448,0.00013,0.075422
WP_000090796.1,0.0001,0.4731,0.5258,0.001,0.0,0.0,0.116633,0.010366,0.006245,0.866756,0.999038,0.000331,0.000631
WP_000091442.1,0.0001,0.0185,0.0001,0.9813,0.0,0.0,0.016174,0.000286,0.009341,0.974199,0.998669,0.001273,5.8e-05
WP_000091975.1,0.0003,0.7847,0.2113,0.0037,0.0,0.0,0.008363,0.000401,0.000857,0.990379,0.999933,1.9e-05,4.8e-05
WP_000093349.1,0.0001,0.0042,0.9952,0.0006,0.0,0.0,0.0045,0.000579,0.000703,0.994219,0.999936,4.5e-05,1.9e-05
