accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_tat,signalp_prob_lipo,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000205307.1,0.0,0.0103,0.0,0.9897,0.0,0.0,0.054124,0.000861,0.059842,0.885173,0.122198,0.862556,0.015246
WP_000208417.1,0.0,0.0046,0.0001,0.9953,0.0,0.0,0.002322,0.000272,0.506073,0.491333,0.999992,5e-06,3e-06
WP_000216725.1,0.002,0.3665,0.0009,0.6306,0.0,0.0,0.770928,0.009975,0.049243,0.169854,0.38854,0.610888,0.000571
WP_000222267.1,0.0069,0.9931,0.0,0.0001,0.0,0.0,0.618666,0.007326,0.173938,0.200071,0.454919,0.531487,0.013594
WP_000230292.1,0.0,0.0665,0.0003,0.9332,0.0,0.0,0.315288,0.00219,0.479173,0.203349,0.012596,0.987069,0.000335
WP_000239610.1,0.0017,0.9976,0.0,0.0007,0.0,0.0,0.959976,0.010867,0.020042,0.009115,0.043837,0.954277,0.001886
WP_000246909.1,0.0,0.0049,0.0,0.9951,0.0,0.0,0.059004,0.001484,0.029154,0.910359,0.243109,0.753541,0.00335
WP_000267034.1,0.0001,0.5348,0.0005,0.4646,0.0,0.0,0.384612,0.007845,0.041173,0.56637,0.282483,0.657076,0.06044
WP_000274029.1,0.0,0.0104,0.0001,0.9894,0.0,0.0,0.020046,0.001283,0.780004,0.198667,0.591614,0.401384,0.007002
WP_000278088.1,0.0012,0.9972,0.0001,0.0015,0.0,0.0,0.99739,0.000726,0.001109,0.000775,0.000735,0.99925,1.5e-05
WP_000379098.1,0.0,0.0007,0.0002,0.9991,0.0,0.0,0.523054,0.035885,0.016515,0.424546,0.983002,0.016339,0.000659
WP_000428172.1,0.07,0.0472,0.0299,0.8529,0.0,0.0,0.490585,0.043363,0.076147,0.389905,0.435751,0.543349,0.0209
WP_000432078.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.658728,0.01712,0.005175,0.318977,0.959693,0.035151,0.005155
WP_000455861.1,0.0001,0.9994,0.0,0.0005,0.0,0.0,0.832771,0.003345,0.12139,0.042494,0.005652,0.994255,9.3e-05
WP_000466748.1,0.0,0.0294,0.0002,0.9704,0.0,0.0,0.105843,0.003344,0.138692,0.752121,0.056469,0.89812,0.045411
WP_000467123.1,0.0,0.0,0.0,1.0,0.0,0.0,0.833133,0.017571,0.045928,0.103367,0.956535,0.042457,0.001008
WP_000472256.1,0.0001,0.0224,0.0006,0.9769,0.0,0.0,0.25928,0.002582,0.008511,0.729628,0.451962,0.54502,0.003019
WP_000473596.1,0.0003,0.9994,0.0,0.0003,0.0,0.0,0.985549,0.00836,0.003798,0.002293,0.016791,0.947661,0.035548
WP_000475325.1,0.001,0.9988,0.0,0.0002,0.0,0.0,0.819885,0.029227,0.013965,0.136923,0.774069,0.157902,0.068029
WP_000476346.1,0.0418,0.751,0.0018,0.2054,0.0,0.0,0.000389,7.3e-05,0.999331,0.000206,0.002932,0.995563,0.001505
WP_000476865.1,0.0174,0.8317,0.0039,0.147,0.0,0.0,0.00034,5.5e-05,0.999442,0.000163,0.002735,0.996639,0.000626
WP_000482652.1,0.0,0.0859,0.0007,0.9135,0.0,0.0,0.038088,0.002829,0.75492,0.204162,0.1189,0.380859,0.50024
WP_000499650.1,0.0029,0.9729,0.0001,0.0242,0.0,0.0,0.965373,0.004489,0.022725,0.007413,0.376909,0.608963,0.014128
WP_000516798.1,0.001,0.123,0.0,0.8759,0.0,0.0,0.327738,0.001323,0.348173,0.322766,0.895287,0.089408,0.015306
WP_000517183.1,0.0162,0.2461,0.0002,0.7376,0.0,0.0,0.000481,8.3e-05,0.99921,0.000226,0.003441,0.996532,2.7e-05
WP_000540323.1,0.0006,0.6755,0.0003,0.3237,0.0,0.0,0.000512,5.7e-05,0.999206,0.000226,0.179918,0.810211,0.00987
WP_000540879.1,0.0083,0.2217,0.0001,0.7698,0.0,0.0,0.000709,5e-05,0.999064,0.000177,0.015051,0.984815,0.000134
WP_000542365.1,0.003,0.1596,0.0002,0.8372,0.0,0.0,0.000564,7.1e-05,0.999157,0.000208,0.002512,0.997418,7e-05
WP_000549222.1,0.0051,0.1005,0.0002,0.8941,0.0,0.0,0.001313,7.3e-05,0.998424,0.00019,0.014335,0.985598,6.7e-05
WP_000556760.1,0.0,0.0037,0.0,0.9963,0.0,0.0,0.07348,0.00059,0.060001,0.865929,0.49072,0.508869,0.000411
WP_000581871.1,0.002,0.2212,0.0001,0.7768,0.0,0.0,0.012482,8.6e-05,0.986085,0.001347,0.399716,0.595362,0.004922
WP_000581894.1,0.0001,0.1206,0.0,0.8793,0.0,0.0,0.603004,0.001213,0.140079,0.255704,0.441593,0.554845,0.003562
WP_000582326.1,0.0,0.0006,0.0001,0.9993,0.0,0.0,0.647135,0.007514,0.16086,0.184491,0.27545,0.723701,0.000849
WP_000592307.1,0.0,0.0,0.0,1.0,0.0,0.0,0.802545,0.004497,0.022605,0.170353,0.247429,0.742542,0.010029
WP_000594519.1,0.0004,0.9993,0.0001,0.0002,0.0,0.0,0.937213,0.014534,0.003492,0.044761,0.048618,0.936095,0.015287
WP_000595265.1,0.0,0.051,0.0129,0.9361,0.0,0.0,0.145512,0.002227,0.019447,0.832814,0.116164,0.883607,0.000229
WP_000595392.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.987184,0.004214,0.003321,0.005281,0.122372,0.793285,0.084343
WP_000597207.1,0.0036,0.2063,0.0007,0.7894,0.0,0.0,0.000582,7.4e-05,0.99912,0.000225,0.087584,0.910608,0.001808
WP_000604730.1,0.0,0.0029,0.0,0.9971,0.0,0.0,0.266907,0.001814,0.194897,0.536383,0.328611,0.671122,0.000266
WP_000610259.1,0.9025,0.0965,0.0001,0.0009,0.0,0.0,0.83357,0.075298,0.002832,0.0883,0.998104,0.001087,0.00081
WP_000611512.1,0.0008,0.0282,0.0009,0.9701,0.0,0.0,0.89249,0.003745,0.00839,0.095374,0.059394,0.939149,0.001457
WP_000625878.1,0.0,0.0001,0.0,0.9998,0.0,0.0,0.01306,0.003282,0.973835,0.009823,0.829592,0.168896,0.001512
WP_000631574.1,0.0,0.001,0.0003,0.9986,0.0,0.0,0.127549,0.006219,0.052696,0.813536,0.100716,0.842782,0.056502
WP_000643619.1,0.0001,0.0757,0.0,0.9242,0.0,0.0,0.30083,0.001526,0.058992,0.638653,0.389156,0.605539,0.005304
WP_000645787.1,0.7884,0.1084,0.0004,0.1028,0.0,0.0,0.994304,0.000715,0.002271,0.00271,0.010443,0.989468,8.9e-05
WP_000648118.1,0.0351,0.1684,0.0204,0.7761,0.0,0.0,0.285764,0.011934,0.562317,0.139985,0.127275,0.822757,0.049968
WP_000649908.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.995819,0.001914,0.001537,0.00073,0.004262,0.995364,0.000374
WP_000668336.1,0.0722,0.0399,0.0,0.8879,0.0,0.0,0.000447,6.5e-05,0.999242,0.000245,0.03203,0.965933,0.002037
WP_000668627.1,0.0005,0.1555,0.0001,0.8439,0.0,0.0,0.339791,0.000778,0.035663,0.623768,0.006787,0.993024,0.000188
WP_000669014.1,0.0158,0.9829,0.0,0.0013,0.0,0.0,0.991488,0.003077,0.004527,0.000908,0.064593,0.773189,0.162218
WP_000669024.1,0.0643,0.3953,0.0047,0.5356,0.0,0.0,0.000421,5.4e-05,0.999359,0.000166,0.008174,0.991704,0.000122
WP_000669519.1,0.1069,0.8923,0.0001,0.0007,0.0,0.0,0.963769,0.000991,0.026884,0.008357,0.016382,0.983029,0.000589
WP_000669537.1,0.0236,0.9757,0.0,0.0006,0.0,0.0,0.922255,0.00225,0.046518,0.028977,0.00502,0.993484,0.001496
WP_000669656.1,0.0064,0.339,0.0,0.6545,0.0,0.0,0.002815,9.2e-05,0.996788,0.000305,0.006436,0.967395,0.026169
WP_000673034.1,0.0115,0.9774,0.0,0.0111,0.0,0.0,0.984708,0.003484,0.004055,0.007753,0.037301,0.957936,0.004763
WP_000673051.1,0.0123,0.985,0.0,0.0026,0.0,0.0,0.955539,0.008174,0.016496,0.01979,0.020973,0.922498,0.056529
WP_000676539.1,0.0076,0.9923,0.0,0.0001,0.0,0.0,0.9677,0.027189,0.0042,0.00091,0.021414,0.957183,0.021404
WP_000681968.1,0.0001,0.0218,0.0,0.9781,0.0,0.0,0.082012,0.001183,0.06066,0.856144,0.422677,0.577215,0.000107
WP_000682089.1,0.0,0.0007,0.0,0.9992,0.0,0.0,0.173747,0.001081,0.111387,0.713784,0.158098,0.841805,9.7e-05
WP_000683687.1,0.0,0.0018,0.0,0.9982,0.0,0.0,0.977942,0.003161,0.017033,0.001863,0.062543,0.934695,0.002762
WP_000686168.1,0.0007,0.0201,0.177,0.8022,0.0,0.0,0.653165,0.00485,0.101583,0.240402,0.156295,0.72847,0.115235
WP_000691527.1,0.0003,0.9977,0.0,0.0021,0.0,0.0,0.989144,0.000746,0.008779,0.001331,0.004857,0.994844,0.000299
WP_000702262.1,0.0071,0.9927,0.0,0.0002,0.0,0.0,0.966405,0.009268,0.009014,0.015313,0.006378,0.986497,0.007125
WP_000705657.1,0.0775,0.9206,0.0002,0.0017,0.0,0.0,0.956052,0.014616,0.022561,0.006772,0.05543,0.922783,0.021787
WP_000710555.1,0.0,1.0,0.0,0.0,0.0,0.0,0.992705,0.001038,0.003005,0.003253,0.001726,0.998191,8.3e-05
WP_000713847.1,0.0004,0.9981,0.0004,0.0011,0.0,0.0,0.933656,0.002236,0.002505,0.061603,0.002596,0.99738,2.4e-05
WP_000717381.1,0.0045,0.9955,0.0,0.0,0.0,0.0,0.998381,0.000739,0.000657,0.000222,0.001797,0.998136,6.7e-05
WP_000719329.1,0.0013,0.1263,0.0005,0.8719,0.0,0.0,0.71702,0.001863,0.032482,0.248635,0.520335,0.445054,0.034611
WP_000720816.1,0.0254,0.2862,0.0005,0.688,0.0,0.0,0.000616,5.7e-05,0.999159,0.000168,0.000975,0.998938,8.7e-05
WP_000721551.1,0.0009,0.014,0.0,0.9851,0.0,0.0,0.001304,0.000196,0.998173,0.000327,0.003285,0.994518,0.002197
WP_000724887.1,0.0091,0.0664,0.0001,0.9245,0.0,0.0,0.000634,5.1e-05,0.999117,0.000198,0.036038,0.963873,8.9e-05
WP_000725225.1,0.0043,0.9957,0.0,0.0,0.0,0.0,0.998563,0.000661,0.000489,0.000287,0.00082,0.999176,4e-06
WP_000725608.1,0.0494,0.9483,0.0001,0.0022,0.0,0.0,0.987636,0.004184,0.005656,0.002524,0.018787,0.976427,0.004786
WP_000725802.1,0.0,0.0014,0.0,0.9986,0.0,0.0,0.000365,6.6e-05,0.999252,0.000316,0.072056,0.92777,0.000174
WP_000726502.1,0.0002,0.9998,0.0,0.0,0.0,0.0,0.995707,0.001301,0.000947,0.002045,0.00495,0.994994,5.6e-05
WP_000727645.1,0.0015,0.9976,0.0,0.0008,0.0,0.0,0.985782,0.002222,0.010792,0.001203,0.003816,0.98997,0.006214
WP_000727772.1,0.0724,0.0672,0.0007,0.8597,0.0,0.0,0.00062,6.8e-05,0.999149,0.000162,0.009782,0.990134,8.4e-05
WP_000728068.1,0.6219,0.378,0.0001,0.0001,0.0,0.0,0.995787,0.00051,0.002611,0.001093,0.015702,0.97813,0.006169
WP_000728765.1,0.888,0.0731,0.0001,0.0388,0.0,0.0,0.986537,0.008981,0.003804,0.000678,0.426637,0.557534,0.015829
WP_000728958.1,0.0207,0.0725,0.0037,0.9031,0.0,0.0,0.475242,0.000917,0.051651,0.472191,0.928559,0.068423,0.003018
WP_000731644.1,0.057,0.9429,0.0,0.0,0.0,0.0,0.982953,0.004467,0.002627,0.009953,0.007266,0.992507,0.000227
WP_000731976.1,0.0016,0.3363,0.0004,0.6618,0.0,0.0,0.326768,0.005841,0.087705,0.579686,0.000677,0.995428,0.003894
WP_000732076.1,0.0063,0.1715,0.0,0.8222,0.0,0.0,0.00088,4e-05,0.998944,0.000136,0.001525,0.99841,6.5e-05
WP_000732324.1,0.0066,0.0314,0.0,0.9619,0.0,0.0,0.000469,6.6e-05,0.999323,0.000142,0.000617,0.999348,3.5e-05
WP_000733285.1,0.0065,0.678,0.0001,0.3154,0.0,0.0,0.033339,0.000123,0.966298,0.00024,0.000509,0.999467,2.4e-05
WP_000733432.1,0.012,0.0428,0.0,0.9452,0.0,0.0,0.000361,4.6e-05,0.999389,0.000204,0.028558,0.971384,5.8e-05
WP_000734801.1,0.0019,0.6138,0.0,0.3843,0.0,0.0,0.895299,0.002039,0.084029,0.018633,0.399148,0.600818,3.4e-05
WP_000735038.1,0.0031,0.0016,0.0,0.9953,0.0,0.0,0.000562,8e-05,0.999083,0.000275,0.00068,0.999305,1.5e-05
WP_000735558.1,0.0033,0.9963,0.0,0.0004,0.0,0.0,0.997919,0.000501,0.001324,0.000257,0.00173,0.997196,0.001074
WP_000736712.1,0.0056,0.9579,0.0045,0.0321,0.0,0.0,0.97036,0.00034,0.001058,0.028242,0.004679,0.995249,7.2e-05
WP_000736784.1,0.0008,0.9991,0.0,0.0001,0.0,0.0,0.998048,0.001139,0.000532,0.000281,0.001689,0.998297,1.4e-05
WP_000737196.1,0.0475,0.0995,0.0003,0.8526,0.0,0.0,0.00048,7.3e-05,0.999161,0.000285,0.0019,0.99807,3.1e-05
WP_000737654.1,0.001,0.0014,0.0,0.9976,0.0,0.0,0.000794,5.9e-05,0.999024,0.000124,0.000863,0.999119,1.8e-05
WP_000737686.1,0.0317,0.3354,0.0001,0.6328,0.0,0.0,0.000578,5.5e-05,0.999143,0.000223,0.006152,0.99356,0.000288
WP_000737705.1,0.0011,0.9989,0.0,0.0,0.0,0.0,0.996663,0.001506,0.001376,0.000455,0.008158,0.991423,0.000419
WP_000739210.1,0.1039,0.8955,0.0,0.0006,0.0,0.0,0.985507,0.002819,0.010267,0.001407,0.036352,0.944849,0.018799
WP_000739531.1,0.0004,0.9988,0.0001,0.0008,0.0,0.0,0.832667,0.00689,0.148582,0.011861,0.00929,0.985911,0.004799
WP_000739564.1,0.0032,0.9956,0.0001,0.0011,0.0,0.0,0.959873,0.002874,0.006357,0.030896,0.253239,0.708533,0.038229
WP_000744096.1,0.3188,0.6771,0.0006,0.0035,0.0,0.0,0.985782,0.00152,0.001861,0.010837,0.030434,0.967253,0.002313
WP_000745891.1,0.8905,0.105,0.0001,0.0044,0.0,0.0,0.899149,0.06812,0.003061,0.02967,0.995546,0.003153,0.001301
WP_000746599.1,0.0012,0.996,0.0002,0.0026,0.0,0.0,0.960599,0.000634,0.032425,0.006342,0.001677,0.998229,9.4e-05
WP_000746679.1,0.016,0.3654,0.0001,0.6186,0.0,0.0,0.000497,6.9e-05,0.999225,0.000208,0.00111,0.998739,0.000151
WP_000749795.1,0.0,0.0003,0.0,0.9997,0.0,0.0,0.427618,0.00166,0.373685,0.197037,0.010784,0.988821,0.000395
WP_000751215.1,0.001,0.999,0.0,0.0,0.0,0.0,0.996832,0.001347,0.001378,0.000442,0.007185,0.992782,3.3e-05
WP_000751263.1,0.0102,0.9889,0.0,0.0009,0.0,0.0,0.994875,0.002931,0.001546,0.000648,0.005486,0.99444,7.4e-05
WP_000751704.1,0.0078,0.0816,0.0005,0.9101,0.0,0.0,0.000755,6.8e-05,0.998936,0.000241,0.002249,0.997645,0.000106
WP_000752005.1,0.0876,0.912,0.0001,0.0003,0.0,0.0,0.986312,0.003284,0.008779,0.001626,0.003603,0.996358,3.9e-05
WP_000753319.1,0.0676,0.932,0.0,0.0003,0.0,0.0,0.9973,0.00065,0.001121,0.000929,0.002372,0.997088,0.00054
WP_000754443.1,0.0027,0.0206,0.0,0.9767,0.0,0.0,0.000351,5.6e-05,0.999451,0.000143,0.002256,0.997727,1.7e-05
WP_000755991.1,0.5056,0.3636,0.0004,0.1303,0.0,0.0,0.995633,0.000316,0.002572,0.001478,0.000702,0.999295,3e-06
WP_000757397.1,0.04,0.7552,0.0001,0.2047,0.0,0.0,0.001081,8e-05,0.998546,0.000293,0.00693,0.992687,0.000383
WP_000759232.1,0.0324,0.0879,0.0005,0.8793,0.0,0.0,0.000881,0.0001,0.998765,0.000255,0.059721,0.93864,0.001639
WP_000759366.1,0.0019,0.0597,0.0001,0.9384,0.0,0.0,0.681174,0.002378,0.090972,0.225476,0.303337,0.693443,0.00322
WP_000765183.1,0.0,0.0103,0.0001,0.9896,0.0,0.0,0.660095,0.008896,0.069608,0.261401,0.80684,0.190181,0.002979
WP_000765708.1,0.0,0.0683,0.0001,0.9316,0.0,0.0,0.158429,0.000547,0.060819,0.780205,0.103701,0.896283,1.6e-05
WP_000769160.1,0.0039,0.9959,0.0,0.0002,0.0,0.0,0.988485,0.007632,0.00239,0.001493,0.058747,0.877501,0.063752
WP_000769415.1,0.0027,0.1486,0.0003,0.8484,0.0,0.0,0.459943,0.007007,0.115123,0.417927,0.635448,0.362539,0.002012
WP_000769694.1,0.0157,0.9833,0.0,0.001,0.0,0.0,0.963873,0.003133,0.03104,0.001954,0.000642,0.998482,0.000876
WP_000769705.1,0.0209,0.9755,0.0,0.0035,0.0,0.0,0.992495,0.005388,0.001824,0.000293,0.000162,0.999738,0.0001
WP_000769722.1,0.1114,0.2416,0.0007,0.6464,0.0,0.0,0.000422,4.3e-05,0.999392,0.000143,0.003687,0.995883,0.00043
WP_000769820.1,0.0864,0.9118,0.0,0.0018,0.0,0.0,0.988663,0.002021,0.005649,0.003666,0.026195,0.965354,0.008451
WP_000773989.1,0.0002,0.03,0.0007,0.969,0.0,0.0,0.143631,0.00063,0.078405,0.777333,0.099453,0.891634,0.008913
WP_000778500.1,0.0163,0.9777,0.0,0.006,0.0,0.0,0.974409,0.006398,0.013046,0.006146,0.03286,0.945584,0.021557
WP_000781349.1,0.0316,0.9665,0.0,0.0019,0.0,0.0,0.990668,0.005669,0.001911,0.001752,0.035597,0.672384,0.29202
WP_000782121.1,0.024,0.2595,0.0001,0.7164,0.0,0.0,0.01518,0.000182,0.984206,0.000432,0.053479,0.937941,0.008581
WP_000782463.1,0.0001,0.9998,0.0,0.0001,0.0,0.0,0.995468,0.000385,0.003085,0.001062,0.007512,0.991989,0.000499
WP_000782622.1,0.0022,0.9962,0.0001,0.0015,0.0,0.0,0.939703,0.004358,0.044748,0.011191,0.005943,0.987581,0.006476
WP_000782736.1,0.0098,0.1854,0.0,0.8048,0.0,0.0,0.000275,4.1e-05,0.999559,0.000125,0.000898,0.999045,5.7e-05
WP_000783428.1,0.0001,0.9997,0.0,0.0001,0.0,0.0,0.969612,0.001064,0.028416,0.000908,0.002248,0.997268,0.000484
WP_000784885.1,0.0,0.0353,0.0002,0.9644,0.0,0.0,0.156795,0.001951,0.113213,0.72804,0.366866,0.633121,1.3e-05
WP_000787777.1,0.0003,0.0508,0.0,0.9488,0.0,0.0,0.001736,0.000115,0.997913,0.000236,0.003476,0.996404,0.00012
WP_000789522.1,0.0,0.1041,0.0002,0.8956,0.0,0.0,0.012898,0.000115,0.026918,0.96007,0.404271,0.595614,0.000115
WP_000789821.1,0.215,0.2396,0.0001,0.5454,0.0,0.0,0.998468,0.000645,0.000521,0.000367,0.007476,0.992456,6.8e-05
WP_000791411.1,0.0003,0.9995,0.0,0.0002,0.0,0.0,0.783078,0.00094,0.215388,0.000594,0.015417,0.984068,0.000515
WP_000791581.1,0.1731,0.8265,0.0,0.0004,0.0,0.0,0.992009,0.003402,0.003964,0.000626,0.02141,0.89456,0.08403
WP_000791702.1,0.0978,0.89,0.0054,0.0068,0.0,0.0,0.97631,0.003895,0.008577,0.011218,0.006251,0.992935,0.000814
WP_000792559.1,0.0412,0.9577,0.0,0.001,0.0,0.0,0.989464,0.00375,0.005096,0.001691,0.111633,0.882342,0.006025
WP_000793067.1,0.001,0.0917,0.0002,0.9071,0.0,0.0,0.997708,0.000514,0.001243,0.000535,0.000337,0.999661,2e-06
WP_000794614.1,0.974,0.026,0.0,0.0,0.0,0.0,0.882163,0.008947,0.090988,0.017902,0.76562,0.23039,0.00399
WP_000808817.1,0.0001,0.0033,0.0004,0.9962,0.0,0.0,0.112464,0.005356,0.103092,0.779089,0.16179,0.83497,0.00324
WP_000818278.1,0.0001,0.0704,0.4608,0.4687,0.0,0.0,0.583697,0.035658,0.011556,0.369089,0.731618,0.263384,0.004998
WP_000819684.1,0.002,0.0971,0.0003,0.9007,0.0,0.0,0.49937,0.004282,0.241175,0.255173,0.17955,0.812049,0.008402
WP_000819843.1,0.0056,0.1391,0.0007,0.8546,0.0,0.0,0.000417,8.4e-05,0.999126,0.000373,0.000918,0.999074,8e-06
WP_000821658.1,0.0012,0.9938,0.0006,0.0044,0.0,0.0,0.975241,0.00072,0.010489,0.013549,0.004187,0.995719,9.5e-05
WP_000822161.1,0.0023,0.2406,0.0,0.7571,0.0,0.0,0.000302,5e-05,0.999447,0.0002,0.000384,0.999591,2.5e-05
WP_000824482.1,0.004,0.9947,0.0,0.0012,0.0,0.0,0.991829,0.001302,0.002335,0.004535,0.029868,0.967322,0.00281
WP_000825530.1,0.0041,0.1088,0.0,0.8871,0.0,0.0,0.000461,6.8e-05,0.999288,0.000183,0.000371,0.999594,3.5e-05
WP_000825921.1,0.0081,0.0187,0.0001,0.9731,0.0,0.0,0.000377,3.2e-05,0.999477,0.000114,0.000768,0.999215,1.7e-05
WP_000826669.1,0.0042,0.3278,0.0034,0.6646,0.0,0.0,0.000636,0.000175,0.998548,0.000642,0.013627,0.984621,0.001752
WP_000827010.1,0.0361,0.1888,0.0002,0.775,0.0,0.0,0.000384,5e-05,0.999423,0.000143,0.004418,0.995578,5e-06
WP_000827746.1,0.0003,0.9997,0.0,0.0,0.0,0.0,0.994703,0.001864,0.002483,0.000949,0.002704,0.99709,0.000206
WP_000831610.1,0.0005,0.2017,0.0001,0.7977,0.0,0.0,0.317444,0.000917,0.087709,0.59393,0.125102,0.868327,0.006571
WP_000831700.1,0.0185,0.0892,0.0004,0.892,0.0,0.0,0.000545,9.8e-05,0.999003,0.000354,0.001517,0.998473,1e-05
WP_000835971.1,0.0033,0.2557,0.0006,0.7404,0.0,0.0,0.00094,4.2e-05,0.998875,0.000142,0.009051,0.989279,0.00167
WP_000837116.1,0.0039,0.1514,0.0038,0.841,0.0,0.0,0.00128,0.000126,0.998134,0.000461,0.002536,0.997452,1.3e-05
WP_000838205.1,0.0,0.0,0.0,1.0,0.0,0.0,0.578981,0.088154,0.051874,0.280991,0.995047,0.003527,0.001426
WP_000841351.1,0.0038,0.2896,0.0005,0.7061,0.0,0.0,0.576138,0.002296,0.041752,0.379814,0.329404,0.647921,0.022674
WP_000841404.1,0.9909,0.009,0.0,0.0,0.0,0.0,0.879583,0.010762,0.095299,0.014356,0.767187,0.230234,0.00258
WP_000842040.1,0.0113,0.986,0.0012,0.0015,0.0,0.0,0.983985,0.0051,0.010084,0.000831,0.139183,0.85884,0.001977
WP_000842277.1,0.0,0.0007,0.0002,0.9991,0.0,0.0,0.879749,0.014507,0.003793,0.101951,0.845912,0.15031,0.003778
WP_000844410.1,0.0002,0.0945,0.0015,0.9039,0.0,0.0,0.662061,0.013678,0.005164,0.319097,0.482812,0.514734,0.002453
WP_000849163.1,0.0004,0.2728,0.0,0.7268,0.0,0.0,0.522928,0.00227,0.023409,0.451393,0.312336,0.686273,0.001391
WP_000857488.1,0.0001,0.9997,0.0,0.0002,0.0,0.0,0.997425,0.00165,0.000505,0.00042,0.004635,0.99435,0.001015
WP_000871744.1,0.0,0.0007,0.0046,0.9947,0.0,0.0,0.007142,0.00127,0.955717,0.035871,0.129174,0.762687,0.108139
WP_000877369.1,0.0011,0.9904,0.0001,0.0083,0.0,0.0,0.98432,0.001189,0.006514,0.007977,0.004458,0.995448,9.4e-05
WP_000894032.1,0.0005,0.0005,0.0001,0.9989,0.0,0.0,0.846006,0.002594,0.02281,0.12859,0.064607,0.933915,0.001478
WP_000911041.1,0.0005,0.0221,0.0009,0.9765,0.0,0.0,0.795076,0.001816,0.137729,0.06538,0.41478,0.527203,0.058017
WP_000913243.1,0.0138,0.804,0.0007,0.1814,0.0,0.0,0.00038,4.1e-05,0.999394,0.000185,0.002003,0.997899,9.8e-05
WP_000915997.1,0.0,0.0,0.0,1.0,0.0,0.0,0.503773,0.001618,0.03493,0.459679,0.892246,0.106201,0.001553
WP_000916704.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.979986,0.016056,0.000819,0.003139,0.037024,0.936473,0.026503
WP_000916728.1,0.0044,0.3833,0.3742,0.2381,0.0,0.0,0.022591,0.00063,0.013038,0.963742,0.47463,0.002707,0.522663
WP_000920042.1,0.0485,0.8036,0.0002,0.1477,0.0,0.0,0.975738,0.001917,0.020477,0.001868,0.001757,0.998028,0.000215
WP_000928938.1,0.0075,0.0379,0.0002,0.9543,0.0,0.0,0.096622,0.001722,0.323276,0.57838,0.191538,0.80253,0.005932
WP_000934467.1,0.8915,0.1079,0.0,0.0006,0.0,0.0,0.812615,0.093189,0.002787,0.091408,0.966334,0.001879,0.031786
