accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_tat,signalp_prob_lipo,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000185325.1,0.0089,0.9863,0.0016,0.0032,0.0,0.0,0.828547,0.163998,0.002972,0.004483,0.091114,0.892185,0.0167
WP_000186232.1,0.0046,0.533,0.0246,0.4378,0.0,0.0,0.001248,0.996638,0.000525,0.001589,0.98684,0.008157,0.005002
WP_000197102.1,0.0542,0.1529,0.0003,0.7926,0.0,0.0,0.000807,0.00011,0.998661,0.000422,0.000581,0.999392,2.7e-05
WP_000205307.1,0.0,0.0103,0.0,0.9897,0.0,0.0,0.054124,0.000861,0.059842,0.885173,0.122198,0.862556,0.015246
WP_000208406.1,0.0,0.0044,0.0001,0.9954,0.0,0.0,0.002489,0.000338,0.505823,0.49135,0.999993,4e-06,3e-06
WP_000208578.1,0.0025,0.2056,0.0003,0.7917,0.0,0.0,0.46193,0.001668,0.089464,0.446938,0.782284,0.205521,0.012196
WP_000216721.1,0.0016,0.3359,0.0008,0.6617,0.0,0.0,0.768195,0.009724,0.045175,0.176906,0.393818,0.605513,0.000669
WP_000220903.1,0.0,0.0094,0.0,0.9906,0.0,0.0,0.147531,0.016159,0.057001,0.779309,0.290804,0.667562,0.041634
WP_000221415.1,0.0052,0.9948,0.0,0.0,0.0,0.0,0.650676,0.006912,0.145346,0.197067,0.591288,0.39878,0.009932
WP_000222263.1,0.006,0.994,0.0,0.0001,0.0,0.0,0.651499,0.008067,0.067872,0.272562,0.557292,0.42787,0.014838
WP_000239545.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.979556,0.004869,0.006074,0.009501,0.037347,0.951945,0.010709
WP_000239610.1,0.0017,0.9976,0.0,0.0007,0.0,0.0,0.959976,0.010867,0.020042,0.009115,0.043837,0.954277,0.001886
WP_000246909.1,0.0,0.0049,0.0,0.9951,0.0,0.0,0.059004,0.001484,0.029154,0.910359,0.243109,0.753541,0.00335
WP_000265041.1,0.0025,0.4131,0.0079,0.5765,0.0,0.0,0.381242,0.000672,0.513189,0.104897,0.001323,0.998654,2.3e-05
WP_000265252.1,0.0013,0.2727,0.0015,0.7245,0.0,0.0,0.545631,0.002507,0.188643,0.263218,0.022707,0.977106,0.000187
WP_000267034.1,0.0001,0.5348,0.0005,0.4646,0.0,0.0,0.384612,0.007845,0.041173,0.56637,0.282483,0.657076,0.06044
WP_000274034.1,0.0001,0.0101,0.0001,0.9897,0.0,0.0,0.021017,0.001197,0.780378,0.197408,0.583233,0.408189,0.008578
WP_000339146.1,0.0009,0.0777,0.0026,0.9188,0.0,0.0,0.387011,0.003022,0.037432,0.572534,0.039075,0.960113,0.000812
WP_000351243.1,0.0,0.0551,0.0001,0.9449,0.0,0.0,0.040738,0.000732,0.121133,0.837397,0.32788,0.67207,5e-05
WP_000379099.1,0.0,0.0007,0.0002,0.9991,0.0,0.0,0.523054,0.035885,0.016515,0.424546,0.983002,0.016339,0.000659
WP_000428173.1,0.0701,0.0449,0.031,0.854,0.0,0.0,0.460792,0.046762,0.077047,0.415399,0.403568,0.569434,0.026998
WP_000432266.1,0.0,0.0002,0.0,0.9998,0.0,0.0,0.614288,0.029513,0.005147,0.351052,0.958161,0.038071,0.003768
WP_000439998.1,0.001,0.355,0.0003,0.6436,0.0,0.0,0.283783,0.003163,0.243599,0.469455,0.123839,0.874416,0.001744
WP_000455861.1,0.0001,0.9994,0.0,0.0005,0.0,0.0,0.832771,0.003345,0.12139,0.042494,0.005652,0.994255,9.3e-05
WP_000456135.1,0.011,0.2536,0.0002,0.7353,0.0,0.0,0.000787,5e-05,0.998987,0.000176,0.006875,0.993046,7.9e-05
WP_000466746.1,0.0,0.0295,0.0003,0.9702,0.0,0.0,0.107754,0.003422,0.144915,0.743909,0.059731,0.895612,0.044657
WP_000467123.1,0.0,0.0,0.0,1.0,0.0,0.0,0.833133,0.017571,0.045928,0.103367,0.956535,0.042457,0.001008
WP_000472256.1,0.0001,0.0224,0.0006,0.9769,0.0,0.0,0.25928,0.002582,0.008511,0.729628,0.451962,0.54502,0.003019
WP_000473587.1,0.0003,0.9994,0.0,0.0003,0.0,0.0,0.985941,0.008504,0.003104,0.002452,0.018425,0.939839,0.041736
WP_000475323.1,0.0008,0.9991,0.0,0.0001,0.0,0.0,0.819885,0.029227,0.013965,0.136923,0.785822,0.146787,0.067391
WP_000482651.1,0.0,0.092,0.0005,0.9075,0.0,0.0,0.052932,0.004839,0.691302,0.250927,0.099842,0.395425,0.504733
WP_000499652.1,0.0022,0.9883,0.0,0.0095,0.0,0.0,0.962592,0.004916,0.023962,0.008529,0.386535,0.599502,0.013963
WP_000516800.1,0.001,0.139,0.0,0.86,0.0,0.0,0.337021,0.00133,0.351467,0.310182,0.897379,0.091946,0.010675
WP_000527389.1,0.0062,0.292,0.0005,0.7014,0.0,0.0,0.000513,5.7e-05,0.999217,0.000212,0.018806,0.981074,0.000121
WP_000549218.1,0.0048,0.1104,0.0002,0.8846,0.0,0.0,0.001294,7.1e-05,0.998443,0.000192,0.016255,0.983686,5.9e-05
WP_000556760.1,0.0,0.0037,0.0,0.9963,0.0,0.0,0.07348,0.00059,0.060001,0.865929,0.49072,0.508869,0.000411
WP_000581882.1,0.0008,0.1947,0.0,0.8045,0.0,0.0,0.389869,0.001103,0.308504,0.300523,0.242676,0.755352,0.001971
WP_000582320.1,0.0,0.0005,0.0001,0.9994,0.0,0.0,0.647135,0.007514,0.16086,0.184491,0.281161,0.717992,0.000847
WP_000592299.1,0.0,0.0,0.0,1.0,0.0,0.0,0.802545,0.004497,0.022605,0.170353,0.247429,0.742542,0.010029
WP_000594513.1,0.0005,0.9991,0.0001,0.0003,0.0,0.0,0.937213,0.014534,0.003492,0.044761,0.047007,0.936897,0.016096
WP_000595021.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.984153,0.005905,0.002279,0.007663,0.077612,0.843481,0.078907
WP_000595263.1,0.0,0.0466,0.0109,0.9424,0.0,0.0,0.154053,0.003063,0.023013,0.819871,0.181348,0.818286,0.000366
WP_000595265.1,0.0,0.051,0.0129,0.9361,0.0,0.0,0.145512,0.002227,0.019447,0.832814,0.116164,0.883607,0.000229
WP_000604726.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.233641,0.00173,0.188753,0.575876,0.356924,0.642771,0.000305
WP_000610281.1,0.8928,0.1059,0.0001,0.0012,0.0,0.0,0.83357,0.075298,0.002832,0.0883,0.998237,0.001018,0.000745
WP_000611512.1,0.0008,0.0282,0.0009,0.9701,0.0,0.0,0.89249,0.003745,0.00839,0.095374,0.059394,0.939149,0.001457
WP_000625891.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.012847,0.002662,0.974681,0.00981,0.84642,0.152364,0.001216
WP_000645778.1,0.7411,0.1768,0.0005,0.0816,0.0,0.0,0.991542,0.001186,0.003366,0.003906,0.014219,0.985628,0.000154
WP_000648118.1,0.0351,0.1684,0.0204,0.7761,0.0,0.0,0.285764,0.011934,0.562317,0.139985,0.127275,0.822757,0.049968
WP_000649319.1,0.0003,0.2027,0.0003,0.7967,0.0,0.0,0.296814,0.001221,0.062439,0.639525,0.369562,0.622072,0.008367
WP_000649909.1,0.0,0.0001,0.0,0.9999,0.0,0.0,0.995819,0.001914,0.001537,0.00073,0.004262,0.995364,0.000374
WP_000668337.1,0.0661,0.0437,0.0,0.8902,0.0,0.0,0.000447,6.5e-05,0.999242,0.000245,0.030134,0.968063,0.001803
WP_000668628.1,0.0005,0.1377,0.0001,0.8617,0.0,0.0,0.339791,0.000778,0.035663,0.623768,0.008343,0.99147,0.000187
WP_000669040.1,0.0617,0.4317,0.0027,0.5039,0.0,0.0,0.000404,4.7e-05,0.999409,0.00014,0.006117,0.99378,0.000103
WP_000669339.1,0.0131,0.9693,0.0,0.0176,0.0,0.0,0.935705,0.000357,0.061935,0.002003,0.002746,0.997189,6.5e-05
WP_000669519.1,0.1069,0.8923,0.0001,0.0007,0.0,0.0,0.963769,0.000991,0.026884,0.008357,0.016382,0.983029,0.000589
WP_000669540.1,0.01,0.99,0.0,0.0001,0.0,0.0,0.924778,0.001598,0.064164,0.00946,0.005099,0.993078,0.001823
WP_000669700.1,0.0065,0.1378,0.0,0.8557,0.0,0.0,0.001756,6.5e-05,0.998012,0.000168,0.003591,0.985467,0.010943
WP_000676526.1,0.0129,0.9869,0.0001,0.0001,0.0,0.0,0.976287,0.020012,0.002979,0.000722,0.019009,0.950285,0.030706
WP_000681975.1,0.0001,0.0188,0.0,0.9811,0.0,0.0,0.080418,0.001203,0.058737,0.859642,0.433299,0.566592,0.000109
WP_000682089.1,0.0,0.0007,0.0,0.9992,0.0,0.0,0.173747,0.001081,0.111387,0.713784,0.158098,0.841805,9.7e-05
WP_000683612.1,0.0,0.0018,0.0,0.9982,0.0,0.0,0.870337,0.00263,0.028358,0.098675,0.666017,0.324977,0.009006
WP_000686182.1,0.0008,0.0229,0.1566,0.8197,0.0,0.0,0.625032,0.005511,0.103772,0.265685,0.145845,0.704541,0.149614
WP_000702263.1,0.0071,0.9928,0.0,0.0001,0.0,0.0,0.966405,0.009268,0.009014,0.015313,0.005917,0.987633,0.00645
WP_000703299.1,0.0229,0.2769,0.0004,0.6999,0.0,0.0,0.000859,0.000135,0.998306,0.0007,0.020389,0.979213,0.000399
WP_000703668.1,0.0014,0.3595,0.0041,0.635,0.0,0.0,0.268351,0.000962,0.130806,0.599882,0.373845,0.62474,0.001416
WP_000710579.1,0.0,1.0,0.0,0.0,0.0,0.0,0.996301,0.0009,0.001763,0.001036,0.00101,0.998944,4.5e-05
WP_000713598.1,0.0005,0.0532,0.0001,0.9463,0.0,0.0,0.00175,9.3e-05,0.997964,0.000193,0.002564,0.997377,5.9e-05
WP_000717389.1,0.0042,0.9958,0.0,0.0,0.0,0.0,0.998381,0.000739,0.000657,0.000222,0.001717,0.998222,6.1e-05
WP_000719329.1,0.0013,0.1263,0.0005,0.8719,0.0,0.0,0.71702,0.001863,0.032482,0.248635,0.520335,0.445054,0.034611
WP_000720826.1,0.0264,0.2965,0.0005,0.6766,0.0,0.0,0.000616,5.7e-05,0.999159,0.000168,0.000954,0.998963,8.3e-05
WP_000721556.1,0.0007,0.0135,0.0,0.9857,0.0,0.0,0.001287,0.000185,0.998211,0.000316,0.002499,0.996017,0.001485
WP_000724888.1,0.008,0.0695,0.0001,0.9224,0.0,0.0,0.000634,5.1e-05,0.999117,0.000198,0.036038,0.963873,8.9e-05
WP_000725215.1,0.0057,0.9943,0.0,0.0,0.0,0.0,0.998413,0.000718,0.000565,0.000304,0.001206,0.99879,4e-06
WP_000725617.1,0.0408,0.9574,0.0001,0.0018,0.0,0.0,0.987523,0.004305,0.002918,0.005255,0.025903,0.969196,0.004901
WP_000725802.1,0.0,0.0014,0.0,0.9986,0.0,0.0,0.000365,6.6e-05,0.999252,0.000316,0.072056,0.92777,0.000174
WP_000726502.1,0.0002,0.9998,0.0,0.0,0.0,0.0,0.995707,0.001301,0.000947,0.002045,0.00495,0.994994,5.6e-05
WP_000727649.1,0.0015,0.9976,0.0,0.0008,0.0,0.0,0.985782,0.002222,0.010792,0.001203,0.004044,0.988907,0.007049
WP_000727720.1,0.6075,0.3923,0.0001,0.0001,0.0,0.0,0.993774,0.000914,0.003046,0.002265,0.034757,0.953337,0.011905
WP_000727756.1,0.0731,0.0697,0.0007,0.8565,0.0,0.0,0.00062,6.8e-05,0.999149,0.000162,0.00917,0.990751,7.9e-05
WP_000728750.1,0.9029,0.0564,0.0001,0.0406,0.0,0.0,0.986537,0.008981,0.003804,0.000678,0.426637,0.557534,0.015829
WP_000728965.1,0.0188,0.0708,0.0032,0.9072,0.0,0.0,0.475242,0.000917,0.051651,0.472191,0.928559,0.068423,0.003018
WP_000731415.1,0.0009,0.239,0.0,0.7601,0.0,0.0,0.859245,0.002297,0.026182,0.112276,0.052409,0.947076,0.000515
WP_000731644.1,0.057,0.9429,0.0,0.0,0.0,0.0,0.982953,0.004467,0.002627,0.009953,0.007266,0.992507,0.000227
WP_000731976.1,0.0016,0.3363,0.0004,0.6618,0.0,0.0,0.326768,0.005841,0.087705,0.579686,0.000677,0.995428,0.003894
WP_000732087.1,0.0073,0.201,0.0,0.7917,0.0,0.0,0.000919,3.9e-05,0.998908,0.000134,0.001471,0.998463,6.6e-05
WP_000732334.1,0.0075,0.0245,0.0,0.9679,0.0,0.0,0.000536,6.5e-05,0.999264,0.000136,0.000586,0.999371,4.3e-05
WP_000733289.1,0.006,0.6867,0.0001,0.3072,0.0,0.0,0.033377,0.000123,0.966263,0.000237,0.000608,0.999359,3.3e-05
WP_000733446.1,0.0506,0.0344,0.0,0.915,0.0,0.0,0.000368,4.7e-05,0.999359,0.000227,0.032337,0.967636,2.7e-05
WP_000734796.1,0.0017,0.6033,0.0,0.3949,0.0,0.0,0.900776,0.002037,0.077588,0.019599,0.40737,0.592598,3.2e-05
WP_000735038.1,0.0031,0.0016,0.0,0.9953,0.0,0.0,0.000562,8e-05,0.999083,0.000275,0.00068,0.999305,1.5e-05
WP_000735554.1,0.004,0.9957,0.0,0.0003,0.0,0.0,0.997201,0.00056,0.001945,0.000294,0.000792,0.998226,0.000981
WP_000736791.1,0.0009,0.9991,0.0,0.0001,0.0,0.0,0.998013,0.001202,0.000529,0.000255,0.002298,0.997685,1.8e-05
WP_000737203.1,0.0536,0.0841,0.0003,0.862,0.0,0.0,0.00048,7.3e-05,0.999161,0.000285,0.002067,0.997903,3e-05
WP_000737654.1,0.001,0.0014,0.0,0.9976,0.0,0.0,0.000794,5.9e-05,0.999024,0.000124,0.000863,0.999119,1.8e-05
WP_000737686.1,0.0317,0.3354,0.0001,0.6328,0.0,0.0,0.000578,5.5e-05,0.999143,0.000223,0.006152,0.99356,0.000288
WP_000737705.1,0.0011,0.9989,0.0,0.0,0.0,0.0,0.996663,0.001506,0.001376,0.000455,0.008158,0.991423,0.000419
WP_000739214.1,0.0634,0.9362,0.0,0.0004,0.0,0.0,0.977299,0.003836,0.017466,0.0014,0.056331,0.911993,0.031676
WP_000739536.1,0.0004,0.9987,0.0001,0.0008,0.0,0.0,0.828319,0.007072,0.151947,0.012663,0.009828,0.984088,0.006085
WP_000739583.1,0.0007,0.9991,0.0,0.0002,0.0,0.0,0.962535,0.001909,0.012349,0.023208,0.141096,0.831033,0.027872
WP_000744105.1,0.3085,0.6893,0.0003,0.0018,0.0,0.0,0.987125,0.001444,0.001792,0.009639,0.027651,0.970348,0.002001
WP_000746686.1,0.0119,0.4723,0.0001,0.5157,0.0,0.0,0.000491,7.4e-05,0.999201,0.000234,0.002059,0.997696,0.000245
WP_000747793.1,0.001,0.3142,0.0001,0.6847,0.0,0.0,0.366045,0.001289,0.05524,0.577426,0.467046,0.531061,0.001893
WP_000749392.1,0.0794,0.9201,0.0,0.0004,0.0,0.0,0.997259,0.000708,0.00112,0.000913,0.002269,0.997048,0.000682
WP_000749796.1,0.0,0.0003,0.0,0.9997,0.0,0.0,0.427618,0.00166,0.373685,0.197037,0.010784,0.988821,0.000395
WP_000751216.1,0.001,0.999,0.0,0.0,0.0,0.0,0.996947,0.001285,0.001351,0.000417,0.009969,0.98996,7.1e-05
WP_000751275.1,0.0131,0.9863,0.0,0.0006,0.0,0.0,0.992501,0.003052,0.003569,0.000877,0.002396,0.997575,2.9e-05
WP_000751714.1,0.0093,0.0567,0.0004,0.9336,0.0,0.0,0.000531,8.4e-05,0.999154,0.00023,0.001808,0.998123,6.8e-05
WP_000752003.1,0.0867,0.9127,0.0001,0.0005,0.0,0.0,0.986312,0.003284,0.008779,0.001626,0.003537,0.996421,4.3e-05
WP_000754450.1,0.0037,0.019,0.0,0.9773,0.0,0.0,0.000345,5.6e-05,0.999456,0.000143,0.00213,0.997851,1.8e-05
WP_000755718.1,0.1298,0.4226,0.006,0.4416,0.0,0.0,0.000453,6.7e-05,0.999247,0.000233,0.003381,0.996611,8e-06
WP_000755990.1,0.5668,0.3518,0.0004,0.0811,0.0,0.0,0.995633,0.000316,0.002572,0.001478,0.000556,0.999442,2e-06
WP_000759225.1,0.0317,0.0887,0.0004,0.8791,0.0,0.0,0.000882,0.0001,0.998762,0.000256,0.059435,0.938944,0.001621
WP_000759359.1,0.0018,0.0546,0.0001,0.9436,0.0,0.0,0.670618,0.002414,0.091978,0.23499,0.302425,0.694214,0.00336
WP_000765183.1,0.0,0.0103,0.0001,0.9896,0.0,0.0,0.660095,0.008896,0.069608,0.261401,0.80684,0.190181,0.002979
WP_000769142.1,0.0024,0.9975,0.0,0.0001,0.0,0.0,0.98951,0.004767,0.003717,0.002006,0.056312,0.89035,0.053338
WP_000769416.1,0.0028,0.1414,0.0003,0.8554,0.0,0.0,0.459943,0.007007,0.115123,0.417927,0.635448,0.362539,0.002012
WP_000769690.1,0.0233,0.9754,0.0,0.0013,0.0,0.0,0.980708,0.002606,0.015264,0.001421,0.000794,0.997942,0.001264
WP_000769722.1,0.1114,0.2416,0.0007,0.6464,0.0,0.0,0.000422,4.3e-05,0.999392,0.000143,0.003687,0.995883,0.00043
WP_000769805.1,0.0362,0.9605,0.0001,0.0033,0.0,0.0,0.995362,0.001864,0.002189,0.000585,0.016288,0.973736,0.009975
WP_000769842.1,0.072,0.9261,0.0001,0.0018,0.0,0.0,0.989736,0.002281,0.004275,0.003708,0.024868,0.965257,0.009875
WP_000773986.1,0.0002,0.035,0.0007,0.9641,0.0,0.0,0.135403,0.000568,0.083792,0.780237,0.179853,0.805319,0.014829
WP_000778480.1,0.0194,0.9787,0.0,0.0019,0.0,0.0,0.955003,0.005765,0.010509,0.028723,0.052524,0.883398,0.064078
WP_000778485.1,0.0113,0.9853,0.0,0.0033,0.0,0.0,0.985349,0.002307,0.009298,0.003046,0.01347,0.981943,0.004588
WP_000782129.1,0.023,0.2669,0.0001,0.71,0.0,0.0,0.01518,0.000182,0.984206,0.000432,0.053515,0.937725,0.00876
WP_000782474.1,0.0001,0.9998,0.0,0.0,0.0,0.0,0.996137,0.00036,0.002425,0.001078,0.009816,0.98937,0.000815
WP_000782743.1,0.0086,0.1532,0.0,0.8382,0.0,0.0,0.000303,4.3e-05,0.999519,0.000135,0.000876,0.999061,6.3e-05
WP_000782831.1,0.0053,0.9931,0.0,0.0015,0.0,0.0,0.963931,0.002553,0.02702,0.006496,0.005631,0.985067,0.009302
WP_000783432.1,0.0001,0.9998,0.0,0.0001,0.0,0.0,0.993622,0.001097,0.004328,0.000953,0.004517,0.99443,0.001053
WP_000784261.1,0.0131,0.9858,0.0,0.0011,0.0,0.0,0.989993,0.004225,0.004339,0.001443,0.03166,0.861556,0.106784
WP_000784618.1,0.0423,0.9556,0.0001,0.0021,0.0,0.0,0.945351,0.019441,0.033337,0.001871,0.02347,0.964629,0.011902
WP_000784620.1,0.0767,0.9223,0.0001,0.0009,0.0,0.0,0.980495,0.008864,0.009459,0.001183,0.020009,0.941653,0.038338
WP_000789526.1,0.0,0.0977,0.0002,0.9021,0.0,0.0,0.015929,0.000113,0.047828,0.936131,0.357006,0.642634,0.00036
WP_000789816.1,0.1997,0.2133,0.0001,0.587,0.0,0.0,0.998468,0.000645,0.000521,0.000367,0.008377,0.991543,8e-05
WP_000791414.1,0.0003,0.9994,0.0,0.0003,0.0,0.0,0.774671,0.000979,0.223737,0.000613,0.016502,0.98297,0.000528
WP_000791576.1,0.2074,0.7921,0.0,0.0004,0.0,0.0,0.99311,0.002818,0.003571,0.000501,0.010604,0.95024,0.039156
WP_000791724.1,0.0567,0.9267,0.0116,0.0051,0.0,0.0,0.971645,0.0062,0.009991,0.012165,0.007792,0.990303,0.001905
WP_000792582.1,0.0139,0.9854,0.0,0.0007,0.0,0.0,0.98921,0.00371,0.005422,0.001657,0.11262,0.881128,0.006252
WP_000793052.1,0.001,0.084,0.0002,0.9148,0.0,0.0,0.998666,0.000407,0.000617,0.000311,0.000328,0.99967,2e-06
WP_000794625.1,0.9723,0.0277,0.0,0.0,0.0,0.0,0.877277,0.008451,0.097266,0.017007,0.746587,0.247373,0.00604
WP_000808817.1,0.0001,0.0033,0.0004,0.9962,0.0,0.0,0.112464,0.005356,0.103092,0.779089,0.16179,0.83497,0.00324
WP_000818278.1,0.0001,0.0704,0.4608,0.4687,0.0,0.0,0.583697,0.035658,0.011556,0.369089,0.731618,0.263384,0.004998
WP_000819682.1,0.0016,0.0939,0.0003,0.9043,0.0,0.0,0.49937,0.004282,0.241175,0.255173,0.17955,0.812049,0.008402
WP_000819843.1,0.0056,0.1391,0.0007,0.8546,0.0,0.0,0.000417,8.4e-05,0.999126,0.000373,0.000918,0.999074,8e-06
WP_000822170.1,0.0045,0.158,0.0001,0.8375,0.0,0.0,0.000314,4.9e-05,0.999433,0.000204,0.000242,0.999732,2.6e-05
WP_000824463.1,0.0039,0.9951,0.0,0.001,0.0,0.0,0.990508,0.001917,0.002416,0.005159,0.019671,0.978088,0.002241
WP_000825526.1,0.004,0.1182,0.0,0.8778,0.0,0.0,0.000461,6.8e-05,0.999288,0.000183,0.000371,0.999595,3.5e-05
WP_000825929.1,0.0086,0.0155,0.0001,0.9758,0.0,0.0,0.000389,3.2e-05,0.999467,0.000112,0.000785,0.999196,1.9e-05
WP_000826663.1,0.0058,0.343,0.0058,0.6453,0.0,0.0,0.000476,0.000117,0.999019,0.000388,0.012779,0.985609,0.001612
WP_000827006.1,0.0375,0.1874,0.0002,0.775,0.0,0.0,0.000384,5e-05,0.999423,0.000143,0.004991,0.995005,4e-06
WP_000827766.1,0.0003,0.9997,0.0,0.0,0.0,0.0,0.995712,0.001315,0.002261,0.000712,0.001277,0.99863,9.3e-05
WP_000831610.1,0.0005,0.2017,0.0001,0.7977,0.0,0.0,0.317444,0.000917,0.087709,0.59393,0.125102,0.868327,0.006571
WP_000831695.1,0.0184,0.0868,0.0004,0.8944,0.0,0.0,0.000545,9.8e-05,0.999003,0.000354,0.001518,0.998472,1e-05
WP_000835985.1,0.0028,0.2923,0.001,0.7039,0.0,0.0,0.000874,4e-05,0.998943,0.000143,0.005747,0.993808,0.000445
WP_000835995.1,0.0004,0.7899,0.0002,0.2095,0.0,0.0,0.001027,6.8e-05,0.998747,0.000159,0.006634,0.992113,0.001253
WP_000837103.1,0.005,0.1463,0.0025,0.8461,0.0,0.0,0.001198,0.000118,0.998256,0.000427,0.002288,0.997703,9e-06
WP_000838208.1,0.0,0.0,0.0,1.0,0.0,0.0,0.578981,0.088154,0.051874,0.280991,0.995047,0.003527,0.001426
WP_000841354.1,0.0026,0.3739,0.0005,0.6229,0.0,0.0,0.64776,0.003043,0.040831,0.308365,0.393359,0.573931,0.03271
WP_000842279.1,0.0,0.0007,0.0001,0.9992,0.0,0.0,0.879749,0.014507,0.003793,0.101951,0.848021,0.148286,0.003693
WP_000844413.1,0.0001,0.0952,0.0015,0.9031,0.0,0.0,0.671681,0.013964,0.004951,0.309404,0.465081,0.532504,0.002415
WP_000849157.1,0.0007,0.282,0.0,0.7173,0.0,0.0,0.594698,0.003259,0.133932,0.268111,0.092303,0.906426,0.001271
WP_000857485.1,0.0001,0.9998,0.0,0.0001,0.0,0.0,0.997425,0.00165,0.000505,0.00042,0.004635,0.99435,0.001015
WP_000862543.1,0.0,0.0141,0.0001,0.9858,0.0,0.0,0.125984,0.000595,0.066021,0.8074,0.101141,0.898764,9.5e-05
WP_000871745.1,0.0,0.0009,0.0063,0.9928,0.0,0.0,0.023419,0.005309,0.936585,0.034687,0.106359,0.786917,0.106724
WP_000877362.1,0.0014,0.9882,0.0002,0.0102,0.0,0.0,0.986092,0.001183,0.005599,0.007126,0.003981,0.99592,9.9e-05
WP_000894032.1,0.0005,0.0005,0.0001,0.9989,0.0,0.0,0.846006,0.002594,0.02281,0.12859,0.064607,0.933915,0.001478
WP_000911041.1,0.0005,0.0221,0.0009,0.9765,0.0,0.0,0.795076,0.001816,0.137729,0.06538,0.41478,0.527203,0.058017
WP_000913242.1,0.0366,0.739,0.0027,0.2217,0.0,0.0,0.000366,4.9e-05,0.999436,0.000148,0.002033,0.997579,0.000388
WP_000916718.1,0.0002,0.9998,0.0,0.0001,0.0,0.0,0.981974,0.015364,0.000816,0.001847,0.053391,0.912916,0.033693
WP_000916726.1,0.0054,0.3787,0.374,0.2419,0.0,0.0,0.022591,0.00063,0.013038,0.963742,0.439878,0.002812,0.55731
WP_000919350.1,0.0712,0.7818,0.0002,0.1468,0.0,0.0,0.976782,0.001652,0.019831,0.001735,0.001782,0.998002,0.000216
WP_000928935.1,0.0055,0.0379,0.0002,0.9563,0.0,0.0,0.095756,0.001748,0.319717,0.582778,0.194884,0.798957,0.006159
WP_000934502.1,0.9301,0.0694,0.0,0.0004,0.0,0.0,0.817184,0.09345,0.002827,0.086539,0.975527,0.002041,0.022431
WP_000943847.1,0.0013,0.9982,0.0003,0.0002,0.0,0.0,0.975151,0.015476,0.002072,0.0073,0.797866,0.201408,0.000726
WP_000953737.1,0.0015,0.9975,0.0,0.001,0.0,0.0,0.991774,0.003916,0.002577,0.001733,0.045198,0.850871,0.103931
WP_000971980.1,0.0,0.0013,0.0001,0.9986,0.0,0.0,0.010588,0.000193,0.096083,0.893137,0.184405,0.745727,0.069868
WP_000972658.1,0.0057,0.0729,0.0003,0.921,0.0,0.0,0.000659,0.000117,0.998863,0.000361,0.006571,0.993309,0.00012
WP_000977785.1,0.0045,0.1432,0.0009,0.8514,0.0,0.0,0.001245,7.6e-05,0.998462,0.000216,0.012051,0.987474,0.000475
