source_organism,host_organisms,antigen_name,gene_name,Uniprot_ID,source
"['Coxiella burnetii', 'Coxiella burnetii Q321 (Coxiella burnetii str. Q321)', 'Coxiella burnetii RSA 493']",['Homo sapiens (human)'],['Phospholipid-lipopolysaccharide ABC transporter (UniProt:Q83DA5)'],,Q83DA5,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)']",['Uncharacterized protein (UniProt:Q83DE4)'],,Q83DE4,IEDB
['Coxiella burnetii'],"['Homo sapiens (human)', 'Mus musculus (mouse)']",['Polyketide synthase (UniProt:Q83DF0)'],,Q83DF0,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)']",['Putative ankyrin repeat protein CBU_0781 (UniProt:Q83DF6)'],,Q83DF6,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)']",['PhnB (UniProt:Q83DG3)'],,Q83DG3,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus (mouse)']",['Acriflavin resistance periplasmic protein (UniProt:Q83DH7)'],,Q83DH7,IEDB
"['Coxiella burnetii', 'Coxiella burnetii Q321 (Coxiella burnetii str. Q321)', 'Coxiella burnetii RSA 493']",['Homo sapiens (human)'],['Acriflavin resistance plasma membrane protein (UniProt:Q83DH8)'],,Q83DH8,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus HLA-DR3 Tg', 'Mus musculus (mouse)']",['Trigger factor (UniProt:Q83DJ3)'],,Q83DJ3,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus HLA-DR3 Tg']",['Hypothetical membrane associated protein (UniProt:Q83DK8)'],,Q83DK8,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)']",['Uncharacterized protein (UniProt:Q83DN3)'],,Q83DN3,IEDB
"['Coxiella burnetii', 'Coxiella burnetii RSA 493']",['Homo sapiens (human)'],['Uncharacterized protein (UniProt:Q83DN5)'],,Q83DN5,IEDB
"['Coxiella burnetii', 'Coxiella burnetii Q321 (Coxiella burnetii str. Q321)']","['Bos taurus (bovine)', 'Homo sapiens (human)']",['GTP cyclohydrolase-2 (UniProt:Q83DP9)'],,Q83DP9,IEDB
"[""Coxiella burnetii 'MSU Goat Q177' (Coxiella burnetii str. 'MSU Goat Q177')""]",['Homo sapiens (human)'],['Ferritin (UniProt:Q83DR4)'],,Q83DR4,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus C57BL/6', 'Mus musculus HLA-DR3 Tg']",['Outer membrane protein (UniProt:Q83DT1)'],,Q83DT1,IEDB
['Coxiella burnetii Dugway 5J108-111 (Coxiella burnetii str. Dugway)'],['Homo sapiens (human)'],"['Ferredoxin, 2Fe-2s (UniProt:Q83DV3)']",,Q83DV3,IEDB
['Coxiella burnetii'],"['Homo sapiens (human)', 'Mus musculus (mouse)']",['Leucine--tRNA ligase (UniProt:Q83DY1)'],,Q83DY1,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus C57BL/6', 'Mus musculus HLA-DR3 Tg', 'Mus musculus (mouse)']",['LemA (UniProt:Q83DZ3)'],,Q83DZ3,IEDB
['Coxiella burnetii'],['Homo sapiens (human)'],['Hypothetical membrane associated protein (UniProt:Q83E03)'],,Q83E03,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus HLA-DR3 Tg']",['3-oxoacyl-[acyl-carrier-protein] synthase 2 (UniProt:Q83E37)'],,Q83E37,IEDB
"['Coxiella burnetii', 'Coxiella burnetii Dugway 5J108-111 (Coxiella burnetii str. Dugway)', 'Coxiella burnetii Q321 (Coxiella burnetii str. Q321)']",['Homo sapiens (human)'],"[""Bis(5'-nucleosyl)-tetraphosphatase (Symmetrical) (UniProt:Q83E44)""]",,Q83E44,IEDB
['Coxiella burnetii'],['Homo sapiens (human)'],['GTPase Obg (UniProt:Q83ED8)'],,Q83ED8,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus C57BL/6', 'Mus musculus HLA-DR3 Tg', 'Mus musculus (mouse)']",['DNA-3-methyladenine glycosylase (UniProt:Q83EE1)'],,Q83EE1,IEDB
"['Coxiella burnetii', ""Coxiella burnetii 'MSU Goat Q177' (Coxiella burnetii str. 'MSU Goat Q177')""]",['Homo sapiens (human)'],['Phosphate regulon transcriptional regulatory protein PhoB (UniProt:Q83EF6)'],,Q83EF6,IEDB
['Coxiella burnetii'],"['Homo sapiens (human)', 'Mus musculus C57BL/6']",['Outer membrane protein P1 (UniProt:Q83EK8)'],,Q83EK8,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus C57BL/6', 'Mus musculus HLA-DR3 Tg', 'Mus musculus (mouse)']",['Outer membrane protein (UniProt:Q83EL2)'],,Q83EL2,IEDB
"['Coxiella burnetii', ""Coxiella burnetii 'MSU Goat Q177' (Coxiella burnetii str. 'MSU Goat Q177')"", 'Coxiella burnetii Q321 (Coxiella burnetii str. Q321)']",['Homo sapiens (human)'],['Amidinotransferase family protein (UniProt:Q83EN6)'],,Q83EN6,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)']",['Elongation factor Tu (UniProt:Q83ES6)'],,Q83ES6,IEDB
['Coxiella burnetii CbuG_Q212 (Coxiella burnetii str. CbuG_Q212)'],['Homo sapiens (human)'],['Glutamate--tRNA ligase 1 (UniProt:Q83EV3)'],,Q83EV3,IEDB
"['Coxiella burnetii', 'Coxiella burnetii RSA 331 (Coxiella burnetii str. RSA 331)']","['Homo sapiens (human)', 'Mus musculus (mouse)']","['Peptidoglycan-specific endopeptidase, M23 family (UniProt:Q83EX8)']",,Q83EX8,IEDB
['Coxiella burnetii'],['Homo sapiens (human)'],['Glycine betaine transport system permease protein (UniProt:Q83EY1)'],,Q83EY1,IEDB
"['Coxiella burnetii', 'Coxiella burnetii Q321 (Coxiella burnetii str. Q321)', 'Coxiella burnetii RSA 493']",['Homo sapiens (human)'],['Uncharacterized protein (UniProt:Q83EZ2)'],,Q83EZ2,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus HLA-DR3 Tg']",['Lipoprotein (UniProt:Q83F42)'],,Q83F42,IEDB
"['Coxiella burnetii', 'Coxiella burnetii Q321 (Coxiella burnetii str. Q321)', 'Coxiella burnetii RSA 331 (Coxiella burnetii str. RSA 331)']",['Homo sapiens (human)'],['Phosphohistidine phosphatase SixA homolog (UniProt:Q83F50)'],,Q83F50,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus C57BL/6', 'Mus musculus HLA-DR3 Tg']",['Cell division coordinator CpoB (UniProt:Q83F57)'],,Q83F57,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)']",['Hypothetical membrane spanning protein (UniProt:Q83F71)'],,Q83F71,IEDB
['Coxiella burnetii'],['Homo sapiens (human)'],['Type I secretion outer membrane protein (UniProt:Q83F92)'],,Q83F92,IEDB
['Coxiella burnetii'],"['Cavia porcellus Duncan-Hartley', 'Homo sapiens (human)', 'Mus musculus HLA-DR3 Tg']",['Isocitrate dehydrogenase [NADP] (UniProt:Q9ZH99)'],,Q9ZH99,IEDB
coxiella burnetii,Homo sapiens,Strain specific gene,cbbE,,literature
coxiella burnetii,Homo sapiens,Strain specific gene,cbhE,,literature
coxiella burnetii,Homo sapiens,Lipid A,,,literature
coxiella burnetii,Homo sapiens,O antigen,,,literature
coxiella burnetii,Homo sapiens,Outer membrane protein,ompA,,literature
coxiella burnetii,Homo sapiens,Lipopolysaccharide,,,literature
coxiella burnetii,Homo sapiens,TPR protein,CBU1364,,literature
coxiella burnetii,Homo sapiens,CCD protein,CBU0891,,literature
coxiella burnetii,Homo sapiens,type IV secretion system protein,sdhA,,literature
coxiella burnetii,Homo sapiens,Outer membrane protein OmpH,CBU0612,,literature
coxiella burnetii,Homo sapiens,"Preprotein translocase, YajC subunit",CBU1143,,literature
coxiella burnetii,Homo sapiens,2-Oxoglutarate dehydrogenase,CBU1398,,literature
coxiella burnetii,Homo sapiens,LemA protein,CBU0545,,literature
coxiella burnetii,Homo sapiens,"Efflux transporter, RND family, MFP subunit",CBU0754,,literature
coxiella burnetii,Homo sapiens,Hypothetical exported protein,CBU2065,,literature
coxiella burnetii,Homo sapiens,OmpA-like transmembrane domain protein,CBU0307,,literature
coxiella burnetii,Homo sapiens,Hypothetical exported protein,CBU1869,,literature
coxiella burnetii,Homo sapiens,"Drug resistance transporter, Bcr/CflA family",CBU1967,,literature
coxiella burnetii,Homo sapiens,Hypothetical protein,CBU1115,,literature
coxiella burnetii,Homo sapiens,"Transposase, ISAs1 family",CBU0664,,literature
coxiella burnetii,Homo sapiens,Acyltransferase family protein,CBU1184,,literature
coxiella burnetii,Homo sapiens,Hypothetical membrane-associated protein,CBU0718,,literature
coxiella burnetii,Homo sapiens,RNA-binding protein,CBU0935,,literature
coxiella burnetii,Homo sapiens,"ATP synthase F0, C subunit",CBU1940,,literature
coxiella burnetii,Homo sapiens,Mevalonate kinase,CBU0609,,literature
coxiella burnetii,Homo sapiens,DNA-binding protein,CBU1249,,literature
coxiella burnetii,Homo sapiens,Thyroglobulin type 1 repeat domain protein,CBU0898,,literature
coxiella burnetii,Homo sapiens,Hypothetical membrane-associated protein,CBU1865,,literature
coxiella burnetii,Homo sapiens,Hypothetical cytosolic protein,CBU1098,,literature
coxiella burnetii,Homo sapiens,Stress-responsive transcriptional regulator PspC,CBU0774,,literature
coxiella burnetii,Homo sapiens,Hypothetical protein,CBU0800,,literature
coxiella burnetii,Homo sapiens,DNA-3-methyladenine glycosidase I,CBU0383,,literature
coxiella burnetii,Homo sapiens,Glutamyl-tRNA reductase,CBU1966,,literature
coxiella burnetii,Homo sapiens,Endonuclease III,CBU1697,,literature
coxiella burnetii,Homo sapiens,ABC transporter,CBU0776,,literature
coxiella burnetii,Homo sapiens,Biotin operon repressor/biotin synthetase,CBU1002,,literature
coxiella burnetii,Homo sapiens,Phosphate regulon sensor protein PhoR,CBU0366,,literature
coxiella burnetii,Homo sapiens,DnaK suppressor protein,CBU1969,,literature
coxiella burnetii,Homo sapiens,Glutamate/gamma-aminobutyrate antiporter,CBU2020,,literature
coxiella burnetii,Homo sapiens,Sensor protein GacS,CBU0760,,literature
coxiella burnetii,Homo sapiens,Hypothetical protein,CBU0723,,literature
coxiella burnetii,Homo sapiens,Hypothetical protein,CBU1121,,literature
coxiella burnetii,Homo sapiens,Hypothetical exported lipoprotein,CBU1157,,literature
coxiella burnetii,Homo sapiens,Hypothetical protein,CBU0008,,literature
coxiella burnetii,Homo sapiens,Nicotinate-nucleotide pyrophosphorylase,CBU0098,,literature
coxiella burnetii,Homo sapiens,Riboflavin biosynthesis protein RibF,CBU0391,,literature
coxiella burnetii,Homo sapiens,2′-5′ RNA ligase,CBU1065,,literature
coxiella burnetii,Homo sapiens,GroEL,CBU1718,,literature
coxiella burnetii,Homo sapiens,Elongation factor EF-Tu,CBU0236,,literature
coxiella burnetii,Homo sapiens,RplJ,CBU0229,,literature
coxiella burnetii,Homo sapiens,AtpA,CBU1943,,literature
coxiella burnetii,Homo sapiens,Repressor protein C2,CBU1416,,literature
coxiella burnetii,Homo sapiens,AdaA,CBU0952,,literature
coxiella burnetii,Homo sapiens,Thioredoxin peroxidase (Bcp),CBU0963,,literature
coxiella burnetii,Homo sapiens,Tig,CBU0737,,literature
coxiella burnetii,Homo sapiens,FabF,CBU0497,,literature
coxiella burnetii,Homo sapiens,Icd,CBU1200,,literature
coxiella burnetii,Homo sapiens,QpH1,,,literature
coxiella burnetii,Homo sapiens,QpDV,,,literature
coxiella burnetii,Homo sapiens,QpRS,,,literature
coxiella burnetii,Homo sapiens,TIVSS components,dotH,,literature
coxiella burnetii,Homo sapiens,TIVSS components,dotF,,literature
coxiella burnetii,Homo sapiens,TIVSS components,dotG,,literature
coxiella burnetii,Homo sapiens,AnkA,CBU0072,,literature
coxiella burnetii,Homo sapiens,AnkB,CBU0144,,literature
coxiella burnetii,Homo sapiens,AnkB,CBU0145,,literature
coxiella burnetii,Homo sapiens,AnkF,CBU0447,,literature
coxiella burnetii,Homo sapiens,AnkG,CBU0781,,literature
coxiella burnetii,Homo sapiens,CpeA,CBUA0006,,literature
coxiella burnetii,Homo sapiens,CpeB,CBUA0013,,literature
coxiella burnetii,Homo sapiens,CpeC,CBUA0014,,literature
coxiella burnetii,Homo sapiens,CpeD,CBUA0015,,literature
coxiella burnetii,Homo sapiens,CpeE,CBUA0016,,literature
coxiella burnetii,Homo sapiens,CpeF,CBUA0023,,literature
coxiella burnetii,Homo sapiens,CaeB,CBU1532,,literature
coxiella burnetii,Homo sapiens,CaeA,CBU1524,,literature
