antigen30|P65288|BX571856.1|mhcii|seq9729	antigen30|P65288|BX571856.1|mhcii|seq9729
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq2146
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq2145
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq2148
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq2147
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq5508
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq5509
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq5510
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9509
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq5921
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9506
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9507
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9508
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9510
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9511
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9512
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9513
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9878
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq9879
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq2419
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq2420
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq2421
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq2422
antigen30|P65288|BX571856.1|mhcii|seq2146	antigen30|P65288|BX571856.1|mhcii|seq2144
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq2658
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq2657
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq7617
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq7618
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq7619
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq7620
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq7621
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8901
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8902
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8903
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8328
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8329
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8330
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq3118
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9870
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq3119
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq3120
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq3121
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9333
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8022
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9334
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8023
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9335
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8024
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8344
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9336
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8025
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8345
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8857
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9337
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8026
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8346
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8858
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9338
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8027
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8347
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq8348
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9852
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq2653
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9853
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq2654
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9854
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq2655
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq9855
antigen30|P65288|BX571856.1|mhcii|seq2658	antigen30|P65288|BX571856.1|mhcii|seq2656
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq33
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq4
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq2
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq3
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq715
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq5
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq34
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq153
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq714
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq151
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq152
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq31
antigen30|P65288|BX571856.1|mhcii|seq33	antigen30|P65288|BX571856.1|mhcii|seq32
antigen30|P65288|BX571856.1|mhcii|seq609	antigen30|P65288|BX571856.1|mhcii|seq609
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq641
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq8193
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq8740
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq642
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq8194
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq8741
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq8739
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq777
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq639
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq1601
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq775
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq776
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq6484
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq6485
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq6486
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq1598
antigen30|P65288|BX571856.1|mhcii|seq641	antigen30|P65288|BX571856.1|mhcii|seq1599
