antigen63|P65177|CP002114.3|bcell|seq5	antigen63|P65177|CP002114.3|bcell|seq5
antigen44|Q6GD73|CP002114.3|bcell|seq2	antigen44|Q6GD73|CP002114.3|bcell|seq2
antigen61|Q6GIN8|CP002114.3|bcell|seq13	antigen61|Q6GIN8|CP002114.3|bcell|seq13
antigen63|P65177|CP002114.3|bcell|seq9	antigen63|P65177|CP002114.3|bcell|seq9
antigen49|Q6GJN0|CP002114.3|bcell|seq3	antigen49|Q6GJN0|CP002114.3|bcell|seq3
antigen113|Q2FKQ5|CP002114.3|bcell|seq5	antigen113|Q2FKQ5|CP002114.3|bcell|seq5
antigen156|A8YZL5|CP002114.3|bcell|seq7	antigen156|A8YZL5|CP002114.3|bcell|seq7
antigen36|Q6GAB5|CP002114.3|bcell|seq2	antigen36|Q6GAB5|CP002114.3|bcell|seq2
antigen89|Q2YU53|CP002114.3|bcell|seq4	antigen89|Q2YU53|CP002114.3|bcell|seq4
antigen161|P99154|CP002114.3|bcell|seq3	antigen161|P99154|CP002114.3|bcell|seq3
antigen181|P66998|CP002114.3|bcell|seq9	antigen181|P66998|CP002114.3|bcell|seq9
antigen84|A5ITJ2|CP002114.3|bcell|seq8	antigen84|A5ITJ2|CP002114.3|bcell|seq8
antigen128|Q7A0H9|CP002114.3|bcell|seq2	antigen128|Q7A0H9|CP002114.3|bcell|seq2
antigen49|Q6GJN0|CP002114.3|bcell|seq4	antigen49|Q6GJN0|CP002114.3|bcell|seq4
antigen99|Q2YT14|CP002114.3|bcell|seq8	antigen99|Q2YT14|CP002114.3|bcell|seq8
antigen156|A8YZL5|CP002114.3|bcell|seq8	antigen156|A8YZL5|CP002114.3|bcell|seq8
antigen36|Q6GAB5|CP002114.3|bcell|seq3	antigen36|Q6GAB5|CP002114.3|bcell|seq3
antigen150|O50581|CP002114.3|bcell|seq6	antigen150|O50581|CP002114.3|bcell|seq6
antigen44|Q6GD73|CP002114.3|bcell|seq4	antigen44|Q6GD73|CP002114.3|bcell|seq4
antigen153|Q6GHG2|CP002114.3|bcell|seq4	antigen153|Q6GHG2|CP002114.3|bcell|seq4
antigen181|P66998|CP002114.3|bcell|seq10	antigen181|P66998|CP002114.3|bcell|seq10
antigen61|Q6GIN8|CP002114.3|bcell|seq15	antigen61|Q6GIN8|CP002114.3|bcell|seq15
antigen98|A5IVY0|CP002114.3|bcell|seq2	antigen98|A5IVY0|CP002114.3|bcell|seq2
antigen99|Q2YT14|CP002114.3|bcell|seq9	antigen99|Q2YT14|CP002114.3|bcell|seq9
antigen156|A8YZL5|CP002114.3|bcell|seq9	antigen156|A8YZL5|CP002114.3|bcell|seq9
antigen36|Q6GAB5|CP002114.3|bcell|seq4	antigen36|Q6GAB5|CP002114.3|bcell|seq4
antigen150|O50581|CP002114.3|bcell|seq7	antigen150|O50581|CP002114.3|bcell|seq7
antigen89|Q2YU53|CP002114.3|bcell|seq6	antigen89|Q2YU53|CP002114.3|bcell|seq6
antigen161|P99154|CP002114.3|bcell|seq5	antigen161|P99154|CP002114.3|bcell|seq5
antigen44|Q6GD73|CP002114.3|bcell|seq5	antigen44|Q6GD73|CP002114.3|bcell|seq5
antigen181|P66998|CP002114.3|bcell|seq11	antigen181|P66998|CP002114.3|bcell|seq11
antigen98|A5IVY0|CP002114.3|bcell|seq3	antigen98|A5IVY0|CP002114.3|bcell|seq3
antigen113|Q2FKQ5|CP002114.3|bcell|seq8	antigen113|Q2FKQ5|CP002114.3|bcell|seq8
antigen89|Q2YU53|CP002114.3|bcell|seq7	antigen89|Q2YU53|CP002114.3|bcell|seq7
antigen161|P99154|CP002114.3|bcell|seq6	antigen161|P99154|CP002114.3|bcell|seq6
antigen45|Q6GJE0|CP002114.3|bcell|seq2	antigen45|Q6GJE0|CP002114.3|bcell|seq2
antigen4|Q2YSI3|CP002114.3|bcell|seq3	antigen4|Q2YSI3|CP002114.3|bcell|seq3
antigen42|A5IPD1|CP002114.3|bcell|seq3	antigen42|A5IPD1|CP002114.3|bcell|seq3
antigen44|Q6GD73|CP002114.3|bcell|seq6	antigen44|Q6GD73|CP002114.3|bcell|seq6
antigen180|P99070|CP002114.3|bcell|seq2	antigen180|P99070|CP002114.3|bcell|seq2
antigen84|A5ITJ2|CP002114.3|bcell|seq11	antigen84|A5ITJ2|CP002114.3|bcell|seq11
antigen128|Q7A0H9|CP002114.3|bcell|seq5	antigen128|Q7A0H9|CP002114.3|bcell|seq5
antigen98|A5IVY0|CP002114.3|bcell|seq4	antigen98|A5IVY0|CP002114.3|bcell|seq4
antigen113|Q2FKQ5|CP002114.3|bcell|seq9	antigen113|Q2FKQ5|CP002114.3|bcell|seq9
antigen99|Q2YT14|CP002114.3|bcell|seq11	antigen99|Q2YT14|CP002114.3|bcell|seq11
antigen150|O50581|CP002114.3|bcell|seq9	antigen150|O50581|CP002114.3|bcell|seq9
antigen161|P99154|CP002114.3|bcell|seq7	antigen161|P99154|CP002114.3|bcell|seq7
antigen45|Q6GJE0|CP002114.3|bcell|seq3	antigen45|Q6GJE0|CP002114.3|bcell|seq3
antigen152|Q2FYU5|CP002114.3|bcell|seq2	antigen152|Q2FYU5|CP002114.3|bcell|seq2
antigen42|A5IPD1|CP002114.3|bcell|seq4	antigen42|A5IPD1|CP002114.3|bcell|seq4
antigen44|Q6GD73|CP002114.3|bcell|seq7	antigen44|Q6GD73|CP002114.3|bcell|seq7
antigen181|P66998|CP002114.3|bcell|seq13	antigen181|P66998|CP002114.3|bcell|seq13
antigen128|Q7A0H9|CP002114.3|bcell|seq6	antigen128|Q7A0H9|CP002114.3|bcell|seq6
antigen98|A5IVY0|CP002114.3|bcell|seq5	antigen98|A5IVY0|CP002114.3|bcell|seq5
antigen49|Q6GJN0|CP002114.3|bcell|seq8	antigen49|Q6GJN0|CP002114.3|bcell|seq8
antigen99|Q2YT14|CP002114.3|bcell|seq12	antigen99|Q2YT14|CP002114.3|bcell|seq12
antigen115|Q7A7G0|CP002114.3|bcell|seq3	antigen115|Q7A7G0|CP002114.3|bcell|seq3
antigen36|Q6GAB5|CP002114.3|bcell|seq7	antigen36|Q6GAB5|CP002114.3|bcell|seq7
antigen150|O50581|CP002114.3|bcell|seq10	antigen150|O50581|CP002114.3|bcell|seq10
antigen89|Q2YU53|CP002114.3|bcell|seq9	antigen89|Q2YU53|CP002114.3|bcell|seq9
antigen13|Q6GHM6|CP002114.3|bcell|seq3	antigen13|Q6GHM6|CP002114.3|bcell|seq3
antigen152|Q2FYU5|CP002114.3|bcell|seq3	antigen152|Q2FYU5|CP002114.3|bcell|seq3
antigen4|Q2YSI3|CP002114.3|bcell|seq5	antigen4|Q2YSI3|CP002114.3|bcell|seq5
antigen42|A5IPD1|CP002114.3|bcell|seq5	antigen42|A5IPD1|CP002114.3|bcell|seq5
antigen44|Q6GD73|CP002114.3|bcell|seq8	antigen44|Q6GD73|CP002114.3|bcell|seq8
antigen98|A5IVY0|CP002114.3|bcell|seq6	antigen98|A5IVY0|CP002114.3|bcell|seq6
antigen49|Q6GJN0|CP002114.3|bcell|seq9	antigen49|Q6GJN0|CP002114.3|bcell|seq9
antigen113|Q2FKQ5|CP002114.3|bcell|seq11	antigen113|Q2FKQ5|CP002114.3|bcell|seq11
antigen115|Q7A7G0|CP002114.3|bcell|seq4	antigen115|Q7A7G0|CP002114.3|bcell|seq4
antigen36|Q6GAB5|CP002114.3|bcell|seq8	antigen36|Q6GAB5|CP002114.3|bcell|seq8
antigen150|O50581|CP002114.3|bcell|seq11	antigen150|O50581|CP002114.3|bcell|seq11
antigen89|Q2YU53|CP002114.3|bcell|seq10	antigen89|Q2YU53|CP002114.3|bcell|seq10
antigen161|P99154|CP002114.3|bcell|seq9	antigen161|P99154|CP002114.3|bcell|seq9
antigen13|Q6GHM6|CP002114.3|bcell|seq4	antigen13|Q6GHM6|CP002114.3|bcell|seq4
antigen152|Q2FYU5|CP002114.3|bcell|seq4	antigen152|Q2FYU5|CP002114.3|bcell|seq4
antigen182|Q2FFV9|CP002114.3|bcell|seq2	antigen182|Q2FFV9|CP002114.3|bcell|seq2
antigen82|A7X4V7|CP002114.3|bcell|seq2	antigen82|A7X4V7|CP002114.3|bcell|seq2
antigen48|Q936F2|CP002114.3|bcell|seq3	antigen48|Q936F2|CP002114.3|bcell|seq3
antigen98|A5IVY0|CP002114.3|bcell|seq7	antigen98|A5IVY0|CP002114.3|bcell|seq7
antigen49|Q6GJN0|CP002114.3|bcell|seq10	antigen49|Q6GJN0|CP002114.3|bcell|seq10
antigen113|Q2FKQ5|CP002114.3|bcell|seq12	antigen113|Q2FKQ5|CP002114.3|bcell|seq12
antigen150|O50581|CP002114.3|bcell|seq12	antigen150|O50581|CP002114.3|bcell|seq12
antigen45|Q6GJE0|CP002114.3|bcell|seq6	antigen45|Q6GJE0|CP002114.3|bcell|seq6
antigen4|Q2YSI3|CP002114.3|bcell|seq7	antigen4|Q2YSI3|CP002114.3|bcell|seq7
antigen180|P99070|CP002114.3|bcell|seq6	antigen180|P99070|CP002114.3|bcell|seq6
antigen182|Q2FFV9|CP002114.3|bcell|seq3	antigen182|Q2FFV9|CP002114.3|bcell|seq3
antigen82|A7X4V7|CP002114.3|bcell|seq3	antigen82|A7X4V7|CP002114.3|bcell|seq3
antigen48|Q936F2|CP002114.3|bcell|seq4	antigen48|Q936F2|CP002114.3|bcell|seq4
antigen49|Q6GJN0|CP002114.3|bcell|seq11	antigen49|Q6GJN0|CP002114.3|bcell|seq11
antigen71|Q6GKT7|CP002114.3|bcell|seq2	antigen71|Q6GKT7|CP002114.3|bcell|seq2
antigen45|Q6GJE0|CP002114.3|bcell|seq7	antigen45|Q6GJE0|CP002114.3|bcell|seq7
antigen13|Q6GHM6|CP002114.3|bcell|seq6	antigen13|Q6GHM6|CP002114.3|bcell|seq6
antigen4|Q2YSI3|CP002114.3|bcell|seq8	antigen4|Q2YSI3|CP002114.3|bcell|seq8
antigen198|Q9ZEH3|CP002114.3|bcell|seq3	antigen198|Q9ZEH3|CP002114.3|bcell|seq3
antigen44|Q6GD73|CP002114.3|bcell|seq11	antigen44|Q6GD73|CP002114.3|bcell|seq11
antigen180|P99070|CP002114.3|bcell|seq7	antigen180|P99070|CP002114.3|bcell|seq7
antigen82|A7X4V7|CP002114.3|bcell|seq4	antigen82|A7X4V7|CP002114.3|bcell|seq4
antigen49|Q6GJN0|CP002114.3|bcell|seq12	antigen49|Q6GJN0|CP002114.3|bcell|seq12
antigen194|Q2FEK3|CP002114.3|bcell|seq2	antigen194|Q2FEK3|CP002114.3|bcell|seq2
antigen46|Q2YWH4|CP002114.3|bcell|seq3	antigen46|Q2YWH4|CP002114.3|bcell|seq3
antigen36|Q6GAB5|CP002114.3|bcell|seq11	antigen36|Q6GAB5|CP002114.3|bcell|seq11
antigen20|Q5HHK8|CP002114.3|bcell|seq2	antigen20|Q5HHK8|CP002114.3|bcell|seq2
antigen71|Q6GKT7|CP002114.3|bcell|seq3	antigen71|Q6GKT7|CP002114.3|bcell|seq3
antigen45|Q6GJE0|CP002114.3|bcell|seq8	antigen45|Q6GJE0|CP002114.3|bcell|seq8
antigen13|Q6GHM6|CP002114.3|bcell|seq7	antigen13|Q6GHM6|CP002114.3|bcell|seq7
antigen106|A0A0H3K9F2|CP002114.3|bcell|seq3	antigen106|A0A0H3K9F2|CP002114.3|bcell|seq3
antigen4|Q2YSI3|CP002114.3|bcell|seq9	antigen4|Q2YSI3|CP002114.3|bcell|seq9
antigen198|Q9ZEH3|CP002114.3|bcell|seq4	antigen198|Q9ZEH3|CP002114.3|bcell|seq4
antigen180|P99070|CP002114.3|bcell|seq8	antigen180|P99070|CP002114.3|bcell|seq8
antigen82|A7X4V7|CP002114.3|bcell|seq5	antigen82|A7X4V7|CP002114.3|bcell|seq5
antigen98|A5IVY0|CP002114.3|bcell|seq10	antigen98|A5IVY0|CP002114.3|bcell|seq10
antigen115|Q7A7G0|CP002114.3|bcell|seq8	antigen115|Q7A7G0|CP002114.3|bcell|seq8
antigen20|Q5HHK8|CP002114.3|bcell|seq3	antigen20|Q5HHK8|CP002114.3|bcell|seq3
antigen71|Q6GKT7|CP002114.3|bcell|seq4	antigen71|Q6GKT7|CP002114.3|bcell|seq4
antigen29|P67371|CP002114.3|bcell|seq4	antigen29|P67371|CP002114.3|bcell|seq4
antigen45|Q6GJE0|CP002114.3|bcell|seq9	antigen45|Q6GJE0|CP002114.3|bcell|seq9
antigen13|Q6GHM6|CP002114.3|bcell|seq8	antigen13|Q6GHM6|CP002114.3|bcell|seq8
antigen106|A0A0H3K9F2|CP002114.3|bcell|seq4	antigen106|A0A0H3K9F2|CP002114.3|bcell|seq4
antigen4|Q2YSI3|CP002114.3|bcell|seq10	antigen4|Q2YSI3|CP002114.3|bcell|seq10
antigen198|Q9ZEH3|CP002114.3|bcell|seq5	antigen198|Q9ZEH3|CP002114.3|bcell|seq5
antigen165|P65407|CP002114.3|bcell|seq2	antigen165|P65407|CP002114.3|bcell|seq2
antigen180|P99070|CP002114.3|bcell|seq9	antigen180|P99070|CP002114.3|bcell|seq9
antigen131|Q2YXC9|CP002114.3|bcell|seq3	antigen131|Q2YXC9|CP002114.3|bcell|seq3
antigen82|A7X4V7|CP002114.3|bcell|seq6	antigen82|A7X4V7|CP002114.3|bcell|seq6
antigen80|Q5HG90|CP002114.3|bcell|seq2	antigen80|Q5HG90|CP002114.3|bcell|seq2
antigen194|Q2FEK3|CP002114.3|bcell|seq4	antigen194|Q2FEK3|CP002114.3|bcell|seq4
antigen115|Q7A7G0|CP002114.3|bcell|seq9	antigen115|Q7A7G0|CP002114.3|bcell|seq9
antigen164|Q6GIM9|CP002114.3|bcell|seq2	antigen164|Q6GIM9|CP002114.3|bcell|seq2
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen34|Q6GC27|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen10|Q2G023|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen43|P06886|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen168|A0A0H3K6Z9|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen92|A6U0U2|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen121|Q99U50|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen129|P63980|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen192|P30329|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen33|Q2FWH7|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen169|Q7A0H5|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen5|Q7A768|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen139|P65968|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen140|Q7A417|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen134|A7X1P4|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen7|Q99WM3|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen95|Q7A7B2|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen137|Q5HHB7|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen61|Q6GIN8|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen22|Q2FV63|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen111|A5ISH9|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen119|Q99UI1|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen28|A6U0V5|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen112|Q99V03|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen148|P72358|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen2|A7X1Y9|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen103|Q6GJE9|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen63|P65177|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen149|Q99QV7|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen109|Q6GHU5|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen181|P66998|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen84|A5ITJ2|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen99|Q2YT14|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen156|A8YZL5|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen113|Q2FKQ5|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen150|O50581|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen89|Q2YU53|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen49|Q6GJN0|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen161|P99154|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen44|Q6GD73|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen153|Q6GHG2|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen36|Q6GAB5|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen128|Q7A0H9|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen98|A5IVY0|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen4|Q2YSI3|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen42|A5IPD1|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen45|Q6GJE0|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen180|P99070|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen115|Q7A7G0|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen13|Q6GHM6|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen152|Q2FYU5|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen48|Q936F2|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen182|Q2FFV9|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen82|A7X4V7|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen198|Q9ZEH3|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen46|Q2YWH4|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen71|Q6GKT7|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen29|P67371|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen106|A0A0H3K9F2|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen194|Q2FEK3|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen20|Q5HHK8|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen131|Q2YXC9|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen165|P65407|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen80|Q5HG90|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen164|Q6GIM9|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen37|Q2YY04|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen73|A8Z3N5|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen132|Q2YV11|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen68|Q2FJK1|CP002114.3|bcell|seq1
antigen34|Q6GC27|CP002114.3|bcell|seq1	antigen14|A5IRD0|CP002114.3|bcell|seq1
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen73|A8Z3N5|CP002114.3|bcell|seq2
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen14|A5IRD0|CP002114.3|bcell|seq3
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen37|Q2YY04|CP002114.3|bcell|seq5
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen132|Q2YV11|CP002114.3|bcell|seq4
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen92|A6U0U2|CP002114.3|bcell|seq3
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen43|P06886|CP002114.3|bcell|seq4
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen46|Q2YWH4|CP002114.3|bcell|seq11
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen168|A0A0H3K6Z9|CP002114.3|bcell|seq5
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen68|Q2FJK1|CP002114.3|bcell|seq6
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen140|Q7A417|CP002114.3|bcell|seq3
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen111|A5ISH9|CP002114.3|bcell|seq2
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen28|A6U0V5|CP002114.3|bcell|seq3
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen112|Q99V03|CP002114.3|bcell|seq5
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen95|Q7A7B2|CP002114.3|bcell|seq7
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen134|A7X1P4|CP002114.3|bcell|seq8
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen109|Q6GHU5|CP002114.3|bcell|seq2
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen119|Q99UI1|CP002114.3|bcell|seq7
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen5|Q7A768|CP002114.3|bcell|seq11
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen156|A8YZL5|CP002114.3|bcell|seq3
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen103|Q6GJE9|CP002114.3|bcell|seq6
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen149|Q99QV7|CP002114.3|bcell|seq5
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen61|Q6GIN8|CP002114.3|bcell|seq10
antigen73|A8Z3N5|CP002114.3|bcell|seq2	antigen84|A5ITJ2|CP002114.3|bcell|seq4
