antigen139|P65968|BX571857.1|mhcii|seq1451	antigen139|P65968|BX571857.1|mhcii|seq1451
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq417
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq961
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq290
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq962
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq291
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq963
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq1480
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq1481
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq1482
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq1484
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq1485
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq626
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq627
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq628
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq441
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq1192
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq442
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq1193
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq443
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq1194
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq413
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq414
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq415
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq288
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq416
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq960
antigen139|P65968|BX571857.1|mhcii|seq286	antigen139|P65968|BX571857.1|mhcii|seq412
antigen139|P65968|BX571857.1|mhcii|seq382	antigen139|P65968|BX571857.1|mhcii|seq382
antigen139|P65968|BX571857.1|mhcii|seq446	antigen139|P65968|BX571857.1|mhcii|seq446
antigen139|P65968|BX571857.1|mhcii|seq446	antigen139|P65968|BX571857.1|mhcii|seq445
antigen139|P65968|BX571857.1|mhcii|seq446	antigen139|P65968|BX571857.1|mhcii|seq447
antigen139|P65968|BX571857.1|mhcii|seq446	antigen139|P65968|BX571857.1|mhcii|seq490
antigen139|P65968|BX571857.1|mhcii|seq446	antigen139|P65968|BX571857.1|mhcii|seq491
antigen139|P65968|BX571857.1|mhcii|seq446	antigen139|P65968|BX571857.1|mhcii|seq62
antigen139|P65968|BX571857.1|mhcii|seq446	antigen139|P65968|BX571857.1|mhcii|seq61
antigen139|P65968|BX571857.1|mhcii|seq446	antigen139|P65968|BX571857.1|mhcii|seq63
antigen139|P65968|BX571857.1|mhcii|seq1406	antigen139|P65968|BX571857.1|mhcii|seq1406
antigen139|P65968|BX571857.1|mhcii|seq1406	antigen139|P65968|BX571857.1|mhcii|seq1317
antigen139|P65968|BX571857.1|mhcii|seq31	antigen139|P65968|BX571857.1|mhcii|seq31
antigen139|P65968|BX571857.1|mhcii|seq1	antigen139|P65968|BX571857.1|mhcii|seq1
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq321
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq161
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq162
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq514
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq515
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq516
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq517
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq518
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq135
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq519
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq392
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq393
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq394
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq395
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1387
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq396
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1388
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1037
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1389
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1038
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1390
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1295
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1168
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1296
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq529
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1169
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1265
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1297
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq530
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1170
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1266
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1298
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq531
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1267
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1299
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq532
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1268
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1300
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq533
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1269
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq534
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq1270
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq316
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq157
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq317
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq158
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq318
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq159
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq319
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq160
antigen139|P65968|BX571857.1|mhcii|seq321	antigen139|P65968|BX571857.1|mhcii|seq320
antigen139|P65968|BX571857.1|mhcii|seq481	antigen139|P65968|BX571857.1|mhcii|seq481
