antigen19|P68789|BX571856.1|mhcii|seq6121	antigen19|P68789|BX571856.1|mhcii|seq6121
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq3137
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq1736
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq1737
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2645
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2646
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq3135
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq3136
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2050
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2049
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq5315
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq5316
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq5317
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq1735
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq1705
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq1706
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq1707
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2641
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2642
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2047
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2048
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq4611
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq4609
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2882
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq4610
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq4612
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq4294
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq286
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq287
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2643
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq1708
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2644
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2880
antigen19|P68789|BX571856.1|mhcii|seq1738	antigen19|P68789|BX571856.1|mhcii|seq2879
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1898
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1893
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1894
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1895
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2055
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1896
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2056
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1897
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2057
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2058
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5322
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1515
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2059
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5323
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1516
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2060
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5324
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5325
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5326
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1743
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5263
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5327
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1744
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5264
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1713
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1745
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5265
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq818
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1714
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1746
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5266
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq819
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1715
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq5267
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq820
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1716
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq821
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1717
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq534
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq1718
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq535
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq536
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2649
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2650
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2651
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2652
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq2653
antigen19|P68789|BX571856.1|mhcii|seq1898	antigen19|P68789|BX571856.1|mhcii|seq4413
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5802
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq6127
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5425
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5396
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5800
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq6125
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5423
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5394
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5801
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq6126
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5424
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5395
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5803
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq6128
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5426
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5397
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5804
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq6129
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5427
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5398
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5805
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq6130
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5428
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5399
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5806
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq6131
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5429
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq5400
antigen19|P68789|BX571856.1|mhcii|seq5802	antigen19|P68789|BX571856.1|mhcii|seq6264
antigen19|P68789|BX571856.1|mhcii|seq6346	antigen19|P68789|BX571856.1|mhcii|seq6346
antigen19|P68789|BX571856.1|mhcii|seq1003	antigen19|P68789|BX571856.1|mhcii|seq1003
antigen19|P68789|BX571856.1|mhcii|seq1003	antigen19|P68789|BX571856.1|mhcii|seq1002
antigen19|P68789|BX571856.1|mhcii|seq1003	antigen19|P68789|BX571856.1|mhcii|seq1004
antigen19|P68789|BX571856.1|mhcii|seq1003	antigen19|P68789|BX571856.1|mhcii|seq627
antigen19|P68789|BX571856.1|mhcii|seq1003	antigen19|P68789|BX571856.1|mhcii|seq628
antigen19|P68789|BX571856.1|mhcii|seq1003	antigen19|P68789|BX571856.1|mhcii|seq629
antigen19|P68789|BX571856.1|mhcii|seq1303	antigen19|P68789|BX571856.1|mhcii|seq1303
antigen19|P68789|BX571856.1|mhcii|seq1719	antigen19|P68789|BX571856.1|mhcii|seq1719
antigen19|P68789|BX571856.1|mhcii|seq1719	antigen19|P68789|BX571856.1|mhcii|seq5479
antigen19|P68789|BX571856.1|mhcii|seq1975	antigen19|P68789|BX571856.1|mhcii|seq1975
antigen19|P68789|BX571856.1|mhcii|seq1975	antigen19|P68789|BX571856.1|mhcii|seq1974
antigen19|P68789|BX571856.1|mhcii|seq1975	antigen19|P68789|BX571856.1|mhcii|seq3542
antigen19|P68789|BX571856.1|mhcii|seq1975	antigen19|P68789|BX571856.1|mhcii|seq3541
antigen19|P68789|BX571856.1|mhcii|seq1975	antigen19|P68789|BX571856.1|mhcii|seq376
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq2231
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq112
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq2228
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq109
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq2229
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq110
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq2230
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq111
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq2232
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq113
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq2233
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq114
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq2234
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq115
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3393
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3394
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3395
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3396
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3390
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3391
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3392
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq453
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq450
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq451
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq452
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq454
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq455
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq456
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq457
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq5810
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3769
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq5629
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq5808
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq5811
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3770
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq5630
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq5812
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq3771
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq5631
antigen19|P68789|BX571856.1|mhcii|seq2231	antigen19|P68789|BX571856.1|mhcii|seq4377
antigen19|P68789|BX571856.1|mhcii|seq2775	antigen19|P68789|BX571856.1|mhcii|seq2775
antigen19|P68789|BX571856.1|mhcii|seq2775	antigen19|P68789|BX571856.1|mhcii|seq152
antigen19|P68789|BX571856.1|mhcii|seq2775	antigen19|P68789|BX571856.1|mhcii|seq2776
antigen19|P68789|BX571856.1|mhcii|seq2775	antigen19|P68789|BX571856.1|mhcii|seq153
antigen19|P68789|BX571856.1|mhcii|seq4055	antigen19|P68789|BX571856.1|mhcii|seq4055
antigen19|P68789|BX571856.1|mhcii|seq4055	antigen19|P68789|BX571856.1|mhcii|seq4054
antigen19|P68789|BX571856.1|mhcii|seq4055	antigen19|P68789|BX571856.1|mhcii|seq4056
antigen19|P68789|BX571856.1|mhcii|seq4055	antigen19|P68789|BX571856.1|mhcii|seq4057
antigen19|P68789|BX571856.1|mhcii|seq4055	antigen19|P68789|BX571856.1|mhcii|seq4938
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq1368
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5993
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5994
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5995
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5996
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5997
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq1365
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq1366
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq1367
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5015
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5376
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5016
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5377
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq1369
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5017
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5378
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq1370
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq1371
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq3332
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq3330
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq3331
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq1458
antigen19|P68789|BX571856.1|mhcii|seq1368	antigen19|P68789|BX571856.1|mhcii|seq5465
antigen19|P68789|BX571856.1|mhcii|seq1944	antigen19|P68789|BX571856.1|mhcii|seq1944
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq2168
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq6054
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq2166
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq2167
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq2169
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq6052
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq6051
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq6053
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq2999
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq1244
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq1243
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq1245
antigen19|P68789|BX571856.1|mhcii|seq2168	antigen19|P68789|BX571856.1|mhcii|seq1246
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq2392
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq2389
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq2393
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq2394
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq5902
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq351
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq643
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq1987
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq78
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq1988
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq79
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq5900
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq349
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq5901
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq350
antigen19|P68789|BX571856.1|mhcii|seq2392	antigen19|P68789|BX571856.1|mhcii|seq2390
