antigen43|P06886|BX571857.1|mhcii|seq1287	antigen43|P06886|BX571857.1|mhcii|seq1287
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq1194
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq235
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq1195
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq1452
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq1453
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq1454
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq1455
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq849
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq850
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq978
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq851
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq979
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq980
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq981
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq982
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq151
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq983
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq152
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq153
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq1049
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq154
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq1050
antigen43|P06886|BX571857.1|mhcii|seq520	antigen43|P06886|BX571857.1|mhcii|seq155
antigen43|P06886|BX571857.1|mhcii|seq584	antigen43|P06886|BX571857.1|mhcii|seq584
antigen43|P06886|BX571857.1|mhcii|seq1000	antigen43|P06886|BX571857.1|mhcii|seq1000
antigen43|P06886|BX571857.1|mhcii|seq1000	antigen43|P06886|BX571857.1|mhcii|seq999
antigen43|P06886|BX571857.1|mhcii|seq1000	antigen43|P06886|BX571857.1|mhcii|seq1001
antigen43|P06886|BX571857.1|mhcii|seq1128	antigen43|P06886|BX571857.1|mhcii|seq1128
antigen43|P06886|BX571857.1|mhcii|seq969	antigen43|P06886|BX571857.1|mhcii|seq969
antigen43|P06886|BX571857.1|mhcii|seq1456	antigen43|P06886|BX571857.1|mhcii|seq1456
antigen43|P06886|BX571857.1|mhcii|seq1456	antigen43|P06886|BX571857.1|mhcii|seq1457
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq465
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq678
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq675
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq676
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq677
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1129
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1130
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq462
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq463
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq464
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq600
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1321
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1318
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1319
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq552
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1320
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq553
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq554
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1067
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1068
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq601
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq602
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq603
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1022
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1132
antigen43|P06886|BX571857.1|mhcii|seq465	antigen43|P06886|BX571857.1|mhcii|seq1131
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq753
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq930
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq899
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq750
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq751
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq752
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq1458
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq1459
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq1460
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq855
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq856
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq793
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq794
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq795
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq540
antigen43|P06886|BX571857.1|mhcii|seq753	antigen43|P06886|BX571857.1|mhcii|seq796
antigen43|P06886|BX571857.1|mhcii|seq82	antigen43|P06886|BX571857.1|mhcii|seq82
antigen43|P06886|BX571857.1|mhcii|seq306	antigen43|P06886|BX571857.1|mhcii|seq306
antigen43|P06886|BX571857.1|mhcii|seq306	antigen43|P06886|BX571857.1|mhcii|seq305
antigen43|P06886|BX571857.1|mhcii|seq306	antigen43|P06886|BX571857.1|mhcii|seq307
antigen43|P06886|BX571857.1|mhcii|seq306	antigen43|P06886|BX571857.1|mhcii|seq266
antigen43|P06886|BX571857.1|mhcii|seq275	antigen43|P06886|BX571857.1|mhcii|seq275
antigen43|P06886|BX571857.1|mhcii|seq244	antigen43|P06886|BX571857.1|mhcii|seq244
antigen43|P06886|BX571857.1|mhcii|seq244	antigen43|P06886|BX571857.1|mhcii|seq875
antigen43|P06886|BX571857.1|mhcii|seq852	antigen43|P06886|BX571857.1|mhcii|seq852
antigen43|P06886|BX571857.1|mhcii|seq852	antigen43|P06886|BX571857.1|mhcii|seq853
antigen43|P06886|BX571857.1|mhcii|seq852	antigen43|P06886|BX571857.1|mhcii|seq854
antigen43|P06886|BX571857.1|mhcii|seq1396	antigen43|P06886|BX571857.1|mhcii|seq1396
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq53
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq52
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq1412
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq1274
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq1411
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq1273
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq1413
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq1275
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq408
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq191
antigen43|P06886|BX571857.1|mhcii|seq53	antigen43|P06886|BX571857.1|mhcii|seq192
antigen43|P06886|BX571857.1|mhcii|seq405	antigen43|P06886|BX571857.1|mhcii|seq405
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq693
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq690
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq691
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq692
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq694
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq695
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq41
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq38
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq39
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq40
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq42
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq43
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq496
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq114
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq115
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq631
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq493
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq491
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq492
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq494
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq495
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq721
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq719
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq720
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq722
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq723
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq724
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq116
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq113
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq497
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq117
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq118
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq119
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq632
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq725
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq991
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq947
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq989
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq990
antigen43|P06886|BX571857.1|mhcii|seq693	antigen43|P06886|BX571857.1|mhcii|seq1342
antigen43|P06886|BX571857.1|mhcii|seq630	antigen43|P06886|BX571857.1|mhcii|seq630
antigen43|P06886|BX571857.1|mhcii|seq630	antigen43|P06886|BX571857.1|mhcii|seq629
antigen43|P06886|BX571857.1|mhcii|seq630	antigen43|P06886|BX571857.1|mhcii|seq633
antigen43|P06886|BX571857.1|mhcii|seq630	antigen43|P06886|BX571857.1|mhcii|seq97
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq925
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq778
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq777
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq924
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq896
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq897
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq898
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq749
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq537
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq539
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq538
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq894
antigen43|P06886|BX571857.1|mhcii|seq925	antigen43|P06886|BX571857.1|mhcii|seq895
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1053
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq939
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1099
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1304
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1098
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1303
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1100
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1305
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1101
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1306
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1102
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1307
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq940
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq941
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq986
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq984
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq985
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1051
antigen43|P06886|BX571857.1|mhcii|seq1053	antigen43|P06886|BX571857.1|mhcii|seq1052
antigen43|P06886|BX571857.1|mhcii|seq1181	antigen43|P06886|BX571857.1|mhcii|seq1181
antigen43|P06886|BX571857.1|mhcii|seq446	antigen43|P06886|BX571857.1|mhcii|seq446
antigen43|P06886|BX571857.1|mhcii|seq734	antigen43|P06886|BX571857.1|mhcii|seq734
antigen43|P06886|BX571857.1|mhcii|seq734	antigen43|P06886|BX571857.1|mhcii|seq1288
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq766
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq145
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq1185
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq765
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq883
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq882
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq884
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq436
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq435
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq437
antigen43|P06886|BX571857.1|mhcii|seq766	antigen43|P06886|BX571857.1|mhcii|seq764
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq830
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq833
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq831
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq832
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq324
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq321
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq961
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq1250
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq322
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq834
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq962
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq323
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq531
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq1223
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq1171
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq1172
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq283
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq320
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq960
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq1249
antigen43|P06886|BX571857.1|mhcii|seq830	antigen43|P06886|BX571857.1|mhcii|seq1359
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1368
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1260
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq393
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq394
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1197
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1366
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1367
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1259
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1369
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1261
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq476
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1198
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq477
antigen43|P06886|BX571857.1|mhcii|seq1368	antigen43|P06886|BX571857.1|mhcii|seq1199
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq57
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq193
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq194
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq195
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq196
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq197
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq198
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq1414
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq1276
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq1419
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq1281
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq54
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq55
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq56
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq58
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq59
antigen43|P06886|BX571857.1|mhcii|seq57	antigen43|P06886|BX571857.1|mhcii|seq60
antigen43|P06886|BX571857.1|mhcii|seq185	antigen43|P06886|BX571857.1|mhcii|seq185
antigen43|P06886|BX571857.1|mhcii|seq185	antigen43|P06886|BX571857.1|mhcii|seq183
antigen43|P06886|BX571857.1|mhcii|seq185	antigen43|P06886|BX571857.1|mhcii|seq184
antigen43|P06886|BX571857.1|mhcii|seq185	antigen43|P06886|BX571857.1|mhcii|seq186
antigen43|P06886|BX571857.1|mhcii|seq185	antigen43|P06886|BX571857.1|mhcii|seq187
antigen43|P06886|BX571857.1|mhcii|seq185	antigen43|P06886|BX571857.1|mhcii|seq188
antigen43|P06886|BX571857.1|mhcii|seq185	antigen43|P06886|BX571857.1|mhcii|seq189
antigen43|P06886|BX571857.1|mhcii|seq185	antigen43|P06886|BX571857.1|mhcii|seq1124
