antigen30|P65288|BX571857.1|mhcii|seq20	antigen30|P65288|BX571857.1|mhcii|seq20
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq248
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq249
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq250
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq252
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq253
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq254
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq347
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq220
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq390
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq348
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq221
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq391
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq222
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq392
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq223
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq393
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq224
antigen30|P65288|BX571857.1|mhcii|seq345	antigen30|P65288|BX571857.1|mhcii|seq394
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq416
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq136
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq470
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq405
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq471
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq406
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq472
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq407
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq473
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq408
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq33
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq417
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq137
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq140
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq138
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq139
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq141
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq467
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq402
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq468
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq403
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq469
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq404
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq415
antigen30|P65288|BX571857.1|mhcii|seq416	antigen30|P65288|BX571857.1|mhcii|seq32
antigen30|P65288|BX571857.1|mhcii|seq1	antigen30|P65288|BX571857.1|mhcii|seq1
antigen30|P65288|BX571857.1|mhcii|seq385	antigen30|P65288|BX571857.1|mhcii|seq385
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq258
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq496
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq497
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq218
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq388
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq257
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq340
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq341
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq216
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq386
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq217
antigen30|P65288|BX571857.1|mhcii|seq258	antigen30|P65288|BX571857.1|mhcii|seq387
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq354
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq353
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq98
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq226
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq99
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq227
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq100
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq228
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq229
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq230
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq266
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq267
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq268
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq396
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq269
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq397
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq270
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq398
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq399
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq144
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq338
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq409
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq505
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq410
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq506
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq411
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq475
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq507
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq476
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq508
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq349
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq350
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq255
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq351
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq256
antigen30|P65288|BX571857.1|mhcii|seq354	antigen30|P65288|BX571857.1|mhcii|seq352
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq164
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq161
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq162
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq163
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq195
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq196
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq460
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq461
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq462
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq463
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq80
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq464
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq439
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq440
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq281
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq441
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq282
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq442
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq283
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq159
antigen30|P65288|BX571857.1|mhcii|seq164	antigen30|P65288|BX571857.1|mhcii|seq160
antigen30|P65288|BX571857.1|mhcii|seq165	antigen30|P65288|BX571857.1|mhcii|seq165
antigen30|P65288|BX571857.1|mhcii|seq165	antigen30|P65288|BX571857.1|mhcii|seq166
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq421
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq37
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq204
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq374
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq418
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq34
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq371
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq419
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq35
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq202
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq372
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq420
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq36
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq203
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq373
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq422
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq38
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq205
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq375
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq423
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq39
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq206
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq376
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq40
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq142
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq143
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq207
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq377
antigen30|P65288|BX571857.1|mhcii|seq421	antigen30|P65288|BX571857.1|mhcii|seq474
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq134
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq129
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq130
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq131
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq132
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq133
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq197
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq198
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq199
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq200
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq298
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq299
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq300
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq364
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq301
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq365
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq174
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq302
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq366
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq175
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq303
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq367
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq176
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq368
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq81
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq177
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq369
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq465
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq82
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq114
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq178
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq83
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq115
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq84
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq116
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq85
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq117
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq118
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq119
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq56
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq57
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq58
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq59
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq443
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq284
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq444
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq285
antigen30|P65288|BX571857.1|mhcii|seq134	antigen30|P65288|BX571857.1|mhcii|seq286
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq326
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq325
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq327
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq328
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq324
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq244
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq242
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq243
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq245
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq246
antigen30|P65288|BX571857.1|mhcii|seq326	antigen30|P65288|BX571857.1|mhcii|seq86
