antigen32|Q5HFH6|BX571856.1|mhcii|seq1	antigen32|Q5HFH6|BX571856.1|mhcii|seq1
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq993
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq385
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2017
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq386
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2018
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2019
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2020
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2343
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1578
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1579
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1580
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1581
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1582
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1583
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2671
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2672
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1297
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2673
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1298
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1458
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2674
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq691
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1459
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2675
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq692
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1460
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq2676
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq693
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1461
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1462
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1463
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1593
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1594
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq763
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1595
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq764
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq988
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1596
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq765
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq989
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1597
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq382
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq766
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq990
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq1598
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq383
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq767
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq991
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq384
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq768
antigen32|Q5HFH6|BX571856.1|mhcii|seq993	antigen32|Q5HFH6|BX571856.1|mhcii|seq992
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1313
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq705
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq3105
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq706
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq707
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq708
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq902
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq903
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq3210
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2702
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2703
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1840
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2704
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1841
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2705
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1842
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2706
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1843
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1844
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1845
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq886
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq887
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq888
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq793
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2233
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2521
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq794
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2234
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2522
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq795
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2235
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2523
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq796
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1308
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2236
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2524
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq3100
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq797
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1309
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2237
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2525
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq3101
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq798
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1310
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2238
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq2526
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq3102
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1311
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq3103
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq1312
antigen32|Q5HFH6|BX571856.1|mhcii|seq1313	antigen32|Q5HFH6|BX571856.1|mhcii|seq3104
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1473
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq3171
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq3172
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq3173
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq3174
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq424
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2640
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq425
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2641
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq426
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2642
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq427
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2643
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2388
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2389
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1366
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2713
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2390
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1367
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2714
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1911
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2391
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1368
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq2715
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1912
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq3160
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1369
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1913
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq3161
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1914
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq3162
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq3163
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1469
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1470
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1471
antigen32|Q5HFH6|BX571856.1|mhcii|seq1473	antigen32|Q5HFH6|BX571856.1|mhcii|seq1472
antigen32|Q5HFH6|BX571856.1|mhcii|seq1921	antigen32|Q5HFH6|BX571856.1|mhcii|seq1921
antigen32|Q5HFH6|BX571856.1|mhcii|seq2209	antigen32|Q5HFH6|BX571856.1|mhcii|seq2209
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2305
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2306
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq3042
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2307
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq3043
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2308
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq3044
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2309
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq3045
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2503
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1864
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2504
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1865
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2505
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1866
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1867
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq652
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1868
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq653
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq654
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq655
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq656
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq658
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1970
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1971
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1972
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1973
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq1974
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2302
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2303
antigen32|Q5HFH6|BX571856.1|mhcii|seq2305	antigen32|Q5HFH6|BX571856.1|mhcii|seq2304
antigen32|Q5HFH6|BX571856.1|mhcii|seq2465	antigen32|Q5HFH6|BX571856.1|mhcii|seq2465
antigen32|Q5HFH6|BX571856.1|mhcii|seq2465	antigen32|Q5HFH6|BX571856.1|mhcii|seq1435
antigen32|Q5HFH6|BX571856.1|mhcii|seq2465	antigen32|Q5HFH6|BX571856.1|mhcii|seq1434
antigen32|Q5HFH6|BX571856.1|mhcii|seq2721	antigen32|Q5HFH6|BX571856.1|mhcii|seq2721
antigen32|Q5HFH6|BX571856.1|mhcii|seq2721	antigen32|Q5HFH6|BX571856.1|mhcii|seq2913
antigen32|Q5HFH6|BX571856.1|mhcii|seq2721	antigen32|Q5HFH6|BX571856.1|mhcii|seq1474
antigen32|Q5HFH6|BX571856.1|mhcii|seq2721	antigen32|Q5HFH6|BX571856.1|mhcii|seq2914
antigen32|Q5HFH6|BX571856.1|mhcii|seq2721	antigen32|Q5HFH6|BX571856.1|mhcii|seq1475
antigen32|Q5HFH6|BX571856.1|mhcii|seq2721	antigen32|Q5HFH6|BX571856.1|mhcii|seq2915
antigen32|Q5HFH6|BX571856.1|mhcii|seq2721	antigen32|Q5HFH6|BX571856.1|mhcii|seq1476
