,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
22,WP_000011688.1,Cytoplasmic,0.0001,0.1365,0.4373,0.4261,0.0000,0.0000
23,WP_000011827.1,Cytoplasmic Membrane,0.0027,0.1951,0.0035,0.7987,0.0000,0.0000
24,WP_000015642.1,Extracellular,0.0000,0.5512,0.0007,0.4481,0.0000,0.0000
25,WP_000017736.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9996,0.0000,0.0000
26,WP_000018337.1,Cytoplasmic,0.0001,0.0079,0.9832,0.0087,0.0000,0.0000
27,WP_000018609.1,Cytoplasmic,0.0013,0.0284,0.9177,0.0526,0.0000,0.0000
28,WP_000019127.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
29,WP_000019697.1,Cytoplasmic,0.0004,0.1265,0.8660,0.0071,0.0000,0.0000
30,WP_000019741.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
31,WP_000020304.1,Cytoplasmic,0.0002,0.0021,0.9969,0.0007,0.0000,0.0000
32,WP_000020354.1,Cytoplasmic,0.0002,0.0023,0.9963,0.0012,0.0000,0.0000
33,WP_000020810.1,Extracellular,0.0019,0.9826,0.0001,0.0154,0.0000,0.0000
34,WP_000020856.1,Cytoplasmic,0.0000,0.0481,0.9509,0.0010,0.0000,0.0000
35,WP_000021443.1,Cytoplasmic,0.0000,0.0089,0.9909,0.0002,0.0000,0.0000
36,WP_000021872.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
37,WP_000022329.1,Cytoplasmic,0.0012,0.0238,0.6188,0.3562,0.0000,0.0000
38,WP_000022728.1,Cytoplasmic,0.0006,0.0472,0.9516,0.0007,0.0000,0.0000
39,WP_000023330.1,Cytoplasmic,0.0010,0.0121,0.7843,0.2026,0.0000,0.0000
40,WP_000024146.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
41,WP_000024292.1,Cytoplasmic,0.0000,0.0125,0.9838,0.0036,0.0000,0.0000
42,WP_000024830.1,Extracellular,0.0002,0.6698,0.3283,0.0017,0.0000,0.0000
43,WP_000025279.1,Cytoplasmic,0.0007,0.1210,0.5010,0.3773,0.0000,0.0000
44,WP_000025835.1,Cytoplasmic Membrane,0.0000,0.0735,0.0000,0.9265,0.0000,0.0000
45,WP_000026190.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
46,WP_000026308.1,Cytoplasmic,0.0002,0.1288,0.8675,0.0035,0.0000,0.0000
47,WP_000027924.1,Cytoplasmic,0.0033,0.0737,0.9010,0.0220,0.0000,0.0000
48,WP_000028422.1,Cytoplasmic,0.0008,0.0853,0.8976,0.0164,0.0000,0.0000
49,WP_000028587.1,Cytoplasmic,0.0004,0.0054,0.9905,0.0037,0.0000,0.0000
50,WP_000028598.1,Cytoplasmic,0.0003,0.0045,0.9923,0.0029,0.0000,0.0000
51,WP_000029204.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
52,WP_000029430.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
53,WP_000029546.1,Cytoplasmic Membrane,0.0050,0.0958,0.3482,0.5510,0.0000,0.0000
54,WP_000030061.1,Cytoplasmic,0.0001,0.0114,0.9832,0.0053,0.0000,0.0000
55,WP_000030814.1,Cytoplasmic,0.0002,0.0081,0.9894,0.0023,0.0000,0.0000
56,WP_000031108.1,Cytoplasmic,0.0017,0.0024,0.9955,0.0005,0.0000,0.0000
57,WP_000031265.1,Cytoplasmic Membrane,0.0002,0.0035,0.4229,0.5735,0.0000,0.0000
58,WP_000031403.1,Cytoplasmic Membrane,0.0000,0.0004,0.0000,0.9995,0.0000,0.0000
59,WP_000031892.1,Cytoplasmic,0.0001,0.0056,0.9925,0.0019,0.0000,0.0000
60,WP_000032653.1,Cytoplasmic,0.0001,0.0384,0.9600,0.0014,0.0000,0.0000
61,WP_000032734.1,Cytoplasmic,0.0013,0.0495,0.8860,0.0631,0.0000,0.0000
62,WP_000032836.1,Cytoplasmic Membrane,0.0000,0.0025,0.0000,0.9975,0.0000,0.0000
63,WP_000032840.1,Cytoplasmic,0.0011,0.1224,0.8037,0.0728,0.0000,0.0000
64,WP_000033477.1,Cytoplasmic Membrane,0.0000,0.0035,0.0004,0.9960,0.0000,0.0000
65,WP_000034506.1,Cytoplasmic,0.0000,0.0030,0.9967,0.0003,0.0000,0.0000
66,WP_000034716.1,Cytoplasmic,0.0024,0.0419,0.9510,0.0047,0.0000,0.0000
67,WP_000034728.1,Cytoplasmic,0.0001,0.0506,0.6392,0.3101,0.0000,0.0000
68,WP_000034978.1,Cytoplasmic Membrane,0.0026,0.0211,0.0001,0.9762,0.0000,0.0000
69,WP_000035000.1,Cytoplasmic,0.0004,0.0054,0.9098,0.0843,0.0000,0.0000
70,WP_000035058.1,Cytoplasmic,0.0005,0.2020,0.7947,0.0027,0.0000,0.0000
71,WP_000035325.1,Cytoplasmic,0.0014,0.0764,0.8788,0.0434,0.0000,0.0000
72,WP_000035759.1,Cytoplasmic Membrane,0.0002,0.0037,0.0006,0.9955,0.0000,0.0000
73,WP_000036076.1,Cytoplasmic,0.0001,0.0628,0.9366,0.0005,0.0000,0.0000
74,WP_000036329.1,Cytoplasmic Membrane,0.0000,0.0010,0.0001,0.9989,0.0000,0.0000
75,WP_000036631.1,Cytoplasmic,0.0000,0.0004,0.9995,0.0001,0.0000,0.0000
76,WP_000037085.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
77,WP_000037317.1,Cytoplasmic,0.0009,0.0443,0.7697,0.1851,0.0000,0.0000
78,WP_000037500.1,Extracellular,0.0030,0.5065,0.0001,0.4904,0.0000,0.0000
79,WP_000038220.1,Cytoplasmic Membrane,0.0008,0.3067,0.0002,0.6923,0.0000,0.0000
80,WP_000038530.1,Cytoplasmic Membrane,0.0172,0.1602,0.0001,0.8225,0.0000,0.0000
81,WP_000038955.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
82,WP_000040041.1,Cytoplasmic,0.0001,0.0135,0.9855,0.0009,0.0000,0.0000
83,WP_000040067.1,Cytoplasmic,0.0001,0.0313,0.9675,0.0010,0.0000,0.0000
84,WP_000040584.1,Cytoplasmic,0.0018,0.0187,0.7946,0.1848,0.0000,0.0000
85,WP_000040861.1,Cytoplasmic,0.0034,0.0055,0.9899,0.0012,0.0000,0.0000
86,WP_000043237.1,Cytoplasmic,0.0001,0.0025,0.9968,0.0006,0.0000,0.0000
87,WP_000043642.1,Cytoplasmic,0.0000,0.0083,0.9908,0.0009,0.0000,0.0000
88,WP_000044369.1,Cytoplasmic,0.0005,0.0158,0.9764,0.0073,0.0000,0.0000
89,WP_000044796.1,Cytoplasmic,0.0000,0.0005,0.9995,0.0000,0.0000,0.0000
90,WP_000046022.1,Extracellular,0.0000,0.9987,0.0000,0.0012,0.0000,0.0000
91,WP_000046076.1,Cytoplasmic Membrane,0.0006,0.0576,0.3360,0.6058,0.0000,0.0000
92,WP_000046606.1,Cytoplasmic,0.0023,0.0579,0.8773,0.0624,0.0000,0.0000
93,WP_000047012.1,Cytoplasmic,0.0013,0.0240,0.9720,0.0027,0.0000,0.0000
94,WP_000047120.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
95,WP_000047355.1,Cytoplasmic,0.0004,0.0058,0.9934,0.0003,0.0000,0.0000
96,WP_000047745.1,Extracellular,0.0018,0.8067,0.1880,0.0035,0.0000,0.0000
97,WP_000047828.1,Cytoplasmic,0.0005,0.0204,0.9550,0.0240,0.0000,0.0000
98,WP_000048060.1,Cytoplasmic,0.0000,0.4518,0.5478,0.0004,0.0000,0.0000
99,WP_000048712.1,Cytoplasmic,0.0001,0.0167,0.9784,0.0048,0.0000,0.0000
100,WP_000049150.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9991,0.0000,0.0000
101,WP_000049495.1,Cytoplasmic,0.0001,0.0071,0.9918,0.0010,0.0000,0.0000
102,WP_000049917.1,Cytoplasmic,0.0007,0.0042,0.9925,0.0027,0.0000,0.0000
103,WP_000050762.1,Cytoplasmic,0.0000,0.0004,0.9995,0.0000,0.0000,0.0000
104,WP_000050973.1,Cytoplasmic,0.0001,0.1950,0.8027,0.0023,0.0000,0.0000
105,WP_000051210.1,Cytoplasmic,0.0003,0.0735,0.9188,0.0075,0.0000,0.0000
106,WP_000052076.1,Cytoplasmic Membrane,0.0000,0.0015,0.0000,0.9985,0.0000,0.0000
107,WP_000052330.1,Cytoplasmic Membrane,0.0005,0.0228,0.1918,0.7849,0.0000,0.0000
108,WP_000052599.1,Cytoplasmic,0.0003,0.0648,0.8487,0.0863,0.0000,0.0000
109,WP_000052781.1,Cytoplasmic,0.0005,0.1329,0.8651,0.0015,0.0000,0.0000
110,WP_000054599.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
111,WP_000055337.1,Cytoplasmic,0.0001,0.0040,0.9663,0.0296,0.0000,0.0000
112,WP_000055857.1,Cytoplasmic,0.0001,0.0128,0.9739,0.0132,0.0000,0.0000
113,WP_000057330.1,Cytoplasmic,0.0000,0.0365,0.9446,0.0189,0.0000,0.0000
114,WP_000057557.1,Cytoplasmic,0.0083,0.0154,0.6144,0.3619,0.0000,0.0000
115,WP_000057594.1,Cytoplasmic,0.0002,0.0062,0.9920,0.0016,0.0000,0.0000
116,WP_000058389.1,Cytoplasmic,0.0005,0.1963,0.7877,0.0155,0.0000,0.0000
117,WP_000060783.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
118,WP_000061871.1,Cytoplasmic,0.0059,0.2889,0.5617,0.1435,0.0000,0.0000
119,WP_000062404.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9992,0.0000,0.0000
120,WP_000062534.1,Cytoplasmic,0.0001,0.0001,0.9863,0.0135,0.0000,0.0000
121,WP_000062636.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
122,WP_000063551.1,Cytoplasmic Membrane,0.0001,0.0074,0.0004,0.9921,0.0000,0.0000
123,WP_000064078.1,Cytoplasmic,0.0001,0.0006,0.9923,0.0070,0.0000,0.0000
124,WP_000064214.1,Cytoplasmic,0.0245,0.1349,0.8401,0.0005,0.0000,0.0000
125,WP_000064778.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
126,WP_000065019.1,Cytoplasmic,0.0007,0.0041,0.9920,0.0032,0.0000,0.0000
127,WP_000065345.1,Cytoplasmic Membrane,0.0000,0.0014,0.0001,0.9984,0.0000,0.0000
128,WP_000066017.1,Cytoplasmic Membrane,0.0000,0.0531,0.0001,0.9467,0.0000,0.0000
129,WP_000066056.1,Cytoplasmic,0.0001,0.0104,0.9877,0.0018,0.0000,0.0000
130,WP_000066097.1,Cytoplasmic,0.0000,0.0073,0.9924,0.0003,0.0000,0.0000
131,WP_000066177.1,Extracellular,0.0012,0.9983,0.0003,0.0002,0.0000,0.0000
132,WP_000066361.1,Cytoplasmic,0.0041,0.3293,0.5810,0.0856,0.0000,0.0000
133,WP_000066379.1,Cytoplasmic,0.0004,0.1393,0.8436,0.0168,0.0000,0.0000
134,WP_000066521.1,Cytoplasmic Membrane,0.0010,0.0224,0.0543,0.9224,0.0000,0.0000
135,WP_000066900.1,Cytoplasmic,0.0009,0.0326,0.9120,0.0545,0.0000,0.0000
136,WP_000067112.1,Cytoplasmic,0.0037,0.0042,0.9601,0.0320,0.0000,0.0000
137,WP_000067145.1,Extracellular,0.0194,0.9074,0.0667,0.0065,0.0000,0.0000
138,WP_000067268.1,Cytoplasmic,0.0001,0.0060,0.9872,0.0067,0.0000,0.0000
139,WP_000067363.1,Cytoplasmic Membrane,0.0007,0.0164,0.1239,0.8590,0.0000,0.0000
140,WP_000068176.1,Cytoplasmic,0.0002,0.0213,0.9680,0.0104,0.0000,0.0000
141,WP_000068621.1,Cytoplasmic,0.0011,0.0041,0.8824,0.1123,0.0000,0.0000
142,WP_000069298.1,Cytoplasmic Membrane,0.0155,0.1215,0.0025,0.8606,0.0000,0.0000
143,WP_000069452.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
144,WP_000070654.1,Cytoplasmic Membrane,0.0002,0.4582,0.0000,0.5416,0.0000,0.0000
145,WP_000070826.1,Cytoplasmic Membrane,0.0015,0.2918,0.0000,0.7067,0.0000,0.0000
146,WP_000070866.1,Cytoplasmic,0.0017,0.1783,0.8161,0.0039,0.0000,0.0000
147,WP_000070967.1,Cytoplasmic Membrane,0.0000,0.0006,0.0000,0.9994,0.0000,0.0000
148,WP_000071351.1,Cytoplasmic,0.0000,0.0042,0.9952,0.0006,0.0000,0.0000
149,WP_000071899.1,Cytoplasmic,0.0000,0.0120,0.9865,0.0015,0.0000,0.0000
150,WP_000072154.1,Cytoplasmic Membrane,0.0000,0.0008,0.0000,0.9992,0.0000,0.0000
151,WP_000072295.1,Cytoplasmic Membrane,0.0000,0.0008,0.0009,0.9983,0.0000,0.0000
152,WP_000072447.1,Cytoplasmic Membrane,0.0000,0.0019,0.0001,0.9979,0.0000,0.0000
153,WP_000072622.1,Cytoplasmic,0.0037,0.1638,0.8127,0.0198,0.0000,0.0000
154,WP_000072632.1,Cytoplasmic,0.0121,0.3063,0.6424,0.0392,0.0000,0.0000
155,WP_000072681.1,Cytoplasmic,0.0002,0.0280,0.9660,0.0058,0.0000,0.0000
156,WP_000073177.1,Cytoplasmic,0.0009,0.0021,0.9893,0.0077,0.0000,0.0000
157,WP_000073195.1,Cytoplasmic,0.0013,0.0131,0.9640,0.0217,0.0000,0.0000
158,WP_000073334.1,Cytoplasmic,0.0038,0.0056,0.9795,0.0111,0.0000,0.0000
159,WP_000074001.1,Cytoplasmic Membrane,0.0019,0.0169,0.0076,0.9735,0.0000,0.0000
160,WP_000075713.1,Cytoplasmic,0.0001,0.0177,0.9509,0.0313,0.0000,0.0000
161,WP_000076025.1,Cytoplasmic,0.0004,0.1297,0.8684,0.0015,0.0000,0.0000
162,WP_000076413.1,Cytoplasmic,0.0000,0.0692,0.9273,0.0035,0.0000,0.0000
163,WP_000076662.1,Cytoplasmic,0.0002,0.0194,0.9782,0.0022,0.0000,0.0000
164,WP_000076692.1,Cytoplasmic,0.0001,0.0052,0.9935,0.0013,0.0000,0.0000
165,WP_000076914.1,Cytoplasmic,0.0004,0.0010,0.9699,0.0287,0.0000,0.0000
166,WP_000077311.1,Cytoplasmic,0.0021,0.0091,0.9781,0.0106,0.0000,0.0000
167,WP_000077342.1,Cytoplasmic,0.0010,0.0018,0.9967,0.0005,0.0000,0.0000
168,WP_000077549.1,Cytoplasmic,0.0016,0.0834,0.8851,0.0299,0.0000,0.0000
169,WP_000078278.1,Cytoplasmic Membrane,0.0000,0.0189,0.0163,0.9648,0.0000,0.0000
170,WP_000079140.1,Cytoplasmic Membrane,0.0000,0.0162,0.0003,0.9834,0.0000,0.0000
171,WP_000079317.1,Cytoplasmic Membrane,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
172,WP_000079448.1,Cytoplasmic Membrane,0.0002,0.0325,0.1284,0.8389,0.0000,0.0000
173,WP_000080025.1,Cytoplasmic,0.0001,0.0056,0.9781,0.0162,0.0000,0.0000
174,WP_000080571.1,Cytoplasmic,0.0212,0.2118,0.3956,0.3714,0.0000,0.0000
175,WP_000081181.1,Cytoplasmic,0.0002,0.0206,0.9612,0.0179,0.0000,0.0000
176,WP_000081597.1,Cytoplasmic Membrane,0.0000,0.0199,0.0000,0.9801,0.0000,0.0000
177,WP_000082568.1,Cytoplasmic,0.0004,0.0259,0.9353,0.0384,0.0000,0.0000
178,WP_000082722.1,Cytoplasmic,0.0029,0.0238,0.9662,0.0072,0.0000,0.0000
179,WP_000083795.1,Cytoplasmic Membrane,0.0000,0.0006,0.0001,0.9993,0.0000,0.0000
180,WP_000084775.1,Cytoplasmic Membrane,0.0001,0.0017,0.0001,0.9981,0.0000,0.0000
181,WP_000084835.1,Cytoplasmic,0.0000,0.0027,0.9969,0.0003,0.0000,0.0000
182,WP_000087104.1,Cytoplasmic,0.0007,0.0036,0.9953,0.0005,0.0000,0.0000
183,WP_000087384.1,Cytoplasmic,0.0001,0.0016,0.9977,0.0006,0.0000,0.0000
184,WP_000087561.1,Cytoplasmic,0.0010,0.2070,0.6493,0.1427,0.0000,0.0000
185,WP_000088195.1,Cytoplasmic,0.0002,0.0243,0.9684,0.0071,0.0000,0.0000
186,WP_000088437.1,Cytoplasmic,0.0002,0.2486,0.6882,0.0630,0.0000,0.0000
187,WP_000088649.1,Cytoplasmic,0.0000,0.0017,0.9978,0.0006,0.0000,0.0000
188,WP_000088715.1,Cytoplasmic,0.0026,0.1099,0.7117,0.1759,0.0000,0.0000
189,WP_000089284.1,Extracellular,0.0020,0.7073,0.0076,0.2831,0.0000,0.0000
190,WP_000089857.1,Cytoplasmic,0.0005,0.3584,0.6398,0.0013,0.0000,0.0000
191,WP_000089941.1,Cytoplasmic,0.0004,0.0224,0.9185,0.0586,0.0000,0.0000
192,WP_000090315.1,Cytoplasmic,0.0000,0.0037,0.9961,0.0002,0.0000,0.0000
193,WP_000090514.1,Extracellular,0.0000,0.7514,0.2476,0.0010,0.0000,0.0000
194,WP_000090796.1,Cytoplasmic,0.0001,0.4731,0.5258,0.0010,0.0000,0.0000
195,WP_000091444.1,Cytoplasmic Membrane,0.0001,0.0216,0.0001,0.9781,0.0000,0.0000
196,WP_000091975.1,Extracellular,0.0003,0.7847,0.2113,0.0037,0.0000,0.0000
197,WP_000093347.1,Cytoplasmic,0.0001,0.0039,0.9953,0.0006,0.0000,0.0000
198,WP_000094573.1,Cytoplasmic,0.0018,0.0223,0.9628,0.0132,0.0000,0.0000
199,WP_000095328.1,Cytoplasmic,0.0002,0.0249,0.9741,0.0008,0.0000,0.0000
200,WP_000095390.1,Extracellular,0.0003,0.8233,0.1748,0.0017,0.0000,0.0000
201,WP_000097322.1,Cytoplasmic,0.0000,0.0042,0.9948,0.0010,0.0000,0.0000
202,WP_000097463.1,Cytoplasmic,0.0003,0.0578,0.9401,0.0017,0.0000,0.0000
203,WP_000098285.1,Cytoplasmic Membrane,0.0000,0.0009,0.0000,0.9990,0.0000,0.0000
204,WP_000101274.1,Cytoplasmic,0.0005,0.0165,0.9796,0.0034,0.0000,0.0000
205,WP_000101538.1,Cytoplasmic Membrane,0.0000,0.0003,0.0000,0.9997,0.0000,0.0000
206,WP_000101625.1,Cytoplasmic,0.0008,0.0728,0.9194,0.0069,0.0000,0.0000
207,WP_000101976.1,Cytoplasmic,0.0000,0.0019,0.9911,0.0070,0.0000,0.0000
208,WP_000102741.1,Cytoplasmic,0.0003,0.0430,0.9474,0.0093,0.0000,0.0000
209,WP_000105070.1,Cytoplasmic,0.0059,0.0539,0.9181,0.0221,0.0000,0.0000
210,WP_000106134.1,Cytoplasmic,0.0001,0.0828,0.9166,0.0005,0.0000,0.0000
211,WP_000106185.1,Cytoplasmic,0.0003,0.0127,0.8798,0.1072,0.0000,0.0000
212,WP_000106312.1,Cytoplasmic Membrane,0.0002,0.0172,0.0004,0.9823,0.0000,0.0000
213,WP_000108671.1,Cytoplasmic,0.0002,0.0019,0.9885,0.0094,0.0000,0.0000
214,WP_000109909.1,Cytoplasmic,0.0014,0.2294,0.6220,0.1472,0.0000,0.0000
215,WP_000110011.1,Cytoplasmic,0.0003,0.1025,0.8939,0.0034,0.0000,0.0000
216,WP_000110023.1,Extracellular,0.0046,0.5833,0.3772,0.0349,0.0000,0.0000
217,WP_000110252.1,Cytoplasmic,0.0004,0.1155,0.8747,0.0094,0.0000,0.0000
218,WP_000110603.1,Cytoplasmic Membrane,0.0004,0.0041,0.0143,0.9811,0.0000,0.0000
219,WP_000111116.1,Cytoplasmic Membrane,0.0000,0.0036,0.0004,0.9959,0.0000,0.0000
220,WP_000113851.1,Cytoplasmic,0.0003,0.0716,0.9272,0.0009,0.0000,0.0000
221,WP_000113974.1,Cytoplasmic,0.0008,0.1350,0.8391,0.0252,0.0000,0.0000
222,WP_000115658.1,Cytoplasmic,0.0014,0.0102,0.9819,0.0065,0.0000,0.0000
223,WP_000116227.1,Cytoplasmic,0.0001,0.0627,0.9365,0.0008,0.0000,0.0000
224,WP_000118301.1,Cytoplasmic,0.0329,0.1162,0.7557,0.0952,0.0000,0.0000
225,WP_000119405.1,Cytoplasmic,0.1111,0.0599,0.6771,0.1519,0.0000,0.0000
226,WP_000120115.1,Cytoplasmic Membrane,0.0000,0.0011,0.0001,0.9989,0.0000,0.0000
227,WP_000120330.1,Cell wall & surface,0.5511,0.2027,0.0002,0.2461,0.0000,0.0000
228,WP_000120368.1,Cytoplasmic Membrane,0.0000,0.0002,0.0000,0.9998,0.0000,0.0000
229,WP_000120494.1,Cytoplasmic,0.0001,0.1069,0.8918,0.0012,0.0000,0.0000
230,WP_000120549.1,Cytoplasmic,0.0013,0.0415,0.9116,0.0456,0.0000,0.0000
231,WP_000120605.1,Cytoplasmic,0.0003,0.0036,0.9957,0.0004,0.0000,0.0000
232,WP_000121112.1,Cytoplasmic Membrane,0.0000,0.0016,0.0000,0.9983,0.0000,0.0000
233,WP_000121211.1,Cytoplasmic,0.0040,0.1183,0.8770,0.0007,0.0000,0.0000
234,WP_000121213.1,Cytoplasmic,0.0039,0.1245,0.8708,0.0008,0.0000,0.0000
235,WP_000121871.1,Cytoplasmic,0.0001,0.0045,0.9851,0.0103,0.0000,0.0000
236,WP_000122332.1,Cytoplasmic,0.0001,0.2934,0.6976,0.0088,0.0000,0.0000
237,WP_000123171.1,Cytoplasmic,0.0008,0.0376,0.9595,0.0021,0.0000,0.0000
238,WP_000123402.1,Cytoplasmic,0.0013,0.0510,0.8727,0.0750,0.0000,0.0000
239,WP_000124353.1,Cytoplasmic,0.0004,0.0568,0.8863,0.0564,0.0000,0.0000
240,WP_000125075.1,Cytoplasmic,0.0012,0.3297,0.6477,0.0213,0.0000,0.0000
241,WP_000125701.1,Cytoplasmic,0.0000,0.0023,0.9976,0.0001,0.0000,0.0000
242,WP_000127572.1,Cytoplasmic,0.0001,0.0005,0.9993,0.0001,0.0000,0.0000
243,WP_000127596.1,Cytoplasmic,0.0000,0.0018,0.9981,0.0001,0.0000,0.0000
244,WP_000127979.1,Cytoplasmic Membrane,0.0002,0.0052,0.0004,0.9942,0.0000,0.0000
245,WP_000128367.1,Cytoplasmic,0.0053,0.1013,0.5914,0.3021,0.0000,0.0000
246,WP_000128656.1,Cytoplasmic,0.0004,0.0830,0.9048,0.0118,0.0000,0.0000
247,WP_000128907.1,Cytoplasmic,0.0012,0.2049,0.6157,0.1782,0.0000,0.0000
248,WP_000129072.1,Cytoplasmic,0.0000,0.0018,0.9962,0.0020,0.0000,0.0000
249,WP_000129413.1,Cytoplasmic,0.0005,0.0850,0.8790,0.0354,0.0000,0.0000
250,WP_000129645.1,Cytoplasmic,0.0001,0.0006,0.9972,0.0020,0.0000,0.0000
251,WP_000130145.1,Cytoplasmic,0.0003,0.0089,0.9119,0.0789,0.0000,0.0000
252,WP_000130451.1,Cytoplasmic,0.0002,0.0021,0.9397,0.0580,0.0000,0.0000
253,WP_000131366.1,Cytoplasmic,0.0007,0.0242,0.9543,0.0208,0.0000,0.0000
254,WP_000131820.1,Cytoplasmic Membrane,0.0020,0.1734,0.3358,0.4888,0.0000,0.0000
255,WP_000132195.1,Cytoplasmic,0.0011,0.0259,0.9621,0.0108,0.0000,0.0000
256,WP_000132893.1,Cytoplasmic,0.0004,0.0493,0.9480,0.0024,0.0000,0.0000
257,WP_000133953.1,Cytoplasmic,0.0002,0.0043,0.9932,0.0022,0.0000,0.0000
258,WP_000134231.1,Cytoplasmic,0.0001,0.2019,0.7951,0.0029,0.0000,0.0000
259,WP_000134529.1,Cytoplasmic,0.0001,0.0053,0.9943,0.0003,0.0000,0.0000
260,WP_000134548.1,Cytoplasmic,0.0006,0.3076,0.4977,0.1942,0.0000,0.0000
261,WP_000134765.1,Cytoplasmic,0.0000,0.0039,0.9833,0.0127,0.0000,0.0000
262,WP_000134779.1,Cytoplasmic,0.0000,0.0025,0.9972,0.0004,0.0000,0.0000
263,WP_000134960.1,Cytoplasmic,0.0001,0.0508,0.9417,0.0074,0.0000,0.0000
264,WP_000136022.1,Cytoplasmic,0.0058,0.1283,0.8557,0.0102,0.0000,0.0000
265,WP_000136159.1,Cytoplasmic,0.0001,0.0580,0.9414,0.0005,0.0000,0.0000
266,WP_000136257.1,Cytoplasmic,0.0002,0.1444,0.8548,0.0006,0.0000,0.0000
267,WP_000136272.1,Cytoplasmic,0.0002,0.0032,0.9964,0.0002,0.0000,0.0000
268,WP_000136482.1,Cytoplasmic,0.0000,0.0035,0.9964,0.0000,0.0000,0.0000
269,WP_000136645.1,Cytoplasmic Membrane,0.0000,0.0001,0.0000,0.9999,0.0000,0.0000
270,WP_000136948.1,Cytoplasmic Membrane,0.0054,0.0614,0.4459,0.4872,0.0000,0.0000
271,WP_000137775.1,Cytoplasmic,0.0002,0.0007,0.8940,0.1051,0.0000,0.0000
