source_organism,host_organisms,antigen_name,gene_name,Uniprot_ID,source
neisseria gonorrhoeae,Homo sapiens,KatA,,,literature
neisseria gonorrhoeae,Homo sapiens,catalase,,,literature
neisseria gonorrhoeae,Homo sapiens,LbpAB,,,literature
neisseria gonorrhoeae,Homo sapiens,IgAP,,,literature
neisseria gonorrhoeae,Homo sapiens,LOS,,,literature
neisseria gonorrhoeae,Homo sapiens,MntABC,,,literature
neisseria gonorrhoeae,Homo sapiens,MsrAB,,,literature
neisseria gonorrhoeae,Homo sapiens,methionine sulphoxide reductase,,,literature
neisseria gonorrhoeae,Homo sapiens,MtrCDE,,,literature
neisseria gonorrhoeae,Homo sapiens,NGO1686,,,literature
neisseria gonorrhoeae,Homo sapiens,NMB0741,,,literature
neisseria gonorrhoeae,Homo sapiens,NMB1828,,,literature
neisseria gonorrhoeae,Homo sapiens,opacity-associated proteins,,,literature
neisseria gonorrhoeae,Homo sapiens,Opa proteins,,,literature
neisseria gonorrhoeae,Homo sapiens,PacA,,,literature
neisseria gonorrhoeae,Homo sapiens,peptidoglycan O-acyltransferase,,,literature
neisseria gonorrhoeae,Homo sapiens,Porin,,,literature
neisseria gonorrhoeae,Homo sapiens,RecN,,,literature
neisseria gonorrhoeae,Homo sapiens,Superoxide dismutase,,,literature
neisseria gonorrhoeae,Homo sapiens,transferrin-binding protein complex,,,literature
neisseria gonorrhoeae,Homo sapiens,TbpAB,,,literature
neisseria gonorrhoeae,Homo sapiens,Type IV pili,pilE,,literature
neisseria gonorrhoeae,Homo sapiens,type IV pili,,,literature
neisseria gonorrhoeae,Homo sapiens,opacity,,,literature
neisseria gonorrhoeae,Homo sapiens,Outer membrane vesicles,,,literature
neisseria gonorrhoeae,Homo sapiens,HBP,,,literature
neisseria gonorrhoeae,Homo sapiens,FarA,,,literature
neisseria gonorrhoeae,Homo sapiens,FarB,,,literature
neisseria gonorrhoeae,Homo sapiens,MtrC,,,literature
neisseria gonorrhoeae,Homo sapiens,MtrD,,,literature
neisseria gonorrhoeae,Homo sapiens,LpbA,,,literature
neisseria gonorrhoeae,Homo sapiens,LpbB,,,literature
neisseria gonorrhoeae,Homo sapiens,Lipid A,,,literature
neisseria gonorrhoeae,Homo sapiens,Factor H,,,literature
neisseria gonorrhoeae,Homo sapiens,Opc,,,literature
neisseria gonorrhoeae,Homo sapiens,pili,,,literature
neisseria gonorrhoeae,Homo sapiens,L1,,,literature
neisseria gonorrhoeae,Homo sapiens,L2,,,literature
neisseria gonorrhoeae,Homo sapiens,L3,,,literature
neisseria gonorrhoeae,Homo sapiens,L4,,,literature
neisseria gonorrhoeae,Homo sapiens,L5,,,literature
neisseria gonorrhoeae,Homo sapiens,L6,,,literature
neisseria gonorrhoeae,Homo sapiens,L7,,,literature
neisseria gonorrhoeae,Homo sapiens,L8,,,literature
neisseria gonorrhoeae,Homo sapiens,L9,,,literature
neisseria gonorrhoeae,Homo sapiens,L10,,,literature
neisseria gonorrhoeae,Homo sapiens,L11,,,literature
neisseria gonorrhoeae,Homo sapiens,L12,,,literature
neisseria gonorrhoeae,Homo sapiens,pilS,,,literature
neisseria gonorrhoeae,Homo sapiens,pilX,,,literature
neisseria gonorrhoeae,Homo sapiens,pptA,,,literature
neisseria gonorrhoeae,Homo sapiens,App,,,literature
neisseria gonorrhoeae,Homo sapiens,IgA protease,,,literature
neisseria gonorrhoeae,Homo sapiens,pilin,,,literature
neisseria gonorrhoeae,Homo sapiens,MacA,,,literature
neisseria gonorrhoeae,Homo sapiens,MacB,,,literature
neisseria gonorrhoeae,Homo sapiens,NorM,,,literature
neisseria gonorrhoeae,Homo sapiens,ComP,,,literature
neisseria gonorrhoeae,Homo sapiens,PilV,,,literature
neisseria gonorrhoeae,Homo sapiens,PilH,,,literature
neisseria gonorrhoeae,Homo sapiens,PilJ,,,literature
neisseria gonorrhoeae,Homo sapiens,PilK,,,literature
neisseria gonorrhoeae,Homo sapiens,PilL,,,literature
